player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
DJ Williams,138061,QB,MURRAY ST,1,3.33,2.88,5.87,4.13,28,236,81.8,11,11,6.9,1.94,0,0,0.0,81.8,9,2,0.0,11,39.3,0,3,,,,65.6,80.5,70.4,,79.9,,,,,,0,1,11,0.0,50.0,0.0,0,0,0,0,0,0,0.0,56,5.1,70.0,10,11,9.6,4.24,0,0,0.0,63.6,7,10,0.0,17,60.7,0,7,,,,66.8,69.8,72.0,,73.1,,,56.3,,,0,2,18,30.0,40.9,17.6,3,3,0,1,0,0,0.0,67,6.1
Jaylen King,170801,QB,GARD-WEBB,1,3.01,2.62,3.72,5.27,28,171,100.0,8,8,0.3,1.78,0,0,0.0,87.5,7,2,12.5,9,32.1,1,0,,,,65.1,64.8,69.8,,64.6,,,,,,0,0,9,50.0,79.2,11.1,1,0,0,0,0,0,0.0,12,1.5,45.5,11,11,20.1,3.79,0,0,0.0,45.5,5,9,0.0,18,64.3,0,4,,,,67.0,52.1,72.2,,57.2,,,50.7,,,0,0,19,44.4,131.6,22.2,4,3,0,0,3,1,5.3,159,14.5
Carson Conklin,170765,QB,SACRAMENTO,1,3.04,2.99,2.5,5.0,28,279,87.5,8,8,8.0,1.7,0,1,12.5,75.0,6,0,14.3,8,28.6,1,2,,,,65.1,74.0,69.8,,73.5,,,,,,0,0,9,,98.4,0.0,0,0,0,0,0,0,0.0,65,8.1,75.0,16,18,19.4,3.58,0,1,5.3,61.1,11,5,8.3,20,71.4,1,9,,,,67.2,83.6,72.5,,85.0,,,57.3,,,0,1,21,20.0,121.5,5.0,1,1,0,2,3,1,4.8,248,13.8
Connor Watkins,108971,QB,VILLANOVA,1,2.47,2.33,2.45,6.1,28,334,56.3,16,16,7.1,2.07,0,0,0.0,56.3,9,2,0.0,17,60.7,0,4,,,,66.7,51.8,71.8,,51.8,,,,,,0,0,17,50.0,94.5,5.9,1,0,0,0,1,0,0.0,95,5.9,75.0,8,9,18.0,3.1,0,4,36.4,66.7,6,3,0.0,11,39.3,0,6,,,,66.0,94.8,71.0,,95.3,,,57.3,,,0,1,13,33.3,109.7,9.1,1,1,0,1,2,0,0.0,204,22.7
Emory Williams,170099,QB,MIAMI FL,1,2.62,2.41,3.0,4.0,28,220,58.3,12,13,6.0,1.86,0,1,7.7,53.8,7,5,0.0,14,50.0,0,4,,,,66.2,74.2,71.2,,73.7,,,,,,1,0,14,20.0,138.6,7.1,1,0,0,0,2,0,0.0,166,12.8,37.5,8,10,12.4,3.38,2,0,0.0,10.0,1,7,66.7,14,50.0,2,2,,,,66.4,51.7,71.4,,46.4,,,64.6,,,0,0,15,14.3,39.6,7.1,1,3,0,0,0,0,0.0,9,0.9
Mark Gronowski,138303,QB,S DAK ST,1,2.4,2.4,,,28,292,73.3,15,15,8.1,1.74,0,0,0.0,66.7,10,2,9.1,15,53.6,1,6,,,,66.5,67.8,71.6,,67.4,,,,,,0,0,16,0.0,119.4,0.0,0,0,0,0,2,0,0.0,80,5.3,76.9,13,13,16.6,3.16,0,2,15.4,69.2,9,4,10.0,13,46.4,1,7,,,,66.0,94.3,71.0,,93.9,,,,,,0,0,13,0.0,137.5,0.0,0,0,0,0,1,0,0.0,215,16.5
Drew Allar,164157,QB,PENN STATE,1,2.86,2.41,,4.94,28,266,60.0,15,15,7.5,1.87,0,0,0.0,53.3,8,6,11.1,15,53.6,1,4,,,,66.8,55.4,72.0,,55.2,,,,,,0,0,18,0.0,81.3,0.0,0,0,0,0,1,0,0.0,45,3.0,66.7,6,8,12.2,4.0,0,0,0.0,25.0,2,9,50.0,13,46.4,2,4,,,,66.4,53.3,71.4,,46.4,,,64.7,,,0,0,15,0.0,40.1,0.0,0,5,0,2,0,0,0.0,25,3.1
Ethan Vasko,163817,QB,COAST CAR,1,2.01,1.94,4.1,,28,141,68.2,22,23,7.4,1.79,0,0,0.0,65.2,15,3,0.0,23,82.1,0,8,,,,67.7,69.5,73.1,,69.0,,,,,,1,0,25,0.0,112.2,0.0,0,0,0,0,2,1,4.0,148,6.4,50.0,4,4,7.3,3.06,0,0,0.0,50.0,2,1,0.0,5,17.9,0,0,,,,63.8,54.2,68.1,,54.1,,,,,,0,0,5,100.0,56.3,20.0,1,0,0,0,0,0,0.0,-3,-0.8
Trexler Ivey,122184,QB,CHARLOTTE,1,2.42,2.3,3.47,,28,136,75.0,16,16,3.9,1.81,0,0,0.0,68.8,11,1,8.3,16,57.1,1,5,,,,66.7,32.6,71.8,,32.8,,,,,,0,1,17,0.0,73.7,0.0,0,0,0,0,0,1,5.9,155,9.7,44.4,9,9,8.2,3.24,0,1,9.1,33.3,3,6,25.0,12,42.9,1,2,,,,66.2,25.7,71.2,,26.0,,,,,,0,3,14,50.0,2.8,25.0,3,0,0,0,0,4,28.6,13,1.4
Logan Fife,128176,QB,FRESNO ST,1,3.12,2.91,3.08,5.45,28,169,70.0,10,10,6.5,1.92,0,0,0.0,70.0,7,0,0.0,10,35.7,0,3,,,,65.6,71.8,70.4,,71.3,,,,,,0,0,11,,81.7,0.0,0,0,0,0,0,0,0.0,51,5.1,44.4,9,11,17.2,3.79,0,0,0.0,36.4,4,11,0.0,18,64.3,0,3,,,,67.0,58.9,72.2,,64.6,,,50.1,,,1,1,19,45.5,49.1,27.8,5,2,0,1,1,1,5.3,64,5.8
Austin Smith,145763,QB,E MICHIGAN,1,2.98,2.61,5.0,5.45,28,160,53.3,15,15,5.3,1.96,0,0,0.0,40.0,6,2,25.0,15,53.6,2,3,,,,66.7,55.5,71.8,,55.3,,,,,,0,1,17,0.0,22.4,0.0,0,0,0,0,0,1,5.9,53,3.5,37.5,8,9,10.9,4.16,0,0,0.0,33.3,3,9,0.0,13,46.4,0,3,,,,66.0,46.0,71.0,,43.5,,,61.0,,,0,0,13,22.2,45.1,15.4,2,2,0,1,0,1,7.7,33,3.7
Garrett Greene,123420,QB,W VIRGINIA,1,2.8,2.69,,5.8,28,343,70.0,10,11,9.9,1.97,0,1,8.3,63.6,7,4,0.0,11,39.3,0,4,,,,65.8,79.8,70.7,,79.2,,,,,,1,0,12,0.0,117.4,0.0,0,0,0,0,2,0,0.0,60,5.5,28.6,14,16,23.2,3.33,0,2,10.5,18.8,3,7,25.0,17,60.7,1,4,,,,67.1,49.4,72.4,,46.2,,,64.9,,,0,1,20,0.0,25.5,0.0,0,1,0,2,0,1,5.0,94,5.9
Steven Krajewski,77650,QB,WAGNER,1,2.26,2.13,2.73,3.7,27,338,81.3,16,17,5.3,1.76,1,0,0.0,64.7,11,6,15.4,17,63.0,2,7,,,,66.7,77.4,71.8,,76.8,,,,,,0,0,17,0.0,99.4,0.0,0,0,0,0,1,0,0.0,97,5.7,16.7,6,6,17.2,3.11,0,0,0.0,16.7,1,5,0.0,10,37.0,0,0,,,,18.8,22.3,70.4,,22.5,,,57.3,,,0,0,11,60.0,39.6,30.0,3,1,0,0,0,5,45.5,8,1.3
Jayden Maiava,158135,QB,UNLV,1,3.22,2.8,,5.6,27,325,92.3,13,13,4.9,1.88,0,0,0.0,84.6,11,2,8.3,13,48.1,1,7,,,,66.0,91.6,71.0,,91.3,,,,,,0,0,13,0.0,129.2,0.0,0,0,0,0,1,0,0.0,115,8.8,60.0,10,10,18.8,4.46,0,1,9.1,50.0,5,6,16.7,14,51.9,1,6,,,,66.4,78.9,71.4,,75.7,,,67.3,,,0,0,15,0.0,88.8,0.0,0,4,0,0,0,1,6.7,108,10.8
Diego Pavia,156927,QB,NEW MEX ST,1,2.66,2.42,,4.63,27,242,80.0,15,15,8.6,1.77,0,1,6.3,73.3,11,2,8.3,15,55.6,1,8,,,,66.5,83.5,71.6,,82.7,,,,,,0,0,16,0.0,131.7,0.0,0,0,0,0,2,0,0.0,104,6.9,50.0,8,9,21.9,3.78,0,1,11.1,33.3,3,2,25.0,12,44.4,1,5,,,,65.8,69.9,70.7,,65.0,,,66.9,,,0,0,12,0.0,47.0,0.0,0,3,0,1,0,1,8.3,37,4.1
Hudson Card,123109,QB,PURDUE,1,3.3,3.23,4.5,3.8,27,273,100.0,8,9,4.9,1.79,0,0,0.0,88.9,8,1,0.0,9,33.3,0,2,,,,65.1,79.6,69.8,,79.1,,,,,,0,0,9,0.0,98.1,0.0,0,0,0,1,0,0,0.0,68,7.6,68.8,16,16,15.1,4.06,0,2,12.5,56.3,9,12,18.2,18,66.7,2,9,,,,66.8,90.1,72.0,,87.8,,,64.2,,,0,0,18,8.3,136.2,5.6,1,1,0,0,3,0,0.0,183,11.4
Collin Schlee,98025,QB,UCLA,1,3.02,2.44,3.17,4.67,27,324,76.9,13,13,6.7,2.01,0,0,0.0,61.5,8,4,20.0,14,51.9,2,4,,,,66.2,77.7,71.2,,77.1,,,,,,0,0,14,25.0,103.4,7.1,1,0,0,0,1,0,0.0,76,5.8,75.0,4,5,1.3,4.1,1,0,0.0,60.0,3,8,0.0,13,48.1,0,4,,,,66.0,58.5,71.0,,52.5,,,62.5,,,0,0,13,25.0,86.3,15.4,2,6,0,0,0,0,0.0,41,8.2
Patrick Heitert,126526,QB,SE MO ST,1,2.43,2.17,3.03,6.7,27,293,68.8,16,17,3.3,1.71,1,0,0.0,64.7,11,2,0.0,17,63.0,0,4,,,,67.0,62.4,72.2,,62.0,,,,,,0,0,19,0.0,72.9,0.0,0,0,0,0,0,0,0.0,69,4.1,33.3,3,6,19.3,3.66,0,0,0.0,16.7,1,7,0.0,10,37.0,0,0,,,,65.4,47.5,70.1,,50.4,,,57.0,,,0,1,10,42.9,0.0,30.0,3,1,0,3,0,0,0.0,5,0.8
Kiael Kelly,145634,QB,BALL ST,1,2.93,2.76,,5.0,27,117,86.7,15,15,3.0,1.86,0,0,0.0,86.7,13,0,0.0,15,55.6,0,6,,,,66.4,72.7,71.4,,72.2,,,,,,0,0,15,,91.1,0.0,0,0,0,0,0,1,6.7,88,5.9,25.0,8,10,12.3,4.26,0,0,0.0,20.0,2,7,0.0,12,44.4,0,3,,,,65.8,49.4,70.7,,46.6,,,61.8,,,1,0,12,0.0,72.9,0.0,0,2,0,1,1,1,8.3,27,2.7
C.J. Brooks,168854,QB,VA LYNCHBU,1,2.76,2.61,2.98,3.5,27,406,55.6,9,9,8.1,1.94,0,0,0.0,44.4,4,4,20.0,9,33.3,1,1,,,,65.1,61.6,69.8,,61.4,,,,,,0,1,9,0.0,13.9,0.0,0,0,0,0,0,0,0.0,31,3.4,77.8,9,10,4.4,3.17,0,0,0.0,60.0,6,15,14.3,18,66.7,1,0,,,,27.9,45.4,72.0,,42.2,,,62.0,,,1,0,18,40.0,64.6,33.3,6,2,0,0,0,0,0.0,19,1.9
Frank Harris,60586,QB,UTSA,1,2.77,2.6,4.0,4.25,27,331,78.6,14,14,6.8,1.8,0,0,0.0,78.6,11,2,0.0,14,51.9,0,7,,,,66.2,82.1,71.2,,81.3,,,,,,0,0,14,0.0,121.1,0.0,0,0,0,0,1,0,0.0,103,7.4,44.4,9,10,19.1,3.82,0,1,8.3,40.0,4,10,0.0,13,48.1,0,4,,,,66.4,64.0,71.4,,68.7,,,52.7,,,0,0,15,10.0,65.4,7.7,1,2,0,1,0,0,0.0,72,7.2
Victor Gabalis,131932,QB,TARLETON,1,2.14,2.07,,3.9,27,401,52.4,21,21,10.8,1.9,0,0,0.0,47.6,10,2,9.1,21,77.8,1,8,,,,67.2,37.5,72.5,,37.9,,,,,,0,2,21,0.0,37.3,0.0,0,0,0,0,0,5,23.8,177,8.4,100.0,5,5,14.2,2.98,0,0,0.0,100.0,5,0,0.0,6,22.2,0,3,,,,64.2,74.3,68.6,,79.3,,,57.3,,,0,0,6,,118.8,0.0,0,1,0,0,0,0,0.0,81,16.2
Nathan Kent,148446,QB,TOWSON,1,3.1,2.56,2.9,5.95,26,317,41.7,12,13,14.3,1.9,1,1,7.7,38.5,5,1,0.0,13,50.0,0,2,,,,66.0,62.0,71.0,,61.7,,,,,,0,0,13,0.0,46.6,0.0,0,0,0,0,0,0,0.0,36,2.8,71.4,7,8,5.7,4.29,0,0,0.0,62.5,5,2,0.0,13,50.0,0,3,,,,66.2,60.4,71.2,,65.4,,,55.5,,,0,0,14,50.0,66.7,7.7,1,4,0,1,0,0,0.0,17,2.1
Michael Kern,97799,QB,WAKE,1,2.66,2.66,,,26,339,66.7,12,13,8.9,2.05,1,1,7.7,61.5,8,4,0.0,13,50.0,0,3,,,,66.0,79.2,71.0,,78.6,,,,,,0,0,13,0.0,75.5,0.0,0,0,0,0,0,0,0.0,69,5.3,61.5,13,13,14.6,3.27,0,0,0.0,46.2,6,4,25.0,13,50.0,2,4,,,,66.2,38.4,71.2,,38.8,,,,,,0,1,14,0.0,56.6,0.0,0,0,0,0,1,2,14.3,70,5.4
Isaiah Bess,142826,QB,CHARLES SO,1,2.95,2.56,5.0,6.5,26,135,75.0,16,16,5.8,2.06,0,0,0.0,68.8,11,4,8.3,16,61.5,1,6,,,,66.5,59.9,71.6,,59.7,,,,,,0,0,16,0.0,123.2,0.0,0,0,0,0,1,1,6.3,165,10.3,33.3,6,7,14.5,4.39,0,1,14.3,28.6,2,9,0.0,10,38.5,0,1,,,,65.6,40.2,70.4,,47.0,,,49.4,,,0,0,11,11.1,64.0,10.0,1,2,0,1,0,1,9.1,62,8.9
Cole Ballard,173062,QB,KANSAS,1,3.03,2.7,3.87,4.43,26,198,77.8,9,9,7.4,2.08,0,0,0.0,66.7,6,2,14.3,9,34.6,1,3,,,,65.6,54.9,70.4,,54.8,,,,,,0,1,11,0.0,49.5,0.0,0,0,0,0,0,1,9.1,68,7.6,55.6,9,11,12.3,3.54,0,0,0.0,27.3,3,10,40.0,17,65.4,2,3,,,,66.7,55.0,71.8,,56.3,,,57.1,,,2,0,17,30.0,48.3,17.6,3,3,0,0,0,0,0.0,56,5.1
Rocco Becht,157567,QB,IOWA STATE,1,2.28,2.04,2.5,4.9,26,193,83.3,18,18,5.6,1.87,0,0,0.0,72.2,13,2,13.3,18,69.2,2,9,,,,67.1,66.8,72.4,,66.4,,,,,,0,0,20,0.0,140.0,0.0,0,0,0,0,2,0,0.0,176,9.8,75.0,4,5,14.0,3.2,0,0,0.0,40.0,2,5,33.3,8,30.8,1,3,,,,64.9,75.5,69.5,,75.1,,,62.5,,,1,0,8,20.0,57.9,12.5,1,2,0,0,0,0,0.0,27,5.4
Fernando Mendoza,158323,QB,CAL,1,2.79,2.48,3.3,4.67,26,130,77.8,9,9,3.0,1.57,0,0,0.0,77.8,7,0,0.0,9,34.6,0,4,,,,65.8,66.9,70.7,,66.6,,,,,,0,0,12,,133.8,0.0,0,0,0,0,1,0,0.0,65,7.2,58.3,12,12,9.5,3.44,0,0,0.0,58.3,7,8,0.0,17,65.4,0,5,,,,27.9,55.9,72.0,,56.7,,,57.9,,,0,0,18,25.0,108.0,11.8,2,3,0,0,1,0,0.0,85,7.1
Jace Wilson,149892,QB,TEXAS STHN,1,2.67,2.47,4.23,,26,313,92.3,13,13,9.3,1.84,0,1,7.7,84.6,11,0,8.3,13,50.0,1,7,,,,66.0,90.9,71.0,,90.6,,,,,,0,0,13,,144.4,0.0,0,0,0,0,1,0,0.0,210,16.2,80.0,10,10,11.5,3.5,0,0,0.0,60.0,6,4,25.0,13,50.0,2,3,,,,20.3,76.5,71.0,,75.9,,,,,,0,0,13,75.0,84.6,23.1,3,0,0,0,0,1,7.7,78,7.8
Chris Zellous,153319,QB,HAMPTON,1,2.5,2.28,,5.25,26,178,72.2,18,18,4.1,1.46,0,0,0.0,66.7,12,1,7.7,18,69.2,1,8,,,,66.8,46.5,72.0,,46.6,,,,,,0,3,18,0.0,42.6,0.0,0,0,0,0,0,2,11.1,106,5.9,66.7,6,6,17.5,4.85,0,0,0.0,33.3,2,5,50.0,8,30.8,2,1,,,,65.4,66.9,70.1,,73.7,,,52.3,,,0,1,10,0.0,66.7,0.0,0,2,0,0,1,2,20.0,53,8.8
JR Blood,104782,QB,SOUTHERN U,1,2.52,2.32,2.15,4.9,25,297,83.3,12,13,4.4,1.83,0,1,7.7,76.9,10,5,0.0,15,60.0,0,4,,,,66.4,67.5,71.4,,67.2,,,,,,1,0,15,40.0,104.3,13.3,2,0,0,0,0,0,0.0,119,9.2,83.3,6,6,17.3,3.94,0,1,14.3,66.7,4,5,20.0,9,36.0,1,3,,,,65.6,90.6,70.4,,93.5,,,56.2,,,0,0,11,0.0,116.0,0.0,0,3,0,0,1,0,0.0,27,4.5
Zachary Clement,105561,QB,SE LA,1,2.48,2.33,,6.1,25,294,76.5,17,17,1.2,1.76,0,1,5.3,64.7,11,2,15.4,17,68.0,2,5,,,,67.0,73.9,72.2,,73.3,,,,,,0,0,19,0.0,81.3,0.0,0,0,0,0,0,0,0.0,103,6.1,83.3,6,7,10.7,4.01,0,2,28.6,71.4,5,6,0.0,8,32.0,0,3,,,,64.9,83.5,69.5,,88.7,,,57.0,,,0,0,8,0.0,134.5,0.0,0,1,0,1,1,0,0.0,56,8.0
Matt Jenner,174488,QB,CENT CT ST,1,3.19,3.17,3.37,3.13,25,133,100.0,6,6,0.2,1.89,0,0,0.0,100.0,6,1,0.0,8,32.0,0,6,,,,65.1,67.4,69.8,,61.4,,,64.3,,,0,0,9,100.0,149.3,12.5,1,1,0,0,1,0,0.0,62,10.3,70.0,10,13,14.6,3.8,0,1,6.7,46.2,6,8,14.3,17,68.0,1,6,,,,23.4,42.8,72.2,,35.4,,,69.6,,,1,2,19,25.0,56.7,11.8,2,2,0,2,1,4,21.1,94,7.2
Dean DeNobile,159740,QB,LAFAYETTE,1,2.33,2.18,,4.0,25,203,82.4,17,17,6.2,1.77,0,0,0.0,76.5,13,3,7.1,17,68.0,1,4,,,,66.7,72.4,71.8,,71.9,,,,,,0,0,17,0.0,107.5,0.0,0,0,0,0,1,0,0.0,90,5.3,50.0,6,6,8.3,3.51,0,0,0.0,50.0,3,3,0.0,8,32.0,0,4,,,,64.9,70.2,69.5,,70.9,,,60.6,,,0,0,8,0.0,76.4,0.0,0,2,0,0,0,0,0.0,47,7.8
Carson Jones,159807,QB,FURMAN,1,2.47,2.41,2.6,3.7,25,170,80.0,10,12,7.0,1.83,1,0,0.0,66.7,8,2,0.0,12,48.0,0,3,,,,65.8,54.0,70.7,,53.9,,,,,,1,0,12,0.0,75.3,0.0,0,0,0,0,0,0,0.0,51,4.3,90.9,11,11,14.7,3.06,0,3,27.3,90.9,10,3,0.0,13,52.0,0,6,,,,66.0,93.2,71.0,,94.0,,,56.3,,,0,0,13,33.3,158.3,7.7,1,1,0,0,4,1,7.7,175,15.9
Jaylen Henderson,146054,QB,TEXAS A&M,1,2.94,2.44,3.8,4.9,25,312,75.0,8,10,8.5,1.87,2,1,9.1,60.0,6,0,0.0,10,40.0,0,4,,,,65.6,71.2,70.4,,70.8,,,,,,0,0,11,,121.3,0.0,0,0,0,0,2,0,0.0,71,7.1,62.5,8,9,12.9,3.66,0,0,0.0,55.6,5,8,0.0,15,60.0,0,5,,,,66.7,61.8,71.8,,58.3,,,64.0,,,1,0,17,25.0,85.0,13.3,2,4,0,0,0,0,0.0,79,8.8
Jalen Milroe,146590,QB,ALABAMA,1,3.28,3.15,,4.85,25,103,87.5,8,8,3.0,1.83,0,0,0.0,87.5,7,2,0.0,8,32.0,0,5,,,,65.1,60.2,69.8,,60.0,,,,,,0,0,9,0.0,92.2,0.0,0,0,0,0,0,0,0.0,49,6.1,64.3,14,15,19.9,3.97,0,2,13.3,60.0,9,6,0.0,17,68.0,0,8,,,,66.7,78.9,71.8,,78.6,,,61.7,,,0,1,17,0.0,116.0,0.0,0,2,0,1,3,1,5.9,188,12.5
Kasim Hill,60444,QB,RHODE ISLD,1,3.02,2.81,,4.5,24,274,81.8,11,12,4.4,1.95,1,0,0.0,75.0,9,1,0.0,12,50.0,0,6,,,,66.0,47.0,71.0,,47.0,,,,,,0,0,13,0.0,128.8,0.0,0,0,0,0,1,1,7.7,105,8.8,50.0,6,9,17.5,4.09,0,0,0.0,22.2,2,9,33.3,12,50.0,1,1,,,,20.0,29.0,71.0,,44.0,,,34.4,,,0,1,13,0.0,2.3,0.0,0,3,0,3,0,2,15.4,32,3.6
Preston Stone,124716,QB,SMU,1,3.76,3.23,4.75,8.1,24,287,60.0,10,10,16.3,2.02,0,0,0.0,60.0,6,1,0.0,10,41.7,0,4,,,,65.4,57.6,70.1,,57.5,,,,,,0,0,10,0.0,130.0,0.0,0,0,0,0,1,1,10.0,107,10.7,77.8,9,10,23.1,5.0,0,2,20.0,50.0,5,10,28.6,14,58.3,2,4,,,,66.2,76.5,71.2,,76.1,,,62.0,,,0,1,14,20.0,89.6,14.3,2,2,0,1,1,2,14.3,127,12.7
Kaidon Salter,132046,QB,LIBERTY,1,3.42,3.08,,7.2,24,206,83.3,6,6,3.7,1.78,0,0,0.0,66.7,4,0,20.0,6,25.0,1,2,,,,64.2,60.4,68.6,,60.2,,,,,,0,0,6,,81.9,0.0,0,0,0,0,0,0,0.0,35,5.8,66.7,15,16,22.8,3.97,0,3,16.7,56.3,9,3,10.0,18,75.0,1,10,,,,67.1,78.5,72.4,,75.8,,,65.9,,,0,1,20,0.0,112.0,0.0,0,2,0,1,3,1,5.0,190,11.9
Dante Perri,143112,QB,LEHIGH,1,2.36,2.11,3.7,6.5,24,205,47.1,17,18,16.4,1.96,1,2,11.1,44.4,8,2,0.0,18,75.0,0,5,,,,66.8,70.3,72.0,,69.8,,,,,,0,0,18,0.0,101.2,0.0,0,0,0,0,2,0,0.0,108,6.0,50.0,4,4,19.3,3.55,0,1,20.0,50.0,2,3,0.0,6,25.0,0,2,,,,64.6,90.0,69.1,,91.4,,,57.3,,,0,0,7,33.3,83.3,16.7,1,1,0,0,0,0,0.0,38,9.5
Brennan Armstrong,77696,QB,NC STATE,1,2.68,1.95,4.33,6.03,24,248,90.9,11,12,3.9,1.47,1,0,0.0,83.3,10,0,0.0,12,50.0,0,4,,,,65.8,90.9,71.1,,90.6,,,,,,0,0,12,,88.5,0.0,0,0,0,0,0,0,0.0,63,5.3,50.0,4,5,15.0,4.24,0,1,20.0,40.0,2,6,0.0,11,45.8,0,3,,,,65.6,69.0,70.4,,65.0,,,65.2,,,1,0,11,50.0,115.0,27.3,3,3,0,0,1,0,0.0,48,9.6
Justin Miller,103941,QB,SO UTAH,1,2.96,2.77,3.0,4.75,24,298,80.0,10,10,8.1,2.02,0,1,10.0,80.0,8,1,0.0,10,41.7,0,6,,,,65.4,57.9,70.1,,57.8,,,,,,0,1,10,0.0,105.0,0.0,0,0,0,0,1,1,10.0,107,10.7,71.4,7,9,21.3,3.64,0,2,22.2,55.6,5,5,0.0,14,58.3,0,7,,,,20.6,75.9,71.2,,70.1,,,69.3,,,1,0,14,60.0,140.0,21.4,3,2,0,1,3,2,14.3,116,12.9
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.44,2.41,,3.1,24,188,64.3,14,16,11.3,2.08,1,1,6.3,50.0,8,4,11.1,16,66.7,1,5,,,,66.5,71.6,71.6,,71.1,,,,,,1,0,16,0.0,66.1,0.0,0,0,0,0,0,0,0.0,86,5.4,85.7,7,7,15.9,3.15,0,1,14.3,85.7,6,2,0.0,8,33.3,0,5,,,,64.9,92.9,69.5,,92.2,,,63.2,,,0,0,8,0.0,158.0,0.0,0,1,0,0,1,0,0.0,87,12.4
KJ Jefferson,99129,QB,ARKANSAS,1,3.22,2.62,4.05,4.8,24,111,66.7,9,9,1.4,1.76,0,0,0.0,66.7,6,0,0.0,9,37.5,0,1,,,,65.1,59.1,69.8,,58.9,,,,,,0,0,9,,72.5,0.0,0,0,0,0,0,0,0.0,32,3.6,66.7,6,7,13.2,4.1,0,1,14.3,57.1,4,7,0.0,15,62.5,0,4,,,,21.6,57.6,71.4,,60.3,,,56.6,,,0,0,15,57.1,99.7,26.7,4,4,0,1,0,1,6.7,84,12.0
Eli Brickhandler,160410,QB,NC A&T,1,3.1,2.86,3.9,3.73,24,246,100.0,6,7,1.2,2.04,1,0,0.0,71.4,5,1,16.7,9,37.5,1,4,,,,65.4,70.6,70.1,,67.0,,,63.1,,,0,0,10,100.0,87.8,11.1,1,1,0,0,0,0,0.0,44,6.3,63.6,11,11,12.5,3.73,0,0,0.0,54.5,6,7,14.3,15,62.5,1,4,,,,66.5,70.6,71.6,,65.2,,,68.9,,,0,0,16,28.6,113.8,13.3,2,2,0,0,1,0,0.0,95,8.6
Kurtis Rourke,97998,QB,OHIO,1,2.65,2.5,3.55,4.2,24,259,90.0,10,11,4.2,1.81,1,0,0.0,81.8,9,0,0.0,11,45.8,0,5,,,,65.6,68.5,70.4,,68.1,,,,,,0,0,11,,97.3,0.0,0,0,0,0,0,0,0.0,81,7.4,60.0,10,10,11.1,3.37,0,0,0.0,50.0,5,6,16.7,13,54.2,1,3,,,,66.0,65.1,71.0,,61.2,,,64.0,,,0,0,13,33.3,60.4,15.4,2,1,0,0,0,0,0.0,40,4.0
Cole Pennington,156787,QB,MARSHALL,1,2.21,1.94,3.15,6.0,24,214,87.5,16,16,-0.8,1.64,0,0,0.0,87.5,14,2,0.0,16,66.7,0,5,,,,66.5,73.0,71.6,,72.5,,,,,,0,0,16,0.0,115.1,0.0,0,0,0,0,0,0,0.0,186,11.6,20.0,5,5,16.4,3.34,0,0,0.0,20.0,1,4,0.0,8,33.3,0,1,,,,21.2,32.0,69.5,,33.5,,,57.3,,,0,1,8,50.0,0.0,25.0,2,1,0,0,0,1,12.5,15,3.0
Miles Hastings,103943,QB,UC DAVIS,1,2.43,2.43,,,23,322,72.7,11,12,8.8,1.98,0,0,0.0,66.7,8,5,0.0,12,52.2,0,4,,,,66.2,68.1,71.2,,67.7,,,,,,1,0,14,0.0,84.0,0.0,0,0,0,0,0,0,0.0,76,6.3,63.6,11,11,9.1,2.92,0,1,9.1,54.5,6,5,14.3,11,47.8,1,3,,,,65.6,52.3,70.4,,52.3,,,,,,0,1,11,0.0,28.6,0.0,0,0,0,0,0,1,9.1,50,4.5
