player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
AJ Duffy,156292,QB,NEWHVN,1,2.8,2.64,5.4,6.1,58,1013,73.3,30,30,5.9,1.82,0,0,0.0,66.7,20,1,9.1,30,51.7,2,9,,68.3,63.9,73.9,63.5,,,0,0,31,0.0,91.1,0.0,0,0,0,0,1,0,0.0,161,5.4,61.9,21,25,24.0,3.84,0,2,7.7,44.0,11,18,15.4,28,48.3,2,11,,68.1,73.5,73.6,71.4,,63.2,0,1,29,11.1,71.4,7.1,2,1,0,4,1,1,3.4,216,8.6
Maddux Madsen,163379,QB,BOISE ST,1,2.91,2.7,1.85,4.59,55,120,69.6,23,23,7.3,1.92,0,1,4.2,60.9,14,3,12.5,25,45.5,2,6,,23.8,34.4,73.3,34.7,,,0,0,26,66.7,87.0,8.0,2,0,0,0,1,3,11.5,109,4.7,65.0,20,23,8.8,3.74,1,1,4.3,47.8,11,16,15.4,30,54.5,2,8,,68.2,73.3,73.7,70.7,,66.1,0,0,30,0.0,63.0,0.0,0,7,0,2,0,0,0.0,116,5.0
Caden Veltkamp,156642,QB,FAU,1,2.14,1.91,3.3,5.9,54,165,65.1,43,43,7.0,1.77,0,2,4.4,62.8,27,8,3.6,44,81.5,1,10,,69.4,50.4,75.3,50.3,,,0,4,46,12.5,43.1,2.3,1,0,0,0,1,5,10.9,203,4.7,60.0,5,6,6.4,3.75,0,0,0.0,50.0,3,6,0.0,10,18.5,0,1,,65.4,51.5,70.1,57.6,,52.9,1,0,10,33.3,61.1,20.0,2,2,0,0,0,0,0.0,25,4.2
Adam Urena,186682,QB,MERCYHURST,1,2.51,2.36,3.3,5.3,53,977,75.0,32,32,9.1,1.85,0,1,3.1,71.9,23,13,4.2,33,62.3,1,11,,68.4,90.9,74.1,90.6,,,0,1,33,7.7,97.5,3.0,1,0,0,0,2,0,0.0,213,6.7,56.3,16,17,10.6,3.6,0,0,0.0,52.9,9,11,0.0,20,37.7,0,6,,67.2,51.4,72.5,50.3,,60.6,0,1,21,9.1,45.7,5.0,1,2,0,1,0,1,4.8,98,5.8
Sawyer Robertson,146839,QB,BAYLOR,1,2.38,2.26,3.73,,52,118,75.0,32,32,9.2,1.95,0,1,3.0,71.9,23,7,4.2,32,61.5,1,14,,68.5,77.8,74.1,77.0,,,0,0,33,0.0,141.0,0.0,0,0,0,0,3,0,0.0,367,11.5,40.0,15,16,11.7,3.05,1,1,4.5,25.0,4,8,33.3,20,38.5,2,2,,67.8,38.4,73.3,38.7,,,0,0,26,50.0,40.6,20.0,4,0,0,0,0,1,3.8,52,3.3
Jamir Dismukes,207790,QB,ALU,1,3.02,2.7,3.75,4.24,51,735,79.2,24,24,9.4,1.87,0,1,3.7,75.0,18,6,5.3,25,49.0,1,10,,68.0,72.1,73.5,71.5,,,0,0,28,16.7,111.5,4.0,1,0,0,0,1,0,0.0,190,7.9,57.1,14,15,17.1,4.13,0,0,0.0,53.3,8,16,0.0,26,51.0,0,11,,67.9,69.0,73.4,63.0,,68.4,0,0,27,18.8,101.5,11.5,3,8,0,1,1,0,0.0,118,7.9
Jack Layne,158966,QB,NEW MEXICO,1,2.08,1.97,2.93,4.6,51,241,84.4,32,33,2.9,1.62,0,0,0.0,72.7,24,8,11.1,33,64.7,3,10,,68.9,64.7,74.6,64.2,,,1,0,38,0.0,81.9,0.0,0,0,0,0,0,0,0.0,152,4.6,57.1,14,14,9.6,2.94,0,1,6.7,50.0,7,10,12.5,18,35.3,1,4,,67.0,60.7,72.2,57.2,,64.0,0,3,19,30.0,44.6,16.7,3,1,0,0,1,0,0.0,56,4.0
Ty Simpson,157008,QB,ALABAMA,1,3.38,3.05,3.5,6.18,51,103,75.0,12,13,3.3,1.78,1,0,0.0,53.8,7,1,22.2,13,25.5,2,4,,66.0,74.4,71.0,73.9,,,0,0,13,0.0,94.4,0.0,0,0,0,0,1,0,0.0,68,5.2,66.7,27,30,11.8,3.93,0,1,3.0,53.3,16,18,11.1,38,74.5,2,10,,28.2,58.0,74.9,60.9,,52.9,2,0,41,16.7,83.5,7.9,3,5,0,1,1,1,2.4,186,6.2
AJ Swann,157186,QB,APP STATE,1,2.53,2.43,2.8,4.55,49,108,88.0,25,26,5.6,1.87,0,0,0.0,73.1,19,3,13.6,26,53.1,3,11,,67.9,91.3,73.4,91.0,,,0,0,27,0.0,116.2,0.0,0,0,0,1,2,0,0.0,172,6.6,68.4,19,20,16.3,3.27,0,1,4.8,60.0,12,9,7.7,23,46.9,1,10,,67.6,78.6,73.0,73.7,,71.1,0,0,24,11.1,109.6,4.3,1,2,0,1,1,0,0.0,196,9.8
Braylon Braxton,144442,QB,SO MISS,1,2.93,2.55,3.1,5.07,47,296,76.5,17,17,4.0,1.71,0,0,0.0,76.5,13,0,0.0,17,36.2,0,3,,66.8,54.2,72.0,54.1,,,0,0,18,,92.5,0.0,0,0,0,0,0,0,0.0,109,6.4,65.0,20,22,10.4,3.63,1,2,8.3,59.1,13,12,0.0,30,63.8,0,9,,68.4,68.6,74.0,62.1,,70.6,0,1,32,8.3,79.7,3.3,1,7,0,1,2,4,12.5,90,4.1
