player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Zach Calzada,98006,QB,INCAR WORD,1,3.25,3.14,,4.5,61,189,95.5,22,22,3.5,1.67,0,0,0.0,90.9,20,3,4.8,22,36.1,1,9,,67.5,74.0,72.8,73.5,,,0,0,23,0.0,115.3,0.0,0,0,0,0,1,0,0.0,177,8.0,63.3,30,34,15.0,4.15,0,2,5.4,44.1,15,18,21.1,39,63.9,4,12,,69.1,69.3,74.9,64.9,,70.6,0,1,42,0.0,69.4,0.0,0,5,0,4,2,2,4.8,189,5.6
Josh Hoover,127148,QB,TCU,1,2.09,2.09,,4.1,55,305,81.1,37,39,3.2,1.69,0,0,0.0,71.8,28,4,6.7,39,70.9,2,14,,69.0,62.3,74.8,61.9,,,2,0,40,0.0,96.8,0.0,0,0,0,0,1,0,0.0,247,6.3,76.9,13,14,17.9,3.25,0,1,6.7,57.1,8,9,20.0,15,27.3,2,8,,66.5,90.7,71.6,89.4,,64.3,0,0,16,0.0,136.9,0.0,0,1,0,1,3,0,0.0,160,11.4
Joey Aguilar,174978,QB,APP STATE,1,2.67,2.38,3.3,4.78,54,108,78.6,28,28,9.5,1.92,0,3,10.0,78.6,22,3,0.0,28,51.9,0,14,,68.2,73.4,73.7,72.8,,,0,0,30,0.0,120.4,0.0,0,0,0,0,1,1,3.3,281,10.0,64.7,17,19,13.7,3.47,0,2,10.5,52.6,10,15,9.1,26,48.1,1,8,,67.7,46.1,73.3,45.1,,57.8,0,2,26,6.7,53.5,3.8,1,6,0,2,1,4,15.4,135,7.1
Skyler Locklear,164027,QB,UTEP,1,2.97,2.53,4.7,4.96,53,330,77.8,27,29,4.3,1.7,2,0,0.0,72.4,21,3,0.0,29,54.7,0,5,,68.1,60.1,73.6,59.8,,,0,0,29,0.0,83.1,0.0,0,0,0,0,0,0,0.0,144,5.0,45.5,11,14,13.9,4.51,0,1,6.3,35.7,5,15,0.0,24,45.3,0,7,,67.8,32.2,73.3,30.4,,54.3,2,2,26,20.0,45.8,12.5,3,7,0,1,1,3,11.5,100,7.1
Brayden Schager,146078,QB,HAWAII,1,3.02,2.55,3.05,5.2,53,180,75.0,24,24,7.0,1.88,0,0,0.0,58.3,14,3,22.2,25,47.2,4,7,,67.7,76.2,73.1,75.5,,,0,0,25,33.3,85.4,4.0,1,0,0,0,1,0,0.0,120,5.0,47.1,17,18,17.6,4.04,0,1,4.5,38.9,7,14,12.5,28,52.8,1,5,,28.3,39.3,74.0,44.9,,47.2,1,1,32,7.1,41.9,3.6,1,9,0,0,0,4,12.5,132,7.3
Shedeur Sanders,131396,QB,COLORADO,1,2.51,2.42,4.65,,51,143,90.3,31,31,5.4,2.04,0,1,2.9,87.1,27,3,3.6,31,60.8,1,11,,68.5,91.5,74.2,91.2,,,0,0,34,0.0,125.0,0.0,0,0,0,0,3,0,0.0,194,6.3,52.9,17,18,12.7,3.23,0,1,5.0,50.0,9,11,0.0,20,39.2,0,6,,67.4,72.7,72.7,72.1,,,1,0,22,18.2,89.1,10.0,2,0,0,0,1,0,0.0,116,6.4
Drew VanVleet,177653,QB,DAYTON,1,2.75,2.67,2.58,5.05,51,150,84.2,19,19,2.4,1.89,0,0,0.0,84.2,16,2,0.0,21,41.2,0,6,,67.4,56.0,72.8,55.8,,,0,1,23,100.0,74.8,9.5,2,0,0,0,0,1,4.3,137,7.2,62.5,16,22,14.6,3.59,0,1,4.3,45.5,10,14,0.0,28,54.9,0,9,,68.1,67.3,73.6,70.0,,55.8,0,0,29,14.3,99.4,7.1,2,4,0,6,2,0,0.0,154,7.0
Ben Finley,122864,QB,AKRON,1,2.86,2.54,4.18,6.55,50,102,81.0,21,21,3.1,1.76,0,0,0.0,76.2,16,2,5.9,21,42.0,1,7,,67.2,66.4,72.5,66.0,,,0,0,21,0.0,120.1,0.0,0,0,0,0,2,0,0.0,115,5.5,61.9,21,22,17.4,3.66,0,2,8.3,54.5,12,16,7.7,29,58.0,1,8,,25.5,50.1,74.0,53.3,,51.0,0,1,32,31.3,104.9,17.2,5,2,0,1,2,2,6.3,243,11.0
Myles Burkett,158691,QB,ALBANY,1,2.58,2.25,2.7,4.68,49,106,67.9,28,29,8.5,1.93,1,1,3.4,62.1,18,7,5.3,31,63.3,1,10,,68.3,54.9,73.9,54.8,,,0,1,31,28.6,75.2,6.5,2,0,0,0,1,1,3.2,169,5.8,70.0,10,10,16.5,3.7,0,1,9.1,60.0,6,10,14.3,18,36.7,1,5,,67.0,73.5,72.2,80.2,,56.2,0,0,19,20.0,102.5,11.1,2,6,0,0,0,0,0.0,121,12.1
Jordan McCloud,101058,QB,TEXAS ST,1,2.58,2.47,3.8,3.7,48,314,87.5,24,25,3.8,1.89,0,0,0.0,80.0,20,2,4.8,25,52.1,1,6,,67.7,67.4,73.1,66.9,,,1,0,25,0.0,89.5,0.0,0,0,0,0,0,0,0.0,137,5.5,62.5,16,19,16.7,3.33,1,1,5.3,47.4,9,11,10.0,23,47.9,1,10,,67.5,67.1,72.8,64.4,,65.2,1,1,23,9.1,87.9,4.3,1,3,0,1,4,1,4.3,131,6.9
