player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Cameron Friel,146195,QB,UNLV,1,2.77,2.58,3.8,3.7,44,325,78.6,14,14,1.0,1.55,0,0,0.0,78.6,11,1,0.0,14,31.8,0,4,,,,,66.2,66.7,71.2,66.4,,,0,0,14,0.0,92.9,0.0,0,0,0,0,0,0,0.0,88,6.3,72.7,22,23,11.4,3.34,0,0,0.0,60.9,14,12,12.5,30,68.2,2,10,,,,,27.7,49.7,73.7,50.8,,57.3,0,2,30,50.0,70.7,20.0,6,1,0,1,1,3,10.0,219,9.5
Demeatric Crenshaw,138332,QB,YNGTOWN ST,1,3.01,2.67,4.5,5.05,44,353,90.9,22,22,4.9,1.93,0,0,0.0,81.8,18,4,10.0,22,50.0,2,7,,,,,67.4,76.7,72.7,76.1,,,0,0,22,0.0,90.0,0.0,0,0,0,0,0,1,4.5,123,5.6,50.0,14,15,16.9,4.1,0,0,0.0,46.7,7,12,0.0,22,50.0,0,5,,,,,24.8,35.1,72.7,35.5,,54.4,1,2,22,25.0,44.4,13.6,3,4,0,0,1,2,9.1,75,5.0
Ryan Hilinski,71295,QB,NWESTERN,1,2.3,2.28,2.57,,43,256,76.0,25,26,5.9,1.94,0,1,3.7,69.2,18,8,5.3,27,62.8,1,7,,,,,68.0,69.0,73.5,68.5,,,1,0,28,12.5,87.0,3.7,1,0,0,0,0,0,0.0,170,6.5,66.7,12,14,8.6,2.9,1,0,0.0,50.0,7,9,12.5,16,37.2,1,3,,,,,21.8,46.3,71.6,46.4,,,0,0,16,22.2,93.2,12.5,2,0,0,1,1,2,12.5,86,6.1
Michael Pratt,123229,QB,TULANE,1,2.67,2.31,3.17,5.55,43,319,61.9,21,21,4.5,1.82,0,0,0.0,57.1,12,6,7.7,22,51.2,1,4,,,,,67.6,32.8,73.0,33.1,,,0,2,24,16.7,50.2,4.5,1,0,0,0,1,2,8.3,122,5.8,73.3,15,15,10.5,3.57,0,1,6.7,66.7,10,6,9.1,21,48.8,1,7,,,,,67.4,80.6,72.7,78.9,,66.3,0,1,22,33.3,70.4,9.5,2,4,0,0,0,0,0.0,146,9.7
Jackson Pavitt,142790,QB,CAL POLY,1,2.51,2.3,3.06,4.15,43,129,73.7,19,21,4.4,1.77,2,0,0.0,57.1,12,5,14.3,22,51.2,2,5,,,,,67.7,56.1,73.1,56.0,,,0,0,25,20.0,64.8,4.5,1,0,0,0,0,1,4.0,76,3.6,50.0,10,13,8.7,3.28,0,1,7.7,30.8,4,14,20.0,21,48.8,1,1,,,,,21.7,53.9,72.5,51.4,,62.8,2,0,21,42.9,40.2,28.6,6,2,0,1,0,1,4.8,16,1.2
Cam Ward,133244,QB,INCAR WORD,1,2.83,2.47,4.6,5.18,43,189,80.0,20,20,3.9,1.54,0,0,0.0,80.0,16,1,0.0,20,46.5,0,7,,,,,67.2,62.9,72.5,62.6,,,0,0,21,0.0,113.1,0.0,0,0,0,0,1,0,0.0,143,7.2,56.3,16,17,12.8,3.96,0,1,5.6,52.9,9,11,0.0,23,53.5,0,7,,,,,25.9,50.0,73.0,43.2,,66.7,0,2,24,9.1,96.1,4.3,1,5,0,1,2,2,8.3,205,12.1
Skylar Thompson,60417,QB,KANSAS ST,1,2.78,2.8,2.2,,42,199,75.0,12,12,2.8,1.9,0,1,8.3,75.0,9,2,0.0,13,31.0,0,4,,,,,66.0,81.0,71.0,80.4,,,0,0,13,50.0,109.7,7.7,1,0,0,0,1,0,0.0,50,4.2,82.1,28,29,7.5,3.18,0,1,3.4,69.0,20,10,13.0,29,69.0,3,11,,,,,68.1,88.4,73.6,87.3,,,1,0,29,0.0,121.3,0.0,0,0,0,0,2,1,3.4,270,9.3
Sam Howell,97599,QB,N CAROLINA,1,2.84,2.52,3.23,4.85,42,245,77.8,18,18,7.1,1.91,0,1,5.6,66.7,12,3,14.3,18,42.9,2,6,,,,,66.8,70.8,72.0,70.3,,,0,0,18,0.0,129.2,0.0,0,0,0,0,2,0,0.0,149,8.3,46.2,13,14,19.5,3.54,0,0,0.0,42.9,6,15,0.0,24,57.1,0,5,,,,,67.7,56.6,73.1,57.8,,57.0,0,0,25,40.0,112.8,25.0,6,4,0,1,1,0,0.0,172,12.3
Ken Seals,124359,QB,VANDERBILT,1,2.64,2.52,5.1,,42,333,90.5,21,22,5.3,1.89,0,1,4.3,81.8,18,3,5.3,22,52.4,1,8,,,,,67.5,83.7,72.8,82.9,,,1,0,23,0.0,112.9,0.0,0,0,0,0,1,0,0.0,164,7.5,62.5,16,18,11.1,3.48,0,2,10.5,50.0,9,7,10.0,20,47.6,1,5,,,,,67.2,77.3,72.5,76.7,,,0,1,21,28.6,78.2,10.0,2,0,0,2,1,1,4.8,169,9.4
Carson Strong,83524,QB,NEVADA,1,2.79,2.64,3.92,,42,239,71.4,14,15,5.8,1.65,1,0,0.0,66.7,10,0,0.0,15,35.7,0,3,,,,,66.7,56.1,71.8,55.9,,,0,0,17,,99.9,0.0,0,0,0,0,1,0,0.0,72,4.8,73.7,19,22,14.2,3.42,1,2,8.7,63.6,14,9,0.0,27,64.3,0,8,,,,,68.0,66.5,73.5,66.0,,,1,0,28,55.6,91.3,18.5,5,0,0,1,0,0,0.0,191,8.7
Kasim Hill,60444,QB,RHODE ISLD,1,2.21,1.99,3.5,5.05,41,274,75.0,28,30,7.6,1.79,2,2,6.7,63.3,19,6,9.5,30,73.2,2,10,,,,,68.2,73.5,73.7,72.9,,,0,0,30,0.0,90.8,0.0,0,0,0,0,1,0,0.0,179,6.0,66.7,6,7,23.7,3.36,0,1,14.3,28.6,2,7,50.0,11,26.8,2,2,,,,,65.6,81.0,70.4,72.8,,71.8,1,0,11,28.6,55.1,18.2,2,2,0,0,0,0,0.0,47,6.7
Kaleb Eleby,77686,QB,W MICHIGAN,1,2.94,2.51,5.3,4.75,41,347,76.2,21,23,7.0,1.94,2,1,4.2,65.2,15,0,6.3,23,56.1,1,8,,,,,67.6,64.7,73.0,64.3,,,0,0,24,,96.5,0.0,0,0,0,0,1,1,4.2,141,6.1,60.0,10,11,16.1,4.21,1,1,8.3,54.5,6,10,0.0,18,43.9,0,6,,,,,23.9,54.9,72.4,48.2,,66.5,0,0,20,30.0,129.9,16.7,3,4,0,0,1,1,5.0,138,12.5
Joe Green,101283,QB,COLUMBIA,1,2.22,2.05,3.25,4.2,41,145,75.9,29,29,4.0,1.79,0,3,10.0,65.5,19,3,13.6,30,73.2,3,6,,,,,68.3,80.0,73.9,79.3,,,0,0,31,33.3,86.4,3.3,1,0,0,0,1,1,3.2,127,4.4,50.0,6,7,13.3,3.39,0,1,14.3,42.9,3,5,0.0,11,26.8,0,2,,,,,65.6,52.1,70.4,54.9,,57.3,0,0,11,60.0,63.4,27.3,3,1,0,1,0,0,0.0,43,6.1
Tanner McKee,131770,QB,STANFORD,1,2.49,2.21,3.15,5.33,41,300,70.8,24,26,9.6,1.95,1,1,3.3,57.7,15,3,11.8,26,63.4,2,11,,,,,68.2,68.0,73.7,67.5,,,0,0,30,0.0,118.9,0.0,0,0,0,1,3,0,0.0,189,7.3,71.4,7,10,10.0,3.43,1,0,0.0,50.0,5,7,0.0,15,36.6,0,2,,,,,22.7,35.7,71.8,40.0,,50.1,0,0,17,28.6,60.8,13.3,2,3,0,2,0,1,5.9,41,4.1
Cornelious Brown IV,98356,QB,GA STATE,1,2.68,2.42,3.25,3.86,40,175,73.7,19,20,6.8,1.8,0,0,0.0,65.0,13,4,7.1,21,52.5,1,8,,,,,67.4,60.6,72.7,60.3,,,0,2,22,25.0,48.3,4.8,1,0,0,1,0,0,0.0,152,7.6,44.4,9,11,11.4,3.65,1,0,0.0,27.3,3,11,25.0,19,47.5,1,3,,,,,67.0,42.0,72.2,44.1,,53.2,0,0,19,27.3,39.6,15.8,3,5,0,1,0,1,5.3,19,1.7
Sean Clifford,51708,QB,PENN STATE,1,3.3,2.98,4.05,5.06,40,266,64.3,14,15,8.2,1.86,1,0,0.0,53.3,8,1,11.1,15,37.5,1,4,,,,,66.5,53.9,71.6,53.8,,,0,0,16,0.0,69.3,0.0,0,0,0,0,0,1,6.3,82,5.5,66.7,15,18,9.8,4.16,0,1,4.8,50.0,9,13,10.0,25,62.5,1,10,,,,,68.0,59.9,73.5,54.9,,67.1,1,1,28,15.4,82.4,8.0,2,5,0,2,3,1,3.6,96,5.3
Trae Self,103962,QB,STF AUSTIN,1,2.45,2.22,2.83,4.67,40,301,81.0,21,22,5.7,1.77,1,0,0.0,59.1,13,4,23.5,22,55.0,4,6,,,,,67.5,70.4,72.8,69.9,,,0,1,23,0.0,86.2,0.0,0,0,0,0,2,0,0.0,124,5.6,62.5,8,12,3.0,3.28,1,0,0.0,33.3,4,10,20.0,18,45.0,1,6,,,,,11.3,33.3,72.2,26.3,,75.4,1,0,19,30.0,61.5,16.7,3,3,0,2,0,2,10.5,91,7.6
Neil Boudreau,44632,QB,MORGAN ST,1,2.74,2.48,2.48,4.63,40,235,63.2,19,20,10.6,1.85,1,3,14.3,55.0,11,6,8.3,22,55.0,1,7,,,,,67.4,82.7,72.8,82.0,,,0,0,23,33.3,97.7,9.1,2,0,0,0,1,0,0.0,159,8.0,57.1,7,9,6.3,4.04,0,0,0.0,44.4,4,12,0.0,17,42.5,0,3,,,,,66.8,51.6,0.0,44.1,,66.6,0,1,18,16.7,17.1,11.8,2,6,0,2,0,0,0.0,38,4.2
Luke Doty,124230,QB,S CAROLINA,1,2.5,2.37,3.1,4.9,40,289,80.0,20,20,4.3,1.77,0,0,0.0,70.0,14,4,12.5,21,52.5,2,8,,,,,67.4,56.1,72.7,55.9,,,0,0,22,25.0,89.4,4.8,1,0,0,0,0,1,4.5,139,7.0,69.2,13,15,8.7,3.31,0,0,0.0,46.7,7,8,22.2,19,47.5,2,6,,,,,67.0,62.0,72.4,64.0,,57.0,1,0,20,37.5,97.6,15.8,3,1,0,1,1,1,5.0,124,8.3
Taylor Powell,60459,QB,TROY,1,2.2,2.19,2.4,,40,318,80.0,25,26,4.3,1.81,1,0,0.0,73.1,19,7,5.0,27,67.5,1,9,,,,,67.8,62.4,73.4,62.1,,,0,1,27,14.3,70.7,3.7,1,0,0,0,0,1,3.7,148,5.7,37.5,8,12,9.3,3.01,2,0,0.0,25.0,3,7,0.0,13,32.5,0,1,,,,,66.5,30.0,71.6,30.2,,,1,1,16,14.3,4.9,7.7,1,0,0,1,0,2,12.5,15,1.3
Kenny Pickett,60515,QB,PITTSBURGH,1,3.54,3.41,2.4,5.53,40,268,91.7,12,12,4.5,2.19,0,0,0.0,83.3,10,2,9.1,13,32.5,1,6,,,,,66.0,75.5,71.0,75.0,,,0,0,13,50.0,141.0,7.7,1,0,0,0,2,0,0.0,100,8.3,80.0,20,24,17.4,4.19,0,3,10.7,54.2,13,6,18.8,27,67.5,3,12,,,,,68.3,93.0,73.9,92.5,,67.4,0,0,31,0.0,125.2,0.0,0,3,0,4,2,0,0.0,289,12.0
D.J. Mack Jr.,55405,QB,DOMINION,1,2.57,2.32,2.9,5.0,40,263,75.0,24,25,7.5,2.0,1,0,0.0,64.0,16,5,11.1,26,65.0,2,4,,,,,68.0,54.2,73.5,54.0,,,0,1,28,20.0,75.1,3.8,1,0,0,0,1,1,3.6,138,5.5,75.0,8,9,13.5,3.62,0,0,0.0,44.4,4,11,33.3,14,35.0,2,4,,,,,66.4,73.5,71.4,72.3,,63.5,0,0,15,18.2,64.6,14.3,2,3,0,1,0,0,0.0,55,6.1
Breylin Smith,33893,QB,CENT ARK,1,2.52,2.46,2.6,4.6,39,132,75.0,20,20,5.7,1.83,0,0,0.0,75.0,15,1,0.0,20,51.3,0,8,,,,,67.1,60.4,72.4,60.1,,,0,0,20,0.0,125.6,0.0,0,0,0,0,2,0,0.0,133,6.7,82.4,17,17,9.8,3.24,0,2,11.1,76.5,13,11,7.1,19,48.7,1,9,,,,,67.1,91.8,72.4,92.2,,57.3,0,0,20,9.1,157.5,5.3,1,1,0,0,3,0,0.0,228,13.4
Chase Garbers,60356,QB,CAL,1,3.12,2.94,3.1,4.22,39,130,63.6,11,12,8.6,1.92,1,0,0.0,50.0,6,2,14.3,12,30.8,1,2,,,,,65.8,56.5,70.7,56.3,,,0,0,12,0.0,67.0,0.0,0,0,0,0,0,0,0.0,67,5.6,66.7,15,18,11.1,3.66,1,1,5.6,44.4,8,18,20.0,27,69.2,2,4,,,,,67.9,49.2,0.0,50.8,,59.0,0,1,27,22.2,35.6,14.8,4,5,0,2,0,1,3.7,85,4.7
Tim Demorat,78498,QB,FORDHAM,1,2.48,2.43,2.6,4.3,39,168,66.7,21,21,14.4,1.89,0,0,0.0,57.1,12,4,14.3,21,53.8,2,9,,,,,67.2,72.8,72.5,72.2,,,0,0,21,0.0,93.2,0.0,0,0,0,0,1,0,0.0,139,6.6,85.7,14,16,16.0,3.17,0,0,0.0,56.3,9,7,25.0,18,46.2,3,7,,,,,67.0,91.4,72.2,90.6,,64.3,0,0,19,14.3,92.2,5.6,1,1,0,2,0,0,0.0,166,10.4
Connor Sampson,33374,QB,W ILLINOIS,1,3.0,2.64,3.68,6.0,39,345,78.6,14,15,5.6,1.88,1,0,0.0,73.3,11,2,0.0,16,41.0,0,6,,,,,66.5,33.1,71.6,33.3,,,0,1,16,50.0,85.1,6.3,1,0,0,0,1,2,12.5,99,6.6,81.8,11,17,9.6,3.79,0,1,5.6,52.9,9,17,0.0,23,59.0,0,5,,,,,67.6,68.5,73.0,69.3,,59.7,0,1,24,17.6,64.1,13.0,3,3,0,6,1,0,0.0,93,5.5
Mike Beaudry,101052,QB,IDAHO,1,2.14,2.03,5.1,5.2,38,185,74.1,27,27,6.7,1.82,0,0,0.0,66.7,18,6,10.0,27,71.1,2,8,,,,,67.9,73.2,73.4,72.5,,,0,0,27,0.0,85.9,0.0,0,0,0,0,0,1,3.7,183,6.8,71.4,7,8,13.7,3.21,0,1,11.1,50.0,4,4,20.0,10,26.3,1,4,,,,,65.8,67.9,70.7,74.1,,53.1,0,1,12,25.0,41.7,10.0,1,1,0,1,0,1,8.3,72,9.0
Devin Leary,77628,QB,NC STATE,1,2.68,2.59,3.0,5.8,38,248,81.8,22,23,6.0,1.93,1,1,4.0,73.9,17,4,5.6,23,60.5,1,10,,,,,67.7,67.4,73.1,67.0,,,0,0,25,0.0,119.8,0.0,0,0,0,0,2,1,4.0,150,6.5,55.6,9,13,14.0,3.84,1,1,7.1,38.5,5,8,0.0,15,39.5,0,4,,,,,66.5,68.2,71.6,70.4,,57.3,1,0,16,12.5,66.5,6.7,1,1,0,2,0,0,0.0,101,7.8
Henry Colombi,60583,QB,TEXAS TECH,1,2.44,2.39,3.0,4.7,38,315,81.0,21,21,7.0,1.89,0,1,4.8,76.2,16,4,5.9,21,55.3,1,9,,,,,67.1,82.1,72.5,81.4,,,0,0,21,0.0,100.5,0.0,0,0,0,0,0,0,0.0,176,8.4,75.0,12,12,15.8,3.31,0,1,8.3,50.0,6,7,33.3,16,42.1,3,4,,,,,66.5,74.1,71.6,75.9,,57.8,0,0,16,42.9,72.9,18.8,3,1,0,0,0,0,0.0,84,7.0
Noah Bodden,150881,QB,GRAMBLING,1,2.69,2.52,3.65,4.75,38,177,52.2,23,23,6.7,1.97,0,1,4.2,47.8,11,7,8.3,23,60.5,1,5,,,,,67.6,45.2,73.0,45.4,,,0,1,24,0.0,78.7,0.0,0,0,0,0,2,1,4.2,143,6.2,60.0,10,11,18.4,3.81,0,0,0.0,45.5,5,8,16.7,15,39.5,1,2,,,,,66.5,55.5,71.6,59.7,,52.6,0,0,16,25.0,88.4,13.3,2,2,0,1,1,0,0.0,48,4.4
Marquez McCray,109056,QB,SACR HEART,1,3.52,3.08,3.7,4.72,38,280,81.8,11,11,8.9,1.69,0,1,9.1,72.7,8,0,11.1,11,28.9,1,8,,,,,65.6,77.6,70.4,77.0,,,0,0,11,,104.7,0.0,0,0,0,0,0,0,0.0,111,10.1,54.5,11,15,10.3,4.27,0,0,0.0,33.3,5,16,16.7,27,71.1,1,5,,,,,68.0,54.2,73.5,48.6,,62.9,0,0,28,18.8,43.5,11.1,3,9,0,4,0,0,0.0,49,3.3
Chris Katrenick,60365,QB,E ILLINOIS,1,2.6,2.49,2.75,6.0,37,158,44.4,18,18,11.3,2.04,0,0,0.0,33.3,6,8,25.0,18,48.6,2,4,,,,,67.1,53.1,72.4,53.0,,,0,0,20,0.0,43.3,0.0,0,0,0,0,0,0,0.0,58,3.2,46.7,15,16,15.5,3.12,1,2,12.5,37.5,6,10,14.3,19,51.4,1,4,,,,,66.8,72.1,72.2,68.9,,64.3,0,0,19,20.0,84.6,10.5,2,1,0,0,1,1,5.3,117,7.3
Jeff Sims,122496,QB,GA TECH,1,2.59,2.3,3.35,6.65,37,176,80.0,20,20,4.5,1.97,0,0,0.0,80.0,16,3,0.0,20,54.1,0,6,,,,,67.1,61.0,72.4,60.7,,,0,1,20,0.0,85.4,0.0,0,0,0,0,0,0,0.0,190,9.5,66.7,12,13,14.5,3.33,0,2,14.3,61.5,8,9,0.0,17,45.9,0,8,,,,,66.8,70.1,72.0,75.0,,52.4,1,1,18,22.2,113.0,11.8,2,2,0,0,2,1,5.6,169,13.0
Steven Krajewski,77650,QB,UCONN,1,2.44,2.38,3.4,3.6,37,146,77.8,18,20,4.3,1.82,1,1,4.8,65.0,13,2,7.1,20,54.1,1,5,,,,,67.2,55.4,72.5,55.3,,,1,1,21,0.0,77.3,0.0,0,0,0,0,1,1,4.8,121,6.1,63.6,11,15,23.3,3.18,0,1,5.9,33.3,5,8,28.6,17,45.9,2,6,,,,,67.2,78.2,0.0,72.4,,77.3,0,1,21,12.5,64.0,5.9,1,1,0,4,1,0,0.0,143,9.5
Jarret Doege,60353,QB,W VIRGINIA,1,2.92,2.79,2.55,5.4,37,343,88.9,9,9,2.1,1.73,0,1,10.0,88.9,8,1,0.0,10,27.0,0,3,,,,,65.4,75.9,70.4,75.5,,,0,0,11,100.0,93.5,10.0,1,0,0,0,0,0,0.0,58,6.4,81.8,22,24,9.0,3.36,0,3,12.0,70.8,17,12,5.6,27,73.0,1,9,,,,,68.0,87.4,73.5,87.2,,62.1,0,0,28,8.3,120.1,3.7,1,2,0,2,1,0,0.0,260,10.8
Desmond Young,121715,QB,HOU BAPT,1,2.91,2.44,3.4,4.95,36,183,86.7,15,17,1.8,1.72,2,1,5.6,64.7,11,3,15.4,18,50.0,2,2,,,,,67.0,62.7,72.2,62.4,,,0,0,19,33.3,73.9,5.6,1,0,0,0,0,1,5.3,73,4.3,54.5,11,11,17.2,4.09,0,1,9.1,45.5,5,11,16.7,18,50.0,1,3,,,,,22.9,42.3,72.0,64.6,,33.1,0,0,18,9.1,103.8,5.6,1,6,0,0,2,1,5.6,64,5.8
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.83,2.63,3.18,4.23,36,220,81.8,11,12,8.3,1.96,1,3,23.1,66.7,8,1,11.1,12,33.3,1,4,,,,,66.0,91.3,71.0,91.1,,,0,0,13,0.0,117.4,0.0,0,0,0,0,1,0,0.0,92,7.7,62.5,16,17,16.3,3.26,0,0,0.0,41.2,7,9,30.0,24,66.7,3,4,,,,,67.8,53.9,73.3,50.6,,65.1,0,0,26,44.4,63.6,16.7,4,3,0,1,0,1,3.8,111,6.5
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.5,2.17,3.55,5.03,36,281,71.4,21,23,10.0,1.83,1,0,0.0,56.5,13,3,13.3,23,63.9,2,6,,,,,68.1,69.3,73.6,68.8,,,0,1,29,0.0,74.9,0.0,0,0,0,1,1,1,3.4,162,7.0,50.0,6,6,21.5,4.0,0,0,0.0,50.0,3,5,0.0,12,33.3,0,5,,,,,66.0,59.5,71.0,65.0,,54.3,0,0,13,40.0,125.0,16.7,2,4,0,0,1,0,0.0,60,10.0
Jackson Waring,138217,QB,ILL STATE,1,3.31,3.0,4.67,5.07,36,188,78.6,14,15,7.9,1.91,1,0,0.0,60.0,9,0,18.2,15,41.7,2,4,,,,,66.4,56.9,71.4,56.7,,,0,1,15,,50.1,0.0,0,0,0,0,0,2,13.3,93,6.2,83.3,12,15,17.0,4.31,0,3,17.6,66.7,10,11,0.0,21,58.3,0,7,,,,,67.5,68.5,72.8,74.0,,51.1,0,2,23,27.3,109.7,14.3,3,3,0,3,3,2,8.7,225,15.0
Carson Camp,141837,QB,S DAKOTA,1,2.82,2.39,2.53,5.27,36,291,88.9,18,18,4.6,1.82,0,1,5.3,77.8,14,3,12.5,20,55.6,2,8,,,,,67.2,73.6,72.5,73.1,,,0,0,21,66.7,133.8,10.0,2,0,0,0,2,0,0.0,130,7.2,66.7,6,7,11.3,4.34,0,1,11.1,57.1,4,12,0.0,15,41.7,0,5,,,,,66.7,56.4,71.8,46.8,,66.6,0,0,17,16.7,132.1,13.3,2,6,0,1,1,1,5.9,72,10.3
Matt Corral,83517,QB,OLE MISS,1,2.59,2.48,3.3,4.05,36,226,90.5,21,21,2.4,1.85,0,0,0.0,85.7,18,5,5.3,21,58.3,1,7,,,,,67.6,68.9,73.0,68.4,,,0,0,24,0.0,110.7,0.0,0,0,0,0,1,0,0.0,142,6.8,50.0,6,8,25.5,3.89,0,1,10.0,37.5,3,12,0.0,14,38.9,0,2,,,,,66.4,66.4,71.6,65.3,,61.8,0,0,16,33.3,70.3,28.6,4,2,0,2,0,0,0.0,71,8.9
Cam Humphrey,39886,QB,MONTANA,1,3.18,2.68,3.27,4.99,36,232,63.6,11,11,6.5,1.95,0,0,0.0,63.6,7,2,0.0,11,30.6,0,3,,,,,65.6,55.7,70.4,55.6,,,0,1,11,0.0,63.4,0.0,0,0,0,0,1,1,9.1,42,3.8,66.7,12,15,12.0,3.72,1,0,0.0,46.7,7,13,12.5,25,69.4,1,10,,,,,26.3,53.2,73.3,46.5,,65.5,1,1,26,23.1,65.4,12.0,3,7,0,1,1,2,7.7,108,7.2
Geremy Hickbottom,62834,QB,TENN STATE,1,2.74,2.63,4.2,5.2,36,308,68.4,19,20,7.3,1.89,0,2,9.1,60.0,12,4,7.7,20,55.6,1,6,,,,,67.4,87.3,72.7,86.3,,,0,0,22,0.0,103.3,0.0,0,0,0,1,1,0,0.0,166,8.3,66.7,9,14,19.6,3.81,0,1,7.1,42.9,6,11,0.0,16,44.4,0,5,,,,,66.5,76.6,71.6,78.7,,57.8,3,0,16,9.1,101.8,6.3,1,1,0,2,1,1,6.3,135,9.6
Juwan Carter,91113,QB,NORFOLK,1,2.45,2.13,4.4,4.5,36,244,62.5,24,24,10.9,1.86,0,2,8.0,58.3,14,3,6.7,24,66.7,1,8,,,,,67.7,79.6,73.1,78.8,,,0,0,25,0.0,99.3,0.0,0,0,0,0,1,0,0.0,200,8.3,83.3,6,7,10.0,3.63,0,1,14.3,42.9,3,4,40.0,12,33.3,2,4,,,,,65.8,87.7,70.7,81.9,,71.1,0,0,12,25.0,129.5,8.3,1,4,0,1,1,0,0.0,94,13.4
Tyler Riddell,102355,QB,E TENN ST,1,2.97,2.71,3.6,5.17,35,157,85.7,14,14,5.1,1.92,0,0,0.0,85.7,12,1,0.0,14,40.0,0,5,,,,,66.2,69.1,71.2,68.7,,,0,0,14,0.0,93.2,0.0,0,0,0,0,0,0,0.0,89,6.4,66.7,15,16,12.8,3.67,0,0,0.0,56.3,9,8,10.0,21,60.0,1,7,,,,,67.2,49.8,72.5,49.5,,58.4,0,1,21,25.0,90.4,9.5,2,3,0,1,1,1,4.8,179,11.2
Tony Muskett,142933,QB,MONMOUTH,1,2.22,2.07,3.33,3.6,35,231,72.0,25,25,11.6,1.75,0,6,23.1,64.0,16,2,11.1,25,71.4,2,11,,,,,67.8,94.9,73.3,94.5,,,0,0,26,0.0,136.2,0.0,0,0,0,0,3,0,0.0,247,9.9,66.7,6,6,11.3,3.41,0,1,16.7,33.3,2,4,50.0,10,28.6,2,2,,,,,65.4,39.3,70.1,42.6,,56.3,0,1,10,75.0,59.0,30.0,3,1,0,0,1,1,10.0,42,7.0
Jalyn Williams,105549,QB,SE MO ST,1,2.95,2.29,4.48,5.88,35,293,64.7,17,17,5.1,1.78,0,0,0.0,58.8,10,5,9.1,18,51.4,1,6,,,,,66.8,60.9,72.0,60.6,,,0,0,18,20.0,91.1,5.6,1,0,0,0,1,0,0.0,83,4.9,62.5,8,10,15.6,4.18,0,0,0.0,30.0,3,8,40.0,17,48.6,2,4,,,,,66.7,68.8,71.8,66.8,,63.9,0,0,17,37.5,42.5,17.6,3,4,0,2,0,0,0.0,37,3.7
Desmond Ridder,55086,QB,CINCINNATI,1,2.08,2.09,2.95,,35,138,72.0,25,26,8.1,1.76,1,3,11.5,61.5,16,4,11.1,26,74.3,2,7,,,,,67.8,74.1,73.3,73.4,,,0,0,26,0.0,98.7,0.0,0,0,0,0,1,1,3.8,203,7.8,60.0,5,6,29.8,3.38,0,1,14.3,50.0,3,5,0.0,8,22.9,0,3,,,,,16.7,61.7,69.8,61.5,,,0,0,9,40.0,135.4,25.0,2,0,0,1,1,1,11.1,94,15.7
Zerrick Cooper,40465,QB,JVILLE ST,1,2.63,2.57,2.8,3.45,35,196,73.3,15,15,4.7,1.66,0,0,0.0,73.3,11,4,0.0,15,42.9,0,6,,,,,66.4,64.4,71.4,64.1,,,0,1,15,0.0,84.3,0.0,0,0,0,0,1,0,0.0,96,6.4,52.9,17,17,13.1,3.35,0,0,0.0,47.1,8,9,11.1,20,57.1,1,7,,,,,15.1,26.8,72.8,29.7,,32.1,0,1,23,11.1,45.2,5.0,1,2,0,0,0,6,26.1,116,6.8
Dylan Hopkins,83571,QB,UAB,1,3.01,2.7,3.44,4.48,35,321,66.7,12,12,11.0,1.99,0,0,0.0,58.3,7,3,12.5,13,37.1,1,2,,,,,66.0,61.0,71.0,60.8,,,0,0,13,33.3,75.7,7.7,1,0,0,0,0,0,0.0,72,6.0,53.8,13,14,13.7,3.6,1,1,7.1,35.7,5,12,28.6,22,62.9,2,3,,,,,67.4,28.8,72.7,28.8,,52.9,0,1,22,33.3,25.9,18.2,4,4,0,0,0,3,13.6,80,5.7
