player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Brayden Schager,146078,QB,HAWAII,1,3.27,3.02,3.87,5.58,63,180,90.5,21,22,5.1,1.93,0,1,4.5,72.7,16,4,15.8,23,36.5,3,8,,67.5,83.0,72.8,82.2,,,1,0,23,25.0,118.4,4.3,1,0,0,0,2,0,0.0,134,6.1,63.0,27,31,17.7,4.03,1,2,6.1,45.2,14,23,17.6,40,63.5,3,11,,69.2,62.1,75.0,62.6,,58.3,0,0,43,21.7,80.2,12.5,5,4,0,3,1,0,0.0,221,7.1
Adam Urena,186682,QB,MERCYHURST,1,2.31,2.31,2.7,,57,977,70.3,37,40,6.8,1.89,1,1,2.3,60.0,24,5,7.7,40,70.2,2,10,,69.2,54.9,75.0,54.7,,,0,1,43,0.0,70.1,0.0,0,0,0,2,1,1,2.3,193,4.8,53.3,15,16,14.0,3.32,0,0,0.0,50.0,8,9,0.0,17,29.8,0,8,,66.8,70.3,72.0,69.8,,,0,0,18,11.1,74.5,5.9,1,0,0,1,0,1,5.6,118,7.4
Spencer Rattler,97408,QB,S CAROLINA,1,2.62,2.46,3.4,4.58,55,289,92.0,25,25,4.4,1.8,0,0,0.0,88.0,22,3,4.3,26,47.3,1,9,,67.8,66.5,73.3,66.1,,,0,0,26,33.3,108.7,3.8,1,0,0,0,0,0,0.0,252,10.1,78.6,14,15,12.6,3.73,0,0,0.0,53.3,8,18,27.3,26,47.3,3,8,,68.1,73.5,73.6,68.2,,70.6,0,0,29,38.9,74.6,26.9,7,4,0,1,0,0,0.0,101,6.7
Tyler Shough,83537,QB,TEXAS TECH,1,2.58,2.37,3.0,4.3,55,315,77.8,27,29,6.4,1.82,2,2,6.9,69.0,20,2,4.8,30,54.5,1,12,,68.2,62.1,73.7,61.7,,,0,0,30,50.0,108.3,3.3,1,0,0,0,2,1,3.3,179,6.2,70.6,17,18,13.0,3.5,0,2,10.5,61.1,11,12,8.3,25,45.5,1,9,,67.8,64.9,73.3,65.5,,59.6,1,1,26,16.7,85.2,8.0,2,5,0,0,1,2,7.7,159,8.8
Chase Artopoeus,100577,QB,CHATTNOOGA,1,2.82,2.53,,5.12,54,137,57.1,21,23,9.9,1.97,2,0,0.0,52.2,12,3,0.0,23,42.6,0,8,,67.5,75.2,72.8,74.5,,,0,1,23,0.0,88.5,0.0,0,0,0,0,2,0,0.0,177,7.7,54.2,24,25,14.3,3.45,0,1,4.0,40.0,10,7,23.1,31,57.4,3,11,,68.3,73.3,73.9,72.3,,63.7,0,0,31,0.0,57.8,0.0,0,6,0,1,0,0,0.0,134,5.4
Cam Ward,133244,QB,WASH STATE,1,2.24,2.09,3.17,4.45,54,341,78.4,37,38,4.9,1.68,0,1,2.6,76.3,29,6,0.0,39,72.2,0,15,,68.9,82.0,74.8,81.1,,,0,0,40,16.7,110.2,2.6,1,0,0,1,1,0,0.0,326,8.6,88.9,9,11,13.4,3.67,0,1,9.1,72.7,8,9,0.0,15,27.8,0,7,,8.7,61.8,71.4,61.2,,60.8,2,0,15,22.2,149.6,13.3,2,2,0,0,2,2,13.3,125,11.4
Alec Lewis,103927,QB,CENTRAL ST,1,1.99,2.0,2.75,,53,366,70.6,34,38,5.2,1.8,0,1,2.6,63.2,24,12,0.0,39,73.6,0,7,,69.0,57.1,74.8,56.9,,,3,1,40,8.3,81.6,2.6,1,0,0,1,1,1,2.5,265,7.0,58.3,12,12,15.1,2.7,0,1,8.3,50.0,6,8,14.3,13,24.5,1,4,,66.0,72.9,71.0,72.4,,,0,0,13,12.5,78.8,7.7,1,0,0,0,0,0,0.0,101,8.4
Marquez McCray,109056,QB,MONMOUTH,1,2.2,2.11,2.85,3.9,52,231,75.0,32,32,6.9,1.78,0,1,3.1,65.6,21,2,12.5,32,61.5,3,10,,68.4,76.7,74.0,76.0,,,0,0,32,0.0,101.3,0.0,0,0,0,0,2,0,0.0,182,5.7,58.3,12,14,11.0,3.04,0,0,0.0,35.7,5,6,28.6,19,36.5,2,2,,67.0,48.4,72.2,53.9,,49.9,0,1,19,33.3,22.0,10.5,2,3,0,2,0,0,0.0,67,4.8
Shedeur Sanders,131396,QB,COLORADO,1,2.74,2.59,4.2,,52,143,96.3,27,27,2.0,1.68,0,0,0.0,96.3,26,1,0.0,27,51.9,0,11,,68.0,68.8,73.5,68.3,,,0,0,28,0.0,146.3,0.0,0,0,0,0,3,0,0.0,276,10.2,65.0,20,20,22.1,3.89,0,3,13.0,60.0,12,17,7.7,25,48.1,1,10,,68.0,91.2,73.5,90.8,,,0,0,28,29.4,117.5,20.0,5,0,0,0,1,1,3.6,234,11.7
Austin Reed,111760,QB,W KENTUCKY,1,2.52,2.44,,4.5,52,346,80.8,26,26,4.7,1.74,0,0,0.0,73.1,19,4,9.5,26,50.0,2,7,,68.0,69.0,73.5,68.5,,,0,0,28,0.0,107.2,0.0,0,0,0,0,1,0,0.0,196,7.5,57.1,21,24,13.5,3.3,1,1,4.0,41.7,10,9,16.7,26,50.0,2,8,,67.9,60.3,73.4,55.2,,70.8,1,0,27,0.0,74.8,0.0,0,2,0,1,1,0,0.0,139,5.8
Graham Mertz,97994,QB,FLORIDA,1,2.36,2.19,2.98,4.5,51,163,92.6,27,30,2.9,1.74,2,1,3.1,76.7,23,4,8.0,30,58.8,2,10,,68.4,73.7,74.0,73.0,,,1,1,32,0.0,92.2,0.0,0,0,0,0,1,0,0.0,209,7.0,69.2,13,14,13.9,3.24,0,0,0.0,57.1,8,9,11.1,21,41.2,1,5,,25.2,50.4,72.8,64.6,,35.4,0,0,23,55.6,86.6,23.8,5,2,0,1,0,1,4.3,124,8.9
E.J. Warner,156185,QB,TEMPLE,1,2.23,2.19,,4.2,51,306,73.0,37,37,6.2,1.78,0,1,2.3,73.0,27,8,0.0,37,72.5,0,13,,69.2,70.0,75.0,69.4,,,0,0,43,0.0,110.5,0.0,0,0,0,0,2,0,0.0,263,7.1,30.8,13,13,11.2,3.44,0,0,0.0,15.4,2,9,50.0,14,27.5,2,2,,66.4,45.1,71.4,46.8,,57.3,0,0,15,0.0,39.6,0.0,0,1,0,0,0,1,6.7,36,2.8
Reese Poffenbarger,145346,QB,ALBANY,1,2.96,2.54,4.54,3.92,50,106,77.3,22,23,4.2,1.74,0,0,0.0,73.9,17,2,0.0,23,46.0,0,10,,67.6,67.1,73.0,66.7,,,0,0,24,0.0,91.9,0.0,0,0,0,1,0,0,0.0,156,6.8,50.0,10,15,19.8,4.0,0,1,5.9,33.3,5,17,0.0,27,54.0,0,2,,68.0,47.2,73.6,49.2,,53.8,0,0,29,41.2,64.6,25.9,7,5,0,5,1,0,0.0,38,2.5
Cooper Legas,101286,QB,UTAH ST,1,2.43,2.39,4.4,,49,329,82.6,23,25,3.2,1.7,2,1,3.8,76.0,19,6,0.0,25,51.0,0,6,,67.8,65.8,73.3,65.4,,,0,1,26,0.0,71.1,0.0,0,0,0,0,0,2,7.7,134,5.4,76.2,21,23,6.5,3.2,0,0,0.0,56.5,13,8,18.8,24,49.0,3,6,,67.7,62.2,73.1,61.9,,,1,0,25,12.5,78.0,4.2,1,0,0,1,1,0,0.0,79,3.4
Nate Glantz,157587,QB,MCNEESE,1,3.07,2.94,2.63,4.37,48,217,58.8,17,17,8.5,1.85,0,0,0.0,52.9,9,5,10.0,20,41.7,1,4,,67.1,51.7,72.4,51.6,,,0,0,20,60.0,64.3,15.0,3,0,0,0,0,1,5.0,74,4.4,41.2,17,18,16.8,3.94,0,0,0.0,33.3,6,12,14.3,28,58.3,1,7,,68.1,61.2,73.6,50.3,,76.0,0,0,29,33.3,51.2,14.3,4,6,0,1,0,0,0.0,92,5.1
