player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tyler Knoop,108982,QB,GEORGETOWN,1,2.82,2.62,3.13,4.9,66,172,72.4,29,29,5.4,1.89,0,1,3.0,65.5,19,7,9.5,29,43.9,2,13,,68.5,75.5,74.1,74.8,,,0,2,33,0.0,56.3,0.0,0,0,0,0,0,1,3.0,197,6.8,59.1,22,26,10.5,3.64,1,3,11.1,46.2,12,15,7.7,36,54.5,1,10,,68.7,77.9,74.5,71.5,,73.6,0,1,37,26.7,63.3,11.1,4,6,0,3,1,0,0.0,162,6.2
Cam Ward,133244,QB,WASH STATE,1,3.14,2.73,4.63,5.93,58,341,80.8,26,27,3.4,1.48,1,0,0.0,70.4,19,3,9.5,27,46.6,2,4,,68.0,66.2,73.5,65.7,,,0,0,28,0.0,81.1,0.0,0,0,0,0,0,1,3.6,132,4.9,94.1,17,21,14.6,4.6,0,4,19.0,71.4,15,17,6.3,31,53.4,1,14,,68.3,94.4,73.9,93.0,,78.2,0,0,31,35.3,129.6,19.4,6,4,0,4,1,1,3.2,306,14.6
Chandler Rogers,98683,QB,N TEXAS,1,2.52,2.19,3.5,5.7,57,251,78.4,37,38,5.8,1.79,0,1,2.5,71.1,27,5,6.9,38,66.7,2,15,,69.0,81.9,74.8,80.9,,,1,0,40,0.0,106.0,0.0,0,0,0,0,2,0,0.0,248,6.5,75.0,12,13,12.4,3.98,0,0,0.0,61.5,8,12,11.1,19,33.3,1,4,,67.1,73.3,72.4,74.4,,61.3,0,0,20,8.3,83.8,5.3,1,5,0,1,0,0,0.0,95,7.3
Derek Robertson,142298,QB,MAINE,1,2.6,2.54,3.3,4.5,55,212,82.6,23,24,4.4,1.79,0,0,0.0,79.2,19,3,0.0,24,43.6,0,7,,67.6,67.0,73.0,66.5,,,1,1,24,0.0,92.5,0.0,0,0,0,0,1,1,4.2,169,7.0,64.3,28,28,13.3,3.23,0,4,13.8,60.7,17,5,5.6,31,56.4,1,15,,28.6,80.0,74.1,79.4,,61.6,0,1,33,40.0,123.2,6.5,2,1,0,0,3,3,9.1,334,11.9
Brayden Schager,146078,QB,HAWAII,1,2.24,2.24,2.35,,54,180,81.8,33,34,7.8,1.8,1,1,2.9,76.5,26,5,3.7,35,64.8,1,17,,40.1,71.1,74.3,70.5,,,0,0,35,20.0,107.0,2.9,1,0,0,0,1,0,0.0,256,7.5,38.9,18,18,21.7,3.06,0,1,5.0,38.9,7,9,0.0,19,35.2,0,5,,67.2,38.8,72.5,39.2,,,0,3,21,11.1,52.5,5.3,1,0,0,0,2,3,14.3,89,4.9
Spencer Rattler,97408,QB,S CAROLINA,1,2.92,2.64,2.93,5.23,53,289,73.7,19,20,2.6,1.99,1,0,0.0,70.0,14,6,0.0,22,41.5,0,5,,67.2,48.1,72.7,48.0,,,0,0,22,33.3,78.8,9.1,2,0,0,0,0,0,0.0,88,4.4,64.7,17,20,13.2,3.69,0,0,0.0,45.0,9,16,18.2,30,56.6,2,7,,68.5,54.8,74.2,60.7,,49.9,0,1,34,25.0,45.6,13.3,4,6,0,3,0,0,0.0,129,6.5
Drake Maye,143969,QB,N CAROLINA,1,2.89,2.88,3.3,2.7,52,245,72.2,18,18,8.3,1.77,0,1,5.3,61.1,11,1,15.4,18,34.6,2,6,,67.0,78.7,72.2,78.0,,,0,0,19,0.0,94.7,0.0,0,0,0,0,1,0,0.0,100,5.6,61.5,26,30,19.1,3.48,1,3,9.1,43.3,13,11,18.8,34,65.4,3,11,,68.8,78.1,74.5,77.7,,60.6,0,1,37,18.2,69.7,5.9,2,2,0,3,1,2,5.4,247,8.2
Drew VanVleet,177653,QB,DAYTON,1,2.43,2.27,4.95,5.2,51,150,73.3,30,32,6.3,1.75,2,0,0.0,65.6,21,4,4.5,32,62.7,1,7,,68.4,80.1,74.0,79.3,,,0,0,32,0.0,73.2,0.0,0,0,0,0,0,0,0.0,126,3.9,66.7,15,16,7.5,3.58,0,0,0.0,56.3,9,9,10.0,19,37.3,1,4,,67.1,56.3,72.4,58.0,,57.3,0,0,20,22.2,63.0,10.5,2,1,0,1,0,0,0.0,54,3.4
Donovan Smith,73929,QB,HOUSTON,1,2.58,2.46,3.27,4.3,51,182,85.7,21,21,2.5,1.6,0,1,4.5,85.7,18,2,0.0,21,41.2,0,7,,67.4,77.2,72.7,76.6,,,0,0,22,0.0,109.5,0.0,0,0,0,0,1,0,0.0,136,6.5,64.0,25,25,11.4,3.27,0,4,16.0,56.0,14,12,12.5,30,58.8,2,11,,27.7,66.9,73.7,69.6,,52.9,0,1,30,25.0,99.1,10.0,3,2,0,0,2,2,6.7,242,9.7
Kasim Hill,60444,QB,RHODE ISLD,1,2.18,2.17,2.7,,50,274,69.4,36,37,6.8,1.77,0,0,0.0,67.6,25,4,0.0,37,74.0,0,11,,69.0,59.6,74.8,59.3,,,1,0,40,0.0,82.3,0.0,0,0,0,0,0,0,0.0,212,5.7,36.4,11,12,17.3,3.35,0,0,0.0,25.0,3,6,25.0,13,26.0,1,2,,66.4,38.3,0.0,42.2,,,0,2,15,16.7,4.5,7.7,1,0,0,1,0,1,6.7,49,4.1
