player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Brayden Schager,146078,QB,HAWAII,1,3.2,3.09,3.4,4.35,51,180,66.7,15,16,7.9,1.87,0,0,0.0,62.5,10,4,0.0,16,31.4,0,4,,,,,66.5,55.3,71.6,,55.2,,,,,,0,1,16,0.0,71.1,0.0,0,0,0,1,1,1,6.3,85,5.3,63.0,27,28,13.9,3.81,0,2,6.9,53.6,15,15,11.8,35,68.6,2,8,,,,,29.4,54.2,74.4,,66.1,,,32.6,,,1,1,36,20.0,60.6,8.6,3,4,0,0,0,2,5.6,193,6.9
Keegan Shoemaker,108983,QB,SM HOUSTON,1,2.71,2.64,2.8,4.3,49,281,83.3,24,25,3.9,1.83,1,0,0.0,76.0,19,3,5.0,25,51.0,1,9,,,,,67.7,84.4,73.1,,83.6,,,,,,0,0,25,0.0,90.1,0.0,0,0,0,0,0,0,0.0,148,5.9,38.9,18,20,13.4,3.63,0,1,4.5,30.0,6,12,14.3,24,49.0,1,5,,,,,67.8,40.1,73.3,,38.1,,,62.4,,,0,2,26,16.7,29.0,8.3,2,2,0,2,1,3,11.5,119,6.0
Caleb Williams,144622,QB,USC,1,3.01,2.87,3.2,5.85,49,326,87.5,24,24,3.8,1.8,0,0,0.0,87.5,21,3,0.0,25,51.0,0,7,,,,,67.7,70.5,73.1,,70.0,,,,,,0,0,25,33.3,97.9,4.0,1,0,0,0,0,0,0.0,180,7.5,68.8,16,19,13.1,4.28,0,3,13.0,57.9,11,14,0.0,24,49.0,0,7,,,,,68.0,79.2,73.5,,82.5,,,53.6,,,0,1,28,21.4,90.7,12.5,3,2,0,3,1,0,0.0,204,10.7
E.J. Warner,156185,QB,TEMPLE,1,2.44,2.28,4.5,5.6,49,306,67.7,31,33,5.9,1.8,1,0,0.0,63.6,21,7,0.0,33,67.3,0,10,,,,,68.5,61.3,74.1,,60.9,,,,,,1,1,33,0.0,76.2,0.0,0,0,0,0,1,2,6.1,187,5.7,36.4,11,13,21.5,3.76,0,0,0.0,30.8,4,9,0.0,16,32.7,0,4,,,,,66.8,54.1,72.4,,50.8,,,64.2,,,0,0,18,22.2,96.3,12.5,2,1,0,2,1,1,5.6,134,10.3
Kekoa Visperas,147588,QB,E WASHGTON,1,3.17,2.8,4.8,4.86,49,161,70.0,20,20,6.7,1.97,0,0,0.0,70.0,14,2,0.0,20,40.8,0,7,,,,,67.4,48.6,72.7,,48.6,,,,,,0,3,22,0.0,83.5,0.0,0,0,0,0,3,2,9.1,111,5.6,65.0,20,20,15.1,4.0,0,3,14.3,50.0,10,15,23.1,29,59.2,3,8,,,,,68.2,86.0,73.7,,86.2,,,65.2,,,0,0,30,13.3,96.3,6.9,2,7,0,0,1,2,6.7,172,8.6
Joey Aguilar,174978,QB,APP STATE,1,2.47,2.46,3.0,,49,108,70.4,27,28,9.7,1.87,0,2,6.9,60.7,17,6,10.5,28,57.1,2,12,,,,,68.1,79.8,73.6,,79.0,,,,,,1,1,29,0.0,100.3,0.0,0,0,0,0,3,1,3.4,180,6.4,70.6,17,20,12.5,3.28,0,0,0.0,55.0,11,8,8.3,21,42.9,1,8,,,,,67.2,58.6,72.5,,58.4,,,,,,0,0,21,12.5,76.3,4.8,1,0,0,3,0,1,4.8,136,6.8
Frank Harris,60586,QB,UTSA,1,2.65,2.58,3.2,4.9,48,331,73.9,23,23,10.7,1.75,0,1,4.3,73.9,17,5,0.0,23,47.9,0,9,,,,,67.5,87.7,72.8,,86.7,,,,,,0,0,23,0.0,148.6,0.0,0,0,0,0,3,0,0.0,250,10.9,63.6,22,23,12.4,3.47,0,2,8.3,60.9,14,8,0.0,25,52.1,0,10,,,,,67.8,61.7,73.3,,59.2,,,64.2,,,0,0,26,12.5,82.0,4.0,1,1,0,1,0,1,3.8,161,7.0
John Paddock,77689,QB,ILLINOIS,1,2.21,2.19,2.9,,48,187,61.5,26,30,6.4,1.79,4,0,0.0,53.3,16,8,0.0,30,62.5,0,10,,,,,68.5,55.7,74.1,,55.5,,,,,,0,0,33,0.0,67.4,0.0,0,0,0,0,0,0,0.0,150,5.0,41.2,17,17,14.5,2.89,0,0,0.0,35.3,6,9,14.3,18,37.5,1,4,,,,,22.9,44.6,72.0,,44.9,,,,,,0,0,18,11.1,47.4,5.6,1,0,0,0,0,3,16.7,65,3.8
Brady Meitz,149729,QB,STETSON,1,2.64,2.4,2.5,4.6,46,302,75.0,16,16,6.7,1.81,0,0,0.0,75.0,12,8,0.0,19,41.3,0,8,,,,,23.4,39.8,72.2,,39.9,,,,,,0,2,19,37.5,89.6,15.8,3,0,0,0,1,3,15.8,168,10.5,64.7,17,19,14.1,3.35,0,3,14.3,52.6,10,13,9.1,26,56.5,1,9,,,,,34.9,69.2,73.5,,73.5,,,55.5,,,0,1,28,7.7,87.6,3.8,1,6,0,2,2,2,7.1,130,6.8
Chandler Fields,97286,QB,LA LAFAYET,1,2.38,2.18,3.38,3.95,46,207,86.2,29,29,4.8,1.72,0,0,0.0,86.2,25,4,0.0,30,65.2,0,14,,,,,68.3,72.8,73.9,,72.1,,,,,,0,0,31,25.0,131.2,3.3,1,0,0,0,3,0,0.0,209,7.2,66.7,9,10,16.1,3.63,0,1,8.3,40.0,4,6,33.3,16,34.8,2,3,,,,,66.8,64.5,72.0,,63.3,,,62.0,,,0,1,18,66.7,26.3,25.0,4,2,0,1,0,0,0.0,73,7.3
Damon Stewart,156626,QB,ALABAMA ST,1,3.39,3.01,5.24,6.35,46,105,100.0,15,15,3.3,1.87,0,0,0.0,100.0,15,0,0.0,15,32.6,0,6,,,,,66.4,74.4,71.4,,73.9,,,,,,0,0,15,,158.3,0.0,0,0,0,0,2,0,0.0,218,14.5,56.5,23,24,16.4,4.13,0,0,0.0,50.0,12,12,7.7,31,67.4,1,10,,,,,18.2,56.7,73.9,,49.7,,,77.2,,,0,0,31,41.7,69.8,16.1,5,2,0,1,0,3,9.7,150,6.3
Theo Day,83515,QB,N IOWA,1,2.73,2.55,3.35,6.0,46,255,88.2,17,19,5.4,2.12,0,2,10.5,68.4,13,7,13.3,20,43.5,2,10,,,,,67.1,77.0,72.4,,76.4,,,,,,2,1,20,14.3,88.5,5.0,1,0,0,0,1,1,5.0,154,8.1,60.0,20,20,11.5,3.2,0,3,14.3,55.0,11,12,8.3,26,56.5,1,8,,,,,26.7,49.6,73.4,,50.9,,,57.3,,,0,3,27,41.7,64.0,19.2,5,1,0,0,1,4,14.8,187,9.4
Alex Flinn,123797,QB,E CAROLINA,1,3.18,2.74,5.03,5.42,46,156,100.0,14,15,3.3,1.9,0,0,0.0,86.7,13,2,7.1,15,32.6,1,4,,,,,66.4,90.5,71.4,,90.3,,,,,,0,0,15,0.0,89.7,0.0,0,0,0,1,0,0,0.0,83,5.5,57.1,21,23,10.5,3.8,0,0,0.0,47.8,11,10,8.3,31,67.4,1,3,,,,,28.3,34.2,74.0,,35.4,,,52.1,,,2,2,32,30.0,18.8,9.7,3,5,0,0,0,4,12.5,72,3.1
CJ Montes,146114,QB,FORDHAM,1,2.84,2.42,4.37,5.68,45,168,76.2,21,23,8.2,1.94,2,1,4.3,60.9,14,2,12.5,23,51.1,2,7,,,,,67.5,68.9,72.8,,68.4,,,,,,0,0,23,0.0,90.7,0.0,0,0,0,0,1,0,0.0,129,5.6,61.5,13,15,12.5,3.78,0,0,0.0,53.3,8,10,0.0,22,48.9,0,6,,,,,67.6,57.4,73.1,,60.8,,,54.1,,,1,0,25,30.0,71.8,13.6,3,4,0,1,0,0,0.0,91,6.1
Drake Maye,143969,QB,N CAROLINA,1,2.8,2.54,3.33,4.24,45,245,62.5,16,18,11.1,1.84,1,1,5.3,44.4,8,3,20.0,18,40.0,2,2,,,,,67.0,45.4,72.2,,45.5,,,,,,0,1,19,0.0,28.7,0.0,0,0,0,1,0,2,10.5,55,3.1,50.0,16,18,18.6,3.44,1,2,10.5,44.4,8,14,0.0,27,60.0,0,10,,,,,68.1,70.3,73.6,,62.4,,,73.9,,,1,0,29,28.6,93.3,14.8,4,5,0,0,1,0,0.0,154,8.6
Grayson Loftis,170054,QB,DUKE,1,2.77,2.69,4.4,4.7,45,154,80.0,15,16,4.8,2.14,1,1,5.6,75.0,12,3,0.0,16,35.6,0,7,,,,,66.8,61.1,72.0,,60.9,,,,,,0,1,18,0.0,89.8,0.0,0,0,0,0,1,1,5.6,117,7.3,62.5,24,27,9.6,3.12,1,0,0.0,51.9,14,8,6.7,29,64.4,1,10,,,,,68.3,65.8,73.9,,66.8,,,57.3,,,0,0,31,12.5,81.3,3.4,1,1,0,2,1,0,0.0,153,5.7
Mekhi Hagens,167009,QB,ARKAPB,1,3.4,2.89,4.0,6.55,45,112,78.9,19,20,3.8,1.71,0,0,0.0,55.0,11,3,26.7,20,44.4,4,7,,,,,67.1,78.4,72.4,,77.8,,,,,,1,0,20,0.0,65.0,0.0,0,0,0,0,0,0,0.0,82,4.1,33.3,12,18,19.8,4.76,0,2,11.1,22.2,4,13,0.0,25,55.6,0,8,,,,,67.8,73.9,73.3,,65.5,,,72.8,,,0,0,26,7.7,71.5,4.0,1,6,0,6,1,0,0.0,112,6.2
Cade McConnell,73935,QB,UTEP,1,2.71,2.64,3.07,4.5,45,330,72.7,22,22,6.4,1.95,0,2,8.7,72.7,16,4,0.0,22,48.9,0,6,,,,,67.5,66.8,72.8,,66.4,,,,,,0,1,23,0.0,113.8,0.0,0,0,0,0,2,1,4.3,210,9.5,53.3,15,19,15.6,3.45,0,1,5.0,42.1,8,10,0.0,23,51.1,0,8,,,,,67.6,69.0,73.0,,70.5,,,57.3,,,0,0,24,30.0,70.9,13.0,3,1,0,4,0,2,8.3,154,8.1
Will McElvain,88639,QB,CENT ARK,1,2.84,2.52,2.1,7.57,45,132,60.0,20,21,7.3,2.01,0,1,4.5,47.6,10,6,16.7,22,48.9,2,4,,,,,67.5,48.8,72.8,,48.8,,,,,,0,1,23,16.7,40.4,4.5,1,0,0,1,0,2,8.7,93,4.4,77.8,18,20,5.5,3.64,0,0,0.0,60.0,12,6,14.3,23,51.1,2,4,,,,,67.7,70.2,73.1,,71.7,,,58.4,,,0,0,25,0.0,83.3,0.0,0,3,0,2,1,0,0.0,70,3.5
Byrum Brown,156206,QB,USF,1,2.95,2.84,3.35,4.8,43,327,83.3,12,13,3.8,1.84,1,1,7.1,76.9,10,4,0.0,13,30.2,0,2,,,,,66.2,55.4,71.2,,55.2,,,,,,0,1,14,0.0,91.2,0.0,0,0,0,0,1,1,7.1,98,7.5,60.9,23,26,14.7,3.43,0,2,7.4,50.0,13,9,7.1,30,69.8,1,8,,,,,68.4,78.2,74.0,,79.7,,,57.3,,,0,1,32,22.2,58.0,6.7,2,2,0,3,0,0,0.0,189,7.3
Jake Willcox,148649,QB,BROWN,1,2.42,2.3,2.58,6.0,43,123,61.5,26,27,6.5,1.93,1,0,0.0,59.3,16,8,0.0,29,67.4,0,5,,,,,68.1,42.1,73.6,,42.3,,,,,,0,1,29,25.0,52.9,6.9,2,0,0,0,0,3,10.3,109,4.0,66.7,6,10,17.8,3.44,0,1,7.7,40.0,4,8,0.0,14,32.6,0,5,,,,,66.7,59.9,71.8,,56.9,,,63.1,,,1,0,17,37.5,105.8,21.4,3,1,0,3,1,2,11.8,89,8.9
Alan Bowman,77679,QB,OKLA STATE,1,2.44,2.44,,,43,262,77.4,31,31,8.5,1.86,0,3,9.1,74.2,23,2,4.2,31,72.1,1,17,,,,,68.5,82.6,74.1,,81.7,,,,,,0,1,33,0.0,109.1,0.0,0,0,0,0,2,1,3.0,276,8.9,85.7,7,12,9.7,3.93,0,1,8.3,50.0,6,5,0.0,12,27.9,0,4,,,,,65.8,73.5,70.7,,73.0,,,,,,0,0,12,0.0,68.8,0.0,0,0,0,5,0,1,8.3,72,6.0
Austin Reed,111760,QB,W KENTUCKY,1,2.45,2.42,3.6,,42,346,77.3,22,23,2.3,1.68,0,0,0.0,69.6,16,1,5.9,23,54.8,1,4,,,,,67.5,42.2,72.8,,42.2,,,,,,0,1,23,0.0,56.8,0.0,0,0,0,1,0,1,4.3,82,3.6,66.7,18,18,17.9,3.37,0,4,21.1,66.7,12,6,0.0,19,45.2,0,9,,,,,67.1,74.6,72.4,,74.0,,,,,,0,3,20,16.7,109.7,5.3,1,0,0,0,3,3,15.0,310,17.2
Katin Houser,158386,QB,MICH STATE,1,2.67,2.48,4.6,5.55,42,223,84.2,19,20,2.9,1.84,0,0,0.0,80.0,16,2,0.0,20,47.6,0,10,,,,,25.1,55.6,72.7,,55.4,,,,,,0,1,22,0.0,90.8,0.0,0,0,0,1,1,2,9.1,136,6.8,57.9,19,19,13.5,3.44,0,2,9.5,47.4,9,6,18.2,22,52.4,2,5,,,,,67.6,61.6,73.0,,60.5,,,62.0,,,0,1,24,16.7,86.7,4.5,1,2,0,0,2,1,4.2,146,7.7
Kasim Hill,60444,QB,RHODE ISLD,1,2.5,2.36,3.08,3.95,42,274,66.7,24,24,9.2,1.96,0,0,0.0,62.5,15,1,6.3,24,57.1,1,7,,,,,67.7,51.9,73.1,,51.9,,,,,,0,1,25,0.0,67.5,0.0,0,0,0,0,0,1,4.0,177,7.4,75.0,12,12,15.0,3.22,0,1,7.7,66.7,8,7,11.1,18,42.9,1,7,,,,,66.8,77.0,72.2,,76.6,,,61.8,,,0,0,19,57.1,137.5,22.2,4,2,0,0,1,0,0.0,182,15.2
Parker McKinney,82109,QB,E KENTUCKY,1,2.86,2.77,2.7,4.75,42,159,66.7,21,21,6.7,1.85,0,0,0.0,61.9,13,3,7.1,21,50.0,1,6,,,,,67.4,52.8,72.7,,52.7,,,,,,0,0,22,0.0,76.7,0.0,0,0,0,0,0,1,4.5,116,5.5,85.7,14,18,9.0,3.88,0,1,5.3,66.7,12,9,0.0,21,50.0,0,8,,,,,24.8,79.3,72.7,,78.9,,,62.1,,,0,0,22,11.1,108.8,4.8,1,2,0,4,1,1,4.5,141,7.8
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.71,2.32,4.2,4.82,42,224,75.0,20,20,4.8,1.63,0,1,5.0,65.0,13,0,13.3,20,47.6,2,6,,,,,67.1,70.4,72.4,,69.9,,,,,,0,0,20,,120.4,0.0,0,0,0,0,2,0,0.0,148,7.4,41.7,12,15,16.6,3.7,1,1,6.7,33.3,5,9,0.0,22,52.4,0,4,,,,,67.4,36.2,72.7,,31.9,,,59.7,,,0,1,22,22.2,50.4,9.1,2,5,0,2,1,2,9.1,94,6.3
Brody Palhegyi,150004,QB,W CAROLINA,1,3.28,2.94,3.7,4.39,42,344,55.6,9,11,4.6,1.46,2,0,0.0,36.4,4,0,20.0,11,26.2,1,2,,,,,65.6,51.1,70.4,,51.1,,,,,,0,0,11,,44.9,0.0,0,0,0,0,0,0,0.0,29,2.6,70.0,20,20,11.2,3.93,0,1,5.0,70.0,14,12,0.0,31,73.8,0,12,,,,,18.2,61.1,73.9,,68.3,,,51.8,,,0,1,31,16.7,102.9,6.5,2,9,0,0,1,3,9.7,224,11.2
Michael Hiers,88636,QB,SAMFORD,1,2.66,2.46,3.07,4.5,41,282,89.5,19,19,7.7,1.76,0,1,4.8,78.9,15,1,11.8,20,48.8,2,5,,,,,24.7,64.6,72.7,,64.2,,,,,,0,0,22,100.0,91.2,5.0,1,0,0,0,0,1,4.5,112,5.9,84.6,13,16,9.7,3.51,1,3,14.3,56.3,9,8,18.2,21,51.2,2,5,,,,,67.8,73.9,73.3,,76.7,,,56.0,,,0,0,26,25.0,97.9,9.5,2,3,0,2,1,1,3.8,108,6.8
Isaiah Bess,142826,QB,CHARLES SO,1,2.17,2.14,3.75,,41,135,60.7,28,28,6.1,1.83,0,0,0.0,50.0,14,3,17.6,28,68.3,3,4,,,,,68.0,55.7,73.5,,55.5,,,,,,0,0,28,0.0,57.7,0.0,0,0,0,0,0,0,0.0,94,3.4,50.0,8,10,17.1,3.14,0,0,0.0,40.0,4,6,0.0,12,29.3,0,3,,,,,19.2,34.5,70.7,,34.8,,,,,,0,0,12,33.3,61.3,16.7,2,0,0,2,0,1,8.3,62,6.2
Brendan Sorsby,156398,QB,INDIANA,1,2.83,2.47,4.17,5.67,41,190,59.1,22,23,9.7,1.95,1,0,0.0,52.2,12,4,7.7,23,56.1,1,6,,,,,67.5,66.4,72.8,,66.0,,,,,,0,0,23,0.0,80.3,0.0,0,0,0,0,1,0,0.0,112,4.9,70.0,10,12,8.1,3.96,0,1,8.3,58.3,7,9,0.0,18,43.9,0,5,,,,,66.7,57.3,72.0,,53.3,,,64.4,,,1,0,18,33.3,108.0,16.7,3,3,0,1,1,0,0.0,85,7.1
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.75,2.73,2.4,3.8,41,220,68.4,19,20,3.2,1.74,1,0,0.0,65.0,13,7,0.0,21,51.2,0,4,,,,,67.4,62.2,72.7,,61.9,,,,,,0,0,22,14.3,74.6,4.8,1,0,0,0,0,0,0.0,88,4.4,80.0,15,19,20.3,3.81,0,2,10.5,57.9,11,9,8.3,20,48.8,1,10,,,,,67.2,83.9,72.5,,81.0,,,64.3,,,0,0,21,0.0,120.0,0.0,0,1,0,4,1,0,0.0,239,12.6
Keyone Jenkins,170403,QB,FIU,1,2.54,2.31,3.33,5.55,41,166,81.0,21,23,6.5,1.95,0,1,4.3,65.2,15,6,11.8,24,58.5,2,7,,,,,67.6,68.7,73.0,,68.3,,,,,,1,1,24,16.7,79.4,4.2,1,0,0,1,1,0,0.0,147,6.4,66.7,12,13,9.7,3.37,0,1,7.1,46.2,6,9,25.0,17,41.5,2,2,,,,,67.0,51.1,72.5,,50.7,,,58.6,,,0,1,19,22.2,72.0,11.8,2,2,0,1,1,1,5.3,118,9.1
Bret Bushka,108927,QB,BUTLER,1,2.51,2.25,3.45,4.2,41,127,84.2,19,20,3.7,1.46,0,0,0.0,80.0,16,1,0.0,20,48.8,0,6,,,,,67.2,80.8,72.5,,80.1,,,,,,0,0,21,0.0,90.8,0.0,0,0,0,1,0,0,0.0,116,5.8,41.7,12,14,10.7,3.51,0,0,0.0,35.7,5,9,0.0,21,51.2,0,3,,,,,67.4,48.7,72.7,,40.1,,,69.4,,,0,0,22,44.4,44.3,19.0,4,3,0,2,0,2,9.1,24,1.7
Jarrett Guest,97997,QB,COAST CAR,1,2.53,2.3,,4.58,40,141,81.8,22,22,3.5,1.72,0,1,4.2,77.3,17,0,5.6,22,55.0,1,7,,,,,67.6,65.8,73.0,,65.4,,,,,,0,0,24,,127.7,0.0,0,0,0,0,2,0,0.0,163,7.4,76.9,13,14,10.5,3.51,1,0,0.0,64.3,9,3,10.0,18,45.0,1,6,,,,,67.1,51.8,72.4,,59.2,,,48.3,,,0,1,20,0.0,84.2,0.0,0,4,0,0,1,1,5.0,116,8.3
