player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Donovan Smith,73929,QB,TEXAS TECH,1,2.65,2.48,3.22,4.55,68,315,77.8,36,36,5.9,1.86,0,0,0.0,75.0,27,6,3.6,37,54.4,1,11,,68.8,59.4,74.6,59.1,,,0,2,38,16.7,91.1,2.7,1,0,0,0,2,2,5.3,269,7.5,55.6,18,23,13.8,3.6,0,0,0.0,39.1,9,20,10.0,31,45.6,1,9,,68.3,55.8,0.0,51.4,,71.1,2,1,31,20.0,31.4,12.9,4,4,0,3,0,1,3.2,82,3.6
Ryan Hilinski,71295,QB,NWESTERN,1,2.76,2.75,3.3,,61,256,75.0,16,16,5.2,1.86,0,0,0.0,68.8,11,0,8.3,16,26.2,1,6,,66.5,60.6,71.6,60.4,,,0,0,16,,120.1,0.0,0,0,0,0,1,1,6.3,153,9.6,59.5,42,44,9.9,3.08,1,1,2.0,56.8,25,12,0.0,45,73.8,0,14,,69.7,52.0,75.7,51.9,,,1,1,51,8.3,74.2,2.2,1,0,0,0,1,3,5.9,282,6.4
Parker McKinney,82109,QB,E KENTUCKY,1,2.75,2.33,3.93,4.97,60,159,78.1,32,33,7.4,1.86,1,4,10.5,72.7,24,6,4.0,34,56.7,1,16,,68.9,91.7,74.7,91.3,,,0,0,39,16.7,119.1,2.9,1,0,0,0,3,0,0.0,207,6.3,60.0,15,15,11.8,3.92,0,0,0.0,60.0,9,16,0.0,26,43.3,0,9,,28.3,52.6,73.9,50.5,,61.1,0,1,31,31.3,56.8,19.2,5,6,0,0,0,2,6.5,117,7.8
Grayson James,145214,QB,FIU,1,2.29,2.14,3.1,3.98,56,166,73.0,37,39,4.0,1.81,1,0,0.0,66.7,26,9,3.7,39,69.6,1,9,,68.9,27.9,74.7,28.1,,,0,2,39,0.0,51.5,0.0,0,0,0,1,0,3,7.7,143,3.7,62.5,8,9,7.8,3.59,0,0,0.0,55.6,5,13,0.0,16,28.6,0,4,,67.0,68.6,72.2,60.4,,71.2,0,0,19,23.1,70.6,18.8,3,4,0,1,0,0,0.0,48,5.3
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.15,2.15,,,56,174,83.7,43,45,6.9,1.84,2,4,8.5,75.6,34,5,5.6,45,80.4,2,19,,69.5,90.5,75.4,90.2,,,0,1,48,0.0,95.9,0.0,0,0,0,0,1,0,0.0,353,7.8,37.5,8,11,18.8,3.43,0,0,0.0,27.3,3,5,0.0,11,19.6,0,2,,65.8,39.4,70.7,39.7,,,0,1,12,0.0,10.4,0.0,0,0,0,3,0,1,8.3,56,5.1
Taylor Powell,60459,QB,E MICHIGAN,1,2.81,2.64,4.28,5.5,56,160,79.2,24,25,4.6,1.78,0,2,7.4,64.0,16,5,15.8,26,46.4,3,5,,68.0,57.4,73.5,57.2,,,0,1,28,20.0,73.8,3.8,1,0,0,1,1,1,3.6,130,5.2,66.7,24,26,9.5,3.7,0,1,3.3,61.5,16,12,0.0,30,53.6,0,7,,68.5,58.3,74.2,59.4,,57.3,0,2,34,25.0,50.0,10.0,3,1,0,2,0,1,2.9,179,6.9
Jaden Jones,147558,QB,CAL POLY,1,2.77,2.32,3.13,5.93,55,129,87.0,23,23,5.3,1.73,0,1,4.2,78.3,18,4,10.0,23,41.8,2,10,,67.6,91.6,73.0,91.3,,,0,0,24,0.0,98.7,0.0,0,0,0,0,0,0,0.0,177,7.7,47.4,19,22,19.5,3.52,1,3,13.0,40.9,9,15,0.0,32,58.2,0,9,,68.4,61.4,74.1,63.2,,56.8,2,0,33,26.7,114.2,12.5,4,6,0,0,4,0,0.0,203,9.2
Justin Fomby,103928,QB,HOUCHR,1,2.62,2.51,3.45,4.4,52,183,70.8,24,25,5.8,1.77,0,1,3.8,64.0,16,4,5.9,26,50.0,1,7,,67.9,67.5,73.4,67.0,,,0,0,27,25.0,97.4,3.8,1,0,0,1,1,0,0.0,172,6.9,55.0,20,22,16.8,3.46,0,2,8.7,45.5,10,11,9.1,26,50.0,1,7,,27.0,62.3,73.5,59.6,,64.3,0,0,28,27.3,86.9,11.5,3,1,0,2,1,2,7.1,168,7.6
Tim Demorat,78498,QB,FORDHAM,1,2.29,2.23,,5.3,52,168,72.4,29,29,4.5,1.62,0,3,10.3,72.4,21,3,0.0,29,55.8,0,9,,68.1,82.5,73.6,81.7,,,0,0,29,0.0,130.0,0.0,0,0,0,0,4,0,0.0,195,6.7,66.7,21,22,18.2,3.14,0,2,9.1,59.1,13,8,7.1,23,44.2,1,10,,67.5,76.1,72.8,77.3,,57.3,0,2,23,0.0,92.0,0.0,0,1,0,1,2,1,4.3,255,11.6
Ian Corwin,109017,QB,DRAKE,1,3.48,2.97,6.1,4.93,51,153,57.1,21,21,14.8,2.06,0,1,4.8,38.1,8,2,33.3,21,41.2,4,5,,67.2,59.2,72.5,59.0,,,0,1,21,0.0,48.3,0.0,0,0,0,0,1,2,9.5,93,4.4,57.1,14,19,14.4,4.47,0,1,5.0,36.8,7,13,12.5,30,58.8,1,8,,28.6,60.7,74.1,58.3,,62.5,0,0,33,30.8,68.8,13.3,4,7,0,5,1,1,3.0,84,4.4
