player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Joseph Filardi,199227,QB,SYRACUSE,1,2.6,2.31,2.34,5.53,34,304,52.6,19,19,5.3,1.86,0,0,0.0,47.4,9,9,10.0,23,67.6,1,3,,,,67.7,21.6,73.1,,22.0,,,,,0,3,25,44.4,14.5,17.4,4,0,0,0,0,5,20.0,50,2.6,83.3,6,7,5.3,4.15,0,0,0.0,71.4,5,7,0.0,11,32.4,0,2,,,,66.0,71.1,71.0,,74.3,,58.5,,,0,0,13,14.3,81.3,9.1,1,3,0,1,0,0,0.0,33,4.7
Conner Weigman,158683,QB,HOUSTON,1,3.07,2.69,,5.24,34,182,46.2,13,13,8.8,1.95,0,0,0.0,38.5,5,3,16.7,13,38.2,1,2,,,,66.2,33.0,71.2,,33.5,,,,,0,1,14,0.0,40.2,0.0,0,0,0,0,1,1,7.1,22,1.7,85.7,14,16,7.9,3.76,0,1,5.3,62.5,10,10,16.7,21,61.8,2,7,,,,67.5,78.9,73.0,,73.6,,70.7,,,1,0,24,0.0,111.2,0.0,0,5,0,1,1,0,0.0,139,8.7
Tyler Hughes,159218,QB,WM & MARY,1,3.24,2.95,3.28,4.38,34,348,100.0,8,8,3.1,1.6,0,0,0.0,100.0,8,0,0.0,8,23.5,0,0,,,,64.9,64.8,69.5,,64.5,,,,,0,0,8,,84.4,0.0,0,0,0,0,0,0,0.0,34,4.3,53.3,15,16,16.4,3.74,0,0,0.0,43.8,7,10,12.5,26,76.5,1,4,,,,34.9,52.3,73.5,,48.0,,63.8,,,0,1,28,40.0,26.0,15.4,4,6,0,1,0,0,0.0,52,3.3
Carson Beck,124010,QB,MIAMI FL,1,2.12,2.13,,4.1,34,220,93.8,16,16,1.8,1.29,0,0,0.0,93.8,15,0,0.0,16,47.1,0,8,,,,66.7,83.2,71.8,,82.5,,,,,0,0,17,,114.6,0.0,0,0,0,0,1,0,0.0,104,6.5,75.0,16,16,12.8,3.03,0,1,6.3,75.0,12,2,0.0,17,50.0,0,8,,,,67.0,72.2,72.2,,78.9,,50.5,,,0,0,19,0.0,156.3,0.0,0,1,0,0,3,1,5.3,216,13.5
Jordan Cooke,175116,QB,IDAHO ST,1,2.61,2.52,,5.4,34,186,73.3,15,15,6.3,1.88,0,0,0.0,73.3,11,0,0.0,15,44.1,0,3,,,,66.5,77.0,71.6,,76.4,,,,,0,0,16,,86.3,0.0,0,0,0,0,0,0,0.0,83,5.5,58.8,17,18,17.3,3.18,0,4,22.2,50.0,9,6,10.0,19,55.9,1,5,,,,67.0,74.3,72.2,,72.1,,63.1,,,0,0,19,0.0,110.6,0.0,0,1,0,1,2,1,5.3,129,7.2
Braden Atkinson,201350,QB,MERCER,1,2.43,2.44,2.1,,34,219,75.0,20,20,5.9,1.96,0,1,5.0,70.0,14,9,6.7,21,61.8,1,9,,,,67.2,91.2,72.5,,90.9,,,,,0,1,21,11.1,71.5,4.8,1,0,0,0,0,0,0.0,153,7.7,46.2,13,13,13.7,3.18,0,1,7.1,46.2,6,7,0.0,13,38.2,0,3,,,,66.2,53.0,71.2,,53.0,,,,,0,1,14,0.0,52.4,0.0,0,0,0,0,1,2,14.3,57,4.4
Carter Cravens,150714,QB,MOREHEAD,1,2.81,2.42,4.03,5.13,34,234,82.4,17,17,7.5,1.99,0,2,11.8,82.4,14,2,0.0,17,50.0,0,8,,,,66.7,80.9,71.8,,80.2,,,,,0,0,17,0.0,98.5,0.0,0,0,0,0,0,0,0.0,130,7.6,57.1,7,9,15.4,3.86,0,1,10.0,44.4,4,9,0.0,16,47.1,0,3,,,,66.7,46.7,71.8,,53.3,,49.6,,,1,0,17,33.3,66.9,18.8,3,4,0,1,0,0,0.0,60,6.7
Joe Pesansky,149434,QB,FIU,1,3.21,2.6,8.6,5.54,34,166,63.6,11,14,5.7,1.88,3,0,0.0,50.0,7,4,0.0,14,41.2,0,5,,,,66.4,59.1,71.4,,58.9,,,,,0,2,15,0.0,76.8,0.0,0,0,0,0,2,1,6.7,111,7.9,80.0,10,14,12.8,4.14,0,0,0.0,50.0,7,8,12.5,20,58.8,1,6,,,,67.2,73.9,72.5,,77.3,,59.1,,,1,0,21,12.5,69.0,5.0,1,5,0,3,0,0,0.0,85,6.1
Skyler Locklear,164027,QB,UTEP,1,3.03,2.86,3.0,5.6,33,330,100.0,11,11,2.0,1.65,0,0,0.0,90.9,10,1,9.1,11,33.3,1,3,,,,65.4,72.4,70.4,,72.0,,,,,0,0,11,0.0,83.3,0.0,0,0,0,0,0,0,0.0,44,4.0,50.0,14,19,23.4,3.72,1,1,5.3,31.6,6,10,14.3,22,66.7,1,5,,,,67.5,62.3,72.8,,57.3,,69.3,,,1,1,23,10.0,63.7,4.5,1,2,0,3,2,1,4.3,101,5.3
Eric Rodriguez,160057,QB,TXAMCO,1,2.46,2.15,2.7,4.08,33,1139,57.1,21,22,11.2,1.82,1,1,4.5,45.5,10,4,16.7,22,66.7,2,6,,,,67.4,42.0,72.7,,42.3,,,,,0,1,22,0.0,38.4,0.0,0,0,0,0,0,3,13.6,92,4.2,50.0,4,5,13.5,3.74,0,1,20.0,40.0,2,7,0.0,11,33.3,0,4,,,,18.5,45.8,70.4,,52.5,,51.5,,,0,1,11,14.3,10.8,9.1,1,5,0,1,0,2,18.2,18,3.6
Ayden Pereira,159129,QB,MERRIMACK,1,3.42,3.28,4.6,5.1,33,385,84.6,13,14,8.5,1.73,1,2,14.3,57.1,8,7,27.3,15,45.5,3,3,,,,66.4,92.9,71.4,,92.6,,,,,0,0,15,14.3,121.7,6.7,1,0,0,0,2,0,0.0,109,7.8,33.3,12,16,17.4,4.82,0,1,6.3,18.8,3,15,25.0,18,54.5,1,3,,,,67.0,51.7,72.2,,45.4,,69.1,,,0,0,19,6.7,42.2,5.6,1,1,0,4,0,1,5.3,58,3.6
Preston Stone,124716,QB,NWESTERN,1,2.78,2.55,,6.35,33,256,93.3,15,16,7.5,1.99,1,0,0.0,87.5,14,1,0.0,16,48.5,0,8,,,,66.7,90.1,71.8,,89.4,,,,,0,0,17,0.0,139.8,0.0,0,0,0,0,2,0,0.0,129,8.1,78.6,14,15,12.6,3.52,0,3,16.7,73.3,11,4,0.0,17,51.5,0,8,,,,67.2,86.7,72.5,,80.1,,74.7,,,0,0,21,0.0,112.1,0.0,0,2,0,1,0,1,4.8,176,11.7
Collin Hurst,177732,QB,PRESBYTERN,1,2.96,2.94,3.7,,33,271,91.7,12,12,6.1,1.96,0,0,0.0,83.3,10,1,9.1,12,36.4,1,6,,,,66.2,72.8,71.2,,72.3,,,,,0,0,14,0.0,126.7,0.0,0,0,0,0,1,0,0.0,93,7.8,44.4,18,20,16.2,3.53,0,2,8.3,40.0,8,7,0.0,21,63.6,0,6,,,,67.7,52.8,73.1,,52.8,,,,,0,1,25,14.3,55.2,4.8,1,0,0,2,1,1,4.0,115,5.8
Raymond Moore III,201451,QB,MORGAN ST,1,3.14,2.53,3.08,4.94,33,235,50.0,10,10,3.1,1.72,0,0,0.0,50.0,5,3,0.0,11,33.3,0,1,,,,65.8,31.7,70.7,,32.0,,,,,0,1,12,33.3,16.7,9.1,1,0,0,0,0,1,8.3,20,2.0,70.0,10,10,14.8,3.85,0,1,10.0,60.0,6,15,14.3,22,66.7,1,7,,,,68.8,65.3,73.3,,51.9,,71.4,,,0,1,24,33.3,79.6,22.7,5,7,0,0,1,1,4.2,81,8.1
Jack Shields,156830,QB,ALBANY,1,2.67,2.12,3.5,5.18,33,106,83.3,18,18,8.4,1.76,0,0,0.0,83.3,15,2,0.0,18,54.5,0,10,,,,67.1,84.8,72.4,,83.9,,,,,0,0,20,0.0,138.9,0.0,0,0,0,0,2,0,0.0,152,8.4,71.4,7,8,12.9,3.75,0,0,0.0,50.0,4,8,20.0,15,45.5,1,3,,,,66.5,62.6,71.6,,56.5,,65.7,,,0,0,16,25.0,95.8,13.3,2,5,0,1,1,0,0.0,14,1.8
Gio Lopez,172309,QB,N CAROLINA,1,2.87,2.6,3.4,4.73,33,245,86.7,15,15,4.3,1.99,0,1,5.9,86.7,13,4,0.0,16,48.5,0,7,,,,66.8,90.4,72.0,,90.1,,,,,0,0,18,25.0,97.8,6.3,1,0,0,0,0,0,0.0,112,7.5,66.7,12,12,14.3,3.69,0,0,0.0,66.7,8,15,0.0,17,51.5,0,7,,,,66.8,65.1,72.0,,69.9,,54.8,,,0,0,18,13.3,117.4,11.8,2,3,0,0,1,0,0.0,92,7.7
Richard Torres,156456,QB,INCAR WORD,1,2.23,2.05,1.7,5.15,32,189,68.2,22,22,6.1,1.71,0,0,0.0,63.6,14,2,6.7,23,71.9,1,7,,,,67.5,55.7,72.8,,55.6,,,,,0,0,23,50.0,90.0,4.3,1,0,0,0,1,0,0.0,104,4.7,42.9,7,7,29.1,3.57,0,3,42.9,28.6,2,1,33.3,9,28.1,1,2,,,,65.1,71.5,69.8,,78.6,,53.1,,,0,1,9,0.0,74.7,0.0,0,2,0,0,1,2,22.2,80,11.4
Nick Minicucci,173617,QB,DELAWARE,1,2.33,2.27,3.2,,32,151,88.9,18,18,4.2,1.78,0,0,0.0,88.9,16,4,0.0,18,56.3,0,3,,,,66.8,74.6,72.0,,74.1,,,,,0,0,18,0.0,114.8,0.0,0,0,0,0,1,0,0.0,128,7.1,60.0,10,12,8.9,3.03,0,0,0.0,41.7,5,5,16.7,14,43.8,1,2,,,,66.2,61.9,71.2,,61.7,,,,,0,0,14,40.0,49.3,14.3,2,0,0,2,0,0,0.0,12,1.0
Nelson Layne,201474,QB,NC A&T,1,3.08,2.44,3.47,6.2,32,246,63.6,11,11,8.5,2.02,0,1,8.3,63.6,7,2,0.0,13,40.6,0,3,,,,25.7,48.7,71.2,,48.7,,,,,0,0,14,100.0,127.5,15.4,2,0,0,0,1,1,7.1,111,10.1,66.7,6,9,17.8,3.81,0,1,11.1,44.4,4,12,0.0,19,59.4,0,3,,,,67.0,49.4,72.2,,39.5,,69.9,,,0,1,19,58.3,59.3,36.8,7,3,0,3,1,1,5.3,49,5.4
Beau Brungard,164897,QB,YNGTOWN ST,1,3.12,2.44,4.5,5.92,32,353,86.7,15,15,8.2,1.73,0,1,6.3,86.7,13,0,0.0,15,46.9,0,6,,,,66.5,90.1,71.6,,89.7,,,,,0,0,16,,130.8,0.0,0,0,0,0,1,0,0.0,151,10.1,70.0,10,10,13.5,4.34,0,1,10.0,70.0,7,7,0.0,17,53.1,0,6,,,,66.7,77.9,71.8,,68.2,,73.9,,,0,0,17,28.6,125.0,11.8,2,5,0,0,1,0,0.0,75,7.5
Jacolby Criswell,122830,QB,E TENN ST,1,2.32,2.1,2.5,3.68,32,157,81.0,21,21,10.1,1.92,0,0,0.0,76.2,16,3,5.9,22,68.8,1,10,,,,67.7,77.3,73.1,,76.6,,,,,0,1,25,33.3,87.0,4.5,1,0,0,0,0,0,0.0,208,9.9,50.0,4,5,21.5,3.2,0,0,0.0,40.0,2,6,0.0,10,31.3,0,4,,,,66.0,81.8,71.0,,61.9,,83.5,,,1,0,13,16.7,105.0,10.0,1,4,0,0,1,0,0.0,36,7.2
Hunter Najm,184223,QB,BOWL GREEN,1,2.9,2.62,2.93,5.33,32,122,60.0,15,17,7.5,1.83,2,1,5.9,47.1,8,3,11.1,18,56.3,1,5,,,,22.9,39.6,72.0,,39.8,,,,,0,1,18,33.3,68.3,5.6,1,0,0,0,1,2,11.1,130,7.6,14.3,7,9,10.1,4.29,1,0,0.0,11.1,1,6,0.0,14,43.8,0,0,,,,66.2,27.0,71.2,,27.5,,50.2,,,0,1,14,33.3,0.0,14.3,2,3,0,1,0,1,7.1,8,0.9
Cason Carswell,206621,QB,W ILLINOIS,1,2.38,2.36,2.9,,32,345,78.9,19,21,5.9,1.9,2,0,0.0,71.4,15,1,0.0,21,65.6,0,7,,,,67.2,54.7,72.5,,54.5,,,,,0,0,21,0.0,128.3,0.0,0,0,0,0,2,1,4.8,176,8.4,50.0,8,10,18.3,3.28,0,1,10.0,30.0,3,7,25.0,11,34.4,1,1,,,,65.6,57.6,70.4,,57.4,,,,,1,0,11,14.3,39.6,9.1,1,0,0,1,0,0,0.0,27,2.7
KJ Jackson,184386,QB,ARKANSAS,1,2.75,2.51,2.7,6.15,32,111,75.0,12,12,6.3,1.84,0,0,0.0,66.7,8,2,11.1,12,37.5,1,4,,,,66.0,71.4,71.0,,71.0,,,,,0,0,13,0.0,93.8,0.0,0,0,0,0,0,0,0.0,104,8.7,56.3,16,17,11.9,3.29,0,0,0.0,47.1,8,9,11.1,20,62.5,1,7,,,,67.2,73.1,72.7,,61.9,,80.8,,,0,0,22,11.1,85.9,5.0,1,2,0,1,1,1,4.5,102,6.0
Pat McQuaide,145792,QB,VILLANOVA,1,2.37,2.19,5.5,4.6,31,334,71.4,21,21,8.7,1.9,0,0,0.0,66.7,14,2,6.7,21,67.7,1,8,,,,67.2,60.0,72.5,,59.7,,,,,0,0,21,0.0,116.4,0.0,0,0,0,0,2,2,9.5,136,6.5,71.4,7,8,22.6,3.36,0,3,30.0,37.5,3,4,40.0,10,32.3,2,3,,,,65.8,70.4,70.7,,73.2,,57.0,,,0,0,12,25.0,75.0,10.0,1,1,0,1,0,1,8.3,80,10.0
Tayven Jackson,157615,QB,UCF,1,3.05,2.73,3.05,5.08,31,323,75.0,16,16,6.3,1.86,0,0,0.0,75.0,12,3,0.0,17,54.8,0,6,,,,66.8,53.5,72.0,,53.4,,,,,0,2,18,33.3,108.9,5.9,1,0,0,0,2,2,11.1,170,10.6,66.7,6,9,17.0,4.49,0,0,0.0,44.4,4,11,0.0,14,45.2,0,5,,,,26.3,63.9,71.4,,61.5,,62.9,,,0,0,15,9.1,85.9,7.1,1,4,0,3,0,1,6.7,101,11.2
Earl Woods III,170445,QB,HAMPTON,1,2.57,2.43,,4.15,31,178,86.7,15,15,0.7,1.93,0,0,0.0,73.3,11,1,15.4,15,48.4,2,1,,,,66.7,61.5,71.8,,61.2,,,,,0,1,17,0.0,54.6,0.0,0,0,0,0,0,0,0.0,69,4.6,77.8,9,11,2.1,3.39,1,0,0.0,63.6,7,10,0.0,15,48.4,0,5,,,,66.5,63.0,71.6,,62.3,,61.0,,,1,0,16,0.0,77.8,0.0,0,4,0,0,0,0,0.0,60,5.5
Tama Amisone,199154,QB,S JOSE ST,1,3.32,3.17,4.75,3.8,31,285,88.9,9,10,3.8,1.63,1,0,0.0,80.0,8,0,0.0,10,32.3,0,3,,,,65.4,69.7,70.1,,69.3,,,,,0,0,10,,90.0,0.0,0,0,0,0,0,0,0.0,56,5.6,70.0,10,17,10.8,4.12,0,0,0.0,41.2,7,11,0.0,21,67.7,0,5,,,,67.4,59.6,72.7,,53.2,,69.8,,,0,1,22,18.2,24.4,9.5,2,2,0,7,0,1,4.5,48,2.8
John Austin Wood,209837,QB,N ALABAMA,1,2.51,2.08,2.62,4.73,31,389,70.6,17,18,8.8,1.86,0,0,0.0,66.7,12,5,0.0,21,67.7,0,6,,,,67.2,63.8,72.5,,63.5,,,,,1,0,21,60.0,119.0,14.3,3,0,0,0,1,1,4.8,185,10.3,75.0,4,4,16.8,3.87,0,0,0.0,75.0,3,7,0.0,10,32.3,0,4,,,,66.0,59.5,71.0,,58.2,,60.9,,,0,0,13,28.6,147.9,20.0,2,4,0,0,1,0,0.0,42,10.5
Carter Peevy,129563,QB,MAINE,1,3.18,3.11,3.0,5.3,31,212,80.0,10,11,7.0,1.93,0,0,0.0,63.6,7,1,12.5,11,35.5,1,4,,,,65.6,62.4,70.4,,62.1,,,,,1,1,11,0.0,41.5,0.0,0,0,0,0,0,1,9.1,64,5.8,62.5,16,18,12.8,3.87,0,0,0.0,50.0,9,7,10.0,20,64.5,1,3,,,,67.2,51.4,72.5,,52.9,,57.3,,,0,1,21,14.3,70.1,5.0,1,1,0,2,1,3,14.3,134,7.4
Keegan Patterson,158465,QB,INDIANA ST,1,3.67,3.7,1.6,4.4,31,191,60.0,5,5,6.0,1.95,0,0,0.0,40.0,2,2,33.3,6,19.4,1,1,,,,13.8,43.2,68.6,,43.4,,,,,0,0,6,50.0,47.9,16.7,1,0,0,0,0,1,16.7,10,2.0,65.2,23,23,15.5,4.09,0,3,12.5,65.2,15,9,0.0,25,80.6,0,10,,,,67.8,90.7,73.3,,88.5,,71.0,,,0,1,26,0.0,119.4,0.0,0,2,0,0,2,1,3.8,304,13.2
Tyler Riddell,102355,QB,DUQUESNE,1,2.5,2.41,4.2,3.5,31,155,64.7,17,19,6.6,1.77,2,2,10.5,57.9,11,0,0.0,19,61.3,0,5,,,,67.0,74.1,72.2,,73.6,,,,,0,0,19,,120.3,0.0,0,0,0,0,2,0,0.0,159,8.4,57.1,7,10,15.6,3.65,0,0,0.0,30.0,3,4,25.0,12,38.7,1,4,,,,66.2,70.6,71.2,,66.9,,64.2,,,1,0,14,25.0,50.0,8.3,1,1,0,2,0,0,0.0,55,5.5
Conner Kenyon,126191,QB,RHODE ISLD,1,2.38,2.38,,,31,274,78.9,19,19,6.0,1.82,0,0,0.0,73.7,14,3,6.7,19,61.3,1,8,,,,67.0,62.9,72.2,,62.6,,,,,0,0,19,0.0,111.1,0.0,0,0,0,0,1,0,0.0,137,7.2,83.3,12,12,13.3,3.28,0,1,8.3,58.3,7,3,30.0,12,38.7,3,4,,,,65.8,90.5,70.7,,90.2,,,,,0,0,12,0.0,120.5,0.0,0,0,0,0,1,0,0.0,121,10.1
Aidan Armenta,175731,QB,LA MONROE,1,2.83,2.61,2.5,4.87,31,209,81.3,16,16,3.9,1.7,0,0,0.0,81.3,13,2,0.0,16,51.6,0,5,,,,66.8,61.1,72.0,,60.8,,,,,0,0,18,0.0,96.1,0.0,0,0,0,0,0,1,5.6,113,7.1,87.5,8,11,8.8,4.03,0,0,0.0,63.6,7,6,0.0,15,48.4,0,5,,,,66.5,64.9,71.6,,69.2,,56.6,,,0,0,16,16.7,77.5,6.7,1,3,0,3,0,0,0.0,59,5.4
Drake Lindsey,184727,QB,MINNESOTA,1,2.52,2.49,3.4,,31,225,66.7,15,16,8.9,1.9,1,0,0.0,56.3,9,2,10.0,16,51.6,1,5,,,,66.5,64.5,71.6,,64.2,,,,,0,0,16,0.0,111.7,0.0,0,0,0,0,3,0,0.0,89,5.6,84.6,13,14,17.9,3.18,0,3,20.0,78.6,11,4,0.0,15,48.4,0,7,,,,66.5,90.2,71.6,,89.7,,,,,0,0,16,25.0,142.6,6.7,1,0,0,1,1,1,6.3,175,12.5
Zane Flores,174288,QB,OKLA STATE,1,2.36,2.25,2.8,4.6,31,262,61.9,21,21,5.2,1.86,0,0,0.0,52.4,11,1,15.4,21,67.7,2,8,,,,67.2,44.6,72.5,,44.7,,,,,0,1,21,0.0,63.2,0.0,0,0,0,0,1,2,9.5,108,5.1,33.3,6,7,16.0,3.41,0,0,0.0,28.6,2,5,0.0,10,32.3,0,1,,,,65.4,49.3,70.1,,43.2,,64.3,,,0,0,10,40.0,39.6,20.0,2,1,0,1,0,0,0.0,16,2.3
Dante Moore,173983,QB,OREGON,1,2.09,2.05,3.1,,31,264,84.2,19,20,2.9,1.64,0,0,0.0,70.0,14,3,12.5,20,64.5,2,6,,,,67.5,78.3,72.8,,77.7,,,,,0,0,23,0.0,90.2,0.0,0,0,0,1,0,0,0.0,143,7.2,90.0,10,10,9.9,2.9,0,2,20.0,80.0,8,5,11.1,11,35.5,1,7,,,,23.7,86.4,70.4,,85.6,,,,,0,1,11,20.0,114.2,9.1,1,0,0,0,2,1,9.1,114,11.4
Arch Manning,173162,QB,TEXAS,1,2.8,2.7,,5.7,31,311,81.8,11,12,4.8,1.57,1,0,0.0,75.0,9,0,0.0,12,38.7,0,6,,,,66.0,69.2,71.0,,68.8,,,,,0,0,13,,99.0,0.0,0,0,0,0,0,0,0.0,99,8.3,60.0,15,18,22.1,3.58,0,2,10.0,50.0,9,7,0.0,19,61.3,0,9,,,,67.4,83.0,72.7,,87.0,,52.7,,,1,0,22,0.0,135.4,0.0,0,1,0,2,4,0,0.0,290,16.1
Caden Pinnick,185116,QB,UC DAVIS,1,2.67,2.63,3.9,,31,322,80.0,15,15,3.5,1.89,0,0,0.0,80.0,12,1,0.0,15,48.4,0,7,,,,66.4,64.9,71.4,,64.6,,,,,0,0,15,0.0,119.4,0.0,0,0,0,0,1,0,0.0,110,7.3,86.7,15,15,10.7,3.41,0,2,13.3,80.0,12,3,7.7,16,51.6,1,8,,,,22.2,86.0,71.6,,85.3,,,,,0,0,16,33.3,141.0,6.3,1,0,0,0,1,1,6.3,196,13.1
Bronson Barben,188632,QB,UTAHTC,1,2.34,2.31,2.6,,31,1285,92.9,14,16,4.2,1.83,2,0,0.0,68.8,11,2,15.4,18,58.1,2,3,,,,22.9,37.7,72.0,,37.9,,,,,0,0,18,100.0,99.0,11.1,2,0,0,0,1,2,11.1,72,4.5,80.0,10,12,11.9,3.04,1,1,8.3,50.0,6,6,25.0,13,41.9,2,2,,,,66.0,56.4,71.0,,56.3,,,,,0,1,13,16.7,32.3,7.7,1,0,0,1,0,1,7.7,67,5.6
Micah Alejado,184162,QB,HAWAII,1,3.03,2.69,3.77,4.5,31,180,72.7,11,11,5.3,1.91,0,0,0.0,72.7,8,2,0.0,11,35.5,0,6,,,,65.8,77.0,70.7,,76.4,,,,,0,0,12,0.0,138.1,0.0,0,0,0,0,1,0,0.0,119,10.8,83.3,12,13,12.3,3.65,0,1,7.1,53.8,7,10,30.0,20,64.5,3,1,,,,67.4,70.9,72.7,,72.5,,60.3,,,0,1,22,30.0,29.0,15.0,3,4,0,1,0,0,0.0,44,3.4
Jase Bauer,145714,QB,TENN MARTN,1,3.08,3.1,2.98,6.3,31,310,69.2,13,13,6.5,1.93,0,1,7.7,69.2,9,3,0.0,14,45.2,0,5,,,,66.2,74.9,71.2,,74.4,,,,,0,0,14,33.3,107.9,7.1,1,0,0,0,1,0,0.0,70,5.4,66.7,12,12,11.8,4.29,0,0,0.0,66.7,8,7,0.0,16,51.6,0,4,,,,66.5,54.7,71.6,,56.5,,57.3,,,0,0,16,42.9,85.4,18.8,3,1,0,0,0,0,0.0,80,6.7
Landen Clark,188534,QB,ELON,1,3.32,2.78,4.35,6.05,30,162,50.0,8,9,7.1,1.84,1,0,0.0,44.4,4,0,0.0,9,30.0,0,1,,,,65.1,46.2,69.8,,46.3,,,,,0,0,9,,88.7,0.0,0,0,0,0,1,0,0.0,27,3.0,40.0,15,15,28.9,3.96,0,1,6.3,40.0,6,5,0.0,21,70.0,0,7,,,,67.4,76.5,72.7,,75.9,,63.2,,,0,0,22,40.0,127.1,9.5,2,4,0,0,3,0,0.0,204,13.6
Byrum Brown,156206,QB,USF,1,2.84,2.66,3.35,4.7,30,327,87.5,8,9,1.9,1.82,1,0,0.0,77.8,7,3,0.0,9,30.0,0,3,,,,65.4,61.7,70.1,,61.5,,,,,0,0,10,0.0,134.7,0.0,0,0,0,0,1,0,0.0,67,7.4,81.3,16,17,15.9,3.28,0,4,21.1,70.6,12,7,7.7,21,70.0,1,11,,,,22.6,86.7,72.8,,80.2,,74.7,,,0,0,23,28.6,152.2,9.5,2,2,0,1,2,1,4.3,286,16.8
James Murphy,177426,QB,BROWN,1,2.33,2.23,2.65,4.4,30,123,88.2,17,17,4.1,1.88,0,1,5.9,82.4,14,6,6.7,17,56.7,1,6,,,,66.7,80.7,71.8,,80.0,,,,,0,0,17,0.0,119.6,0.0,0,0,0,0,1,1,5.9,136,8.0,80.0,10,10,9.6,2.92,0,0,0.0,80.0,8,5,0.0,13,43.3,0,5,,,,66.0,67.7,71.2,,63.9,,64.1,,,0,2,14,40.0,102.5,15.4,2,1,0,0,2,1,7.1,86,8.6
Jake Retzlaff,70874,QB,TULANE,1,2.78,2.66,2.3,4.75,30,319,100.0,11,11,2.7,1.78,0,0,0.0,81.8,9,2,18.2,12,40.0,2,2,,,,66.2,79.0,71.2,,78.4,,,,,0,0,14,50.0,122.7,8.3,1,0,0,0,1,0,0.0,68,6.2,56.3,16,16,12.3,3.46,0,1,6.3,43.8,7,4,22.2,18,60.0,2,6,,,,66.8,69.0,72.0,,68.2,,61.9,,,0,0,18,0.0,99.0,0.0,0,2,0,0,1,1,5.6,152,9.5
Grayson Loftis,170054,QB,CHARLOTTE,1,2.62,2.5,3.1,4.8,30,136,64.3,14,15,4.6,1.97,0,0,0.0,60.0,9,4,0.0,15,50.0,0,1,,,,66.4,57.5,71.4,,57.3,,,,,0,0,15,0.0,64.6,0.0,0,0,0,1,0,0,0.0,40,2.7,45.5,11,12,11.3,3.27,0,0,0.0,41.7,5,6,0.0,15,50.0,0,4,,,,66.4,42.5,71.4,,38.6,,63.2,,,0,2,15,33.3,28.5,13.3,2,1,0,1,0,2,13.3,90,7.5
JJ Kohl,174674,QB,APP STATE,1,2.64,2.52,,4.3,30,108,88.2,17,17,3.5,1.92,0,1,5.9,88.2,15,1,0.0,17,56.7,0,5,,,,66.7,85.1,71.8,,84.3,,,,,0,0,17,0.0,92.4,0.0,0,0,0,0,0,0,0.0,105,6.2,50.0,10,11,9.6,3.58,0,0,0.0,36.4,4,5,20.0,13,43.3,1,2,,,,66.0,49.5,71.0,,48.8,,59.5,,,1,0,13,0.0,75.2,0.0,0,2,0,0,1,0,0.0,29,2.6
Bryce Underwood,198795,QB,MICHIGAN,1,2.91,2.38,3.45,5.1,30,222,92.3,13,13,4.2,1.86,0,2,14.3,84.6,11,1,8.3,13,43.3,1,5,,,,66.2,90.7,71.2,,90.4,,,,,0,0,14,0.0,148.2,0.0,0,0,0,0,2,0,0.0,131,10.1,66.7,9,10,13.6,3.71,0,0,0.0,50.0,5,13,16.7,17,56.7,1,6,,,,66.8,62.9,72.0,,51.5,,71.8,,,0,0,18,15.4,78.8,11.8,2,5,0,1,0,1,5.6,84,8.4
