player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
DJ Williams,138061,QB,MURRAY ST,1,2.49,2.31,,4.6,25,236,46.2,13,14,8.4,1.63,1,1,6.7,42.9,6,3,0.0,14,56.0,0,3,,,,66.5,59.2,71.6,,59.0,,,,,,0,0,16,0.0,79.5,0.0,0,0,0,0,1,0,0.0,60,4.3,87.5,8,9,14.3,3.59,0,1,11.1,77.8,7,8,0.0,11,44.0,0,5,,,,65.6,91.9,70.4,,90.4,,,70.7,,,1,0,11,0.0,118.8,0.0,0,2,0,0,0,0,0.0,122,13.6
Zerrick Cooper,40465,QB,JVILLE ST,1,2.52,2.27,3.83,,25,196,78.6,14,14,7.1,1.75,0,1,5.9,64.3,9,2,18.2,14,56.0,2,7,,,,66.7,86.0,71.8,,85.2,,,,,,0,0,17,0.0,116.7,0.0,0,0,0,0,1,0,0.0,125,8.9,60.0,5,7,16.2,3.5,0,0,0.0,28.6,2,7,33.3,11,44.0,1,0,,,,65.6,59.5,70.4,,59.3,,,,,,0,0,11,57.1,42.6,36.4,4,0,0,2,0,0,0.0,26,3.7
Mike Chandler II,139371,QB,LAMAR,1,3.02,2.3,3.8,5.7,25,204,88.9,9,10,1.6,1.65,0,0,0.0,80.0,8,4,0.0,10,40.0,0,3,,,,65.8,66.8,70.7,,66.5,,,,,,1,0,12,0.0,99.2,0.0,0,0,0,0,0,0,0.0,78,7.8,42.9,7,8,19.4,3.94,0,0,0.0,37.5,3,11,0.0,15,60.0,0,2,,,,66.5,36.5,71.6,,43.1,,,47.4,,,1,0,16,27.3,63.0,20.0,3,4,0,0,0,1,6.3,57,7.1
Quincy Patterson II,77626,QB,N DAK ST,1,3.21,2.63,,6.25,25,250,62.5,8,9,6.8,2.06,1,0,0.0,44.4,4,2,20.0,9,36.0,1,0,,,,65.1,78.0,69.8,,77.5,,,,,,0,0,9,0.0,51.6,0.0,0,0,0,0,0,0,0.0,13,1.4,58.3,12,12,17.8,3.86,0,2,16.7,58.3,7,4,0.0,16,64.0,0,7,,,,66.5,92.5,71.6,,84.3,,,86.8,,,0,0,16,0.0,142.4,0.0,0,4,0,0,2,0,0.0,169,14.1
Grayson McCall,98002,QB,COAST CAR,1,2.59,2.49,4.4,3.1,25,141,81.8,11,11,5.0,1.78,0,0,0.0,81.8,9,0,0.0,11,44.0,0,5,,,,65.6,69.5,70.4,,69.2,,,,,,0,0,11,,158.3,0.0,0,0,0,0,2,0,0.0,184,16.7,75.0,12,12,14.3,3.23,0,0,0.0,75.0,9,7,0.0,14,56.0,0,9,,,,66.2,90.2,71.2,,87.9,,,64.2,,,0,0,14,14.3,156.3,7.1,1,1,0,0,2,0,0.0,181,15.1
Caleb Williams,144622,QB,OKLAHOMA,1,3.1,3.1,,,25,261,81.8,11,11,7.9,1.8,0,0,0.0,72.7,8,1,11.1,11,44.0,1,3,,,,65.6,71.3,70.4,,70.9,,,,,,0,0,11,0.0,87.3,0.0,0,0,0,0,0,0,0.0,65,5.9,61.5,13,14,15.5,4.12,0,1,7.1,57.1,8,9,0.0,14,56.0,0,5,,,,66.0,82.1,71.4,,79.0,,,64.0,,,1,0,15,0.0,133.0,0.0,0,0,0,0,2,1,6.7,147,10.5
Emory Jones,82111,QB,FLORIDA,1,3.02,2.73,,5.13,25,163,85.7,7,8,5.1,1.98,1,0,0.0,62.5,5,2,16.7,8,32.0,1,3,,,,65.1,77.1,69.8,,76.6,,,,,,0,0,9,0.0,117.7,0.0,0,0,0,0,2,0,0.0,46,5.8,64.3,14,14,16.6,3.51,0,0,0.0,64.3,9,7,0.0,17,68.0,0,8,,,,67.0,79.1,72.2,,79.7,,,62.3,,,0,1,19,0.0,117.6,0.0,0,3,0,0,2,1,5.3,227,16.2
Tyler Riddell,102355,QB,E TENN ST,1,3.13,2.95,,7.4,25,157,100.0,8,9,5.1,2.03,0,0,0.0,88.9,8,3,0.0,9,36.0,0,5,,,,65.1,70.3,69.8,,69.9,,,,,,0,0,9,0.0,148.6,0.0,0,0,0,1,1,0,0.0,97,10.8,66.7,12,15,16.3,3.74,0,0,0.0,53.3,8,3,0.0,16,64.0,0,8,,,,66.5,72.3,71.6,,75.0,,,56.7,,,0,0,16,0.0,94.6,0.0,0,1,0,3,0,0,0.0,173,11.5
Devin Grainger,78496,QB,GA STATE,1,2.22,2.22,,,25,175,77.8,18,18,9.2,1.77,0,2,10.5,72.2,13,1,7.1,18,72.0,1,7,,,,67.0,74.2,72.2,,73.7,,,,,,0,0,19,0.0,133.6,0.0,0,0,0,0,2,1,5.3,148,8.2,85.7,7,7,20.6,3.37,0,1,11.1,71.4,5,3,16.7,7,28.0,1,4,,,,65.1,93.1,69.8,,92.7,,,,,,0,0,9,0.0,150.0,0.0,0,0,0,0,2,0,0.0,82,11.7
Darius Wilson,148492,QB,WM & MARY,1,3.12,2.41,3.25,7.5,24,348,83.3,12,12,3.8,1.79,0,0,0.0,75.0,9,5,10.0,13,54.2,1,6,,,,66.0,52.5,71.0,,52.5,,,,,,0,0,13,20.0,115.6,7.7,1,0,0,0,1,0,0.0,67,5.6,71.4,7,7,11.3,4.68,0,1,14.3,71.4,5,6,0.0,11,45.8,0,4,,,,65.6,77.0,70.4,,80.5,,,59.9,,,0,0,11,16.7,108.0,9.1,1,3,0,0,0,0,0.0,78,11.1
Davis Brin,77642,QB,TULSA,1,2.68,2.22,,5.9,24,320,63.6,11,11,5.1,1.64,0,1,9.1,54.5,6,0,14.3,11,45.8,1,2,,,,65.6,28.2,70.4,,28.3,,,,,,0,0,11,,113.4,0.0,0,0,0,0,1,2,18.2,94,8.5,50.0,10,10,18.7,3.57,0,1,10.0,50.0,5,3,0.0,13,54.2,0,5,,,,66.0,76.3,71.0,,72.6,,,67.0,,,0,0,13,0.0,113.8,0.0,0,3,0,0,1,0,0.0,88,8.8
Charlie Dean,108990,QB,HARVARD,1,2.91,2.86,3.23,,24,179,77.8,9,9,8.1,1.84,0,0,0.0,66.7,6,1,14.3,9,37.5,1,3,,,,65.6,36.1,70.4,,36.4,,,,,,0,0,11,0.0,146.8,0.0,0,0,0,0,1,1,9.1,113,12.6,50.0,12,12,19.4,3.54,0,1,8.3,50.0,6,6,0.0,15,62.5,0,5,,,,26.3,80.9,71.4,,80.1,,,,,,0,0,15,50.0,75.3,20.0,3,0,0,0,0,0,0.0,91,7.6
Tim Demorat,78498,QB,FORDHAM,1,2.45,2.45,,,24,168,85.7,7,9,4.4,1.79,1,0,0.0,66.7,6,0,0.0,9,37.5,0,1,,,,65.1,65.0,69.8,,64.7,,,,,,0,0,9,,74.3,0.0,0,0,0,1,0,0,0.0,36,4.0,92.9,14,15,15.4,2.84,0,4,26.7,86.7,13,3,0.0,15,62.5,0,13,,,,66.4,96.4,71.4,,95.9,,,,,,0,0,15,0.0,158.3,0.0,0,0,0,1,4,0,0.0,303,20.2
Jaalon Frazier,60391,QB,WAGNER,1,2.42,2.17,3.55,3.8,24,338,84.6,13,13,2.0,1.79,0,0,0.0,76.9,10,1,9.1,13,54.2,1,4,,,,66.2,62.7,71.2,,62.5,,,,,,0,0,14,0.0,90.5,0.0,0,0,0,0,0,0,0.0,76,5.8,57.1,7,7,7.6,3.15,0,0,0.0,42.9,3,7,25.0,11,45.8,1,2,,,,19.2,43.7,70.7,,41.1,,,60.8,,,0,0,12,28.6,53.3,18.2,2,2,0,0,0,1,8.3,26,3.7
Stetson Bennett,60387,QB,GEORGIA,1,2.59,2.24,4.7,7.9,23,173,66.7,15,15,6.5,1.72,0,0,0.0,66.7,10,2,0.0,15,65.2,0,5,,,,66.5,59.1,71.6,,58.9,,,,,,0,0,16,0.0,102.1,0.0,0,0,0,0,1,0,0.0,80,5.3,80.0,5,6,30.4,4.23,0,2,33.3,66.7,4,2,0.0,8,34.8,0,4,,,,64.9,90.6,69.5,,91.9,,,57.3,,,0,0,8,50.0,149.3,12.5,1,1,0,1,1,0,0.0,151,25.2
Brady Olson,147415,QB,UMASS,1,2.32,2.24,,4.1,23,216,57.1,14,14,7.8,1.94,0,0,0.0,57.1,8,4,0.0,14,60.9,0,4,,,,66.2,48.4,71.2,,48.5,,,,,,0,0,14,0.0,86.3,0.0,0,0,0,0,0,1,7.1,123,8.8,37.5,8,8,16.4,2.91,0,0,0.0,25.0,2,3,33.3,9,39.1,1,3,,,,65.1,47.4,69.8,,42.0,,,64.3,,,0,0,9,0.0,47.4,0.0,0,1,0,0,0,0,0.0,39,4.9
Demeatric Crenshaw,138332,QB,YNGTOWN ST,1,3.01,2.6,4.8,5.1,23,353,88.9,9,9,6.2,1.93,0,1,10.0,77.8,7,2,12.5,9,39.1,1,4,,,,65.4,77.3,70.1,,76.7,,,,,,0,0,10,0.0,126.9,0.0,0,0,0,0,1,0,0.0,50,5.6,50.0,6,10,20.8,3.7,1,0,0.0,30.0,3,10,0.0,14,60.9,0,3,,,,66.7,69.7,71.8,,69.8,,,60.6,,,0,0,17,20.0,80.8,14.3,2,2,0,3,1,0,0.0,49,4.9
Anthony Thompson,40036,QB,INDIANA ST,1,2.67,2.55,2.75,5.1,23,191,66.7,12,12,2.3,1.96,0,0,0.0,58.3,7,1,12.5,12,52.2,1,2,,,,65.8,32.6,70.7,,32.8,,,,,,0,0,12,0.0,122.2,0.0,0,0,0,0,1,1,8.3,126,10.5,100.0,7,8,9.1,3.45,0,0,0.0,87.5,7,5,0.0,11,47.8,0,6,,,,66.0,73.2,71.0,,74.1,,,60.3,,,0,0,13,40.0,157.3,18.2,2,1,0,1,1,0,0.0,98,12.3
Matthew McKay,60485,QB,MONTANA ST,1,2.52,2.26,3.3,3.5,23,233,100.0,12,12,2.8,1.81,0,1,7.7,91.7,11,0,8.3,12,52.2,1,8,,,,66.0,85.6,71.0,,85.0,,,,,,0,0,13,,142.0,0.0,0,0,0,0,2,0,0.0,103,8.6,50.0,6,6,15.5,3.3,0,0,0.0,50.0,3,6,0.0,11,47.8,0,4,,,,65.6,54.9,70.4,,44.4,,,67.0,,,0,0,11,16.7,84.7,9.1,1,4,0,0,0,1,9.1,59,9.8
Ah-Shaun Davis,149376,QB,LAFAYETTE,1,2.45,2.22,2.85,4.2,22,203,72.7,11,12,5.3,1.78,1,0,0.0,66.7,8,5,0.0,13,59.1,0,3,,,,66.0,53.8,71.0,,53.7,,,,,,0,0,13,20.0,78.1,7.7,1,0,0,0,0,0,0.0,59,4.9,66.7,6,6,16.5,3.42,0,1,14.3,50.0,3,6,25.0,9,40.9,1,4,,,,65.4,66.7,70.1,,65.8,,,61.6,,,0,0,10,16.7,87.5,11.1,1,2,0,0,0,0,0.0,63,10.5
Dorian Thompson-Robinson,83574,QB,UCLA,1,2.89,2.67,5.0,3.9,22,324,100.0,6,7,1.7,1.69,0,0,0.0,71.4,5,2,16.7,7,31.8,1,4,,,,64.6,77.0,69.1,,76.5,,,,,,0,0,7,0.0,87.2,0.0,0,0,0,1,0,0,0.0,43,6.1,45.5,11,12,20.3,3.45,0,2,13.3,25.0,3,4,40.0,15,68.2,2,5,,,,66.8,49.6,72.0,,43.3,,,69.3,,,0,1,18,25.0,33.7,6.7,1,2,0,1,1,2,11.1,39,3.3
Armani Rogers,40034,QB,OHIO,1,3.03,2.91,3.45,5.15,22,259,62.5,8,8,6.6,1.98,0,0,0.0,62.5,5,2,0.0,8,36.4,0,2,,,,65.4,54.4,70.1,,54.3,,,,,,0,0,10,0.0,69.8,0.0,0,0,0,0,0,0,0.0,30,3.8,87.5,8,9,14.5,3.92,0,2,20.0,77.8,7,10,0.0,13,59.1,0,6,,,,66.2,90.3,71.2,,90.8,,,60.8,,,0,0,14,20.0,118.8,15.4,2,2,0,1,0,0,0.0,153,17.0
Marquez McCray,109056,QB,SACR HEART,1,2.99,2.69,2.8,4.28,22,280,55.6,9,9,10.4,1.88,0,0,0.0,55.6,5,2,0.0,9,40.9,0,4,,,,65.8,53.3,70.7,,53.3,,,,,,0,1,12,0.0,71.1,0.0,0,0,0,0,2,1,8.3,49,5.4,66.7,6,8,11.3,3.75,0,0,0.0,25.0,2,8,50.0,13,59.1,2,3,,,,66.2,65.1,71.2,,73.9,,,53.9,,,0,1,14,12.5,6.3,7.7,1,4,0,2,0,0,0.0,36,4.5
Jalen Fowler,64170,QB,NC A&T,1,3.3,3.14,3.4,6.5,22,246,80.0,5,5,2.0,1.9,0,0,0.0,80.0,4,1,0.0,5,22.7,0,1,,,,63.8,65.6,68.1,,65.3,,,,,,0,0,5,0.0,85.0,0.0,0,0,0,0,0,0,0.0,22,4.4,78.6,14,15,13.9,3.71,0,5,31.3,66.7,10,8,9.1,17,77.3,1,8,,,,22.9,90.9,72.0,,90.0,,,64.3,,,1,1,18,12.5,121.5,5.9,1,1,0,0,3,1,5.6,221,14.7
Willie Miller,104799,QB,TENN TECH,1,2.22,2.22,,,22,309,71.4,14,14,5.9,1.83,0,0,0.0,57.1,8,0,20.0,14,63.6,2,5,,,,66.2,59.9,71.2,,59.7,,,,,,0,1,14,,67.9,0.0,0,0,0,0,1,1,7.1,81,5.8,50.0,8,8,18.3,2.91,0,0,0.0,37.5,3,4,25.0,8,36.4,1,3,,,,64.9,69.5,69.5,,69.1,,,,,,0,0,8,0.0,64.6,0.0,0,0,0,0,0,0,0.0,60,7.5
John Quinnelly,109048,QB,PENN,1,2.17,2.1,2.8,,21,267,64.3,14,14,6.9,1.79,0,0,0.0,64.3,9,3,0.0,14,66.7,0,2,,,,66.5,62.8,71.6,,62.5,,,,,,0,0,16,0.0,71.1,0.0,0,0,0,0,0,0,0.0,52,3.7,75.0,4,5,8.5,2.91,0,0,0.0,60.0,3,4,0.0,7,33.3,0,0,,,,64.9,54.0,69.5,,53.9,,,,,,0,0,8,50.0,69.6,28.6,2,0,0,1,0,0,0.0,21,4.2
Will Levis,83542,QB,KENTUCKY,1,2.13,1.91,3.5,2.93,21,202,92.3,13,13,3.8,1.45,0,0,0.0,92.3,12,0,0.0,13,61.9,0,5,,,,66.2,80.0,71.2,,79.3,,,,,,0,0,14,,142.8,0.0,0,0,0,0,2,0,0.0,114,8.8,66.7,3,4,25.3,3.24,0,1,25.0,50.0,2,4,0.0,8,38.1,0,2,,,,64.9,78.4,69.5,,91.9,,,50.0,,,0,0,8,25.0,115.6,12.5,1,3,0,1,1,0,0.0,31,7.8
Graham Mertz,97994,QB,WISCONSIN,1,3.0,2.95,,4.0,20,349,83.3,6,6,2.8,1.88,0,0,0.0,66.7,4,1,20.0,6,30.0,1,1,,,,64.2,72.6,68.6,,72.2,,,,,,0,0,6,0.0,70.1,0.0,0,0,0,0,0,0,0.0,18,3.0,50.0,12,13,15.7,3.48,0,1,7.7,46.2,6,3,0.0,14,70.0,0,5,,,,66.2,63.2,71.2,,59.7,,,64.2,,,0,1,14,0.0,34.8,0.0,0,1,0,1,0,1,7.1,82,6.3
Spencer Rattler,97408,QB,OKLAHOMA,1,3.15,2.95,3.4,4.2,20,261,50.0,6,7,2.0,1.95,0,0,0.0,42.9,3,2,0.0,8,40.0,0,1,,,,64.9,60.5,69.5,,60.3,,,,,,0,1,8,50.0,11.9,12.5,1,0,0,1,0,0,0.0,23,3.3,71.4,7,8,13.4,3.94,0,1,11.1,62.5,5,6,0.0,12,60.0,0,4,,,,20.0,63.0,71.0,,61.3,,,62.1,,,0,0,13,33.3,100.0,16.7,2,2,0,1,0,1,7.7,88,11.0
Zach Gwynn,77654,QB,DELAWARE,1,2.58,2.52,4.7,3.9,20,151,60.0,10,10,8.5,1.89,0,0,0.0,60.0,6,2,0.0,10,50.0,0,3,,,,65.4,42.4,70.1,,42.6,,,,,,0,2,10,0.0,27.1,0.0,0,0,0,0,0,2,20.0,35,3.5,42.9,7,7,15.7,3.62,0,1,14.3,42.9,3,5,0.0,9,45.0,0,3,,,,65.1,48.2,69.8,,50.0,,,57.8,,,0,1,9,20.0,86.6,11.1,1,1,0,0,1,2,22.2,82,11.7
Keon Howard,40418,QB,TENN MARTN,1,2.67,2.49,,4.2,20,310,71.4,14,14,7.3,2.03,0,1,7.1,71.4,10,1,0.0,14,70.0,0,4,,,,66.2,81.0,71.2,,80.3,,,,,,0,0,14,0.0,122.6,0.0,0,0,0,0,1,0,0.0,125,8.9,50.0,4,4,19.5,4.15,0,0,0.0,50.0,2,4,0.0,6,30.0,0,4,,,,64.6,90.1,69.1,,82.8,,,71.0,,,0,0,7,0.0,91.7,0.0,0,2,0,0,0,0,0.0,46,11.5
Jett Duffey,41634,QB,HAMPTON,1,2.32,2.14,,5.5,19,178,90.0,10,11,3.3,1.69,1,0,0.0,81.8,9,0,0.0,11,57.9,0,3,,,,65.6,69.4,70.4,,69.0,,,,,,0,0,11,,84.1,0.0,0,0,0,0,0,0,0.0,46,4.2,100.0,5,7,20.6,3.19,0,1,11.1,57.1,4,4,20.0,8,42.1,1,3,,,,65.4,75.0,70.1,,77.8,,,57.8,,,1,0,10,0.0,141.4,0.0,0,1,0,1,1,0,0.0,97,13.9
Mike Beaudry,101052,QB,IDAHO,1,2.75,2.32,3.7,4.57,19,185,83.3,12,12,7.1,1.98,0,2,15.4,75.0,9,5,10.0,12,63.2,1,5,,,,66.0,86.5,71.0,,85.6,,,,,,0,0,13,0.0,137.5,0.0,0,0,0,0,1,0,0.0,130,10.8,100.0,3,3,15.3,4.07,0,1,33.3,33.3,1,2,66.7,7,36.8,2,2,,,,64.6,72.8,69.1,,76.9,,,60.0,,,0,0,7,50.0,74.3,14.3,1,3,0,0,0,0,0.0,32,10.7
Zach Gibson,100201,QB,AKRON,1,3.02,2.63,3.7,5.65,18,102,100.0,7,7,2.4,1.84,0,0,0.0,100.0,7,1,0.0,7,38.9,0,3,,,,64.6,85.7,69.1,,85.0,,,,,,0,0,7,0.0,118.8,0.0,0,0,0,0,0,0,0.0,98,14.0,100.0,7,8,10.0,3.77,0,1,11.1,87.5,7,6,0.0,11,61.1,0,7,,,,65.8,91.8,70.7,,90.5,,,70.0,,,0,0,12,16.7,147.4,9.1,1,2,0,1,3,0,0.0,79,9.9
Dequan Finn,97804,QB,TOLEDO,1,2.54,2.46,,4.0,18,316,60.0,10,10,8.9,1.8,0,0,0.0,60.0,6,6,0.0,10,55.6,0,4,,,,66.0,60.7,71.0,,60.5,,,,,,0,0,13,0.0,108.3,0.0,0,0,0,0,1,0,0.0,55,5.5,66.7,6,7,12.5,3.48,0,0,0.0,57.1,4,5,0.0,8,44.4,0,2,,,,65.4,54.0,70.1,,56.7,,,57.3,,,0,0,10,0.0,141.4,0.0,0,1,0,1,1,0,0.0,128,18.3
Jaylan Adams,89133,QB,CITADEL,1,2.76,2.59,4.1,,17,139,62.5,8,8,8.5,2.11,0,0,0.0,50.0,4,0,20.0,8,47.1,1,2,,,,64.9,64.7,69.5,,64.4,,,,,,0,0,8,,109.4,0.0,0,0,0,0,1,0,0.0,50,6.3,50.0,4,7,12.8,3.34,0,0,0.0,14.3,1,6,50.0,9,52.9,1,0,,,,65.4,42.1,70.1,,42.2,,,,,,0,1,10,33.3,0.0,22.2,2,0,0,3,0,1,10.0,4,0.6
Gavin Hardison,100827,QB,UTEP,1,2.87,2.87,,,17,330,28.6,7,7,14.4,2.09,0,0,0.0,14.3,1,1,50.0,7,41.2,1,1,,,,64.6,33.1,69.1,,33.6,,,,,,0,1,7,0.0,0.0,0.0,0,0,0,0,0,1,14.3,7,1.0,66.7,9,10,15.0,3.42,0,2,18.2,60.0,6,3,0.0,10,58.8,0,4,,,,65.6,86.7,70.4,,85.9,,,,,,0,0,11,0.0,102.1,0.0,0,0,0,1,0,0,0.0,120,12.0
Dq Vinson,103946,QB,WAGNER,1,2.39,2.05,2.73,3.65,17,338,57.1,7,7,2.3,1.78,0,0,0.0,57.1,4,1,0.0,8,47.1,0,0,,,,64.9,52.6,69.5,,52.5,,,,,,0,1,8,100.0,22.6,12.5,1,0,0,0,0,0,0.0,20,2.9,75.0,4,4,11.3,2.94,0,0,0.0,50.0,2,5,33.3,9,52.9,1,3,,,,65.1,40.5,69.8,,28.7,,,70.8,,,0,0,9,60.0,63.5,33.3,3,2,0,0,0,1,11.1,19,4.8
Nick Tronti,60409,QB,FAU,1,2.87,2.65,2.98,3.85,17,165,100.0,4,4,4.0,1.68,0,0,0.0,100.0,4,1,0.0,4,23.5,0,1,,,,63.8,58.6,68.1,,58.5,,,,,,0,0,5,0.0,105.2,0.0,0,0,0,0,0,0,0.0,37,9.3,60.0,5,7,8.6,3.24,0,0,0.0,14.3,1,6,66.7,13,76.5,2,1,,,,20.3,31.9,71.0,,34.6,,,52.9,,,0,0,13,66.7,39.6,30.8,4,2,0,2,0,1,7.7,11,1.6
Jalyn Williams,105549,QB,SE MO ST,1,2.21,1.76,2.4,5.0,16,293,60.0,10,10,3.3,1.54,0,0,0.0,60.0,6,1,0.0,11,68.8,0,3,,,,65.6,46.0,70.4,,46.1,,,,,,0,0,11,100.0,71.3,9.1,1,0,0,0,0,1,9.1,46,4.6,33.3,3,3,30.0,3.68,0,1,25.0,33.3,1,1,0.0,5,31.3,0,2,,,,64.2,72.5,68.6,,71.3,,,62.6,,,0,0,6,0.0,60.4,0.0,0,2,0,0,0,1,16.7,22,7.3
Kato Nelson,40264,QB,AKRON,1,2.8,2.73,2.9,4.4,16,102,50.0,6,6,4.0,1.76,0,0,0.0,50.0,3,2,0.0,7,43.8,0,1,,,,64.6,54.3,69.1,,54.2,,,,,,0,1,7,50.0,16.7,14.3,1,0,0,0,0,0,0.0,7,1.2,100.0,4,4,23.0,4.06,0,1,20.0,75.0,3,6,25.0,8,50.0,1,2,,,,65.1,92.0,69.8,,92.6,,,62.0,,,0,0,9,33.3,116.7,25.0,2,2,0,0,0,0,0.0,84,21.0
Jaden Jones,147558,QB,CAL POLY,1,2.68,2.12,3.2,6.05,16,129,42.9,7,8,10.3,1.79,0,0,0.0,37.5,3,4,0.0,8,50.0,0,1,,,,64.9,32.1,69.5,,32.5,,,,,,0,1,8,0.0,6.3,0.0,0,0,0,1,0,1,12.5,23,2.9,20.0,5,5,14.2,3.56,0,0,0.0,20.0,1,7,0.0,8,50.0,0,1,,,,65.1,38.5,69.8,,33.1,,,61.9,,,0,2,9,14.3,0.0,12.5,1,2,0,0,0,2,22.2,1,0.2
James Blackman,60382,QB,ARK STATE,1,2.54,2.53,3.47,,16,113,60.0,5,5,2.6,1.9,0,0,0.0,60.0,3,0,0.0,5,31.3,0,1,,,,63.8,57.2,68.1,,57.1,,,,,,0,0,5,,64.6,0.0,0,0,0,0,0,0,0.0,12,2.4,85.7,7,7,19.7,3.12,0,2,28.6,57.1,4,5,33.3,10,62.5,2,2,,,,65.4,94.0,70.1,,93.6,,,,,,0,0,10,60.0,84.2,30.0,3,0,0,0,0,0,0.0,58,8.3
Jared Lewis,108959,QB,DELWARE ST,1,2.93,2.68,3.9,5.4,16,152,50.0,6,6,9.0,2.0,0,0,0.0,50.0,3,0,0.0,6,37.5,0,2,,,,64.2,59.3,68.6,,59.2,,,,,,0,0,6,,81.3,0.0,0,0,0,0,0,0,0.0,54,9.0,71.4,7,8,21.3,3.48,0,2,22.2,62.5,5,6,0.0,10,62.5,0,3,,,,65.6,85.8,70.4,,82.4,,,64.2,,,1,0,11,16.7,130.7,10.0,1,1,0,0,2,0,0.0,71,8.9
Jordan Travis,77615,QB,FLORIDA ST,1,3.3,2.78,,5.53,16,167,66.7,3,4,10.3,2.1,1,0,0.0,50.0,2,1,0.0,4,25.0,0,1,,,,63.3,62.1,67.4,,61.9,,,,,,0,0,4,0.0,96.9,0.0,0,0,0,0,1,0,0.0,13,3.3,100.0,9,9,9.4,3.7,0,1,11.1,100.0,9,6,0.0,12,75.0,0,7,,,,65.8,92.2,70.7,,92.2,,,67.0,,,0,0,12,0.0,158.3,0.0,0,3,0,0,2,0,0.0,132,14.7
Tyler Buchner,147472,QB,NOTRE DAME,1,2.38,2.3,,3.5,15,258,54.5,11,11,9.0,1.98,0,1,9.1,36.4,4,1,33.3,11,73.3,2,3,,,,65.6,48.2,70.4,,48.3,,,,,,0,2,11,0.0,47.3,0.0,0,0,0,0,1,3,27.3,64,5.8,66.7,3,3,15.7,3.48,0,0,0.0,66.7,2,1,0.0,4,26.7,0,2,,,,63.8,74.6,68.1,,68.8,,,64.3,,,0,0,5,0.0,109.7,0.0,0,1,0,0,0,0,0.0,49,16.3
Jack Coan,60613,QB,NOTRE DAME,1,2.47,2.33,2.65,3.7,15,258,83.3,6,7,4.2,2.03,0,0,0.0,71.4,5,2,0.0,8,53.3,0,3,,,,65.1,65.1,69.8,,64.8,,,,,,0,0,9,50.0,128.6,12.5,1,0,0,1,1,0,0.0,46,6.6,100.0,4,5,10.0,2.97,0,0,0.0,80.0,4,3,0.0,7,46.7,0,4,,,,64.9,83.3,69.5,,88.3,,,57.3,,,0,0,8,33.3,118.3,14.3,1,1,0,1,0,0,0.0,62,12.4
Brody Reder,73916,QB,BUTLER,1,2.87,2.56,,4.85,15,127,50.0,8,8,5.5,1.9,0,0,0.0,25.0,2,1,50.0,8,53.3,2,0,,,,65.1,37.0,69.8,,37.2,,,,,,0,3,9,0.0,0.0,0.0,0,0,0,0,0,1,11.1,11,1.4,40.0,5,5,21.4,3.97,0,1,20.0,40.0,2,4,0.0,7,46.7,0,2,,,,64.6,65.8,69.1,,74.0,,,53.1,,,0,0,7,0.0,87.5,0.0,0,2,0,0,0,0,0.0,80,16.0
Peyton Derrick,60329,QB,WOFFORD,1,2.51,2.42,2.7,3.5,15,350,62.5,8,8,7.6,1.94,0,0,0.0,50.0,4,2,20.0,8,53.3,1,3,,,,64.9,51.9,69.5,,51.9,,,,,,0,0,8,0.0,128.6,0.0,0,0,0,0,1,0,0.0,87,10.9,50.0,4,5,17.3,3.17,0,1,16.7,40.0,2,6,0.0,7,46.7,0,1,,,,64.9,25.4,69.5,,25.6,,,57.0,,,0,1,8,16.7,25.8,14.3,1,1,0,1,0,2,25.0,36,7.2
