player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Ben Bryant,77655,QB,E MICHIGAN,1,2.37,2.16,3.22,3.7,38,160,63.6,22,22,8.9,1.81,0,1,4.3,59.1,13,6,7.1,23,60.5,1,7,,,,67.6,57.7,73.0,,57.5,,,,,,0,1,24,16.7,67.4,4.3,1,0,0,0,1,2,8.3,105,4.8,100.0,8,9,8.5,3.23,0,1,11.1,88.9,8,9,0.0,15,39.5,0,4,,,,66.4,77.3,71.4,,79.9,,,57.8,,,1,0,15,55.6,113.4,33.3,5,1,0,0,0,0,0.0,101,11.2
Jake Lange,121467,QB,SO MISS,1,2.52,2.31,2.7,5.4,38,296,77.8,18,20,4.9,1.89,2,0,0.0,70.0,14,5,0.0,22,57.9,0,6,,,,67.5,56.5,73.0,,56.3,,,,,,0,0,24,40.0,95.2,9.1,2,0,0,0,1,1,4.2,87,4.4,54.5,11,11,12.0,3.39,0,0,0.0,54.5,6,8,0.0,16,42.1,0,5,,,,66.8,32.3,72.0,,34.3,,,53.6,,,0,1,18,37.5,92.0,18.8,3,2,0,0,1,1,5.6,152,13.8
KJ Jefferson,99129,QB,ARKANSAS,1,3.24,3.24,3.1,3.4,37,111,75.0,8,8,3.8,2.3,0,0,0.0,75.0,6,0,0.0,8,21.6,0,3,,,,64.9,63.2,69.5,,63.0,,,,,,0,0,8,,130.7,0.0,0,0,0,0,1,0,0.0,51,6.4,76.9,26,27,15.9,3.5,0,2,7.1,70.4,19,9,5.0,29,78.4,1,14,,,,68.2,85.9,73.7,,83.4,,,64.0,,,0,1,30,11.1,112.4,3.4,1,1,0,1,2,0,0.0,275,10.2
Orion Olivas,155517,QB,HOU BAPT,1,2.6,2.53,3.6,4.0,37,183,71.4,21,22,6.9,1.8,1,0,0.0,59.1,13,5,13.3,22,59.5,2,5,,,,67.5,69.4,72.8,,68.9,,,,,,0,0,23,0.0,92.0,0.0,0,0,0,0,1,0,0.0,135,6.1,40.0,10,13,13.9,3.77,0,0,0.0,15.4,2,10,50.0,15,40.5,2,1,,,,66.4,45.0,71.4,,46.8,,,57.3,,,0,0,15,10.0,39.6,6.7,1,1,0,3,0,1,6.7,34,2.6
Blake Ellingson,149550,QB,DRAKE,1,3.01,2.71,,5.43,37,153,75.0,16,16,8.1,1.92,0,0,0.0,75.0,12,1,0.0,16,43.2,0,5,,,,66.7,73.7,71.8,,73.2,,,,,,0,0,17,0.0,94.3,0.0,0,0,0,0,0,0,0.0,114,7.1,50.0,16,17,19.7,3.83,0,1,5.6,41.2,7,6,12.5,21,56.8,1,7,,,,67.4,54.1,72.7,,60.0,,,49.0,,,0,0,22,0.0,87.9,0.0,0,4,0,1,1,0,0.0,130,7.6
Max Bortenschlager,46500,QB,FIU,1,2.64,2.5,2.98,3.8,37,166,71.4,14,16,7.4,2.06,1,0,0.0,43.8,7,4,30.0,17,45.9,3,5,,,,66.7,44.9,71.8,,45.0,,,,,,1,1,17,25.0,42.2,5.9,1,0,0,0,0,1,5.9,114,7.1,85.7,14,14,15.7,3.13,0,2,14.3,85.7,12,11,0.0,20,54.1,0,10,,,,23.9,79.9,72.4,,84.5,,,53.1,,,0,0,20,36.4,158.3,20.0,4,2,0,0,4,1,5.0,352,25.1
Jarret Doege,60353,QB,W VIRGINIA,1,2.79,2.7,3.0,4.8,37,343,73.3,15,15,5.1,2.14,0,0,0.0,73.3,11,3,0.0,16,43.2,0,6,,,,66.7,65.6,71.8,,65.2,,,,,,0,0,17,33.3,125.4,6.3,1,0,0,0,1,0,0.0,144,9.6,75.0,12,16,10.6,3.3,1,1,6.3,56.3,9,11,0.0,21,56.8,0,5,,,,67.4,70.9,72.7,,70.1,,,62.1,,,0,1,22,36.4,47.1,19.0,4,1,0,3,0,0,0.0,93,5.8
Austin Day,106411,QB,MARIST,1,2.65,2.41,3.48,4.65,37,213,87.5,16,16,5.3,1.86,0,0,0.0,87.5,14,5,0.0,16,43.2,0,8,,,,66.5,78.5,71.6,,77.9,,,,,,0,0,16,0.0,146.9,0.0,0,0,0,0,2,0,0.0,156,9.8,57.1,14,15,13.4,3.25,0,1,5.3,53.3,8,14,0.0,21,56.8,0,7,,,,26.0,50.8,73.1,,54.3,,,51.6,,,0,0,25,28.6,79.0,19.0,4,2,0,1,0,2,8.0,117,7.8
Eric Schmid,66632,QB,SM HOUSTON,1,2.7,2.56,3.65,4.43,37,281,60.0,15,16,9.1,1.87,0,0,0.0,50.0,8,2,11.1,16,43.2,1,4,,,,66.7,58.4,71.8,,58.2,,,,,,0,0,17,0.0,83.1,0.0,0,0,0,1,1,0,0.0,71,4.4,38.5,13,15,23.0,3.5,0,1,6.7,33.3,5,6,0.0,20,54.1,0,5,,,,67.1,41.5,72.4,,39.8,,,59.7,,,0,2,20,33.3,36.9,10.0,2,3,0,2,1,1,5.0,88,5.9
Spencer Petras,82136,QB,IOWA,1,2.81,2.59,3.55,4.65,37,192,69.2,13,14,5.6,1.84,0,0,0.0,64.3,9,3,0.0,14,37.8,0,5,,,,66.4,50.7,71.4,,50.7,,,,,,0,1,15,0.0,75.9,0.0,0,0,0,1,1,0,0.0,88,6.3,75.0,12,17,7.0,3.39,0,1,5.9,47.1,8,11,11.1,23,62.2,1,4,,,,67.5,73.4,72.8,,78.3,,,52.6,,,1,0,23,36.4,87.1,17.4,4,2,0,4,1,0,0.0,107,6.3
Kris Brown,105558,QB,MONTANA,1,2.67,2.42,3.15,5.4,36,232,70.6,17,17,4.4,1.91,0,0,0.0,64.7,11,3,8.3,18,50.0,1,6,,,,23.4,41.9,72.2,,42.1,,,,,,0,1,19,33.3,74.9,5.6,1,0,0,0,1,2,10.5,97,5.7,69.2,13,13,11.2,3.43,0,0,0.0,69.2,9,6,0.0,18,50.0,0,7,,,,22.4,50.1,72.0,,47.0,,,63.5,,,0,0,18,50.0,105.9,16.7,3,2,0,0,0,3,16.7,144,11.1
Darrius Sample,155649,QB,VA LYNCHBU,1,3.59,3.19,4.0,5.13,36,406,71.4,7,8,7.3,1.98,0,0,0.0,50.0,4,5,20.0,11,30.6,1,2,,,,65.8,28.4,71.0,,28.5,,,,,,0,1,13,60.0,16.7,27.3,3,0,0,1,0,2,15.4,16,2.0,30.8,13,16,21.5,4.29,0,0,0.0,25.0,4,18,0.0,25,69.4,0,5,,,,16.8,25.9,73.4,,23.9,,,65.9,,,1,0,27,27.8,74.7,20.0,5,4,0,2,1,6,22.2,103,6.4
Cole Copeland,63563,QB,CHATTNOOGA,1,2.6,2.55,,4.1,36,137,71.4,21,21,8.0,2.0,0,1,4.8,61.9,13,1,13.3,21,58.3,2,5,,,,67.2,69.1,72.5,,68.6,,,,,,0,0,21,0.0,75.5,0.0,0,0,0,0,0,0,0.0,110,5.2,50.0,12,14,15.5,3.43,0,0,0.0,35.7,5,4,16.7,15,41.7,1,4,,,,66.5,53.4,71.6,,51.4,,,61.7,,,0,0,16,0.0,56.3,0.0,0,1,0,2,0,1,6.3,82,5.9
Tony Muskett,142933,QB,MONMOUTH,1,2.08,1.85,,4.53,36,231,85.2,27,28,6.1,1.61,1,0,0.0,78.6,22,3,4.3,28,77.8,1,9,,,,68.1,69.9,73.6,,69.3,,,,,,0,0,29,0.0,105.7,0.0,0,0,0,0,1,0,0.0,182,6.5,40.0,5,5,12.8,3.7,0,0,0.0,40.0,2,3,0.0,8,22.2,0,1,,,,64.9,45.5,69.5,,55.4,,,48.8,,,0,0,8,0.0,87.5,0.0,0,3,0,0,1,0,0.0,15,3.0
Holton Ahlers,77651,QB,E CAROLINA,1,2.56,2.48,2.87,4.4,36,156,73.7,19,21,5.0,1.89,1,0,0.0,66.7,14,7,0.0,22,61.1,0,5,,,,67.4,48.3,72.7,,48.2,,,,,,1,1,22,14.3,79.7,4.5,1,0,0,0,1,1,4.5,131,6.2,70.0,10,11,13.1,3.63,0,0,0.0,54.5,6,8,14.3,14,38.9,1,5,,,,66.2,88.2,71.2,,79.5,,,70.0,,,0,0,14,25.0,81.3,14.3,2,1,0,1,0,0,0.0,89,8.1
Kenyon Oblad,83576,QB,DIXIE,1,2.41,2.23,2.93,3.73,36,1285,60.0,20,20,7.4,1.92,0,0,0.0,55.0,11,3,8.3,21,58.3,1,6,,,,67.2,49.4,72.7,,49.4,,,,,,0,1,22,33.3,62.1,4.8,1,0,0,0,1,3,13.6,88,4.4,50.0,10,10,19.2,3.11,0,1,8.3,50.0,5,8,0.0,15,41.7,0,4,,,,66.7,65.1,71.8,,72.0,,,50.2,,,0,0,17,25.0,92.1,13.3,2,3,0,0,0,0,0.0,116,11.6
Justin Miller,103941,QB,SO UTAH,1,2.91,2.8,4.1,5.4,36,298,81.3,16,16,6.8,2.02,0,0,0.0,75.0,12,2,7.7,16,44.4,1,5,,,,66.7,68.3,71.8,,67.9,,,,,,0,1,17,0.0,84.4,0.0,0,0,0,0,1,1,5.9,96,6.0,38.9,18,18,15.7,3.63,0,1,5.3,38.9,7,6,0.0,20,55.6,0,4,,,,67.2,51.6,72.5,,53.1,,,57.3,,,0,2,21,16.7,18.3,5.0,1,1,0,0,0,1,4.8,101,5.6
Malik Willis,60341,QB,LIBERTY,1,2.95,2.69,3.63,5.75,35,206,66.7,18,19,5.8,1.92,1,0,0.0,63.2,12,0,0.0,19,54.3,0,6,,,,67.0,31.8,72.2,,32.2,,,,,,0,3,19,,48.7,0.0,0,0,0,0,1,3,15.8,73,3.8,63.6,11,11,17.9,4.17,0,4,33.3,45.5,5,9,28.6,16,45.7,2,6,,,,66.8,93.2,72.0,,93.0,,,66.3,,,0,0,18,33.3,122.3,18.8,3,2,0,0,1,0,0.0,149,13.5
Hunter Hays,141593,QB,IDAHO ST,1,2.49,2.21,3.6,4.33,35,186,66.7,18,18,9.3,1.77,0,1,5.0,61.1,11,4,8.3,18,51.4,1,8,,,,67.1,71.8,72.4,,71.2,,,,,,0,0,20,0.0,135.4,0.0,0,0,0,0,2,0,0.0,196,10.9,50.0,12,12,17.4,3.26,0,1,8.3,41.7,5,6,16.7,17,48.6,1,5,,,,66.7,58.1,71.8,,60.5,,,56.2,,,0,0,17,16.7,66.3,5.9,1,4,0,0,0,0,0.0,85,7.1
Rett Files,91405,QB,N ALABAMA,1,2.34,2.24,3.15,,35,389,78.9,19,20,4.6,1.68,1,1,4.8,70.0,14,6,6.7,20,57.1,1,4,,,,67.2,71.6,72.5,,71.1,,,,,,0,1,21,0.0,73.8,0.0,0,0,0,0,1,0,0.0,84,4.2,72.7,11,11,13.2,3.23,0,3,17.6,63.6,7,9,12.5,15,42.9,1,5,,,,67.5,79.7,72.8,,78.9,,,,,,0,0,23,44.4,142.4,26.7,4,0,0,0,2,0,0.0,126,11.5
C.J. Stroud,129759,QB,OHIO STATE,1,2.81,2.56,,6.9,35,260,84.2,19,19,11.1,2.04,0,2,10.5,73.7,14,3,12.5,19,54.3,2,11,,,,67.0,91.8,72.2,,91.5,,,,,,0,0,19,0.0,146.4,0.0,0,0,0,0,2,0,0.0,218,11.5,76.9,13,14,18.9,3.73,0,1,7.1,71.4,10,4,0.0,16,45.7,0,9,,,,66.5,76.6,71.6,,81.8,,,52.9,,,0,0,16,0.0,153.3,0.0,0,2,0,1,3,0,0.0,188,13.4
D'Wan Mathis,99130,QB,TEMPLE,1,2.92,2.38,4.33,5.2,35,306,80.0,15,16,5.0,1.5,0,0,0.0,75.0,12,6,0.0,16,45.7,0,4,,,,66.5,59.1,71.6,,58.8,,,,,,1,1,16,0.0,56.8,0.0,0,0,0,0,0,1,6.3,70,4.4,71.4,7,11,8.0,4.12,0,0,0.0,36.4,4,15,20.0,19,54.3,1,4,,,,66.8,55.6,0.0,,55.4,,,63.5,,,0,0,19,26.7,51.3,21.1,4,4,0,4,0,0,0.0,50,4.5
Braxton Burmeister,60513,QB,VA TECH,1,3.19,2.79,7.5,5.1,35,337,83.3,12,12,4.3,1.68,0,1,7.7,75.0,9,2,10.0,12,34.3,1,6,,,,66.0,83.2,71.0,,82.5,,,,,,0,0,13,0.0,99.0,0.0,0,0,0,0,0,0,0.0,99,8.3,63.6,11,18,13.2,3.98,0,1,5.3,33.3,6,12,14.3,23,65.7,1,7,,,,67.6,65.0,73.0,,58.6,,,69.5,,,0,1,24,8.3,26.4,4.3,1,4,0,7,0,1,4.2,85,4.7
Sean Chambers,75888,QB,WYOMING,1,3.14,2.88,4.27,4.57,35,351,50.0,10,11,8.4,1.83,1,1,9.1,45.5,5,1,0.0,11,31.4,0,3,,,,65.6,51.9,70.4,,51.8,,,,,,0,0,11,0.0,61.6,0.0,0,0,0,0,0,1,9.1,57,5.2,40.0,15,18,17.7,3.74,1,0,0.0,33.3,6,13,0.0,24,68.6,0,8,,,,16.0,54.1,0.0,,58.1,,,56.4,,,1,0,25,23.1,68.3,12.5,3,3,0,1,1,2,8.0,86,4.8
Jordan McCloud,101058,QB,ARIZONA,1,2.56,2.46,3.6,4.3,35,109,94.4,18,19,3.8,1.74,0,0,0.0,78.9,15,1,11.8,19,54.3,2,6,,,,67.5,76.8,72.8,,76.1,,,,,,0,0,23,0.0,94.7,0.0,0,0,0,1,0,0,0.0,128,6.7,100.0,6,11,4.2,3.77,0,0,0.0,54.5,6,9,0.0,15,42.9,0,4,,,,22.2,53.9,71.6,,50.6,,,62.6,,,0,0,16,22.2,68.0,13.3,2,2,0,5,0,1,6.3,54,4.9
Connor Bazelak,99135,QB,MISSOURI,1,2.35,2.34,2.6,,34,229,83.3,18,18,1.0,1.55,0,0,0.0,83.3,15,2,0.0,18,52.9,0,5,,,,67.1,62.5,72.4,,62.2,,,,,,0,0,20,0.0,88.2,0.0,0,0,0,0,0,0,0.0,93,5.2,53.8,13,15,17.8,3.25,0,1,5.9,46.7,7,9,0.0,16,47.1,0,4,,,,66.8,88.9,72.0,,88.0,,,,,,0,0,18,11.1,101.4,6.3,1,0,0,2,2,0,0.0,75,5.0
Kaleb Fletcher,60499,QB,NWSTATE,1,2.53,2.14,3.03,5.37,34,257,84.2,19,20,6.5,1.69,1,0,0.0,70.0,14,2,12.5,22,64.7,2,2,,,,67.7,64.8,73.1,,64.5,,,,,,0,0,25,100.0,95.2,9.1,2,0,0,0,1,0,0.0,87,4.4,57.1,7,7,16.9,4.07,0,2,25.0,42.9,3,9,25.0,12,35.3,1,3,,,,20.0,84.6,71.0,,83.1,,,65.7,,,0,0,13,22.2,61.6,16.7,2,3,0,0,0,1,7.7,40,5.7
Westin Elliott,60433,QB,MERRIMACK,1,3.05,2.88,3.26,4.4,34,385,54.5,11,12,9.1,1.98,0,0,0.0,50.0,6,5,0.0,12,35.3,0,1,,,,66.0,28.6,71.0,,28.8,,,,,,1,1,13,0.0,21.5,0.0,0,0,0,0,0,2,15.4,18,1.5,66.7,12,13,9.3,3.64,1,1,7.1,61.5,8,10,0.0,22,64.7,0,5,,,,25.9,66.9,73.0,,63.2,,,66.8,,,0,0,24,70.0,118.1,31.8,7,2,0,0,1,1,4.2,122,9.4
Stone Earle,123504,QB,ABILENE CH,1,3.37,3.1,4.03,5.27,34,100,87.5,8,8,7.0,1.78,0,0,0.0,62.5,5,1,28.6,8,23.5,2,3,,,,64.9,62.6,69.5,,62.4,,,,,,0,1,8,0.0,40.6,0.0,0,0,0,0,0,1,12.5,50,6.3,68.4,19,20,12.9,3.86,0,1,5.0,50.0,10,13,23.1,26,76.5,3,5,,,,67.8,55.8,73.3,,55.3,,,60.0,,,0,0,26,23.1,66.0,11.5,3,3,0,1,0,2,7.7,107,5.4
Carson Strong,83524,QB,NEVADA,1,2.19,2.16,2.6,,34,239,79.2,24,24,3.8,1.54,0,0,0.0,79.2,19,3,0.0,25,73.5,0,14,,,,67.9,62.9,73.4,,62.5,,,,,,0,1,27,33.3,140.1,4.0,1,0,0,0,6,1,3.7,295,12.3,85.7,7,8,10.0,3.98,0,0,0.0,75.0,6,4,0.0,9,26.5,0,4,,,,65.4,69.9,70.1,,69.5,,,,,,0,0,10,25.0,107.3,11.1,1,0,0,1,0,0,0.0,82,10.3
Chris Reynolds,60361,QB,CHARLOTTE,1,2.77,2.56,3.4,4.33,33,136,94.1,17,17,3.9,1.78,0,0,0.0,76.5,13,1,18.8,17,51.5,3,7,,,,22.9,80.3,72.0,,79.6,,,,,,0,0,18,0.0,106.5,0.0,0,0,0,0,1,1,5.6,86,5.1,81.8,11,11,13.2,3.83,0,2,16.7,81.8,9,7,0.0,16,48.5,0,8,,,,66.7,84.5,71.8,,87.8,,,58.3,,,0,0,17,28.6,149.1,12.5,2,3,0,0,3,0,0.0,113,10.3
Derek Kyler,109012,QB,DARTMOUTH,1,2.71,2.46,5.5,3.5,33,148,93.3,15,16,5.5,1.76,1,0,0.0,81.3,13,1,7.1,16,48.5,1,5,,,,66.7,84.2,71.8,,83.5,,,,,,0,0,17,0.0,91.7,0.0,0,0,0,0,0,0,0.0,96,6.0,50.0,12,13,14.0,3.59,0,2,15.4,46.2,6,8,0.0,17,51.5,0,3,,,,66.7,62.1,72.1,,67.0,,,52.3,,,0,0,17,25.0,96.3,11.8,2,2,0,1,1,0,0.0,94,7.2
Daniel Richardson,97103,QB,C MICHIGAN,1,2.8,2.59,2.2,6.25,33,134,56.3,16,17,19.0,1.97,0,3,15.8,52.9,9,4,0.0,18,54.5,0,6,,,,67.1,67.9,72.4,,67.5,,,,,,1,1,20,25.0,76.6,5.6,1,0,0,0,1,1,5.0,144,8.5,66.7,12,13,11.8,3.79,0,2,15.4,53.8,7,8,12.5,15,45.5,1,5,,,,66.4,67.3,71.4,,72.4,,,52.9,,,0,1,15,0.0,51.1,0.0,0,2,0,1,0,2,13.3,113,8.7
Nick Semptimphelter,142984,QB,BUCKNELL,1,2.72,2.24,3.64,5.17,33,125,82.4,17,17,8.0,1.65,0,2,11.8,64.7,11,5,21.4,17,51.5,3,3,,,,66.7,76.3,71.8,,75.7,,,,,,0,0,17,0.0,71.9,0.0,0,0,0,0,0,0,0.0,65,3.8,42.9,7,8,18.1,3.85,0,0,0.0,37.5,3,9,0.0,16,48.5,0,1,,,,66.5,43.6,71.8,,50.4,,,49.0,,,0,0,17,55.6,45.8,31.3,5,3,0,1,0,0,0.0,15,1.9
Zach Calzada,98006,QB,TEXAS A&M,1,2.79,2.66,,4.7,33,312,92.3,13,13,6.5,2.1,0,1,6.3,84.6,11,6,8.3,13,39.4,1,6,,,,66.5,88.7,71.6,,87.8,,,,,,0,0,16,0.0,136.5,0.0,0,0,0,0,1,0,0.0,138,10.6,58.8,17,18,13.3,3.24,0,1,5.3,55.6,10,8,0.0,20,60.6,0,9,,,,67.2,76.4,72.5,,76.5,,,60.6,,,0,1,21,0.0,96.3,0.0,0,2,0,1,2,0,0.0,147,8.2
Camden Orth,108965,QB,LIUSHAR,1,2.55,2.47,3.1,,33,1298,70.6,17,19,4.4,1.89,1,0,0.0,63.2,12,5,0.0,20,60.6,0,4,,,,67.2,63.9,72.5,,63.6,,,,,,1,0,21,20.0,72.7,5.0,1,0,0,0,0,0,0.0,82,4.3,87.5,8,10,5.9,3.55,0,0,0.0,60.0,6,7,14.3,13,39.4,1,2,,,,21.0,61.1,71.2,,60.9,,,,,,1,1,14,42.9,31.3,23.1,3,0,0,1,0,1,7.1,45,4.5
Glendon McDaniel,78483,QB,SOUTHERN U,1,2.35,2.33,3.0,3.8,33,297,100.0,14,16,0.9,1.61,2,0,0.0,87.5,14,2,0.0,16,48.5,0,8,,,,67.0,73.0,72.2,,72.6,,,,,,0,0,19,0.0,98.4,0.0,0,0,0,0,0,0,0.0,122,7.6,53.8,13,13,10.8,3.23,0,0,0.0,46.2,6,7,14.3,16,48.5,1,6,,,,66.5,58.1,71.6,,54.5,,,64.1,,,0,1,16,28.6,35.7,12.5,2,1,0,0,0,1,6.3,85,6.5
Chris Ferguson,40105,QB,TOWSON,1,2.41,2.18,,5.85,33,317,95.0,20,20,5.2,1.65,0,0,0.0,90.0,18,4,5.3,20,60.6,1,8,,,,67.1,77.8,72.4,,77.1,,,,,,0,0,20,0.0,112.3,0.0,0,0,0,0,1,0,0.0,139,7.0,66.7,9,11,7.2,3.57,0,0,0.0,36.4,4,7,33.3,13,39.4,2,3,,,,66.0,67.5,71.0,,74.0,,,52.6,,,2,0,13,0.0,76.7,0.0,0,2,0,0,1,0,0.0,37,3.4
Terry Wilson,40709,QB,NEW MEXICO,1,2.77,2.35,3.78,5.83,33,241,76.9,13,13,4.8,1.73,0,0,0.0,76.9,10,2,0.0,13,39.4,0,1,,,,66.2,37.5,71.2,,37.7,,,,,,0,0,14,0.0,84.8,0.0,0,0,0,0,0,2,14.3,58,4.5,40.0,10,12,16.0,3.63,0,3,23.1,25.0,3,11,25.0,19,57.6,1,3,,,,67.1,50.3,72.4,,49.4,,,59.4,,,0,1,20,36.4,15.3,21.1,4,3,0,2,0,2,10.0,66,5.5
Derek Robertson,142298,QB,MAINE,1,2.38,2.38,,,32,212,82.4,17,18,6.6,1.89,1,0,0.0,66.7,12,2,14.3,18,56.3,2,6,,,,66.8,87.4,72.0,,86.5,,,,,,0,0,18,0.0,81.7,0.0,0,0,0,0,0,0,0.0,104,5.8,75.0,12,14,20.3,3.01,1,2,13.3,50.0,7,4,22.2,14,43.8,2,5,,,,66.4,90.0,71.4,,89.0,,,,,,1,0,15,0.0,119.6,0.0,0,0,0,0,1,0,0.0,179,12.8
Chris Oladokun,40364,QB,S DAK ST,1,2.85,2.77,,5.3,32,292,83.3,12,12,5.1,1.81,0,0,0.0,83.3,10,2,0.0,12,37.5,0,4,,,,66.2,73.0,71.2,,72.5,,,,,,0,0,14,0.0,130.2,0.0,0,0,0,0,1,0,0.0,103,8.6,73.7,19,19,13.2,3.48,0,1,5.0,68.4,13,7,7.1,20,62.5,1,10,,,,67.2,66.3,72.5,,67.8,,,57.3,,,0,2,21,0.0,71.6,0.0,0,1,0,0,0,2,9.5,255,13.4
N'Kosi Perry,60446,QB,FAU,1,3.08,2.6,4.33,5.47,32,165,80.0,15,15,5.0,1.88,0,1,6.3,80.0,12,3,0.0,16,50.0,0,6,,,,66.7,66.9,71.8,,66.5,,,,,,0,1,17,33.3,85.0,6.3,1,0,0,0,1,1,5.9,86,5.7,44.4,9,10,20.0,4.29,0,2,16.7,40.0,4,15,0.0,16,50.0,0,3,,,,22.9,30.1,72.0,,29.4,,,58.3,,,0,2,18,20.0,40.4,18.8,3,3,0,1,0,4,22.2,107,10.7
Layne Hatcher,82068,QB,ARK STATE,1,2.69,2.62,3.7,3.8,32,113,62.5,16,16,11.1,1.87,0,1,5.6,43.8,7,2,30.0,16,50.0,3,4,,,,66.8,78.5,72.0,,77.8,,,,,,0,1,18,0.0,53.1,0.0,0,0,0,0,1,0,0.0,76,4.8,66.7,12,14,13.9,3.51,0,1,7.1,42.9,6,4,25.0,16,50.0,2,4,,,,66.5,82.8,71.6,,85.3,,,57.3,,,0,0,16,25.0,94.0,6.3,1,1,0,2,1,0,0.0,109,7.8
Austin Aune,83528,QB,N TEXAS,1,2.81,2.61,2.9,4.47,32,251,71.4,14,16,6.1,1.88,1,0,0.0,62.5,10,4,0.0,17,53.1,0,3,,,,66.7,61.4,71.8,,61.1,,,,,,1,1,17,25.0,51.8,5.9,1,0,0,0,0,0,0.0,91,5.7,66.7,9,10,19.0,3.87,0,0,0.0,60.0,6,8,0.0,15,46.9,0,6,,,,66.5,71.0,71.6,,68.0,,,65.5,,,0,1,16,25.0,104.2,13.3,2,3,0,1,4,1,6.3,207,20.7
Bailey Fisher,88643,QB,GARD-WEBB,1,2.73,2.57,3.85,,32,171,81.3,16,16,5.0,1.74,0,0,0.0,75.0,12,1,7.7,16,50.0,1,4,,,,66.5,62.0,71.6,,61.7,,,,,,0,0,16,0.0,108.6,0.0,0,0,0,0,1,0,0.0,89,5.6,63.6,11,12,12.4,3.73,0,1,8.3,50.0,6,11,14.3,16,50.0,1,2,,,,66.4,60.9,71.6,,60.7,,,,,,1,1,16,36.4,33.3,25.0,4,0,0,0,0,1,6.3,70,5.8
Jayden Daniels,97993,QB,ARIZONA ST,1,3.34,2.71,4.75,5.03,32,110,72.7,11,11,7.5,1.88,0,1,9.1,63.6,7,3,12.5,11,34.4,1,4,,,,65.6,63.9,70.4,,63.6,,,,,,0,0,11,0.0,73.7,0.0,0,0,0,0,0,0,0.0,49,4.5,66.7,12,12,14.0,4.11,0,0,0.0,58.3,7,6,12.5,21,65.6,1,6,,,,67.2,65.8,72.5,,69.1,,,58.2,,,0,0,21,33.3,94.4,9.5,2,7,0,0,0,0,0.0,126,10.5
Hank Bachmeier,101284,QB,BOISE ST,1,2.91,2.77,,5.1,32,120,54.5,11,11,8.6,1.94,0,1,7.7,54.5,6,1,0.0,11,34.4,0,3,,,,66.0,67.3,71.0,,66.9,,,,,,0,0,13,0.0,68.4,0.0,0,0,0,0,0,0,0.0,55,5.0,86.7,15,19,5.5,3.42,0,1,5.0,63.2,12,8,7.7,21,65.6,1,6,,,,67.4,67.9,72.7,,67.7,,,60.6,,,0,0,22,0.0,80.4,0.0,0,2,0,4,0,0,0.0,117,6.2
Jack Cook,109015,QB,DAYTON,1,2.78,2.6,2.3,5.65,32,150,86.7,15,15,5.1,1.79,0,0,0.0,80.0,12,1,7.7,16,50.0,1,5,,,,66.5,76.8,71.6,,76.2,,,,,,0,1,16,100.0,60.8,6.3,1,0,0,0,0,1,6.3,79,5.3,92.3,13,14,10.5,3.76,0,1,7.1,64.3,9,6,25.0,16,50.0,3,7,,,,66.5,91.3,71.6,,91.7,,,60.6,,,0,0,16,0.0,86.6,0.0,0,2,0,1,0,0,0.0,104,7.4
Joey Carino,142211,QB,ALBANY,1,2.52,2.31,3.2,4.65,31,106,62.5,16,16,9.8,2.01,0,1,6.3,62.5,10,1,0.0,16,51.6,0,9,,,,66.5,57.6,71.6,,57.5,,,,,,0,0,16,0.0,125.8,0.0,0,0,0,0,2,0,0.0,123,7.7,70.0,10,11,13.7,3.07,0,1,9.1,63.6,7,7,0.0,15,48.4,0,4,,,,21.8,51.9,71.6,,49.6,,,62.0,,,1,0,16,28.6,100.9,13.3,2,2,0,0,0,2,12.5,121,11.0
