player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Paxton DeLaurent,159618,QB,SE MO ST,1,2.45,2.25,4.43,5.65,65,293,75.6,41,41,8.3,1.88,0,1,2.2,65.9,27,5,12.9,41,63.1,4,13,,69.4,88.0,75.2,86.8,,,0,0,45,0.0,121.2,0.0,0,0,0,0,5,0,0.0,243,5.9,47.4,19,19,15.6,3.43,0,1,4.8,36.8,7,12,22.2,24,36.9,2,6,,67.8,83.6,73.3,87.5,,51.6,0,0,26,25.0,79.5,12.5,3,2,0,0,1,1,3.8,133,7.0
Behren Morton,144747,QB,TEXAS TECH,1,2.68,2.53,2.8,5.57,63,315,85.7,35,35,2.8,1.71,0,0,0.0,74.3,26,2,13.3,35,55.6,4,11,,68.7,70.1,74.4,69.6,,,0,0,36,0.0,94.1,0.0,0,0,0,0,0,0,0.0,253,7.2,42.9,21,24,13.6,3.9,0,0,0.0,37.5,9,15,0.0,28,44.4,0,3,,68.3,28.7,73.9,29.4,,50.3,0,2,31,6.7,25.0,3.6,1,3,0,3,1,2,6.5,70,2.9
Adrian Parker,197143,QB,FPU,1,2.53,2.32,3.32,3.86,60,1527,66.7,30,30,4.1,1.82,0,0,0.0,63.3,19,6,5.0,30,50.0,1,5,,68.3,62.8,73.9,62.4,,,0,0,31,0.0,69.3,0.0,0,0,0,0,0,0,0.0,104,3.5,56.3,16,20,14.3,3.23,0,1,4.5,45.0,9,10,0.0,30,50.0,0,6,,28.3,39.6,74.0,44.5,,47.5,3,0,32,50.0,90.4,16.7,5,5,0,1,1,1,3.1,164,8.2
Ron Peace,186224,QB,TXAMCO,1,2.36,2.41,,,58,1139,59.5,37,37,8.5,1.74,0,0,0.0,54.1,20,8,9.1,37,63.8,2,10,,68.9,73.2,74.7,72.5,,,0,2,39,0.0,82.4,0.0,0,0,0,0,3,2,5.1,273,7.4,61.1,18,20,17.0,3.64,0,0,0.0,50.0,10,10,9.1,20,34.5,1,8,,67.5,68.8,72.8,68.3,,,0,0,23,0.0,80.8,0.0,0,0,0,2,0,1,4.3,178,8.9
Hank Bachmeier,101284,QB,WAKE,1,2.89,2.64,2.97,4.57,54,339,82.4,17,17,6.0,1.95,0,1,5.9,70.6,12,6,14.3,17,31.5,2,7,,66.7,68.0,71.8,67.6,,,0,0,17,0.0,112.6,0.0,0,0,0,0,1,0,0.0,131,7.7,69.6,23,25,14.3,3.32,0,4,14.3,60.0,15,18,6.3,37,68.5,1,12,,26.2,78.4,74.8,81.5,,56.6,1,0,40,33.3,95.6,16.2,6,6,0,1,0,0,0.0,261,10.4
Taylen Green,145996,QB,ARKANSAS,1,3.26,3.11,4.1,4.33,52,111,56.3,16,17,8.7,2.09,0,0,0.0,47.1,8,7,11.1,18,34.6,1,4,,66.8,61.6,72.0,61.3,,,1,0,18,14.3,57.5,5.6,1,0,0,0,0,0,0.0,66,3.9,70.4,27,28,16.0,3.87,0,2,7.1,64.3,18,17,5.3,34,65.4,1,16,,39.5,90.1,74.2,84.7,,76.3,0,1,34,11.8,104.8,5.9,2,4,0,1,1,0,0.0,350,12.5
Brady Meitz,149729,QB,STETSON,1,2.33,2.25,,4.35,52,302,70.0,30,30,10.4,1.9,0,0,0.0,63.3,19,6,9.5,30,57.7,2,13,,68.2,90.2,73.7,89.7,,,0,0,30,0.0,123.8,0.0,0,0,0,0,4,0,0.0,211,7.0,70.0,20,20,10.8,2.92,0,2,10.0,55.0,11,6,21.4,22,42.3,3,6,,67.4,86.9,72.7,90.3,,52.9,0,1,22,0.0,82.7,0.0,0,2,0,0,1,1,4.5,187,9.4
Taisun Phommachanh,99577,QB,UMASS,1,3.09,2.51,4.46,5.4,52,216,70.8,24,25,7.8,1.95,1,0,0.0,68.0,17,1,0.0,25,48.1,0,6,,67.7,65.3,73.1,64.9,,,0,1,25,0.0,76.6,0.0,0,0,0,0,1,0,0.0,127,5.1,64.3,14,15,15.6,4.14,1,3,18.8,60.0,9,14,0.0,27,51.9,0,8,,68.1,81.4,73.6,79.8,,67.1,0,0,29,35.7,88.8,18.5,5,7,0,0,0,0,0.0,132,8.8
Luke Bailey,143172,QB,DRAKE,1,2.77,2.68,,5.05,50,153,87.0,23,24,3.3,1.7,0,3,11.5,79.2,19,2,5.0,24,48.0,1,12,,67.8,84.2,73.3,83.4,,,0,0,26,0.0,104.2,0.0,0,0,0,1,0,0,0.0,216,9.0,47.4,19,24,15.1,3.77,1,1,3.4,37.5,9,11,0.0,26,52.0,0,6,,68.3,55.3,73.9,57.7,,53.1,2,0,31,0.0,89.6,0.0,0,2,0,2,2,0,0.0,164,6.8
Austin Smith,145763,QB,AUSTINPEAY,1,3.06,2.7,3.88,4.85,50,116,94.1,17,19,6.5,1.88,1,1,5.3,73.7,14,5,12.5,19,38.0,2,3,,67.0,72.6,72.2,72.1,,,0,1,19,0.0,90.5,0.0,0,0,0,1,1,1,5.3,143,7.5,58.8,17,19,10.9,3.79,0,0,0.0,52.6,10,17,0.0,31,62.0,0,9,,68.5,59.9,74.1,55.5,,66.5,0,0,33,47.1,95.7,25.8,8,4,0,2,1,1,3.0,147,7.7
