player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Walker Eget,146170,QB,S JOSE ST,1,2.52,2.41,,5.6,60,285,78.6,28,30,5.0,1.89,1,0,0.0,70.0,21,5,4.5,30,50.0,1,10,,68.3,63.2,73.9,62.8,,,1,0,31,0.0,94.3,0.0,0,0,0,0,1,1,3.2,164,5.5,57.1,28,28,16.6,3.15,0,5,15.6,53.6,15,6,6.3,30,50.0,1,13,,68.5,86.5,74.2,85.8,,61.8,0,0,34,0.0,118.2,0.0,0,2,0,0,2,0,0.0,320,11.4
Jaylen Raynor,172203,QB,ARK STATE,1,2.97,2.65,4.5,4.42,60,113,59.1,22,22,7.5,1.85,0,0,0.0,59.1,13,1,0.0,22,36.7,0,5,,67.6,57.2,73.0,57.0,,,0,0,24,0.0,68.2,0.0,0,0,0,0,0,0,0.0,89,4.0,73.9,23,25,9.4,3.72,0,2,7.7,64.0,16,13,5.9,37,61.7,1,11,,29.9,62.6,74.7,64.3,,56.4,0,1,39,53.8,71.9,18.9,7,5,0,2,0,2,5.1,199,8.0
Devin Page,177490,QB,CORNELL,1,2.96,2.81,3.73,5.7,58,147,59.3,27,28,4.1,1.73,1,0,0.0,57.1,16,2,0.0,28,48.3,0,10,,68.1,58.9,73.6,58.6,,,0,0,29,0.0,82.3,0.0,0,0,0,0,1,0,0.0,139,5.0,40.9,22,25,13.1,4.1,0,3,11.1,32.0,8,16,11.1,30,51.7,1,6,,28.6,35.3,74.1,38.0,,50.7,1,4,33,18.8,23.8,10.0,3,2,0,2,1,5,15.2,128,5.1
Kamden Sixkiller,133096,QB,CAMPBELL,1,3.38,3.13,3.65,4.94,54,131,75.0,20,20,4.8,1.87,0,0,0.0,70.0,14,0,6.7,20,37.0,1,4,,67.1,74.4,72.4,73.9,,,0,1,20,,76.5,0.0,0,0,0,0,1,1,5.0,97,4.9,18.2,22,25,21.0,4.27,0,1,3.3,16.0,4,10,0.0,34,63.0,0,7,,43.4,47.9,75.0,46.4,,59.1,0,0,41,20.0,45.1,5.9,2,7,0,3,0,1,2.4,108,4.3
Miller Moss,70727,QB,LOUISVILLE,1,2.59,2.58,2.9,,53,210,87.0,23,25,3.6,1.85,1,0,0.0,80.0,20,5,0.0,26,49.1,0,9,,67.8,57.9,73.3,57.7,,,0,0,26,20.0,107.3,3.8,1,0,0,1,1,1,3.8,164,6.6,62.5,24,26,11.8,3.31,1,2,7.1,50.0,13,12,13.3,27,50.9,2,8,,68.1,56.9,73.6,56.7,,,0,1,29,8.3,81.4,3.7,1,0,0,1,2,2,6.9,175,6.7
Colin Parachek,160568,QB,ALBANY,1,2.99,2.76,3.0,4.23,52,106,71.4,21,21,8.0,1.72,0,0,0.0,66.7,14,3,6.7,21,40.4,1,6,,67.2,58.0,72.5,57.8,,,0,1,21,0.0,57.6,0.0,0,0,0,0,0,1,4.8,100,4.8,58.8,17,21,13.8,3.85,0,0,0.0,33.3,7,12,30.0,31,59.6,3,9,,68.4,64.7,74.0,62.7,,63.3,1,0,32,16.7,62.4,6.5,2,8,0,3,1,1,3.1,84,4.0
Micah Alejado,184162,QB,HAWAII,1,2.35,2.24,,4.03,51,180,90.6,32,33,6.8,1.71,1,3,8.8,78.8,26,3,10.3,33,64.7,3,14,,68.5,90.9,74.2,90.6,,,0,0,34,0.0,140.2,0.0,0,0,0,0,3,0,0.0,342,10.4,83.3,12,15,14.3,3.51,1,0,0.0,60.0,9,4,10.0,18,35.3,1,8,,67.0,77.9,72.2,86.2,,49.7,0,0,19,0.0,84.0,0.0,0,3,0,2,0,0,0.0,115,7.7
Noah Fifita,158722,QB,ARIZONA,1,2.97,2.84,2.7,6.4,51,109,80.0,20,21,5.7,1.88,1,0,0.0,66.7,14,2,12.5,21,41.2,2,4,,67.2,58.9,72.5,58.7,,,0,1,21,0.0,68.9,0.0,0,0,0,0,1,1,4.8,77,3.7,76.0,25,27,13.0,3.74,0,1,3.7,66.7,18,8,5.3,30,58.8,1,10,,68.2,69.5,73.7,68.7,,61.7,0,1,30,12.5,81.7,3.3,1,2,0,2,1,1,3.3,176,6.5
Cade McNamara,101620,QB,E TENN ST,1,2.43,2.36,2.74,3.8,50,157,94.1,17,19,6.8,1.75,2,2,9.5,84.2,16,3,0.0,20,40.0,0,11,,67.4,93.0,72.7,92.6,,,0,0,22,33.3,123.9,5.0,1,0,0,0,1,0,0.0,181,9.5,54.2,24,25,17.2,2.89,1,2,7.1,48.0,12,16,7.7,30,60.0,1,7,,68.5,66.0,74.1,66.9,,57.3,0,2,33,25.0,84.2,13.3,4,1,0,0,3,1,3.0,215,8.6
Quincy Crittendon,149944,QB,SAMFORD,1,2.6,2.33,3.65,5.25,50,282,75.9,29,29,5.9,1.72,0,0,0.0,72.4,21,2,4.5,29,58.0,1,8,,68.3,63.9,73.9,63.5,,,0,1,31,0.0,80.7,0.0,0,0,0,0,1,0,0.0,147,5.1,58.3,12,13,11.3,3.81,0,0,0.0,53.8,7,9,0.0,21,42.0,0,5,,25.2,54.1,72.8,53.8,,59.3,0,0,23,66.7,106.3,28.6,6,2,0,1,1,1,4.3,105,8.1
Logan Fife,128176,QB,NEW MEX ST,1,2.65,2.09,3.93,5.03,50,242,66.7,27,30,9.3,1.85,3,3,9.1,53.3,16,5,11.1,33,66.0,2,7,,68.7,57.8,74.4,57.6,,,0,1,36,60.0,56.3,9.1,3,0,0,0,0,3,8.3,170,5.7,57.1,7,7,14.9,4.21,0,0,0.0,57.1,4,10,0.0,17,34.0,0,4,,66.8,56.5,72.0,60.0,,55.0,0,0,18,60.0,100.3,35.3,6,4,0,0,0,0,0.0,85,12.1
Caden Veltkamp,156642,QB,FAU,1,2.52,2.52,,,49,165,74.1,27,27,5.2,1.8,0,1,3.7,66.7,18,1,10.0,27,55.1,2,7,,67.9,74.4,73.4,73.8,,,0,0,27,0.0,83.7,0.0,0,0,0,0,0,0,0.0,169,6.3,68.4,19,22,10.7,3.4,0,1,4.3,54.5,12,6,7.7,22,44.9,1,6,,67.5,75.4,72.8,74.7,,,0,0,23,0.0,74.2,0.0,0,0,0,3,0,0,0.0,141,6.4
Sam Leavitt,175465,QB,ARIZONA ST,1,3.09,2.69,3.28,5.58,49,110,81.0,21,21,2.9,1.87,0,0,0.0,81.0,17,4,0.0,22,44.9,0,7,,67.6,62.5,73.0,62.2,,,0,0,24,25.0,104.4,4.5,1,0,0,0,1,0,0.0,110,5.2,64.7,17,18,12.6,4.08,0,4,20.0,55.6,10,12,9.1,27,55.1,1,10,,27.3,69.3,73.6,64.0,,69.1,0,0,29,25.0,108.8,11.1,3,6,0,1,1,3,10.3,181,10.1
Brendan Sorsby,156398,QB,CINCINNATI,1,2.86,2.75,2.6,4.1,49,138,84.2,19,19,7.6,2.06,0,1,5.0,84.2,16,4,0.0,19,38.8,0,9,,67.1,81.1,72.4,80.3,,,0,0,20,0.0,121.3,0.0,0,0,0,0,1,0,0.0,169,8.9,61.9,21,25,13.6,3.36,0,0,0.0,52.0,13,18,0.0,30,61.2,0,10,,68.5,76.0,74.2,76.9,,60.2,1,0,34,5.6,95.3,3.3,1,4,0,3,1,1,2.9,219,8.8
Taron Dickens,177946,QB,W CAROLINA,1,2.6,2.25,4.03,4.54,48,344,79.2,24,24,4.2,1.72,0,0,0.0,75.0,18,2,5.3,25,52.1,1,14,,32.0,87.6,73.1,86.7,,,0,0,25,50.0,126.9,4.0,1,0,0,0,1,1,4.0,279,11.6,60.0,15,16,20.5,3.55,0,3,16.7,50.0,8,6,11.1,23,47.9,1,9,,67.7,78.4,73.1,84.9,,53.1,1,0,25,33.3,121.9,8.7,2,5,0,0,3,0,0.0,148,9.3
Ben Gulbranson,131734,QB,STANFORD,1,2.63,2.63,2.73,,47,300,81.8,22,22,7.8,2.04,0,0,0.0,68.2,15,4,16.7,24,51.1,3,6,,26.3,58.6,73.1,58.4,,,0,0,25,50.0,89.4,8.3,2,0,0,0,0,2,8.0,161,7.3,75.0,20,21,13.4,3.25,0,2,8.7,66.7,14,8,6.7,23,48.9,1,12,,67.7,91.2,73.1,90.8,,,0,0,25,25.0,141.5,8.7,2,0,0,1,2,0,0.0,283,13.5
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.46,2.27,2.6,4.4,46,224,85.2,27,27,5.0,1.77,0,1,3.3,70.4,19,1,17.4,27,58.7,4,8,,68.2,76.2,73.7,75.5,,,0,0,30,0.0,88.3,0.0,0,0,0,0,0,0,0.0,179,6.6,61.5,13,14,8.7,3.44,0,0,0.0,57.1,8,7,0.0,19,41.3,0,6,,67.9,42.5,72.7,44.3,,53.4,0,1,21,14.3,49.4,5.3,1,4,0,1,0,1,4.8,99,7.1
Grayson Saunier,171185,QB,DARTMOUTH,1,2.4,2.38,,3.1,46,148,80.0,25,26,6.1,1.84,1,1,3.8,73.1,19,0,5.0,26,56.5,1,10,,67.8,69.8,73.3,69.3,,,0,1,26,,86.4,0.0,0,0,0,0,1,1,3.8,166,6.4,66.7,18,19,12.9,3.13,0,4,19.0,57.9,11,8,8.3,20,43.5,1,7,,67.6,90.4,73.0,86.9,,71.3,0,0,24,0.0,120.0,0.0,0,1,0,1,1,1,4.2,241,12.7
