player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jaylen Henderson,146054,QB,TEXAS A&M,1,3.4,2.64,5.97,6.18,47,312,94.7,19,19,3.8,1.82,0,0,0.0,84.2,16,1,11.1,19,40.4,2,7,,,,,67.0,72.1,72.2,71.6,,,0,0,19,0.0,96.3,0.0,0,0,0,0,0,0,0.0,135,7.1,78.6,14,16,9.4,4.63,0,0,0.0,56.3,9,15,18.2,27,57.4,2,7,,,,,68.0,40.3,73.5,47.1,,46.9,0,1,28,20.0,103.9,11.1,3,8,0,2,2,1,3.6,159,9.9
Frank Harris,60586,QB,UTSA,1,2.95,2.81,3.55,4.68,46,331,77.8,18,19,4.3,1.78,1,0,0.0,73.7,14,5,0.0,19,41.3,0,5,,,,,67.2,55.9,72.5,55.7,,,0,1,21,0.0,68.3,0.0,0,0,0,0,0,0,0.0,122,6.4,72.2,18,20,4.7,3.91,0,0,0.0,55.0,11,12,15.4,26,56.5,2,5,,,,,68.0,45.6,73.5,45.9,,56.6,1,1,28,16.7,59.6,7.7,2,4,0,1,1,1,3.6,76,3.8
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.87,2.27,4.45,6.06,46,224,86.4,22,22,5.8,1.57,0,1,4.3,81.8,18,2,5.3,22,47.8,1,7,,,,,67.5,74.3,72.8,73.7,,,0,1,23,0.0,83.1,0.0,0,0,0,0,0,1,4.3,187,8.5,85.7,14,15,4.5,4.07,0,0,0.0,73.3,11,8,8.3,24,52.2,1,5,,,,,67.6,47.5,73.0,47.7,,56.5,0,2,24,50.0,38.6,16.7,4,5,0,1,0,1,4.2,54,3.6
Brayden Schager,146078,QB,HAWAII,1,2.69,2.57,4.2,4.7,46,180,83.3,24,24,5.4,1.84,0,0,0.0,79.2,19,3,5.0,24,52.2,1,7,,,,,67.6,66.0,73.0,65.6,,,0,0,24,0.0,96.9,0.0,0,0,0,0,0,0,0.0,174,7.3,81.3,16,19,12.0,3.62,0,0,0.0,57.9,11,8,15.4,22,47.8,2,9,,,,,67.7,80.4,73.1,76.7,,68.5,0,0,25,12.5,99.9,4.5,1,2,0,3,1,0,0.0,146,7.7
Jaylen King,170801,QB,GARD-WEBB,1,2.96,2.61,3.88,4.9,45,171,83.3,18,19,5.8,1.85,0,0,0.0,78.9,15,3,0.0,20,44.4,0,7,,,,,67.2,61.0,72.5,60.7,,,0,1,21,33.3,99.3,5.0,1,0,0,1,1,1,4.8,169,8.9,53.3,15,17,17.4,3.85,0,1,5.6,35.3,6,10,25.0,25,55.6,2,3,,,,,26.3,29.6,73.3,29.6,,54.3,0,2,26,40.0,7.1,16.0,4,4,0,2,0,4,15.4,62,3.6
Grant Wilson,143041,QB,DOMINION,1,3.25,2.98,3.7,5.0,44,263,90.9,11,13,5.0,1.96,2,0,0.0,61.5,8,2,20.0,14,31.8,2,1,,,,,66.4,76.9,71.4,76.4,,,0,1,15,50.0,47.0,7.1,1,0,0,0,0,0,0.0,80,6.2,45.0,20,20,22.4,3.85,0,3,13.6,35.0,7,12,22.2,30,68.2,2,6,,,,,68.5,62.9,74.1,65.1,,55.0,0,0,33,58.3,74.6,23.3,7,3,0,0,1,0,0.0,128,6.4
Jaylen Raynor,172203,QB,ARK STATE,1,3.04,2.84,3.6,4.93,44,113,68.4,19,20,13.2,2.08,1,1,4.5,50.0,10,4,23.1,20,45.5,3,6,,,,,67.4,58.3,72.7,58.1,,,0,1,22,0.0,71.9,0.0,0,0,0,0,1,1,4.5,155,7.8,52.9,17,18,13.8,3.83,0,0,0.0,50.0,9,15,0.0,24,54.5,0,8,,,,,67.9,43.2,73.4,38.5,,66.6,0,0,27,20.0,68.8,12.5,3,3,0,1,0,2,7.4,108,6.0
Drake Maye,143969,QB,N CAROLINA,1,2.94,2.79,3.5,4.23,43,245,76.9,13,13,3.2,1.79,0,0,0.0,69.2,9,2,10.0,13,30.2,1,4,,,,,66.4,69.4,71.4,69.0,,,0,1,15,0.0,50.5,0.0,0,0,0,0,0,0,0.0,71,5.5,68.2,22,25,13.5,3.43,0,1,3.7,52.0,13,9,13.3,30,69.8,2,12,,,,,68.5,63.3,0.0,62.5,,65.7,1,1,33,11.1,85.9,3.3,1,4,0,2,2,0,0.0,183,7.3
Nate Yarnell,144037,QB,PITTSBURGH,1,2.99,2.83,4.13,3.87,42,268,82.4,17,17,7.4,1.91,0,0,0.0,76.5,13,2,7.1,17,40.5,1,8,,,,,66.7,59.7,71.8,59.5,,,0,1,17,0.0,72.4,0.0,0,0,0,0,0,1,5.9,127,7.5,70.6,17,19,13.3,3.73,0,3,15.0,63.2,12,9,0.0,25,59.5,0,5,,,,,67.7,72.0,0.0,80.9,,50.0,0,0,26,33.3,120.1,12.0,3,3,0,2,2,0,0.0,138,7.3
Bo Nix,97790,QB,OREGON,1,2.58,2.45,,5.15,42,264,85.2,27,27,4.5,1.94,0,0,0.0,81.5,22,4,4.3,27,64.3,1,12,,,,,67.9,79.5,73.4,78.8,,,0,0,27,0.0,99.8,0.0,0,0,0,0,0,0,0.0,215,8.0,91.7,12,13,11.0,3.73,0,1,7.7,84.6,11,6,0.0,15,35.7,0,8,,,,,66.4,92.1,71.4,92.3,,62.1,0,0,15,0.0,155.0,0.0,0,2,0,1,2,0,0.0,152,11.7
AJ Padgett,163006,QB,RICE,1,2.54,2.36,3.6,4.43,41,275,77.3,22,23,4.1,1.77,1,0,0.0,73.9,17,2,0.0,23,56.1,0,9,,,,,67.7,56.9,73.1,56.7,,,0,1,25,0.0,90.5,0.0,0,0,0,0,1,2,8.0,168,7.3,53.8,13,14,14.4,3.53,0,0,0.0,50.0,7,10,0.0,18,43.9,0,5,,,,,67.0,60.5,72.2,61.3,,58.5,0,0,19,10.0,109.2,5.6,1,3,0,1,2,1,5.3,87,6.2
Jack Plummer,83543,QB,LOUISVILLE,1,3.04,2.67,3.1,5.08,41,210,81.8,11,11,3.5,1.98,0,0,0.0,81.8,9,1,0.0,11,26.8,0,3,,,,,65.6,69.8,70.4,69.4,,,0,0,11,0.0,119.3,0.0,0,0,0,0,1,0,0.0,59,5.4,81.0,21,22,10.7,3.43,0,1,4.5,68.2,15,13,11.8,30,73.2,2,12,,,,,27.7,76.8,73.7,90.2,,42.5,1,1,30,15.4,89.8,6.7,2,6,0,0,1,1,3.3,183,8.3
Hudson Card,123109,QB,PURDUE,1,3.73,3.25,5.3,6.15,41,273,75.0,16,16,9.2,2.08,0,0,0.0,75.0,12,0,0.0,16,39.0,0,6,,,,,66.7,82.0,71.8,81.2,,,0,0,17,,120.8,0.0,0,0,0,0,1,0,0.0,136,8.5,66.7,18,18,14.9,4.78,0,1,5.3,50.0,9,10,25.0,25,61.0,3,9,,,,,26.7,77.6,73.3,78.3,,62.4,0,0,26,10.0,113.0,4.0,1,6,0,0,2,1,3.8,139,7.7
Noah Fifita,158722,QB,ARIZONA,1,2.6,2.6,,,41,109,82.4,17,17,2.2,1.71,0,0,0.0,82.4,14,4,0.0,17,41.5,0,8,,,,,66.7,50.0,71.8,50.0,,,0,1,17,0.0,121.8,0.0,0,0,0,0,2,1,5.9,165,9.7,70.8,24,24,18.1,3.24,0,3,12.5,66.7,16,9,5.9,24,58.5,1,15,,,,,67.7,93.3,73.1,93.4,,57.3,0,0,25,0.0,149.3,0.0,0,0,0,0,3,1,4.0,362,15.1
Dillon Gabriel,86272,QB,OKLAHOMA,1,3.3,3.29,3.43,,41,261,100.0,9,10,2.7,1.72,1,0,0.0,70.0,7,2,22.2,11,26.8,2,3,,,,,65.6,74.1,70.4,73.6,,,0,0,11,50.0,81.7,9.1,1,0,0,0,0,0,0.0,51,5.1,68.0,25,28,18.5,3.88,1,4,13.3,60.7,17,9,0.0,30,73.2,0,12,,,,,68.4,91.8,74.0,91.4,,,0,1,32,22.2,125.4,6.7,2,0,0,2,3,1,3.1,349,12.5
Diego Pavia,156927,QB,NEW MEX ST,1,2.7,2.34,2.5,5.1,40,242,70.0,20,20,6.7,1.6,0,1,4.8,70.0,14,4,0.0,21,52.5,0,8,,,,,67.4,64.1,72.7,63.8,,,0,2,22,25.0,65.6,4.8,1,0,0,0,1,2,9.1,135,6.8,75.0,12,13,14.5,3.9,0,0,0.0,61.5,8,14,11.1,19,47.5,1,7,,,,,67.0,68.7,72.2,59.0,,73.2,1,0,19,7.1,95.0,5.3,1,5,0,0,0,1,5.3,130,10.0
Will Rogers,124184,QB,MISS STATE,1,2.73,2.7,,4.1,40,227,72.0,25,25,4.8,1.9,0,0,0.0,72.0,18,4,0.0,25,62.5,0,6,,,,,67.8,66.3,73.3,65.8,,,0,0,26,0.0,83.4,0.0,0,0,0,0,0,1,3.8,128,5.1,90.9,11,14,9.4,4.12,0,0,0.0,50.0,7,6,30.0,15,37.5,3,5,,,,,66.7,70.5,71.8,72.7,,57.0,0,0,17,0.0,67.3,0.0,0,1,0,3,0,0,0.0,79,5.6
Kirk Francis,173296,QB,TULSA,1,3.31,3.17,,5.03,40,320,62.5,8,9,8.4,2.02,1,1,10.0,55.6,5,4,0.0,9,22.5,0,3,,,,,65.4,49.9,70.1,49.9,,,0,0,10,0.0,92.4,0.0,0,0,0,0,0,1,10.0,95,10.6,78.6,28,28,12.5,3.69,0,0,0.0,64.3,18,11,18.2,31,77.5,4,13,,,,,68.5,88.5,74.2,83.1,,74.7,0,1,34,0.0,94.0,0.0,0,3,0,0,2,1,2.9,198,7.1
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,3.31,3.22,3.4,6.7,40,144,88.9,18,18,5.8,2.03,0,1,5.0,83.3,15,1,6.3,18,45.0,1,5,,,,,67.1,82.8,72.4,82.0,,,0,0,20,0.0,123.8,0.0,0,0,0,0,1,0,0.0,167,9.3,61.1,18,20,17.9,4.36,0,1,4.5,55.0,11,8,0.0,22,55.0,0,7,,,,,67.6,56.0,73.0,57.3,,57.3,0,1,24,12.5,73.3,4.5,1,1,0,2,1,3,12.5,142,7.1
Tyler Van Dyke,122225,QB,MIAMI FL,1,3.13,2.91,,5.7,39,220,86.7,15,15,3.1,1.74,0,0,0.0,80.0,12,1,7.7,15,38.5,1,9,,,,,66.4,63.0,71.4,62.7,,,0,0,15,0.0,144.6,0.0,0,0,0,0,2,0,0.0,138,9.2,77.8,18,21,13.1,3.99,0,3,13.6,52.4,11,8,21.4,24,61.5,3,7,,,,,67.7,85.7,73.1,90.5,,50.3,0,0,25,0.0,75.9,0.0,0,3,0,3,0,0,0.0,152,7.2
Behren Morton,144747,QB,TEXAS TECH,1,2.66,2.58,3.05,4.8,39,315,61.1,18,18,6.0,1.88,0,0,0.0,61.1,11,3,0.0,18,46.2,0,2,,,,,66.8,59.5,72.0,59.2,,,0,1,18,0.0,42.4,0.0,0,0,0,0,0,0,0.0,37,2.1,68.8,16,18,7.9,3.32,1,1,5.3,44.4,8,13,27.3,21,53.8,3,4,,,,,67.4,40.2,72.7,36.7,,64.3,0,2,22,15.4,12.0,9.5,2,1,0,1,0,4,18.2,51,2.8
Devin Grainger,78496,QB,GA STATE,1,2.35,2.29,2.3,4.6,38,175,100.0,21,21,2.8,1.65,0,0,0.0,90.5,19,2,9.5,22,57.9,2,7,,,,,24.8,76.9,72.7,76.3,,,0,0,22,50.0,125.2,4.5,1,0,0,0,2,1,4.5,135,6.4,50.0,14,15,16.9,3.3,0,0,0.0,46.7,7,7,0.0,16,42.1,0,2,,,,,66.5,27.5,71.6,27.9,,57.0,0,2,16,0.0,20.3,0.0,0,1,0,1,0,3,18.8,68,4.5
Jalen Milroe,146590,QB,ALABAMA,1,4.42,3.41,3.2,6.63,38,103,85.7,7,7,3.6,1.63,0,0,0.0,85.7,6,1,0.0,7,18.4,0,3,,,,,64.6,56.8,69.1,56.7,,,0,0,7,0.0,93.5,0.0,0,0,0,0,0,0,0.0,45,6.4,66.7,15,18,16.7,5.05,0,3,16.7,55.6,10,13,0.0,31,81.6,0,14,,,,,68.3,87.3,0.0,86.0,,74.7,1,0,31,7.7,135.0,3.2,1,12,0,2,2,0,0.0,214,11.9
Spencer Rattler,97408,QB,S CAROLINA,1,2.93,2.84,2.7,5.03,38,289,69.2,13,13,2.3,1.93,0,0,0.0,61.5,8,2,11.1,14,36.8,1,2,,,,,66.2,47.6,71.2,47.5,,,0,0,14,50.0,65.9,7.1,1,0,0,0,0,0,0.0,26,2.0,73.3,15,19,9.6,3.67,0,0,0.0,42.1,8,19,27.3,23,60.5,3,5,,,,,67.6,63.6,73.0,59.1,,67.6,1,1,24,5.3,34.1,4.3,1,3,0,3,0,1,4.2,86,4.5
Joey Aguilar,174978,QB,APP STATE,1,2.57,2.51,3.3,3.9,38,108,86.7,15,15,5.3,1.75,0,0,0.0,80.0,12,1,7.7,15,39.5,1,6,,,,,66.4,71.4,71.4,70.9,,,0,1,15,0.0,93.1,0.0,0,0,0,0,1,0,0.0,115,7.7,57.1,21,21,15.0,3.11,0,1,4.3,52.4,11,6,8.3,23,60.5,1,10,,,,,26.0,63.4,73.4,65.1,,56.7,0,0,25,16.7,121.2,4.3,1,1,0,0,3,1,4.0,181,8.6
Mikey Keene,70961,QB,FRESNO ST,1,2.5,2.3,3.2,9.0,38,169,73.3,30,30,5.1,1.89,0,0,0.0,63.3,19,0,13.6,30,78.9,3,9,,,,,68.3,63.5,73.9,63.2,,,0,1,31,,63.7,0.0,0,0,0,0,0,1,3.2,164,5.5,50.0,4,6,3.8,4.79,0,0,0.0,33.3,2,4,0.0,8,21.1,0,2,,,,,64.9,61.5,69.5,65.9,,57.3,0,0,8,25.0,47.9,12.5,1,1,0,2,0,0,0.0,26,4.3
Levi Williams,98365,QB,UTAH ST,1,2.84,2.33,2.67,4.89,37,329,73.3,15,15,5.1,1.75,0,0,0.0,66.7,10,2,9.1,15,40.5,1,1,,,,,66.7,62.5,71.8,62.2,,,0,0,17,0.0,72.6,0.0,0,0,0,0,0,0,0.0,54,3.6,70.0,10,12,23.4,3.58,1,1,6.7,50.0,6,13,14.3,22,59.5,1,10,,,,,67.7,73.1,73.1,61.2,,76.3,0,1,25,23.1,98.6,13.6,3,7,0,1,2,1,4.0,144,12.0
Gavin Wimsatt,155757,QB,RUTGERS,1,2.58,2.44,4.0,4.5,37,278,52.9,17,20,6.3,2.03,2,0,0.0,40.0,8,2,11.1,20,54.1,1,4,,,,,67.4,42.5,72.7,42.6,,,0,0,22,0.0,70.2,0.0,0,0,0,1,1,1,4.5,87,4.4,38.5,13,14,18.8,3.24,0,1,6.7,35.7,5,5,0.0,17,45.9,0,4,,,,,66.8,63.6,72.0,57.6,,67.9,1,1,18,40.0,25.3,11.8,2,1,0,0,0,1,5.6,78,5.6
Grayson Loftis,170054,QB,DUKE,1,2.18,2.18,,,37,154,73.1,26,28,5.6,1.95,1,2,6.5,64.3,18,8,5.3,28,75.7,1,8,,,,,68.3,62.9,73.9,62.5,,,1,0,31,0.0,107.4,0.0,0,0,0,0,2,1,3.2,188,6.7,25.0,8,9,21.6,2.9,1,0,0.0,22.2,2,3,0.0,9,24.3,0,1,,,,,65.4,47.7,70.1,47.9,,,0,1,10,0.0,15.3,0.0,0,0,0,0,0,0,0.0,60,6.7
DJ Uiagalelei,122162,QB,OREGON ST,1,2.74,2.69,3.3,3.6,37,265,78.6,14,14,5.4,1.96,0,0,0.0,71.4,10,3,9.1,14,37.8,1,5,,,,,66.2,70.3,71.2,69.9,,,0,0,14,0.0,94.9,0.0,0,0,0,0,0,0,0.0,112,8.0,50.0,18,21,14.1,3.2,1,0,0.0,42.9,9,15,0.0,23,62.2,0,7,,,,,67.7,48.4,73.1,50.3,,56.3,1,1,25,6.7,55.3,4.3,1,1,0,1,1,1,4.0,108,5.1
Brendan Sorsby,156398,QB,INDIANA,1,3.01,2.59,7.8,5.23,37,190,100.0,12,13,3.1,1.81,1,0,0.0,92.3,12,1,0.0,13,35.1,0,9,,,,,66.2,63.1,71.2,62.8,,,0,0,14,0.0,148.2,0.0,0,0,0,0,2,0,0.0,131,10.1,37.5,16,19,20.8,3.67,0,3,15.8,26.3,5,10,16.7,24,64.9,1,6,,,,,67.6,58.8,73.0,60.9,,55.7,2,3,24,10.0,25.9,4.2,1,4,0,1,1,2,8.3,95,5.0
Brennan Armstrong,77696,QB,NC STATE,1,2.54,2.39,2.0,4.5,37,248,88.2,17,17,5.9,1.67,0,1,5.6,76.5,13,1,13.3,18,48.6,2,9,,,,,67.0,81.3,72.2,80.5,,,0,0,19,100.0,138.5,5.6,1,0,0,0,3,0,0.0,135,7.9,83.3,12,14,11.6,3.56,0,0,0.0,64.3,9,8,10.0,18,48.6,1,7,,,,,67.1,90.0,72.4,91.4,,59.8,0,0,20,0.0,107.7,0.0,0,4,0,2,0,0,0.0,199,14.2
Luke Schomburg,159795,QB,CHATTNOOGA,1,2.41,2.28,,7.0,37,137,69.6,23,23,10.2,1.79,0,1,4.2,65.2,15,1,6.3,23,62.2,1,8,,,,,67.6,72.0,73.0,71.5,,,0,0,24,0.0,97.6,0.0,0,0,0,0,1,0,0.0,147,6.4,54.5,11,13,12.7,3.41,0,0,0.0,46.2,6,4,0.0,14,37.8,0,5,,,,,66.2,53.4,71.2,54.9,,57.8,0,1,14,0.0,44.4,0.0,0,1,0,2,0,1,7.1,112,8.6
Kurtis Rourke,97998,QB,OHIO,1,2.76,2.58,3.3,6.15,36,259,87.5,16,16,5.0,1.86,0,0,0.0,75.0,12,1,14.3,16,44.4,2,4,,,,,66.5,78.1,71.6,77.5,,,0,0,16,0.0,114.1,0.0,0,0,0,0,1,0,0.0,110,6.9,69.2,13,14,10.2,3.67,0,1,6.7,50.0,7,9,22.2,19,52.8,2,4,,,,,67.1,73.6,72.4,72.9,,62.1,0,0,20,33.3,72.9,15.8,3,2,0,1,0,0,0.0,98,7.0
Tommy Castellanos,158433,QB,BOSTON COL,1,3.38,2.63,3.8,5.5,36,121,76.9,13,13,5.1,1.79,0,2,15.4,76.9,10,0,0.0,13,36.1,0,4,,,,,66.0,86.6,71.0,85.9,,,0,0,13,,111.7,0.0,0,0,0,0,1,0,0.0,62,4.8,50.0,12,13,10.6,4.27,0,1,6.7,38.5,5,12,16.7,23,63.9,1,7,,,,,67.7,63.2,73.1,56.4,,66.9,0,2,25,8.3,23.1,4.3,1,9,0,1,0,1,4.0,89,6.8
Shane Illingworth,71512,QB,NEVADA,1,2.76,2.58,3.42,3.78,36,239,50.0,16,17,9.6,1.88,0,1,5.3,47.1,8,8,0.0,19,52.8,0,4,,,,,67.2,45.0,72.5,45.0,,,1,1,21,25.0,40.1,10.5,2,0,0,0,0,2,9.5,95,5.6,75.0,8,9,10.6,3.96,0,0,0.0,66.7,6,9,0.0,16,44.4,0,5,,,,,66.8,55.1,72.0,63.8,,48.4,1,0,18,33.3,97.0,18.8,3,4,0,0,0,1,5.6,85,9.4
Austin Reed,111760,QB,W KENTUCKY,1,2.53,2.46,4.8,,36,346,94.4,18,19,0.1,1.52,0,0,0.0,84.2,16,0,5.9,19,52.8,1,7,,,,,67.0,65.2,72.2,64.9,,,0,0,19,,140.5,0.0,0,0,0,1,3,0,0.0,156,8.2,62.5,16,16,12.1,3.66,0,0,0.0,62.5,10,8,0.0,17,47.2,0,8,,,,,66.8,67.0,72.0,66.5,,,0,0,18,12.5,107.3,5.9,1,0,0,0,1,0,0.0,124,7.8
