player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Zevi Eckhaus,148535,QB,BRYANT,1,2.51,2.37,2.68,4.97,68,124,65.8,38,38,9.7,1.93,0,3,7.3,60.5,23,2,8.0,38,55.9,2,14,,69.1,53.4,74.9,53.3,,,0,2,41,0.0,76.6,0.0,0,0,0,0,2,4,9.8,260,6.8,47.8,23,23,14.4,3.24,0,3,12.0,47.8,11,15,0.0,30,44.1,0,11,,68.4,70.1,74.0,63.5,,75.9,0,1,32,26.7,72.7,13.3,4,3,0,0,1,2,6.3,190,8.3
Gunner Talkington,60371,QB,E WASHGTON,1,2.86,2.76,3.0,4.62,66,161,75.9,29,29,5.6,1.96,0,1,3.4,72.4,21,6,4.5,29,43.9,1,11,,68.1,62.0,73.6,61.7,,,0,1,29,0.0,99.4,0.0,0,0,0,0,2,1,3.4,197,6.8,65.4,26,30,14.5,3.66,1,1,3.3,50.0,15,16,11.8,36,54.5,2,13,,68.8,79.4,74.5,75.3,,70.9,0,0,37,6.3,82.2,2.8,1,5,0,3,1,0,0.0,197,6.6
Hunter Dekkers,122511,QB,IOWA STATE,1,2.63,2.5,2.9,5.1,61,193,75.0,36,36,5.4,1.92,0,0,0.0,69.4,25,3,7.4,36,59.0,2,9,,68.7,63.4,74.4,63.0,,,0,2,36,0.0,64.8,0.0,0,0,0,0,1,2,5.6,162,4.5,72.2,18,21,9.9,3.65,0,0,0.0,57.1,12,15,7.7,25,41.0,1,8,,67.6,72.5,73.1,66.3,,72.7,1,1,25,6.7,58.8,4.0,1,3,0,2,0,1,4.0,146,7.0
Hajj-Malik Williams,102348,QB,CAMPBELL,1,2.48,2.15,4.34,4.93,58,131,85.7,35,36,5.6,1.7,1,1,2.7,75.0,27,3,10.0,37,63.8,3,13,,68.9,63.4,74.6,63.0,,,0,1,38,33.3,103.8,2.7,1,0,0,0,1,2,5.3,359,10.0,64.3,14,14,16.1,3.86,0,1,6.3,42.9,6,9,33.3,21,36.2,3,4,,67.5,42.4,72.8,45.9,,51.0,0,0,23,44.4,84.5,19.0,4,3,0,0,1,1,4.3,77,5.5
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.89,2.54,3.73,4.98,56,285,82.1,28,28,7.0,1.98,0,1,3.1,82.1,23,2,0.0,29,51.8,0,14,,68.4,76.2,74.1,75.5,,,0,0,33,50.0,113.5,3.4,1,0,0,0,1,0,0.0,235,8.4,64.7,17,17,14.7,3.86,0,2,11.1,58.8,10,13,9.1,27,48.2,1,7,,27.0,50.6,73.5,49.4,,59.7,0,0,28,38.5,96.4,18.5,5,5,0,0,1,3,10.7,105,6.2
DJ Irons,145585,QB,AKRON,1,3.01,2.93,3.38,5.7,55,102,83.3,18,18,7.3,1.93,0,0,0.0,77.8,14,2,6.7,18,32.7,1,5,,66.8,90.8,72.0,90.5,,,0,0,18,0.0,110.4,0.0,0,0,0,0,1,0,0.0,109,6.1,69.2,26,30,14.7,3.63,0,4,12.9,53.3,16,17,11.1,36,65.5,2,9,,30.0,69.8,74.5,68.9,,62.1,0,1,37,23.5,60.4,11.1,4,2,0,4,0,2,5.4,200,6.7
Judd Erickson,52033,QB,SAN DIEGO,1,2.26,2.22,3.23,4.6,54,283,82.8,29,29,5.0,1.67,0,1,3.4,75.9,22,5,8.3,30,55.6,2,9,,68.2,85.8,73.7,84.9,,,0,0,30,20.0,134.1,3.3,1,0,0,0,3,0,0.0,239,8.2,66.7,15,18,7.3,3.26,1,0,0.0,50.0,9,14,10.0,22,40.7,1,8,,67.5,73.7,72.8,70.9,,64.2,0,0,23,21.4,70.6,13.6,3,1,0,2,0,0,0.0,116,6.4
Jake Haener,60596,QB,FRESNO ST,1,2.61,2.34,3.73,4.55,54,169,84.4,32,33,8.9,1.91,1,3,8.8,78.8,26,10,3.7,34,63.0,1,16,,68.6,79.3,74.3,78.5,,,0,1,35,10.0,121.3,2.9,1,0,0,0,3,1,2.9,293,8.9,72.7,11,12,12.5,3.79,0,2,14.3,66.7,8,13,0.0,20,37.0,0,5,,67.4,74.6,72.7,79.2,,52.9,0,1,22,46.2,58.7,30.0,6,2,0,1,0,1,4.5,103,8.6
Joe Mischler,77695,QB,DUQUESNE,1,2.33,2.14,4.47,5.4,54,155,76.2,42,43,9.3,1.87,1,8,17.4,69.8,30,5,6.3,43,79.6,2,17,,69.4,88.9,75.3,87.7,,,0,2,46,0.0,106.5,0.0,0,0,0,0,4,3,6.5,358,8.3,83.3,6,7,7.8,4.12,0,0,0.0,71.4,5,7,0.0,11,20.4,0,3,,65.6,55.0,70.4,57.9,,57.3,1,1,11,42.9,94.9,27.3,3,1,0,0,1,1,9.1,56,8.0
Aidan Sayin,148974,QB,PENN,1,2.52,2.42,3.2,6.3,54,267,83.9,31,32,7.8,1.98,1,2,6.1,68.8,22,2,15.4,32,59.3,4,12,,68.5,91.0,74.1,90.6,,,0,1,33,0.0,79.6,0.0,0,0,0,0,1,0,0.0,175,5.5,36.8,19,19,12.6,3.3,0,1,5.0,36.8,7,8,0.0,22,40.7,0,2,,67.5,36.2,72.8,39.5,,53.6,0,0,23,25.0,45.3,9.1,2,1,0,0,0,2,8.7,52,2.7
