player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tanner Mordecai,77656,QB,SMU,1,2.9,2.73,3.77,4.5,61,287,63.0,27,28,8.4,1.9,0,2,6.5,53.6,15,3,11.8,28,45.9,2,10,,68.3,61.2,73.9,60.9,,,0,1,31,0.0,78.7,0.0,0,0,0,1,2,0,0.0,155,5.5,68.2,22,26,10.9,3.74,0,3,11.1,53.8,14,9,6.7,33,54.1,1,10,,28.9,76.2,74.2,83.8,,45.9,0,1,34,33.3,78.0,9.1,3,4,0,4,1,1,2.9,214,8.2
Connor Bazelak,99135,QB,INDIANA,1,2.28,2.27,3.3,,59,190,69.7,33,34,6.5,1.77,0,1,2.8,61.8,21,6,8.7,34,57.6,2,10,,68.7,59.9,74.4,59.6,,,0,0,36,0.0,85.5,0.0,0,0,0,1,0,1,2.8,261,7.7,65.0,20,21,13.9,3.1,0,1,4.2,57.1,12,10,7.7,24,40.7,1,7,,67.9,71.3,73.4,70.7,,,0,0,27,30.0,101.9,12.5,3,0,0,1,2,0,0.0,103,4.9
Kobe Tracy,141317,QB,UTAHTC,1,3.17,2.94,3.3,4.76,58,1285,61.9,21,21,6.1,1.94,0,0,0.0,61.9,13,2,0.0,21,36.2,0,9,,67.5,55.2,72.8,55.0,,,0,1,23,0.0,57.8,0.0,0,0,0,0,0,1,4.3,121,5.8,52.6,19,27,19.1,3.88,0,3,10.7,25.9,7,23,30.0,37,63.8,3,6,,68.9,71.4,74.6,68.7,,66.1,3,0,38,13.0,68.3,8.1,3,7,0,5,2,0,0.0,107,4.0
Jason Shelley,60581,QB,MO STATE,1,2.97,2.65,3.05,4.81,58,230,71.4,21,23,7.6,1.95,1,0,0.0,60.9,14,6,6.7,26,44.8,1,7,,68.0,58.8,73.5,58.5,,,0,0,28,50.0,87.6,11.5,3,0,0,1,0,1,3.6,192,8.3,61.1,18,20,13.0,3.79,0,0,0.0,50.0,10,14,9.1,32,55.2,1,10,,68.5,57.3,74.1,49.6,,69.4,0,0,33,35.7,94.8,15.6,5,7,0,2,1,2,6.1,165,8.3
Cole Snyder,97617,QB,BUFFALO,1,2.39,2.15,3.07,4.77,57,126,73.5,34,34,6.3,1.76,0,1,2.9,70.6,24,6,4.0,36,63.2,1,15,,68.7,58.8,74.5,58.5,,,0,1,37,33.3,93.5,5.6,2,0,0,0,2,3,8.1,206,6.1,41.7,12,14,17.6,3.45,1,0,0.0,35.7,5,13,0.0,21,36.8,0,4,,67.1,45.2,72.5,49.4,,50.8,0,1,21,30.8,19.3,19.0,4,3,0,1,0,1,4.8,58,4.1
Aidan O'Connell,60516,QB,PURDUE,1,2.49,2.45,,4.5,57,273,76.5,34,35,7.4,1.84,0,1,2.9,74.3,26,5,0.0,35,61.4,0,10,,68.7,71.6,74.4,70.9,,,0,0,36,0.0,100.2,0.0,0,0,0,1,1,0,0.0,224,6.4,76.5,17,21,15.4,3.52,0,2,8.7,61.9,13,10,0.0,22,38.6,0,8,,67.6,67.8,73.0,69.2,,57.3,1,1,24,0.0,105.3,0.0,0,1,0,3,2,1,4.2,200,9.5
RJ Martinez,147690,QB,N ARIZONA,1,3.07,2.75,3.8,4.97,56,252,90.0,20,21,4.9,1.65,1,1,4.5,85.7,18,1,0.0,21,37.5,0,9,,67.4,76.3,72.7,75.7,,,0,0,22,0.0,128.4,0.0,0,0,0,0,2,0,0.0,151,7.2,76.2,21,26,9.8,3.92,1,2,7.1,57.7,15,18,6.3,35,62.5,1,10,,68.9,81.3,74.6,74.0,,74.8,0,1,38,11.1,61.9,5.7,2,7,0,4,0,1,2.6,173,6.7
Matt McDonald,60350,QB,BOWL GREEN,1,2.87,2.91,2.55,3.82,54,122,62.5,16,17,10.0,2.0,1,0,0.0,58.8,10,6,0.0,18,33.3,0,3,,67.0,53.1,72.2,53.0,,,0,0,19,16.7,96.9,5.6,1,0,0,0,1,0,0.0,107,6.3,73.1,26,28,10.1,3.51,0,1,3.6,60.7,17,14,10.5,34,63.0,2,12,,68.6,71.2,74.3,71.2,,61.6,1,0,35,7.1,114.4,2.9,1,5,0,1,3,0,0.0,175,6.3
Kyle Vantrease,55029,QB,GA SOUTHRN,1,2.49,2.32,,4.6,54,174,73.1,26,27,3.7,1.8,1,0,0.0,70.4,19,4,0.0,27,50.0,0,11,,67.9,66.8,73.4,66.4,,,0,0,27,0.0,98.4,0.0,0,0,0,0,1,0,0.0,164,6.1,22.7,22,23,17.9,3.17,0,0,0.0,21.7,5,9,0.0,27,50.0,0,4,,68.0,29.5,73.5,29.7,,54.2,0,3,28,0.0,0.0,0.0,0,4,0,1,0,4,14.3,40,1.7
Tim Demorat,78498,QB,FORDHAM,1,2.52,2.46,,5.8,54,168,80.8,26,26,7.1,1.82,0,0,0.0,76.9,20,4,4.8,26,48.1,1,12,,67.9,67.5,73.4,67.0,,,0,0,27,0.0,122.8,0.0,0,0,0,0,2,0,0.0,193,7.4,62.5,24,27,19.6,3.16,0,4,13.8,48.1,13,12,13.3,28,51.9,2,7,,68.2,82.9,73.7,80.4,,64.3,1,0,30,0.0,120.6,0.0,0,1,0,2,3,1,3.3,268,9.9
