player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Holton Ahlers,77651,QB,E CAROLINA,1,2.68,2.57,3.0,6.4,39,156,71.4,21,21,8.1,1.89,0,1,4.8,71.4,15,2,0.0,21,53.8,0,8,,,,,67.2,67.5,72.5,67.1,,,0,0,21,0.0,104.3,0.0,0,0,0,0,1,0,0.0,135,6.4,68.8,16,16,7.6,3.61,0,1,6.3,62.5,10,8,9.1,18,46.2,1,7,,,,,23.3,72.0,72.0,74.2,,57.3,0,0,18,12.5,140.4,5.6,1,1,0,0,2,1,5.6,179,11.2
Jordan Travis,77615,QB,FLORIDA ST,1,3.46,2.83,4.4,5.86,39,167,70.0,10,10,12.5,2.17,0,2,18.2,60.0,6,2,14.3,11,28.2,1,4,,,,,24.4,69.0,70.7,68.6,,,0,0,12,50.0,95.4,9.1,1,0,0,0,0,0,0.0,104,10.4,50.0,18,20,14.6,3.96,0,1,4.8,35.0,7,9,22.2,28,71.8,2,12,,,,,68.1,71.6,73.6,60.7,,77.1,1,0,29,11.1,81.0,3.6,1,7,0,1,1,1,3.4,159,8.0
Garrett Shrader,98212,QB,SYRACUSE,1,2.96,2.58,4.03,4.37,37,304,93.3,15,15,6.5,1.83,0,1,6.7,86.7,13,3,7.1,15,40.5,1,10,,,,,66.4,61.0,71.4,60.7,,,0,0,15,0.0,131.9,0.0,0,0,0,0,1,1,6.7,155,10.3,72.7,11,13,17.8,3.73,0,2,12.5,61.5,8,11,0.0,22,59.5,0,5,,,,,26.7,53.0,73.4,56.8,,52.7,1,0,27,54.5,121.6,27.3,6,3,0,1,1,2,7.4,133,10.2
Max Brosmer,105568,QB,NEW HAMP,1,2.57,2.44,,4.13,37,240,64.7,17,18,9.8,1.97,1,2,11.1,55.6,10,3,9.1,18,48.6,1,7,,,,,66.8,74.3,72.0,73.7,,,0,0,18,0.0,134.7,0.0,0,0,0,0,2,0,0.0,213,11.8,57.1,14,16,14.9,3.15,0,1,5.6,50.0,8,6,0.0,19,51.4,0,6,,,,,67.2,60.8,72.5,61.7,,57.9,1,0,21,0.0,99.7,0.0,0,3,0,1,1,0,0.0,135,8.4
Dorian Thompson-Robinson,83574,QB,UCLA,1,2.8,2.46,3.7,4.64,36,324,84.6,13,14,2.8,1.83,0,0,0.0,78.6,11,2,0.0,14,38.9,0,6,,,,,66.4,69.7,71.4,69.2,,,1,0,15,0.0,112.2,0.0,0,0,0,0,1,0,0.0,73,5.2,68.8,16,16,10.7,3.42,0,0,0.0,62.5,10,9,9.1,22,61.1,1,7,,,,,67.4,68.3,72.7,64.5,,66.2,0,0,22,11.1,84.4,4.5,1,5,0,0,0,1,4.5,116,7.3
Dematrius Davis Jr.,146660,QB,ALABAMA ST,1,2.87,2.71,3.75,4.4,36,105,70.6,17,18,6.4,1.72,1,0,0.0,66.7,12,2,0.0,18,50.0,0,5,,,,,67.0,56.1,72.2,55.9,,,0,0,19,0.0,85.6,0.0,0,0,0,0,0,1,5.3,121,6.7,53.8,13,13,16.5,4.02,0,0,0.0,46.2,6,13,14.3,18,50.0,1,4,,,,,66.7,57.2,72.0,53.7,,64.1,0,1,18,30.8,39.6,22.2,4,1,0,0,0,1,5.6,97,7.5
Devin Grainger,78496,QB,GA STATE,1,2.64,2.35,3.4,3.95,36,175,92.9,14,15,8.8,1.83,1,2,11.1,80.0,12,3,7.7,16,44.4,1,8,,,,,67.0,88.0,72.2,87.2,,,0,0,19,33.3,118.8,6.3,1,0,0,0,0,0,0.0,202,13.5,90.0,10,12,12.2,3.29,1,0,0.0,66.7,8,16,11.1,20,55.6,1,8,,,,,67.1,76.2,72.4,75.2,,62.8,0,0,20,37.5,120.5,30.0,6,2,0,1,1,0,0.0,101,8.4
Alex Padilla,86285,QB,IOWA,1,3.1,3.15,2.3,,35,192,86.7,15,15,5.1,2.15,0,0,0.0,86.7,13,3,0.0,16,45.7,0,6,,,,,66.5,82.1,71.6,81.4,,,0,0,16,33.3,121.7,6.3,1,0,0,0,1,0,0.0,118,7.9,27.3,11,18,11.5,3.89,1,1,5.6,16.7,3,12,0.0,19,54.3,0,1,,,,,23.4,23.8,72.2,24.1,,,1,1,19,8.3,16.4,5.3,1,0,0,5,0,4,21.1,23,1.3
Bryce Young,123943,QB,ALABAMA,1,3.24,2.82,,5.72,35,103,78.6,14,14,4.6,1.8,0,0,0.0,78.6,11,1,0.0,14,40.0,0,7,,,,,66.4,60.6,71.4,60.3,,,0,0,15,0.0,129.8,0.0,0,0,0,0,1,0,0.0,132,9.4,78.6,14,16,18.5,4.2,0,2,10.5,56.3,9,12,18.2,21,60.0,2,12,,,,,67.6,89.1,73.0,84.8,,71.7,2,1,24,0.0,114.6,0.0,0,5,0,0,2,1,4.2,211,13.2
Jack Plummer,83543,QB,CAL,1,2.11,2.06,,3.8,35,130,85.2,27,28,5.6,1.79,0,2,6.5,75.0,21,4,8.7,28,80.0,2,12,,,,,68.3,85.8,73.9,84.9,,,0,0,31,0.0,141.2,0.0,0,0,0,1,4,0,0.0,249,8.9,75.0,4,6,11.0,3.4,0,1,16.7,50.0,3,6,0.0,7,20.0,0,1,,,,,64.6,64.8,69.1,69.3,,57.3,1,0,7,0.0,75.0,0.0,0,1,0,1,0,0,0.0,45,7.5
Jalon Daniels,122555,QB,KANSAS,1,2.77,2.59,4.7,7.0,35,198,64.7,17,17,6.0,1.68,0,0,0.0,64.7,11,1,0.0,17,48.6,0,5,,,,,67.0,45.3,72.2,45.4,,,0,0,19,0.0,73.2,0.0,0,0,0,0,0,0,0.0,70,4.1,71.4,14,16,8.4,3.81,1,0,0.0,56.3,9,9,10.0,18,51.4,1,6,,,,,66.8,66.7,72.4,59.7,,69.1,0,0,18,11.1,74.5,5.6,1,1,0,1,0,1,5.6,98,6.1
Chandler Rogers,98683,QB,LA MONROE,1,2.71,2.46,3.35,3.78,35,209,85.7,14,14,3.6,1.85,0,0,0.0,78.6,11,4,8.3,14,40.0,1,4,,,,,66.4,60.1,71.4,59.8,,,0,0,15,0.0,115.8,0.0,0,0,0,0,1,0,0.0,85,6.1,58.3,12,13,11.8,3.29,0,1,7.7,46.2,6,13,14.3,21,60.0,1,4,,,,,24.3,47.7,72.5,33.4,,76.0,0,0,21,30.8,53.0,19.0,4,4,0,1,0,2,9.5,37,2.8
Cam Fancher,145266,QB,MARSHALL,1,2.53,2.25,2.75,4.38,34,214,89.5,19,19,4.1,1.77,0,0,0.0,78.9,15,1,11.8,19,55.9,2,6,,,,,67.0,61.2,72.2,60.9,,,0,0,19,0.0,112.1,0.0,0,0,0,0,1,0,0.0,127,6.7,50.0,8,9,18.5,3.49,0,1,10.0,33.3,3,9,25.0,15,44.1,1,6,,,,,66.5,59.4,71.6,49.5,,70.8,0,0,16,22.2,104.4,13.3,2,4,0,1,1,0,0.0,81,9.0
Jake Garcia,143941,QB,MIAMI FL,1,2.43,2.23,2.92,3.9,34,220,88.2,17,18,2.3,1.94,1,0,0.0,83.3,15,3,0.0,19,55.9,0,8,,,,,67.2,58.0,72.5,57.8,,,0,0,21,33.3,126.9,5.3,1,0,0,0,2,0,0.0,100,5.6,28.6,7,9,27.7,3.04,1,2,18.2,22.2,2,9,0.0,15,44.1,0,3,,,,,66.7,66.4,71.8,59.3,,71.1,1,0,17,44.4,69.7,26.7,4,2,0,0,0,0,0.0,92,10.2
KJ Jefferson,99129,QB,ARKANSAS,1,2.76,2.54,3.61,,34,111,93.8,16,16,3.7,1.87,0,0,0.0,87.5,14,3,6.7,18,52.9,1,6,,,,,67.0,64.4,72.2,64.1,,,0,0,19,66.7,138.5,11.1,2,0,0,0,2,0,0.0,124,7.8,54.5,11,11,13.5,3.77,0,1,9.1,54.5,6,8,0.0,16,47.1,0,5,,,,,66.5,38.2,71.6,38.5,,,0,1,16,62.5,42.2,31.3,5,0,0,0,0,2,12.5,86,7.8
Carter Bradley,77685,QB,S ALABAMA,1,2.58,2.39,2.5,3.98,34,288,93.3,15,15,6.3,1.92,0,0,0.0,60.0,9,2,35.7,15,44.1,5,6,,,,,66.4,77.2,71.4,76.6,,,0,0,15,0.0,112.5,0.0,0,0,0,0,2,0,0.0,75,5.0,76.9,13,14,13.6,3.1,0,1,7.1,57.1,8,11,20.0,19,55.9,2,9,,,,,67.0,82.1,72.2,74.2,,74.2,0,1,19,9.1,78.0,5.3,1,4,0,1,1,2,10.5,115,8.2
Athan Kaliakmanis,144971,QB,MINNESOTA,1,2.42,2.18,3.17,4.8,34,225,72.7,22,22,12.0,1.95,0,0,0.0,72.7,16,7,0.0,23,67.6,0,10,,,,,67.5,70.1,72.8,69.6,,,0,0,23,14.3,138.4,4.3,1,0,0,0,2,0,0.0,240,10.9,50.0,6,7,15.2,3.4,0,2,25.0,42.9,3,8,0.0,11,32.4,0,4,,,,,65.8,82.4,70.7,78.6,,67.0,0,0,12,25.0,84.8,18.2,2,2,0,1,0,0,0.0,79,11.3
Jalen Mayden,83520,QB,S DIEGO ST,1,2.41,2.35,2.15,4.7,34,284,70.0,20,20,6.7,1.92,0,0,0.0,65.0,13,7,7.1,22,64.7,1,5,,,,,67.4,52.3,72.7,52.3,,,0,1,22,28.6,62.7,9.1,2,0,0,0,0,1,4.5,131,6.6,50.0,8,11,14.8,3.3,0,0,0.0,27.3,3,8,25.0,12,35.3,1,3,,,,,65.8,46.2,70.7,41.1,,64.3,2,1,12,0.0,10.8,0.0,0,1,0,1,0,1,8.3,57,5.2
Jake Haener,60596,QB,FRESNO ST,1,2.56,2.55,2.7,,34,169,80.0,20,20,6.7,1.92,0,0,0.0,70.0,14,3,12.5,21,61.8,2,7,,,,,67.4,72.4,72.7,71.8,,,0,0,22,33.3,101.9,4.8,1,0,0,0,1,1,4.5,119,6.0,75.0,12,12,10.0,3.59,0,0,0.0,58.3,7,6,22.2,13,38.2,2,2,,,,,66.4,76.2,71.4,75.6,,,0,0,15,16.7,72.9,7.7,1,0,0,0,0,0,0.0,64,5.3
Skyler Perry,82082,QB,ARKAPB,1,2.45,2.15,1.9,4.7,33,112,64.7,17,17,3.7,1.64,0,0,0.0,64.7,11,3,0.0,18,54.5,0,4,,,,,66.7,54.5,72.0,54.3,,,0,0,18,33.3,80.3,5.6,1,0,0,0,0,0,0.0,99,5.8,33.3,9,11,17.1,3.42,1,0,0.0,27.3,3,10,0.0,15,45.5,0,3,,,,,66.4,34.4,71.4,29.3,,61.7,0,1,15,0.0,1.7,0.0,0,4,0,1,0,2,13.3,16,1.5
Casey Thompson,77677,QB,NEBRASKA,1,2.55,2.5,3.0,3.8,33,238,93.3,15,16,7.0,1.96,0,2,12.5,81.3,13,5,7.1,16,48.5,1,8,,,,,66.5,92.2,71.6,91.9,,,1,0,16,0.0,137.0,0.0,0,0,0,0,2,0,0.0,118,7.4,66.7,12,15,13.9,3.11,1,1,5.6,46.7,7,5,12.5,17,51.5,1,3,,,,,67.1,53.9,72.4,55.6,,57.0,1,0,20,20.0,107.6,5.9,1,1,0,1,1,1,5.0,160,10.7
Reece Udinski,60592,QB,RICHMOND,1,1.96,1.83,2.7,5.2,33,276,100.0,24,24,1.3,1.57,0,0,0.0,100.0,24,1,0.0,24,72.7,0,10,,,,,67.6,81.3,73.0,80.5,,,0,0,24,0.0,112.3,0.0,0,0,0,0,1,0,0.0,183,7.6,66.7,6,7,10.3,2.99,1,1,14.3,57.1,4,1,0.0,9,27.3,0,3,,,,,65.1,67.9,69.8,62.8,,64.1,0,0,9,100.0,126.8,11.1,1,1,0,0,1,0,0.0,63,9.0
Todd Centeio,60552,QB,JAMES MAD,1,2.56,2.51,4.0,,33,197,70.6,17,17,9.5,1.81,0,0,0.0,64.7,11,3,8.3,17,51.5,1,7,,,,,66.7,68.7,71.8,68.2,,,0,0,17,0.0,129.4,0.0,0,0,0,0,3,0,0.0,138,8.1,58.3,12,15,17.4,3.35,1,2,12.5,40.0,6,10,14.3,16,48.5,1,5,,,,,66.8,72.8,72.0,74.7,,57.3,1,0,18,10.0,99.0,6.3,1,0,0,1,1,0,0.0,149,9.9
Aidan O'Connell,60516,QB,PURDUE,1,2.58,2.5,2.87,4.0,33,273,70.0,20,20,5.3,1.9,0,1,4.8,70.0,14,4,0.0,21,63.6,0,11,,,,,67.4,55.7,72.7,55.5,,,0,0,22,25.0,118.5,4.8,1,0,0,0,1,0,0.0,199,10.0,55.6,9,9,11.2,3.77,0,0,0.0,44.4,4,3,20.0,12,36.4,1,2,,,,,65.8,59.4,70.7,54.8,,64.1,0,0,12,66.7,118.3,16.7,2,1,0,0,1,0,0.0,91,10.1
Nevan Cremascoli,158044,QB,N ILLINOIS,1,2.68,2.43,3.3,6.15,33,254,46.7,15,15,8.2,1.86,0,0,0.0,46.7,7,4,0.0,15,45.5,0,4,,,,,66.4,40.9,71.4,41.2,,,0,1,15,0.0,31.8,0.0,0,0,0,0,0,1,6.7,67,4.5,50.0,14,15,9.5,3.36,0,0,0.0,46.7,7,7,0.0,18,54.5,0,5,,,,,67.0,59.3,72.2,53.8,,68.5,0,1,19,14.3,34.6,5.6,1,2,0,1,0,1,5.3,77,5.1
Matt McDonald,60350,QB,BOWL GREEN,1,3.04,3.02,3.15,,33,122,69.2,13,14,5.8,1.89,1,0,0.0,64.3,9,1,0.0,14,42.4,0,4,,,,,66.4,52.7,71.4,52.6,,,0,1,15,0.0,62.5,0.0,0,0,0,0,0,2,13.3,123,8.8,63.6,11,15,8.9,3.88,0,1,6.7,46.7,7,13,0.0,19,57.6,0,3,,,,,23.4,31.4,72.2,31.6,,,0,2,19,30.8,49.7,21.1,4,0,0,4,1,3,15.8,94,6.3
CJ Montes,146114,QB,NEW MEXICO,1,2.32,2.02,3.67,,33,241,57.1,21,23,9.0,1.88,1,1,4.3,43.5,10,10,16.7,24,72.7,2,2,,,,,67.5,43.5,73.0,43.7,,,1,0,24,10.0,50.8,4.2,1,0,0,0,0,1,4.2,54,2.3,100.0,2,4,0.5,3.49,0,0,0.0,50.0,2,8,0.0,9,27.3,0,1,,,,,65.1,41.3,69.8,41.3,,,0,0,9,62.5,56.3,55.6,5,0,0,2,0,0,0.0,8,2.0
Chase Brice,60363,QB,APP STATE,1,2.83,2.47,4.2,4.9,32,108,69.2,13,13,5.9,1.92,0,0,0.0,61.5,8,3,11.1,13,40.6,1,5,,,,,66.2,57.1,71.2,56.9,,,0,0,14,0.0,92.1,0.0,0,0,0,0,0,0,0.0,121,9.3,57.1,14,14,13.9,3.45,0,1,7.1,50.0,7,4,12.5,19,59.4,1,5,,,,,67.0,90.2,72.2,87.1,,70.5,0,0,19,25.0,83.0,5.3,1,4,0,0,0,0,0.0,132,9.4
Jarrett Guest,97997,QB,COAST CAR,1,2.69,2.17,3.84,4.28,32,141,78.6,14,15,6.1,1.75,1,1,6.7,60.0,9,2,18.2,15,46.9,2,5,,,,,66.4,52.1,71.4,52.0,,,0,1,15,0.0,73.2,0.0,0,0,0,0,1,1,6.7,96,6.4,25.0,8,8,17.9,3.52,0,0,0.0,12.5,1,11,50.0,17,53.1,1,1,,,,,22.4,28.1,71.8,27.6,,54.5,0,0,17,45.5,39.6,29.4,5,4,0,0,0,1,5.9,3,0.4
Chevan Cordeiro,75886,QB,S JOSE ST,1,2.6,2.2,3.6,4.68,32,285,71.4,21,21,9.0,1.97,0,2,9.5,71.4,15,2,0.0,21,65.6,0,9,,,,,67.2,82.1,72.5,81.3,,,0,1,21,0.0,109.2,0.0,0,0,0,0,2,0,0.0,180,8.6,40.0,5,5,15.2,3.8,0,0,0.0,40.0,2,8,0.0,11,34.4,0,2,,,,,65.8,54.7,70.7,58.8,,54.9,0,0,12,25.0,58.8,18.2,2,4,0,0,0,0,0.0,28,5.6
Brady Cook,124199,QB,MISSOURI,1,2.85,2.49,4.6,4.3,32,229,76.9,13,13,6.6,1.73,0,1,6.7,76.9,10,2,0.0,13,40.6,0,6,,,,,66.4,54.1,71.4,54.0,,,0,0,15,0.0,139.3,0.0,0,0,0,0,1,1,6.7,148,11.4,58.3,12,13,16.5,3.61,1,1,6.7,46.2,6,7,14.3,19,59.4,1,8,,,,,67.2,66.1,72.5,59.6,,70.1,0,0,21,28.6,70.7,10.5,2,4,0,0,0,0,0.0,94,7.2
John Paddock,77689,QB,BALL ST,1,2.3,2.3,,,32,117,71.4,21,22,4.1,1.9,0,0,0.0,63.6,14,4,6.7,22,68.8,1,5,,,,,67.4,66.2,72.7,65.8,,,1,1,22,0.0,52.7,0.0,0,0,0,0,0,0,0.0,87,4.0,55.6,9,10,8.0,3.18,0,0,0.0,50.0,5,4,0.0,10,31.3,0,1,,,,,65.4,33.3,70.1,33.6,,,0,1,10,0.0,17.5,0.0,0,0,0,1,0,2,20.0,32,3.2
Jeff Undercuffler,78501,QB,AKRON,1,2.1,2.1,,,32,102,81.0,21,22,6.0,1.79,1,0,0.0,72.7,16,3,5.9,22,68.8,1,10,,,,,67.5,74.8,72.8,74.1,,,0,1,23,0.0,101.1,0.0,0,0,0,0,2,1,4.3,143,6.5,62.5,8,10,18.8,2.8,0,1,8.3,50.0,5,6,0.0,10,31.3,0,4,,,,,65.8,66.4,70.7,66.1,,,0,0,12,0.0,129.2,0.0,0,0,0,2,1,1,8.3,169,16.9
Andrew Peasley,83581,QB,WYOMING,1,2.61,2.46,3.1,6.5,31,351,50.0,12,14,6.5,1.78,1,0,0.0,35.7,5,3,16.7,14,45.2,1,3,,,,,66.2,28.3,71.2,28.4,,,0,1,14,0.0,14.9,0.0,0,0,0,1,0,2,14.3,43,3.1,53.8,13,15,11.0,3.3,0,0,0.0,46.7,7,4,0.0,17,54.8,0,3,,,,,67.0,49.5,72.2,50.7,,57.8,0,1,19,25.0,30.1,5.9,1,1,0,2,0,1,5.3,61,4.1
Evan Prater,123576,QB,CINCINNATI,1,3.62,3.37,3.3,5.35,31,138,71.4,7,9,3.6,2.0,1,0,0.0,44.4,4,3,20.0,9,29.0,1,2,,,,,65.1,42.5,69.8,42.6,,,0,0,9,0.0,51.6,0.0,0,0,0,1,0,0,0.0,22,2.4,46.7,15,17,13.0,4.29,0,0,0.0,35.3,6,11,14.3,22,71.0,1,5,,,,,67.4,66.6,72.7,69.8,,55.8,1,1,22,9.1,26.6,4.5,1,4,0,1,0,0,0.0,80,4.7
Tanner Mordecai,77656,QB,SMU,1,2.41,2.1,,5.37,31,287,83.3,18,18,6.9,1.39,0,1,5.6,83.3,15,1,0.0,18,58.1,0,6,,,,,66.8,65.2,72.0,64.9,,,0,0,18,0.0,122.9,0.0,0,0,0,0,1,0,0.0,163,9.1,60.0,10,10,8.9,3.82,0,1,8.3,50.0,5,3,16.7,13,41.9,1,2,,,,,66.4,46.7,71.4,46.2,,58.0,0,0,15,0.0,98.8,0.0,0,3,0,0,1,1,6.7,52,5.2
Cole Snyder,97617,QB,BUFFALO,1,2.48,2.36,3.6,4.9,31,126,87.5,16,17,2.9,1.8,1,0,0.0,76.5,13,1,7.1,17,54.8,1,6,,,,,67.0,65.5,72.2,65.1,,,0,0,19,0.0,89.3,0.0,0,0,0,0,0,0,0.0,96,5.6,80.0,10,12,10.8,3.31,0,1,7.7,58.3,7,5,12.5,14,45.2,1,2,,,,,66.4,73.8,71.4,76.6,,57.0,0,0,15,20.0,74.0,7.1,1,1,0,2,0,0,0.0,67,5.6
Graham Mertz,97994,QB,WISCONSIN,1,2.79,2.69,,4.63,31,349,72.7,11,12,5.2,1.85,1,0,0.0,58.3,7,0,12.5,12,38.7,1,4,,,,,65.8,63.9,70.7,63.6,,,0,0,12,,71.2,0.0,0,0,0,0,0,0,0.0,59,4.9,75.0,12,15,10.8,3.57,0,2,12.5,60.0,9,6,0.0,18,58.1,0,5,,,,,67.0,58.4,72.2,65.6,,48.9,0,1,19,0.0,55.1,0.0,0,3,0,3,0,1,5.3,111,7.4
Maddox Kopp,144251,QB,COLORADO,1,2.61,2.68,2.4,3.5,31,143,64.3,14,14,7.4,1.95,0,2,13.3,64.3,9,3,0.0,15,48.4,0,5,,,,,66.5,62.2,71.6,62.0,,,0,0,16,33.3,97.3,6.7,1,0,0,0,1,1,6.3,60,4.3,66.7,12,14,11.3,3.45,0,0,0.0,42.9,6,8,25.0,15,48.4,2,3,,,,,66.5,78.4,71.6,75.0,,64.3,0,0,16,0.0,56.5,0.0,0,1,0,2,0,0,0.0,63,4.5
Gevani McCoy,147609,QB,IDAHO,1,3.04,2.62,4.75,5.5,31,185,81.8,11,12,9.4,1.81,1,1,7.7,66.7,8,5,11.1,12,38.7,1,4,,,,,66.0,46.9,71.0,47.0,,,0,2,13,0.0,78.8,0.0,0,0,0,0,1,2,15.4,95,7.9,84.6,13,14,17.7,3.82,0,2,13.3,78.6,11,10,0.0,19,61.3,0,10,,,,,67.2,71.9,72.5,76.3,,55.0,0,0,21,20.0,142.6,10.5,2,3,0,1,1,1,4.8,239,17.1
Harrison Bailey,124266,QB,UNLV,1,2.51,2.5,2.55,,31,325,80.0,15,15,4.3,1.97,0,0,0.0,73.3,11,5,8.3,18,58.1,1,4,,,,,66.8,57.0,72.0,56.8,,,0,0,18,60.0,87.6,16.7,3,0,0,0,0,0,0.0,88,5.9,58.3,12,12,19.3,3.25,0,1,7.7,41.7,5,7,28.6,13,41.9,2,4,,,,,66.2,55.0,71.2,54.9,,,0,1,14,14.3,83.7,7.7,1,0,0,0,2,0,0.0,121,10.1
Clay Millen,146082,QB,COLO STATE,1,2.9,2.57,3.47,4.45,31,144,93.3,15,16,10.0,2.08,1,2,12.5,87.5,14,6,0.0,17,54.8,0,6,,,,,66.5,91.0,71.8,90.8,,,0,0,17,16.7,148.4,5.9,1,0,0,0,2,0,0.0,162,10.1,71.4,7,8,9.9,3.89,0,1,12.5,62.5,5,8,0.0,14,45.2,0,1,,,,,66.4,82.5,71.4,81.3,,66.6,0,0,15,25.0,81.3,14.3,2,4,0,1,0,0,0.0,52,6.5
Drew Pyne,122910,QB,NOTRE DAME,1,3.42,3.25,4.35,4.7,30,258,85.7,7,7,-1.1,1.8,0,0,0.0,85.7,6,3,0.0,7,23.3,0,2,,,,,64.6,61.0,69.1,60.8,,,0,0,7,0.0,100.0,0.0,0,0,0,0,0,0,0.0,56,8.0,89.5,19,19,12.6,3.91,0,3,13.6,89.5,17,9,0.0,23,76.7,0,13,,,,,67.8,71.2,73.3,75.6,,50.4,0,1,26,22.2,136.4,8.7,2,2,0,0,3,2,7.7,262,13.8
Austin Aune,83528,QB,N TEXAS,1,2.39,2.35,3.6,,30,251,81.3,16,16,3.9,1.89,0,0,0.0,75.0,12,3,7.7,16,53.3,1,7,,,,,66.5,78.9,71.6,78.3,,,0,0,16,0.0,113.8,0.0,0,0,0,0,1,0,0.0,109,6.8,58.3,12,13,13.8,2.97,0,3,20.0,30.8,4,3,42.9,14,46.7,3,3,,,,,66.5,87.8,71.6,86.9,,,0,0,16,33.3,82.5,7.1,1,0,0,1,1,0,0.0,91,7.0
Tyler Huff,142567,QB,FURMAN,1,2.21,2.01,,3.55,30,170,68.4,19,19,4.5,1.59,0,0,0.0,57.9,11,1,15.4,19,63.3,2,4,,,,,67.0,58.4,72.2,58.2,,,0,0,19,0.0,85.6,0.0,0,0,0,0,1,0,0.0,81,4.3,83.3,6,7,15.0,3.29,0,0,0.0,71.4,5,3,0.0,11,36.7,0,5,,,,,65.6,88.1,70.4,77.9,,74.9,0,0,11,0.0,96.7,0.0,0,4,0,1,0,0,0.0,59,8.4
Layne Hatcher,82068,QB,TEXAS ST,1,2.71,2.64,3.7,,30,314,53.8,13,13,9.2,1.82,0,1,7.7,53.8,7,1,0.0,13,43.3,0,2,,,,,66.0,32.4,71.0,32.8,,,0,1,13,0.0,38.6,0.0,0,0,0,0,0,2,15.4,74,5.7,58.3,12,15,11.8,3.39,2,0,0.0,46.7,7,8,0.0,17,56.7,0,5,,,,,66.8,65.6,72.0,67.2,,57.8,0,0,18,25.0,57.4,11.8,2,0,0,1,0,0,0.0,59,3.9
Frank Harris,60586,QB,UTSA,1,2.92,2.44,3.73,4.75,30,331,92.3,13,14,7.6,1.79,1,1,7.1,78.6,11,1,8.3,14,46.7,1,8,,,,,66.2,87.9,71.2,87.1,,,0,0,14,0.0,158.3,0.0,0,0,0,0,2,0,0.0,217,15.5,83.3,6,8,28.0,3.91,1,1,11.1,62.5,5,13,0.0,16,53.3,0,6,,,,,66.7,74.4,71.8,80.1,,56.3,0,0,17,30.8,145.8,25.0,4,4,0,1,1,0,0.0,165,20.6
Jack Turner,162969,QB,LA TECH,1,2.48,2.32,2.93,3.8,30,208,69.2,13,15,7.4,1.93,1,0,0.0,53.3,8,6,11.1,15,50.0,1,6,,,,,66.4,49.2,71.4,49.2,,,1,0,15,0.0,96.0,0.0,0,0,0,0,1,1,6.7,98,6.5,77.8,9,10,6.1,3.04,0,0,0.0,70.0,7,7,0.0,15,50.0,0,5,,,,,66.2,57.7,71.4,43.3,,76.5,0,1,15,42.9,41.2,20.0,3,2,0,1,0,1,6.7,49,4.9
Cephus Johnson III,60530,QB,SE LA,1,2.45,2.38,3.4,3.7,30,294,83.3,18,18,6.4,1.81,0,0,0.0,83.3,15,1,0.0,18,60.0,0,7,,,,,66.8,74.8,72.0,74.2,,,0,0,18,0.0,106.0,0.0,0,0,0,0,0,0,0.0,170,9.4,33.3,9,10,18.4,3.43,0,0,0.0,30.0,3,5,0.0,12,40.0,0,2,,,,,65.8,39.6,70.7,40.8,,57.8,1,0,12,20.0,42.9,8.3,1,1,0,0,0,0,0.0,38,3.8
Sean Clifford,51708,QB,PENN STATE,1,3.21,3.02,3.2,4.7,30,266,100.0,9,9,-0.2,1.63,0,0,0.0,100.0,9,1,0.0,9,30.0,0,4,,,,,65.4,72.5,70.1,72.1,,,0,0,10,0.0,138.2,0.0,0,0,0,0,2,0,0.0,69,7.7,91.7,12,15,10.1,3.88,0,1,6.3,66.7,10,10,9.1,21,70.0,1,11,,,,,67.4,88.7,72.7,87.3,,65.9,0,0,22,30.0,134.2,14.3,3,3,0,3,2,0,0.0,133,8.9
