player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Mitch Davidson,138334,QB,YNGTOWN ST,1,3.29,3.01,3.93,5.38,52,353,72.2,18,18,7.7,1.96,0,0,0.0,72.2,13,1,0.0,18,34.6,0,6,,67.1,60.7,72.4,60.4,,,0,1,20,0.0,86.6,0.0,0,0,0,0,1,1,5.0,125,6.9,66.7,24,26,12.5,3.99,0,3,11.1,53.8,14,14,12.5,34,65.4,2,10,,29.1,69.1,74.3,65.8,,66.9,0,1,35,21.4,82.5,8.8,3,5,0,2,2,3,8.6,162,6.2
Nic Baker,87541,QB,S ILLINOIS,1,3.04,2.84,4.47,5.8,38,295,82.4,17,17,3.9,1.8,0,0,0.0,76.5,13,2,7.1,17,44.7,1,5,,66.8,77.5,72.0,76.9,,,0,1,18,0.0,65.3,0.0,0,0,0,0,0,1,5.6,98,5.8,66.7,15,17,12.2,4.05,1,1,5.9,41.2,7,16,30.0,21,55.3,3,6,,29.6,69.6,72.7,77.9,,48.0,0,0,22,18.8,61.2,14.3,3,1,0,1,0,0,0.0,101,5.9
Ryan O'Connor,155510,QB,DELAWARE,1,2.55,2.52,,3.7,37,151,60.0,20,21,5.6,1.95,1,0,0.0,57.1,12,3,0.0,21,56.8,0,7,,67.7,42.0,73.1,42.2,,,0,0,25,0.0,83.6,0.0,0,0,0,0,1,0,0.0,91,4.3,50.0,14,15,14.7,3.34,0,0,0.0,33.3,5,4,28.6,16,43.2,2,4,,66.8,55.1,72.3,56.7,,57.3,0,1,18,0.0,52.9,0.0,0,1,0,1,1,0,0.0,103,6.9
Tyler Huff,142567,QB,FURMAN,1,2.83,2.33,5.6,5.14,35,170,87.5,16,16,2.8,1.48,0,1,5.9,75.0,12,2,14.3,16,45.7,2,6,,66.7,67.2,71.8,66.8,,,0,0,17,0.0,95.6,0.0,0,0,0,0,0,0,0.0,119,7.4,58.3,12,13,12.8,3.96,0,1,6.7,46.2,6,7,14.3,19,54.3,1,6,,67.2,60.5,72.5,63.0,,56.3,0,1,21,14.3,31.9,5.3,1,5,0,1,0,1,4.8,73,5.6
Carson Camp,141837,QB,SACRAMENTO,1,3.38,2.95,6.8,4.43,30,279,85.7,7,7,4.7,2.04,0,0,0.0,85.7,6,1,0.0,7,23.3,0,2,,64.6,90.9,69.1,90.7,,,0,0,7,0.0,127.7,0.0,0,0,0,0,1,0,0.0,36,5.1,71.4,14,16,12.9,3.78,0,3,17.6,50.0,8,10,20.0,23,76.7,2,10,,67.7,91.0,73.1,87.7,,75.2,0,0,25,10.0,78.1,4.3,1,6,0,2,0,1,4.0,132,8.3
Gevani McCoy,147609,QB,IDAHO,1,2.83,2.38,4.3,5.75,28,185,86.7,15,15,3.7,1.81,0,0,0.0,86.7,13,1,0.0,15,53.6,0,6,,66.5,73.6,71.6,73.1,,,0,1,16,0.0,79.2,0.0,0,0,0,0,0,0,0.0,145,9.7,28.6,7,8,19.3,4.0,0,1,10.0,25.0,2,9,0.0,13,46.4,0,2,,66.4,52.6,71.4,56.3,,53.6,0,0,15,33.3,46.4,23.1,3,2,0,1,0,0,0.0,37,4.6
Camden Coleman,170901,QB,RICHMOND,1,2.34,2.19,3.13,,25,276,93.3,15,15,5.1,1.64,0,1,6.7,73.3,11,3,21.4,16,64.0,3,7,,21.8,70.9,71.6,70.4,,,0,0,16,33.3,132.2,6.3,1,0,0,0,2,1,6.3,106,7.1,100.0,5,6,10.8,3.57,1,1,16.7,83.3,5,6,0.0,9,36.0,0,4,,17.6,50.9,70.1,54.1,,57.0,0,0,10,50.0,118.8,33.3,3,0,0,0,0,1,10.0,81,13.5
Carter Peevy,129563,QB,MERCER,1,2.8,2.45,4.05,8.1,25,219,90.9,11,13,1.4,1.62,2,0,0.0,76.9,10,2,0.0,14,56.0,0,1,,66.2,48.7,71.2,48.7,,,0,1,14,50.0,51.8,7.1,1,0,0,0,0,1,7.1,55,4.2,50.0,8,9,15.3,4.3,0,0,0.0,44.4,4,6,0.0,11,44.0,0,1,,65.8,28.8,70.7,29.2,,57.0,1,1,12,16.7,12.0,9.1,1,1,0,0,0,2,16.7,20,2.2
Reese Poffenbarger,145346,QB,ALBANY,1,2.76,2.63,3.0,5.3,24,106,60.0,15,15,13.7,1.9,0,1,6.7,60.0,9,2,0.0,15,62.5,0,6,,66.4,86.6,71.4,85.7,,,0,0,15,0.0,99.6,0.0,0,0,0,0,1,0,0.0,91,6.1,42.9,7,7,28.1,4.19,0,1,12.5,42.9,3,6,0.0,9,37.5,0,4,,65.4,78.0,70.1,69.5,,67.9,0,1,10,16.7,84.8,11.1,1,1,0,0,1,1,10.0,79,11.3
Kyle Wickersham,148418,QB,RICHMOND,1,2.47,2.1,4.23,4.1,23,276,84.6,13,15,4.2,1.75,1,0,0.0,73.3,11,3,0.0,15,65.2,0,2,,66.7,56.6,71.8,56.4,,,1,0,17,0.0,80.4,0.0,0,0,0,0,0,0,0.0,62,4.1,50.0,4,4,9.8,3.8,0,0,0.0,50.0,2,7,0.0,8,34.8,0,3,,65.4,27.6,70.1,26.2,,64.0,0,2,10,42.9,24.0,37.5,3,1,0,0,0,2,20.0,19,4.8
