player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Davis Brin,77642,QB,GA SOUTHRN,1,2.37,2.37,3.2,3.7,60,174,74.3,35,36,7.5,1.94,1,1,2.6,69.4,25,3,3.8,36,60.0,1,14,,68.9,75.1,74.7,74.4,,,0,0,39,0.0,98.0,0.0,0,0,0,0,1,4,10.3,249,6.9,44.4,18,18,13.7,3.27,0,0,0.0,38.9,7,9,12.5,22,36.7,1,5,,67.6,60.7,73.0,55.8,,70.9,0,0,24,22.2,90.7,9.1,2,2,0,0,2,0,0.0,83,4.6
Aidan Sayin,148974,QB,PENN,1,2.48,2.39,2.9,4.2,60,267,88.9,36,36,5.7,1.87,0,1,2.7,75.0,27,5,15.6,36,60.0,5,9,,68.8,76.3,74.5,75.6,,,0,0,37,0.0,102.2,0.0,0,0,0,0,1,0,0.0,245,6.8,81.3,16,19,8.9,3.39,1,2,9.5,47.4,9,11,30.8,24,40.0,4,4,,67.7,77.8,73.3,81.8,,52.9,1,0,26,27.3,84.3,12.5,3,2,0,1,1,0,0.0,115,6.1
Carter Bradley,77685,QB,S ALABAMA,1,2.5,2.32,3.35,4.43,58,288,70.4,27,32,5.9,2.01,3,2,5.9,56.3,18,8,5.3,32,55.2,1,8,,29.2,64.5,74.2,64.1,,,1,1,34,0.0,83.2,0.0,0,0,0,1,2,1,2.9,203,6.3,61.1,18,19,13.5,3.11,0,0,0.0,52.6,10,16,9.1,26,44.8,1,6,,68.0,63.1,73.5,59.7,,66.6,0,1,28,25.0,45.1,15.4,4,3,0,1,0,1,3.6,96,5.1
Ralph Rucker IV,144625,QB,BUCKNELL,1,2.76,2.55,2.97,4.86,57,125,90.9,22,22,6.5,1.76,0,1,4.5,86.4,19,9,5.0,24,42.1,1,7,,25.6,80.0,73.0,79.3,,,0,0,24,22.2,112.1,8.3,2,0,0,0,1,1,4.2,160,7.3,58.8,17,22,15.1,3.59,1,1,3.8,40.9,9,24,10.0,32,56.1,1,9,,68.7,57.4,74.4,57.0,,59.8,0,1,36,20.8,39.2,15.6,5,5,0,4,0,2,5.6,116,5.3
Austin Reed,111760,QB,W KENTUCKY,1,2.43,2.36,,4.25,54,346,68.8,32,33,6.2,1.72,1,2,5.9,63.6,21,6,4.5,33,61.1,1,11,,68.5,66.0,74.2,65.5,,,0,1,34,0.0,74.9,0.0,0,0,0,0,1,2,5.9,177,5.4,66.7,15,19,14.8,3.54,1,1,4.8,47.4,9,14,10.0,21,38.9,1,7,,67.5,72.1,72.8,71.3,,62.0,2,0,23,0.0,85.4,0.0,0,2,0,1,1,2,8.7,120,6.3
Shedeur Sanders,131396,QB,COLORADO,1,2.64,2.33,3.77,4.7,53,143,86.2,29,31,3.0,1.77,2,0,0.0,74.2,23,3,8.0,31,58.5,2,8,,68.3,76.2,73.9,75.6,,,0,0,31,0.0,119.6,0.0,0,0,0,0,2,0,0.0,254,8.2,63.6,11,14,16.4,3.85,0,4,22.2,50.0,7,14,0.0,22,41.5,0,7,,67.8,92.1,73.3,92.4,,65.9,1,1,26,21.4,88.4,13.6,3,5,0,2,2,0,0.0,117,8.4
Alex Flinn,123797,QB,E CAROLINA,1,3.07,2.75,4.03,5.32,52,156,71.4,21,21,8.3,2.0,0,1,4.2,52.4,11,5,26.7,21,40.4,4,8,,67.6,70.0,73.0,69.5,,,0,0,24,0.0,68.8,0.0,0,0,0,0,0,1,4.2,116,5.5,60.0,20,23,8.4,3.8,0,1,4.2,43.5,10,22,16.7,31,59.6,2,7,,68.5,51.3,74.1,54.4,,52.7,0,1,33,13.6,43.8,9.7,3,5,0,3,0,2,6.1,130,5.7
Brian Maurer,99123,QB,STF AUSTIN,1,2.38,2.33,1.7,3.95,52,301,76.7,30,30,7.8,1.82,0,0,0.0,73.3,22,4,4.3,31,59.6,1,14,,68.4,59.7,74.0,59.4,,,0,1,32,25.0,120.6,3.2,1,0,0,0,5,1,3.1,228,7.6,47.1,17,19,18.5,3.2,0,1,4.8,42.1,8,5,0.0,21,40.4,0,5,,67.5,65.2,72.8,59.5,,71.5,0,0,23,0.0,65.2,0.0,0,2,0,2,0,0,0.0,128,6.7
Michael Hiers,88636,QB,SAMFORD,1,2.43,2.34,3.6,4.5,52,282,93.9,33,33,4.7,1.91,0,0,0.0,90.9,30,1,3.2,33,63.5,1,15,,68.5,91.2,74.2,90.8,,,0,0,34,0.0,97.7,0.0,0,0,0,0,0,0,0.0,246,7.5,75.0,16,16,11.5,3.34,0,2,11.1,68.8,11,4,8.3,19,36.5,1,8,,67.2,83.8,72.5,80.9,,64.3,0,2,21,50.0,82.0,10.5,2,1,0,0,1,2,9.5,159,9.9
Aaron Allen,78494,QB,ALCORN ST,1,2.67,2.53,2.63,4.87,52,107,63.6,22,23,8.7,2.08,1,1,4.2,52.2,12,5,14.3,25,48.1,2,4,,67.8,68.4,73.3,67.9,,,0,0,26,40.0,100.3,8.0,2,0,0,0,2,0,0.0,142,6.2,87.0,23,23,8.6,3.21,0,1,4.2,87.0,20,12,0.0,27,51.9,0,14,,68.0,93.1,73.5,91.1,,80.8,0,1,28,8.3,89.9,3.7,1,3,0,0,0,1,3.6,228,9.9
