player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Ren Hefley,101621,QB,PRESBYTERN,1,2.64,2.35,3.75,4.5,68,271,80.0,40,41,5.8,1.8,1,4,9.8,63.4,26,3,18.8,41,60.3,6,9,,69.1,75.6,74.9,74.8,,,0,3,41,0.0,64.3,0.0,0,0,0,0,2,2,4.9,232,5.7,53.3,15,17,9.0,3.93,0,0,0.0,41.2,7,16,12.5,27,39.7,1,8,,68.0,54.2,73.5,39.0,,73.7,0,0,28,12.5,48.9,7.4,2,8,0,2,0,1,3.6,51,3.0
Will Rogers,124184,QB,MISS STATE,1,2.6,2.55,2.6,4.15,64,227,77.8,27,29,5.0,1.74,1,1,3.2,62.1,18,5,14.3,32,50.0,3,8,,68.5,57.1,0.0,59.0,,,0,1,34,60.0,58.1,9.4,3,0,0,1,0,1,2.9,130,4.5,73.9,23,28,8.7,3.46,0,0,0.0,60.7,17,11,0.0,32,50.0,0,8,,68.4,42.6,74.0,40.7,,62.6,0,2,32,18.2,48.2,6.3,2,2,0,5,0,3,9.4,170,6.1
E.J. Perry,60349,QB,BROWN,1,2.6,2.37,2.47,4.96,59,123,79.4,34,35,6.0,1.83,1,0,0.0,71.4,25,7,7.4,36,61.0,2,12,,68.9,67.3,74.6,66.8,,,0,0,38,14.3,116.8,2.8,1,0,0,0,3,0,0.0,224,6.4,69.2,13,16,13.6,3.81,0,0,0.0,56.3,9,16,0.0,23,39.0,0,8,,67.6,76.7,73.3,69.7,,72.9,1,1,24,12.5,90.4,8.7,2,5,0,2,2,1,4.2,107,6.7
Jack Tuttle,83580,QB,INDIANA,1,2.48,2.36,3.57,3.8,57,190,74.1,27,29,2.6,1.79,2,0,0.0,65.5,19,5,5.0,29,50.9,1,6,,68.5,44.3,74.2,44.3,,,0,1,34,0.0,62.0,0.0,0,0,0,0,0,1,2.9,137,4.7,52.4,21,23,10.6,3.19,0,0,0.0,39.1,9,14,18.2,28,49.1,2,3,,27.4,43.6,73.5,37.2,,71.8,0,1,28,21.4,29.1,10.7,3,2,0,2,0,3,10.7,46,2.0
Carson Strong,83524,QB,NEVADA,1,2.52,2.47,3.5,,57,239,82.8,29,30,4.8,1.62,0,1,3.0,73.3,22,2,8.3,30,52.6,2,11,,68.5,83.6,74.1,82.7,,,1,0,33,0.0,117.6,0.0,0,0,0,0,2,0,0.0,232,7.7,63.6,22,24,14.1,3.52,0,3,12.5,50.0,12,10,14.3,27,47.4,2,8,,67.9,83.5,73.4,82.6,,,0,0,27,30.0,72.0,11.1,3,0,0,2,0,0,0.0,163,6.8
Connor Sampson,33374,QB,W ILLINOIS,1,2.53,2.47,3.38,,55,345,82.1,28,30,5.1,1.9,1,0,0.0,73.3,22,7,4.3,30,54.5,1,7,,68.3,60.9,73.9,60.5,,,0,0,31,0.0,82.1,0.0,0,0,0,1,0,0,0.0,136,4.5,57.1,14,21,16.1,3.29,0,1,4.5,33.3,7,17,12.5,25,45.5,1,3,,26.7,51.8,73.3,51.7,,,2,0,26,23.5,44.1,16.0,4,0,0,5,0,1,3.8,72,3.4
Bailey Zappe,60396,QB,W KENTUCKY,1,2.59,2.48,,5.45,55,346,87.1,31,32,3.0,1.71,1,0,0.0,84.4,27,0,0.0,32,58.2,0,12,,68.5,56.3,74.1,56.0,,,0,1,33,,106.3,0.0,0,0,0,0,2,1,3.0,244,7.6,50.0,20,21,19.3,3.83,0,3,13.0,38.1,8,3,20.0,23,41.8,2,6,,67.7,63.2,73.1,62.4,,61.4,0,0,25,0.0,102.8,0.0,0,2,0,1,3,3,12.0,148,7.0
Zevi Eckhaus,148535,QB,BRYANT,1,2.57,2.41,4.05,3.54,55,124,66.7,27,29,7.1,1.77,2,0,0.0,58.6,17,11,5.6,29,52.7,1,7,,68.1,60.3,73.6,60.0,,,0,0,29,0.0,88.3,0.0,0,0,0,0,2,1,3.4,100,3.4,73.3,15,19,10.4,3.47,1,1,4.5,52.6,10,19,9.1,26,47.3,1,9,,68.3,49.0,73.9,41.0,,66.5,3,1,31,10.5,47.3,7.7,2,5,0,0,0,2,6.5,106,5.6
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.86,2.55,3.67,4.8,54,220,57.9,19,22,10.6,1.92,2,0,0.0,45.5,10,6,9.1,24,44.4,1,5,,67.9,29.5,73.4,29.6,,,0,2,27,33.3,19.3,8.3,2,0,0,1,0,1,3.7,91,4.1,50.0,22,23,13.0,3.62,0,1,3.7,43.5,10,9,9.1,30,55.6,1,12,,68.5,61.8,74.2,55.8,,70.0,0,1,34,11.1,66.0,3.3,1,6,0,1,1,1,2.9,173,7.5
Matt Corral,83517,QB,OLE MISS,1,2.95,2.5,3.58,4.5,54,226,73.7,19,19,3.6,1.5,0,0,0.0,68.4,13,1,7.1,19,35.2,1,5,,67.0,63.6,72.2,63.2,,,0,0,19,0.0,97.7,0.0,0,0,0,0,1,0,0.0,96,5.1,86.7,15,21,15.5,3.73,2,2,9.1,38.1,8,13,38.5,35,64.8,5,10,,29.4,79.7,2.2,66.7,,82.0,0,1,36,30.8,56.6,11.4,4,10,0,4,1,1,2.8,135,6.4
Ben Bryant,77655,QB,E MICHIGAN,1,2.45,2.28,3.48,4.65,54,160,89.7,29,31,6.2,1.9,1,0,0.0,77.4,24,5,7.7,32,59.3,2,15,,68.5,60.7,74.2,60.4,,,1,1,34,20.0,77.8,3.1,1,0,0,0,0,1,2.9,183,5.9,80.0,15,17,12.5,3.26,0,0,0.0,64.7,11,7,8.3,22,40.7,1,3,,67.5,63.3,72.8,66.8,,53.1,0,1,23,42.9,86.9,13.6,3,2,0,2,1,1,4.3,146,8.6
Brennan Armstrong,77696,QB,VIRGINIA,1,2.98,2.67,4.0,6.2,52,335,65.0,20,21,8.7,2.0,1,2,9.1,52.4,11,2,15.4,22,42.3,2,7,,22.6,67.1,72.8,66.7,,,0,0,23,50.0,103.5,4.5,1,0,0,0,2,1,4.3,131,6.2,65.2,23,24,14.3,3.69,0,0,0.0,58.3,14,11,6.7,30,57.7,1,15,,28.0,62.8,74.0,56.4,,74.8,0,0,32,27.3,91.0,10.0,3,3,0,1,0,3,9.4,232,9.7
Jack Chambers,60359,QB,CHARLES SO,1,2.61,2.36,,5.3,48,135,76.0,25,25,8.2,1.79,0,2,7.7,76.0,19,1,0.0,25,52.1,0,8,,67.8,72.4,73.3,71.8,,,0,0,26,0.0,135.3,0.0,0,0,0,0,3,0,0.0,182,7.3,44.4,18,19,20.0,3.49,0,3,15.8,31.6,6,6,25.0,23,47.9,2,7,,67.5,72.0,72.8,71.9,,61.6,0,0,23,0.0,84.3,0.0,0,4,0,1,1,0,0.0,175,9.2
Tommy Schuster,108954,QB,N DAKOTA,1,2.52,2.49,,3.6,48,249,82.1,28,29,4.2,1.9,1,0,0.0,75.9,22,5,4.3,29,60.4,1,10,,68.1,69.3,73.6,68.8,,,0,0,29,0.0,102.4,0.0,0,0,0,0,1,0,0.0,178,6.1,66.7,15,18,10.2,3.45,0,1,5.3,50.0,9,10,10.0,19,39.6,1,6,,67.1,56.7,72.4,58.5,,57.0,1,0,20,0.0,82.9,0.0,0,1,0,2,1,1,5.0,89,4.9
Will Levis,83542,QB,KENTUCKY,1,2.45,2.3,3.7,4.03,48,202,100.0,19,19,0.5,1.53,0,0,0.0,84.2,16,0,15.8,19,39.6,3,5,,67.0,75.7,72.2,75.2,,,0,0,19,,102.0,0.0,0,0,0,0,1,0,0.0,81,4.3,75.0,20,22,7.7,3.16,0,0,0.0,68.2,15,11,0.0,28,58.3,0,9,,68.1,77.5,73.6,75.0,,66.6,1,0,29,27.3,95.3,10.7,3,3,0,1,1,0,0.0,112,5.1
Ah-Shaun Davis,149376,QB,LAFAYETTE,1,2.89,2.6,3.85,4.0,48,203,72.2,18,18,6.8,1.96,0,0,0.0,55.6,10,4,23.1,18,37.5,3,3,,66.8,23.5,72.0,23.9,,,0,2,18,0.0,26.2,0.0,0,0,0,0,0,2,11.1,75,4.2,66.7,15,19,14.4,3.45,0,0,0.0,47.4,9,18,10.0,30,62.5,1,7,,68.2,60.3,73.7,57.6,,64.2,0,0,30,55.6,66.1,33.3,10,1,0,4,0,0,0.0,112,5.9
Corey Fields Jr.,78539,QB,SCAR STATE,1,2.46,2.36,,4.5,47,290,72.0,25,27,10.4,1.92,1,0,0.0,51.9,14,5,22.2,27,57.4,4,9,,67.9,61.1,73.4,60.8,,,1,2,27,0.0,64.9,0.0,0,0,0,0,2,2,7.4,167,6.2,47.1,17,18,18.1,3.18,0,1,5.3,38.9,7,7,12.5,20,42.6,1,3,,67.2,70.2,72.5,64.8,,70.9,0,0,21,0.0,76.2,0.0,0,2,0,1,1,0,0.0,100,5.6
Matt McDonald,60350,QB,BOWL GREEN,1,2.8,2.59,1.9,5.5,47,122,50.0,22,26,12.1,2.05,4,1,3.7,38.5,10,2,9.1,27,57.4,1,5,,67.9,39.2,73.5,39.5,,,0,0,28,50.0,51.4,3.7,1,0,0,0,0,1,3.6,108,4.2,61.5,13,15,15.8,3.83,0,2,12.5,40.0,6,8,25.0,20,42.6,2,6,,67.2,76.4,72.5,76.3,,62.7,2,0,21,12.5,92.1,5.0,1,4,0,0,1,0,0.0,124,8.3
Chase Garbers,60356,QB,CAL,1,2.72,2.66,2.95,5.1,47,130,66.7,15,19,7.6,1.94,1,1,5.3,47.4,9,9,10.0,19,40.4,1,3,,67.0,70.4,72.2,69.9,,,1,0,19,0.0,55.6,0.0,0,0,0,2,0,0,0.0,64,3.4,70.8,24,25,10.3,3.25,0,1,3.6,64.0,16,16,5.9,28,59.6,1,11,,68.4,71.0,74.0,70.2,,62.0,0,0,32,12.5,112.6,7.1,2,1,0,1,2,0,0.0,183,7.3
Kris Brown,105558,QB,MONTANA,1,2.99,2.69,2.98,4.85,46,232,85.0,20,20,4.3,2.17,0,0,0.0,80.0,16,3,5.9,20,43.5,1,7,,67.1,54.9,72.4,54.7,,,0,1,20,0.0,70.2,0.0,0,0,0,0,0,2,10.0,117,5.9,81.3,16,16,5.1,3.63,0,0,0.0,81.3,13,14,0.0,26,56.5,0,5,,26.7,45.9,73.3,52.1,,48.7,0,0,26,28.6,85.2,15.4,4,6,0,0,0,1,3.8,71,4.4
Hayden Wolff,98362,QB,DOMINION,1,2.28,2.25,2.52,,46,263,83.9,31,32,9.0,2.07,0,5,15.2,68.8,22,8,15.4,34,73.9,4,12,,68.6,84.1,74.3,83.2,,,1,2,35,25.0,72.7,5.9,2,0,0,0,0,2,5.7,302,9.4,44.4,9,9,14.6,2.85,0,0,0.0,44.4,4,3,0.0,12,26.1,0,1,,66.2,29.7,71.4,30.3,,57.3,0,0,15,100.0,51.6,25.0,3,0,0,0,0,2,13.3,25,2.8
Jett Duffey,41634,QB,HAMPTON,1,2.67,2.38,4.6,6.9,46,178,64.0,25,25,8.6,1.86,0,0,0.0,48.0,12,4,25.0,25,54.3,4,6,,67.8,56.7,73.3,56.5,,,0,1,26,0.0,42.9,0.0,0,0,0,0,0,1,3.8,105,4.2,61.5,13,17,12.9,3.63,0,1,5.3,41.2,7,7,12.5,21,45.7,1,4,,67.5,64.9,72.8,68.6,,52.6,1,0,23,28.6,48.9,9.5,2,2,0,3,0,0,0.0,51,3.0
Dequan Finn,97804,QB,TOLEDO,1,3.13,2.58,3.78,5.18,46,316,57.1,14,14,11.3,1.94,0,1,6.7,42.9,6,3,25.0,14,30.4,2,3,,66.4,72.1,71.4,71.6,,,0,0,15,0.0,53.6,0.0,0,0,0,0,0,1,6.7,53,3.8,61.1,18,18,16.1,3.65,0,2,10.5,50.0,9,19,18.2,32,69.6,2,8,,68.5,71.0,74.1,68.3,,65.9,0,0,33,42.1,79.6,25.0,8,6,0,0,0,0,0.0,155,8.6
Orion Olivas,155517,QB,HOU BAPT,1,2.35,2.14,2.8,5.13,46,183,74.2,31,31,7.2,1.87,0,1,3.1,58.1,18,6,21.7,31,67.4,5,9,,68.4,61.0,74.0,60.7,,,0,1,32,0.0,96.2,0.0,0,0,0,0,3,2,6.3,200,6.5,54.5,11,11,8.5,3.34,0,0,0.0,45.5,5,9,16.7,15,32.6,1,3,,66.5,47.6,71.6,54.0,,49.2,0,1,16,11.1,16.5,6.7,1,3,0,0,0,1,6.3,38,3.5
Zach Gibson,100201,QB,AKRON,1,2.93,2.88,2.97,3.47,45,102,100.0,19,19,6.6,1.99,0,0,0.0,94.7,18,3,5.3,20,44.4,1,10,,67.2,93.2,72.5,92.9,,,0,0,21,33.3,120.2,5.0,1,0,0,0,1,0,0.0,164,8.6,53.3,15,20,13.9,3.68,1,1,4.5,35.0,7,12,12.5,25,55.6,1,4,,67.9,66.7,73.4,71.6,,50.8,0,0,27,16.7,91.0,8.0,2,3,0,4,2,0,0.0,127,6.4
Theo Day,83515,QB,N IOWA,1,3.2,2.63,5.4,5.02,45,255,78.9,19,20,6.9,2.16,1,1,4.8,75.0,15,2,0.0,20,44.4,0,9,,67.2,79.9,72.5,79.1,,,0,0,21,0.0,115.6,0.0,0,0,0,0,1,1,4.8,165,8.3,73.3,15,15,11.8,4.04,0,1,6.7,66.7,10,7,9.1,25,55.6,1,8,,26.3,59.7,73.3,62.5,,56.0,0,2,26,71.4,78.6,20.0,5,5,0,0,1,3,11.5,138,9.2
KJ Jefferson,99129,QB,ARKANSAS,1,3.64,3.34,3.67,5.16,45,111,100.0,6,6,-0.2,1.82,0,0,0.0,100.0,6,0,0.0,6,13.3,0,6,,64.6,70.0,69.1,69.6,,,0,0,7,,112.5,0.0,0,0,0,0,0,0,0.0,66,11.0,61.5,26,29,11.6,3.93,0,0,0.0,51.7,15,14,6.3,39,86.7,1,12,,28.0,63.2,74.8,60.8,,64.1,0,0,40,21.4,91.5,7.7,3,7,0,3,2,2,5.0,162,5.6
Connor Bazelak,99135,QB,MISSOURI,1,2.36,2.32,3.15,,45,229,81.5,27,28,2.7,1.77,0,0,0.0,67.9,19,4,13.6,29,64.4,3,4,,68.5,37.6,74.1,37.8,,,0,1,33,25.0,57.1,3.4,1,0,0,1,0,2,6.1,90,3.2,78.6,14,15,9.6,3.41,0,1,6.3,66.7,10,9,9.1,16,35.6,1,5,,66.7,69.6,71.8,69.1,,,0,1,17,11.1,68.8,6.3,1,0,0,1,0,1,5.9,140,9.3
Justin Miller,103941,QB,SO UTAH,1,2.5,2.5,2.4,,45,298,95.8,24,26,5.5,1.88,2,1,3.8,69.2,18,3,21.7,27,60.0,5,12,,26.7,79.4,73.4,78.7,,,0,0,27,33.3,100.5,3.7,1,0,0,0,1,1,3.7,174,6.7,64.7,17,18,15.7,3.42,1,3,15.8,55.6,10,4,9.1,18,40.0,1,6,,67.0,74.3,72.2,73.6,,,0,0,19,0.0,82.2,0.0,0,0,0,0,0,1,5.3,146,8.1
George Martin,103959,QB,ROB MORRIS,1,2.42,2.29,3.15,4.6,45,277,66.7,21,24,5.9,1.98,2,0,0.0,45.8,11,4,21.4,24,53.3,3,6,,67.6,51.8,73.0,51.7,,,0,0,24,0.0,75.5,0.0,0,0,0,1,1,1,4.2,123,5.1,40.0,15,16,19.7,2.92,1,0,0.0,37.5,6,10,0.0,21,46.7,0,5,,24.3,40.9,72.8,42.4,,57.0,0,0,23,40.0,87.8,19.0,4,1,0,0,1,3,13.0,129,8.1
Parker McKinney,82109,QB,E KENTUCKY,1,2.24,2.02,3.6,5.4,44,159,76.7,30,32,7.0,1.78,1,0,0.0,65.6,21,4,8.7,33,75.0,2,13,,68.9,76.1,74.7,75.3,,,0,0,39,25.0,104.9,3.0,1,0,0,1,2,0,0.0,210,6.6,42.9,7,8,9.9,3.64,0,0,0.0,37.5,3,6,0.0,11,25.0,0,1,,65.8,48.1,70.7,37.2,,70.8,1,1,12,16.7,6.3,9.1,1,2,0,0,0,1,8.3,14,1.8
Wiley Hartley,122297,QB,CAMPBELL,1,2.48,2.32,2.98,3.9,44,131,66.7,21,21,11.6,1.8,0,0,0.0,57.1,12,4,14.3,22,50.0,2,9,,26.7,53.0,73.3,52.9,,,0,0,26,25.0,105.7,4.5,1,0,0,0,1,2,7.7,202,9.6,50.0,16,16,15.5,3.17,0,2,11.8,43.8,7,8,12.5,22,50.0,1,6,,67.4,63.9,72.8,65.2,,57.5,0,2,23,37.5,49.0,13.6,3,3,0,0,1,2,8.7,112,7.0
Kenny Pickett,60515,QB,PITTSBURGH,1,3.34,2.77,8.9,5.88,44,268,92.3,13,13,1.0,2.0,0,0,0.0,92.3,12,2,0.0,13,29.5,0,4,,66.2,78.4,71.2,77.9,,,0,0,14,0.0,106.4,0.0,0,0,0,0,1,0,0.0,44,3.4,65.2,23,24,11.8,3.9,0,1,4.0,41.7,10,16,33.3,31,70.5,5,7,,68.4,74.4,74.0,80.5,,52.0,1,0,32,6.3,78.3,3.2,1,6,0,0,1,0,0.0,159,6.6
Liam Welch,19897,QB,SAMFORD,1,2.4,2.4,,,43,282,80.0,25,25,5.3,1.69,0,0,0.0,76.0,19,2,5.0,25,58.1,1,5,,67.7,66.9,73.1,66.4,,,0,0,25,0.0,97.3,0.0,0,0,0,0,1,0,0.0,111,4.4,52.9,17,18,16.8,3.38,0,1,5.0,50.0,9,2,0.0,18,41.9,0,7,,67.1,72.9,72.4,72.3,,,0,0,20,0.0,103.0,0.0,0,0,0,1,1,1,5.0,176,9.8
Dennis Grosel,60351,QB,BOSTON COL,1,2.97,2.81,3.87,6.5,43,121,84.6,13,13,4.2,2.05,0,0,0.0,69.2,9,1,18.2,13,30.2,2,2,,66.2,73.8,71.2,73.3,,,0,1,14,0.0,41.5,0.0,0,0,0,0,0,0,0.0,43,3.3,63.6,22,26,12.8,3.37,0,0,0.0,46.2,12,15,14.3,30,69.8,2,6,,68.4,63.6,74.0,61.1,,64.3,2,0,32,20.0,77.6,10.0,3,1,0,2,1,1,3.1,151,5.8
Eric Barriere,40109,QB,E WASHGTON,1,2.78,2.54,4.1,5.75,43,161,83.3,18,18,7.6,1.81,0,1,5.6,72.2,13,5,13.3,18,41.9,2,8,,66.8,72.2,72.0,71.7,,,0,0,18,0.0,153.9,0.0,0,0,0,0,4,0,0.0,263,14.6,77.8,18,18,17.4,3.62,0,2,10.5,72.2,13,12,7.1,24,55.8,1,13,,26.0,88.4,73.1,84.1,,70.8,0,0,25,33.3,153.9,16.7,4,2,0,0,3,1,4.0,337,18.7
Brayden Schager,146078,QB,HAWAII,1,3.03,2.96,3.68,,42,180,92.3,13,14,0.2,1.92,1,0,0.0,71.4,10,3,16.7,14,33.3,2,3,,66.2,62.7,71.2,62.4,,,0,1,14,0.0,50.6,0.0,0,0,0,0,0,1,7.1,63,4.5,60.0,20,24,9.5,3.59,0,1,4.2,50.0,12,17,0.0,28,66.7,0,6,,68.0,46.2,73.5,46.2,,,1,3,28,23.5,28.8,14.3,4,0,0,3,0,2,7.1,142,5.9
Aidan O'Connell,60516,QB,PURDUE,1,2.42,2.39,2.7,3.1,42,273,85.0,20,20,5.9,1.8,0,1,4.5,85.0,17,1,0.0,20,47.6,0,9,,67.4,72.5,72.7,72.0,,,0,0,22,0.0,109.0,0.0,0,0,0,0,1,0,0.0,123,6.2,83.3,18,20,12.8,2.98,0,3,13.6,65.0,13,4,13.3,22,52.4,2,11,,67.6,89.3,73.0,86.7,,64.2,0,0,24,25.0,125.0,4.5,1,1,0,2,1,0,0.0,251,12.6
Derek Robertson,142298,QB,MAINE,1,2.54,2.43,,4.65,42,212,60.9,23,24,9.1,1.92,1,0,0.0,54.2,13,6,7.1,24,57.1,1,10,,67.8,55.6,73.3,55.5,,,0,0,26,0.0,99.7,0.0,0,0,0,0,2,1,3.8,142,5.9,53.3,15,16,12.4,3.36,0,1,5.9,43.8,7,6,12.5,18,42.9,1,7,,67.0,68.0,72.2,62.1,,70.7,0,0,19,0.0,59.6,0.0,0,2,0,1,0,1,5.3,81,5.1
