player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Cam'Ron Ransom,147110,QB,BETH COOK,1,2.56,2.38,3.55,3.9,43,119,82.6,23,24,5.7,1.9,1,1,4.0,79.2,19,1,0.0,24,55.8,0,7,,,,,67.7,70.9,73.1,,70.3,,,,,0,0,25,0.0,104.2,0.0,0,0,0,0,1,0,0.0,136,5.7,50.0,12,13,15.2,3.38,0,1,7.7,38.5,5,5,16.7,19,44.2,1,4,,,,,23.8,43.1,72.2,,45.6,,53.8,,,0,0,19,80.0,95.4,21.1,4,2,0,1,1,2,10.5,111,8.5
Ethan Vasko,163817,QB,COAST CAR,1,2.57,2.53,2.53,4.3,43,141,66.7,24,24,9.7,1.9,0,1,4.2,66.7,16,7,0.0,26,60.5,0,9,,,,,67.6,89.2,73.3,,88.2,,,,,0,0,26,28.6,88.0,7.7,2,0,0,0,0,0,0.0,175,7.3,53.8,13,15,16.8,3.58,0,1,6.7,33.3,5,11,28.6,17,39.5,2,4,,,,,66.7,54.5,71.8,,51.2,,64.2,,,0,1,17,9.1,49.9,5.9,1,1,0,2,1,3,17.6,92,6.1
Carson Beck,124010,QB,GEORGIA,1,2.33,2.22,,4.7,42,173,80.0,25,28,8.4,1.8,3,1,3.2,64.3,18,2,10.0,28,66.7,2,10,,,,,68.3,70.8,73.9,,70.2,,,,,0,0,31,0.0,108.8,0.0,0,0,0,0,2,1,3.2,197,7.0,63.6,11,12,17.4,3.41,0,2,15.4,58.3,7,3,0.0,14,33.3,0,7,,,,,66.4,92.6,71.4,,91.4,,70.7,,,0,0,15,0.0,97.2,0.0,0,2,0,1,0,0,0.0,134,11.2
Jake Cady,167521,QB,WAGNER,1,2.59,2.27,3.5,5.33,42,338,69.2,26,27,5.6,1.86,1,0,0.0,59.3,16,0,11.1,27,64.3,2,7,,,,,67.9,60.9,73.4,,60.5,,,,,0,1,27,,56.6,0.0,0,0,0,0,0,1,3.7,133,4.9,71.4,7,10,16.9,3.9,0,1,9.1,50.0,5,5,0.0,15,35.7,0,5,,,,,66.5,74.1,71.6,,80.0,,56.3,,,0,0,16,20.0,103.3,6.7,1,4,0,3,1,0,0.0,63,6.3
Luke Bailey,143172,QB,DRAKE,1,2.68,2.62,2.8,4.9,42,153,76.2,21,22,4.4,1.81,0,0,0.0,63.6,14,1,12.5,22,52.4,2,7,,,,,67.5,63.0,72.8,,62.6,,,,,1,1,23,0.0,68.6,0.0,0,0,0,0,1,2,8.7,91,4.1,76.5,17,18,7.1,3.63,0,2,11.1,72.2,13,9,0.0,20,47.6,0,8,,,,,67.1,90.2,72.4,,88.5,,63.2,,,0,0,20,11.1,108.1,5.0,1,1,0,1,1,0,0.0,118,6.6
Avery Johnson,173108,QB,KANSAS ST,1,2.81,2.73,,6.0,41,199,81.8,22,22,8.6,2.1,0,0,0.0,77.3,17,2,5.6,22,53.7,1,9,,,,,67.6,79.9,73.0,,79.1,,,,,0,1,24,0.0,77.1,0.0,0,0,0,0,0,0,0.0,156,7.1,50.0,18,18,16.0,3.64,0,2,10.5,38.9,7,2,22.2,19,46.3,2,5,,,,,67.2,69.6,72.5,,69.2,,61.0,,,0,1,21,0.0,34.3,0.0,0,1,0,0,0,1,4.8,99,5.5
Pat McQuaide,145792,QB,NICHOLLS,1,2.49,2.32,2.8,4.85,41,243,79.2,24,24,4.0,1.75,0,0,0.0,66.7,16,3,15.8,25,61.0,3,5,,,,,67.7,52.1,73.1,,52.0,,,,,0,1,25,33.3,58.2,4.0,1,0,0,0,0,1,4.0,103,4.3,45.5,11,11,17.6,3.65,0,0,0.0,45.5,5,9,0.0,16,39.0,0,5,,,,,66.5,49.7,71.6,,53.4,,52.7,,,0,2,16,33.3,66.7,18.8,3,2,0,0,1,1,6.3,95,8.6
Katin Houser,158386,QB,E CAROLINA,1,2.38,2.31,3.0,4.5,41,156,71.4,21,22,9.8,1.8,0,2,8.7,68.2,15,1,0.0,22,53.7,0,9,,,,,67.5,59.8,72.8,,59.5,,,,,0,1,23,0.0,88.6,0.0,0,0,0,1,1,2,8.7,177,8.0,60.0,15,15,12.2,3.22,0,0,0.0,60.0,9,10,0.0,18,43.9,0,7,,,,,67.2,65.8,72.5,,60.0,,70.8,,,0,2,21,10.0,50.6,5.6,1,2,0,0,0,3,14.3,137,9.1
Reggie Graff,165710,QB,UTAHTC,1,2.75,2.57,3.87,6.2,41,1285,62.5,16,18,4.4,2.07,1,0,0.0,50.0,9,3,10.0,19,46.3,1,3,,,,,67.1,51.9,72.4,,51.8,,,,,0,1,20,33.3,52.5,5.3,1,0,0,1,1,1,5.0,58,3.2,76.5,17,19,13.1,3.34,0,1,5.3,68.4,13,11,0.0,22,53.7,0,9,,,,,67.4,80.8,72.7,,79.1,,61.7,,,2,1,22,18.2,101.6,9.1,2,1,0,0,1,1,4.5,214,11.3
Chandler Morris,122938,QB,N TEXAS,1,2.57,2.27,5.3,4.6,41,251,81.0,21,21,3.2,1.53,0,0,0.0,76.2,16,0,5.9,21,51.2,1,4,,,,,67.4,69.2,72.7,,68.7,,,,,0,0,22,,106.3,0.0,0,0,0,0,1,0,0.0,125,6.0,35.7,14,15,21.7,3.66,1,2,11.8,33.3,5,6,0.0,20,48.8,0,6,,,,,67.4,46.3,72.7,,42.3,,63.7,,,0,2,22,16.7,22.5,5.0,1,4,0,0,0,3,13.6,116,7.7
Matt Morrissey,148177,QB,E KENTUCKY,1,3.36,3.08,2.87,5.07,41,159,90.9,11,11,3.3,2.03,0,0,0.0,81.8,9,1,10.0,12,29.3,1,3,,,,,66.0,68.7,71.0,,68.3,,,,,0,0,13,100.0,95.1,8.3,1,0,0,0,0,0,0.0,75,6.8,66.7,18,21,13.7,3.91,0,0,0.0,57.1,12,12,0.0,29,70.7,0,11,,,,,68.3,57.0,73.9,,55.4,,61.2,,,0,1,31,16.7,76.5,6.9,2,6,0,3,1,2,6.5,155,7.4
Paxton DeLaurent,159618,QB,SE MO ST,1,2.94,2.78,,5.07,41,293,84.2,19,19,8.1,1.97,0,0,0.0,68.4,13,2,18.8,19,46.3,3,10,,,,,67.0,89.7,72.2,,88.7,,,,,0,0,19,0.0,108.7,0.0,0,0,0,0,1,1,5.3,146,7.7,66.7,18,19,12.5,3.78,0,3,15.0,57.9,11,8,8.3,22,53.7,1,9,,,,,67.6,90.6,73.0,,84.3,,77.8,,,0,1,24,0.0,116.4,0.0,0,3,0,1,3,1,4.2,221,11.6
Kadin Semonza,174001,QB,BALL ST,1,2.31,2.27,3.9,4.6,40,117,73.9,23,25,8.0,1.8,2,1,4.0,68.0,17,1,0.0,25,62.5,0,11,,,,,67.7,65.4,73.1,,65.0,,,,,0,1,25,0.0,101.1,0.0,0,0,0,0,2,1,4.0,194,7.8,90.9,11,12,12.6,3.39,0,4,33.3,66.7,8,4,20.0,14,35.0,2,4,,,,,66.2,91.4,71.2,,92.3,,57.0,,,0,0,14,25.0,144.8,7.1,1,1,0,1,2,0,0.0,137,11.4
Cornelious Brown IV,98356,QB,ALAB A&M,1,3.02,2.9,3.2,4.6,40,104,77.8,18,18,5.8,1.99,0,0,0.0,72.2,13,3,7.1,18,45.0,1,10,,,,,67.4,61.6,72.7,,61.3,,,,,0,0,22,0.0,92.6,0.0,0,0,0,0,0,0,0.0,131,7.3,50.0,14,16,15.9,3.85,0,1,5.9,43.8,7,13,0.0,22,55.0,0,6,,,,,67.6,66.2,73.1,,54.5,,79.0,,,0,0,25,30.8,84.6,18.2,4,2,0,2,1,0,0.0,97,6.1
Fernando Mendoza,158323,QB,CAL,1,2.91,2.68,3.68,5.3,40,130,86.7,15,15,8.8,1.91,0,0,0.0,73.3,11,1,15.4,15,37.5,2,5,,,,,66.5,74.9,71.6,,74.4,,,,,0,1,16,0.0,84.3,0.0,0,0,0,0,1,1,6.3,96,6.4,75.0,16,19,8.9,3.51,0,0,0.0,57.9,11,14,8.3,25,62.5,1,9,,,,,27.0,45.9,73.5,,45.6,,58.3,,,0,1,28,28.6,56.7,16.0,4,2,0,3,0,3,10.7,129,6.8
Kinkead Dent,99132,QB,TENN MARTN,1,3.17,2.83,3.92,5.43,40,310,75.0,12,13,5.9,2.03,1,0,0.0,46.2,6,4,33.3,14,35.0,3,3,,,,,66.2,63.7,71.2,,63.4,,,,,0,1,14,25.0,22.9,7.1,1,0,0,0,0,1,7.1,45,3.5,46.7,15,19,19.3,3.78,0,1,5.3,36.8,7,15,0.0,26,65.0,0,5,,,,,26.3,49.4,73.3,,48.7,,59.2,,,0,1,26,26.7,32.1,15.4,4,3,0,4,0,1,3.8,97,5.1
Hunter Watson,183993,QB,SM HOUSTON,1,2.86,2.51,3.4,4.8,40,281,84.2,19,19,0.9,1.73,0,0,0.0,84.2,16,2,0.0,19,47.5,0,2,,,,,67.0,61.9,72.2,,61.6,,,,,0,1,19,0.0,58.3,0.0,0,0,0,0,0,0,0.0,62,3.3,60.0,10,13,19.4,3.89,0,2,15.4,46.2,6,11,0.0,21,52.5,0,6,,,,,67.2,67.5,72.5,,75.2,,52.1,,,1,0,21,27.3,78.0,14.3,3,5,0,2,0,1,4.8,117,9.0
Carter Peevy,129563,QB,MAINE,1,2.6,2.55,3.17,,40,212,66.7,21,21,5.3,1.75,0,0,0.0,66.7,14,3,0.0,22,55.0,0,6,,,,,67.4,69.2,72.8,,68.8,,,,,0,0,23,33.3,100.7,4.5,1,0,0,0,1,0,0.0,137,6.5,61.5,13,16,12.3,3.63,0,1,6.3,50.0,8,7,0.0,18,45.0,0,6,,,,,66.8,62.9,72.0,,62.6,,,,,0,1,18,28.6,52.6,11.1,2,0,0,3,0,1,5.6,134,8.4
Walker Harris,150449,QB,NC CENT,1,2.74,2.64,,4.6,39,247,73.3,15,16,8.4,2.02,1,1,5.6,62.5,10,3,9.1,16,41.0,1,9,,,,,66.8,74.5,72.0,,73.9,,,,,0,0,18,0.0,107.8,0.0,0,0,0,0,1,0,0.0,126,7.9,66.7,18,21,15.6,3.23,0,3,13.6,52.4,11,8,8.3,23,59.0,1,5,,,,,67.6,69.9,73.0,,73.5,,52.8,,,0,1,24,0.0,61.8,0.0,0,2,0,3,0,1,4.2,181,8.6
Payton Thorne,101629,QB,AUBURN,1,2.89,2.44,4.3,5.08,39,115,88.9,18,19,7.1,1.71,1,0,0.0,84.2,16,0,0.0,19,48.7,0,8,,,,,67.0,76.9,72.2,,76.3,,,,,0,0,19,,144.2,0.0,0,0,0,0,5,0,0.0,173,9.1,66.7,12,13,15.3,4.03,0,0,0.0,46.2,6,6,25.0,20,51.3,2,5,,,,,67.1,62.8,72.4,,70.3,,52.4,,,0,0,20,16.7,76.8,5.0,1,6,0,1,0,0,0.0,113,8.7
Tyler Shough,83537,QB,LOUISVILLE,1,2.76,2.76,,,39,210,91.3,23,23,6.7,1.77,0,1,4.3,82.6,19,3,9.5,23,59.0,2,13,,,,,67.5,85.7,72.8,,84.8,,,,,0,1,23,0.0,105.8,0.0,0,0,0,0,1,0,0.0,236,10.3,61.5,13,16,12.7,4.18,0,0,0.0,43.8,7,6,12.5,16,41.0,1,2,,,,,66.7,47.8,71.8,,47.8,,,,,0,0,17,0.0,51.0,0.0,0,0,0,3,0,1,5.9,34,2.1
Sean Brown,123871,QB,TOWSON,1,2.98,2.79,,4.68,39,317,75.0,12,12,4.9,1.93,0,0,0.0,66.7,8,1,11.1,12,30.8,1,3,,,,,66.0,72.8,71.0,,72.3,,,,,0,0,13,0.0,83.0,0.0,0,0,0,0,0,0,0.0,73,6.1,76.2,21,23,8.4,3.46,1,0,0.0,65.2,15,5,6.3,27,69.2,1,13,,,,,68.1,67.8,73.6,,67.0,,62.4,,,0,0,29,0.0,103.2,0.0,0,4,0,1,1,0,0.0,178,7.7
Miles Hastings,103943,QB,UC DAVIS,1,2.49,2.38,3.12,,39,322,77.3,22,22,5.7,1.94,0,1,4.0,68.2,15,1,11.8,23,59.0,2,8,,,,,67.8,75.2,73.3,,74.6,,,,,0,1,26,100.0,120.1,4.3,1,0,0,0,3,0,0.0,214,9.7,77.8,9,11,12.7,3.28,0,0,0.0,63.6,7,13,0.0,16,41.0,0,5,,,,,22.4,47.7,71.8,,47.7,,,,,1,0,17,38.5,95.3,31.3,5,0,0,1,0,2,11.8,106,9.6
C.J. Ogbonna,149182,QB,BUFFALO,1,2.82,2.71,,4.9,39,126,62.5,16,16,8.6,1.81,0,0,0.0,56.3,9,2,10.0,16,41.0,1,4,,,,,66.8,70.2,72.0,,69.8,,,,,0,1,18,0.0,39.3,0.0,0,0,0,0,0,0,0.0,63,3.9,57.9,19,21,15.9,3.52,0,2,8.3,47.6,10,12,9.1,23,59.0,1,9,,,,,67.8,69.0,73.3,,66.5,,66.0,,,0,1,26,0.0,101.4,0.0,0,2,0,2,3,1,3.8,201,9.6
Sam Leavitt,175465,QB,ARIZONA ST,1,3.19,2.72,9.2,5.73,39,110,82.4,17,19,5.6,1.91,2,0,0.0,73.7,14,1,0.0,19,48.7,0,8,,,,,67.1,74.2,72.4,,73.7,,,,,0,0,20,0.0,129.5,0.0,0,0,0,0,2,0,0.0,141,7.4,75.0,12,15,16.0,4.42,0,1,6.3,46.7,7,10,22.2,20,51.3,2,9,,,,,67.4,86.3,72.7,,85.1,,66.7,,,0,0,22,10.0,99.6,5.0,1,4,0,3,1,0,0.0,131,8.7
Keyone Jenkins,170403,QB,FIU,1,2.77,2.66,,4.45,39,166,64.7,17,17,5.8,1.89,0,0,0.0,52.9,9,2,18.2,17,43.6,2,6,,,,,66.7,67.9,71.8,,67.5,,,,,0,0,17,0.0,87.1,0.0,0,0,0,0,1,0,0.0,87,5.1,75.0,16,17,14.6,3.62,0,1,5.6,70.6,12,7,0.0,21,53.8,0,10,,,,,67.5,74.2,0.0,,81.7,,55.1,,,0,0,23,0.0,122.7,0.0,0,4,0,1,1,0,0.0,172,10.1
Luke Schomburg,159795,QB,CHATTNOOGA,1,2.76,2.61,4.1,,39,137,72.2,18,19,9.3,1.88,1,0,0.0,68.4,13,3,0.0,20,51.3,0,5,,,,,24.2,57.4,72.4,,57.3,,,,,0,0,20,33.3,80.2,5.0,1,0,0,0,0,2,10.0,96,5.1,58.3,12,16,13.8,3.69,0,1,6.3,31.3,5,12,28.6,19,48.7,2,4,,,,,23.4,41.1,72.2,,41.3,,,,,0,1,19,25.0,16.1,15.8,3,0,0,4,0,2,10.5,54,3.4
John Mateer,158516,QB,WASH STATE,1,3.59,3.26,6.8,8.0,39,341,90.9,11,11,4.2,1.87,0,1,8.3,90.9,10,0,0.0,11,28.2,0,6,,,,,65.8,66.9,70.7,,66.5,,,,,0,0,12,,132.6,0.0,0,0,0,0,1,1,8.3,94,8.5,62.5,24,25,17.3,4.27,0,4,16.0,60.0,15,11,0.0,28,71.8,0,12,,,,,68.0,86.7,73.5,,82.9,,70.1,,,0,0,28,9.1,138.5,3.6,1,2,0,1,3,0,0.0,281,11.2
Tyler Knoop,108982,QB,STNY BROOK,1,2.94,2.4,4.35,4.52,38,303,78.6,14,15,4.7,1.92,1,0,0.0,66.7,10,3,9.1,15,39.5,1,6,,,,,66.4,62.4,71.4,,62.1,,,,,0,0,15,0.0,107.4,0.0,0,0,0,0,1,0,0.0,99,6.6,63.6,11,13,13.8,3.61,0,0,0.0,53.8,7,17,0.0,23,60.5,0,4,,,,,25.6,32.5,73.0,,38.8,,45.5,,,0,0,24,23.5,117.0,17.4,4,6,0,2,2,2,8.3,95,7.3
Cole Snyder,97617,QB,E MICHIGAN,1,2.72,2.27,4.23,4.52,38,160,68.8,16,17,4.4,1.74,1,0,0.0,64.7,11,0,0.0,17,44.7,0,5,,,,,66.7,56.6,71.8,,56.4,,,,,0,2,17,,59.8,0.0,0,0,0,0,1,1,5.9,97,5.7,61.5,13,13,13.4,3.52,0,0,0.0,53.8,7,10,12.5,21,55.3,1,2,,,,,67.1,37.9,72.5,,39.2,,53.1,,,0,1,21,30.0,33.5,14.3,3,5,0,0,0,2,9.5,58,4.5
Jacob Clark,101628,QB,MO STATE,1,2.74,2.56,3.48,4.5,38,230,75.0,16,16,7.8,2.08,0,0,0.0,50.0,8,4,33.3,16,42.1,4,4,,,,,66.7,63.2,71.8,,62.9,,,,,0,0,17,0.0,64.6,0.0,0,0,0,0,0,1,5.9,80,5.0,71.4,14,14,10.7,3.39,0,0,0.0,71.4,10,14,0.0,21,55.3,0,9,,,,,24.7,53.7,72.5,,59.0,,49.9,,,0,0,21,28.6,135.1,19.0,4,3,0,0,1,1,4.8,167,11.9
Grayson James,145214,QB,BOSTON COL,1,3.04,2.84,4.1,4.17,38,121,80.0,10,10,7.0,2.0,0,0,0.0,70.0,7,3,12.5,10,26.3,1,1,,,,,65.8,55.0,70.7,,54.9,,,,,0,0,12,0.0,112.1,0.0,0,0,0,0,1,1,8.3,44,4.4,68.8,16,22,14.4,3.42,1,1,4.3,50.0,11,15,0.0,28,73.7,0,11,,,,,68.1,58.5,73.8,,59.3,,57.7,,,2,1,29,20.0,61.4,10.7,3,3,0,3,0,3,10.3,193,8.8
Sawyer Robertson,146839,QB,BAYLOR,1,2.18,2.16,2.9,,37,118,85.7,21,23,1.1,1.57,2,0,0.0,78.3,18,1,0.0,23,62.2,0,8,,,,,67.7,63.2,73.1,,62.9,,,,,0,0,25,0.0,113.4,0.0,0,0,0,0,1,0,0.0,178,7.7,75.0,12,13,12.3,3.19,0,2,14.3,61.5,8,4,11.1,14,37.8,1,7,,,,,66.4,91.3,71.4,,91.0,,,,,0,0,15,25.0,141.3,7.1,1,0,0,1,2,0,0.0,151,11.6
Simon Romfo,148126,QB,N DAKOTA,1,3.11,2.73,3.1,5.36,37,249,82.4,17,17,4.6,1.82,0,0,0.0,76.5,13,0,7.1,17,45.9,1,8,,,,,66.8,64.9,72.0,,64.6,,,,,0,0,18,,116.1,0.0,0,0,0,0,1,0,0.0,125,7.4,80.0,10,13,10.2,4.2,0,0,0.0,53.8,7,10,12.5,20,54.1,1,7,,,,,67.6,68.3,73.0,,64.5,,66.2,,,0,0,24,20.0,104.2,10.0,2,5,0,3,2,0,0.0,55,4.2
Jayden Maiava,158135,QB,USC,1,2.68,2.51,5.6,5.6,37,326,94.4,18,18,2.8,1.74,0,0,0.0,88.9,16,3,5.9,18,48.6,1,6,,,,,66.8,69.5,72.0,,69.0,,,,,0,0,18,0.0,131.3,0.0,0,0,0,0,2,1,5.6,119,6.6,60.0,15,17,14.3,3.57,0,0,0.0,52.9,9,8,0.0,19,51.4,0,7,,,,,21.2,42.2,72.4,,43.7,,57.3,,,0,1,20,12.5,75.6,5.3,1,1,0,2,1,2,10.0,140,8.2
Hayden Wolff,98362,QB,W MICHIGAN,1,2.69,2.63,2.38,6.1,37,347,92.3,13,13,1.5,1.85,0,0,0.0,92.3,12,2,0.0,15,40.5,0,4,,,,,66.4,73.6,71.4,,73.1,,,,,0,0,15,100.0,93.9,13.3,2,0,0,0,0,0,0.0,85,6.5,70.6,17,19,7.6,3.27,0,0,0.0,63.2,12,6,0.0,22,59.5,0,5,,,,,67.6,37.2,73.0,,39.2,,56.3,,,0,2,24,33.3,41.0,9.1,2,1,0,2,0,2,8.3,118,6.2
Riley Leonard,143862,QB,NOTRE DAME,1,2.91,2.68,,4.83,37,258,81.3,16,16,2.8,1.72,0,0,0.0,75.0,12,1,7.7,16,43.2,1,4,,,,,66.7,34.4,71.8,,34.7,,,,,0,1,17,0.0,82.3,0.0,0,0,0,0,1,1,5.9,88,5.5,66.7,15,17,12.9,3.82,0,2,10.0,58.8,10,9,0.0,21,56.8,0,8,,,,,67.6,75.6,73.0,,75.4,,62.4,,,1,0,24,0.0,121.2,0.0,0,4,0,1,2,0,0.0,126,7.4
Richie Munoz,173668,QB,WEBER ST,1,2.79,2.59,3.55,4.4,37,342,72.2,18,20,4.7,1.76,1,0,0.0,65.0,13,3,0.0,20,54.1,0,4,,,,,67.1,65.1,72.4,,64.7,,,,,0,0,20,0.0,116.0,0.0,0,0,0,1,2,1,5.0,127,6.4,63.6,11,12,12.0,4.01,1,1,8.3,58.3,7,9,0.0,17,45.9,0,5,,,,,66.5,68.3,71.8,,71.8,,56.8,,,0,0,17,22.2,78.5,11.8,2,3,0,0,0,0,0.0,80,6.7
Gio Lopez,172309,QB,S ALABAMA,1,2.36,2.21,,4.13,37,288,82.6,23,23,3.3,1.75,0,0,0.0,82.6,19,5,0.0,23,62.2,0,9,,,,,67.6,56.2,73.0,,56.0,,,,,0,1,24,0.0,80.4,0.0,0,0,0,0,0,1,4.2,176,7.7,54.5,11,11,13.2,3.37,0,2,18.2,45.5,5,4,16.7,14,37.8,1,4,,,,,66.2,83.4,71.2,,87.9,,58.3,,,0,0,14,0.0,81.3,0.0,0,3,0,0,0,0,0.0,109,9.9
Austin Smith,145763,QB,AUSTINPEAY,1,2.58,2.52,3.3,4.1,37,116,76.5,17,20,5.7,2.1,2,1,5.0,60.0,12,2,7.7,20,54.1,1,5,,,,,67.1,70.9,72.4,,70.4,,,,,1,0,20,0.0,89.8,0.0,0,0,0,0,1,1,5.0,101,5.1,80.0,15,15,9.5,3.15,0,1,6.7,73.3,11,8,8.3,17,45.9,1,4,,,,,66.8,77.8,72.0,,72.4,,69.6,,,0,0,18,12.5,125.1,5.9,1,1,0,0,1,0,0.0,143,9.5
Jacob Holtschlag,172025,QB,GEORGETOWN,1,2.36,2.24,,3.63,37,172,65.2,23,23,11.2,1.97,0,1,4.2,60.9,14,5,6.7,23,62.2,1,6,,,,,67.6,48.3,73.0,,48.4,,,,,0,1,24,0.0,61.9,0.0,0,0,0,0,0,2,8.3,150,6.5,50.0,10,11,16.5,3.0,0,1,9.1,45.5,5,5,0.0,14,37.8,0,4,,,,,66.2,72.2,71.2,,75.1,,58.2,,,0,1,14,0.0,41.1,0.0,0,3,0,1,0,0,0.0,103,9.4
Christian Veilleux,145086,QB,GA STATE,1,2.42,2.37,,4.3,36,175,70.0,20,20,6.2,1.96,0,1,5.0,50.0,10,5,28.6,20,55.6,4,6,,,,,67.1,69.1,72.4,,68.6,,,,,0,0,20,0.0,68.3,0.0,0,0,0,0,0,0,0.0,118,5.9,50.0,14,15,20.6,3.0,0,1,5.9,46.7,7,6,0.0,16,44.4,0,7,,,,,67.0,63.7,72.2,,57.3,,69.0,,,1,1,19,0.0,70.7,0.0,0,1,0,0,1,2,10.5,127,8.5
Braylon Braxton,144442,QB,MARSHALL,1,3.01,2.86,3.15,4.37,36,214,75.0,20,20,8.7,1.86,0,2,10.0,75.0,15,1,0.0,20,55.6,0,7,,,,,67.1,84.2,72.4,,83.4,,,,,0,0,20,0.0,129.8,0.0,0,0,0,0,2,0,0.0,153,7.7,62.5,8,11,13.0,4.44,0,0,0.0,45.5,5,14,0.0,16,44.4,0,5,,,,,67.1,52.5,72.4,,52.6,,58.2,,,1,0,20,14.3,95.3,12.5,2,3,0,2,1,1,5.0,66,6.0
Kevin Jennings,158272,QB,SMU,1,2.55,2.51,,3.8,36,287,82.4,17,18,6.2,1.6,1,1,5.0,77.8,14,1,0.0,18,50.0,0,8,,,,,67.1,68.8,72.4,,68.3,,,,,0,0,20,0.0,141.7,0.0,0,0,0,0,2,0,0.0,164,9.1,62.5,16,17,14.6,3.49,0,1,5.6,58.8,10,9,0.0,18,50.0,0,7,,,,,67.0,69.4,72.2,,71.1,,57.3,,,0,1,19,0.0,80.0,0.0,0,1,0,1,1,1,5.3,138,8.1
Kael Alexander,189294,QB,STETSON,1,3.03,2.88,5.57,,36,302,66.7,18,19,6.6,1.94,0,0,0.0,57.9,11,2,8.3,19,52.8,1,4,,,,,67.2,53.4,72.5,,53.3,,,,,0,0,21,0.0,65.5,0.0,0,0,0,1,0,1,4.8,69,3.6,72.7,11,13,13.0,4.51,0,1,7.7,61.5,8,11,0.0,16,44.4,0,3,,,,,66.5,72.5,71.6,,72.0,,,,,0,2,16,27.3,39.1,18.8,3,0,0,2,0,1,6.3,79,6.1
Rocco Becht,157567,QB,IOWA STATE,1,2.7,2.52,3.0,5.55,36,193,80.0,15,15,5.5,1.87,0,0,0.0,73.3,11,0,8.3,15,41.7,1,4,,,,,66.5,69.5,71.6,,69.1,,,,,0,0,16,,108.5,0.0,0,0,0,0,1,0,0.0,83,5.5,76.5,17,18,7.2,3.3,0,0,0.0,72.2,13,6,0.0,21,58.3,0,8,,,,,67.5,61.7,72.8,,65.0,,53.1,,,0,0,23,16.7,97.2,4.8,1,2,0,1,0,1,4.3,151,8.4
Quinn Ewers,127253,QB,TEXAS,1,2.77,2.58,3.3,7.2,36,311,84.6,13,13,4.4,1.71,0,0,0.0,76.9,10,0,9.1,13,36.1,1,4,,,,,66.0,78.6,71.0,,78.0,,,,,0,0,13,,90.2,0.0,0,0,0,0,0,0,0.0,75,5.8,61.1,18,19,13.1,3.37,0,0,0.0,52.6,10,6,9.1,23,63.9,1,7,,,,,67.5,60.6,72.8,,62.3,,57.0,,,0,0,23,50.0,103.2,13.0,3,1,0,1,2,0,0.0,101,5.3
Seth Henigan,144267,QB,MEMPHIS,1,2.84,2.76,,5.5,35,218,86.7,15,15,7.5,2.07,0,2,13.3,80.0,12,2,7.7,15,42.9,1,6,,,,,66.4,88.4,71.4,,87.6,,,,,0,0,15,0.0,127.8,0.0,0,0,0,0,1,0,0.0,140,9.3,77.8,18,19,14.5,3.42,0,1,4.5,57.9,11,4,21.4,20,57.1,3,9,,,,,67.6,82.0,73.0,,77.7,,70.0,,,0,0,24,0.0,124.8,0.0,0,1,0,1,3,0,0.0,159,8.4
Brady Cook,124199,QB,MISSOURI,1,2.77,2.55,4.27,4.9,35,229,82.4,17,17,6.8,1.92,0,2,11.8,76.5,13,3,7.1,17,48.6,1,6,,,,,66.7,82.4,71.8,,81.7,,,,,0,0,17,0.0,115.6,0.0,0,0,0,0,1,0,0.0,123,7.2,61.5,13,14,11.2,3.57,0,0,0.0,57.1,8,12,0.0,18,51.4,0,4,,,,,27.9,49.2,72.0,,45.4,,64.3,,,0,1,18,25.0,53.9,16.7,3,1,0,1,0,1,5.6,114,8.1
