player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Eric Barriere,40109,QB,E WASHGTON,1,3.09,3.01,4.2,4.75,85,161,71.4,28,28,7.7,1.97,0,0,0.0,64.3,18,3,10.0,28,32.9,2,7,,68.2,49.9,73.7,49.9,,,0,1,30,0.0,63.1,0.0,0,0,0,0,0,2,6.7,150,5.4,60.4,48,52,18.1,3.65,1,3,5.7,53.8,28,26,3.4,57,67.1,1,20,,25.0,63.6,76.2,60.9,,69.7,0,0,58,11.5,109.5,5.3,3,2,0,3,5,7,12.1,380,7.3
Cam Ward,133244,QB,INCAR WORD,1,2.44,2.29,2.7,6.03,68,189,79.1,43,44,8.7,1.7,0,2,4.4,72.7,32,6,5.9,44,64.7,2,19,,69.4,77.7,75.2,76.9,,,1,0,45,0.0,121.9,0.0,0,0,0,0,3,0,0.0,385,8.8,64.3,14,17,15.4,3.96,0,1,4.5,41.2,7,17,22.2,23,33.8,2,5,,27.3,37.9,73.6,34.4,,61.9,1,0,29,17.6,99.1,13.0,3,3,0,2,2,2,6.9,96,5.6
Cole Kelley,39945,QB,SE LA,1,2.44,2.32,2.93,4.55,56,294,80.0,30,32,6.5,1.93,1,1,3.1,71.9,23,11,4.2,33,58.9,1,11,,68.4,83.6,74.1,82.7,,,1,1,33,9.1,92.6,3.0,1,0,0,0,1,1,3.0,255,8.0,72.2,18,18,10.6,3.18,0,0,0.0,72.2,13,12,0.0,23,41.1,0,6,,25.2,46.1,72.8,43.9,,62.4,0,2,23,25.0,73.8,13.0,3,2,0,0,1,3,13.0,141,7.8
Jake Dunniway,60572,QB,SACRAMENTO,1,2.65,2.44,3.3,4.68,50,279,90.0,20,21,6.9,1.75,0,2,9.1,81.0,17,2,5.6,21,42.0,1,8,,67.4,90.4,72.7,90.1,,,1,1,22,0.0,96.4,0.0,0,0,0,0,1,1,4.5,170,8.1,47.8,23,23,18.3,3.31,0,3,12.5,39.1,9,13,18.2,29,58.0,2,10,,68.2,86.7,73.7,86.4,,63.3,0,1,30,15.4,45.6,6.9,2,4,0,0,0,1,3.3,160,7.0
Matthew Sluka,143059,QB,HOLY CROSS,1,3.16,2.53,4.3,5.59,45,181,91.7,12,14,-0.2,1.61,2,0,0.0,78.6,11,0,0.0,14,31.1,0,3,,66.5,50.1,0.0,54.0,,,0,0,16,,81.3,0.0,0,0,0,0,0,0,0.0,49,3.5,61.1,18,19,16.4,4.0,0,4,19.0,42.1,8,11,27.3,30,66.7,3,9,,68.4,71.1,74.0,75.8,,56.7,0,1,32,18.2,40.0,6.7,2,9,0,1,0,1,3.1,113,5.9
Tyler Riddell,102355,QB,E TENN ST,1,3.21,2.89,5.05,5.2,42,157,77.8,9,9,3.8,2.02,0,0,0.0,77.8,7,2,0.0,9,21.4,0,3,,65.4,60.4,70.1,60.2,,,0,0,10,0.0,80.6,0.0,0,0,0,0,0,0,0.0,30,3.3,57.7,26,27,12.2,3.53,0,0,0.0,55.6,15,13,0.0,33,78.6,0,10,,26.6,58.1,74.3,60.2,,53.6,0,1,35,30.8,102.1,12.1,4,2,0,1,3,2,5.7,208,7.7
Eric Schmid,66632,QB,SM HOUSTON,1,2.11,1.84,2.8,4.1,37,281,80.0,25,27,7.1,1.67,2,0,0.0,70.4,19,5,5.0,27,73.0,1,9,,68.3,67.6,0.0,69.4,,,0,0,31,0.0,100.5,0.0,0,0,0,0,1,0,0.0,178,6.6,40.0,5,5,17.6,3.29,0,1,20.0,40.0,2,3,0.0,10,27.0,0,3,,65.6,79.5,70.4,67.8,,73.1,0,0,11,33.3,62.1,10.0,1,4,0,0,0,0,0.0,32,6.4
Nic Baker,87541,QB,S ILLINOIS,1,2.5,2.34,3.4,5.1,36,295,76.5,17,19,3.1,2.03,2,0,0.0,68.4,13,5,0.0,20,55.6,0,5,,67.1,60.3,72.4,60.0,,,0,0,20,20.0,78.8,5.0,1,0,0,0,0,0,0.0,90,4.7,83.3,12,13,9.5,3.1,1,2,15.4,76.9,10,9,0.0,16,44.4,0,4,,66.5,72.4,71.6,74.5,,57.8,0,0,16,22.2,132.9,12.5,2,1,0,0,1,0,0.0,128,9.8
Dresser Winn,63583,QB,TENN MARTN,1,2.4,2.36,2.4,3.4,31,310,55.6,18,19,7.9,1.84,1,0,0.0,47.4,9,6,10.0,20,64.5,1,3,,23.9,45.8,72.4,45.9,,,0,0,20,16.7,54.1,5.0,1,0,0,0,0,2,10.0,56,2.9,83.3,6,8,9.2,3.42,0,0,0.0,50.0,4,8,20.0,11,35.5,1,3,,65.8,57.3,70.7,59.8,,57.3,0,0,12,25.0,65.6,18.2,2,1,0,2,0,1,8.3,42,5.3
Chris Oladokun,40364,QB,S DAK ST,1,3.43,2.98,5.1,5.65,31,292,80.0,10,10,3.5,1.95,0,0,0.0,70.0,7,2,12.5,10,32.3,1,3,,65.4,61.8,70.1,61.6,,,0,0,10,0.0,88.3,0.0,0,0,0,0,0,0,0.0,67,6.7,50.0,10,13,19.0,4.35,0,0,0.0,38.5,5,12,0.0,20,64.5,0,7,,67.1,61.0,72.4,55.0,,67.9,0,0,20,25.0,63.0,15.0,3,4,0,3,0,2,10.0,90,6.9
