player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Deuce Hogan,129470,QB,NICHOLLS,1,3.22,2.48,4.4,6.78,26,243,84.6,13,13,1.0,1.76,0,0,0.0,76.9,10,3,9.1,13,50.0,1,3,,,,,66.0,65.9,71.0,65.5,,,0,1,13,0.0,56.3,0.0,0,0,0,0,0,0,0.0,69,5.3,71.4,7,8,5.3,4.67,0,0,0.0,62.5,5,8,0.0,13,50.0,0,1,,,,,66.5,42.8,71.6,49.8,,48.9,0,0,16,12.5,68.8,7.7,1,4,0,1,0,0,0.0,28,3.5
Brad Jackson,184354,QB,TEXAS ST,1,2.89,2.54,,4.86,26,314,90.0,10,10,5.8,1.77,0,0,0.0,90.0,9,0,0.0,10,38.5,0,5,,,,,65.4,86.7,70.1,86.0,,,0,0,10,,112.5,0.0,0,0,0,0,0,0,0.0,110,11.0,44.4,9,10,24.8,3.83,0,0,0.0,40.0,4,3,0.0,15,57.7,0,5,,,,,66.5,53.7,71.6,59.1,,52.6,0,0,16,0.0,64.6,0.0,0,5,0,1,0,0,0.0,70,7.0
Josh Holst,171312,QB,N ILLINOIS,1,2.44,2.1,,5.03,26,254,66.7,15,15,7.4,1.78,0,0,0.0,66.7,10,2,0.0,15,57.7,0,4,,,,,66.4,47.8,71.4,47.9,,,0,1,15,0.0,53.8,0.0,0,0,0,0,0,1,6.7,86,5.7,71.4,7,8,15.0,3.35,0,1,12.5,50.0,4,7,20.0,11,42.3,1,4,,,,,65.6,76.7,70.4,72.9,,66.6,1,0,11,0.0,108.9,0.0,0,3,0,0,1,0,0.0,49,6.1
Caden Pinnick,185116,QB,UC DAVIS,1,3.03,2.8,2.6,4.9,26,322,71.4,7,7,6.1,1.8,0,0,0.0,71.4,5,2,0.0,8,30.8,0,3,,,,,65.4,71.6,70.1,71.2,,,0,0,10,50.0,132.1,12.5,1,0,0,0,1,0,0.0,52,7.4,71.4,14,14,12.0,3.57,0,1,7.1,57.1,8,9,20.0,18,69.2,2,6,,,,,67.0,72.6,72.2,66.3,,70.3,0,0,19,11.1,106.3,5.6,1,3,0,0,1,1,5.3,110,7.9
Cam'Ron Ransom,147110,QB,BETH COOK,1,3.09,2.9,2.7,4.63,25,119,55.6,9,9,4.9,1.76,0,0,0.0,44.4,4,3,20.0,10,40.0,1,0,,,,,65.4,48.1,70.1,48.0,,,0,0,10,33.3,51.6,10.0,1,0,0,0,0,0,0.0,26,2.9,87.5,8,11,12.5,3.98,0,1,9.1,54.5,6,7,14.3,15,60.0,1,5,,,,,66.4,77.7,71.4,74.2,,67.0,0,1,15,14.3,101.3,6.7,1,3,0,3,3,1,6.7,146,13.3
Bryce Underwood,198795,QB,MICHIGAN,1,2.42,2.3,1.9,4.0,25,222,78.6,14,14,1.8,1.75,0,0,0.0,64.3,9,1,18.2,15,60.0,2,4,,,,,66.4,59.7,71.4,59.5,,,0,0,15,100.0,73.8,6.7,1,0,0,0,0,0,0.0,61,4.4,57.1,7,8,14.1,3.43,1,0,0.0,37.5,3,3,25.0,10,40.0,1,3,,,,,17.6,42.6,70.1,64.4,,33.4,0,0,10,0.0,56.3,0.0,0,2,0,0,0,1,10.0,44,5.5
Tyler Riddell,102355,QB,DUQUESNE,1,2.52,2.42,2.67,4.2,25,155,53.3,15,15,6.7,1.91,0,0,0.0,40.0,6,2,25.0,16,64.0,2,2,,,,,66.8,27.9,72.0,28.1,,,0,1,18,50.0,20.1,6.3,1,0,0,0,0,2,11.1,42,2.8,40.0,5,6,19.8,3.61,0,0,0.0,33.3,2,7,0.0,9,36.0,0,1,,,,,13.8,25.3,69.8,23.7,,64.2,0,1,9,28.6,2.8,22.2,2,1,0,1,0,2,22.2,10,1.7
Alonza Barnett III,156710,QB,JAMES MAD,1,2.16,2.16,,,25,197,91.7,12,14,2.6,1.63,1,0,0.0,78.6,11,1,0.0,14,56.0,0,5,,,,,66.4,60.7,71.4,60.4,,,1,0,15,0.0,95.8,0.0,0,0,0,0,0,0,0.0,98,7.0,60.0,10,11,17.0,2.84,0,2,16.7,54.5,6,2,0.0,11,44.0,0,5,,,,,65.6,59.5,70.7,59.3,,,0,1,12,0.0,83.5,0.0,0,0,0,1,1,1,8.3,115,10.5
Dante Reno,184498,QB,YALE,1,2.5,2.32,2.7,4.05,25,352,72.7,11,11,9.3,1.8,0,1,9.1,63.6,7,4,12.5,12,48.0,1,1,,,,,65.8,83.3,70.7,82.6,,,0,0,12,25.0,108.5,8.3,1,0,0,0,1,0,0.0,61,5.5,66.7,9,9,17.2,3.15,0,2,22.2,66.7,6,6,0.0,13,52.0,0,3,,,,,20.0,69.2,71.0,67.9,,62.4,0,0,13,33.3,106.3,15.4,2,2,0,0,0,1,7.7,105,11.7
Kaiden Bennett,147778,QB,DELWARE ST,1,3.04,2.35,5.35,6.13,25,152,45.5,11,12,6.5,1.75,1,1,6.7,41.7,5,0,0.0,12,48.0,0,1,,,,,66.4,58.5,71.4,58.3,,,0,0,15,,49.3,0.0,0,0,0,0,0,0,0.0,33,2.8,37.5,8,8,19.9,4.23,0,1,10.0,37.5,3,7,0.0,13,52.0,0,6,,,,,66.4,58.6,71.4,42.8,,80.1,0,1,15,28.6,23.4,15.4,2,3,0,0,0,1,6.7,57,7.1
Sam Vidlak,146333,QB,STF AUSTIN,1,2.73,2.55,3.7,4.6,25,301,90.9,11,11,3.5,1.75,0,1,8.3,81.8,9,1,10.0,11,44.0,1,3,,,,,65.8,76.3,70.7,75.8,,,0,0,12,0.0,84.1,0.0,0,0,0,0,0,0,0.0,46,4.2,88.9,9,11,15.0,3.5,1,2,18.2,54.5,6,7,25.0,14,56.0,2,4,,,,,66.2,83.0,71.2,86.3,,57.0,0,0,14,28.6,137.9,14.3,2,1,0,1,2,1,7.1,134,12.2
Kai Colon,212454,QB,PRINCETON,1,2.93,2.83,3.14,3.7,24,272,75.0,4,5,7.3,1.73,1,0,0.0,60.0,3,1,0.0,6,25.0,0,1,,,,,64.6,68.8,69.1,68.5,,,0,0,7,100.0,104.2,16.7,1,0,0,0,0,0,0.0,76,15.2,69.2,13,13,15.8,3.33,0,0,0.0,69.2,9,8,0.0,18,75.0,0,6,,,,,24.6,77.9,72.4,80.6,,58.0,0,0,18,50.0,125.5,22.2,4,1,0,0,1,0,0.0,125,9.6
Carlos Del Rio-Wilson,146687,QB,MARSHALL,1,2.07,1.9,4.4,3.6,24,214,100.0,13,13,2.6,1.38,0,0,0.0,100.0,13,1,0.0,13,54.2,0,7,,,,,66.2,82.6,71.2,81.9,,,0,0,14,0.0,146.6,0.0,0,0,0,0,3,0,0.0,126,9.7,62.5,8,9,14.3,2.88,1,0,0.0,55.6,5,2,0.0,11,45.8,0,5,,,,,65.8,44.4,70.7,47.4,,56.3,0,0,12,50.0,137.5,9.1,1,1,0,0,1,1,8.3,135,15.0
Ben Finley,122864,QB,AKRON,1,2.97,2.79,,7.1,24,102,75.0,8,8,9.0,2.1,0,0,0.0,75.0,6,1,0.0,8,33.3,0,5,,,,,64.9,65.2,69.5,65.0,,,0,0,8,0.0,147.9,0.0,0,0,0,0,2,1,12.5,84,10.5,71.4,14,15,15.8,3.41,0,1,6.3,46.7,7,4,30.0,16,66.7,3,6,,,,,66.7,65.0,71.8,66.8,,57.3,0,1,17,0.0,50.7,0.0,0,1,0,1,0,0,0.0,135,9.0
Carter Peevy,129563,QB,MAINE,1,2.91,2.75,4.7,,24,212,90.0,10,10,6.0,1.85,0,0,0.0,80.0,8,1,11.1,10,41.7,1,4,,,,,65.4,77.7,70.1,77.2,,,0,0,10,0.0,98.3,0.0,0,0,0,0,0,0,0.0,76,7.6,41.7,12,12,13.8,3.67,0,0,0.0,41.7,5,6,0.0,14,58.3,0,1,,,,,66.4,45.5,71.4,45.6,,,0,0,15,33.3,49.3,14.3,2,0,0,0,0,0,0.0,12,1.0
Drew Pyne,122910,QB,BOWL GREEN,1,2.63,2.43,,4.8,24,122,62.5,8,10,3.1,1.85,2,0,0.0,40.0,4,4,20.0,10,41.7,1,2,,,,,65.4,36.8,70.1,36.9,,,0,1,10,0.0,8.3,0.0,0,0,0,0,0,1,10.0,22,2.2,72.7,11,12,8.2,3.19,1,0,0.0,58.3,7,6,12.5,14,58.3,1,5,,,,,66.2,65.6,71.2,64.6,,61.6,0,1,14,0.0,81.6,0.0,0,2,0,0,1,1,7.1,109,9.1
Bryce Schondelmyer,171537,QB,DAYTON,1,2.49,2.27,4.8,4.7,24,150,71.4,14,14,9.2,1.81,0,0,0.0,71.4,10,1,0.0,14,58.3,0,7,,,,,66.4,63.6,71.4,63.3,,,0,0,15,0.0,144.3,0.0,0,0,0,0,2,0,0.0,145,10.4,75.0,4,6,14.0,3.82,0,0,0.0,50.0,3,4,0.0,9,37.5,0,3,,,,,65.1,50.6,69.8,53.6,,57.0,0,0,9,50.0,72.9,22.2,2,1,0,2,0,0,0.0,42,7.0
Kevin White,178287,QB,NC A&T,1,2.98,2.31,4.3,5.5,23,246,70.0,10,10,6.8,1.88,0,0,0.0,70.0,7,3,0.0,11,47.8,0,4,,,,,65.8,53.4,70.7,53.3,,,0,1,12,33.3,72.9,9.1,1,0,0,0,0,1,8.3,158,15.8,50.0,6,7,25.5,3.99,0,0,0.0,42.9,3,7,0.0,12,52.2,0,4,,,,,65.8,68.7,70.7,65.2,,65.0,0,0,12,28.6,121.4,16.7,2,3,0,1,1,0,0.0,74,10.6
Maddux Madsen,163379,QB,BOISE ST,1,2.57,2.57,,,23,120,78.6,14,14,6.9,2.0,0,0,0.0,64.3,9,2,18.2,14,60.9,2,6,,,,,66.5,48.3,71.6,48.4,,,0,1,16,0.0,117.0,0.0,0,0,0,0,2,1,6.3,173,12.4,44.4,9,9,9.7,3.47,0,0,0.0,44.4,4,6,0.0,9,39.1,0,4,,,,,65.6,63.2,70.4,62.9,,,0,0,11,0.0,84.0,0.0,0,0,0,0,0,0,0.0,97,10.8
Joey Aguilar,174978,QB,TENNESSEE,1,2.67,2.6,,4.2,23,307,100.0,12,12,5.1,1.86,0,1,7.7,91.7,11,0,8.3,12,52.2,1,7,,,,,66.0,90.4,71.0,90.2,,,0,0,13,,156.3,0.0,0,0,0,0,3,0,0.0,144,12.0,50.0,10,10,20.7,3.55,0,0,0.0,40.0,4,3,20.0,11,47.8,1,3,,,,,66.2,55.6,71.2,51.9,,64.3,0,1,14,0.0,26.7,0.0,0,1,0,0,0,0,0.0,74,7.4
Jack Shields,156830,QB,ALBANY,1,2.86,2.59,4.05,5.7,22,106,55.6,9,9,8.2,1.97,0,0,0.0,55.6,5,3,0.0,9,40.9,0,2,,,,,65.1,53.3,69.8,53.3,,,0,0,9,0.0,70.6,0.0,0,0,0,0,0,0,0.0,48,5.3,30.0,10,10,19.1,3.48,0,0,0.0,20.0,2,5,33.3,13,59.1,1,1,,,,,66.2,30.0,71.2,31.3,,57.3,0,1,14,40.0,0.0,15.4,2,1,0,0,0,2,14.3,22,2.2
Arch Manning,173162,QB,TEXAS,1,2.55,2.36,6.5,,22,311,100.0,13,13,3.5,1.84,0,0,0.0,100.0,13,3,0.0,13,59.1,0,6,,,,,66.0,88.3,71.0,87.6,,,0,0,13,0.0,142.9,0.0,0,0,0,0,1,0,0.0,158,12.2,71.4,7,8,22.3,3.58,1,1,11.1,62.5,5,3,0.0,9,40.9,0,4,,,,,65.6,91.2,70.4,90.3,,64.1,0,0,11,33.3,145.8,11.1,1,0,0,0,2,0,0.0,151,18.9
Behren Morton,144747,QB,TEXAS TECH,1,2.74,2.48,3.3,4.9,22,315,77.8,9,9,5.1,1.66,0,0,0.0,66.7,6,2,14.3,9,40.9,1,0,,,,,65.1,47.8,69.8,47.8,,,0,2,9,0.0,30.6,0.0,0,0,0,0,0,1,11.1,17,1.9,66.7,9,10,6.2,3.49,0,0,0.0,60.0,6,8,0.0,13,59.1,0,5,,,,,66.0,72.1,71.2,78.6,,53.6,0,0,14,12.5,104.2,7.7,1,2,0,1,0,0,0.0,125,12.5
Walker Eget,146170,QB,S JOSE ST,1,2.79,2.68,5.1,,22,285,87.5,8,8,7.9,1.84,0,0,0.0,75.0,6,0,14.3,8,36.4,1,1,,,,,65.1,56.2,69.8,56.1,,,0,0,9,,90.1,0.0,0,0,0,0,0,0,0.0,49,6.1,58.3,12,13,27.1,3.34,0,4,30.8,53.8,7,5,0.0,14,63.6,0,5,,,,,15.9,82.0,71.2,81.2,,,0,0,14,20.0,124.7,7.1,1,0,0,1,1,1,7.1,173,13.3
Mark Gronowski,138303,QB,IOWA,1,3.39,3.08,3.65,5.85,22,192,75.0,4,4,-1.3,1.74,0,0,0.0,75.0,3,1,0.0,5,22.7,0,2,,,,,63.8,55.8,68.1,55.6,,,0,0,5,100.0,111.5,20.0,1,0,0,0,0,0,0.0,45,11.3,91.7,12,14,14.3,3.87,0,2,12.5,64.3,9,6,18.2,17,77.3,2,8,,,,,67.0,84.3,72.2,79.5,,70.0,0,0,19,16.7,97.6,5.9,1,2,0,2,0,1,5.3,141,10.1
Byrum Brown,156206,QB,USF,1,2.74,2.72,,3.1,21,327,87.5,8,8,2.0,1.93,0,0,0.0,75.0,6,0,14.3,8,38.1,1,2,,,,,65.1,64.2,69.8,63.9,,,0,1,9,,46.9,0.0,0,0,0,0,0,0,0.0,42,5.3,81.8,11,12,18.9,3.24,0,2,15.4,66.7,8,3,11.1,13,61.9,1,7,,,,,66.2,91.1,71.2,91.7,,57.3,1,0,14,0.0,149.3,0.0,0,1,0,0,4,0,0.0,194,16.2
Daniel Greek,126950,QB,TARLETON,1,3.03,2.86,3.1,4.6,21,401,83.3,6,6,10.8,2.28,0,1,16.7,66.7,4,0,20.0,6,28.6,1,1,,,,,64.2,88.0,68.6,87.2,,,0,0,6,,95.1,0.0,0,0,0,0,0,0,0.0,54,9.0,72.7,11,12,22.4,3.33,0,4,30.8,58.3,7,6,12.5,15,71.4,1,7,,,,,66.5,93.4,71.6,92.5,,70.0,1,0,16,16.7,142.4,6.7,1,2,0,0,2,0,0.0,160,13.3
Cardell Williams,156190,QB,SACRAMENTO,1,2.25,2.21,3.2,,21,279,78.6,14,14,6.5,1.86,0,1,6.7,78.6,11,1,0.0,14,66.7,0,6,,,,,66.4,61.8,71.4,61.5,,,0,0,15,0.0,132.1,0.0,0,0,0,0,1,1,6.7,140,10.0,66.7,6,6,21.0,3.03,0,1,16.7,66.7,4,3,0.0,7,33.3,0,4,,,,,64.6,66.0,69.1,65.7,,,0,0,7,33.3,109.7,14.3,1,0,0,0,0,1,14.3,112,18.7
Blake Baker,170448,QB,LA TECH,1,2.22,2.15,3.7,,21,208,80.0,10,11,5.5,1.62,1,1,7.7,72.7,8,1,0.0,11,52.4,0,5,,,,,66.0,67.8,71.0,67.4,,,0,0,13,0.0,111.2,0.0,0,0,0,0,0,0,0.0,128,11.6,100.0,9,9,11.0,2.89,0,0,0.0,77.8,7,4,22.2,10,47.6,2,4,,,,,65.4,77.0,70.1,76.4,,,0,0,10,25.0,118.1,10.0,1,0,0,0,0,0,0.0,111,12.3
Kael Alexander,189294,QB,STETSON,1,2.94,2.94,,,20,302,85.7,7,7,4.1,1.86,0,0,0.0,71.4,5,1,16.7,7,35.0,1,0,,,,,64.6,56.3,69.1,56.1,,,0,0,7,0.0,74.1,0.0,0,0,0,0,0,0,0.0,19,2.7,54.5,11,13,19.3,3.52,0,2,15.4,46.2,6,6,0.0,13,65.0,0,6,,,,,66.0,82.1,71.0,81.4,,,0,0,13,0.0,94.7,0.0,0,0,0,2,1,0,0.0,89,6.8
Hayden Johnson,185698,QB,LEHIGH,1,2.3,2.3,,,20,205,100.0,10,10,3.5,1.58,0,0,0.0,100.0,10,0,0.0,10,50.0,0,6,,,,,65.4,78.8,70.1,78.2,,,0,0,10,,144.6,0.0,0,0,0,0,2,0,0.0,92,9.2,70.0,10,10,16.1,3.02,0,0,0.0,60.0,6,0,14.3,10,50.0,1,4,,,,,65.6,81.7,70.4,80.9,,,0,0,11,,85.0,0.0,0,0,0,0,0,0,0.0,79,7.9
Haynes King,124329,QB,GA TECH,1,2.79,2.61,4.35,,20,176,100.0,10,10,0.0,1.69,0,0,0.0,90.0,9,1,10.0,10,50.0,1,5,,,,,65.4,66.8,70.1,66.4,,,0,0,10,0.0,144.6,0.0,0,0,0,0,1,0,0.0,107,10.7,71.4,7,8,21.9,3.88,0,2,22.2,50.0,4,5,20.0,10,50.0,1,1,,,,,65.6,74.2,70.4,73.7,,,0,0,11,40.0,111.5,20.0,2,0,0,1,1,0,0.0,54,6.8
Maalik Murphy,157302,QB,OREGON ST,1,2.57,2.57,,,20,265,50.0,10,11,6.1,2.04,1,0,0.0,36.4,4,1,20.0,11,55.0,1,2,,,,,65.6,62.2,70.4,61.9,,,0,0,11,0.0,47.2,0.0,0,0,0,0,0,0,0.0,39,3.5,42.9,7,9,22.7,3.21,0,0,0.0,22.2,2,3,33.3,9,45.0,1,2,,,,,65.4,58.9,70.1,58.8,,,0,0,10,0.0,43.3,0.0,0,0,0,2,0,1,10.0,35,3.9
Jayden Denegal,158533,QB,S DIEGO ST,1,2.45,2.07,4.6,7.1,20,284,92.3,13,13,0.7,1.73,0,0,0.0,84.6,11,0,8.3,13,65.0,1,5,,,,,66.2,61.5,71.2,61.2,,,0,0,14,,118.3,0.0,0,0,0,0,1,0,0.0,81,6.2,100.0,4,5,13.3,3.79,1,0,0.0,80.0,4,2,0.0,7,35.0,0,3,,,,,21.2,53.3,69.5,56.6,,57.3,0,0,8,50.0,118.8,14.3,1,1,0,0,0,0,0.0,103,20.6
Dean DeNobile,159740,QB,LAFAYETTE,1,2.72,2.3,,5.1,20,203,100.0,9,10,3.1,1.69,0,0,0.0,90.0,9,0,0.0,10,50.0,0,2,,,,,65.8,55.8,0.0,60.3,,,0,0,12,,95.0,0.0,0,0,0,1,0,0,0.0,68,6.8,100.0,6,7,13.8,3.75,0,1,14.3,71.4,5,3,16.7,10,50.0,1,3,,,,,65.4,83.4,70.1,93.0,,47.4,0,0,10,0.0,113.7,0.0,0,3,0,1,0,0,0.0,98,14.0
Aidan Bouman,122508,QB,S DAKOTA,1,2.73,2.73,,,20,291,80.0,5,5,16.4,2.26,0,0,0.0,80.0,4,2,0.0,5,25.0,0,3,,,,,64.6,73.7,69.1,73.2,,,0,0,7,0.0,158.3,0.0,0,0,0,0,2,0,0.0,115,23.0,60.0,15,15,7.7,2.88,0,1,6.7,60.0,9,5,0.0,15,75.0,0,5,,,,,66.4,79.1,71.4,78.5,,,0,0,15,0.0,82.9,0.0,0,0,0,0,0,0,0.0,111,7.4
Jarrin Alley,191827,QB,BUTLER,1,2.54,2.45,2.55,4.0,20,127,30.0,10,10,4.0,2.04,0,0,0.0,30.0,3,2,0.0,10,50.0,0,0,,,,,65.6,33.8,70.4,34.2,,,0,1,11,0.0,0.0,0.0,0,0,0,0,0,1,9.1,12,1.2,0.0,6,7,12.5,3.04,0,0,0.0,0.0,0,6,,10,50.0,0,0,,,,,65.4,37.0,70.1,40.2,,56.3,1,0,10,33.3,39.6,20.0,2,1,0,0,0,0,0.0,0,0.0
Jake Retzlaff,70874,QB,TULANE,1,3.3,2.78,,6.23,20,319,62.5,8,8,6.6,1.79,0,0,0.0,50.0,4,2,20.0,8,40.0,1,4,,,,,64.9,77.7,69.5,77.1,,,0,0,8,0.0,69.3,0.0,0,0,0,0,0,0,0.0,49,6.1,28.6,7,9,10.1,4.3,0,0,0.0,11.1,1,7,50.0,12,60.0,1,2,,,,,65.8,54.6,70.7,42.3,,70.9,0,0,12,0.0,39.6,0.0,0,3,0,2,0,0,0.0,7,0.8
Justin Lamson,144052,QB,MONTANA ST,1,3.08,2.8,,4.63,20,233,75.0,8,8,4.8,2.0,0,0,0.0,75.0,6,0,0.0,8,40.0,0,3,,,,,64.9,47.1,69.5,47.2,,,0,0,8,,84.9,0.0,0,0,0,0,0,0,0.0,39,4.9,66.7,9,9,12.9,3.79,0,0,0.0,66.7,6,8,0.0,12,60.0,0,4,,,,,65.8,62.9,70.7,66.0,,57.0,0,1,12,0.0,56.0,0.0,0,3,0,0,0,1,8.3,82,9.1
Dru DeShields,176094,QB,KENT STATE,1,2.57,2.53,3.3,,20,201,64.3,14,14,7.9,1.96,0,0,0.0,57.1,8,2,11.1,14,70.0,1,3,,,,,66.2,50.9,71.2,50.9,,,0,1,14,0.0,36.0,0.0,0,0,0,0,0,1,7.1,54,3.9,66.7,3,5,20.0,3.98,0,1,16.7,20.0,1,3,50.0,6,30.0,1,1,,,,,64.6,65.2,69.1,64.9,,,1,0,7,33.3,118.8,16.7,1,0,0,1,1,0,0.0,75,15.0
Jack Snyder,185417,QB,SACR HEART,1,2.87,2.1,,4.53,19,280,100.0,6,7,2.0,1.47,1,0,0.0,71.4,5,0,16.7,7,36.8,1,2,,,,,64.9,64.8,69.5,64.5,,,0,0,8,,106.3,0.0,0,0,0,0,0,0,0.0,75,10.7,33.3,6,6,10.2,3.68,0,0,0.0,33.3,2,3,0.0,12,63.2,0,6,,,,,65.8,83.3,70.7,65.2,,77.5,0,0,12,0.0,42.4,0.0,0,6,0,0,0,0,0.0,10,1.7
Liam Szarka,197814,QB,AIR FORCE,1,3.02,2.97,3.8,,19,101,75.0,4,4,10.8,2.08,0,0,0.0,75.0,3,1,0.0,4,21.1,0,2,,,,,63.3,55.4,67.4,55.4,,,0,1,4,0.0,75.0,0.0,0,0,0,0,0,1,25.0,48,12.0,76.9,13,14,14.5,3.27,0,2,14.3,71.4,10,11,0.0,15,78.9,0,8,,,,,66.4,91.7,71.4,91.4,,,0,0,15,9.1,153.3,6.7,1,0,0,1,2,0,0.0,198,14.1
Tison Hill,169051,QB,CENTRAL ST,1,2.19,2.13,2.43,,19,366,80.0,10,10,2.2,1.75,0,0,0.0,80.0,8,5,0.0,13,68.4,0,0,,,,,66.0,61.8,71.0,61.5,,,0,1,13,60.0,41.7,23.1,3,0,0,0,0,0,0.0,35,3.5,80.0,5,5,6.2,3.15,0,0,0.0,80.0,4,3,0.0,6,31.6,0,2,,,,,64.2,57.6,68.6,57.5,,,0,0,6,33.3,113.3,16.7,1,0,0,0,0,0,0.0,56,11.2
Max Johnson,124099,QB,N CAROLINA,1,2.66,2.66,,,19,245,77.8,9,10,1.4,1.98,0,0,0.0,60.0,6,1,14.3,10,52.6,1,2,,,,,65.6,45.1,70.4,45.1,,,1,0,11,0.0,64.6,0.0,0,0,0,0,0,0,0.0,30,3.0,71.4,7,9,6.7,3.42,0,0,0.0,55.6,5,3,0.0,9,47.4,0,2,,,,,65.6,67.5,70.4,67.1,,,1,0,11,0.0,102.5,0.0,0,0,0,1,1,0,0.0,37,4.1
Collin Hurst,177732,QB,PRESBYTERN,1,2.26,2.16,,4.2,19,271,100.0,10,10,2.5,1.6,0,0,0.0,100.0,10,1,0.0,10,52.6,0,6,,,,,65.4,75.0,70.1,74.5,,,0,0,10,0.0,158.3,0.0,0,0,0,0,2,0,0.0,163,16.3,62.5,8,8,15.1,3.0,0,1,12.5,62.5,5,1,0.0,9,47.4,0,6,,,,,65.1,90.1,69.8,81.4,,69.3,0,0,9,0.0,145.8,0.0,0,1,0,0,2,0,0.0,126,15.8
Zach Osborne,160474,QB,COLGATE,1,2.13,1.88,3.9,4.7,19,142,76.9,13,14,6.2,1.71,1,0,0.0,71.4,10,3,0.0,14,73.7,0,7,,,,,66.4,66.3,71.4,65.9,,,0,0,15,0.0,99.7,0.0,0,0,0,0,0,0,0.0,128,9.1,66.7,3,3,25.3,3.32,0,2,66.7,66.7,2,2,0.0,5,26.3,0,3,,,,,63.8,90.8,68.1,89.0,,64.0,0,0,5,50.0,149.3,20.0,1,1,0,0,2,0,0.0,91,30.3
Ryan Stubblefield,123838,QB,SCAR STATE,1,2.47,2.4,2.43,3.6,18,290,57.1,7,8,8.6,1.97,0,0,0.0,50.0,4,7,0.0,10,55.6,0,2,,,,,65.4,51.4,70.1,51.3,,,0,1,10,28.6,29.7,20.0,2,0,0,1,0,0,0.0,49,6.1,80.0,5,6,5.4,3.1,0,0,0.0,50.0,3,4,25.0,8,44.4,1,4,,,,,64.9,73.8,69.5,68.5,,64.1,0,0,8,25.0,68.1,12.5,1,1,0,1,0,0,0.0,35,5.8
Tyriq Starks,156514,QB,HOWARD,1,2.96,2.6,3.5,5.35,18,184,83.3,6,6,2.3,1.58,0,0,0.0,50.0,3,0,40.0,6,33.3,2,2,,,,,64.2,56.5,68.6,56.4,,,0,0,6,,65.3,0.0,0,0,0,0,0,0,0.0,31,5.2,100.0,9,9,8.3,3.64,0,1,9.1,100.0,9,6,0.0,12,66.7,0,6,,,,,66.4,88.1,71.4,90.6,,59.1,0,0,15,16.7,118.8,8.3,1,2,0,0,0,0,0.0,134,14.9
Gio Lopez,172309,QB,N CAROLINA,1,2.87,2.51,4.35,3.95,18,245,57.1,7,7,2.7,1.89,0,0,0.0,57.1,4,1,0.0,7,38.9,0,2,,,,,64.6,57.7,69.1,57.6,,,0,2,7,0.0,23.2,0.0,0,0,0,0,0,0,0.0,22,3.1,100.0,7,7,5.4,3.5,0,1,12.5,100.0,7,6,0.0,11,61.1,0,4,,,,,65.8,73.4,70.7,75.1,,59.5,0,0,12,33.3,105.4,18.2,2,2,0,0,0,0,0.0,65,9.3
Dom Nankil,182292,QB,SAN DIEGO,1,3.1,2.68,,5.07,17,283,83.3,6,7,6.7,1.84,1,0,0.0,71.4,5,0,0.0,7,41.2,0,4,,,,,64.6,79.0,69.1,78.5,,,0,0,7,,85.4,0.0,0,0,0,0,0,0,0.0,40,5.7,100.0,7,7,6.4,3.98,0,1,14.3,100.0,7,4,0.0,10,58.8,0,2,,,,,65.4,73.1,70.1,78.3,,58.2,0,0,10,0.0,106.5,0.0,0,3,0,0,0,0,0.0,67,9.6
Jordan Barton,86281,QB,WAGNER,1,3.21,2.34,4.0,5.6,17,338,87.5,8,9,1.4,2.13,1,0,0.0,77.8,7,0,0.0,9,52.9,0,1,,,,,65.4,68.4,70.1,68.0,,,0,0,10,,79.2,0.0,0,0,0,0,0,0,0.0,23,2.6,0.0,3,3,12.0,4.41,0,0,0.0,0.0,0,5,,8,47.1,0,1,,,,,65.1,39.6,69.8,42.7,,52.2,0,0,9,20.0,39.6,12.5,1,4,0,0,0,0,0.0,0,0.0
