player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kyle McCord,145053,QB,SYRACUSE,1,2.46,2.35,,5.8,65,304,81.6,38,38,3.8,1.66,0,1,2.4,76.3,29,6,6.5,38,58.5,2,12,,69.1,66.5,74.9,66.0,,,0,0,41,0.0,94.2,0.0,0,0,0,0,1,0,0.0,180,4.7,63.2,19,25,11.1,3.58,1,3,10.7,44.0,11,8,8.3,27,41.5,1,10,,68.3,59.0,73.9,58.9,,59.5,1,1,31,0.0,77.9,0.0,0,2,0,4,2,2,6.5,175,7.0
Cam Ward,133244,QB,MIAMI FL,1,3.33,3.02,4.33,7.8,59,220,91.3,23,23,4.0,1.64,0,0,0.0,87.0,20,2,4.8,23,39.0,1,11,,67.7,89.8,73.1,88.8,,,0,0,25,0.0,126.8,0.0,0,0,0,0,2,0,0.0,172,7.5,69.2,26,30,14.3,4.4,0,3,9.4,50.0,15,18,16.7,36,61.0,3,12,,68.9,83.6,74.6,81.9,,65.7,0,1,38,16.7,66.7,8.3,3,3,0,4,0,3,7.9,265,8.8
Miles Hastings,103943,QB,UC DAVIS,1,2.81,2.73,3.75,4.25,58,322,88.2,17,19,8.1,1.89,1,0,0.0,68.4,13,2,13.3,19,32.8,2,6,,67.1,84.4,72.4,83.6,,,0,0,20,0.0,105.8,0.0,0,0,0,1,1,0,0.0,133,7.0,75.0,32,35,9.9,3.26,0,0,0.0,68.6,24,10,0.0,39,67.2,0,18,,68.9,66.8,74.8,66.8,,59.1,0,1,40,20.0,98.3,5.1,2,2,0,3,2,2,5.0,268,7.7
Brayden Schager,146078,QB,HAWAII,1,3.02,2.48,3.94,5.17,58,180,79.2,24,24,4.6,1.92,0,1,4.0,62.5,15,5,21.1,24,41.4,4,4,,67.7,82.3,73.1,81.5,,,0,0,25,0.0,87.8,0.0,0,0,0,0,1,0,0.0,114,4.8,72.2,18,20,12.3,3.8,0,0,0.0,55.0,11,17,15.4,34,58.6,2,13,,68.5,66.6,74.2,63.1,,65.5,1,1,34,29.4,93.3,14.7,5,9,0,1,2,1,2.9,158,7.9
Will McElvain,88639,QB,CENT ARK,1,3.02,2.73,7.9,5.16,57,132,81.0,21,21,1.9,1.7,0,0,0.0,81.0,17,2,0.0,21,36.8,0,8,,67.2,80.3,72.5,79.6,,,0,0,21,0.0,125.8,0.0,0,0,0,0,2,0,0.0,138,6.6,69.6,23,24,9.5,4.13,0,1,4.0,62.5,15,15,6.3,33,57.9,1,10,,68.5,54.2,74.2,53.3,,59.3,0,1,34,6.7,68.4,3.0,1,8,0,1,0,3,8.8,182,7.6
Noah Fifita,158722,QB,ARIZONA,1,3.25,3.11,3.2,5.05,55,109,77.8,18,18,4.0,1.98,0,0,0.0,77.8,14,2,0.0,18,32.7,0,5,,66.8,51.0,72.0,50.9,,,0,1,18,0.0,70.1,0.0,0,0,0,0,0,0,0.0,115,6.4,57.7,26,31,14.0,3.87,0,0,0.0,45.2,14,11,6.7,37,67.3,1,11,,68.9,48.1,74.7,47.3,,59.7,2,1,39,18.2,50.9,5.4,2,4,0,3,0,2,5.1,183,5.9
Davin Wydner,163672,QB,W GEORGIA,1,3.04,2.92,3.53,5.25,54,1177,76.2,21,21,6.4,1.91,0,1,4.8,71.4,15,5,6.3,21,38.9,1,8,,67.2,81.6,72.5,80.8,,,0,0,21,0.0,89.6,0.0,0,0,0,0,0,0,0.0,141,6.7,73.1,26,28,10.6,3.75,0,0,0.0,64.3,18,16,5.3,33,61.1,1,8,,68.5,67.7,0.0,70.6,,58.6,0,0,34,18.8,104.3,9.1,3,2,0,2,1,0,0.0,247,8.8
Alonza Barnett III,156710,QB,JAMES MAD,1,2.83,2.63,2.9,5.83,53,197,65.0,20,21,8.5,1.78,1,1,4.5,52.4,11,0,15.4,21,39.6,2,5,,67.4,67.1,72.7,66.6,,,0,0,22,,75.7,0.0,0,0,0,0,0,0,0.0,151,7.2,61.1,18,26,12.7,3.52,0,1,3.7,34.6,9,15,18.2,32,60.4,2,10,,68.5,54.9,74.4,46.2,,75.5,1,0,34,20.0,47.0,9.4,3,3,0,7,0,1,2.9,100,3.8
Brady Meitz,149729,QB,STETSON,1,2.34,2.39,2.2,,52,302,71.4,28,30,7.4,1.91,1,1,3.1,56.7,17,7,15.0,31,59.6,3,8,,68.5,70.8,74.1,70.2,,,0,1,33,14.3,75.3,3.2,1,0,0,1,2,1,3.0,127,4.2,47.1,17,20,9.5,3.13,0,1,4.8,30.0,6,6,25.0,20,38.5,2,4,,67.2,61.4,72.5,61.2,,,1,2,21,0.0,1.2,0.0,0,0,0,2,0,1,4.8,66,3.3
Joey Aguilar,174978,QB,APP STATE,1,2.7,2.44,3.48,5.53,51,108,77.3,22,22,9.6,1.84,0,2,8.0,68.2,15,0,11.8,22,43.1,2,9,,67.7,79.3,73.1,78.5,,,0,2,25,,63.4,0.0,0,0,0,0,1,2,8.0,144,6.5,52.4,21,22,14.9,3.36,0,0,0.0,50.0,11,17,0.0,29,56.9,0,10,,29.7,43.8,0.0,32.3,,84.7,0,0,36,23.5,87.1,13.8,4,3,0,1,1,4,11.1,149,6.8
Brett Gabbert,97404,QB,MIAMI OH,1,2.73,2.63,3.03,4.7,51,221,73.9,23,25,6.6,1.84,1,0,0.0,68.0,17,3,0.0,26,51.0,0,11,,23.8,58.8,73.3,58.5,,,0,1,26,33.3,98.4,3.8,1,0,0,1,2,2,7.7,178,7.1,35.3,17,21,18.4,3.66,0,1,4.8,28.6,6,15,0.0,25,49.0,0,6,,67.7,55.0,73.1,57.8,,52.9,0,0,25,13.3,50.5,8.0,2,2,0,4,0,1,4.0,118,5.6
Seth Morgan,103954,QB,NEW HAMP,1,2.43,2.34,3.05,5.1,49,240,92.6,27,28,3.5,1.78,0,0,0.0,89.3,25,2,0.0,28,57.1,0,7,,68.0,87.0,73.5,86.1,,,0,0,28,0.0,112.4,0.0,0,0,0,1,2,0,0.0,147,5.3,58.8,17,18,13.3,3.29,1,1,5.0,50.0,9,8,10.0,21,42.9,1,6,,67.5,69.1,72.8,66.2,,64.1,0,0,23,25.0,70.8,9.5,2,1,0,0,0,1,4.3,117,6.5
Jordyn Potts,174577,QB,TENN TECH,1,2.79,2.66,3.38,3.93,49,309,65.0,20,21,7.2,1.84,0,1,4.8,61.9,13,1,0.0,21,42.9,0,6,,67.2,60.6,72.5,60.4,,,0,2,21,0.0,44.4,0.0,0,0,0,1,1,2,9.5,73,3.5,64.7,17,21,13.8,3.51,0,3,13.0,42.9,9,13,18.2,28,57.1,2,8,,28.0,55.1,73.9,56.4,,56.2,0,0,31,30.8,98.7,14.3,4,3,0,4,1,2,6.5,227,10.8
Jake Willcox,148649,QB,BROWN,1,2.8,2.54,2.85,4.52,49,123,52.4,21,21,11.2,1.99,0,0,0.0,52.4,11,4,0.0,22,44.9,0,6,,25.6,49.1,73.0,49.1,,,0,0,24,25.0,91.2,4.5,1,0,0,0,1,1,4.2,149,7.1,86.7,15,20,11.0,3.46,1,1,4.3,55.0,11,14,15.4,27,55.1,2,7,,68.2,77.4,73.7,80.5,,59.5,1,0,30,7.1,79.2,3.7,1,6,0,3,0,0,0.0,150,7.5
Pierce Holley,108981,QB,E ILLINOIS,1,2.74,2.62,3.8,3.3,48,158,63.2,19,19,7.4,2.03,0,0,0.0,63.2,12,4,0.0,19,39.6,0,6,,67.2,51.8,72.5,51.7,,,0,0,21,0.0,92.7,0.0,0,0,0,0,1,1,4.8,93,4.9,65.2,23,24,16.3,3.2,0,4,16.0,62.5,15,10,0.0,29,60.4,0,8,,68.2,85.3,73.7,86.5,,57.3,0,0,30,40.0,115.5,13.8,4,1,0,1,1,0,0.0,273,11.4
Sawyer Robertson,146839,QB,BAYLOR,1,2.99,2.79,4.7,6.5,47,118,59.1,22,23,8.5,1.73,0,0,0.0,52.2,12,4,7.7,23,48.9,1,5,,67.6,60.1,73.0,59.9,,,1,0,24,0.0,75.8,0.0,0,0,0,0,1,0,0.0,87,3.8,70.0,20,21,13.6,4.2,0,0,0.0,61.9,13,6,7.1,24,51.1,1,11,,67.8,67.2,73.3,62.1,,71.8,0,1,26,16.7,99.5,4.2,1,2,0,1,2,2,7.7,171,8.1
Colton Joseph,172283,QB,DOMINION,1,2.89,2.66,3.2,4.43,47,263,75.0,20,20,3.6,1.85,0,0,0.0,75.0,15,3,0.0,20,42.6,0,5,,67.2,68.3,72.5,67.9,,,0,0,21,0.0,102.7,0.0,0,0,0,0,1,0,0.0,103,5.2,42.1,19,20,19.2,3.67,0,2,9.1,35.0,7,15,12.5,27,57.4,1,7,,27.3,55.2,73.6,56.5,,56.6,1,1,29,6.7,76.9,3.7,1,6,0,0,2,2,6.9,159,8.0
Grant Sergent,108937,QB,SAN DIEGO,1,2.59,2.4,4.08,4.8,47,283,64.0,25,26,9.8,1.94,1,1,3.6,50.0,13,3,18.8,27,57.4,3,9,,68.1,67.6,73.6,67.1,,,0,0,29,33.3,86.7,3.7,1,0,0,0,2,1,3.4,108,4.2,53.3,15,16,17.2,3.47,0,1,5.9,50.0,8,7,0.0,20,42.6,0,5,,67.2,67.4,72.5,68.9,,57.3,0,0,21,42.9,92.2,15.0,3,1,0,1,1,0,0.0,106,6.6
Jacolby Criswell,122830,QB,N CAROLINA,1,2.92,2.81,4.8,5.8,47,245,56.3,16,17,3.7,1.96,0,0,0.0,52.9,9,3,0.0,17,36.2,0,3,,66.7,27.5,71.8,27.6,,,1,0,17,0.0,61.9,0.0,0,0,0,0,0,2,11.8,64,3.8,69.6,23,28,14.0,3.46,1,2,6.7,53.6,15,16,6.3,30,63.8,1,12,,68.4,87.4,74.0,88.4,,57.0,3,0,32,6.3,89.1,3.3,1,1,0,1,1,0,0.0,205,7.3
Paxton DeLaurent,159618,QB,SE MO ST,1,2.39,2.29,3.4,4.9,46,293,82.1,28,28,6.3,1.84,0,1,3.3,75.0,21,1,8.7,28,60.9,2,17,,68.2,70.1,73.7,69.6,,,0,0,30,0.0,123.1,0.0,0,0,0,0,2,0,0.0,233,8.3,71.4,14,15,11.9,3.25,0,5,29.4,60.0,9,5,10.0,18,39.1,1,6,,67.1,91.3,72.4,91.8,,57.0,0,1,20,40.0,82.1,11.1,2,1,0,1,1,1,5.0,128,8.5
Joe Fagnano,104768,QB,UCONN,1,2.63,2.45,5.2,4.3,46,146,90.9,22,22,3.0,1.65,0,0,0.0,77.3,17,2,15.0,22,47.8,3,7,,67.6,70.7,73.0,70.2,,,0,1,24,0.0,95.3,0.0,0,0,0,0,1,0,0.0,172,7.8,56.3,16,20,11.6,3.54,0,1,4.8,35.0,7,14,22.2,24,52.2,2,5,,67.8,66.6,73.3,64.7,,63.6,2,1,26,7.1,31.3,4.2,1,3,0,2,0,0,0.0,100,5.0
Brock Glenn,170335,QB,FLORIDA ST,1,2.91,2.71,3.6,5.13,46,167,81.8,22,22,7.5,1.94,0,2,8.3,77.3,17,4,5.6,22,47.8,1,8,,67.6,90.0,73.0,89.0,,,0,1,24,0.0,107.2,0.0,0,0,0,0,2,1,4.2,155,7.0,69.2,13,19,13.2,3.8,2,1,4.8,31.6,6,14,33.3,24,52.2,3,4,,67.7,64.1,73.3,65.7,,57.3,2,0,26,14.3,43.1,8.3,2,3,0,2,0,0,0.0,67,3.5
Logan Fife,128176,QB,MONTANA,1,2.53,2.33,2.45,5.33,46,232,80.0,25,26,6.0,1.93,1,1,3.7,73.1,19,8,5.0,27,58.7,1,9,,67.9,75.6,73.5,75.0,,,0,0,28,12.5,90.4,3.7,1,0,0,0,0,0,0.0,171,6.6,78.6,14,15,9.2,3.39,0,3,18.8,73.3,11,12,0.0,19,41.3,0,7,,67.2,93.0,72.8,93.2,,64.5,0,0,21,8.3,150.8,5.3,1,3,0,1,2,0,0.0,173,11.5
Kobe Tracy,141317,QB,IDAHO ST,1,2.58,2.51,2.4,5.6,46,186,84.0,25,25,6.6,1.97,0,1,3.7,76.0,19,5,9.5,26,56.5,2,10,,68.0,70.0,73.5,69.4,,,0,1,28,20.0,78.9,3.8,1,0,0,0,0,2,7.1,181,7.2,70.6,17,19,14.6,3.36,0,1,5.3,57.9,11,7,8.3,20,43.5,1,10,,67.1,90.5,72.4,91.0,,57.3,0,0,20,0.0,142.0,0.0,0,1,0,2,3,0,0.0,243,12.8
Jack Capaldi,163883,QB,FORDHAM,1,2.66,2.31,4.57,4.68,46,168,75.0,24,25,2.8,1.67,1,0,0.0,68.0,17,1,5.6,26,56.5,1,5,,67.8,39.7,73.4,39.9,,,0,1,27,100.0,57.8,3.8,1,0,0,0,0,2,7.4,94,3.8,33.3,12,14,21.6,3.96,0,0,0.0,28.6,4,11,0.0,20,43.5,0,5,,67.1,44.9,72.4,34.4,,71.0,2,0,20,18.2,45.8,10.0,2,4,0,0,0,1,5.0,63,4.5
Cole Gonzales,159939,QB,W CAROLINA,1,2.79,2.53,,4.5,45,344,88.9,18,20,2.3,1.82,2,0,0.0,80.0,16,2,0.0,20,44.4,0,9,,67.1,78.7,72.4,78.1,,,0,1,20,0.0,72.5,0.0,0,0,0,0,0,0,0.0,128,6.4,77.8,18,19,6.0,3.58,0,0,0.0,68.4,13,5,7.1,25,55.6,1,6,,67.7,55.1,73.1,61.6,,51.1,0,1,25,0.0,65.5,0.0,0,6,0,1,0,0,0.0,129,6.8
Pauly Seeley V,178692,QB,WOFFORD,1,3.15,3.02,3.85,4.83,45,350,60.0,5,5,3.4,1.92,0,0,0.0,60.0,3,2,0.0,5,11.1,0,0,,63.8,53.7,68.1,53.7,,,0,0,5,0.0,64.6,0.0,0,0,0,0,0,0,0.0,5,1.0,45.2,31,33,13.7,3.39,0,0,0.0,42.4,14,17,0.0,39,86.7,0,13,,69.0,54.5,74.8,49.6,,71.1,0,0,40,11.8,72.9,5.1,2,4,0,2,1,2,5.0,201,6.1
CJ Bailey,183349,QB,NC STATE,1,2.65,2.53,4.5,4.25,45,248,85.0,20,20,4.2,1.71,0,0,0.0,80.0,16,1,5.9,20,44.4,1,6,,67.1,73.2,72.4,72.7,,,0,0,20,0.0,89.6,0.0,0,0,0,0,0,0,0.0,110,5.5,76.5,17,22,10.1,3.41,0,1,4.5,54.5,12,14,7.7,25,55.6,1,9,,67.8,77.2,73.3,69.8,,75.0,1,1,26,7.1,89.6,4.0,1,2,0,4,2,2,7.7,162,7.4
Eli Holstein,172381,QB,PITTSBURGH,1,2.86,2.79,,3.9,45,268,61.1,18,20,4.3,1.85,0,0,0.0,50.0,10,3,9.1,20,44.4,1,6,,67.1,48.6,72.4,48.6,,,2,1,20,0.0,74.4,0.0,0,0,0,0,2,1,5.0,87,4.4,75.0,20,22,16.3,3.68,1,2,8.7,68.2,15,8,0.0,25,55.6,0,12,,67.9,76.9,73.4,72.2,,70.5,1,0,27,0.0,126.1,0.0,0,3,0,0,1,0,0.0,294,13.4
Jalen Kitna,146688,QB,UAB,1,2.78,2.68,3.07,6.1,45,321,68.2,22,23,5.4,1.77,1,0,0.0,60.9,14,4,6.7,23,51.1,1,3,,67.6,53.0,73.0,52.9,,,0,1,24,0.0,80.2,0.0,0,0,0,0,1,0,0.0,171,7.4,35.3,17,18,8.6,3.83,0,0,0.0,33.3,6,14,0.0,22,48.9,0,3,,67.6,29.0,73.0,29.4,,56.2,1,2,24,21.4,6.0,13.6,3,1,0,0,0,2,8.3,68,3.8
