player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
J.T. Shrout,83562,QB,COLORADO,1,2.48,2.41,,4.7,35,143,76.2,21,22,5.7,1.75,1,0,0.0,63.6,14,2,12.5,22,62.9,2,8,,,,67.6,60.5,73.0,,60.2,,,,,0,0,24,0.0,82.4,0.0,0,0,0,0,0,0,0.0,144,6.5,30.0,10,12,24.7,3.72,0,1,7.7,25.0,3,5,0.0,13,37.1,0,3,,,,20.6,34.7,71.2,,30.6,,64.2,,,0,2,14,0.0,51.0,0.0,0,1,0,2,1,3,21.4,103,8.6
Jalen Fowler,64170,QB,NC A&T,1,2.51,2.51,2.4,,35,246,94.1,17,17,3.5,1.87,0,0,0.0,76.5,13,2,18.8,18,51.4,3,4,,,,22.9,57.9,72.0,,57.7,,,,,0,0,18,50.0,112.6,5.6,1,0,0,0,1,1,5.6,111,6.5,68.8,16,17,16.9,3.19,0,2,11.1,64.7,11,3,0.0,17,48.6,0,8,,,,67.0,90.3,72.2,,90.8,,57.3,,,0,0,19,0.0,120.5,0.0,0,0,0,1,1,0,0.0,183,10.8
Parker McNeil,123714,QB,LA TECH,1,2.19,2.14,3.0,,35,208,54.2,24,26,10.9,1.87,2,1,3.8,46.2,12,5,7.7,27,77.1,1,8,,,,67.9,59.2,73.4,,59.0,,,,,0,0,27,20.0,98.2,3.7,1,0,0,0,2,1,3.7,200,7.7,33.3,6,7,21.3,3.25,0,1,12.5,28.6,2,7,0.0,8,22.9,0,2,,,,65.1,56.6,69.8,,56.5,,,,,0,1,9,14.3,77.7,12.5,1,0,0,1,1,1,11.1,85,12.1
Luca Stanzani,159449,QB,LIUSHAR,1,2.58,2.49,3.9,6.5,35,1298,75.0,20,20,4.6,1.81,0,0,0.0,75.0,15,2,0.0,20,57.1,0,8,,,,67.4,66.3,72.7,,65.9,,,,,0,0,22,0.0,91.0,0.0,0,0,0,0,0,0,0.0,127,6.4,40.0,10,12,19.0,3.86,1,2,16.7,33.3,4,10,0.0,14,40.0,0,3,,,,66.2,72.3,71.2,,68.6,,64.3,,,0,0,14,10.0,94.8,7.1,1,1,0,1,1,0,0.0,107,8.9
Dom Shoffner,62788,QB,E ILLINOIS,1,2.91,2.74,4.35,5.1,34,158,78.6,14,14,8.3,1.83,0,0,0.0,78.6,11,5,0.0,14,41.2,0,6,,,,66.4,83.8,71.4,,83.0,,,,,0,0,15,0.0,124.7,0.0,0,0,0,0,1,0,0.0,115,8.2,50.0,16,17,15.9,3.66,0,0,0.0,35.3,6,11,25.0,20,58.8,2,3,,,,67.0,58.9,0.0,,59.2,,63.2,,,0,1,20,18.2,44.2,10.0,2,1,0,1,1,2,10.0,72,4.2
Trazon Connley,75885,QB,PRVIEW A&M,1,3.0,2.61,3.74,5.17,34,270,66.7,12,13,4.6,1.8,0,0,0.0,53.8,7,1,12.5,13,38.2,1,3,,,,66.0,64.4,71.0,,64.1,,,,,0,0,13,0.0,62.0,0.0,0,0,0,1,0,0,0.0,47,3.6,63.6,11,13,17.3,3.75,0,1,7.7,46.2,6,10,14.3,21,61.8,1,3,,,,67.2,62.9,72.5,,69.3,,50.6,,,0,1,21,50.0,63.3,23.8,5,3,0,2,1,0,0.0,91,7.0
Chase Brice,60363,QB,APP STATE,1,2.93,2.69,3.25,4.43,34,108,84.6,13,13,10.4,1.87,0,2,14.3,84.6,11,2,0.0,13,38.2,0,7,,,,66.2,80.3,71.2,,79.6,,,,,0,0,14,0.0,139.1,0.0,0,0,0,0,1,0,0.0,146,11.2,64.3,14,15,18.7,3.58,0,5,29.4,53.3,8,14,11.1,21,61.8,1,6,,,,67.5,86.6,72.8,,87.4,,62.9,,,0,1,23,14.3,77.9,9.5,2,4,0,1,1,1,4.3,133,8.9
Matt McDonald,60350,QB,BOWL GREEN,1,2.3,2.2,3.37,,34,122,90.0,20,23,3.7,1.75,3,0,0.0,78.3,18,3,0.0,23,67.6,0,6,,,,67.5,67.4,72.8,,67.0,,,,,0,0,23,0.0,88.9,0.0,0,0,0,0,0,0,0.0,123,5.3,100.0,8,8,7.8,3.45,0,0,0.0,62.5,5,8,37.5,11,32.4,3,2,,,,19.6,74.8,70.7,,74.3,,,,,0,0,12,37.5,74.0,27.3,3,0,0,0,0,1,8.3,38,4.8
Frank Harris,60586,QB,UTSA,1,2.57,2.41,,4.23,34,331,88.9,18,18,6.1,1.82,0,1,5.6,83.3,15,1,6.3,18,52.9,1,11,,,,66.8,74.6,72.0,,74.0,,,,,0,0,18,0.0,145.1,0.0,0,0,0,0,3,0,0.0,168,9.3,63.6,11,13,13.8,3.42,0,0,0.0,53.8,7,6,0.0,16,47.1,0,7,,,,66.7,76.0,71.8,,78.7,,58.1,,,0,0,17,0.0,110.1,0.0,0,3,0,2,1,1,5.9,117,9.0
Jalon Jones,104762,QB,BETH COOK,1,3.06,2.91,2.15,5.03,34,119,81.3,16,17,6.1,1.68,1,1,5.6,64.7,11,3,15.4,19,55.9,2,5,,,,24.2,59.1,72.4,,58.8,,,,,0,0,20,66.7,75.9,10.5,2,0,0,0,0,2,10.0,81,4.8,72.7,11,12,12.5,4.79,0,0,0.0,66.7,8,11,0.0,15,44.1,0,8,,,,66.5,89.8,71.6,,83.3,,73.4,,,0,0,16,0.0,122.6,0.0,0,3,0,1,1,0,0.0,107,8.9
Tommy Mellott,147646,QB,MONTANA ST,1,3.01,2.63,,5.78,33,233,42.1,19,19,14.4,2.02,0,1,5.3,42.1,8,6,0.0,19,57.6,0,4,,,,67.0,67.1,72.2,,66.7,,,,,0,0,19,0.0,53.4,0.0,0,0,0,0,0,0,0.0,74,3.9,85.7,7,10,17.0,4.36,0,2,20.0,50.0,5,9,16.7,14,42.4,1,5,,,,66.2,94.1,71.2,,93.9,,70.4,,,0,0,14,0.0,120.8,0.0,0,4,0,3,1,0,0.0,105,10.5
Taulia Tagovailoa,97271,QB,MARYLAND,1,3.76,3.56,3.38,5.08,33,215,60.0,10,10,4.8,2.06,0,0,0.0,40.0,4,2,33.3,11,33.3,2,2,,,,65.6,54.6,70.4,,54.5,,,,,0,0,11,50.0,49.6,9.1,1,0,0,0,0,1,9.1,34,3.4,70.0,10,13,8.5,4.61,0,1,7.1,46.2,6,14,14.3,22,66.7,1,4,,,,67.5,46.6,72.8,,48.5,,54.3,,,0,1,23,28.6,47.9,18.2,4,5,0,3,1,2,8.7,43,3.3
Ben Wooldridge,82115,QB,LA LAFAYET,1,2.74,2.59,3.6,4.0,33,207,80.0,15,16,5.1,1.66,1,0,0.0,62.5,10,3,16.7,16,48.5,2,3,,,,66.7,75.9,71.8,,75.4,,,,,0,0,17,0.0,76.8,0.0,0,0,0,0,0,0,0.0,87,5.4,33.3,12,13,15.4,3.75,0,1,7.7,23.1,3,10,25.0,17,51.5,1,2,,,,66.5,51.8,71.8,,49.7,,62.0,,,0,0,17,20.0,39.6,11.8,2,2,0,1,0,0,0.0,25,1.9
Braylon Braxton,144442,QB,TULSA,1,3.09,2.91,2.85,4.43,33,320,100.0,10,10,7.6,1.96,0,2,20.0,70.0,7,3,30.0,11,33.3,3,3,,,,65.6,89.9,70.4,,89.1,,,,,0,0,11,33.3,90.8,9.1,1,0,0,0,0,0,0.0,73,7.3,66.7,12,15,18.3,3.65,1,2,12.5,40.0,6,15,25.0,22,66.7,2,5,,,,67.5,73.3,72.8,,70.0,,66.9,,,0,0,23,20.0,77.9,13.6,3,4,0,2,1,0,0.0,73,4.9
Marquez McCray,109056,QB,SACR HEART,1,2.68,2.5,3.1,3.87,33,280,83.3,18,18,5.3,1.94,0,2,11.1,83.3,15,5,0.0,18,54.5,0,7,,,,67.0,91.3,72.2,,91.0,,,,,0,0,19,0.0,135.2,0.0,0,0,0,0,2,0,0.0,136,7.6,100.0,7,9,11.6,3.56,0,0,0.0,66.7,6,11,14.3,15,45.5,1,5,,,,66.5,78.5,71.6,,81.5,,59.9,,,0,0,16,27.3,106.3,20.0,3,3,0,2,0,0,0.0,105,11.7
Justin Sliwoski,77612,QB,ST FRANCIS,1,2.42,2.09,3.5,4.0,33,299,77.8,18,18,2.1,1.58,0,1,5.3,66.7,12,0,14.3,18,54.5,2,4,,,,67.0,64.6,72.2,,64.3,,,,,0,1,19,,72.9,0.0,0,0,0,0,1,1,5.3,86,4.8,77.8,9,9,15.8,3.43,0,0,0.0,77.8,7,4,0.0,15,45.5,0,8,,,,21.8,67.9,71.6,,73.7,,56.8,,,0,0,16,25.0,158.3,6.7,1,5,0,0,2,1,6.3,165,18.3
TJ McMahon,83521,QB,RICE,1,2.29,2.18,4.0,,33,275,89.5,19,22,7.8,1.81,3,3,13.6,72.7,16,6,5.9,22,66.7,1,10,,,,67.4,91.0,72.8,,90.7,,,,,0,1,23,0.0,123.7,0.0,0,0,0,0,2,1,4.3,262,11.9,62.5,8,9,13.4,3.25,0,0,0.0,55.6,5,7,0.0,11,33.3,0,3,,,,65.6,56.2,70.4,,56.1,,,,,0,0,11,28.6,81.7,18.2,2,0,0,1,0,0,0.0,72,8.0
Carter Bradley,77685,QB,S ALABAMA,1,2.66,2.51,2.68,4.75,33,288,75.0,12,12,5.9,2.0,0,0,0.0,75.0,9,4,0.0,14,42.4,0,5,,,,21.0,44.8,71.2,,44.9,,,,,0,0,14,50.0,118.4,14.3,2,0,0,0,1,1,7.1,75,6.3,46.7,15,15,18.3,3.15,0,2,11.8,46.7,7,4,0.0,19,57.6,0,6,,,,67.2,64.9,72.5,,68.4,,52.8,,,0,2,21,50.0,34.2,10.5,2,2,0,0,0,2,9.5,118,7.9
Johnathan Bennett,104158,QB,LIBERTY,1,2.78,2.88,3.3,3.8,32,206,87.5,8,8,4.9,1.92,0,0,0.0,75.0,6,2,14.3,9,28.1,1,1,,,,65.1,63.2,69.8,,63.0,,,,,0,0,9,50.0,84.9,11.1,1,0,0,0,0,0,0.0,39,4.9,75.0,12,17,20.5,3.41,1,2,11.1,52.9,9,10,0.0,21,65.6,0,7,,,,22.2,68.8,72.7,,77.0,,47.8,,,1,1,22,30.0,106.6,14.3,3,1,0,3,3,2,9.1,185,10.9
Gavin Wimsatt,155757,QB,RUTGERS,1,2.53,2.37,4.07,,32,278,61.9,21,21,8.3,1.81,0,1,4.5,57.1,12,2,7.7,21,65.6,1,6,,,,67.4,33.6,72.7,,34.0,,,,,0,2,22,0.0,57.3,0.0,0,0,0,0,1,2,9.1,158,7.5,28.6,7,8,10.4,3.91,0,0,0.0,25.0,2,6,0.0,11,34.4,0,0,,,,65.6,32.7,70.4,,33.0,,,,,0,1,11,50.0,0.0,27.3,3,0,0,1,0,0,0.0,8,1.0
Joe Mischler,77695,QB,DUQUESNE,1,2.45,2.43,2.6,,32,155,77.8,18,20,11.1,1.91,2,5,22.7,70.0,14,8,0.0,22,68.8,0,8,,,,67.6,89.6,73.0,,88.5,,,,,0,0,24,25.0,128.3,9.1,2,0,0,0,2,1,4.2,166,8.3,66.7,6,8,16.0,3.64,0,0,0.0,50.0,4,6,0.0,10,31.3,0,3,,,,65.4,77.4,70.1,,76.8,,,,,0,0,10,33.3,66.1,20.0,2,0,0,2,0,0,0.0,43,5.4
Gevani McCoy,147609,QB,IDAHO,1,2.41,2.28,3.3,5.4,32,185,68.4,19,19,11.5,1.77,0,2,10.5,68.4,13,2,0.0,19,59.4,0,5,,,,67.0,74.3,72.2,,73.7,,,,,0,1,19,0.0,107.5,0.0,0,0,0,0,4,1,5.3,140,7.4,45.5,11,11,14.6,3.33,0,1,9.1,45.5,5,8,0.0,13,40.6,0,4,,,,66.0,41.7,71.0,,42.9,,57.8,,,0,1,13,12.5,34.7,7.7,1,1,0,0,0,1,7.7,86,7.8
Kurtis Rourke,97998,QB,OHIO,1,2.91,2.71,,4.87,32,259,78.6,14,14,12.8,1.93,0,3,21.4,71.4,10,4,9.1,14,43.8,1,8,,,,66.2,85.8,71.2,,85.0,,,,,0,1,14,0.0,115.2,0.0,0,0,0,0,3,0,0.0,147,10.5,78.6,14,15,12.0,3.68,0,3,20.0,66.7,10,4,9.1,18,56.3,1,9,,,,66.8,62.0,72.2,,59.7,,63.1,,,0,0,19,0.0,144.4,0.0,0,3,0,1,2,2,10.5,170,11.3
Carlos Davis,139131,QB,W CAROLINA,1,2.68,2.32,3.8,4.02,32,344,71.4,14,14,14.4,1.92,0,2,14.3,57.1,8,2,20.0,14,43.8,2,5,,,,66.2,87.6,71.2,,86.7,,,,,0,0,14,0.0,95.5,0.0,0,0,0,0,1,0,0.0,74,5.3,81.8,11,11,14.3,3.27,0,2,16.7,81.8,9,6,0.0,18,56.3,0,10,,,,67.0,90.2,72.2,,81.0,,77.8,,,0,1,19,33.3,111.2,11.1,2,5,0,0,1,0,0.0,194,17.6
Doug Brumfield,128348,QB,UNLV,1,2.69,2.44,3.4,4.95,32,325,93.3,15,15,3.7,1.74,0,0,0.0,73.3,11,2,21.4,15,46.9,3,2,,,,66.4,80.2,71.4,,79.5,,,,,0,0,15,0.0,81.3,0.0,0,0,0,0,0,0,0.0,65,4.3,58.3,12,12,13.7,3.53,0,1,8.3,50.0,6,7,14.3,17,53.1,1,4,,,,66.7,47.9,71.8,,51.3,,52.9,,,0,2,17,42.9,81.3,17.6,3,2,0,0,1,2,11.8,142,11.8
Brady Cook,124199,QB,MISSOURI,1,2.73,2.61,3.2,4.8,32,229,75.0,12,12,5.6,1.67,0,0,0.0,66.7,8,2,11.1,12,37.5,1,2,,,,66.2,63.0,71.2,,62.7,,,,,0,0,14,0.0,70.1,0.0,0,0,0,0,0,0,0.0,15,1.3,75.0,16,16,9.2,3.38,0,2,11.1,68.8,11,9,8.3,20,62.5,1,4,,,,22.2,63.6,72.7,,65.2,,57.3,,,0,0,22,33.3,90.1,15.0,3,1,0,0,0,1,4.5,118,7.4
Grant Wells,97784,QB,VA TECH,1,2.48,2.37,2.76,3.8,31,337,75.0,12,13,4.8,1.81,1,1,7.1,69.2,9,2,0.0,14,45.2,0,4,,,,66.4,69.5,71.4,,69.1,,,,,0,0,15,50.0,89.6,7.1,1,0,0,0,0,0,0.0,93,7.2,54.5,11,12,10.3,3.03,0,0,0.0,41.7,5,8,16.7,17,54.8,1,4,,,,22.4,32.4,71.8,,45.1,,43.6,,,0,1,17,50.0,28.5,23.5,4,1,0,1,0,2,11.8,76,6.3
Beau Allen,73936,QB,TARLETON,1,2.94,2.73,4.6,4.1,31,401,84.6,13,13,2.6,2.0,0,0,0.0,84.6,11,0,0.0,13,41.9,0,6,,,,66.0,67.0,71.0,,66.6,,,,,0,0,13,,144.4,0.0,0,0,0,0,2,0,0.0,119,9.2,58.3,12,14,14.8,3.62,0,1,5.9,35.7,5,5,28.6,18,58.1,2,3,,,,67.2,52.5,72.5,,55.7,,53.1,,,0,0,21,40.0,50.3,11.1,2,2,0,2,0,0,0.0,62,4.4
Tyler Wesley,162286,QB,PRESBYTERN,1,2.4,2.44,3.0,,31,271,82.4,17,17,12.2,1.99,0,2,11.8,70.6,12,3,14.3,17,54.8,2,8,,,,66.7,71.0,71.8,,70.5,,,,,0,0,17,0.0,144.2,0.0,0,0,0,0,2,1,5.9,180,10.6,60.0,10,11,16.0,3.12,0,0,0.0,36.4,4,5,33.3,13,41.9,2,3,,,,65.8,58.1,71.0,,57.9,,,,,0,1,13,40.0,22.2,15.4,2,0,0,1,0,1,7.7,73,6.6
MJ Morris,157404,QB,NC STATE,1,2.4,2.34,2.97,,31,248,68.8,16,17,10.6,1.85,1,0,0.0,64.7,11,4,0.0,18,58.1,0,6,,,,66.8,67.3,72.0,,66.9,,,,,0,0,18,25.0,116.8,5.6,1,0,0,0,2,0,0.0,88,5.2,63.6,11,11,18.2,3.15,0,2,14.3,63.6,7,6,0.0,13,41.9,0,5,,,,66.5,64.6,71.6,,64.3,,,,,0,0,16,33.3,131.6,15.4,2,0,0,0,1,0,0.0,122,11.1
Jake Haener,60596,QB,FRESNO ST,1,3.31,2.96,8.4,8.3,31,169,100.0,14,14,5.4,2.04,0,0,0.0,100.0,14,3,0.0,14,45.2,0,8,,,,66.2,84.2,71.2,,83.5,,,,,0,0,14,0.0,140.2,0.0,0,0,0,0,2,0,0.0,114,8.1,71.4,14,15,15.6,4.36,0,1,6.7,66.7,10,8,0.0,17,54.8,0,7,,,,66.7,83.8,71.8,,80.6,,64.3,,,0,0,17,12.5,149.3,5.9,1,1,0,1,2,0,0.0,213,14.2
Quinn Ewers,127253,QB,TEXAS,1,2.34,2.34,,,31,311,81.3,16,18,4.3,1.88,0,0,0.0,66.7,12,2,7.7,18,58.1,1,8,,,,66.8,62.8,72.0,,62.5,,,,,2,0,18,0.0,102.1,0.0,0,0,0,0,1,0,0.0,112,6.2,50.0,12,13,19.7,2.96,0,2,14.3,46.2,6,3,0.0,13,41.9,0,5,,,,66.2,63.6,71.2,,63.3,,,,,0,0,14,0.0,96.3,0.0,0,0,0,1,1,1,7.1,94,7.2
Max Duggan,99470,QB,TCU,1,3.44,3.16,4.85,4.87,31,305,66.7,3,4,-1.7,1.78,0,0,0.0,50.0,2,1,0.0,4,12.9,0,0,,,,64.2,50.1,68.6,,50.1,,,,,0,0,6,0.0,57.3,0.0,0,0,0,1,0,0,0.0,13,3.3,76.5,17,19,14.1,3.83,0,1,5.3,52.6,10,16,23.1,26,83.9,3,8,,,,67.8,65.0,73.3,,65.9,,58.3,,,0,0,26,25.0,120.9,15.4,4,3,0,2,2,1,3.8,182,9.6
Chris Reynolds,60361,QB,CHARLOTTE,1,2.97,2.86,3.48,3.7,31,136,85.7,14,14,7.1,1.83,0,1,7.1,71.4,10,6,16.7,15,48.4,2,5,,,,66.4,67.5,71.4,,67.1,,,,,0,0,15,16.7,116.1,6.7,1,0,0,0,1,1,6.7,103,7.4,70.0,10,12,10.2,4.04,0,0,0.0,58.3,7,11,0.0,16,51.6,0,6,,,,66.8,62.7,72.0,,64.3,,57.8,,,0,1,18,27.3,48.3,18.8,3,1,0,2,0,1,5.6,93,7.8
Anthony Richardson,124393,QB,FLORIDA,1,3.09,2.98,5.0,4.4,31,163,80.0,10,10,4.1,1.54,0,1,10.0,70.0,7,2,12.5,10,32.3,1,5,,,,65.4,73.8,70.1,,73.3,,,,,0,0,10,0.0,115.8,0.0,0,0,0,0,1,0,0.0,53,5.3,66.7,15,19,9.9,3.83,0,1,5.0,52.6,10,9,0.0,21,67.7,0,8,,,,67.4,83.3,0.0,,83.2,,64.3,,,1,0,22,11.1,95.9,4.8,1,1,0,3,1,1,4.5,148,7.8
Lucas Johnson,40551,QB,MONTANA,1,2.54,2.31,6.5,5.2,31,232,70.0,20,20,10.8,1.85,0,1,5.0,55.0,11,0,21.4,20,64.5,3,8,,,,67.1,72.2,72.4,,71.6,,,,,0,1,20,,75.0,0.0,0,0,0,0,1,1,5.0,150,7.5,77.8,9,9,14.1,3.81,0,0,0.0,66.7,6,3,14.3,11,35.5,1,7,,,,65.6,86.5,70.4,,82.9,,64.3,,,0,0,11,33.3,149.1,9.1,1,1,0,0,2,0,0.0,112,12.4
Spencer Rattler,97408,QB,S CAROLINA,1,2.53,2.49,6.7,4.5,31,289,100.0,13,14,0.1,1.63,0,0,0.0,85.7,12,1,7.7,14,45.2,1,4,,,,66.4,71.2,71.4,,70.8,,,,,0,0,15,0.0,91.7,0.0,0,0,0,1,0,0,0.0,84,6.0,70.0,10,13,21.4,3.7,0,2,15.4,53.8,7,5,0.0,15,48.4,0,5,,,,66.5,90.1,71.6,,90.1,,62.6,,,0,0,16,20.0,126.6,6.7,1,1,0,3,3,0,0.0,125,9.6
Brock Bagozzi,149648,QB,MARIST,1,2.52,2.41,,5.8,31,213,72.7,22,22,5.8,1.95,0,1,4.5,72.7,16,5,0.0,22,71.0,0,6,,,,67.4,53.4,72.7,,53.2,,,,,0,0,22,0.0,105.7,0.0,0,0,0,0,1,1,4.5,147,6.7,83.3,6,8,8.7,3.92,0,1,11.1,62.5,5,5,0.0,9,29.0,0,4,,,,65.4,75.5,70.1,,72.1,,63.1,,,0,0,10,0.0,138.0,0.0,0,1,0,2,1,0,0.0,85,10.6
Andrew Body,155202,QB,TEXAS STHN,1,2.9,2.5,4.25,5.33,30,313,50.0,16,16,11.5,1.79,0,0,0.0,43.8,7,3,12.5,16,53.3,1,3,,,,66.5,62.4,71.6,,62.1,,,,,0,0,16,0.0,73.4,0.0,0,0,0,0,1,0,0.0,54,3.4,50.0,8,9,12.9,4.18,0,1,11.1,44.4,4,9,0.0,14,46.7,0,2,,,,66.2,43.1,71.2,,48.4,,50.9,,,0,0,14,22.2,74.8,14.3,2,3,0,1,0,2,14.3,77,8.6
Mikey Keene,70961,QB,UCF,1,3.09,2.88,6.9,5.2,30,323,76.9,13,13,9.8,2.02,0,1,7.7,76.9,10,0,0.0,13,43.3,0,4,,,,66.0,73.5,71.0,,73.0,,,,,0,0,13,,117.5,0.0,0,0,0,0,1,0,0.0,80,6.2,86.7,15,15,11.0,3.91,0,2,13.3,80.0,12,5,7.7,17,56.7,1,9,,,,66.7,84.4,71.8,,86.7,,57.0,,,0,1,17,20.0,117.1,5.9,1,1,0,0,2,2,11.8,139,9.3
Nolan Henderson,63572,QB,DELAWARE,1,2.84,2.68,2.9,7.3,30,151,86.7,15,15,8.0,1.91,0,0,0.0,73.3,11,1,15.4,15,50.0,2,8,,,,66.5,74.4,71.6,,73.9,,,,,0,0,16,0.0,136.1,0.0,0,0,0,0,2,0,0.0,120,8.0,92.3,13,13,15.6,3.76,0,2,14.3,84.6,11,4,8.3,15,50.0,1,10,,,,66.5,91.2,71.6,,92.0,,56.3,,,0,0,16,25.0,158.3,6.7,1,1,0,0,3,0,0.0,203,15.6
Cam Fancher,145266,QB,MARSHALL,1,2.52,2.09,4.5,4.73,30,214,63.2,19,19,3.8,1.74,0,0,0.0,57.9,11,2,8.3,19,63.3,1,3,,,,67.1,56.7,72.4,,56.5,,,,,0,0,20,0.0,65.0,0.0,0,0,0,0,0,0,0.0,67,3.5,33.3,6,6,11.0,3.87,0,0,0.0,33.3,2,4,0.0,11,36.7,0,4,,,,19.6,35.5,70.7,,29.4,,59.2,,,0,2,12,25.0,5.6,9.1,1,4,0,0,0,2,16.7,22,3.7
Robby Ashford,131702,QB,AUBURN,1,3.09,2.9,2.88,4.4,30,115,36.4,11,11,4.3,1.91,0,0,0.0,27.3,3,2,25.0,13,43.3,1,0,,,,66.2,46.8,71.2,,46.8,,,,,0,0,14,100.0,39.6,15.4,2,0,0,0,0,0,0.0,18,1.6,60.0,10,11,11.9,4.0,0,1,8.3,36.4,4,10,33.3,17,56.7,2,5,,,,24.8,48.2,72.7,,41.0,,64.5,,,0,0,22,20.0,54.0,11.8,2,4,0,1,0,3,13.6,57,5.2
Payton Thorne,101629,QB,MICH STATE,1,2.61,2.52,5.3,,30,223,76.5,17,17,5.8,1.96,0,1,5.6,76.5,13,4,0.0,17,56.7,0,7,,,,66.8,86.6,72.0,,85.8,,,,,0,0,18,0.0,124.4,0.0,0,0,0,0,1,0,0.0,159,9.4,63.6,11,12,7.5,3.45,0,0,0.0,50.0,6,7,14.3,13,43.3,1,3,,,,66.0,67.7,71.0,,67.3,,,,,0,1,13,14.3,49.3,7.7,1,0,0,1,1,1,7.7,23,1.9
Damien Mazil,159562,QB,WAGNER,1,3.7,3.4,3.3,5.32,30,338,66.7,3,4,-0.3,1.75,1,0,0.0,50.0,2,1,0.0,4,13.3,0,1,,,,63.3,54.8,67.4,,54.8,,,,,0,0,4,0.0,67.7,0.0,0,0,0,0,0,0,0.0,23,5.8,62.5,16,17,12.8,4.0,0,1,5.9,58.8,10,17,0.0,26,86.7,0,9,,,,67.8,63.5,73.3,,59.5,,66.2,,,0,1,26,23.5,70.0,15.4,4,5,0,1,1,1,3.8,97,5.7
J.J. McCarthy,144918,QB,MICHIGAN,1,2.47,2.29,3.1,4.5,30,222,68.8,16,17,10.1,1.94,0,1,5.9,52.9,9,3,18.2,17,56.7,2,4,,,,66.7,80.9,71.8,,80.2,,,,,0,0,17,0.0,87.6,0.0,0,0,0,1,1,0,0.0,89,5.2,50.0,8,10,18.1,3.15,1,1,9.1,40.0,4,5,0.0,13,43.3,0,5,,,,66.2,64.5,71.2,,63.3,,61.8,,,0,0,14,20.0,94.6,7.7,1,2,0,1,1,0,0.0,62,6.2
Grayson McCall,98002,QB,COAST CAR,1,2.52,2.45,3.9,4.0,30,141,92.3,13,13,5.8,1.69,0,0,0.0,76.9,10,2,16.7,13,43.3,2,6,,,,66.0,78.4,71.0,,77.7,,,,,0,0,13,0.0,99.2,0.0,0,0,0,0,0,0,0.0,103,7.9,91.7,12,13,19.8,3.35,0,3,23.1,61.5,8,9,27.3,16,53.3,3,6,,,,66.5,93.8,71.6,,94.2,,57.8,,,1,0,16,22.2,141.0,12.5,2,1,0,0,2,0,0.0,150,11.5
Devin Grainger,78496,QB,GA STATE,1,2.78,2.12,5.1,4.92,30,175,72.2,18,18,6.7,1.89,0,0,0.0,66.7,12,2,7.7,18,60.0,1,5,,,,66.8,55.9,72.0,,55.7,,,,,0,0,18,0.0,117.1,0.0,0,0,0,0,2,1,5.6,97,5.4,60.0,5,5,20.8,4.12,0,0,0.0,60.0,3,6,0.0,12,40.0,0,7,,,,65.8,83.1,70.7,,66.5,,78.6,,,0,0,12,33.3,82.1,16.7,2,5,0,0,0,0,0.0,36,7.2
Mitch Davidson,138334,QB,YNGTOWN ST,1,3.16,2.57,3.43,4.73,30,353,83.3,12,13,10.6,2.02,0,2,15.4,61.5,8,3,20.0,14,46.7,2,6,,,,66.2,90.3,71.2,,90.0,,,,,1,0,14,33.3,122.6,7.1,1,0,0,0,1,0,0.0,136,10.5,40.0,5,7,5.4,4.15,1,0,0.0,28.6,2,11,0.0,16,53.3,0,4,,,,66.7,54.7,71.8,,41.2,,67.2,,,0,0,17,18.2,39.6,12.5,2,7,0,1,0,0,0.0,7,1.0
