player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Noah Kim,129623,QB,E MICHIGAN,1,3.05,2.81,4.95,4.6,48,160,73.7,19,20,7.9,1.88,1,1,5.0,65.0,13,1,7.1,20,41.7,1,4,,,,,67.1,79.3,72.4,,78.6,,,,,,0,1,20,0.0,90.4,0.0,0,0,0,0,1,0,0.0,184,9.2,75.0,20,22,8.9,3.89,0,1,4.3,54.5,12,13,20.0,28,58.3,3,9,,,,,68.1,72.1,73.6,,75.9,,,54.5,,,0,0,29,15.4,75.2,7.1,2,4,0,2,0,0,0.0,146,6.6
Dylan Lonergan,172386,QB,BOSTON COL,1,2.53,2.44,2.9,4.15,48,121,76.2,21,22,4.4,1.85,1,0,0.0,72.7,16,3,0.0,23,47.9,0,7,,,,,67.5,40.1,72.8,,40.1,,,,,,0,1,23,33.3,88.8,4.3,1,0,0,0,1,3,13.0,158,7.2,68.2,22,22,10.8,3.16,0,2,9.1,63.6,14,12,6.7,25,52.1,1,10,,,,,67.8,71.3,73.3,,71.3,,,60.3,,,0,0,26,8.3,88.3,4.0,1,2,0,0,0,0,0.0,175,8.0
Eli Holstein,172381,QB,PITTSBURGH,1,2.88,2.6,3.27,4.9,48,268,73.7,19,19,2.7,1.78,0,0,0.0,68.4,13,1,7.1,20,41.7,1,1,,,,,67.2,39.8,72.5,,39.9,,,,,,0,1,21,100.0,53.4,5.0,1,0,0,0,0,2,9.5,74,3.9,60.0,15,19,17.5,3.66,1,1,5.3,47.4,9,20,0.0,28,58.3,0,7,,,,,27.4,60.6,73.5,,62.5,,,56.2,,,0,0,28,25.0,109.3,17.9,5,4,0,3,1,2,7.1,229,12.1
Adam Urena,186682,QB,MERCYHURST,1,2.33,2.22,3.17,3.4,48,977,70.4,27,29,6.4,1.9,0,1,3.3,62.1,18,7,5.3,29,60.4,1,9,,,,,68.2,64.3,73.7,,63.9,,,,,,1,0,30,0.0,86.1,0.0,0,0,0,1,1,1,3.3,145,5.0,61.5,13,14,12.3,2.98,0,1,6.7,57.1,8,12,0.0,19,39.6,0,7,,,,,67.1,67.5,72.8,,64.0,59.1,,68.3,,,0,2,20,25.0,72.9,15.8,3,2,0,1,1,2,10.0,131,9.4
Danny Lauter,162145,QB,GEORGETOWN,1,2.31,2.26,3.0,3.6,47,172,81.5,27,28,6.6,1.84,0,0,0.0,71.4,20,12,9.1,28,59.6,2,11,,,,,68.0,73.4,73.5,,72.8,,,,,,1,0,28,0.0,118.6,0.0,0,0,0,0,2,0,0.0,223,8.0,50.0,16,17,12.9,2.99,0,0,0.0,47.1,8,9,0.0,19,40.4,0,7,,,,,67.2,41.6,72.5,,43.0,,,57.3,,,1,1,21,11.1,43.0,5.3,1,1,0,0,0,2,9.5,107,6.3
Jalen Kitna,146688,QB,UAB,1,2.67,2.67,2.6,,47,321,94.1,17,17,1.2,1.58,0,0,0.0,82.4,14,1,12.5,17,36.2,2,9,,,,,66.7,69.6,71.8,,69.2,,,,,,0,0,17,0.0,118.9,0.0,0,0,0,0,1,0,0.0,133,7.8,68.0,25,28,11.8,3.28,0,1,3.6,57.1,16,13,5.9,30,63.8,1,10,,,,,68.2,68.9,73.7,,68.4,,,,,,1,1,30,15.4,77.7,6.7,2,0,0,2,1,1,3.3,208,7.4
Ryan Browne,174949,QB,PURDUE,1,2.85,2.63,3.43,5.35,47,273,90.0,20,20,3.1,2.0,0,0,0.0,75.0,15,4,16.7,21,44.7,3,8,,,,,67.2,85.3,72.7,,84.5,,,,,,0,1,22,25.0,97.3,4.8,1,0,0,0,1,0,0.0,177,8.9,64.3,14,19,13.4,3.54,0,0,0.0,47.4,9,17,0.0,26,55.3,0,8,,,,,68.1,49.0,73.6,,51.2,,,53.4,,,1,2,29,29.4,30.0,19.2,5,2,0,4,0,2,6.9,128,6.7
Jordan McCarty,180205,QB,W OREGON,1,2.62,2.36,3.6,4.78,46,411,63.6,22,23,6.5,1.76,1,0,0.0,52.2,12,3,14.3,23,50.0,2,3,,,,,67.6,61.8,73.1,,61.5,,,,,,0,2,24,0.0,23.5,0.0,0,0,0,0,0,0,0.0,78,3.4,75.0,16,17,14.6,3.48,0,2,10.5,64.7,11,12,8.3,23,50.0,1,7,,,,,67.7,68.9,73.1,,67.7,,,63.1,,,1,0,25,16.7,120.2,8.7,2,4,0,0,1,0,0.0,182,10.7
Brad Jackson,184354,QB,TEXAS ST,1,2.66,2.3,3.56,4.36,46,314,80.8,26,26,5.1,1.77,0,0,0.0,76.9,20,2,4.8,26,56.5,1,8,,,,,68.1,63.1,73.6,,62.7,,,,,,0,0,29,0.0,101.9,0.0,0,0,0,0,1,0,0.0,143,5.5,55.6,9,10,12.4,3.83,0,0,0.0,50.0,5,11,0.0,20,43.5,0,3,,,,,23.9,51.2,72.4,,45.2,,,64.1,,,0,0,20,45.5,59.6,25.0,5,5,0,1,0,1,5.0,38,3.8
Ta'Quan Roberson,101625,QB,BUFFALO,1,2.58,2.44,1.8,3.88,46,126,80.0,20,20,5.9,1.94,0,0,0.0,75.0,15,2,6.3,22,47.8,1,7,,,,,24.7,57.2,72.7,,68.5,,,41.8,,,0,0,22,50.0,87.9,4.5,1,1,0,0,0,1,4.5,112,5.6,70.0,20,20,14.9,3.17,0,4,19.0,65.0,13,6,7.1,24,52.2,1,11,,,,,67.7,87.5,73.1,,88.5,,,62.5,,,0,1,25,0.0,119.0,0.0,0,4,0,0,3,1,4.0,211,10.6
Ryan Staub,171906,QB,COLORADO,1,2.86,2.43,5.35,4.18,46,143,69.6,23,23,4.4,1.76,0,0,0.0,60.9,14,2,12.5,24,52.2,2,2,,,,,23.4,30.3,73.1,,38.0,,,47.3,,,0,1,25,0.0,51.9,0.0,0,1,0,0,0,2,8.0,95,4.1,41.7,12,13,13.7,4.06,1,1,7.1,38.5,5,9,0.0,22,47.8,0,7,,,,,25.6,34.7,0.0,,37.7,,,53.4,,,0,1,24,22.2,62.7,9.1,2,7,0,0,1,2,8.3,109,8.4
Jacob Clark,101628,QB,MO STATE,1,2.39,2.25,2.84,4.1,45,230,68.2,22,25,7.6,1.96,1,2,7.1,60.0,15,7,0.0,28,62.2,0,8,,,,,68.3,54.3,73.9,,54.2,,,,,,2,2,31,42.9,60.9,10.7,3,0,0,0,1,2,6.5,173,6.9,90.0,10,11,9.8,3.29,0,1,9.1,63.6,7,9,22.2,16,35.6,2,4,,,,,66.7,72.3,71.8,,80.8,,,50.6,,,1,1,17,22.2,54.7,12.5,2,3,0,0,0,0,0.0,99,9.0
Jake Strong,173651,QB,MCNEESE,1,2.47,2.16,3.15,5.05,44,217,64.0,25,26,8.8,1.6,1,2,6.9,50.0,13,0,18.8,26,59.1,3,5,,,,,68.1,62.0,73.6,,61.7,,,,,,0,1,29,,42.9,0.0,0,0,0,0,0,1,3.4,95,3.7,63.6,11,12,14.1,3.72,0,0,0.0,58.3,7,12,0.0,18,40.9,0,8,,,,,67.0,87.4,72.2,,72.5,,,83.4,,,0,1,19,16.7,107.6,11.1,2,4,0,1,2,1,5.3,183,15.3
Byrum Brown,156206,QB,USF,1,2.87,2.63,4.4,3.98,43,327,81.3,16,16,1.6,1.93,0,0,0.0,75.0,12,2,7.7,16,37.2,1,5,,,,,66.7,66.7,71.8,,66.3,,,,,,0,1,17,0.0,87.5,0.0,0,0,0,0,1,1,5.9,108,6.8,44.4,18,20,15.8,3.42,1,2,9.5,40.0,8,16,0.0,27,62.8,0,5,,,,,27.0,58.0,73.5,,70.2,,,40.0,,,0,0,28,12.5,70.0,7.4,2,5,0,1,0,1,3.6,166,8.3
Baylor Hayes,192135,QB,TULSA,1,2.6,2.41,3.95,4.13,42,320,82.6,23,23,6.8,1.92,0,0,0.0,73.9,17,6,10.5,23,54.8,2,10,,,,,67.5,62.1,72.8,,61.8,,,,,,0,1,23,0.0,87.6,0.0,0,0,0,0,1,1,4.3,152,6.6,54.5,11,14,14.7,3.44,1,0,0.0,35.7,5,14,16.7,19,45.2,1,3,,,,,25.2,38.9,72.8,,37.9,,,57.7,,,0,0,23,14.3,44.3,10.5,2,3,0,2,0,1,4.3,37,2.6
Davin Wydner,163672,QB,W GEORGIA,1,2.95,2.69,4.35,5.23,42,1177,76.2,21,22,6.2,2.01,1,0,0.0,63.6,14,2,12.5,22,52.4,2,7,,,,,67.6,60.9,73.0,,60.6,,,,,,0,1,24,0.0,111.0,0.0,0,0,0,0,3,1,4.2,186,8.5,38.5,13,15,15.2,3.99,0,1,5.9,26.7,4,7,20.0,20,47.6,1,3,,,,,68.7,50.3,73.0,,45.4,,,64.4,,,0,2,22,28.6,8.9,10.0,2,3,0,2,0,2,9.1,77,5.1
Gunnar Smith,162611,QB,FORDHAM,1,3.15,2.85,3.43,4.92,42,168,77.8,9,9,3.8,2.02,0,0,0.0,66.7,6,2,14.3,10,23.8,1,1,,,,,65.6,44.9,70.4,,44.9,,,,,,0,0,11,50.0,70.1,10.0,1,0,0,0,0,1,9.1,24,2.7,52.2,23,24,13.0,3.51,0,3,12.5,41.7,10,7,16.7,32,76.2,2,8,,,,,68.4,49.7,74.0,,48.5,,,59.9,,,0,2,32,42.9,40.3,9.4,3,5,0,1,1,5,15.6,140,5.8
Devon Dampier,171556,QB,UTAH,1,2.66,2.43,9.7,3.7,42,328,90.5,21,21,3.8,1.68,0,0,0.0,81.0,17,0,10.5,21,50.0,2,6,,,,,67.5,68.1,72.8,,67.7,,,,,,0,0,23,,107.5,0.0,0,0,0,0,1,0,0.0,126,6.0,60.0,15,18,13.0,3.65,0,1,5.0,50.0,9,2,0.0,21,50.0,0,6,,,,,25.2,60.8,72.8,,64.1,,,52.8,,,0,0,23,50.0,86.8,4.8,1,2,0,3,1,1,4.3,106,5.9
Beau Brungard,164897,QB,YNGTOWN ST,1,2.92,2.51,4.35,5.08,41,353,94.1,17,17,1.8,1.78,0,0,0.0,94.1,16,0,0.0,17,41.5,0,5,,,,,66.7,82.7,71.8,,82.0,,,,,,0,0,17,,136.8,0.0,0,0,0,0,2,0,0.0,126,7.4,66.7,15,17,7.5,3.72,0,0,0.0,47.1,8,11,20.0,24,58.5,2,8,,,,,67.6,56.8,73.3,,61.5,,,52.7,,,0,1,24,18.2,45.2,8.3,2,5,0,2,0,1,4.2,116,6.8
Noah Fifita,158722,QB,ARIZONA,1,3.08,2.64,3.15,5.47,41,109,76.9,13,15,8.4,1.96,2,0,0.0,66.7,10,1,0.0,16,39.0,0,4,,,,,66.8,78.6,72.0,,77.9,,,,,,0,0,18,100.0,84.6,6.3,1,0,0,0,0,0,0.0,97,6.5,60.0,15,18,13.9,3.8,0,0,0.0,33.3,6,9,33.3,25,61.0,3,6,,,,,68.0,66.4,73.5,,65.6,,,62.2,,,1,0,28,11.1,48.6,4.0,1,6,0,2,0,0,0.0,81,4.5
Devin Farrell,157658,QB,RHODE ISLD,1,2.83,2.59,3.7,4.78,41,274,66.7,21,21,8.6,1.97,0,0,0.0,57.1,12,3,14.3,21,51.2,2,6,,,,,67.6,66.7,73.0,,66.3,,,,,,0,1,24,0.0,57.8,0.0,0,0,0,0,0,1,4.2,141,6.7,69.2,13,15,11.5,3.73,0,0,0.0,60.0,9,6,0.0,20,48.8,0,7,,,,,67.1,63.9,72.4,,67.5,,,55.6,,,0,0,20,16.7,90.1,5.0,1,4,0,2,0,0,0.0,137,9.1
John-Keawe Sagapolutele,175709,QB,PORTLAND,1,2.47,2.15,4.27,4.33,41,269,79.2,24,25,5.0,1.68,1,0,0.0,76.0,19,3,0.0,25,61.0,0,7,,,,,67.7,70.0,73.1,,69.5,,,,,,0,1,25,0.0,77.9,0.0,0,0,0,0,0,0,0.0,175,7.0,50.0,8,10,10.6,3.69,0,1,9.1,40.0,4,7,0.0,16,39.0,0,2,,,,,66.8,50.3,72.0,,58.2,,,48.4,,,1,0,18,42.9,47.9,18.8,3,3,0,1,0,1,5.6,28,2.8
Ben Finley,122864,QB,AKRON,1,3.0,2.82,4.28,,41,102,81.8,11,11,2.8,1.69,0,0,0.0,81.8,9,0,0.0,11,26.8,0,5,,,,,65.8,73.3,70.7,,72.8,,,,,,0,0,12,,122.7,0.0,0,0,0,0,1,0,0.0,68,6.2,56.0,25,25,17.4,3.47,0,1,3.8,44.0,11,12,21.4,30,73.2,3,9,,,,,68.8,75.2,74.0,,73.0,,,63.1,,,0,0,31,41.7,87.6,16.7,5,0,0,0,1,0,0.0,213,8.5
Jaron-Keawe Sagapolutele,198237,QB,CAL,1,2.82,2.62,5.3,,41,130,88.9,18,19,3.9,1.76,1,0,0.0,68.4,13,1,18.8,19,46.3,3,5,,,,,67.4,75.0,72.7,,74.4,,,,,,0,0,22,0.0,112.1,0.0,0,0,0,0,3,0,0.0,61,3.2,63.2,19,19,15.4,3.74,0,1,5.0,57.9,11,10,8.3,22,53.7,1,9,,,,,67.5,80.8,72.8,,80.0,,,,,,0,0,23,30.0,98.1,13.6,3,0,0,0,0,1,4.3,218,11.5
Jaylen Raynor,172203,QB,ARK STATE,1,3.0,2.68,4.05,4.8,41,113,73.7,19,20,6.7,1.63,1,0,0.0,70.0,14,1,0.0,20,48.8,0,6,,,,,67.2,67.8,72.5,,67.3,,,,,,0,0,21,0.0,92.5,0.0,0,0,0,0,0,0,0.0,154,7.7,45.5,11,14,13.8,4.31,0,0,0.0,35.7,5,10,0.0,21,51.2,0,6,,,,,24.3,48.8,0.0,,35.6,,,77.6,,,0,1,22,20.0,22.3,9.5,2,5,0,3,0,2,9.1,68,4.9
Kevin Jennings,158272,QB,SMU,1,2.78,2.53,4.65,5.5,41,287,90.5,21,21,5.2,1.77,0,1,4.5,76.2,16,0,15.8,21,51.2,3,7,,,,,67.4,91.7,72.7,,91.4,,,,,,0,0,22,,101.5,0.0,0,0,0,0,0,0,0.0,181,8.6,66.7,15,16,12.2,3.85,0,1,5.9,56.3,9,6,10.0,20,48.8,1,6,,,,,67.2,67.7,72.5,,71.7,,,52.8,,,0,1,21,33.3,70.1,10.0,2,2,0,1,1,1,4.8,101,6.3
Nick Minicucci,173617,QB,DELAWARE,1,2.52,2.39,2.8,3.85,40,151,83.3,18,18,3.8,1.75,0,0,0.0,83.3,15,2,0.0,20,50.0,0,3,,,,,67.5,51.6,72.8,,51.5,,,,,,0,0,23,100.0,85.4,10.0,2,0,0,0,0,1,4.3,81,4.5,71.4,14,15,13.1,3.28,0,2,13.3,53.3,8,8,20.0,20,50.0,2,5,,,,,67.1,67.4,72.4,,71.1,,,53.6,,,0,0,20,37.5,119.9,15.0,3,2,0,1,1,0,0.0,184,12.3
Ralph Rucker IV,144625,QB,BUCKNELL,1,3.44,2.86,4.16,5.26,40,125,100.0,10,10,5.0,1.64,0,1,10.0,100.0,10,0,0.0,10,25.0,0,5,,,,,65.4,90.2,70.1,,90.0,,,,,,0,0,10,,152.1,0.0,0,0,0,0,1,0,0.0,181,18.1,66.7,18,18,14.6,4.04,0,4,21.1,61.1,11,20,8.3,30,75.0,1,10,,,,,69.0,76.9,74.2,,74.7,,,66.9,,,0,1,33,25.0,121.3,16.7,5,7,0,0,4,2,6.1,224,12.4
Nate Bell,170673,QB,E WASHGTON,1,2.72,2.57,3.05,4.2,40,161,70.6,17,17,4.6,1.84,0,0,0.0,64.7,11,3,8.3,17,42.5,1,2,,,,,66.7,72.2,71.8,,71.7,,,,,,0,0,17,0.0,68.5,0.0,0,0,0,0,0,0,0.0,50,2.9,64.7,17,18,11.8,3.37,1,2,9.5,55.6,10,5,9.1,23,57.5,1,7,,,,,67.9,87.5,73.4,,76.6,,,83.0,,,0,0,27,40.0,73.6,8.7,2,3,0,0,0,0,0.0,109,6.1
Dru DeShields,176094,QB,KENT STATE,1,3.01,2.53,3.6,5.4,40,201,61.1,18,18,7.3,1.92,0,0,0.0,61.1,11,5,0.0,18,45.0,0,3,,,,,66.8,55.0,72.0,,54.9,,,,,,0,0,18,0.0,97.0,0.0,0,0,0,0,1,0,0.0,110,6.1,83.3,12,14,10.1,3.91,0,1,6.7,71.4,10,9,0.0,22,55.0,0,9,,,,,67.7,79.8,0.0,,83.8,,,64.2,,,0,0,25,22.2,136.0,9.1,2,6,0,2,1,0,0.0,170,12.1
Marcel Reed,175940,QB,TEXAS A&M,1,3.19,3.12,,4.07,40,312,54.5,11,11,7.5,2.02,0,0,0.0,54.5,6,2,0.0,11,27.5,0,4,,,,,65.6,37.0,70.4,,37.3,,,,,,0,1,11,0.0,40.7,0.0,0,0,0,0,0,1,9.1,82,7.5,45.8,24,26,18.0,3.64,1,2,7.4,42.3,11,12,0.0,29,72.5,0,12,,,,,68.3,55.0,73.9,,56.6,,,55.4,,,0,0,31,0.0,107.5,0.0,0,3,0,1,2,3,9.7,278,10.7
Collin Shannon,160918,QB,VA MILT IN,1,2.59,2.57,3.3,,40,336,64.7,17,18,4.1,1.88,1,1,5.3,55.6,10,4,9.1,18,45.0,1,3,,,,,67.0,50.0,72.2,,50.0,,,,,,0,0,19,0.0,67.1,0.0,0,0,0,0,0,1,5.3,81,4.5,57.1,21,21,18.9,3.16,0,4,16.0,52.4,11,11,8.3,22,55.0,1,8,,,,,67.8,92.6,73.4,,92.2,,,,,,0,0,26,9.1,137.4,4.5,1,0,0,0,3,0,0.0,281,13.4
Sawyer Robertson,146839,QB,BAYLOR,1,2.37,2.27,3.4,5.2,39,118,86.4,22,22,6.2,1.67,0,0,0.0,72.7,16,1,15.8,22,56.4,3,7,,,,,67.5,63.0,72.8,,62.7,,,,,,0,0,23,0.0,124.6,0.0,0,0,0,0,3,0,0.0,118,5.4,66.7,15,15,10.9,3.28,0,0,0.0,46.7,7,3,30.0,17,43.6,3,5,,,,,66.8,44.8,72.0,,46.4,,,57.3,,,0,2,18,33.3,27.2,5.9,1,1,0,0,0,2,11.1,93,6.2
Sonny Mannino,166694,QB,MARIST,1,2.87,2.46,3.83,4.56,39,213,52.4,21,21,3.3,1.89,0,0,0.0,38.1,8,3,27.3,21,53.8,3,4,,,,,67.2,29.8,72.5,,29.9,,,,,,0,0,21,0.0,49.3,0.0,0,0,0,0,0,2,9.5,78,3.7,50.0,8,9,15.0,4.01,0,0,0.0,33.3,3,9,25.0,18,46.2,1,3,,,,,14.8,58.0,72.5,,42.7,,,73.0,,,0,0,20,44.4,79.4,22.2,4,5,0,1,1,2,10.0,23,2.6
Matthew Schecklman,159420,QB,N IOWA,1,2.78,2.68,3.9,4.1,39,255,93.3,15,15,3.4,1.89,0,0,0.0,93.3,14,0,0.0,15,38.5,0,6,,,,,66.7,84.8,71.8,,83.9,,,,,,0,0,17,,100.6,0.0,0,0,0,0,0,0,0.0,122,8.1,52.6,19,21,16.6,3.33,1,1,4.3,47.6,10,6,0.0,24,61.5,0,9,,,,,67.7,58.5,73.3,,56.0,,,64.2,,,0,1,26,33.3,101.9,8.3,2,1,0,1,2,4,15.4,243,11.6
