player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Kato Nelson,40264,QB,AKRON,1,3.14,2.67,3.8,4.21,38,102,70.0,10,12,7.3,1.93,2,0,0.0,58.3,7,1,0.0,12,31.6,0,3,,,,,65.8,68.9,70.7,,68.5,,,,,,0,0,12,0.0,132.6,0.0,0,0,0,0,2,0,0.0,122,10.2,36.4,11,13,14.4,3.7,0,1,7.7,23.1,3,12,25.0,26,68.4,1,5,,,,,67.8,40.3,73.3,,38.0,,,56.4,,,0,0,26,41.7,40.5,19.2,5,8,0,2,0,1,3.8,42,3.2
Jalon Daniels,122555,QB,KANSAS,1,2.68,2.43,3.6,4.2,38,198,88.9,18,18,3.7,1.62,0,0,0.0,88.9,16,0,0.0,18,47.4,0,4,,,,,67.1,53.9,72.4,,53.7,,,,,,0,1,20,,82.6,0.0,0,0,0,0,1,1,5.0,89,4.9,61.5,13,14,18.6,3.63,0,2,14.3,42.9,6,9,25.0,20,52.6,2,7,,,,,67.1,66.3,72.4,,66.1,,,61.0,,,0,1,20,22.2,55.7,10.0,2,4,0,1,0,1,5.0,160,11.4
Sean Clifford,51708,QB,PENN STATE,1,3.06,2.87,4.65,,38,266,70.0,10,11,4.4,2.01,1,0,0.0,54.5,6,3,14.3,11,28.9,1,2,,,,,65.6,64.5,70.4,,64.2,,,,,,0,0,11,0.0,65.7,0.0,0,0,0,0,0,0,0.0,48,4.4,85.0,20,23,12.8,3.49,1,6,26.1,73.9,17,9,0.0,27,71.1,0,13,,,,,27.0,91.3,73.4,,91.0,,,,,,0,0,27,44.4,151.3,14.8,4,0,0,2,3,1,3.7,265,11.5
Chevan Cordeiro,75886,QB,HAWAII,1,3.03,2.76,3.25,4.62,38,180,84.6,13,13,5.8,1.8,0,0,0.0,76.9,10,0,9.1,13,34.2,1,6,,,,,66.0,82.0,71.0,,81.3,,,,,,0,0,13,,96.0,0.0,0,0,0,0,0,0,0.0,93,7.2,69.2,13,18,19.8,3.68,1,2,10.5,50.0,9,13,0.0,25,65.8,0,12,,,,,67.8,73.7,73.3,,70.7,,,66.7,,,0,1,26,15.4,112.3,8.0,2,5,0,4,3,0,0.0,230,12.8
Timmy McClain,144488,QB,USF,1,3.15,3.05,2.94,4.57,38,327,71.4,14,14,4.4,1.79,0,0,0.0,71.4,10,3,0.0,16,42.1,0,7,,,,,66.7,58.3,71.8,,58.1,,,,,,0,0,17,66.7,84.8,12.5,2,0,0,0,0,0,0.0,78,5.6,69.2,13,16,14.8,4.15,0,1,5.3,50.0,8,13,11.1,22,57.9,1,6,,,,,67.7,76.3,73.1,,68.7,,,75.7,,,0,0,25,23.1,81.3,13.6,3,3,0,3,0,0,0.0,144,9.0
Jonah Johnson,138484,QB,NEW MEX ST,1,2.59,2.29,3.6,4.5,38,242,86.4,22,22,10.8,1.91,0,1,4.5,86.4,19,3,0.0,22,57.9,0,14,,,,,67.4,92.6,72.7,,92.2,,,,,,0,0,22,0.0,149.1,0.0,0,0,0,0,2,0,0.0,288,13.1,70.0,10,10,18.9,3.53,0,0,0.0,70.0,7,8,0.0,16,42.1,0,6,,,,,67.0,58.6,72.2,,58.2,,,59.8,,,0,0,19,25.0,112.5,12.5,2,4,0,0,0,0,0.0,132,13.2
Jake Haener,60596,QB,FRESNO ST,1,3.01,2.92,,4.65,38,169,92.3,13,13,-1.5,1.77,0,0,0.0,92.3,12,1,0.0,13,34.2,0,4,,,,,66.0,69.0,71.0,,68.6,,,,,,0,0,13,0.0,105.1,0.0,0,0,0,0,0,0,0.0,120,9.2,72.7,22,23,10.1,3.65,1,0,0.0,65.2,15,5,6.3,25,65.8,1,13,,,,,67.8,80.2,73.3,,83.9,,,51.9,,,0,0,26,0.0,136.1,0.0,0,2,0,0,4,0,0.0,221,9.6
Max Duggan,99470,QB,TCU,1,3.59,2.96,4.14,5.53,38,305,88.9,9,9,3.9,1.96,0,0,0.0,77.8,7,1,12.5,9,23.7,1,3,,,,,65.1,74.2,69.8,,73.7,,,,,,0,0,9,0.0,124.1,0.0,0,0,0,0,1,0,0.0,44,4.9,52.9,17,17,16.2,4.1,0,2,10.5,47.1,8,15,11.1,29,76.3,1,8,,,,,68.4,68.6,74.0,,69.0,,,61.0,,,0,1,32,33.3,78.6,17.2,5,7,0,0,1,2,6.3,172,10.1
Dorian Thompson-Robinson,83574,QB,UCLA,1,3.23,3.0,,4.41,37,324,90.0,10,10,2.0,1.79,0,0,0.0,90.0,9,2,0.0,10,27.0,0,2,,,,,65.6,57.5,70.4,,57.3,,,,,,0,0,11,0.0,91.7,0.0,0,0,0,0,0,0,0.0,60,6.0,85.7,14,18,15.6,3.9,1,2,9.5,55.6,10,9,16.7,26,70.3,2,11,,,,,68.1,91.0,0.0,,87.9,,,78.5,,,0,0,29,0.0,112.0,0.0,0,8,0,3,3,0,0.0,104,5.8
Devin Leary,77628,QB,NC STATE,1,2.79,2.55,3.68,4.5,37,248,84.6,13,13,4.7,1.87,0,0,0.0,76.9,10,2,9.1,13,35.1,1,7,,,,,66.4,63.3,71.4,,63.0,,,,,,0,0,15,0.0,123.6,0.0,0,0,0,0,1,0,0.0,99,7.6,66.7,15,17,8.7,3.29,2,0,0.0,52.9,9,10,10.0,24,64.9,1,4,,,,,67.7,54.1,73.1,,55.6,,,57.0,,,0,0,25,60.0,122.1,25.0,6,1,0,0,3,0,0.0,148,8.7
Gavin Hardison,100827,QB,UTEP,1,2.86,2.81,3.2,4.1,37,330,77.8,18,18,3.8,2.04,0,0,0.0,77.8,14,3,0.0,18,48.6,0,5,,,,,66.8,77.2,72.0,,76.6,,,,,,0,0,18,0.0,95.1,0.0,0,0,0,0,0,0,0.0,123,6.8,53.8,13,17,13.1,3.63,0,0,0.0,41.2,7,11,0.0,19,51.4,0,4,,,,,67.5,33.2,0.0,,38.1,,,52.9,,,1,1,23,9.1,51.3,5.3,1,1,0,3,1,1,4.3,81,4.8
Spencer Sanders,77660,QB,OKLA STATE,1,2.93,2.65,3.2,4.28,37,262,71.4,14,14,6.6,1.94,0,1,5.9,71.4,10,1,0.0,14,37.8,0,5,,,,,66.7,57.2,71.8,,57.1,,,,,,0,0,17,0.0,118.2,0.0,0,0,0,0,1,1,5.9,110,7.9,60.0,15,16,11.4,3.53,1,2,11.8,56.3,9,8,0.0,23,62.2,0,9,,,,,67.7,74.2,73.3,,73.3,,,64.5,,,0,2,26,12.5,36.5,4.3,1,6,0,0,0,1,3.8,104,6.5
Blake Shapen,122282,QB,BAYLOR,1,3.07,2.68,7.0,7.75,37,118,66.7,15,16,4.3,1.99,1,0,0.0,62.5,10,3,0.0,16,43.2,0,6,,,,,66.7,35.5,71.8,,35.7,,,,,,0,0,17,0.0,72.9,0.0,0,0,0,0,0,3,17.6,72,4.5,66.7,15,18,11.4,3.9,0,2,11.1,55.6,10,11,0.0,21,56.8,0,7,,,,,67.2,73.3,72.5,,78.5,,,51.3,,,1,0,21,9.1,127.5,4.8,1,2,0,2,2,0,0.0,182,10.1
Jack Coan,60613,QB,NOTRE DAME,1,2.53,2.51,2.85,,37,258,78.6,14,14,5.6,1.95,0,1,7.1,78.6,11,1,0.0,14,37.8,0,6,,,,,66.2,58.1,71.2,,57.9,,,,,,0,1,14,0.0,88.7,0.0,0,0,0,0,1,1,7.1,94,6.7,80.0,20,21,9.8,2.88,0,1,4.8,71.4,15,3,6.3,23,62.2,1,8,,,,,67.5,85.9,72.8,,85.0,,,,,,0,0,23,66.7,127.3,8.7,2,0,0,1,1,0,0.0,251,12.0
Sam Howell,97599,QB,N CAROLINA,1,3.43,3.01,3.84,5.2,36,245,81.8,11,12,5.1,2.1,0,1,8.3,66.7,8,2,11.1,12,33.3,1,4,,,,,65.8,83.2,70.7,,82.5,,,,,,1,0,12,0.0,114.9,0.0,0,0,0,0,1,0,0.0,85,7.1,58.3,12,14,19.4,4.09,0,0,0.0,42.9,6,14,14.3,24,66.7,1,7,,,,,27.0,55.6,73.4,,46.3,,,72.6,,,0,1,27,35.7,26.5,20.8,5,5,0,2,0,1,3.7,62,4.4
Grayson McCall,98002,QB,COAST CAR,1,2.9,2.51,3.78,3.78,36,141,64.7,17,17,10.8,1.87,0,2,11.1,58.8,10,1,9.1,18,50.0,1,5,,,,,67.0,58.0,72.2,,57.8,,,,,,0,1,19,100.0,71.2,5.6,1,0,0,0,1,1,5.3,102,6.0,85.7,7,8,11.4,3.93,0,0,0.0,75.0,6,6,0.0,18,50.0,0,6,,,,,23.9,72.3,0.0,,88.7,,,50.9,,,1,0,20,66.7,103.1,22.2,4,6,0,0,0,1,5.0,74,9.3
Jaxson Dart,146409,QB,USC,1,2.81,2.75,,5.0,36,326,81.3,16,16,4.6,1.61,0,1,6.3,68.8,11,0,15.4,16,44.4,2,6,,,,,66.5,71.3,71.6,,70.9,,,,,,0,0,16,,106.5,0.0,0,0,0,0,1,0,0.0,101,6.3,66.7,18,19,12.6,3.77,1,1,5.0,63.2,12,5,0.0,20,55.6,0,8,,,,,67.2,66.8,72.5,,63.9,,,64.3,,,0,0,21,0.0,87.0,0.0,0,1,0,0,0,2,9.5,147,7.7
Drew Plitt,39879,QB,BALL ST,1,2.44,2.24,4.45,3.5,35,117,70.6,17,18,6.6,1.57,1,2,10.5,61.1,11,3,8.3,18,51.4,1,4,,,,,67.0,73.2,72.2,,72.6,,,,,,0,0,19,0.0,72.0,0.0,0,0,0,0,0,0,0.0,82,4.6,61.5,13,13,15.4,3.36,0,0,0.0,61.5,8,4,0.0,17,48.6,0,5,,,,,66.7,70.3,71.8,,75.0,,,52.9,,,0,0,17,50.0,109.1,11.8,2,2,0,0,1,0,0.0,94,7.2
Gunnar Holmberg,77625,QB,DUKE,1,2.4,2.38,2.85,,35,154,76.2,21,21,1.7,1.68,0,0,0.0,61.9,13,2,18.8,21,60.0,3,4,,,,,67.4,63.0,72.7,,62.6,,,,,,0,1,22,0.0,49.5,0.0,0,0,0,0,0,1,4.5,79,3.8,63.6,11,12,12.5,3.49,0,0,0.0,58.3,7,4,0.0,14,40.0,0,5,,,,,66.2,62.6,71.2,,62.3,,,,,,0,0,14,50.0,74.7,14.3,2,0,0,1,0,1,7.1,69,5.8
Hunter Rodrigues,78490,QB,UC DAVIS,1,2.83,2.31,4.35,4.68,35,322,70.6,17,17,3.1,1.71,0,0,0.0,70.6,12,3,0.0,17,48.6,0,6,,,,,66.7,59.3,71.8,,59.0,,,,,,0,2,17,0.0,47.1,0.0,0,0,0,0,0,1,5.9,105,6.2,77.8,9,10,7.6,3.89,0,0,0.0,70.0,7,4,0.0,18,51.4,0,6,,,,,67.0,47.5,72.2,,45.5,,,58.0,,,0,2,19,50.0,36.3,11.1,2,6,0,1,0,2,10.5,37,3.7
Grant Gremel,101632,QB,INDIANA,1,3.01,2.75,4.2,6.0,35,190,88.9,18,19,6.7,1.87,1,0,0.0,73.7,14,3,12.5,19,54.3,2,5,,,,,67.5,70.3,72.8,,69.8,,,,,,0,0,23,0.0,88.0,0.0,0,0,0,0,0,0,0.0,112,5.9,40.0,10,11,13.8,4.36,1,0,0.0,36.4,4,10,0.0,16,45.7,0,1,,,,,66.8,50.1,72.0,,51.9,,,57.3,,,0,1,18,40.0,7.8,25.0,4,1,0,0,0,1,5.6,35,3.2
Jayden de Laura,131928,QB,WASH STATE,1,2.87,2.73,,5.1,34,341,83.3,18,18,6.5,2.06,0,0,0.0,83.3,15,0,0.0,18,52.9,0,6,,,,,66.8,68.4,72.0,,67.9,,,,,,0,0,18,,94.7,0.0,0,0,0,0,0,0,0.0,121,6.7,85.7,14,14,7.5,3.78,0,0,0.0,85.7,12,1,0.0,16,47.1,0,8,,,,,66.7,82.5,71.8,,77.7,,,69.5,,,0,0,17,0.0,103.6,0.0,0,2,0,0,0,0,0.0,124,8.9
Davis Brin,77642,QB,TULSA,1,2.35,2.23,,6.3,34,320,52.4,21,22,13.0,1.95,1,0,0.0,50.0,11,4,0.0,22,64.7,0,6,,,,,67.6,56.7,73.0,,56.6,,,,,,0,0,24,0.0,66.9,0.0,0,0,0,0,0,1,4.2,122,5.5,63.6,11,11,16.5,3.08,0,2,18.2,63.6,7,4,0.0,12,35.3,0,4,,,,,65.8,59.3,70.7,,61.7,,,57.0,,,0,2,12,0.0,92.0,0.0,0,1,0,0,1,1,8.3,122,11.1
Aidan O'Connell,60516,QB,PURDUE,1,2.48,2.38,2.6,3.95,34,273,95.0,20,20,4.9,1.86,0,1,4.8,90.0,18,1,5.3,20,58.8,1,10,,,,,67.2,78.6,72.5,,77.9,,,,,,0,0,21,0.0,132.5,0.0,0,0,0,0,2,0,0.0,156,7.8,80.0,10,11,13.8,3.36,0,2,18.2,72.7,8,3,0.0,14,41.2,0,6,,,,,66.2,90.3,71.2,,90.9,,,60.3,,,0,0,14,33.3,148.5,7.1,1,2,0,1,2,0,0.0,122,11.1
T.J. Finley,124093,QB,AUBURN,1,2.59,2.29,3.32,6.0,33,115,72.2,18,18,4.7,1.83,0,0,0.0,66.7,12,2,7.7,18,54.5,1,4,,,,,67.1,54.2,72.4,,54.1,,,,,,0,1,20,0.0,72.9,0.0,0,0,0,0,1,1,5.0,86,4.8,71.4,7,8,11.3,3.49,0,0,0.0,62.5,5,9,0.0,15,45.5,0,3,,,,,66.8,52.6,72.0,,54.5,,,57.0,,,1,0,18,66.7,120.3,40.0,6,1,0,0,1,0,0.0,51,6.4
Nic Baker,87541,QB,S ILLINOIS,1,2.82,2.52,6.45,4.4,33,295,85.7,14,14,0.8,1.71,0,0,0.0,85.7,12,1,0.0,14,42.4,0,4,,,,,66.2,70.8,71.2,,70.4,,,,,,0,0,14,0.0,89.6,0.0,0,0,0,0,0,0,0.0,77,5.5,60.0,15,16,13.7,3.63,0,1,6.3,56.3,9,5,0.0,19,57.6,0,5,,,,,67.1,63.5,72.4,,61.0,,,63.1,,,0,0,20,40.0,104.4,10.5,2,1,0,1,1,0,0.0,133,8.3
Matthew Sluka,143059,QB,HOLY CROSS,1,3.57,2.74,3.65,5.11,33,181,75.0,8,9,3.1,1.89,1,0,0.0,66.7,6,0,0.0,9,27.3,0,1,,,,,65.1,27.2,69.8,,27.3,,,,,,0,0,9,,85.4,0.0,0,0,0,0,0,2,22.2,60,6.7,70.0,10,10,12.4,4.2,0,1,9.1,70.0,7,14,0.0,24,72.7,0,8,,,,,25.6,57.5,73.1,,58.4,,,58.2,,,0,0,25,28.6,140.0,16.7,4,10,0,0,1,1,4.0,111,11.1
Payton Thorne,101629,QB,MICH STATE,1,2.82,2.67,,4.33,33,223,66.7,15,16,5.6,2.04,1,0,0.0,62.5,10,1,0.0,16,48.5,0,7,,,,,66.5,28.2,71.6,,28.4,,,,,,0,1,16,0.0,64.1,0.0,0,0,0,0,0,2,12.5,138,8.6,76.9,13,14,12.5,3.55,0,0,0.0,64.3,9,6,10.0,17,51.5,1,6,,,,,66.8,76.0,72.0,,79.0,,,57.2,,,1,0,18,0.0,133.9,0.0,0,3,0,0,2,0,0.0,130,9.3
Taulia Tagovailoa,97271,QB,MARYLAND,1,2.78,2.76,1.9,4.4,33,215,75.0,12,12,5.1,2.05,0,1,8.3,66.7,8,2,11.1,13,39.4,1,4,,,,,66.0,72.7,71.0,,72.2,,,,,,0,0,13,50.0,86.1,7.7,1,0,0,0,0,0,0.0,82,6.8,82.4,17,19,15.9,3.26,0,4,21.1,68.4,13,6,7.1,20,60.6,1,11,,,,,67.1,93.3,0.0,,93.3,,,64.0,,,0,0,20,0.0,149.1,0.0,0,1,0,2,3,0,0.0,230,12.1
Connor Cigelske,122433,QB,GA SOUTHRN,1,2.78,2.23,3.15,5.18,33,174,64.7,17,20,5.6,1.92,2,0,0.0,50.0,10,8,9.1,20,60.6,1,3,,,,,67.1,52.4,72.4,,52.3,,,,,,1,0,20,0.0,60.6,0.0,0,0,0,0,0,0,0.0,81,4.1,25.0,4,4,17.0,4.12,0,0,0.0,25.0,1,8,0.0,13,39.4,0,2,,,,,65.8,42.3,71.0,,36.5,,,59.1,,,0,0,13,50.0,54.2,30.8,4,5,0,0,0,1,7.7,26,6.5
Brendon Lewis,131687,QB,COLORADO,1,3.65,3.38,2.8,5.23,33,143,80.0,5,6,2.0,2.01,1,0,0.0,66.7,4,3,0.0,7,21.2,0,1,,,,,64.6,55.5,69.1,,55.4,,,,,,0,0,7,33.3,72.9,14.3,1,0,0,0,0,0,0.0,22,3.7,38.5,13,17,10.2,4.08,0,0,0.0,29.4,5,20,0.0,26,78.8,0,3,,,,,67.9,49.7,73.4,,44.9,,,61.6,,,0,0,27,15.0,42.3,11.5,3,6,0,4,0,1,3.7,62,3.6
Jaren Hall,82094,QB,BYU,1,2.62,2.62,,,33,128,91.7,12,13,0.3,1.56,1,1,6.3,76.9,10,1,9.1,13,39.4,1,6,,,,,66.5,42.2,71.6,,42.3,,,,,,0,0,16,0.0,95.0,0.0,0,0,0,0,0,1,6.3,90,6.9,58.8,17,20,19.9,3.31,0,2,10.0,50.0,10,10,0.0,20,60.6,0,7,,,,,67.1,58.0,0.0,,60.6,,,,,,0,2,20,0.0,76.3,0.0,0,0,0,3,2,2,10.0,186,9.3
Todd Centeio,60552,QB,COLO STATE,1,2.65,2.35,2.8,5.8,32,144,75.0,12,13,7.0,1.97,1,0,0.0,69.2,9,4,0.0,15,46.9,0,6,,,,,66.5,61.1,71.6,,60.8,,,,,,0,0,16,50.0,90.5,13.3,2,0,0,0,0,0,0.0,96,7.4,60.0,10,11,14.2,3.25,0,1,8.3,54.5,6,10,0.0,17,53.1,0,3,,,,,66.7,38.6,72.0,,35.2,,,62.8,,,0,2,18,40.0,41.7,23.5,4,2,0,1,0,3,16.7,89,8.1
Desmond Ridder,55086,QB,CINCINNATI,1,3.0,2.8,3.87,5.9,32,138,72.7,11,11,7.2,1.87,0,0,0.0,72.7,8,1,0.0,11,34.4,0,6,,,,,65.6,60.5,70.4,,60.3,,,,,,0,1,11,0.0,92.2,0.0,0,0,0,0,1,1,9.1,98,8.9,64.7,17,17,18.2,3.59,0,4,22.2,52.9,9,8,18.2,21,65.6,2,7,,,,,67.4,87.4,72.7,,84.7,,,64.1,,,0,1,22,37.5,91.1,14.3,3,1,0,0,1,1,4.5,203,11.9
Sam Huard,146463,QB,WASHINGTON,1,2.72,2.71,3.0,,32,340,76.9,13,13,7.5,2.01,0,0,0.0,69.2,9,1,10.0,13,40.6,1,4,,,,,66.0,81.8,71.0,,81.1,,,,,,0,0,13,0.0,88.6,0.0,0,0,0,0,0,0,0.0,90,6.9,61.1,18,18,11.5,3.21,0,1,5.3,44.4,8,5,27.3,19,59.4,3,4,,,,,67.1,29.5,72.4,,29.7,,,,,,0,4,20,20.0,41.2,5.3,1,0,0,0,1,4,20.0,100,5.6
Garrett Shrader,98212,QB,SYRACUSE,1,2.58,2.19,3.45,4.7,32,304,83.3,18,18,7.3,1.83,0,1,5.3,77.8,14,4,6.7,19,59.4,1,6,,,,,67.1,75.6,72.4,,75.0,,,,,,0,0,20,25.0,120.6,5.3,1,0,0,0,1,1,5.0,153,8.5,100.0,3,6,20.0,3.68,0,2,33.3,50.0,3,10,0.0,13,40.6,0,3,,,,,25.1,87.1,71.2,,84.0,,,68.1,,,1,0,14,50.0,124.3,38.5,5,2,0,2,1,0,0.0,59,9.8
Anthony Brown,40316,QB,OREGON,1,2.35,2.44,,4.4,31,264,100.0,15,15,4.3,1.85,0,0,0.0,100.0,15,1,0.0,15,48.4,0,9,,,,,66.4,76.3,71.4,,75.7,,,,,,0,0,15,0.0,125.6,0.0,0,0,0,0,1,0,0.0,132,8.8,61.5,13,13,19.4,3.21,0,1,7.7,61.5,8,2,0.0,14,45.2,0,6,,,,,66.2,69.9,71.2,,72.1,,,57.3,,,0,0,14,0.0,124.8,0.0,0,1,0,0,1,0,0.0,143,11.0
Clayton Tune,77652,QB,HOUSTON,1,2.92,2.83,,5.5,31,182,87.5,16,16,8.4,2.0,0,0,0.0,68.8,11,0,21.4,16,51.6,3,6,,,,,66.5,85.9,71.6,,85.1,,,,,,0,0,16,,112.8,0.0,0,0,0,0,1,0,0.0,125,7.8,92.9,14,14,16.9,3.89,0,5,35.7,71.4,10,7,23.1,15,48.4,3,7,,,,,66.4,97.6,71.4,,97.9,,,57.3,,,0,0,15,0.0,153.3,0.0,0,1,0,0,3,0,0.0,176,12.6
Brock Purdy,77672,QB,IOWA STATE,1,2.32,2.3,2.9,,31,193,85.7,21,21,3.6,1.64,0,0,0.0,85.7,18,1,0.0,21,67.7,0,11,,,,,67.2,76.5,72.5,,75.9,,,,,,0,0,21,0.0,141.7,0.0,0,0,0,0,2,0,0.0,218,10.4,42.9,7,9,16.7,3.75,0,1,11.1,33.3,3,4,0.0,10,32.3,0,3,,,,,65.4,46.6,70.1,,46.7,,,,,,0,0,10,25.0,50.2,10.0,1,0,0,2,0,1,10.0,44,4.9
Joe Owens,141732,QB,ALABAMA ST,1,2.48,2.37,2.65,5.2,31,105,71.4,21,21,7.1,1.88,0,2,8.7,71.4,15,2,0.0,21,67.7,0,7,,,,,67.5,66.4,72.8,,66.0,,,,,,0,0,23,0.0,97.5,0.0,0,0,0,0,0,2,8.7,181,8.6,85.7,7,7,5.3,3.74,0,0,0.0,85.7,6,9,0.0,10,32.3,0,4,,,,,65.4,74.1,70.1,,69.8,,,64.2,,,0,0,10,22.2,131.3,20.0,2,1,0,0,1,1,10.0,42,6.0
Matt Morrissey,148177,QB,N IOWA,1,3.36,3.14,4.7,5.75,31,255,75.0,4,5,7.5,2.28,1,0,0.0,40.0,2,1,33.3,5,16.1,1,1,,,,,63.8,72.2,68.1,,71.8,,,,,,0,0,5,0.0,60.4,0.0,0,0,0,0,0,0,0.0,30,6.0,42.9,21,23,17.5,3.57,0,1,4.0,34.8,8,14,11.1,26,83.9,1,4,,,,,68.0,59.0,73.5,,61.8,,,52.5,,,1,2,28,7.1,12.2,3.8,1,2,0,1,0,2,7.1,96,4.2
Dequan Finn,97804,QB,TOLEDO,1,3.3,2.93,4.6,6.07,30,316,57.1,7,9,6.4,1.71,2,0,0.0,44.4,4,2,0.0,9,30.0,0,1,,,,,65.6,49.6,70.4,,49.6,,,,,,0,0,11,0.0,108.1,0.0,0,0,0,0,1,0,0.0,69,7.7,81.3,16,17,16.3,3.98,0,1,5.9,70.6,12,5,7.7,21,70.0,1,9,,,,,21.7,88.7,72.5,,86.9,,,66.6,,,0,0,21,20.0,146.6,4.8,1,3,0,1,3,1,4.8,188,11.1
Max Bortenschlager,46500,QB,FIU,1,2.63,2.48,3.38,,29,166,83.3,12,13,4.8,1.83,1,1,7.7,76.9,10,2,0.0,14,48.3,0,3,,,,,66.2,76.2,71.2,,75.7,,,,,,0,0,14,50.0,95.0,7.1,1,0,0,0,0,0,0.0,90,6.9,33.3,9,11,22.8,3.38,0,1,9.1,27.3,3,8,0.0,15,51.7,0,2,,,,,66.4,30.7,71.4,,31.1,,,,,,0,2,15,50.0,69.9,26.7,4,0,0,2,1,4,26.7,141,12.8
Garrett Dzuro,64526,QB,UMASS,1,2.7,2.28,1.3,4.9,29,216,71.4,14,15,1.3,1.59,0,0,0.0,60.0,9,5,10.0,16,55.2,1,2,,,,,66.5,31.1,71.6,,31.3,,,,,,1,0,16,20.0,64.6,6.3,1,0,0,0,0,1,6.3,30,2.0,42.9,7,8,21.4,4.07,1,1,12.5,37.5,3,5,0.0,13,44.8,0,4,,,,,66.0,69.2,71.0,,57.8,,,71.6,,,0,0,13,0.0,121.9,0.0,0,5,0,0,1,1,7.7,94,11.8
Luke Zban,82147,QB,MARSHALL,1,2.62,2.48,3.8,2.6,29,214,70.6,17,17,3.2,1.81,0,0,0.0,58.8,10,1,16.7,17,58.6,2,4,,,,,66.7,72.8,71.8,,72.3,,,,,,0,1,17,0.0,39.8,0.0,0,0,0,0,0,0,0.0,54,3.2,85.7,7,8,7.4,3.78,0,0,0.0,75.0,6,6,0.0,12,41.4,0,2,,,,,65.6,62.6,70.7,,65.6,,,57.3,,,0,0,12,50.0,140.1,25.0,3,1,0,1,1,0,0.0,69,8.6
Rhett Rodriguez,60332,QB,LA MONROE,1,2.75,2.66,3.6,4.1,29,209,61.5,13,13,6.4,2.04,0,0,0.0,53.8,7,3,12.5,13,44.8,1,5,,,,,66.2,50.8,71.2,,50.8,,,,,,0,0,14,0.0,73.9,0.0,0,0,0,0,0,1,7.1,84,6.5,50.0,8,11,14.1,3.55,0,1,8.3,36.4,4,7,0.0,15,51.7,0,4,,,,,66.5,60.4,71.6,,55.0,,,66.5,,,0,0,16,14.3,85.8,6.7,1,3,0,3,1,1,6.3,61,5.5
Tanner McKee,131770,QB,STANFORD,1,2.44,2.18,3.15,4.95,29,300,84.2,19,19,6.7,1.87,0,1,5.3,78.9,15,4,6.3,20,69.0,1,4,,,,,67.1,85.1,72.4,,84.3,,,,,,0,0,20,25.0,115.4,5.0,1,0,0,0,1,0,0.0,142,7.5,100.0,6,6,3.0,3.72,0,0,0.0,83.3,5,5,16.7,9,31.0,1,1,,,,,17.6,59.1,70.1,,65.1,,,53.8,,,0,0,10,20.0,83.3,11.1,1,2,0,0,0,1,10.0,24,4.0
Kaleb Eleby,77686,QB,W MICHIGAN,1,2.03,1.97,2.75,,28,347,95.5,22,22,7.8,1.77,0,2,9.1,90.9,20,1,4.8,23,82.1,1,14,,,,,67.5,93.7,72.8,,93.3,,,,,,0,0,23,100.0,158.3,4.3,1,0,0,0,5,0,0.0,302,13.7,25.0,4,4,24.8,3.24,0,1,16.7,25.0,1,1,0.0,5,17.9,0,1,,,,,64.6,52.3,69.1,,52.3,,,,,,0,0,7,100.0,64.6,20.0,1,0,0,0,0,1,14.3,36,9.0
