player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Connor Bazelak,99135,QB,INDIANA,1,2.65,2.59,3.38,,71,190,69.7,33,35,7.3,1.97,2,1,2.7,62.9,22,13,4.3,35,49.3,1,11,,68.8,59.2,74.5,58.9,,,0,1,37,0.0,84.0,0.0,0,0,0,0,2,2,5.4,188,5.4,37.0,27,31,12.1,3.31,0,0,0.0,29.0,9,23,10.0,36,50.7,1,6,,30.0,29.6,74.5,29.7,,,0,1,37,21.7,26.1,13.9,5,0,0,4,0,2,5.4,92,3.0
Jake Willcox,148649,QB,BROWN,1,2.76,2.47,4.2,5.06,63,123,67.6,34,35,6.6,1.95,1,0,0.0,62.9,22,8,4.3,35,55.6,1,9,,68.6,51.9,74.3,51.8,,,0,0,35,0.0,107.9,0.0,0,0,0,0,3,1,2.9,209,6.0,45.0,20,20,17.3,3.77,0,1,4.8,45.0,9,22,0.0,28,44.4,0,4,,68.2,57.9,73.7,64.9,,47.4,0,1,30,13.6,34.2,10.7,3,5,0,0,0,0,0.0,74,3.7
DJ Irons,145585,QB,AKRON,1,2.89,2.59,3.48,5.4,62,102,66.7,15,15,3.1,1.77,0,0,0.0,60.0,9,2,10.0,15,24.2,1,3,,66.5,61.0,71.6,60.7,,,0,0,16,0.0,64.6,0.0,0,0,0,0,0,0,0.0,45,3.0,67.7,31,37,9.6,3.24,1,1,2.7,54.1,20,23,4.8,47,75.8,1,13,,69.5,61.6,9.8,64.1,,58.3,2,1,48,21.7,70.1,10.6,5,5,0,3,1,1,2.1,224,6.1
Donovan Smith,73929,QB,TEXAS TECH,1,2.63,2.35,5.3,5.13,61,315,83.9,31,32,3.6,1.7,1,0,0.0,81.3,26,5,0.0,32,52.5,0,11,,68.4,61.9,74.0,61.5,,,0,0,32,0.0,103.3,0.0,0,0,0,0,1,1,3.1,201,6.3,57.1,21,23,12.1,3.65,0,1,3.8,47.8,11,19,8.3,29,47.5,1,10,,28.3,79.0,74.0,78.5,,63.0,0,0,32,10.5,80.0,6.9,2,4,0,2,1,1,3.1,130,5.7
Miles Hastings,103943,QB,UC DAVIS,1,2.36,2.44,,,60,322,77.1,35,36,5.3,1.92,0,0,0.0,75.0,27,4,0.0,36,60.0,0,9,,68.7,63.2,74.4,62.8,,,1,0,36,0.0,93.9,0.0,0,0,0,0,1,1,2.8,173,4.8,70.0,20,22,7.1,3.29,1,1,4.3,59.1,13,7,7.1,22,36.7,1,6,,67.5,67.2,72.8,66.7,,,0,0,23,0.0,67.0,0.0,0,0,0,1,0,1,4.3,83,3.8
Cam Ward,133244,QB,WASH STATE,1,3.19,2.83,5.3,5.58,58,341,75.0,24,24,4.6,1.49,0,0,0.0,75.0,18,2,0.0,24,41.4,0,12,,67.7,46.6,73.1,46.6,,,0,1,25,0.0,91.5,0.0,0,0,0,0,1,1,4.0,175,7.3,82.6,23,26,5.9,4.39,0,0,0.0,73.1,19,22,0.0,34,58.6,0,11,,68.6,67.9,1.1,62.1,,76.2,0,1,35,18.2,91.8,11.8,4,4,0,3,1,0,0.0,200,7.7
Pierce Holley,108981,QB,GEORGETOWN,1,2.25,2.24,2.9,,56,172,69.4,36,39,9.6,1.92,3,2,4.9,61.5,24,2,4.0,39,69.6,1,12,,69.1,52.2,74.9,52.2,,,0,2,41,0.0,58.3,0.0,0,0,0,0,0,2,4.9,246,6.3,40.0,15,16,19.9,3.0,1,1,5.6,37.5,6,8,0.0,17,30.4,0,4,,67.0,49.6,72.2,49.7,,,0,1,19,12.5,46.6,5.9,1,0,0,0,1,3,15.8,71,4.4
Kurtis Rourke,97998,QB,OHIO,1,2.94,2.84,3.27,4.2,56,259,92.9,14,14,5.9,1.97,0,0,0.0,92.9,13,1,0.0,15,26.8,0,4,,22.4,72.8,71.8,72.3,,,0,0,17,100.0,132.1,6.7,1,0,0,0,2,1,5.9,87,6.2,80.6,36,36,13.0,3.29,0,4,10.5,77.8,28,11,3.4,41,73.2,1,19,,69.4,94.0,75.3,93.5,,70.6,0,0,46,18.2,137.3,4.9,2,3,0,0,2,0,0.0,450,12.5
Carlos Davis,139131,QB,W CAROLINA,1,3.26,2.81,3.63,5.61,55,344,88.2,17,17,5.6,1.88,0,0,0.0,88.2,15,3,0.0,17,30.9,0,7,,66.8,69.9,72.0,69.4,,,0,0,18,0.0,103.2,0.0,0,0,0,0,0,1,5.6,149,8.8,62.5,24,27,13.5,3.88,0,0,0.0,51.9,14,21,6.7,38,69.1,1,9,,68.9,56.1,74.7,66.0,,43.6,1,2,39,14.3,37.9,7.9,3,8,0,2,0,1,2.6,152,5.6
Shedeur Sanders,131396,QB,JACKSON ST,1,2.29,2.13,2.9,4.8,54,194,92.7,41,41,4.2,1.73,0,0,0.0,90.2,37,4,2.6,41,75.9,1,18,,69.1,72.6,74.9,71.9,,,0,0,42,0.0,138.7,0.0,0,0,0,0,4,0,0.0,389,9.5,44.4,9,9,18.2,4.05,0,1,9.1,33.3,3,4,25.0,13,24.1,1,4,,66.5,74.4,71.6,75.4,,61.4,0,1,16,25.0,13.4,7.7,1,3,0,0,0,1,6.3,50,5.6
Corey Fields Jr.,78539,QB,SCAR STATE,1,2.48,2.37,4.15,4.4,53,290,82.8,29,31,7.8,1.8,1,2,6.5,71.0,22,2,8.3,31,58.5,2,11,,68.3,88.0,73.9,86.9,,,1,0,31,0.0,129.1,0.0,0,0,0,0,3,0,0.0,265,8.5,61.5,13,19,12.9,3.44,1,1,4.8,26.3,5,9,37.5,22,41.5,3,2,,67.6,54.9,73.0,51.6,,64.3,0,2,24,22.2,17.5,9.1,2,1,0,5,1,1,4.2,55,2.9
Tanner Mordecai,77656,QB,SMU,1,2.74,2.62,3.6,4.8,53,287,75.0,20,20,7.2,1.92,0,1,4.2,65.0,13,1,13.3,20,37.7,2,8,,67.6,62.7,73.0,62.4,,,0,1,24,0.0,76.3,0.0,0,0,0,0,1,1,4.2,116,5.8,55.6,27,29,15.1,3.24,0,1,3.4,48.3,14,6,6.7,33,62.3,1,9,,68.5,61.0,74.1,63.0,,53.4,0,1,33,33.3,76.2,6.1,2,2,0,2,1,2,6.1,256,8.8
