player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Pierce Holley,108981,QB,E ILLINOIS,1,2.6,2.38,3.04,6.2,60,158,72.4,29,29,5.8,1.83,0,2,6.7,72.4,21,7,0.0,33,55.0,0,7,,68.5,75.7,74.2,75.0,,,0,1,34,57.1,77.8,12.1,4,0,0,0,1,0,0.0,127,4.4,81.0,21,21,8.9,3.53,0,1,4.5,71.4,15,9,11.8,27,45.0,2,9,,68.0,65.1,73.5,68.2,,52.9,0,1,28,44.4,91.4,14.8,4,2,0,0,1,1,3.6,170,8.1
Cole Snyder,97617,QB,BUFFALO,1,2.67,2.4,2.9,4.57,59,126,72.0,25,28,6.2,1.92,1,0,0.0,60.7,17,4,5.6,28,47.5,1,8,,68.3,58.8,73.9,58.6,,,1,1,31,0.0,92.7,0.0,0,0,0,1,3,1,3.2,129,4.6,61.9,21,23,7.6,3.35,1,0,0.0,52.2,12,11,7.7,31,52.5,1,7,,68.5,49.4,74.1,55.4,,49.2,0,1,33,9.1,68.6,3.2,1,7,0,1,1,0,0.0,147,6.4
Davis Brin,77642,QB,GA SOUTHRN,1,2.46,2.29,4.0,5.1,57,174,80.6,31,31,6.9,1.85,0,3,9.4,74.2,23,3,8.0,31,54.4,2,10,,68.4,89.8,74.0,88.7,,,0,1,32,0.0,92.8,0.0,0,0,0,0,1,1,3.1,235,7.6,55.0,20,21,12.5,3.18,0,1,4.8,47.6,10,12,9.1,26,45.6,1,5,,67.8,59.1,73.3,60.3,,57.3,0,4,26,33.3,31.5,15.4,4,1,0,1,0,2,7.7,148,7.0
Shedeur Sanders,131396,QB,COLORADO,1,2.9,2.55,4.33,5.08,56,143,95.2,21,21,2.4,1.75,0,2,8.3,85.7,18,3,10.0,22,39.3,2,4,,67.7,92.0,73.1,91.7,,,0,0,25,33.3,102.6,4.5,1,0,0,0,1,0,0.0,101,4.8,88.0,25,26,9.5,3.65,0,2,7.1,76.9,20,16,9.1,34,60.7,2,14,,68.8,91.4,74.5,90.8,,70.1,0,1,37,18.8,128.0,8.8,3,5,0,1,3,1,2.7,246,9.5
Gevani McCoy,147609,QB,IDAHO,1,3.16,2.86,4.2,4.73,55,185,83.3,18,18,5.8,1.98,0,0,0.0,83.3,15,1,0.0,18,32.7,0,6,,66.8,75.6,72.0,75.0,,,0,0,18,0.0,96.5,0.0,0,0,0,0,0,0,0.0,129,7.2,60.9,23,28,11.6,3.73,0,0,0.0,42.9,12,25,14.3,37,67.3,2,11,,69.1,63.4,74.9,60.1,,65.3,2,1,42,4.0,45.1,2.7,1,8,0,3,0,1,2.4,149,5.3
Nic Baker,87541,QB,S ILLINOIS,1,2.91,2.83,1.7,4.67,55,295,88.0,25,25,3.9,1.97,0,1,4.0,84.0,21,6,4.5,26,47.3,1,8,,67.8,81.3,73.3,80.6,,,0,0,26,16.7,97.5,3.8,1,0,0,0,0,0,0.0,185,7.4,69.6,23,26,13.3,3.76,1,4,15.4,61.5,16,12,0.0,29,52.7,0,11,,68.2,79.5,73.7,84.8,,50.3,1,2,30,0.0,101.0,0.0,0,3,0,1,3,1,3.3,257,9.9
Mikey Keene,70961,QB,FRESNO ST,1,2.19,2.14,2.7,,55,169,79.4,34,35,3.6,1.75,1,1,2.8,71.4,25,5,7.4,37,67.3,2,12,,68.9,56.9,74.6,56.6,,,0,0,38,40.0,105.2,5.4,2,0,0,0,2,0,0.0,206,5.9,66.7,12,15,7.6,3.09,0,0,0.0,46.7,7,10,12.5,18,32.7,1,4,,67.0,57.3,72.2,57.0,,,0,0,19,30.0,61.8,16.7,3,0,0,3,0,0,0.0,75,5.0
Kekoa Visperas,147588,QB,E WASHGTON,1,2.78,2.52,5.15,4.73,54,161,76.9,26,27,4.1,1.92,1,0,0.0,74.1,20,4,0.0,27,50.0,0,12,,68.0,57.8,73.5,57.6,,,0,1,28,0.0,72.0,0.0,0,0,0,0,0,1,3.6,153,5.7,70.0,20,21,12.5,3.64,0,1,4.3,66.7,14,16,0.0,27,50.0,0,13,,67.9,74.0,73.6,73.6,,62.3,0,0,29,12.5,128.5,7.4,2,4,0,1,2,1,3.4,197,9.4
Hudson Card,123109,QB,PURDUE,1,2.82,2.73,2.35,5.7,54,273,68.4,19,20,8.2,1.86,0,1,4.3,65.0,13,9,0.0,23,42.6,0,7,,25.6,59.0,73.3,58.8,,,1,0,26,33.3,95.2,13.0,3,0,0,0,1,1,3.8,107,5.4,83.3,24,26,9.9,3.65,1,2,7.7,73.1,19,16,5.0,30,55.6,1,14,,27.7,91.7,73.7,91.3,,66.4,0,1,30,6.3,81.1,3.3,1,3,0,1,0,1,3.3,213,8.2
Gunnar Watson,83570,QB,TROY,1,2.68,2.53,3.49,6.0,53,318,53.6,28,29,10.7,2.15,0,2,6.5,44.8,13,14,13.3,30,56.6,2,6,,68.4,59.7,74.0,59.5,,,0,1,32,7.1,58.0,3.3,1,0,0,1,1,1,3.1,149,5.1,75.0,16,18,15.3,3.39,0,2,11.1,66.7,12,12,0.0,23,43.4,0,9,,24.8,83.9,72.8,85.1,,57.8,0,0,23,33.3,117.8,17.4,4,1,0,2,1,2,8.7,180,10.0
Jacob Zeno,98014,QB,UAB,1,3.0,2.39,3.5,5.46,53,321,82.4,17,18,3.7,1.84,1,1,5.3,77.8,14,6,0.0,20,37.7,0,6,,67.2,71.9,72.5,71.4,,,0,0,21,33.3,98.1,10.0,2,0,0,0,0,0,0.0,136,7.6,72.2,18,20,13.8,3.71,1,1,4.5,65.0,13,12,0.0,33,62.3,0,9,,68.6,54.3,74.3,49.8,,63.9,0,2,35,41.7,63.3,15.2,5,8,0,1,1,2,5.7,144,7.2
Jake Willcox,148649,QB,BROWN,1,2.46,2.4,2.9,4.1,53,123,85.7,28,28,6.3,1.67,0,1,3.4,85.7,24,6,0.0,29,54.7,0,11,,68.2,79.7,73.7,78.9,,,0,0,30,16.7,122.5,3.4,1,0,0,0,2,0,0.0,215,7.7,61.9,21,21,13.4,3.41,0,1,4.3,57.1,12,9,7.7,24,45.3,1,8,,67.8,63.5,73.3,64.8,,57.0,0,0,26,22.2,93.9,8.3,2,1,0,0,1,0,0.0,143,6.8
Paxton DeLaurent,159618,QB,SE MO ST,1,2.25,2.12,3.05,4.4,51,293,68.6,35,35,6.5,1.8,0,1,2.7,65.7,23,2,4.2,35,68.6,1,12,,68.8,63.1,74.5,62.8,,,0,0,37,0.0,81.8,0.0,0,0,0,0,0,1,2.7,210,6.0,40.0,10,12,20.2,3.23,0,1,8.3,25.0,3,7,25.0,16,31.4,1,2,,66.5,42.5,71.6,45.8,,52.8,0,0,16,28.6,69.1,12.5,2,2,0,2,1,2,12.5,41,3.4
