player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Lindsey Scott Jr.,40219,QB,INCAR WORD,1,2.47,2.11,3.5,5.08,57,189,80.0,35,35,4.4,1.61,0,0,0.0,77.1,27,1,3.6,36,63.2,1,10,,68.9,54.4,74.6,54.2,,,0,2,38,100.0,75.1,2.8,1,0,0,0,1,2,5.3,193,5.5,54.5,11,14,29.3,3.95,0,2,14.3,42.9,6,9,0.0,21,36.8,0,8,,67.2,82.2,72.5,79.0,,68.6,0,0,21,11.1,129.5,4.8,1,6,0,3,4,0,0.0,201,14.4
Jeff Undercuffler,78501,QB,AKRON,1,2.59,2.48,3.43,4.1,52,102,79.2,24,25,6.1,1.96,1,1,3.8,68.0,17,3,10.5,26,50.0,2,6,,67.9,57.1,73.4,56.8,,,0,2,27,33.3,75.8,3.8,1,0,0,0,2,1,3.7,142,5.7,65.0,20,22,7.9,3.22,0,0,0.0,54.5,12,13,7.7,26,50.0,1,7,,68.2,51.9,73.7,53.1,,57.3,0,0,30,23.1,68.8,11.5,3,1,0,2,0,1,3.3,112,5.1
Cole Snyder,97617,QB,BUFFALO,1,2.59,2.43,2.9,5.6,48,126,68.0,25,27,9.7,1.87,1,2,6.3,55.6,15,9,11.8,28,58.3,2,9,,68.5,91.5,74.1,91.1,,,0,0,33,11.1,96.5,3.6,1,0,0,1,2,0,0.0,152,5.6,64.3,14,17,13.0,3.59,0,1,5.3,47.1,8,8,11.1,20,41.7,1,3,,67.4,57.1,72.7,55.7,,62.0,0,1,22,12.5,63.8,5.0,1,2,0,3,1,0,0.0,112,6.6
Quincy Crittendon,149944,QB,SAMFORD,1,2.57,2.37,3.3,4.93,44,282,79.3,29,29,8.8,1.96,0,2,6.9,75.9,22,4,4.3,29,65.9,1,16,,68.1,69.0,73.6,68.5,,,0,0,29,0.0,148.1,0.0,0,0,0,0,4,1,3.4,301,10.4,50.0,8,11,7.3,3.74,0,0,0.0,36.4,4,9,0.0,15,34.1,0,1,,66.5,49.2,71.6,48.8,,58.3,1,0,16,11.1,44.9,6.7,1,3,0,2,0,0,0.0,13,1.2
Reece Udinski,60592,QB,RICHMOND,1,2.64,2.49,3.1,7.0,43,276,73.9,23,24,7.5,1.97,1,2,7.7,62.5,15,6,11.8,25,58.1,2,6,,26.7,69.3,73.4,68.7,,,0,0,27,16.7,105.2,4.0,1,0,0,0,2,1,3.7,134,5.6,57.1,14,15,13.6,3.56,0,1,6.7,40.0,6,8,25.0,18,41.9,2,5,,22.9,53.9,72.0,56.5,,56.3,0,1,18,25.0,52.6,11.1,2,1,0,1,1,2,11.1,82,5.5
Jake Dunniway,60572,QB,SACRAMENTO,1,2.6,2.59,3.4,5.0,42,279,61.1,18,18,10.1,1.95,0,1,5.0,55.6,10,4,9.1,18,42.9,1,5,,67.1,67.6,72.4,67.2,,,0,2,20,0.0,57.4,0.0,0,0,0,0,1,2,10.0,130,7.2,70.0,20,21,15.1,3.23,0,3,14.3,42.9,9,11,35.7,23,54.8,5,9,,67.5,90.6,72.8,90.9,,57.3,0,1,23,9.1,55.1,4.3,1,1,0,1,0,1,4.3,187,8.9
Max Brosmer,105568,QB,NEW HAMP,1,2.62,2.62,2.55,,39,240,75.0,16,17,6.3,2.02,0,0,0.0,58.8,10,4,16.7,17,43.6,2,5,,67.1,70.7,72.4,70.2,,,1,1,20,0.0,74.4,0.0,0,0,0,0,1,0,0.0,115,6.8,72.2,18,20,13.1,3.09,0,1,4.8,55.0,11,8,15.4,22,56.4,2,6,,67.6,72.5,73.0,73.8,,57.3,0,2,24,25.0,51.5,9.1,2,0,0,2,1,2,8.3,127,6.4
Tyler Huff,142567,QB,FURMAN,1,2.89,2.44,5.3,5.02,35,170,75.0,20,21,7.6,1.95,1,0,0.0,71.4,15,5,0.0,21,60.0,0,7,,67.6,65.0,73.0,64.6,,,0,0,24,0.0,109.6,0.0,0,0,0,0,1,0,0.0,162,7.7,28.6,7,8,15.9,4.31,0,0,0.0,12.5,1,10,50.0,14,40.0,1,4,,66.4,47.0,71.4,30.1,,72.6,0,2,15,10.0,0.0,7.1,1,5,0,1,0,2,13.3,9,1.1
Michael Appel Jr.,149746,QB,VALPO,1,2.25,2.08,3.53,,35,332,78.3,23,24,5.3,1.77,0,0,0.0,66.7,16,4,11.1,24,68.6,2,5,,67.7,68.8,73.1,68.3,,,1,0,25,0.0,77.1,0.0,0,0,0,0,0,1,4.0,112,4.7,40.0,5,7,12.4,3.29,0,0,0.0,14.3,1,8,50.0,11,31.4,1,0,,65.8,34.7,70.7,34.8,,,2,0,12,50.0,39.6,36.4,4,0,0,0,0,1,8.3,2,0.3
Ryan O'Connor,155510,QB,DELAWARE,1,3.23,2.87,3.77,4.23,30,151,63.6,11,11,10.5,1.8,0,2,18.2,63.6,7,1,0.0,11,36.7,0,4,,65.6,83.6,70.4,82.8,,,0,0,11,0.0,86.2,0.0,0,0,0,0,0,0,0.0,82,7.5,50.0,8,10,13.0,4.06,0,0,0.0,30.0,3,12,25.0,19,63.3,1,3,,67.0,43.9,72.2,47.7,,52.0,0,0,19,25.0,39.6,15.8,3,6,0,2,0,0,0.0,22,2.2
Darius Wilson,148492,QB,WM & MARY,1,3.5,3.11,,5.03,30,348,75.0,8,9,5.9,2.0,1,0,0.0,66.7,6,0,0.0,9,30.0,0,4,,65.1,70.4,69.8,69.9,,,0,0,9,,129.9,0.0,0,0,0,0,1,0,0.0,76,8.4,64.3,14,15,18.1,4.14,1,1,6.7,53.3,8,6,11.1,21,70.0,1,10,,67.2,86.9,72.5,74.4,,80.3,0,0,21,0.0,131.7,0.0,0,6,0,0,2,0,0.0,164,10.9
Cephus Johnson III,60530,QB,SE LA,1,2.25,2.25,,,30,294,82.6,23,24,7.3,2.01,1,1,4.2,70.8,17,1,10.5,24,80.0,2,8,,67.6,59.6,73.0,59.4,,,0,1,24,0.0,64.2,0.0,0,0,0,0,0,1,4.2,118,4.9,50.0,6,6,22.5,3.18,0,1,16.7,33.3,2,4,33.3,6,20.0,1,2,,64.2,77.2,68.6,76.7,,,0,0,6,0.0,68.1,0.0,0,0,0,0,0,0,0.0,55,9.2
Daniel Britt,143736,QB,MONTANA,1,2.8,2.45,3.5,3.6,29,232,63.6,11,11,7.9,1.96,0,1,9.1,54.5,6,2,14.3,11,37.9,1,1,,65.6,30.1,70.4,30.5,,,0,2,11,0.0,20.5,0.0,0,0,0,0,0,2,18.2,18,1.6,66.7,9,9,15.8,3.31,0,2,22.2,66.7,6,7,0.0,18,62.1,0,5,,66.8,70.3,72.0,79.0,,55.7,0,0,18,28.6,136.3,11.1,2,7,0,0,1,0,0.0,90,10.0
Tommy Mellott,147646,QB,MONTANA ST,1,2.55,2.36,,3.67,21,233,81.8,11,12,5.5,1.63,1,0,0.0,75.0,9,2,0.0,12,57.1,0,3,,65.8,65.7,70.7,65.4,,,0,0,12,0.0,89.6,0.0,0,0,0,0,0,0,0.0,72,6.0,75.0,4,6,13.3,3.77,0,0,0.0,50.0,3,4,0.0,9,42.9,0,2,,65.4,69.1,70.1,73.0,,58.3,0,0,10,0.0,69.4,0.0,0,3,0,2,0,0,0.0,37,6.2
Mark Gronowski,138303,QB,S DAK ST,1,2.71,2.57,,3.8,18,292,100.0,7,7,4.7,1.54,0,0,0.0,100.0,7,0,0.0,7,38.9,0,5,,64.6,90.8,69.1,90.6,,,0,0,7,,111.9,0.0,0,0,0,0,0,0,0.0,76,10.9,83.3,6,9,13.5,3.45,0,0,0.0,44.4,4,6,20.0,11,61.1,1,4,,65.6,80.4,70.4,72.3,,71.1,0,0,11,0.0,101.6,0.0,0,2,0,3,1,0,0.0,55,6.1
