player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jordy Sandy,99462,P,TCU,1,1.3,,1.3,,1,305,,0,0,,1.3,0,0,,,0,0,,1,100.0,0,0,,,,60.3,49.8,60.0,57.4,,,,,0,0,1,,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
AJ Bianco,158232,QB,NEVADA,1,2.0,2.0,,,1,239,100.0,1,1,24.0,2.0,0,1,50.0,100.0,1,0,0.0,1,100.0,0,1,,,,61.8,81.9,65.5,81.2,,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,43,43.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Dalen Cobb,158341,WR,GA SOUTHRN,1,3.8,3.8,,,1,174,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,-8.0,3.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,50.3,64.1,57.7,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Joe Pesansky,149434,QB,HOLY CROSS,1,2.6,2.6,,,1,181,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,0.0,2.6,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,0.0,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Nick Nash,98679,WR,S JOSE ST,1,6.6,,,6.6,1,285,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.6,0,0,,,0,1,,1,100.0,0,0,,,,60.3,51.7,63.4,,,,57.3,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Joshua Cephus,98095,WR,UTSA,1,4.5,,4.5,,1,331,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.5,0,0,,,0,1,,1,100.0,0,0,,,,60.3,60.0,62.7,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Martin Blake,158778,HB,S DIEGO ST,1,3.1,3.1,,,1,284,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,26.0,3.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,72.3,63.5,76.2,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0
C.J. Ogbonna,149182,QB,BUFFALO,1,1.2,1.2,,,1,126,100.0,1,1,-4.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.8,63.6,60.6,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Nathan Lamb,98020,QB,W ILLINOIS,1,2.2,2.2,,,1,345,100.0,1,1,0.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,15,15.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Malik Hornsby,123957,QB,TEXAS ST,1,0.8,0.8,,,1,314,100.0,1,1,-5.0,0.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Micah Davis,125264,WR,UTAH ST,1,4.0,4.0,,,1,329,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-6.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,,,,60.3,61.9,64.1,60.4,,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0
Jordan Nabors,127151,HB,BAYLOR,1,4.1,,,4.1,1,118,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.1,0,0,,,0,0,,1,100.0,0,0,,,,60.3,73.3,64.8,,,,64.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Hess Horne,148110,QB,MERCER,1,1.5,1.5,,,1,219,0.0,1,1,8.0,1.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,61.8,45.3,65.5,45.6,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tanner Maddocks,160443,QB,VILLANOVA,1,2.4,2.4,,,1,334,100.0,1,1,6.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,72.4,63.6,71.9,,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Isaiah Lemmond,160911,WR,VA MILT IN,1,3.4,3.4,,,1,336,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,31.0,3.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,24.8,64.1,27.5,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Clifton McDowell,98003,QB,MONTANA,1,1.9,1.9,,,1,232,100.0,1,1,-8.0,1.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,,,,60.3,61.1,63.6,61.0,,,,,0,0,1,0.0,79.2,0.0,0,0,0,0,0,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Justin Pegues,161679,HB,TENN TECH,1,3.5,3.5,,,1,309,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,28.0,3.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,25.0,64.1,27.7,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jack Lausch,162845,QB,NWESTERN,1,2.6,2.6,,,1,256,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,1.0,2.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.3,60.6,63.6,60.4,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
Jack Capaldi,163883,QB,FORDHAM,1,2.4,2.4,,,1,168,100.0,1,1,11.0,2.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,73.7,63.6,73.1,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Larry McCammon III,97309,HB,FAU,1,4.9,,4.9,,1,165,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,0,,,,60.3,60.0,63.5,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Xavier Worthy,144718,WR,TEXAS,1,3.1,3.1,,,1,311,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,32.0,3.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,79.1,64.1,75.7,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,35,35.0
Emory Williams,170099,QB,MIAMI FL,1,1.9,1.9,,,1,220,0.0,1,1,18.0,1.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,48.1,63.6,48.5,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Aaron Moore,84361,WR,NORFOLK,1,3.4,3.4,,,1,244,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,34.0,3.4,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,90.8,64.1,87.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,55,55.0
Chris Lewis,146744,WR,TROY,1,3.0,,,3.0,1,318,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.0,0,0,,,0,0,,1,100.0,0,0,,,,60.3,51.7,64.1,,,,57.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Roc Taylor,144283,WR,MEMPHIS,1,4.4,,,4.4,1,218,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.4,0,0,,,0,0,,1,100.0,0,0,,,,60.3,51.4,64.1,,,,57.3,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Logan Tomlinson,170894,WR,NEW HAMP,1,3.6,3.6,,,1,240,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,17.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,29.7,64.8,33.8,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Nick Haberer,146532,P,WASH STATE,1,1.2,1.2,,,1,341,100.0,1,1,-1.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,71.8,70.3,74.3,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,18,18.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Giles Pooler,146019,QB,COLO STATE,1,3.9,3.9,,,1,144,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,9.0,3.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,60.3,78.9,60.0,71.5,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Jaelen Gill,82535,WR,FRESNO ST,1,2.8,2.8,,,1,169,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,20.0,2.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,76.9,63.6,76.2,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,32,32.0
Dominiq Ponder,174401,QB,BETH COOK,1,2.5,2.5,,,1,119,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,6.0,2.5,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,40.2,63.6,41.0,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Zahir Abdus-Salaam,145933,HB,W MICHIGAN,1,2.9,2.9,,,1,347,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,17.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.3,29.9,63.4,34.4,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Nathan Fondacaro,79450,P,VILLANOVA,1,3.8,3.8,,,1,334,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,3.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,57.6,60.0,59.4,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jakolby Longino,145488,QB,LAMAR,1,2.1,2.1,,,1,204,0.0,1,1,-3.0,2.1,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,54.8,63.6,55.3,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Traylon Ray,176206,WR,W VIRGINIA,1,3.0,3.0,,,1,343,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.3,75.3,64.8,72.6,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,21,21.0
Tahj Bullock,144070,QB,AKRON,1,1.7,1.7,,,1,102,,0,1,,1.7,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,60.3,59.7,63.6,60.0,,,,,1,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Re-al Mitchell,77670,WR,SAN DIEGO,1,4.4,,,4.4,1,283,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.4,0,0,,,0,0,,1,100.0,0,1,,,,60.3,78.5,63.6,,,,67.9,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
