player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Maverick McIvor,99476,QB,W KENTUCKY,1,2.42,2.23,4.05,4.6,56,346,90.0,30,32,7.2,1.8,1,3,9.1,75.0,24,8,11.1,32,57.1,3,16,,68.5,91.1,74.1,90.7,,,1,0,33,0.0,124.1,0.0,0,0,0,0,2,0,0.0,297,9.3,55.6,18,19,16.2,3.25,0,1,5.3,47.4,9,8,10.0,24,42.9,1,6,,67.6,50.7,73.0,51.3,,57.0,0,0,24,25.0,83.2,8.3,2,3,0,1,1,1,4.2,110,5.8
Jordan Cooke,175116,QB,IDAHO ST,1,2.45,2.41,,4.1,52,186,78.6,28,28,3.7,1.88,0,1,3.6,75.0,21,4,4.5,28,53.8,1,7,,68.0,62.1,73.5,61.7,,,0,1,28,0.0,74.7,0.0,0,0,0,0,0,1,3.6,168,6.0,50.0,20,23,17.0,3.1,0,1,3.7,39.1,9,9,10.0,24,46.2,1,7,,68.0,54.1,73.5,55.3,,57.3,0,2,28,0.0,51.4,0.0,0,1,0,3,1,2,7.1,212,9.2
Micah Alejado,184162,QB,HAWAII,1,2.57,2.21,3.13,4.6,49,180,85.2,27,27,5.4,1.88,0,1,3.7,77.8,21,2,8.7,27,55.1,2,9,,67.9,67.8,73.4,67.3,,,0,0,27,0.0,112.7,0.0,0,0,0,0,2,0,0.0,138,5.1,54.5,11,12,18.7,3.42,0,0,0.0,50.0,6,8,0.0,22,44.9,0,7,,22.6,44.3,72.8,40.8,,58.9,0,0,23,50.0,68.8,18.2,4,6,0,1,0,1,4.3,72,6.0
Richard Torres,156456,QB,INCAR WORD,1,2.71,2.57,2.9,7.0,39,189,87.5,16,16,2.6,1.89,0,0,0.0,87.5,14,3,0.0,18,46.2,0,3,,66.5,67.3,72.0,67.0,,,0,2,18,66.7,46.4,11.1,2,0,0,0,0,1,5.6,74,4.6,56.3,16,19,14.1,3.41,0,1,5.3,47.4,9,8,0.0,21,53.8,0,6,,67.2,53.9,72.5,55.4,,57.3,0,1,21,12.5,42.9,4.8,1,1,0,3,0,2,9.5,106,5.6
Hunter Watson,183993,QB,SM HOUSTON,1,3.25,2.73,3.65,5.37,39,281,73.3,15,15,6.1,1.74,0,0,0.0,60.0,9,2,18.2,15,38.5,2,3,,66.7,62.2,71.8,61.9,,,0,1,17,0.0,40.7,0.0,0,0,0,0,0,1,5.9,59,3.9,76.9,13,15,6.8,4.2,1,0,0.0,66.7,10,14,0.0,24,61.5,0,5,,67.7,61.0,73.1,68.3,,53.1,0,0,25,14.3,99.3,8.3,2,7,0,1,0,0,0.0,150,10.0
Deuce Hogan,129470,QB,NICHOLLS,1,2.79,2.66,5.0,5.3,38,243,72.2,18,18,-0.4,1.81,0,0,0.0,72.2,13,3,0.0,18,47.4,0,4,,66.8,46.3,72.0,46.2,,,0,0,18,0.0,80.3,0.0,0,0,0,0,0,1,5.6,78,4.3,61.5,13,18,10.8,3.68,1,1,5.6,44.4,8,11,0.0,20,52.6,0,7,,67.2,65.3,72.5,62.1,,64.2,1,0,21,9.1,90.7,5.0,1,1,0,3,1,0,0.0,143,7.9
Rocco Becht,157567,QB,IOWA STATE,1,2.79,2.57,2.8,4.33,36,193,87.5,16,16,7.8,2.04,0,1,5.9,75.0,12,1,14.3,16,44.4,2,7,,27.4,84.0,71.8,83.2,,,0,0,17,0.0,121.6,0.0,0,0,0,0,1,0,0.0,139,8.7,27.3,11,12,15.0,3.39,0,1,8.3,16.7,2,11,33.3,20,55.6,1,2,,23.9,57.4,72.4,59.0,,57.0,0,0,20,36.4,70.1,20.0,4,4,0,1,1,1,5.0,44,3.7
E.J. Warner,156185,QB,FRESNO ST,1,2.73,2.66,3.33,,32,169,77.8,18,18,5.2,1.98,0,0,0.0,66.7,12,3,14.3,18,56.3,2,6,,66.8,80.3,72.0,79.6,,,0,0,18,0.0,85.2,0.0,0,0,0,0,0,0,0.0,119,6.6,60.0,10,11,6.6,3.69,0,0,0.0,54.5,6,8,0.0,14,43.8,0,3,,20.6,30.9,71.2,31.2,,,0,2,14,37.5,30.7,21.4,3,0,0,1,0,2,14.3,60,5.5
Avery Johnson,173108,QB,KANSAS ST,1,2.3,2.37,,,32,199,88.9,18,19,4.4,1.7,1,0,0.0,73.7,14,0,12.5,19,59.4,2,3,,67.0,62.7,72.2,62.4,,,0,0,19,,82.1,0.0,0,0,0,0,0,1,5.3,85,4.5,80.0,10,12,20.2,3.43,0,1,8.3,58.3,7,5,12.5,12,37.5,1,6,,65.6,93.0,70.7,92.7,,,0,0,12,0.0,142.4,0.0,0,0,0,2,2,0,0.0,188,15.7
Ben Gulbranson,131734,QB,STANFORD,1,2.76,2.53,,6.25,32,300,62.5,16,16,3.8,1.9,0,0,0.0,62.5,10,2,0.0,16,50.0,0,3,,66.5,28.2,71.6,28.4,,,0,1,16,0.0,48.4,0.0,0,0,0,0,0,3,18.8,78,4.9,45.5,11,14,8.5,3.62,0,0,0.0,28.6,4,6,20.0,16,50.0,1,1,,67.0,39.7,72.2,43.6,,51.4,1,0,19,0.0,39.6,0.0,0,2,0,2,0,0,0.0,29,2.1
Walker Harris,150449,QB,NC CENT,1,2.66,2.43,2.3,4.83,31,247,93.8,16,16,5.0,1.85,0,0,0.0,93.8,15,2,0.0,17,54.8,0,8,,66.7,73.9,71.8,73.4,,,0,0,17,50.0,97.4,5.9,1,0,0,0,0,0,0.0,118,7.4,63.6,11,11,11.4,3.64,0,0,0.0,63.6,7,4,0.0,14,45.2,0,6,,21.3,60.2,71.4,78.4,,39.2,0,0,15,0.0,114.2,0.0,0,3,0,0,1,1,6.7,76,6.9
Anthony Colandrea,170131,QB,UNLV,1,3.04,2.68,3.9,4.28,28,325,80.0,10,10,7.1,1.93,0,1,9.1,70.0,7,1,12.5,10,35.7,1,2,,65.6,64.3,70.4,64.0,,,0,0,11,0.0,106.3,0.0,0,0,0,0,1,0,0.0,29,2.9,88.9,9,11,11.6,3.66,0,2,16.7,72.7,8,10,0.0,18,64.3,0,9,,67.0,88.0,72.4,78.9,,76.7,0,0,19,30.0,114.8,16.7,3,4,0,2,0,0,0.0,166,15.1
Victor Gabalis,131932,QB,TARLETON,1,3.0,2.92,,5.0,25,401,81.8,11,11,12.9,1.85,0,2,18.2,72.7,8,0,11.1,11,44.0,1,7,,65.6,92.7,70.4,92.4,,,0,0,11,,133.5,0.0,0,0,0,0,1,0,0.0,107,9.7,63.6,11,13,18.5,3.91,0,1,7.7,46.2,6,4,14.3,14,56.0,1,3,,66.2,70.5,71.2,66.8,,64.3,0,0,14,0.0,101.8,0.0,0,1,0,2,1,0,0.0,111,8.5
Jalon Daniels,122555,QB,KANSAS,1,2.99,2.57,6.8,8.0,23,198,100.0,11,12,1.5,1.75,0,0,0.0,83.3,10,3,9.1,12,52.2,1,6,,66.0,69.8,71.0,69.4,,,1,0,13,0.0,140.3,0.0,0,0,0,0,2,0,0.0,98,8.2,88.9,9,9,8.2,4.35,0,0,0.0,88.9,8,7,0.0,11,47.8,0,6,,65.6,90.2,70.4,87.4,,64.2,0,0,11,14.3,139.8,9.1,1,1,0,0,1,0,0.0,78,8.7
Cam'Ron McCoy,157481,QB,SOUTHERN U,1,2.6,1.93,4.17,4.67,22,297,72.7,11,12,7.6,1.58,1,1,8.3,66.7,8,5,0.0,12,54.5,0,4,,65.8,73.8,70.7,73.3,,,0,0,12,0.0,78.1,0.0,0,0,0,0,0,0,0.0,59,4.9,50.0,4,4,22.8,3.84,0,2,40.0,25.0,1,7,50.0,10,45.5,1,2,,18.5,67.5,70.4,52.7,,75.0,0,0,11,42.9,39.6,30.0,3,3,0,0,0,1,9.1,11,2.8
Gabe Downing,170743,QB,PORTLAND,1,1.86,1.86,,,17,269,69.2,13,13,5.0,1.61,0,0,0.0,69.2,9,0,0.0,13,76.5,0,4,,66.2,69.8,71.2,69.4,,,0,2,14,,42.6,0.0,0,0,0,0,0,0,0.0,70,5.4,33.3,3,4,23.0,2.7,0,0,0.0,25.0,1,2,0.0,4,23.5,0,1,,63.3,55.3,67.4,55.3,,,0,0,4,0.0,49.0,0.0,0,0,0,1,0,0,0.0,21,5.3
John-Keawe Sagapolutele,175709,QB,PORTLAND,1,2.63,2.63,,,14,269,25.0,8,8,6.4,1.74,0,0,0.0,25.0,2,1,0.0,8,57.1,0,0,,64.9,45.9,69.5,46.0,,,0,0,8,0.0,39.6,0.0,0,0,0,0,0,0,0.0,4,0.5,66.7,6,6,7.3,3.82,0,0,0.0,66.7,4,1,0.0,6,42.9,0,3,,64.2,27.3,68.6,27.6,,,0,1,6,0.0,54.9,0.0,0,0,0,0,0,2,33.3,53,8.8
Jalen Woods,178085,QB,SOUTHERN U,1,2.35,2.35,,,6,297,100.0,4,4,1.5,1.93,0,0,0.0,100.0,4,0,0.0,4,66.7,0,1,,63.3,65.0,67.4,64.7,,,0,0,4,,85.4,0.0,0,0,0,0,0,0,0.0,18,4.5,100.0,2,2,6.5,3.2,0,0,0.0,50.0,1,2,50.0,2,33.3,1,0,,61.8,66.5,65.5,66.3,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,17,8.5
Alex Orji,158545,QB,UNLV,1,2.28,1.53,,4.5,4,325,100.0,3,3,2.7,1.53,0,0,0.0,100.0,3,0,0.0,3,75.0,0,2,,62.7,64.1,66.6,63.9,,,0,0,3,,118.1,0.0,0,0,0,0,0,0,0.0,37,12.3,,0,0,,4.5,0,0,0.0,,0,1,,1,25.0,0,1,,61.8,66.0,65.5,60.0,,63.7,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Tyrese Smith,185065,QB,PORTLAND,1,2.43,2.43,,,4,269,66.7,3,3,5.0,1.77,0,0,0.0,66.7,2,0,0.0,3,75.0,0,1,,63.3,73.2,67.4,72.8,,,0,0,4,,86.8,0.0,0,0,0,0,0,0,0.0,21,7.0,0.0,1,1,35.0,4.4,0,0,0.0,0.0,0,1,,1,25.0,0,0,,60.3,49.6,63.6,49.9,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
EJ Colson,190335,QB,INCAR WORD,1,4.23,3.7,4.3,4.7,3,189,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,11.0,4.23,0,0,0.0,100.0,1,3,0.0,3,100.0,0,2,,62.7,78.3,66.6,70.1,,64.1,0,0,3,33.3,118.8,33.3,1,1,0,0,0,0,0.0,13,13.0
Luke Weaver,198494,QB,HAWAII,1,2.6,2.6,,,1,180,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,2.6,1,0,0.0,0.0,0,0,,1,100.0,0,0,,60.3,59.7,63.6,60.0,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jackson Sharman,178252,QB,IDAHO ST,1,1.7,1.7,,,1,186,0.0,1,1,10.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.3,26.3,63.6,26.8,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Michael Shulikov,178255,WR,IDAHO ST,1,3.6,3.6,,,1,186,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,3.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,60.3,61.9,64.1,60.6,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,15,15.0
Daniel Greek,126950,QB,TARLETON,1,1.7,1.7,,,1,401,0.0,1,1,6.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,,60.3,52.4,63.6,52.8,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
