player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Juwan Carter,91113,QB,NORFOLK,1,2.35,2.27,3.95,,42,244,85.7,28,28,6.0,1.6,0,2,7.1,75.0,21,0,12.5,28,66.7,3,12,,,,68.0,86.1,73.5,85.2,,,,0,0,28,,144.2,0.0,0,0,0,0,3,1,3.6,295,10.5,50.0,12,12,20.5,3.83,0,0,0.0,41.7,5,8,16.7,14,33.3,1,3,,,,66.2,63.7,71.2,63.4,,,,0,0,14,25.0,62.2,14.3,2,0,0,0,0,1,7.1,73,6.1
Matt Corral,83517,QB,OLE MISS,1,2.67,2.48,3.6,4.15,42,226,71.4,21,21,6.6,1.76,0,0,0.0,61.9,13,1,13.3,21,50.0,2,11,,,,67.2,84.4,72.5,83.5,,,,0,0,21,0.0,88.4,0.0,0,0,0,0,0,0,0.0,175,8.3,57.1,14,16,12.7,3.58,0,0,0.0,50.0,8,10,0.0,21,50.0,0,5,,,,67.6,61.5,73.0,60.0,,62.1,,1,1,24,10.0,47.4,4.8,1,4,0,1,0,1,4.2,114,7.1
Jeff Undercuffler,78501,QB,ALBANY,1,2.14,2.11,3.4,,42,106,74.2,31,32,7.0,1.79,1,0,0.0,71.9,23,4,0.0,32,76.2,0,13,,,,68.5,66.2,74.1,65.7,,,,0,1,33,0.0,90.6,0.0,0,0,0,0,1,1,3.0,240,7.5,77.8,9,9,12.7,3.25,0,1,11.1,66.7,6,4,14.3,10,23.8,1,3,,,,65.4,70.8,70.1,70.4,,,,0,0,10,25.0,141.4,10.0,1,0,0,0,1,0,0.0,101,11.2
Richie Kenney,91723,QB,CORNELL,1,2.65,2.54,4.3,5.2,41,147,75.0,24,24,10.1,2.03,0,3,11.5,62.5,15,5,16.7,24,58.5,3,8,,,,67.8,92.7,73.3,92.3,,,,0,1,26,0.0,83.2,0.0,0,0,0,0,1,0,0.0,187,7.8,61.5,13,15,10.2,3.52,0,1,6.7,33.3,5,9,37.5,17,41.5,3,3,,,,66.7,64.2,71.8,66.1,,57.3,,1,0,17,11.1,49.3,5.9,1,1,0,1,0,1,5.9,70,4.7
Jake Lange,121467,QB,SO MISS,1,2.85,2.79,3.22,,41,296,53.3,15,15,11.1,2.06,0,0,0.0,46.7,7,5,12.5,16,39.0,1,5,,,,27.4,44.7,71.8,44.9,,,,0,1,17,20.0,56.0,6.3,1,0,0,0,1,1,5.9,74,4.9,68.8,16,20,10.2,3.36,0,2,9.5,45.0,9,18,18.2,25,61.0,2,4,,,,26.3,56.8,73.3,56.6,,,,0,1,26,27.8,37.9,20.0,5,0,0,4,0,2,7.7,92,4.6
Cody Orgeron,23693,QB,MCNEESE,1,3.17,2.88,2.95,4.57,41,217,75.0,8,8,7.3,1.71,0,0,0.0,62.5,5,0,16.7,8,19.5,1,2,,,,65.4,62.0,70.1,61.8,,,,0,0,10,,78.1,0.0,0,0,0,0,0,1,10.0,46,5.8,58.3,24,24,11.6,3.52,0,2,8.3,50.0,12,14,14.3,33,80.5,2,11,,,,68.5,69.2,74.1,66.6,,65.5,,0,1,33,14.3,66.1,6.1,2,7,0,0,1,2,6.1,149,6.2
Davis Alexander,52162,QB,PORTLAND,1,3.02,2.71,5.1,6.13,41,269,79.2,24,24,6.5,1.9,0,1,4.2,66.7,16,0,15.8,24,58.5,3,5,,,,67.6,81.1,73.0,80.3,,,,0,1,24,,76.0,0.0,0,0,0,0,1,0,0.0,126,5.3,54.5,11,13,20.1,4.6,0,1,7.1,46.2,6,8,0.0,17,41.5,0,7,,,,66.8,74.1,0.0,74.8,,65.9,,0,1,18,12.5,31.6,5.9,1,3,0,2,0,0,0.0,72,5.5
Tanner Mordecai,77656,QB,SMU,1,2.67,2.43,4.5,5.9,41,287,84.2,19,19,4.5,1.84,0,0,0.0,84.2,16,1,0.0,19,46.3,0,6,,,,67.1,60.6,72.4,60.4,,,,0,0,20,0.0,140.6,0.0,0,0,0,0,2,0,0.0,177,9.3,50.0,18,18,18.1,3.38,0,1,5.3,44.4,8,8,11.1,22,53.7,1,6,,,,67.6,59.5,73.0,56.8,,64.1,,0,1,24,37.5,64.1,13.6,3,1,0,0,1,1,4.2,128,7.1
Spencer Brasch,100574,QB,CAL POLY,1,2.78,2.53,3.8,4.17,41,129,70.0,20,20,5.5,1.94,0,0,0.0,60.0,12,2,14.3,21,51.2,2,7,,,,67.6,58.7,73.0,58.5,,,,0,2,24,50.0,85.8,4.8,1,0,0,0,2,1,4.2,192,9.6,61.5,13,14,9.0,3.65,1,1,6.3,50.0,7,12,12.5,20,48.8,1,5,,,,24.8,38.4,72.7,31.9,,67.5,,0,1,22,25.0,42.3,15.0,3,3,0,0,0,4,18.2,95,6.8
Mason Randall,91728,QB,SAN DIEGO,1,2.48,2.38,3.8,,41,283,69.6,23,23,9.1,1.87,0,2,8.0,69.6,16,4,0.0,23,56.1,0,7,,,,67.7,56.6,73.1,56.4,,,,0,1,25,0.0,72.6,0.0,0,0,0,0,0,1,4.0,169,7.3,71.4,14,15,8.6,3.26,0,0,0.0,53.3,8,9,20.0,18,43.9,2,5,,,,23.4,53.5,72.2,53.4,,,,0,0,19,33.3,95.4,16.7,3,0,0,1,1,1,5.3,96,6.4
Sam Howell,97599,QB,N CAROLINA,1,2.73,2.36,3.5,4.64,40,245,85.0,20,20,10.2,1.9,0,2,10.0,80.0,16,2,5.9,20,50.0,1,9,,,,67.1,71.6,72.4,71.1,,,,0,1,20,0.0,113.8,0.0,0,0,0,0,1,1,5.0,246,12.3,80.0,10,12,11.1,3.57,0,0,0.0,66.7,8,10,0.0,20,50.0,0,8,,,,67.2,86.5,72.5,75.2,,78.4,,0,0,21,30.0,90.6,15.0,3,5,0,2,0,0,0.0,95,7.9
Austin Kendall,40056,QB,LA TECH,1,2.57,2.51,2.9,4.2,40,208,55.6,18,19,8.6,1.91,1,1,5.3,47.4,9,1,10.0,19,47.5,1,4,,,,67.0,57.8,72.2,57.6,,,,0,0,19,0.0,54.1,0.0,0,0,0,0,0,0,0.0,52,2.7,73.7,19,19,10.8,3.16,0,3,15.0,68.4,13,10,7.1,21,52.5,1,7,,,,67.4,89.5,72.7,90.3,,57.3,,0,0,22,10.0,120.7,4.8,1,1,0,0,1,1,4.5,201,10.6
Trae Self,103962,QB,STF AUSTIN,1,2.27,2.25,2.9,,40,301,95.8,24,25,1.8,1.6,0,0,0.0,92.0,23,6,0.0,25,62.5,0,10,,,,67.7,71.6,73.1,71.1,,,,0,0,25,0.0,147.9,0.0,0,0,0,1,3,1,4.0,250,10.0,69.2,13,14,9.2,3.39,0,0,0.0,64.3,9,7,0.0,15,37.5,0,7,,,,66.4,74.2,71.4,73.6,,,,0,0,15,14.3,123.8,6.7,1,0,0,1,2,0,0.0,96,6.9
Justin Miller,103941,QB,SO UTAH,1,2.35,2.29,4.4,,40,298,72.0,25,27,4.6,1.93,0,1,3.2,59.3,16,10,11.1,27,67.5,2,5,,,,68.3,70.5,73.9,69.9,,,,1,1,31,0.0,72.8,0.0,0,0,0,1,1,0,0.0,158,5.9,66.7,12,12,8.4,3.22,0,1,8.3,58.3,7,3,12.5,13,32.5,1,4,,,,66.0,83.6,71.0,82.9,,,,0,0,13,33.3,82.6,7.7,1,0,0,0,0,0,0.0,92,7.7
Jayden Daniels,97993,QB,ARIZONA ST,1,2.89,2.48,3.6,7.43,39,110,75.0,20,20,4.6,1.79,0,0,0.0,65.0,13,2,13.3,20,51.3,2,3,,,,67.1,66.1,72.4,65.7,,,,0,0,20,0.0,77.5,0.0,0,0,0,0,0,0,0.0,102,5.1,71.4,14,15,11.1,4.05,0,1,6.7,66.7,10,11,0.0,19,48.7,0,6,,,,67.1,76.5,72.4,70.0,,71.7,,0,2,20,9.1,74.4,5.3,1,3,0,1,1,1,5.0,123,8.2
Glendon McDaniel,78483,QB,SOUTHERN U,1,2.91,2.7,,4.36,39,297,68.8,16,16,7.8,1.78,0,0,0.0,68.8,11,3,0.0,16,41.0,0,5,,,,66.7,56.6,71.8,56.5,,,,0,0,17,0.0,110.7,0.0,0,0,0,0,1,0,0.0,117,7.3,70.6,17,18,11.6,3.7,0,0,0.0,50.0,9,6,25.0,23,59.0,3,10,,,,67.7,75.8,73.1,62.4,,79.9,,0,0,25,0.0,76.4,0.0,0,5,0,1,0,0,0.0,141,7.8
Holton Ahlers,77651,QB,E CAROLINA,1,2.4,2.17,4.0,4.57,39,156,80.8,26,26,7.6,1.9,0,1,3.7,69.2,18,6,14.3,26,66.7,3,11,,,,67.9,86.2,73.4,85.2,,,,0,0,27,0.0,90.4,0.0,0,0,0,0,0,1,3.7,191,7.3,44.4,9,9,11.4,3.39,0,1,10.0,33.3,3,5,25.0,13,33.3,1,3,,,,66.2,45.2,71.2,43.8,,58.8,,0,0,14,20.0,80.3,7.7,1,3,0,0,1,1,7.1,29,3.2
Nolan Grooms,108987,QB,YALE,1,3.1,2.7,3.1,4.73,39,352,72.7,11,11,9.9,1.85,0,1,7.7,72.7,8,5,0.0,11,28.2,0,2,,,,66.0,76.2,71.0,75.6,,,,0,0,13,0.0,89.2,0.0,0,0,0,0,0,1,7.7,70,6.4,77.8,18,18,14.8,3.59,0,4,21.1,66.7,12,15,14.3,28,71.8,2,12,,,,68.2,93.5,73.7,92.2,,77.6,,0,0,30,20.0,143.1,10.7,3,7,0,0,2,1,3.3,209,11.6
Devin Leary,77628,QB,NC STATE,1,2.38,2.29,2.85,4.3,38,248,66.7,24,24,8.1,1.91,0,1,4.2,66.7,16,3,0.0,24,63.2,0,10,,,,67.6,80.2,73.0,79.5,,,,0,0,24,0.0,136.6,0.0,0,0,0,0,3,0,0.0,227,9.5,81.8,11,11,13.0,3.17,0,1,8.3,72.7,8,5,11.1,14,36.8,1,4,,,,21.3,70.6,71.4,73.0,,57.3,,0,0,15,40.0,128.6,14.3,2,1,0,0,1,1,6.7,94,8.5
Dante Perri,143112,QB,LEHIGH,1,2.81,2.65,3.82,,38,205,81.0,21,22,6.4,1.78,0,0,0.0,68.2,15,2,11.8,22,57.9,2,5,,,,67.7,70.6,73.1,70.0,,,,1,0,25,0.0,96.4,0.0,0,0,0,0,1,0,0.0,118,5.4,33.3,9,11,16.3,4.22,0,0,0.0,27.3,3,12,0.0,16,42.1,0,1,,,,11.2,29.0,71.6,29.1,,,,0,1,16,41.7,1.7,31.3,5,0,0,2,0,3,18.8,19,1.7
Derek Robertson,142298,QB,MAINE,1,2.21,2.27,,,38,212,61.5,26,26,8.7,1.9,0,1,3.7,57.7,15,1,6.3,26,68.4,1,10,,,,67.9,69.2,73.4,68.6,,,,0,1,27,0.0,101.4,0.0,0,0,0,0,3,1,3.7,180,6.9,45.5,11,11,17.1,3.15,0,0,0.0,27.3,3,1,40.0,11,28.9,2,3,,,,65.6,50.9,70.4,51.0,,,,0,0,11,0.0,89.2,0.0,0,0,0,0,1,1,9.1,84,7.6
Jaren Hall,82094,QB,BYU,1,2.67,2.62,,4.6,38,128,87.5,16,17,7.9,1.76,1,1,5.6,82.4,14,0,0.0,17,44.7,0,10,,,,66.8,69.7,72.0,69.2,,,,0,0,18,,143.4,0.0,0,0,0,0,2,0,0.0,153,9.0,70.6,17,20,17.3,3.4,2,3,14.3,40.0,8,7,33.3,21,55.3,4,7,,,,67.4,81.4,72.7,82.5,,57.8,,0,0,22,0.0,92.9,0.0,0,1,0,1,1,1,4.5,196,9.8
Brennan Armstrong,77696,QB,VIRGINIA,1,3.24,2.82,4.0,7.73,38,335,100.0,8,9,2.5,1.76,1,0,0.0,88.9,8,1,0.0,9,23.7,0,5,,,,65.1,76.6,69.8,76.1,,,,0,0,9,0.0,134.0,0.0,0,0,0,0,2,0,0.0,60,6.7,56.0,25,25,15.7,3.7,0,2,7.4,56.0,14,6,0.0,29,76.3,0,12,,,,68.4,52.5,74.0,47.6,,71.3,,0,2,32,16.7,88.3,3.4,1,3,0,0,2,3,9.4,277,11.1
Cole Kelley,39945,QB,SE LA,1,3.01,2.48,3.83,6.18,38,294,93.3,15,15,4.6,1.93,0,1,6.7,80.0,12,3,14.3,15,39.5,2,4,,,,66.4,70.9,71.4,70.5,,,,0,0,15,0.0,147.1,0.0,0,0,0,0,2,1,6.7,147,9.8,42.9,14,15,17.6,3.71,0,1,6.7,40.0,6,15,0.0,23,60.5,0,5,,,,15.1,34.7,72.8,49.8,,32.3,,1,1,23,26.7,34.0,17.4,4,4,0,0,0,2,8.7,95,6.3
Keon Howard,40418,QB,TENN MARTN,1,2.67,2.47,3.4,5.53,37,310,62.5,16,17,8.6,1.7,1,0,0.0,52.9,9,2,10.0,17,45.9,1,5,,,,66.8,55.2,72.0,55.0,,,,0,2,18,0.0,23.8,0.0,0,0,0,0,0,1,5.6,70,4.1,42.9,14,15,17.4,3.68,0,1,6.7,40.0,6,9,0.0,19,51.4,0,6,,,,23.9,55.7,72.4,45.7,,74.8,,0,0,20,11.1,76.3,5.3,1,3,0,1,1,1,5.0,67,4.5
Geremy Hickbottom,62834,QB,TENN STATE,1,2.97,2.61,3.4,5.55,37,308,68.8,16,16,5.1,1.79,0,0,0.0,68.8,11,0,0.0,16,43.2,0,5,,,,66.5,44.5,71.6,44.6,,,,0,0,16,,100.8,0.0,0,0,0,0,1,1,6.3,79,4.9,53.8,13,15,11.5,3.87,0,0,0.0,40.0,6,13,14.3,21,56.8,1,6,,,,67.4,59.2,72.9,45.5,,78.5,,2,0,22,15.4,56.3,9.5,2,4,0,0,0,1,4.5,75,5.0
Zachary Clement,105561,QB,NWSTATE,1,2.89,2.81,3.27,3.7,37,257,66.7,15,16,5.1,1.71,1,0,0.0,62.5,10,1,0.0,16,43.2,0,2,,,,66.5,65.9,71.6,65.5,,,,0,0,16,0.0,73.2,0.0,0,0,0,0,0,0,0.0,73,4.6,63.6,11,16,16.3,3.8,0,1,5.9,43.8,7,14,0.0,21,56.8,0,8,,,,67.4,61.5,72.7,60.4,,61.6,,2,1,22,21.4,70.3,14.3,3,2,0,3,1,1,4.5,142,8.9
Breylin Smith,33893,QB,CENT ARK,1,2.26,2.22,2.2,3.6,37,132,88.0,25,26,6.5,1.91,1,0,0.0,73.1,19,3,13.6,27,73.0,3,11,,,,68.0,89.9,73.5,88.8,,,,0,0,28,33.3,104.3,3.7,1,0,0,0,1,0,0.0,178,6.8,37.5,8,9,17.8,3.2,0,0,0.0,33.3,3,3,0.0,10,27.0,0,2,,,,65.4,53.4,70.1,55.7,,57.3,,0,0,10,0.0,53.5,0.0,0,1,0,1,0,0,0.0,51,5.7
Neil Boudreau,44632,QB,MORGAN ST,1,2.85,2.43,3.95,4.23,37,235,71.4,14,16,3.4,1.86,1,0,0.0,56.3,9,4,10.0,16,43.2,1,4,,,,66.5,43.6,71.6,43.7,,,,1,1,16,0.0,64.8,0.0,0,0,0,0,1,1,6.3,81,5.1,50.0,10,12,6.5,3.6,0,0,0.0,41.7,5,11,0.0,21,56.8,0,4,,,,24.3,25.4,72.5,24.0,,52.5,,0,1,21,18.2,16.7,9.5,2,7,0,2,0,3,14.3,42,3.5
Tony Muskett,142933,QB,MONMOUTH,1,2.39,1.87,3.74,3.95,37,231,80.0,25,25,7.0,1.69,0,4,16.0,72.0,18,2,10.0,26,70.3,2,9,,,,67.8,91.9,73.3,91.5,,,,0,0,26,50.0,126.4,3.8,1,0,0,0,2,0,0.0,226,9.0,100.0,1,2,-8.0,4.04,0,0,0.0,50.0,1,10,0.0,11,29.7,0,2,,,,18.5,33.9,70.4,28.7,,62.6,,0,0,11,70.0,85.4,63.6,7,2,0,1,0,1,9.1,20,10.0
Rasean McKay,88321,QB,FL A&M,1,1.95,1.95,,,36,164,80.0,25,26,4.0,1.41,1,0,0.0,69.2,18,4,10.0,26,72.2,2,12,,,,67.8,89.7,73.3,88.8,,,,0,0,26,0.0,113.1,0.0,0,0,0,0,2,0,0.0,173,6.7,44.4,9,10,18.3,3.36,0,0,0.0,40.0,4,5,0.0,10,27.8,0,2,,,,65.4,46.4,70.1,46.5,,,,0,1,10,0.0,14.2,0.0,0,0,0,1,0,1,10.0,44,4.4
Jake Constantine,40166,QB,RICE,1,2.56,2.4,2.7,3.73,36,275,50.0,20,20,9.4,1.75,0,0,0.0,50.0,10,5,0.0,21,58.3,0,7,,,,67.2,45.0,0.0,48.1,,,,0,0,21,20.0,94.2,4.8,1,0,0,0,2,1,4.8,82,4.1,75.0,8,10,20.8,3.7,0,4,26.7,60.0,6,11,0.0,15,41.7,0,6,,,,67.1,78.5,72.4,84.4,,54.5,,0,0,20,9.1,104.2,6.7,1,4,0,2,0,0,0.0,160,16.0
D'Wan Mathis,99130,QB,TEMPLE,1,2.85,2.51,3.1,5.8,36,306,75.0,16,18,5.8,1.87,1,0,0.0,61.1,11,3,8.3,19,52.8,1,2,,,,67.1,51.9,72.4,51.8,,,,0,0,20,33.3,66.9,5.3,1,0,0,1,0,0,0.0,60,3.3,54.5,11,11,10.2,3.95,0,0,0.0,45.5,5,8,16.7,17,47.2,1,4,,,,66.7,63.3,71.8,64.8,,58.2,,0,0,17,37.5,61.2,17.6,3,3,0,0,0,0,0.0,56,5.1
Brendon Lewis,131687,QB,COLORADO,1,2.91,2.45,4.3,9.85,36,143,89.5,19,19,0.9,1.61,0,0,0.0,89.5,17,3,0.0,19,52.8,0,7,,,,67.1,73.3,72.4,72.8,,,,0,0,20,0.0,131.4,0.0,0,0,0,0,2,0,0.0,135,7.1,80.0,10,14,11.1,4.36,0,0,0.0,57.1,8,8,0.0,17,47.2,0,4,,,,66.8,61.3,72.0,65.3,,53.8,,0,0,18,12.5,100.0,5.9,1,2,0,4,1,0,0.0,89,6.4
Hayden Wolff,98362,QB,DOMINION,1,2.21,2.14,2.4,4.7,36,263,76.9,26,27,5.8,2.02,1,1,3.6,66.7,18,5,10.0,28,77.8,2,5,,,,68.1,68.1,73.6,67.6,,,,0,1,29,20.0,70.9,3.6,1,0,0,0,1,0,0.0,106,3.9,85.7,7,7,9.9,2.9,0,0,0.0,71.4,5,0,16.7,8,22.2,1,4,,,,64.9,76.3,69.5,80.7,,57.3,,0,0,8,,87.2,0.0,0,1,0,0,0,0,0.0,43,6.1
Jalani Eason,52172,QB,MS VLY ST,1,2.89,2.53,3.5,4.93,36,228,60.0,15,15,8.3,1.98,0,0,0.0,53.3,8,3,11.1,15,41.7,1,4,,,,66.5,46.4,71.6,46.5,,,,0,1,16,0.0,63.8,0.0,0,0,0,0,1,0,0.0,82,5.5,54.5,11,12,11.4,3.55,0,0,0.0,50.0,6,15,0.0,21,58.3,0,3,,,,67.1,35.7,72.5,33.1,,59.4,,1,3,21,40.0,19.1,28.6,6,3,0,0,0,2,9.5,43,3.6
Tanner McKee,131770,QB,STANFORD,1,2.37,2.21,3.57,3.9,36,300,79.2,24,25,5.1,1.83,0,0,0.0,68.0,17,5,10.5,26,72.2,2,8,,,,26.7,54.0,73.3,53.8,,,,0,1,26,20.0,69.3,3.8,1,0,0,1,0,2,7.7,163,6.5,71.4,7,7,5.4,3.78,0,0,0.0,57.1,4,5,20.0,10,27.8,1,3,,,,65.8,38.9,70.7,34.0,,63.2,,0,1,12,40.0,28.6,20.0,2,1,0,0,0,1,8.3,31,4.4
Camden Orth,108965,QB,LIUSHAR,1,2.19,2.12,2.4,4.2,36,1298,82.6,23,24,4.9,1.78,1,0,0.0,70.8,17,5,10.5,25,69.4,2,11,,,,67.8,67.9,73.3,67.5,,,,0,0,26,20.0,112.7,4.0,1,0,0,0,2,0,0.0,137,5.7,55.6,9,9,21.6,3.15,0,1,11.1,44.4,4,4,20.0,11,30.6,1,3,,,,65.6,42.4,70.4,37.5,,64.3,,0,1,11,25.0,60.2,9.1,1,1,0,0,1,2,18.2,51,5.7
Malik Cunningham,60436,QB,LOUISVILLE,1,3.71,3.36,4.03,5.52,36,210,66.7,3,3,7.0,2.13,0,0,0.0,33.3,1,0,50.0,3,8.3,1,0,,,,62.7,51.9,66.6,52.0,,,,0,0,3,,42.4,0.0,0,0,0,0,0,0,0.0,9,3.0,50.0,22,25,18.0,3.86,0,5,18.5,40.0,10,18,9.1,33,91.7,1,9,,,,68.7,90.0,74.4,87.8,,69.5,,1,1,36,16.7,67.1,9.1,3,5,0,2,1,2,5.6,210,8.4
DJ Uiagalelei,122162,QB,CLEMSON,1,2.53,2.37,3.37,5.0,35,140,100.0,15,17,3.5,1.76,1,0,0.0,76.5,13,4,13.3,17,48.6,2,6,,,,66.8,84.7,72.0,83.9,,,,0,0,18,0.0,114.6,0.0,0,0,0,1,1,0,0.0,119,7.0,54.5,11,14,14.5,3.26,0,1,6.7,42.9,6,7,0.0,18,51.4,0,4,,,,66.8,48.4,72.2,50.1,,57.3,,0,1,19,42.9,28.6,16.7,3,1,0,3,0,1,5.3,69,4.9
Grayson McCall,98002,QB,COAST CAR,1,2.71,2.47,4.2,4.42,35,141,66.7,15,16,7.0,1.88,1,0,0.0,56.3,9,1,10.0,16,45.7,1,3,,,,66.5,73.2,71.6,72.7,,,,0,1,16,0.0,77.1,0.0,0,0,0,0,1,0,0.0,128,8.0,77.8,9,10,19.9,3.81,0,4,36.4,50.0,5,10,28.6,17,48.6,2,5,,,,66.8,92.5,72.0,93.9,,60.9,,1,0,18,20.0,129.2,11.8,2,5,0,0,1,1,5.6,166,16.6
Otto Kuhns,138014,QB,E ILLINOIS,1,2.92,2.79,3.85,3.63,35,158,66.7,15,15,9.1,2.11,0,2,13.3,60.0,9,3,10.0,15,42.9,1,5,,,,66.4,86.7,71.4,85.8,,,,0,0,15,0.0,107.1,0.0,0,0,0,0,1,0,0.0,118,7.9,50.0,14,15,18.6,3.54,1,2,12.5,33.3,5,9,28.6,20,57.1,2,5,,,,67.2,66.7,72.5,62.3,,68.1,,0,0,21,22.2,55.7,10.0,2,3,0,0,0,1,4.8,93,6.2
Alex Piccirilli,109065,QB,STETSON,1,2.42,2.22,3.5,5.05,35,302,69.6,23,24,5.2,1.84,0,1,4.2,66.7,16,4,0.0,24,68.6,0,7,,,,67.6,65.9,73.0,65.5,,,,1,0,24,0.0,109.9,0.0,0,0,0,0,2,0,0.0,141,5.9,66.7,6,8,15.8,3.67,0,0,0.0,50.0,4,5,0.0,11,31.4,0,4,,,,65.6,51.2,70.4,56.0,,53.2,,0,0,11,20.0,122.9,9.1,1,2,0,2,1,1,9.1,76,9.5
Lindsey Scott Jr.,40219,QB,NICHOLLS,1,2.57,2.18,2.3,4.42,35,243,68.4,19,19,7.2,1.87,0,3,15.0,68.4,13,5,0.0,20,57.1,0,9,,,,67.2,84.9,72.5,84.1,,,,0,1,21,20.0,106.8,5.0,1,0,0,0,3,1,4.8,137,7.2,55.6,9,9,16.7,3.49,0,1,10.0,55.6,5,3,0.0,15,42.9,0,8,,,,66.5,64.7,71.6,48.5,,75.6,,0,1,16,0.0,60.9,0.0,0,6,0,0,0,2,12.5,127,14.1
Hank Bachmeier,101284,QB,BOISE ST,1,2.59,2.49,3.15,4.6,35,120,83.3,18,18,4.2,1.87,0,0,0.0,77.8,14,3,6.7,18,51.4,1,10,,,,67.0,86.4,72.2,85.5,,,,0,0,19,0.0,113.9,0.0,0,0,0,0,1,0,0.0,124,6.9,61.5,13,14,14.9,3.34,0,1,7.1,50.0,7,10,12.5,17,48.6,1,6,,,,66.7,73.8,71.8,71.3,,63.1,,0,0,17,20.0,121.7,11.8,2,1,0,1,2,0,0.0,129,9.2
Aqeel Glass,60328,QB,ALAB A&M,1,2.33,2.28,3.05,,35,104,65.2,23,23,5.8,1.92,0,0,0.0,56.5,13,6,13.3,23,65.7,2,10,,,,67.5,67.5,72.8,67.1,,,,0,0,23,0.0,74.4,0.0,0,0,0,0,0,0,0.0,139,6.0,77.8,9,10,15.3,3.1,0,2,16.7,70.0,7,7,0.0,12,34.3,0,5,,,,66.2,87.3,71.2,86.4,,,,1,0,14,28.6,152.1,16.7,2,0,0,0,4,0,0.0,182,18.2
Shedeur Sanders,131396,QB,JACKSON ST,1,2.64,2.51,3.0,5.9,35,194,71.4,14,15,2.6,1.95,1,0,0.0,60.0,9,1,10.0,16,45.7,1,2,,,,66.5,72.2,71.6,71.8,,,,0,1,16,100.0,79.9,6.3,1,0,0,0,1,0,0.0,120,8.0,50.0,16,17,17.6,3.22,0,1,5.6,47.1,8,6,0.0,19,54.3,0,8,,,,67.1,79.9,72.4,77.0,,64.3,,0,1,20,16.7,88.8,5.3,1,1,0,1,2,1,5.0,134,7.9
Lucas Johnson,40551,QB,S DIEGO ST,1,2.96,2.78,,4.83,34,284,61.1,18,20,13.2,2.1,1,2,9.5,50.0,10,1,9.1,20,58.8,1,7,,,,67.2,83.3,72.5,82.5,,,,0,0,21,0.0,86.0,0.0,0,0,0,1,1,0,0.0,123,6.2,44.4,9,11,18.2,4.21,0,1,9.1,36.4,4,4,0.0,14,41.2,0,6,,,,66.2,41.9,71.2,33.8,,66.8,,1,2,14,0.0,29.5,0.0,0,3,0,1,0,3,21.4,97,8.8
Pierce Holley,108981,QB,GEORGETOWN,1,2.84,2.81,3.0,3.2,34,172,76.9,13,14,10.2,1.99,1,2,14.3,71.4,10,1,0.0,14,41.2,0,6,,,,66.2,91.0,71.2,90.7,,,,0,0,14,0.0,124.7,0.0,0,0,0,0,1,0,0.0,132,9.4,64.3,14,16,9.1,3.44,0,1,5.6,56.3,9,10,0.0,20,58.8,0,5,,,,67.4,65.0,72.7,66.6,,57.3,,1,0,22,30.0,74.2,15.0,3,1,0,1,0,0,0.0,97,6.1
Jalen Fowler,64170,QB,NC A&T,1,2.6,2.44,4.2,,34,246,78.9,19,20,6.5,1.9,0,0,0.0,65.0,13,4,13.3,20,58.8,2,6,,,,67.1,64.3,72.4,63.9,,,,0,1,20,0.0,84.4,0.0,0,0,0,1,1,1,5.0,155,7.8,63.6,11,11,12.2,3.6,0,0,0.0,54.5,6,7,14.3,14,41.2,1,4,,,,66.2,74.7,71.2,74.2,,,,0,0,14,42.9,79.7,21.4,3,0,0,0,0,0,0.0,85,7.7
