player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Malik Washington,198729,QB,MARYLAND,1,2.72,2.63,3.95,4.67,67,215,86.4,22,23,7.6,1.86,0,1,4.3,69.6,16,5,15.8,23,34.3,3,6,,,,,67.5,75.8,72.8,,75.2,,,,,,1,0,23,0.0,83.4,0.0,0,0,0,0,0,0,0.0,129,5.6,63.9,36,38,13.5,3.25,0,2,5.3,57.9,22,17,4.3,43,64.2,1,17,,,,,69.2,64.5,75.0,,67.8,,,50.0,,,0,1,43,11.8,101.9,4.7,2,3,0,2,3,2,4.7,330,8.7
Brady Olson,147415,QB,CENT CT ST,1,2.69,2.52,5.5,6.6,65,133,79.5,39,39,6.3,1.91,0,1,2.6,69.2,27,6,12.9,39,60.0,4,13,,,,,68.9,64.4,74.7,,64.0,,,,,,0,0,39,0.0,93.2,0.0,0,0,0,0,1,1,2.6,233,6.0,52.4,21,23,15.0,3.87,0,0,0.0,34.8,8,12,27.3,26,40.0,3,6,,,,,67.9,61.7,73.4,,60.8,,,61.7,,,1,0,27,8.3,59.7,3.8,1,2,0,1,1,1,3.7,78,3.4
Kekoa Visperas,147588,QB,TENN TECH,1,2.77,2.52,3.62,4.3,62,309,69.0,29,29,4.3,1.81,0,0,0.0,65.5,19,2,5.0,29,46.8,1,5,,,,,68.1,52.9,73.6,,52.8,,,,,,0,0,29,0.0,70.6,0.0,0,0,0,0,0,1,3.4,97,3.3,61.1,18,22,16.3,3.62,1,1,4.3,50.0,11,14,0.0,33,53.2,0,9,,,,,9.2,29.5,74.2,,32.3,,,46.0,,,0,2,34,42.9,55.3,18.2,6,5,0,3,1,5,14.7,181,8.2
Max Cutforth,176220,QB,BOISE ST,1,2.89,2.81,5.85,3.8,53,120,75.0,20,20,5.2,1.94,0,0,0.0,60.0,12,2,20.0,20,37.7,3,6,,,,,67.2,41.9,72.5,,42.1,,,,,,0,0,21,0.0,90.4,0.0,0,0,0,0,1,3,14.3,104,5.2,61.5,26,29,10.6,3.58,1,2,6.5,48.3,14,14,12.5,32,60.4,2,10,,,,,68.6,71.1,74.3,,68.8,,,64.2,,,0,0,35,14.3,87.9,6.3,2,1,0,2,1,1,2.9,237,8.2
Jaylen Raynor,172203,QB,ARK STATE,1,2.77,2.61,3.33,5.65,52,113,82.6,23,24,8.6,2.03,1,2,8.0,70.8,17,1,10.5,24,46.2,2,10,,,,,67.7,85.2,73.1,,84.3,,,,,,0,1,25,0.0,103.1,0.0,0,0,0,0,2,1,4.0,182,7.6,72.7,22,23,8.4,3.41,0,2,8.7,65.2,15,7,6.3,28,53.8,1,9,,,,,67.9,77.1,73.5,,73.7,,,67.4,,,1,0,28,42.9,103.7,10.7,3,2,0,0,1,0,0.0,181,7.9
Robby Ashford,131702,QB,WAKE,1,2.9,2.5,4.3,5.8,52,339,88.9,18,18,2.1,1.78,0,1,5.0,72.2,13,1,18.8,18,34.6,3,4,,,,,67.1,76.5,72.4,,75.9,,,,,,0,0,20,0.0,84.5,0.0,0,0,0,0,0,0,0.0,96,5.3,72.7,22,25,14.9,3.6,1,5,18.5,56.0,14,16,12.5,33,63.5,2,15,,,,,68.5,90.9,74.3,,91.4,,,61.9,,,0,1,35,12.5,99.3,6.1,2,6,0,2,2,1,2.9,243,9.7
Ashton Daniels,157259,QB,AUBURN,1,2.95,2.43,3.6,4.75,51,115,65.2,23,24,7.3,1.76,1,0,0.0,54.2,13,3,13.3,24,47.1,2,7,,,,,67.8,55.7,73.3,,55.6,,,,,,0,0,26,0.0,74.3,0.0,0,0,0,0,0,1,3.8,156,6.5,71.4,14,15,12.8,4.01,0,1,6.3,33.3,5,15,50.0,27,52.9,5,7,,,,,68.0,63.5,73.5,,63.7,,,60.7,,,0,1,28,6.7,52.9,3.7,1,11,0,1,1,1,3.6,103,6.9
Tristan Ti'a,204242,QB,OREGON ST,1,2.81,2.36,4.42,5.7,50,265,83.3,24,26,6.5,1.82,1,1,3.7,73.1,19,3,5.0,26,52.0,1,6,,,,,67.9,70.9,73.4,,70.3,,,,,,1,0,27,0.0,82.5,0.0,0,0,0,0,0,0,0.0,122,4.7,66.7,15,15,12.5,3.88,0,0,0.0,60.0,9,14,10.0,24,48.0,1,6,,,,,9.0,28.2,73.4,,33.7,,,34.4,,,0,2,27,42.9,67.5,25.0,6,3,0,0,1,5,18.5,118,7.9
Ryan Browne,174949,QB,PURDUE,1,3.32,3.18,,5.57,50,273,66.7,18,18,7.8,1.88,0,1,5.3,55.6,10,1,16.7,18,36.0,2,6,,,,,67.0,65.8,72.2,,65.4,,,,,,0,0,19,0.0,73.4,0.0,0,0,0,0,0,1,5.3,108,6.0,55.6,27,29,12.2,4.13,0,3,10.0,51.7,15,13,0.0,32,64.0,0,6,,,,,28.6,52.9,74.1,,62.9,,,34.4,,,0,1,33,0.0,49.5,0.0,0,3,0,2,0,2,6.1,130,4.5
Noah Fifita,158722,QB,ARIZONA,1,2.5,2.55,2.7,5.4,49,109,82.6,23,27,6.9,1.97,0,1,3.4,63.0,17,3,10.5,27,55.1,2,9,,,,,68.1,75.2,73.6,,74.5,,,,,,0,0,29,0.0,80.2,0.0,0,0,0,4,0,0,0.0,166,6.1,73.3,15,18,13.6,3.48,1,0,0.0,61.1,11,6,0.0,20,40.8,0,8,,,,,67.2,67.8,72.5,,69.5,,,57.3,,,0,0,21,16.7,99.3,5.0,1,1,0,2,1,0,0.0,120,6.7
