player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jack Chambers,60359,QB,CHARLES SO,1,2.73,2.3,3.34,5.14,81,135,73.5,49,49,4.4,1.76,0,0,0.0,69.4,34,6,5.6,50,61.7,2,19,,69.7,65.9,75.7,65.4,,,0,1,51,16.7,85.6,2.0,1,0,0,0,1,1,2.0,322,6.6,45.5,11,14,22.5,4.3,0,2,13.3,35.7,5,24,0.0,31,38.3,0,10,,68.5,60.5,74.1,51.0,,70.3,0,0,33,33.3,86.3,25.8,8,9,0,3,1,2,6.1,103,7.4
Liam Welch,19897,QB,SAMFORD,1,2.37,2.24,3.45,4.3,81,282,81.6,49,49,6.1,1.79,0,2,3.9,75.5,37,6,7.5,49,60.5,3,16,,69.7,76.9,75.7,76.1,,,0,1,51,0.0,92.3,0.0,0,0,0,0,1,1,2.0,341,7.0,87.0,23,24,9.4,3.36,0,2,8.3,79.2,19,12,5.0,31,38.3,1,15,,29.1,90.6,74.3,85.9,,75.9,0,0,35,16.7,135.9,6.5,2,5,0,1,2,1,2.9,239,10.0
Ren Hefley,101621,QB,PRESBYTERN,1,2.65,2.42,3.38,5.05,72,271,65.7,35,37,7.8,1.77,2,1,2.4,62.2,23,7,0.0,38,52.8,0,11,,69.2,55.0,75.0,54.8,,,0,0,43,14.3,99.7,2.6,1,0,0,0,2,4,9.3,247,6.7,40.9,22,25,18.0,3.63,0,3,11.5,36.0,9,17,0.0,34,47.2,0,9,,29.4,65.6,74.4,63.7,,64.2,0,2,36,29.4,41.1,14.7,5,4,0,3,1,2,5.6,174,7.0
Brennan Armstrong,77696,QB,VIRGINIA,1,3.49,3.14,3.19,7.22,71,335,66.7,21,22,6.5,1.87,0,0,0.0,59.1,13,2,7.1,23,32.4,1,7,,67.7,48.5,73.1,48.5,,,1,1,25,50.0,53.6,4.3,1,0,0,0,0,1,4.0,112,5.1,74.3,35,36,16.2,4.27,0,5,13.5,52.8,19,22,26.9,48,67.6,7,17,,69.6,92.2,75.9,92.6,,62.3,0,0,50,27.3,96.8,12.5,6,6,0,1,2,0,0.0,278,7.7
Will Rogers,124184,QB,MISS STATE,1,2.68,2.51,4.8,4.7,67,227,83.9,31,31,3.9,1.65,0,0,0.0,77.4,24,2,7.7,31,46.3,2,8,,68.4,73.1,74.0,72.5,,,0,0,32,0.0,107.3,0.0,0,0,0,0,2,0,0.0,143,4.6,83.9,31,31,6.8,3.57,0,4,11.8,74.2,23,8,11.5,36,53.7,3,12,,68.9,82.6,74.7,85.4,,55.8,0,1,39,12.5,90.9,2.8,1,4,0,0,1,1,2.6,221,7.1
Rogan Wells,149999,QB,W CAROLINA,1,3.05,2.97,3.08,4.53,65,344,83.3,18,19,4.4,1.94,1,1,5.3,73.7,14,4,6.7,20,30.8,1,8,,23.9,61.5,72.4,61.2,,,0,1,20,25.0,91.8,5.0,1,0,0,0,1,2,10.0,149,7.8,73.7,38,39,10.1,3.54,0,1,2.4,59.0,23,12,17.9,45,69.2,5,15,,35.5,82.5,75.4,85.4,,51.1,0,1,47,25.0,78.7,6.7,3,3,0,1,1,1,2.1,277,7.1
Draylen Ellis,121346,QB,AUSTINPEAY,1,2.53,2.52,2.68,,64,116,71.9,32,33,7.6,1.71,1,0,0.0,69.7,23,1,0.0,34,53.1,0,8,,68.5,53.3,74.3,53.1,,,0,0,35,100.0,96.5,2.9,1,0,0,0,1,1,2.9,208,6.3,36.4,22,27,14.7,3.45,0,0,0.0,29.6,8,8,0.0,30,46.9,0,5,,68.4,41.1,74.0,42.3,,57.0,1,3,32,37.5,2.9,10.0,3,0,0,4,0,2,6.3,100,3.7
Jonah Johnson,138484,QB,NEW MEX ST,1,2.89,2.74,3.23,4.78,57,242,71.4,21,22,5.7,1.94,0,0,0.0,59.1,13,9,13.3,22,38.6,2,8,,67.4,62.4,72.7,62.0,,,0,1,22,0.0,78.0,0.0,0,0,0,1,1,0,0.0,161,7.3,70.8,24,26,6.6,3.6,0,0,0.0,57.7,15,24,11.8,34,59.6,2,7,,68.5,48.0,74.3,38.0,,73.9,0,0,35,12.5,69.9,8.8,3,5,0,2,0,2,5.7,123,4.7
Michael Penix Jr.,82134,QB,INDIANA,1,2.69,2.62,3.6,4.3,57,190,83.3,24,26,7.0,1.92,1,0,0.0,65.4,17,1,15.0,26,45.6,3,10,,68.0,74.2,73.5,73.6,,,0,0,28,0.0,76.8,0.0,0,0,0,1,0,0,0.0,126,4.8,76.9,26,28,12.6,3.33,0,1,3.4,64.3,18,7,10.0,31,54.4,2,14,,68.4,90.2,74.0,90.4,,57.3,0,0,32,28.6,92.4,6.5,2,1,0,2,0,0,0.0,247,8.8
Cam Ward,133244,QB,INCAR WORD,1,2.41,2.19,3.6,5.6,56,189,71.0,31,32,5.4,1.63,1,1,2.9,56.3,18,1,18.2,32,57.1,4,8,,68.5,51.7,74.2,51.6,,,0,0,34,0.0,87.0,0.0,0,0,0,0,1,0,0.0,212,6.6,80.0,15,17,6.9,3.6,0,1,5.9,64.7,11,18,8.3,23,41.1,1,8,,67.5,77.2,72.8,75.1,,65.6,0,0,23,16.7,113.1,13.0,3,3,0,2,1,0,0.0,153,9.0
Davis Cheek,55146,QB,ELON,1,2.43,2.48,,,55,162,73.3,30,32,9.3,1.69,1,6,18.8,62.5,20,4,9.1,32,58.2,2,9,,68.4,91.1,74.0,90.7,,,0,0,32,0.0,90.2,0.0,0,0,0,1,1,0,0.0,197,6.2,94.4,18,22,8.3,3.63,0,2,8.7,72.7,16,11,5.9,22,40.0,1,8,,67.6,92.4,73.1,91.4,,71.0,0,0,25,0.0,127.3,0.0,0,0,0,4,2,0,0.0,181,8.2
Michael Pratt,123229,QB,TULANE,1,2.58,2.38,2.7,5.08,54,319,82.1,28,30,5.9,1.96,1,1,3.1,70.0,21,4,8.7,30,55.6,2,11,,68.4,60.1,74.0,59.8,,,1,0,32,0.0,108.3,0.0,0,0,0,0,2,3,9.4,185,6.2,35.3,17,19,17.1,3.36,1,1,4.8,31.6,6,11,0.0,24,44.4,0,5,,24.1,29.7,73.4,30.1,,51.6,0,2,27,9.1,29.8,4.2,1,4,0,1,1,3,11.1,107,5.6
Kedon Slovis,100580,QB,USC,1,2.83,2.75,3.45,5.5,53,326,85.2,27,27,6.7,1.93,0,1,3.4,77.8,21,2,8.7,27,50.9,2,10,,68.1,85.6,73.6,84.7,,,0,0,29,0.0,115.3,0.0,0,0,0,0,1,0,0.0,235,8.7,60.0,20,23,12.2,3.76,1,0,0.0,43.5,10,10,16.7,26,49.1,2,5,,28.0,32.8,73.7,34.0,,57.3,1,3,30,20.0,20.5,7.7,2,1,0,1,0,4,13.3,120,5.2
