player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Taron Dickens,177946,QB,W CAROLINA,1,2.56,2.25,3.45,4.93,68,344,97.2,36,36,2.8,1.69,0,0,0.0,97.2,35,3,0.0,36,52.9,0,14,,68.8,86.1,74.5,85.1,,,0,0,37,0.0,119.7,0.0,0,0,0,0,3,1,2.7,218,6.1,81.8,22,22,6.8,3.53,0,0,0.0,81.8,18,20,0.0,32,47.1,0,11,,19.1,66.4,74.1,70.0,,55.3,0,0,33,20.0,96.8,12.5,4,6,0,0,0,2,6.1,159,7.2
Ryan Browne,174949,QB,PURDUE,1,2.95,2.66,3.33,5.6,57,273,78.3,23,23,5.7,1.91,0,1,4.2,73.9,17,1,5.6,23,40.4,1,10,,67.6,78.4,73.0,77.7,,,0,0,24,0.0,112.2,0.0,0,0,0,0,1,1,4.2,188,8.2,68.2,22,26,10.6,3.65,1,0,0.0,46.2,12,11,20.0,34,59.6,3,8,,68.6,48.5,74.3,47.5,,59.0,0,0,35,27.3,57.1,8.8,3,5,0,3,0,0,0.0,103,4.0
Jordan Cooke,175116,QB,IDAHO ST,1,2.71,2.72,,3.8,56,186,78.6,28,28,7.1,1.8,0,0,0.0,75.0,21,2,4.5,28,50.0,1,10,,68.2,65.0,73.7,64.6,,,0,0,30,0.0,104.9,0.0,0,0,0,0,1,0,0.0,191,6.8,52.2,23,25,22.9,3.74,1,4,15.4,44.0,11,10,8.3,27,48.2,1,10,,68.0,74.6,73.5,77.3,,52.9,0,1,28,0.0,71.9,0.0,0,2,0,1,1,1,3.6,219,8.8
Tommy Castellanos,158433,QB,FLORIDA ST,1,3.33,3.2,3.35,3.93,56,167,64.7,17,17,6.5,1.93,0,0,0.0,64.7,11,4,0.0,17,30.4,0,5,,67.1,68.7,72.4,68.3,,,0,0,20,0.0,82.2,0.0,0,0,0,0,0,0,0.0,107,6.3,64.0,25,28,12.7,3.93,0,0,0.0,50.0,14,28,12.5,39,69.6,2,16,,69.0,78.0,74.8,75.4,,67.6,2,2,40,7.1,62.4,5.1,2,9,0,1,2,1,2.5,165,5.9
Beau Brungard,164897,QB,YNGTOWN ST,1,3.13,2.61,3.0,6.1,55,353,77.8,18,18,4.3,1.49,0,0,0.0,77.8,14,2,0.0,18,32.7,0,7,,67.1,65.2,72.4,64.8,,,0,0,20,0.0,90.3,0.0,0,0,0,0,0,0,0.0,102,5.7,73.9,23,27,9.6,3.92,0,2,6.9,55.6,15,12,11.8,37,67.3,2,10,,42.9,61.1,74.8,63.6,,56.2,1,0,40,16.7,112.1,5.4,2,8,0,3,3,0,0.0,173,6.4
EJ Colson,190335,QB,INCAR WORD,1,2.69,2.51,3.67,5.2,55,189,75.0,28,28,5.5,1.83,0,0,0.0,75.0,21,3,0.0,29,52.7,0,10,,68.4,56.7,74.0,56.5,,,0,1,32,33.3,84.5,3.4,1,0,0,0,1,1,3.1,154,5.5,88.2,17,18,10.2,3.8,0,3,15.0,77.8,14,11,6.7,25,45.5,1,7,,67.9,82.8,73.4,82.5,,62.0,0,0,27,45.5,101.4,20.0,5,2,0,1,0,0,0.0,150,8.3
Rickie Collins,172474,QB,SYRACUSE,1,2.7,2.27,3.7,5.17,54,304,69.7,33,33,9.5,1.9,0,2,5.9,57.6,19,4,17.4,34,63.0,4,10,,68.6,52.9,74.3,52.9,,,0,1,35,25.0,77.8,2.9,1,0,0,0,1,3,8.6,240,7.3,36.4,11,12,20.6,4.06,0,0,0.0,25.0,3,10,25.0,20,37.0,1,5,,67.4,51.2,72.7,37.4,,67.9,0,2,22,10.0,1.0,5.0,1,7,0,1,0,0,0.0,39,3.3
Miller Moss,70727,QB,LOUISVILLE,1,2.63,2.51,3.74,,53,210,88.9,27,28,6.6,1.93,1,1,3.4,85.7,24,6,0.0,28,52.8,0,12,,68.1,90.1,73.6,89.4,,,0,0,29,0.0,110.0,0.0,0,0,0,0,1,0,0.0,211,7.5,63.2,19,20,8.4,3.41,0,0,0.0,55.0,11,18,8.3,25,47.2,1,6,,26.0,27.7,73.1,27.9,,,1,1,25,27.8,68.3,20.0,5,0,0,0,1,5,20.0,118,5.9
Cason Carswell,206621,QB,W ILLINOIS,1,2.77,2.59,3.93,6.8,53,345,82.1,28,29,6.5,1.82,1,1,3.4,72.4,21,5,8.7,29,54.7,2,8,,68.1,54.9,73.6,54.8,,,0,1,29,0.0,83.7,0.0,0,0,0,0,1,1,3.4,168,5.8,81.3,16,19,9.6,3.92,0,1,5.0,68.4,13,11,0.0,24,45.3,0,6,,26.0,49.4,73.1,50.9,,57.0,0,0,25,36.4,115.9,16.7,4,1,0,3,1,1,4.0,179,9.4
Ty Pennington,185022,QB,N ARIZONA,1,2.97,2.89,2.9,4.27,52,252,76.9,13,13,1.6,1.88,0,0,0.0,69.2,9,0,10.0,13,25.0,1,4,,66.0,75.4,71.0,74.9,,,0,1,13,,46.0,0.0,0,0,0,0,0,0,0.0,57,4.4,74.1,27,35,4.7,3.33,1,0,0.0,54.3,19,14,5.0,39,75.0,1,12,,69.0,62.8,6.0,61.7,,66.9,2,0,40,7.1,66.5,2.6,1,3,0,5,0,0,0.0,161,4.6
