player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Ja'Shawn Scroggins,160545,QB,HOWARD,1,2.94,2.62,3.32,5.4,39,184,57.1,14,14,9.6,2.03,0,0,0.0,57.1,8,5,0.0,14,35.9,0,2,,,,66.2,29.9,71.2,,30.0,,,,,0,2,14,0.0,35.1,0.0,0,0,0,0,0,2,14.3,84,6.0,61.5,13,16,12.9,3.46,0,0,0.0,43.8,7,16,12.5,25,64.1,1,5,,,,68.0,56.7,73.5,,58.3,,56.3,,,1,1,28,37.5,76.0,24.0,6,3,0,2,2,1,3.6,92,5.8
Carson Jones,159807,QB,FURMAN,1,2.64,2.49,3.73,4.1,39,170,85.7,14,17,6.8,1.96,2,2,11.1,64.7,11,9,8.3,17,43.6,1,4,,,,66.8,90.0,72.0,,89.2,,,,,0,0,18,0.0,86.2,0.0,0,0,0,1,0,0,0.0,123,7.2,60.0,15,15,11.9,3.31,0,1,6.3,60.0,9,15,0.0,21,53.8,0,6,,,,67.4,66.8,72.7,,67.1,,59.5,,,0,0,22,26.7,81.3,19.0,4,2,0,0,0,0,0.0,105,7.0
Carson Beck,124010,QB,GEORGIA,1,2.42,2.19,3.04,5.7,39,173,88.9,18,19,1.2,1.59,1,0,0.0,78.9,15,1,6.3,19,48.7,1,4,,,,67.0,69.9,72.2,,69.5,,,,,0,0,19,0.0,88.8,0.0,0,0,0,0,0,0,0.0,101,5.3,75.0,8,12,12.0,3.38,0,0,0.0,41.7,5,12,16.7,19,48.7,1,3,,,,7.8,51.0,72.7,,49.1,,62.0,,,1,1,22,41.7,31.6,26.3,5,2,0,3,0,3,13.6,85,7.1
Paxton DeLaurent,159618,QB,SE MO ST,1,2.54,2.47,,3.85,39,293,62.5,24,24,10.0,1.89,0,1,4.0,50.0,12,4,20.0,24,61.5,3,3,,,,67.7,58.3,73.1,,58.1,,,,,0,1,25,0.0,45.0,0.0,0,0,0,0,0,1,4.0,107,4.5,30.8,13,13,19.1,3.58,0,1,7.1,30.8,4,3,0.0,15,38.5,0,4,,,,66.5,69.2,71.6,,68.0,,62.5,,,0,0,16,0.0,48.9,0.0,0,2,0,0,0,0,0.0,66,5.1
Austin Smith,145763,QB,AUSTINPEAY,1,2.96,2.61,3.1,4.72,39,116,62.5,16,16,7.1,1.94,0,0,0.0,62.5,10,5,0.0,16,41.0,0,8,,,,66.5,69.1,71.6,,68.7,,,,,0,0,16,0.0,120.3,0.0,0,0,0,0,1,0,0.0,174,10.9,66.7,12,15,12.0,3.67,0,1,6.3,46.7,7,10,12.5,23,59.0,1,3,,,,67.6,59.7,73.0,,57.4,,62.1,,,1,0,24,20.0,101.8,8.7,2,6,0,2,1,0,0.0,139,9.3
Camden Coleman,170901,QB,RICHMOND,1,3.03,2.54,4.65,6.25,39,276,58.8,17,17,9.9,1.74,0,0,0.0,58.8,10,1,0.0,17,43.6,0,5,,,,66.8,56.5,72.0,,56.3,,,,,0,0,18,0.0,69.5,0.0,0,0,0,0,0,0,0.0,75,4.4,60.0,15,16,17.9,4.02,0,0,0.0,56.3,9,6,0.0,22,56.4,0,8,,,,67.4,51.6,72.7,,48.1,,63.3,,,0,1,22,33.3,108.6,9.1,2,4,0,1,2,1,4.5,177,11.1
Josh Hoover,127148,QB,TCU,1,2.49,2.13,6.9,6.5,38,305,79.2,24,25,5.3,1.7,1,0,0.0,76.0,19,2,0.0,25,65.8,0,11,,,,67.9,75.7,73.4,,75.0,,,,,0,0,27,0.0,107.9,0.0,0,0,0,0,1,0,0.0,175,7.0,70.0,10,10,14.1,3.99,0,1,9.1,70.0,7,7,0.0,13,34.2,0,4,,,,66.2,76.5,71.2,,76.2,,61.8,,,0,0,14,14.3,106.7,7.7,1,2,0,0,0,1,7.1,111,11.1
Hajj-Malik Williams,102348,QB,UNLV,1,3.19,2.54,2.9,5.49,38,325,64.7,17,17,6.6,1.91,0,0,0.0,47.1,8,2,27.3,18,47.4,3,5,,,,66.8,79.1,72.0,,78.4,,,,,0,0,18,50.0,85.4,5.6,1,0,0,0,1,0,0.0,100,5.9,55.6,9,10,15.6,4.35,1,2,16.7,50.0,5,12,0.0,20,52.6,0,6,,,,67.4,78.9,72.7,,80.8,,63.8,,,0,0,22,16.7,75.0,10.0,2,8,0,0,0,0,0.0,75,7.5
Jace Wilson,149892,QB,TEXAS STHN,1,2.64,2.48,2.82,4.7,38,313,70.6,17,17,6.9,1.88,0,0,0.0,70.6,12,5,0.0,19,50.0,0,6,,,,67.0,58.6,72.2,,58.3,,,,,0,0,19,40.0,106.0,10.5,2,0,0,0,1,1,5.3,104,6.1,33.3,9,11,18.4,3.58,0,0,0.0,27.3,3,12,0.0,18,47.4,0,2,,,,24.2,34.1,72.4,,29.1,,67.0,,,0,0,20,33.3,39.6,22.2,4,3,0,2,0,3,15.0,22,2.0
Jayden Johannsen,108935,QB,MURRAY ST,1,2.37,2.18,3.35,4.6,38,236,60.0,20,20,6.2,1.78,0,1,5.0,60.0,12,6,0.0,20,52.6,0,5,,,,67.1,57.0,72.4,,56.8,,,,,0,0,20,0.0,69.4,0.0,0,0,0,0,0,1,5.0,83,4.2,69.2,13,14,14.1,3.03,1,1,5.9,64.3,9,6,0.0,18,47.4,0,7,,,,67.2,60.3,72.5,,63.7,,52.8,,,0,1,21,33.3,99.1,11.1,2,2,0,0,1,1,4.8,166,11.9
T.J. Smith,156533,QB,N ALABAMA,1,3.08,2.88,4.1,4.7,38,389,85.7,14,14,4.7,1.85,0,1,6.3,85.7,12,4,0.0,15,39.5,0,6,,,,66.7,57.3,71.8,,57.1,,,,,0,1,17,25.0,95.5,6.7,1,0,0,0,1,2,11.8,117,8.4,55.6,18,19,18.8,3.89,0,3,15.0,47.4,9,11,10.0,23,60.5,1,9,,,,67.6,90.8,73.0,,90.3,,67.0,,,0,1,24,9.1,106.8,4.3,1,3,0,1,2,1,4.2,335,17.6
Chandler Morris,122938,QB,N TEXAS,1,2.22,2.21,2.7,,38,251,91.7,24,24,6.3,1.71,0,2,8.0,79.2,19,2,13.6,24,63.2,3,9,,,,67.7,73.2,73.1,,72.6,,,,,0,1,25,0.0,76.7,0.0,0,0,0,0,0,2,8.0,158,6.6,50.0,12,13,14.2,3.09,0,0,0.0,38.5,5,4,16.7,14,36.8,1,1,,,,66.2,40.6,71.2,,40.8,,,,,0,1,14,25.0,20.0,7.1,1,0,0,1,0,1,7.1,56,4.3
Whitt Newbauer,188566,QB,MERCER,1,2.89,2.53,3.25,4.88,37,219,72.2,18,18,3.9,1.88,0,0,0.0,44.4,8,1,38.5,18,48.6,5,1,,,,66.8,58.7,72.0,,58.5,,,,,0,0,18,0.0,51.6,0.0,0,0,0,0,0,0,0.0,53,2.9,63.6,11,12,25.5,3.84,1,2,16.7,58.3,7,4,0.0,19,51.4,0,9,,,,67.0,74.5,72.2,,72.3,,65.5,,,0,0,19,50.0,142.4,10.5,2,5,0,0,3,0,0.0,231,19.3
Dylan Rizk,174360,QB,UCF,1,2.79,2.65,4.43,,37,323,87.0,23,23,6.3,1.97,0,1,4.3,82.6,19,2,5.0,23,62.2,1,9,,,,67.5,88.1,72.8,,87.2,,,,,0,1,23,0.0,79.3,0.0,0,0,0,0,0,1,4.3,170,7.4,55.6,9,11,14.2,4.14,0,0,0.0,45.5,5,8,0.0,14,37.8,0,4,,,,66.4,66.5,71.4,,66.2,,,,,0,0,15,37.5,62.3,21.4,3,0,0,2,0,0,0.0,59,5.4
Zach Calzada,98006,QB,INCAR WORD,1,2.67,2.53,3.3,4.8,37,189,73.7,19,20,5.8,1.96,1,0,0.0,70.0,14,2,0.0,20,54.1,0,8,,,,67.2,56.8,72.5,,56.6,,,,,0,0,21,0.0,120.8,0.0,0,0,0,0,2,0,0.0,130,6.5,64.3,14,14,22.6,3.51,0,3,21.4,64.3,9,4,0.0,17,45.9,0,8,,,,66.7,90.5,71.8,,91.9,,53.1,,,0,0,17,25.0,147.3,5.9,1,2,0,0,3,0,0.0,272,19.4
Kobe Tracy,141317,QB,IDAHO ST,1,2.56,2.56,,,37,186,88.2,17,17,4.8,1.88,0,1,5.6,88.2,15,3,0.0,17,45.9,0,8,,,,66.8,76.6,72.0,,76.0,,,,,0,0,18,0.0,138.0,0.0,0,0,0,0,2,0,0.0,131,7.7,60.0,20,20,16.0,3.15,0,6,30.0,60.0,12,9,0.0,20,54.1,0,9,,,,67.1,94.8,72.4,,94.4,,,,,0,0,20,0.0,130.6,0.0,0,0,0,0,2,0,0.0,217,10.9
Van Weber,193276,QB,ALBANY,1,2.56,2.42,3.1,3.9,36,106,70.0,20,20,7.0,1.85,0,0,0.0,65.0,13,0,7.1,20,55.6,1,6,,,,67.2,40.4,72.5,,40.7,,,,,0,1,21,,62.1,0.0,0,0,0,0,0,2,9.5,128,6.4,63.6,11,12,15.1,3.46,0,1,8.3,58.3,7,7,0.0,16,44.4,0,4,,,,21.8,52.2,71.6,,57.6,,50.9,,,0,0,16,14.3,105.6,6.3,1,3,0,1,1,2,12.5,78,6.5
Nick Minicucci,173617,QB,DELAWARE,1,2.26,2.23,2.8,,36,151,79.2,24,25,4.8,1.69,1,0,0.0,76.0,19,2,0.0,25,69.4,0,5,,,,67.8,69.0,73.3,,68.5,,,,,0,0,26,0.0,93.9,0.0,0,0,0,0,1,0,0.0,91,3.6,66.7,9,9,11.2,3.55,0,0,0.0,66.7,6,4,0.0,11,30.6,0,4,,,,19.6,48.1,70.7,,43.2,,64.3,,,0,0,12,50.0,102.1,18.2,2,0,0,0,0,1,8.3,96,10.7
Derek Robertson,142298,QB,MONMOUTH,1,2.12,2.02,2.7,5.0,36,231,75.0,28,29,7.7,1.74,1,0,0.0,58.6,17,0,19.0,29,80.6,4,10,,,,68.2,83.7,73.7,,82.7,,,,,0,0,30,,102.5,0.0,0,0,0,0,2,1,3.3,199,6.9,0.0,5,5,19.6,3.71,0,0,0.0,0.0,0,3,,7,19.4,0,0,,,,64.9,27.4,69.5,,27.8,,57.3,,,0,0,8,33.3,39.6,14.3,1,1,0,0,0,1,12.5,0,0.0
Jake Retzlaff,70874,QB,BYU,1,2.9,2.78,4.2,,36,128,88.9,9,13,8.4,1.88,4,0,0.0,61.5,8,4,0.0,13,36.1,0,5,,,,66.4,71.6,71.4,,71.2,,,,,0,0,15,0.0,76.4,0.0,0,0,0,0,0,0,0.0,72,5.5,53.3,15,20,20.7,3.48,1,1,4.3,35.0,7,10,12.5,23,63.9,1,6,,,,67.9,53.3,73.4,,53.2,,,,,1,0,27,30.0,61.9,13.0,3,0,0,3,0,1,3.7,147,7.4
Ethan Garbers,131896,QB,UCLA,1,2.85,2.69,,5.65,36,324,100.0,14,15,2.4,1.75,0,0,0.0,86.7,13,3,7.1,15,41.7,1,7,,,,66.4,84.8,71.4,,84.1,,,,,0,0,15,0.0,115.8,0.0,0,0,0,1,1,0,0.0,97,6.5,61.5,13,19,8.8,3.63,1,1,4.8,42.1,8,10,0.0,21,58.3,0,6,,,,25.2,43.3,72.8,,55.3,,34.7,,,0,2,23,0.0,38.4,0.0,0,2,0,5,1,3,13.0,106,5.6
Davin Wydner,163672,QB,W GEORGIA,1,3.37,3.28,,4.85,36,1177,81.8,11,11,6.2,1.99,0,0,0.0,81.8,9,2,0.0,11,30.6,0,2,,,,66.0,60.7,71.0,,60.5,,,,,0,0,13,0.0,121.6,0.0,0,0,0,0,1,0,0.0,65,5.9,45.0,20,23,13.4,3.98,0,1,4.2,39.1,9,9,0.0,25,69.4,0,7,,,,67.8,50.8,73.4,,49.2,,62.0,,,1,1,26,0.0,50.5,0.0,0,2,0,2,1,1,3.8,107,4.7
Tyler Huff,142567,QB,JVILLE ST,1,2.8,2.6,4.1,4.05,36,196,57.9,19,19,9.8,1.85,0,1,4.8,57.9,11,2,0.0,19,52.8,0,8,,,,67.2,57.2,72.5,,57.0,,,,,0,1,21,0.0,74.5,0.0,0,0,0,0,1,2,9.5,130,6.8,40.0,10,12,25.2,3.86,0,1,8.3,25.0,3,10,25.0,17,47.2,1,3,,,,22.4,48.4,71.8,,63.8,,38.9,,,0,0,17,10.0,79.2,5.9,1,4,0,2,1,1,5.9,70,5.8
Jaden Craig,159342,QB,HARVARD,1,3.59,3.42,6.0,5.25,36,179,50.0,12,12,8.4,1.73,0,0,0.0,50.0,6,1,0.0,12,33.3,0,3,,,,66.0,45.1,71.0,,45.3,,,,,0,0,13,0.0,60.1,0.0,0,0,0,0,0,0,0.0,47,3.9,45.0,20,21,21.3,4.52,0,3,13.6,38.1,8,5,11.1,24,66.7,1,7,,,,67.7,64.7,73.1,,67.4,,53.1,,,0,0,25,20.0,104.7,4.2,1,2,0,1,2,3,12.0,197,9.4
Michael Van Buren Jr.,184764,QB,MISS STATE,1,3.13,2.77,3.73,5.65,35,227,44.4,9,11,7.8,1.97,1,0,0.0,36.4,4,2,0.0,11,31.4,0,2,,,,65.6,42.0,70.4,,42.2,,,,,0,1,11,0.0,7.0,0.0,0,0,0,1,0,1,9.1,23,2.1,53.8,13,15,10.8,3.81,0,0,0.0,40.0,6,15,14.3,23,65.7,1,4,,,,67.6,44.8,73.1,,43.6,,57.7,,,1,0,25,26.7,54.6,17.4,4,4,0,1,0,1,4.0,69,4.6
Dillon Gabriel,86272,QB,OREGON,1,2.67,2.61,,4.7,35,264,84.2,19,19,1.5,1.72,0,0,0.0,78.9,15,2,6.3,19,54.3,1,3,,,,67.0,62.1,72.2,,61.8,,,,,0,0,19,0.0,100.7,0.0,0,0,0,0,1,0,0.0,75,3.9,78.6,14,15,10.4,3.79,0,0,0.0,53.3,8,6,27.3,16,45.7,3,7,,,,66.7,81.8,71.8,,78.6,,64.3,,,1,0,17,0.0,116.1,0.0,0,1,0,0,2,0,0.0,108,7.2
Jacob Clark,101628,QB,MO STATE,1,2.42,2.37,2.45,3.9,35,230,94.1,17,17,4.2,1.87,0,1,5.6,88.2,15,3,6.3,18,51.4,1,7,,,,67.0,84.3,72.2,,83.6,,,,,0,0,19,33.3,154.7,5.6,1,0,0,0,2,0,0.0,199,11.7,78.6,14,15,12.5,3.01,0,2,13.3,66.7,10,10,9.1,17,48.6,1,8,,,,66.7,68.6,71.8,,71.4,,56.3,,,1,1,17,10.0,121.5,5.9,1,1,0,0,2,2,11.8,232,15.5
Diego Pavia,156927,QB,VANDERBILT,1,3.09,3.03,2.2,4.0,35,333,71.4,14,14,7.1,1.96,0,0,0.0,71.4,10,5,0.0,15,42.9,0,5,,,,66.4,59.0,71.6,,58.8,,,,,0,0,16,20.0,86.9,6.7,1,0,0,0,0,1,6.3,85,6.1,50.0,12,17,13.9,3.93,1,1,5.6,35.3,6,13,0.0,20,57.1,0,7,,,,67.2,78.8,72.5,,66.8,,81.5,,,1,0,21,0.0,51.3,0.0,0,3,0,3,0,0,0.0,81,4.8
Jackson Berry,147830,QB,SO UTAH,1,2.75,2.67,3.57,,35,298,90.9,11,11,3.9,1.93,0,0,0.0,90.9,10,0,0.0,11,31.4,0,5,,,,65.6,76.0,70.4,,75.5,,,,,0,0,11,,103.0,0.0,0,0,0,0,0,0,0.0,96,8.7,63.2,19,21,13.6,3.12,0,0,0.0,57.1,12,7,0.0,24,68.6,0,6,,,,67.7,63.5,73.1,,63.2,,,,,0,0,25,42.9,93.0,12.5,3,0,0,2,1,0,0.0,138,6.6
John Michalski,177310,QB,SACR HEART,1,2.73,2.57,3.4,4.13,35,280,68.4,19,19,5.8,1.71,0,0,0.0,57.9,11,0,15.4,19,54.3,2,5,,,,67.0,54.0,72.2,,53.9,,,,,0,1,19,,43.8,0.0,0,0,0,0,0,1,5.3,70,3.7,62.5,8,12,17.6,3.94,0,1,8.3,41.7,5,10,0.0,16,45.7,0,2,,,,66.5,53.2,71.6,,53.6,,58.0,,,1,0,16,10.0,77.1,6.3,1,3,0,3,1,1,6.3,34,2.8
Brett Gabbert,97404,QB,MIAMI OH,1,2.75,2.55,3.5,5.55,35,221,66.7,15,15,6.8,1.96,0,0,0.0,60.0,9,2,10.0,15,42.9,1,5,,,,66.4,67.6,71.4,,67.2,,,,,0,0,15,0.0,102.1,0.0,0,0,0,0,1,0,0.0,100,6.7,43.8,16,17,21.4,3.34,0,2,11.1,41.2,7,6,0.0,20,57.1,0,7,,,,67.2,57.5,72.5,,56.3,,61.8,,,0,0,21,16.7,104.8,5.0,1,2,0,1,2,1,4.8,119,7.0
Walker Eget,146170,QB,S JOSE ST,1,2.42,2.42,,,35,285,68.4,19,20,14.5,2.02,1,2,9.1,60.0,12,3,7.7,20,57.1,1,7,,,,67.4,76.7,72.7,,76.0,,,,,0,0,22,0.0,96.7,0.0,0,0,0,0,0,0,0.0,214,10.7,50.0,14,15,28.7,2.95,1,2,11.1,40.0,6,3,14.3,15,42.9,1,6,,,,66.8,77.9,72.0,,77.2,,,,,0,1,18,0.0,80.1,0.0,0,0,0,0,1,1,5.6,181,12.1
Tyler Riddell,102355,QB,GARD-WEBB,1,2.72,2.72,5.6,,35,171,86.7,15,16,0.8,1.89,0,0,0.0,81.3,13,2,0.0,16,45.7,0,5,,,,66.5,78.5,71.6,,78.0,,,,,0,0,16,0.0,117.2,0.0,0,0,0,1,1,0,0.0,114,7.1,80.0,15,17,9.0,3.61,0,0,0.0,70.6,12,7,0.0,18,51.4,0,10,,,,67.0,70.3,72.2,,69.8,,,,,0,0,19,14.3,113.0,5.6,1,0,0,2,0,0,0.0,214,12.6
Alonza Barnett III,156710,QB,JAMES MAD,1,2.78,2.42,3.7,5.25,35,197,93.3,15,16,6.5,1.82,1,3,18.8,75.0,12,2,14.3,16,45.7,2,7,,,,66.5,91.7,71.6,,91.4,,,,,0,0,16,0.0,129.7,0.0,0,0,0,0,1,0,0.0,170,10.6,72.7,11,14,4.3,3.59,0,0,0.0,57.1,8,10,0.0,19,54.3,0,5,,,,67.0,60.4,72.2,,64.1,,55.6,,,1,0,19,10.0,110.4,5.3,1,4,0,2,2,0,0.0,71,5.1
Athan Kaliakmanis,144971,QB,RUTGERS,1,2.83,2.79,3.5,,35,278,69.2,13,13,11.7,2.08,0,0,0.0,61.5,8,2,11.1,13,37.1,1,7,,,,66.4,74.9,71.4,,74.2,,,,,0,0,15,0.0,127.6,0.0,0,0,0,0,2,0,0.0,108,8.3,57.9,19,20,14.2,3.27,0,2,9.5,45.0,9,10,18.2,22,62.9,2,5,,,,67.4,54.8,72.8,,54.7,,,,,1,1,23,20.0,62.9,9.1,2,0,0,0,1,2,8.7,132,6.6
Jack Capaldi,163883,QB,FORDHAM,1,2.9,2.46,4.35,4.93,34,168,75.0,12,13,2.3,1.94,0,0,0.0,61.5,8,1,11.1,13,38.2,1,3,,,,66.4,44.3,71.4,,44.4,,,,,1,0,15,0.0,68.1,0.0,0,0,0,0,0,1,6.7,46,3.5,71.4,14,14,25.9,3.5,0,4,28.6,71.4,10,5,0.0,21,61.8,0,8,,,,24.3,72.1,72.5,,79.5,,47.9,,,0,1,21,80.0,123.5,19.0,4,3,0,0,2,3,14.3,264,18.9
Davis Warren,73940,QB,MICHIGAN,1,3.07,3.01,2.1,6.1,34,222,91.7,12,13,4.1,1.95,1,0,0.0,84.6,11,4,0.0,14,41.2,0,4,,,,17.9,57.2,71.2,,57.0,,,,,0,0,14,25.0,95.5,7.1,1,0,0,0,0,1,7.1,90,6.9,33.3,15,19,11.2,3.86,2,0,0.0,26.3,5,16,0.0,20,58.8,0,3,,,,67.5,33.3,72.8,,34.6,,57.3,,,1,0,23,0.0,39.6,0.0,0,1,0,1,0,1,4.3,47,2.5
Mekhi Hagens,167009,QB,ARKAPB,1,3.01,2.9,2.95,4.75,34,112,60.0,15,15,8.1,1.79,0,0,0.0,53.3,8,5,11.1,16,47.1,1,5,,,,66.7,49.3,71.8,,49.4,,,,,0,1,17,20.0,65.1,6.3,1,0,0,0,1,1,5.9,87,5.8,40.0,10,13,20.9,4.09,0,2,13.3,30.8,4,12,0.0,18,52.9,0,4,,,,23.9,68.0,72.4,,62.3,,70.0,,,1,1,20,25.0,22.0,16.7,3,2,0,2,0,2,10.0,82,6.3
Matthew Schecklman,159420,QB,N IOWA,1,2.91,2.78,3.65,3.6,34,255,86.7,15,16,5.3,1.92,1,0,0.0,62.5,10,5,23.1,17,50.0,3,5,,,,66.7,72.8,71.8,,72.3,,,,,0,0,17,20.0,79.2,5.9,1,0,0,0,0,0,0.0,96,6.0,46.2,13,13,14.2,3.89,0,1,7.7,38.5,5,6,16.7,17,50.0,1,4,,,,22.4,48.4,71.8,,49.6,,57.8,,,0,0,17,50.0,59.8,17.6,3,1,0,0,0,2,11.8,80,6.2
C.J. Henry,155870,QB,DELWARE ST,1,2.68,2.47,3.05,7.3,34,152,81.3,16,16,2.5,1.84,0,0,0.0,81.3,13,1,0.0,17,50.0,0,6,,,,66.7,68.8,71.8,,68.3,,,,,0,0,17,100.0,90.4,5.9,1,0,0,0,0,0,0.0,91,5.7,83.3,12,13,12.8,3.52,0,0,0.0,76.9,10,7,0.0,17,50.0,0,5,,,,66.7,72.0,71.8,,74.2,,57.3,,,0,0,17,42.9,157.9,17.6,3,1,0,1,2,0,0.0,215,16.5
Junior Muratovic,150858,QB,FL A&M,1,2.55,2.35,3.17,4.5,34,164,73.3,15,16,1.7,1.8,0,0,0.0,62.5,10,2,9.1,16,47.1,1,5,,,,66.7,47.3,71.8,,47.3,,,,,0,1,17,0.0,63.5,0.0,0,0,0,1,1,1,5.9,56,3.5,46.2,13,13,15.8,3.22,0,1,7.1,46.2,6,8,0.0,18,52.9,0,4,,,,17.0,48.3,72.5,,46.0,,62.8,,,0,1,21,37.5,41.5,16.7,3,2,0,0,0,2,9.5,103,7.9
Jackson Proctor,148851,QB,DARTMOUTH,1,2.57,2.3,2.7,5.2,34,148,94.4,18,20,2.8,1.93,1,0,0.0,85.0,17,4,0.0,20,58.8,0,7,,,,67.1,72.7,72.4,,72.3,,,,,1,0,20,0.0,109.2,0.0,0,0,0,0,1,0,0.0,124,6.2,40.0,10,10,16.4,3.49,0,1,10.0,40.0,4,6,0.0,14,41.2,0,4,,,,21.0,42.6,71.2,,36.1,,65.2,,,0,0,14,16.7,60.8,7.1,1,3,0,0,0,2,14.3,61,6.1
Drew VanVleet,177653,QB,DAYTON,1,3.07,2.64,3.9,5.05,34,150,92.3,13,13,3.4,1.81,0,0,0.0,84.6,11,2,8.3,13,38.2,1,4,,,,66.2,72.4,71.2,,71.9,,,,,0,0,14,0.0,95.2,0.0,0,0,0,0,0,0,0.0,89,6.8,57.1,7,10,15.1,4.05,0,0,0.0,40.0,4,11,0.0,20,58.8,0,4,,,,24.3,40.9,72.5,,40.5,,56.1,,,0,1,21,54.5,42.9,30.0,6,4,0,3,1,2,9.5,33,3.3
Riley Leonard,143862,QB,NOTRE DAME,1,3.0,2.89,2.75,4.68,34,258,90.0,10,10,7.8,1.95,0,2,20.0,90.0,9,1,0.0,10,29.4,0,6,,,,65.4,92.2,70.1,,91.9,,,,,0,0,10,0.0,152.1,0.0,0,0,0,0,1,0,0.0,134,13.4,66.7,15,17,15.7,3.59,2,0,0.0,29.4,5,10,50.0,23,67.6,5,5,,,,67.8,83.5,73.3,,70.9,,85.9,,,0,0,26,20.0,46.9,8.7,2,4,0,0,0,0,0.0,81,4.8
Tommy Rittenhouse,148028,QB,ILL STATE,1,2.49,2.31,4.2,4.57,34,188,88.9,18,18,5.2,1.92,0,0,0.0,88.9,16,2,0.0,18,52.9,0,7,,,,67.0,77.5,72.2,,76.8,,,,,0,0,19,0.0,97.5,0.0,0,0,0,0,0,0,0.0,133,7.4,54.5,11,11,12.1,3.35,0,1,8.3,54.5,6,3,0.0,15,44.1,0,6,,,,66.5,66.3,71.6,,61.9,,66.7,,,0,0,16,33.3,92.2,6.7,1,3,0,0,0,0,0.0,118,10.7
Jackson Arnold,173684,QB,OKLAHOMA,1,2.97,2.45,3.2,4.92,34,261,68.8,16,16,2.9,2.0,0,0,0.0,68.8,11,1,0.0,17,50.0,0,4,,,,20.2,29.2,72.0,,29.3,,,,,0,0,18,100.0,72.1,5.9,1,0,0,0,0,2,11.1,49,3.1,66.7,6,8,9.8,3.94,1,0,0.0,50.0,4,15,0.0,17,50.0,0,1,,,,19.7,29.5,71.8,,37.3,,43.8,,,0,0,17,20.0,56.3,17.6,3,6,0,1,0,1,5.9,18,2.3
Eric Phoenix,177526,QB,SCAR STATE,1,2.68,2.22,4.4,4.35,33,290,78.9,19,19,8.4,1.78,0,1,5.3,63.2,12,2,20.0,19,57.6,3,6,,,,67.0,86.9,72.2,,86.0,,,,,0,0,19,0.0,134.0,0.0,0,0,0,0,3,0,0.0,181,9.5,66.7,6,7,17.3,3.89,0,1,10.0,57.1,4,9,0.0,14,42.4,0,5,,,,66.7,70.9,71.8,,68.7,,64.5,,,0,0,17,33.3,101.8,21.4,3,4,0,1,0,0,0.0,96,13.7
Maalik Murphy,157302,QB,DUKE,1,2.46,2.42,3.9,,33,154,87.5,16,16,2.5,1.72,0,1,5.9,87.5,14,0,0.0,16,48.5,0,7,,,,66.7,79.7,71.8,,79.1,,,,,0,0,17,,118.2,0.0,0,0,0,0,1,0,0.0,118,7.4,56.3,16,16,18.9,3.16,0,2,12.5,56.3,9,5,0.0,17,51.5,0,4,,,,66.7,85.1,71.8,,84.2,,,,,0,0,17,20.0,101.6,5.9,1,0,0,0,1,0,0.0,122,7.6
Anthony Colandrea,170131,QB,VIRGINIA,1,3.05,2.12,5.68,5.2,33,335,88.2,17,17,2.8,1.77,0,0,0.0,82.4,14,4,6.7,18,54.5,1,6,,,,67.0,69.8,72.2,,69.3,,,,,0,1,19,25.0,88.0,5.6,1,0,0,0,1,1,5.3,107,6.3,33.3,6,7,12.7,4.58,0,1,14.3,28.6,2,10,0.0,15,45.5,0,4,,,,66.5,50.3,71.6,,38.2,,69.9,,,0,1,16,50.0,8.9,33.3,5,3,0,1,0,1,6.3,36,5.1
