player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jameson Wang,148782,QB,CORNELL,1,2.72,2.57,2.45,4.85,60,147,70.4,27,27,7.3,1.91,0,1,3.7,66.7,18,4,5.3,28,46.7,1,11,,,,68.0,50.1,73.5,,50.1,,,,,0,2,28,25.0,89.0,3.6,1,0,0,0,4,2,7.1,147,5.4,66.7,27,27,13.4,3.43,0,0,0.0,55.6,15,10,16.7,32,53.3,3,12,,,,68.7,69.7,74.4,,66.1,,68.8,,,0,1,36,10.0,84.5,3.1,1,4,0,0,1,1,2.8,254,9.4
Fernando Mendoza,158323,QB,CAL,1,2.26,2.18,2.97,4.5,60,130,78.9,38,40,6.6,1.73,0,0,0.0,70.0,28,7,6.7,40,66.7,2,15,,,,69.1,69.9,74.9,,69.3,,,,,1,1,41,0.0,93.1,0.0,0,0,0,1,2,2,4.9,254,6.4,85.7,14,16,8.6,3.31,0,0,0.0,75.0,12,11,0.0,20,33.3,0,9,,,,67.2,81.9,72.8,,78.9,,64.9,,,0,0,21,27.3,98.7,15.0,3,1,0,2,0,0,0.0,131,8.2
Ralph Rucker IV,144625,QB,BUCKNELL,1,2.56,2.34,3.83,5.37,56,125,75.0,24,25,5.3,1.8,1,1,4.0,72.0,18,4,0.0,26,46.4,0,6,,,,67.8,56.6,73.3,,56.4,,,,,0,0,26,25.0,100.9,3.8,1,0,0,0,1,1,3.8,153,6.1,57.1,21,23,17.0,3.34,0,2,8.3,39.1,9,10,25.0,29,51.8,3,9,,,,28.0,64.6,73.9,,63.1,,63.2,,,1,0,31,30.0,94.3,10.3,3,3,0,1,2,4,12.9,169,7.3
Nathan Lamb,98020,QB,W ILLINOIS,1,2.86,2.59,3.5,4.2,55,345,70.6,17,19,6.8,1.89,2,1,5.0,63.2,12,2,0.0,19,34.5,0,6,,,,67.1,74.8,72.4,,74.2,,,,,0,0,20,0.0,75.5,0.0,0,0,0,0,0,0,0.0,95,5.0,59.1,22,26,11.3,3.36,0,0,0.0,46.2,12,15,7.7,36,65.5,1,12,,,,68.8,78.2,74.5,,74.5,,69.3,,,3,0,37,13.3,81.1,5.6,2,8,0,1,1,0,0.0,173,6.7
Kyle McCord,145053,QB,SYRACUSE,1,2.43,2.32,2.73,6.7,53,304,74.3,35,36,9.8,1.91,0,2,5.1,72.2,26,3,0.0,37,69.8,0,16,,,,31.1,81.0,74.8,,80.0,,,,,1,0,40,33.3,120.8,2.7,1,0,0,0,2,2,5.0,346,9.6,62.5,8,12,14.3,3.66,1,0,0.0,41.7,5,11,0.0,16,30.2,0,3,,,,22.4,61.0,71.8,,55.0,,68.3,,,2,0,17,27.3,52.8,18.8,3,1,0,1,0,1,5.9,46,3.8
Pat McQuaide,145792,QB,NICHOLLS,1,2.13,1.93,3.45,4.2,53,243,73.7,38,39,5.1,1.65,1,0,0.0,61.5,24,3,14.3,39,73.6,4,11,,,,69.0,75.3,74.8,,74.6,,,,,0,0,40,0.0,77.0,0.0,0,0,0,0,0,0,0.0,221,5.7,42.9,7,8,15.0,3.44,0,0,0.0,25.0,2,11,33.3,14,26.4,1,2,,,,66.5,50.3,71.6,,47.3,,62.8,,,0,0,16,36.4,40.1,28.6,4,2,0,1,0,0,0.0,25,3.1
Jake Willcox,148649,QB,BROWN,1,2.22,2.12,3.5,4.0,52,123,71.4,35,35,5.5,1.84,0,0,0.0,65.7,23,7,8.0,35,67.3,2,8,,,,68.8,63.4,74.5,,63.0,,,,,0,2,37,0.0,52.8,0.0,0,0,0,0,0,2,5.4,166,4.7,76.9,13,14,11.3,3.01,0,1,6.3,71.4,10,6,0.0,17,32.7,0,7,,,,66.8,72.3,72.2,,67.8,,68.3,,,0,1,19,16.7,87.5,5.9,1,2,0,1,1,1,5.3,107,7.6
Shedeur Sanders,131396,QB,COLORADO,1,3.06,2.51,6.43,5.6,51,143,92.0,25,25,1.9,1.59,0,0,0.0,80.0,20,2,13.0,25,49.0,3,11,,,,67.8,74.4,73.3,,73.9,,,,,0,0,26,0.0,136.8,0.0,0,0,0,0,3,0,0.0,183,7.3,66.7,15,18,8.7,4.47,0,0,0.0,55.6,10,15,0.0,26,51.0,0,7,,,,68.1,52.2,73.6,,49.6,,62.5,,,0,0,29,26.7,73.4,15.4,4,4,0,3,0,0,0.0,108,6.0
Ron Peace,186224,QB,TXAMCO,1,2.54,2.47,3.1,4.07,51,1139,66.7,27,29,10.0,1.73,1,2,6.7,62.1,18,2,0.0,29,56.9,0,10,,,,68.2,77.1,73.7,,76.4,,,,,1,0,30,0.0,100.5,0.0,0,0,0,0,1,0,0.0,245,8.4,45.5,11,16,20.5,3.78,0,2,12.5,25.0,4,13,20.0,21,41.2,1,4,,,,14.1,54.2,72.5,,56.9,,54.5,,,4,0,21,15.4,65.4,9.5,2,3,0,1,1,2,9.5,67,4.2
Max Brosmer,105568,QB,MINNESOTA,1,2.89,2.7,3.0,6.85,51,225,60.0,15,15,7.1,1.95,0,0,0.0,60.0,9,5,0.0,17,33.3,0,2,,,,27.9,47.8,72.0,,47.8,,,,,0,0,18,40.0,90.7,11.8,2,0,0,0,1,0,0.0,59,3.9,73.1,26,30,11.0,3.36,0,1,3.2,60.0,18,13,5.3,34,66.7,1,10,,,,68.5,76.4,74.3,,73.4,,68.3,,,0,0,35,15.4,80.3,5.9,2,2,0,4,0,1,2.9,203,6.8
Sonny Mannino,166694,QB,MARIST,1,2.9,2.57,4.08,5.72,51,213,71.4,21,22,1.8,1.66,1,0,0.0,59.1,13,1,13.3,22,43.1,2,7,,,,67.4,58.8,72.7,,58.5,,,,,0,0,22,0.0,74.1,0.0,0,0,0,0,0,0,0.0,120,5.5,66.7,15,18,18.7,4.12,0,3,15.8,50.0,9,16,10.0,27,52.9,1,10,,,,68.0,89.7,73.5,,78.3,,83.0,,,1,1,28,25.0,57.4,14.8,4,5,0,2,0,1,3.6,159,8.8
Billy Edwards Jr.,144185,QB,MARYLAND,1,2.63,2.35,2.6,4.75,51,215,70.8,24,28,6.3,1.91,4,0,0.0,57.1,16,7,5.9,28,54.9,1,6,,,,68.3,63.2,73.9,,62.8,,,,,0,1,31,0.0,65.3,0.0,0,0,0,0,1,1,3.2,125,4.5,46.2,13,16,13.6,3.52,2,0,0.0,37.5,6,16,0.0,23,45.1,0,6,,,,67.7,51.3,73.3,,51.8,,57.0,,,0,1,26,6.3,28.4,4.3,1,6,0,1,0,1,3.8,81,5.1
Gavin Rutherford,178188,QB,STF AUSTIN,1,2.65,2.31,4.9,4.53,50,301,87.5,24,24,2.3,1.67,0,0,0.0,83.3,20,0,4.8,24,48.0,1,6,,,,67.6,66.9,73.0,,66.5,,,,,0,0,24,,82.6,0.0,0,0,0,0,0,0,0.0,92,3.8,41.2,17,17,16.6,3.71,0,0,0.0,35.3,6,12,14.3,25,50.0,1,7,,,,26.0,43.5,73.1,,38.1,,67.2,,,0,0,25,41.7,56.3,20.0,5,3,0,0,0,1,4.0,101,5.9
Richie Munoz,173668,QB,WEBER ST,1,2.7,2.46,,4.4,50,342,83.3,24,26,3.3,1.63,2,1,3.7,73.1,19,3,5.0,26,52.0,1,11,,,,67.9,70.9,73.4,,70.4,,,,,0,0,27,0.0,114.9,0.0,0,0,0,0,2,0,0.0,164,6.3,61.1,18,18,16.7,3.85,0,2,11.1,50.0,9,9,18.2,24,48.0,2,10,,,,67.6,90.6,73.0,,89.5,,70.7,,,0,0,24,0.0,115.7,0.0,0,6,0,0,2,0,0.0,151,8.4
Behren Morton,144747,QB,TEXAS TECH,1,2.72,2.42,3.43,5.13,50,315,77.8,27,28,5.7,1.95,1,0,0.0,71.4,20,6,4.8,28,56.0,1,11,,,,68.2,67.0,73.7,,66.6,,,,,0,1,30,0.0,107.1,0.0,0,0,0,0,2,2,6.7,246,8.8,45.5,11,12,6.8,3.7,0,0,0.0,33.3,4,16,20.0,22,44.0,1,2,,,,67.4,48.7,73.0,,42.9,,66.4,,,1,0,24,43.8,42.4,31.8,7,3,0,0,0,0,0.0,29,2.4
Danny O'Neil,184200,QB,S DIEGO ST,1,2.84,2.48,4.0,5.15,49,284,82.6,23,23,1.1,1.7,0,0,0.0,78.3,18,0,5.3,23,46.9,1,6,,,,67.7,63.5,73.1,,63.1,,,,,0,0,25,,99.1,0.0,0,0,0,0,1,0,0.0,99,4.3,60.0,15,19,17.3,3.85,1,1,4.3,42.1,8,10,11.1,26,53.1,1,5,,,,68.3,62.4,73.9,,68.9,,51.0,,,1,0,31,10.0,58.2,3.8,1,6,0,2,0,0,0.0,96,5.1
Cam'Ron Ransom,147110,QB,BETH COOK,1,2.36,2.18,3.53,3.8,49,119,64.5,31,31,6.5,1.88,0,1,2.9,61.3,19,3,5.0,32,65.3,1,10,,,,68.7,58.6,74.4,,58.4,,,,,0,0,36,33.3,99.7,3.1,1,0,0,0,2,0,0.0,186,6.0,55.6,9,12,19.0,3.24,0,0,0.0,41.7,5,11,0.0,17,34.7,0,4,,,,67.0,56.1,72.2,,57.4,,57.2,,,0,0,19,27.3,58.0,17.6,3,2,0,3,0,0,0.0,61,5.1
Jalen Kitna,146688,QB,UAB,1,2.7,2.57,3.0,5.17,49,321,77.8,18,19,1.8,1.8,0,0,0.0,68.4,13,2,7.1,19,38.8,1,5,,,,67.0,63.6,72.2,,63.2,,,,,1,1,19,0.0,60.0,0.0,0,0,0,0,0,0,0.0,104,5.5,52.4,21,23,16.5,3.39,0,3,13.0,39.1,9,11,18.2,29,59.2,2,5,,,,68.1,44.8,73.6,,48.4,,50.0,,,1,1,29,27.3,54.4,10.3,3,3,0,1,1,3,10.3,129,5.6
Brady Meitz,149729,QB,STETSON,1,2.37,2.29,3.8,4.7,48,302,66.7,27,27,8.6,1.84,0,1,3.7,63.0,17,4,5.6,27,56.3,1,9,,,,67.9,55.3,73.4,,55.2,,,,,0,2,27,0.0,67.8,0.0,0,0,0,0,1,1,3.7,206,7.6,56.3,16,19,18.4,3.05,0,3,15.0,42.1,8,13,11.1,21,43.8,1,6,,,,67.4,59.0,72.7,,60.5,,57.3,,,2,2,22,7.7,41.9,4.8,1,1,0,1,1,2,9.1,122,6.4
Spencer Petras,82136,QB,UTAH ST,1,2.33,2.33,3.0,3.7,48,329,85.2,27,28,2.6,1.81,1,0,0.0,71.4,20,2,13.0,28,58.3,3,8,,,,68.1,71.1,73.6,,70.6,,,,,0,0,29,0.0,90.6,0.0,0,0,0,0,1,0,0.0,115,4.1,71.4,14,17,10.9,3.22,0,0,0.0,47.1,8,11,20.0,19,39.6,2,5,,,,67.5,44.4,72.8,,41.5,,64.2,,,2,1,23,9.1,59.2,5.3,1,1,0,1,1,2,8.7,93,5.5
Pierce Holley,108981,QB,E ILLINOIS,1,2.88,2.69,3.34,5.1,48,158,75.0,20,20,13.3,2.0,0,3,15.0,65.0,13,4,13.3,22,45.8,2,10,,,,67.4,94.0,72.7,,93.6,,,,,0,0,22,50.0,146.5,9.1,2,0,0,0,3,0,0.0,243,12.2,57.1,14,17,21.7,3.62,1,0,0.0,41.2,7,12,12.5,26,54.2,1,8,,,,68.0,62.9,73.5,,60.3,,64.1,,,0,1,28,66.7,83.6,30.8,8,1,0,2,1,3,10.7,215,12.6
Bryce Archie,156667,QB,USF,1,3.14,3.02,3.5,6.7,48,327,85.7,7,8,4.4,1.79,1,0,0.0,75.0,6,1,0.0,9,18.8,0,3,,,,65.1,66.7,69.8,,66.4,,,,,0,0,9,100.0,100.5,11.1,1,0,0,0,0,0,0.0,69,8.6,74.2,31,35,14.4,3.45,0,2,5.7,57.1,20,16,13.0,39,81.3,3,11,,,,30.3,56.5,74.7,,57.4,,57.3,,,3,2,39,18.8,61.2,7.7,3,1,0,1,1,3,7.7,217,6.2
Grant Jordan,151147,QB,YALE,1,2.48,2.07,6.3,3.95,48,352,78.8,33,33,9.8,1.81,0,4,11.8,75.8,25,0,3.8,33,68.8,1,14,,,,68.5,89.4,74.2,,88.2,,,,,0,0,34,,142.0,0.0,0,0,0,0,4,0,0.0,295,8.9,66.7,6,7,12.7,3.95,1,2,28.6,57.1,4,4,0.0,15,31.3,0,4,,,,66.4,67.1,71.4,,72.8,,57.7,,,0,0,15,50.0,135.1,13.3,2,6,0,0,2,0,0.0,77,11.0
Hank Bachmeier,101284,QB,WAKE,1,3.46,3.19,4.1,4.68,48,339,75.0,4,6,7.0,2.23,2,0,0.0,50.0,3,0,0.0,6,12.5,0,3,,,,64.2,58.6,68.6,,58.5,,,,,0,0,6,,127.8,0.0,0,0,0,0,1,0,0.0,64,10.7,65.4,26,31,12.6,3.64,1,1,2.8,51.6,16,19,5.9,42,87.5,1,14,,,,69.5,68.4,75.5,,63.3,,72.8,,,2,3,47,31.6,44.5,14.3,6,5,0,2,1,2,4.3,210,6.8
Taron Dickens,177946,QB,W CAROLINA,1,2.96,2.55,3.56,4.7,48,344,85.0,20,20,3.3,1.68,0,0,0.0,85.0,17,0,0.0,20,41.7,0,6,,,,67.1,64.9,72.4,,64.6,,,,,0,1,20,,91.3,0.0,0,0,0,0,1,1,5.0,138,6.9,50.0,14,15,17.4,3.88,0,1,6.7,46.7,7,12,0.0,28,58.3,0,7,,,,17.4,42.3,73.5,,49.7,,45.4,,,0,0,28,58.3,67.4,25.0,7,6,0,1,0,2,7.1,95,6.3
Garrett Nussmeier,146757,QB,LSU,1,2.71,2.46,3.3,5.83,47,211,73.9,23,23,4.1,1.77,0,1,4.3,65.2,15,4,11.8,23,48.9,2,6,,,,67.5,64.0,72.8,,63.6,,,,,0,2,23,0.0,55.3,0.0,0,0,0,0,1,1,4.3,114,5.0,70.6,17,19,8.8,3.61,1,0,0.0,63.2,12,12,0.0,24,51.1,0,8,,,,26.7,54.5,73.4,,55.3,,57.0,,,0,0,27,16.7,82.1,8.3,2,3,0,1,0,2,7.4,125,6.6
Brayden Schager,146078,QB,HAWAII,1,3.17,2.86,3.43,5.04,46,180,83.3,12,13,7.8,1.86,0,0,0.0,53.8,7,4,30.0,14,30.4,3,3,,,,66.2,77.9,71.2,,77.4,,,,,1,1,14,25.0,58.2,7.1,1,0,0,0,1,0,0.0,55,4.2,47.1,17,22,26.2,3.75,0,1,4.3,31.8,7,15,12.5,32,69.6,1,7,,,,68.5,47.5,74.2,,41.9,,67.4,,,1,0,34,33.3,101.9,15.6,5,5,0,4,2,1,2.9,227,10.3
E.J. Warner,156185,QB,RICE,1,2.92,2.86,,5.4,46,275,78.3,23,23,8.1,1.99,0,3,12.0,73.9,17,2,5.6,23,50.0,1,9,,,,67.7,90.3,73.1,,90.0,,,,,0,0,25,0.0,106.3,0.0,0,0,0,0,1,0,0.0,155,6.7,70.6,17,22,5.7,3.85,0,1,4.5,54.5,12,11,0.0,23,50.0,0,4,,,,67.5,68.1,72.8,,69.8,,57.3,,,0,0,23,0.0,80.3,0.0,0,1,0,5,1,0,0.0,93,4.2
Brennan Myer,192760,QB,BRYANT,1,2.67,2.45,3.55,5.07,46,124,76.0,25,25,6.2,1.95,0,0,0.0,52.0,13,3,31.6,25,54.3,6,6,,,,67.9,49.6,73.4,,49.6,,,,,0,1,27,0.0,92.2,0.0,0,0,0,0,3,1,3.7,143,5.7,92.3,13,16,10.3,3.51,1,1,5.9,62.5,10,17,16.7,21,45.7,2,9,,,,67.5,88.9,72.8,,90.5,,58.5,,,1,1,23,11.8,77.1,9.5,2,3,0,1,1,1,4.3,108,6.8
CJ Bailey,183349,QB,NC STATE,1,3.1,2.85,2.3,5.22,45,248,54.5,11,14,7.5,2.09,0,0,0.0,35.7,5,6,16.7,15,33.3,1,2,,,,66.4,51.7,71.4,,51.6,,,,,1,0,15,16.7,46.4,6.7,1,0,0,2,0,1,6.7,49,3.5,68.2,22,25,11.0,3.6,0,1,3.6,44.0,11,12,26.7,30,66.7,4,9,,,,28.6,44.0,74.1,,46.9,,51.2,,,2,1,33,0.0,57.9,0.0,0,5,0,1,1,1,3.0,135,5.4
Zach Gibson,100201,QB,GA STATE,1,3.23,3.01,4.4,4.47,44,175,80.0,15,15,0.0,1.86,0,0,0.0,80.0,12,2,0.0,15,34.1,0,3,,,,66.5,66.9,71.6,,66.5,,,,,0,0,16,0.0,115.8,0.0,0,0,0,0,1,0,0.0,97,6.5,76.5,17,22,6.0,3.94,0,0,0.0,54.5,12,18,7.7,29,65.9,1,6,,,,68.2,63.3,73.7,,66.1,,55.3,,,0,0,30,22.2,69.7,13.8,4,3,0,5,0,0,0.0,117,5.3
Cam Ward,133244,QB,MIAMI FL,1,3.2,2.96,4.97,5.3,44,220,87.5,16,16,6.9,1.87,0,0,0.0,87.5,14,1,0.0,16,36.4,0,7,,,,66.7,82.2,71.8,,81.4,,,,,0,0,17,0.0,153.1,0.0,0,0,0,0,2,0,0.0,180,11.3,60.0,20,23,14.4,3.96,1,1,4.0,47.8,11,8,8.3,28,63.6,1,9,,,,16.7,54.2,73.9,,53.1,,61.6,,,0,0,31,37.5,86.9,10.7,3,2,0,2,1,2,6.5,168,7.3
Seth Morgan,103954,QB,NEW HAMP,1,2.42,2.32,2.83,5.3,44,240,74.1,27,28,7.6,1.86,1,0,0.0,67.9,19,3,5.0,29,65.9,1,12,,,,68.2,73.6,73.7,,72.9,,,,,0,0,30,33.3,106.8,3.4,1,0,0,0,2,0,0.0,164,5.9,80.0,10,12,11.7,3.51,0,1,8.3,50.0,6,11,25.0,15,34.1,2,2,,,,66.4,77.1,71.4,,73.5,,64.1,,,1,0,15,18.2,58.0,13.3,2,1,0,1,0,0,0.0,41,3.4
Jackson Akins,191379,QB,CAL POLY,1,2.29,2.13,2.6,5.45,44,129,87.5,32,32,2.7,1.84,0,0,0.0,81.3,26,5,7.1,32,72.7,2,6,,,,68.6,69.6,74.3,,69.0,,,,,0,1,35,0.0,84.2,0.0,0,0,0,0,1,1,2.9,155,4.8,77.8,9,9,14.3,3.49,0,2,22.2,77.8,7,4,0.0,12,27.3,0,6,,,,65.8,90.6,70.7,,91.1,,61.0,,,0,1,12,25.0,79.2,8.3,1,2,0,0,0,1,8.3,130,14.4
Cade Klubnik,156253,QB,CLEMSON,1,2.71,2.45,3.73,4.48,44,140,66.7,24,24,10.0,1.89,0,0,0.0,58.3,14,6,12.5,25,56.8,2,8,,,,27.0,59.6,73.4,,59.3,,,,,0,0,27,16.7,107.1,4.0,1,0,0,0,2,1,3.7,165,6.9,44.4,9,11,17.3,4.0,0,2,18.2,18.2,2,15,50.0,18,40.9,2,5,,,,66.8,71.7,72.0,,67.5,,66.8,,,1,1,18,13.3,36.9,11.1,2,5,0,1,1,1,5.6,46,4.2
Brendan Sorsby,156398,QB,CINCINNATI,1,3.15,2.82,3.7,5.24,44,138,81.3,16,16,6.1,1.78,0,0,0.0,81.3,13,1,0.0,16,36.4,0,7,,,,66.5,53.1,71.6,,53.1,,,,,0,0,16,0.0,97.7,0.0,0,0,0,0,0,1,6.3,119,7.4,70.6,17,20,7.6,3.94,0,0,0.0,60.0,12,10,0.0,28,63.6,0,7,,,,16.0,29.3,73.6,,32.0,,46.2,,,0,1,29,30.0,81.3,10.7,3,5,0,3,1,3,10.3,160,8.0
Rocco Becht,157567,QB,IOWA STATE,1,2.62,2.52,2.85,3.95,43,193,88.2,17,18,7.4,1.91,1,1,5.3,83.3,15,4,0.0,19,44.2,0,10,,,,67.1,90.4,72.4,,90.1,,,,,0,0,20,25.0,151.9,5.3,1,0,0,0,3,0,0.0,197,10.9,56.3,16,19,15.1,3.18,1,2,10.0,47.4,9,12,0.0,24,55.8,0,8,,,,67.7,61.0,73.1,,59.9,,62.0,,,0,1,25,25.0,60.4,12.5,3,2,0,2,0,1,4.0,186,9.8
Maverick McIvor,99476,QB,ABILENE CH,1,2.47,2.43,4.3,,43,100,84.6,26,26,5.2,1.8,0,0,0.0,73.1,19,0,13.6,26,60.5,3,11,,,,67.8,82.0,73.3,,81.2,,,,,0,0,26,,129.8,0.0,0,0,0,0,2,0,0.0,257,9.9,42.9,14,16,15.4,3.49,0,0,0.0,37.5,6,10,0.0,17,39.5,0,5,,,,66.7,66.2,71.8,,65.8,,,,,1,0,17,10.0,79.7,5.9,1,0,0,1,1,0,0.0,98,6.1
Matthew Downing,82120,QB,ELON,1,2.94,2.63,3.57,5.25,43,162,64.7,17,18,12.2,1.92,1,1,5.3,55.6,10,0,9.1,18,41.9,1,8,,,,67.0,71.7,72.2,,71.1,,,,,0,1,19,,94.2,0.0,0,0,0,0,3,1,5.3,127,7.1,64.7,17,18,17.8,3.67,1,4,22.2,50.0,9,6,18.2,25,58.1,2,8,,,,67.7,85.9,73.1,,90.2,,55.5,,,0,0,25,50.0,106.5,12.0,3,4,0,0,1,0,0.0,191,10.6
Skyler Locklear,164027,QB,UTEP,1,2.64,2.21,1.8,5.23,41,330,90.9,22,22,2.8,1.7,0,1,4.3,90.9,20,3,0.0,23,56.1,0,7,,,,67.6,67.8,73.0,,67.3,,,,,0,0,24,33.3,135.6,4.3,1,0,0,0,3,1,4.2,155,7.0,75.0,12,12,19.6,3.86,0,4,30.8,75.0,9,8,0.0,18,43.9,0,8,,,,23.4,90.3,72.2,,96.1,,38.2,,,0,0,19,0.0,144.4,0.0,0,6,0,0,1,1,5.3,176,14.7
Ben Gulbranson,131734,QB,OREGON ST,1,2.85,2.72,3.9,4.3,41,265,66.7,15,16,8.1,1.88,0,0,0.0,62.5,10,3,0.0,16,39.0,0,5,,,,66.7,50.0,71.8,,50.1,,,,,1,0,17,0.0,74.2,0.0,0,0,0,0,0,0,0.0,77,4.8,78.9,19,21,13.3,3.47,0,1,4.2,66.7,14,8,6.7,25,61.0,1,8,,,,68.0,54.9,73.5,,55.8,,57.8,,,0,2,28,37.5,60.7,12.0,3,1,0,2,0,3,10.7,215,10.2
Kasen Weisman,171910,QB,FAU,1,3.46,3.07,,5.73,41,165,73.3,15,16,6.7,2.03,0,1,6.3,56.3,9,6,18.2,16,39.0,2,6,,,,66.5,69.1,71.6,,68.6,,,,,0,1,16,0.0,82.3,0.0,0,0,0,1,2,1,6.3,76,4.8,64.7,17,19,10.5,4.37,0,1,5.3,57.9,11,14,0.0,25,61.0,0,8,,,,67.8,54.7,73.3,,52.9,,60.3,,,0,0,26,0.0,74.9,0.0,0,6,0,2,0,2,7.7,112,5.9
Beau Brungard,164897,QB,YNGTOWN ST,1,3.18,2.72,4.6,4.88,41,353,71.4,14,14,8.5,1.88,0,1,7.1,71.4,10,2,0.0,14,34.1,0,5,,,,66.2,76.9,71.2,,76.3,,,,,0,0,14,0.0,117.6,0.0,0,0,0,0,1,0,0.0,108,7.7,52.9,17,18,16.9,3.86,1,1,5.6,50.0,9,11,0.0,27,65.9,0,11,,,,67.9,47.3,73.4,,34.3,,71.2,,,0,2,27,9.1,40.7,3.7,1,8,0,0,0,3,11.1,158,8.8
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.54,2.27,3.34,4.95,40,224,76.2,21,21,8.0,1.9,0,0,0.0,66.7,14,3,12.5,21,52.5,2,9,,,,67.2,71.3,72.5,,70.8,,,,,0,0,21,0.0,107.0,0.0,0,0,0,0,1,0,0.0,169,8.0,81.8,11,12,12.9,3.25,0,1,8.3,66.7,8,11,11.1,19,47.5,1,7,,,,23.9,72.4,72.4,,64.0,,73.8,,,0,0,20,45.5,118.1,26.3,5,2,0,1,1,1,5.0,94,7.8
Kadin Semonza,174001,QB,BALL ST,1,2.43,2.24,4.15,,40,117,79.2,24,26,6.6,1.81,2,1,3.8,69.2,18,3,5.3,27,67.5,1,9,,,,67.9,76.3,73.4,,75.6,,,,,0,0,27,33.3,103.7,3.7,1,0,0,0,1,0,0.0,194,7.5,50.0,10,10,16.3,3.72,0,1,10.0,50.0,5,10,0.0,13,32.5,0,3,,,,66.0,45.8,71.0,,45.9,,,,,0,2,13,30.0,40.0,23.1,3,0,0,0,0,2,15.4,86,8.6
Jaylen Raynor,172203,QB,ARK STATE,1,2.81,2.53,4.8,4.8,40,113,78.9,19,19,6.6,1.92,0,1,5.3,78.9,15,0,0.0,19,47.5,0,9,,,,67.0,67.7,72.2,,67.3,,,,,0,1,19,,89.0,0.0,0,0,0,0,1,1,5.3,122,6.4,73.3,15,16,9.5,3.61,1,0,0.0,50.0,8,9,27.3,21,52.5,3,5,,,,67.5,64.0,72.8,,62.8,,62.0,,,0,1,23,33.3,30.2,14.3,3,2,0,0,0,1,4.3,45,2.8
Miles Hastings,103943,QB,UC DAVIS,1,2.48,2.44,2.3,4.4,40,322,94.1,17,18,2.4,1.84,1,0,0.0,77.8,14,2,12.5,19,47.5,2,7,,,,67.0,79.7,72.4,,79.2,,,,,0,0,19,50.0,125.7,5.3,1,0,0,0,2,0,0.0,95,5.3,73.7,19,20,6.3,3.06,0,0,0.0,70.0,14,3,0.0,21,52.5,0,7,,,,67.2,70.7,72.8,,72.7,,57.3,,,0,0,21,0.0,105.0,0.0,0,1,0,1,1,1,4.8,134,6.7
Joey Aguilar,174978,QB,APP STATE,1,2.53,2.29,2.43,4.48,39,108,71.4,21,22,10.8,1.88,0,2,8.3,63.6,14,7,6.7,24,61.5,1,8,,,,23.8,78.7,73.3,,78.0,,,,,0,0,26,28.6,104.5,8.3,2,0,0,1,1,1,3.8,181,8.2,33.3,9,10,15.6,3.57,0,1,8.3,30.0,3,10,0.0,15,38.5,0,3,,,,66.7,40.2,71.8,,34.8,,62.3,,,0,2,17,10.0,7.9,6.7,1,4,0,1,0,1,5.9,49,4.9
Quincy Crittendon,149944,QB,SAMFORD,1,2.68,2.42,4.07,4.93,39,282,76.5,17,17,2.7,1.51,0,0,0.0,76.5,13,0,0.0,17,43.6,0,3,,,,66.7,67.9,71.8,,67.5,,,,,0,0,17,,103.1,0.0,0,0,0,0,1,0,0.0,72,4.2,64.3,14,15,10.8,3.76,0,1,6.7,60.0,9,8,0.0,21,53.8,0,3,,,,24.3,45.6,72.5,,50.2,,50.2,,,0,1,21,37.5,50.1,14.3,3,3,0,1,0,2,9.5,93,6.2
