player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Spencer Petras,82136,QB,UTAH ST,1,2.95,2.85,3.73,4.8,64,329,94.7,19,19,4.5,1.85,0,0,0.0,89.5,17,1,5.6,19,29.7,1,9,,67.0,78.5,72.2,77.8,,,0,1,19,0.0,94.7,0.0,0,0,0,0,1,1,5.3,148,7.8,71.4,35,40,10.5,3.42,0,0,0.0,60.0,24,13,4.0,45,70.3,1,16,,69.4,67.6,75.3,66.8,,61.8,1,2,46,23.1,80.5,6.7,3,2,0,4,2,2,4.3,313,7.8
Noah Fifita,158722,QB,ARIZONA,1,3.37,3.11,2.1,6.32,58,109,70.0,20,21,4.0,1.88,1,0,0.0,61.9,13,3,7.1,22,37.9,1,6,,25.2,43.4,72.8,43.4,,,0,1,23,33.3,53.3,4.5,1,0,0,0,0,2,8.7,98,4.7,66.7,21,31,10.6,4.28,1,1,3.0,41.9,13,22,7.1,36,62.1,1,11,,68.9,60.0,74.6,59.8,,59.6,1,2,38,0.0,44.7,0.0,0,5,0,8,1,2,5.3,177,5.7
Billy Edwards Jr.,144185,QB,MARYLAND,1,2.28,2.1,3.5,4.23,57,215,67.6,37,39,8.1,1.78,2,2,5.0,56.4,22,6,12.0,40,70.2,3,12,,69.0,63.3,74.9,62.9,,,0,1,41,16.7,61.2,2.5,1,0,0,0,0,1,2.4,213,5.5,63.6,11,12,17.3,3.47,0,1,7.1,50.0,6,10,14.3,17,29.8,1,5,,67.0,53.0,72.2,58.3,,50.0,1,0,19,20.0,72.2,11.8,2,3,0,0,0,1,5.3,82,6.8
Quincy Casey,104763,QB,W GEORGIA,1,2.5,2.3,2.7,4.52,57,1177,62.2,37,37,10.6,1.82,0,3,7.5,62.2,23,4,0.0,37,64.9,0,14,,69.0,62.6,74.8,62.2,,,0,1,40,0.0,107.0,0.0,0,0,0,0,4,1,2.5,252,6.8,45.5,11,14,15.2,3.76,0,0,0.0,35.7,5,16,0.0,20,35.1,0,5,,67.2,53.9,72.5,54.6,,57.4,2,0,21,6.3,50.3,5.0,1,5,0,1,0,0,0.0,62,4.4
Grant Jordan,151147,QB,YALE,1,2.59,2.16,6.2,5.15,56,352,85.7,35,36,6.5,1.64,1,2,5.1,75.0,27,1,10.0,36,64.3,3,13,,68.9,79.4,74.7,78.5,,,0,0,39,0.0,126.4,0.0,0,0,0,0,3,0,0.0,294,8.2,50.0,10,11,18.2,4.53,0,1,7.7,45.5,5,13,0.0,19,33.9,0,7,,12.4,40.9,72.5,39.7,,56.3,0,0,21,15.4,124.2,10.5,2,6,0,1,2,4,19.0,118,10.7
Sonny Mannino,166694,QB,MARIST,1,2.95,2.6,3.2,5.58,53,213,78.3,23,24,3.9,1.77,1,0,0.0,70.8,17,3,5.6,24,45.3,1,4,,67.6,72.7,73.0,72.2,,,0,0,24,0.0,113.2,0.0,0,0,0,0,3,0,0.0,66,2.8,50.0,18,22,15.5,3.92,0,2,8.3,36.4,8,16,11.1,29,54.7,1,11,,68.3,61.9,73.9,60.5,,61.9,0,1,31,6.3,71.2,3.4,1,6,0,4,2,1,3.2,145,6.6
Garrett Nussmeier,146757,QB,LSU,1,3.1,3.04,,6.0,52,211,78.6,14,14,5.0,1.96,0,1,6.7,71.4,10,2,9.1,14,26.9,1,7,,66.4,82.0,71.4,81.3,,,0,0,15,0.0,138.4,0.0,0,0,0,0,2,0,0.0,125,8.9,38.2,34,37,19.6,3.52,0,2,5.0,32.4,12,17,7.7,38,73.1,1,11,,69.1,63.7,74.9,61.6,,64.9,1,2,41,0.0,39.5,0.0,0,1,0,2,1,2,4.9,212,5.7
Pierce Holley,108981,QB,E ILLINOIS,1,2.55,2.35,2.85,5.4,51,158,69.0,29,30,4.4,1.87,1,1,3.3,66.7,20,7,0.0,31,60.8,0,10,,68.2,56.2,73.9,56.0,,,0,1,31,14.3,84.4,3.2,1,0,0,0,1,1,3.2,213,7.1,50.0,14,16,13.4,3.6,2,2,11.8,43.8,7,11,0.0,20,39.2,0,2,,67.2,46.6,72.5,40.8,,66.8,0,1,21,9.1,32.0,5.0,1,3,0,0,0,3,14.3,75,4.7
Anthony Colandrea,170131,QB,VIRGINIA,1,2.76,2.59,2.87,5.23,51,335,66.7,21,21,4.0,1.83,0,0,0.0,61.9,13,5,7.1,22,43.1,1,3,,67.4,56.0,72.7,55.8,,,0,0,22,20.0,93.4,4.5,1,0,0,0,1,0,0.0,120,5.7,61.9,21,24,9.1,3.48,0,1,3.8,54.2,13,17,0.0,29,56.9,0,9,,68.3,61.7,73.9,61.8,,59.2,0,0,31,11.8,74.8,6.9,2,3,0,3,0,1,3.2,159,6.6
Owen McCown,157688,QB,UTSA,1,2.5,2.11,2.8,5.15,51,331,71.0,31,31,5.9,1.74,0,2,6.3,67.7,21,6,4.5,31,60.8,1,7,,68.4,67.5,74.0,67.1,,,0,0,32,0.0,85.6,0.0,0,0,0,0,1,1,3.1,121,3.9,70.0,10,12,13.4,3.68,0,2,16.7,58.3,7,9,0.0,20,39.2,0,7,,67.1,82.4,72.4,85.0,,63.1,0,0,20,22.2,133.0,10.0,2,6,0,2,2,0,0.0,123,10.3
