player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Johnathan Bennett,104158,QB,LIBERTY,1,2.93,2.93,,,18,206,60.0,5,5,11.6,1.94,0,0,0.0,60.0,3,1,0.0,5,27.8,0,1,,,,,64.6,46.8,69.1,,46.9,,,,,,0,0,7,0.0,67.9,0.0,0,0,0,0,0,0,0.0,19,3.8,36.4,11,13,18.5,3.32,0,1,7.1,30.8,4,9,0.0,13,72.2,0,2,,,,,66.2,58.2,71.2,,58.0,,,,,,1,0,14,0.0,75.5,0.0,0,0,0,1,1,0,0.0,69,5.3
Cody Orgeron,23693,QB,MCNEESE,1,3.3,2.74,3.4,4.93,18,217,80.0,5,5,6.4,1.88,0,0,0.0,80.0,4,0,0.0,5,27.8,0,2,,,,,63.8,73.1,68.1,,72.6,,,,,,0,0,5,,94.2,0.0,0,0,0,0,0,0,0.0,33,6.6,100.0,7,7,9.3,3.85,0,0,0.0,85.7,6,6,14.3,13,72.2,1,7,,,,,66.0,92.8,71.0,,92.8,,,68.7,,,0,0,13,33.3,158.3,15.4,2,4,0,0,1,0,0.0,106,15.1
Timmy McClain,144488,QB,USF,1,2.75,2.32,,5.53,17,327,100.0,7,7,-1.7,1.13,0,0,0.0,85.7,6,0,14.3,7,41.2,1,2,,,,,64.6,62.0,69.1,,61.8,,,,,,0,0,7,,91.7,0.0,0,0,0,0,0,0,0.0,42,6.0,66.7,6,6,13.0,4.31,0,0,0.0,66.7,4,3,0.0,9,52.9,0,3,,,,,65.4,63.6,70.1,,71.5,,,54.2,,,0,0,10,0.0,117.4,0.0,0,3,0,0,1,0,0.0,29,4.8
Matthew Sluka,143059,QB,HOLY CROSS,1,3.16,2.38,4.05,5.7,17,181,75.0,8,8,5.3,1.91,0,0,0.0,75.0,6,1,0.0,9,52.9,0,2,,,,,65.1,57.6,69.8,,57.5,,,,,,0,1,9,100.0,48.4,11.1,1,0,0,0,0,1,11.1,45,5.6,50.0,4,4,18.0,4.58,0,0,0.0,25.0,1,4,50.0,8,47.1,1,3,,,,,64.9,74.8,69.5,,72.4,,,64.7,,,0,0,8,25.0,44.8,12.5,1,3,0,0,0,0,0.0,17,4.3
Tai Lavatai,121854,QB,NAVY,1,2.59,2.33,2.6,6.4,17,237,87.5,8,8,5.4,1.9,0,0,0.0,87.5,7,1,0.0,8,47.1,0,3,,,,,65.4,65.5,70.1,,65.2,,,,,,0,0,10,0.0,101.0,0.0,0,0,0,0,0,1,10.0,66,8.3,66.7,6,7,6.2,3.2,0,0,0.0,57.1,4,4,0.0,9,52.9,0,2,,,,,65.1,48.1,69.8,,50.7,,,57.3,,,0,1,9,25.0,39.9,11.1,1,1,0,1,0,1,11.1,50,7.1
Xavier Shepherd,104767,QB,KENNESAW,1,2.83,2.34,,5.1,17,200,75.0,8,8,9.5,2.0,0,0,0.0,75.0,6,0,0.0,8,47.1,0,3,,,,,64.9,70.6,69.5,,70.2,,,,,,0,0,8,,150.0,0.0,0,0,0,0,2,0,0.0,88,11.0,33.3,6,6,15.0,3.57,0,0,0.0,33.3,2,2,0.0,9,52.9,0,2,,,,,65.1,44.6,69.8,,52.1,,,50.2,,,0,0,9,0.0,46.5,0.0,0,3,0,0,0,0,0.0,24,4.0
Joey Carino,142211,QB,ALBANY,1,2.75,2.54,3.2,5.3,16,106,87.5,8,9,6.9,2.01,0,0,0.0,44.4,4,2,42.9,9,56.3,3,1,,,,,65.1,64.3,69.8,,64.0,,,,,,1,0,9,0.0,51.6,0.0,0,0,0,0,0,0,0.0,27,3.0,60.0,5,5,17.0,3.7,0,0,0.0,60.0,3,2,0.0,7,43.8,0,1,,,,,64.6,53.9,69.1,,56.3,,,57.8,,,0,0,7,50.0,72.9,14.3,1,1,0,0,0,0,0.0,25,5.0
Jeff Undercuffler,78501,QB,ALBANY,1,2.77,2.59,2.9,5.2,16,106,50.0,4,4,13.3,2.1,0,0,0.0,50.0,2,0,0.0,4,25.0,0,2,,,,,64.2,51.8,68.6,,51.8,,,,,,0,0,6,,116.7,0.0,0,0,0,0,1,0,0.0,32,8.0,70.0,10,10,9.6,2.99,0,0,0.0,50.0,5,2,28.6,12,75.0,2,2,,,,,65.8,67.5,70.7,,63.1,,,64.3,,,0,0,12,50.0,68.8,8.3,1,1,0,0,0,0,0.0,60,6.0
Lucas Johnson,40551,QB,S DIEGO ST,1,2.18,1.92,3.5,4.2,15,284,91.7,12,12,2.0,1.77,0,0,0.0,91.7,11,1,0.0,12,80.0,0,3,,,,,65.8,71.1,70.7,,70.6,,,,,,0,0,12,0.0,91.7,0.0,0,0,0,0,0,0,0.0,72,6.0,0.0,1,1,30.0,3.83,0,0,0.0,0.0,0,3,,3,20.0,0,0,,,,,63.3,55.8,67.4,,45.9,,,64.1,,,0,0,4,33.3,39.6,33.3,1,1,0,0,0,0,0.0,0,0.0
Darius Wilson,148492,QB,WM & MARY,1,3.42,2.74,4.2,7.1,15,348,50.0,4,4,4.8,1.95,0,0,0.0,50.0,2,0,0.0,4,26.7,0,2,,,,,63.3,66.8,67.4,,66.6,,,,,,0,1,4,,42.7,0.0,0,0,0,0,0,0,0.0,37,9.3,75.0,8,8,14.4,3.95,0,1,11.1,62.5,5,6,16.7,11,73.3,1,6,,,,,65.8,75.3,70.7,,68.7,,,70.0,,,0,0,12,16.7,145.8,9.1,1,2,0,0,1,0,0.0,127,15.9
Jordan Travis,77615,QB,FLORIDA ST,1,4.05,3.22,5.5,5.78,15,167,80.0,5,5,5.6,2.18,0,0,0.0,60.0,3,1,25.0,5,33.3,1,3,,,,,63.8,72.1,68.1,,71.7,,,,,,0,0,5,0.0,104.2,0.0,0,0,0,0,0,0,0.0,83,16.6,40.0,5,5,21.6,4.99,0,1,16.7,40.0,2,5,0.0,10,66.7,0,3,,,,,18.5,55.1,70.4,,65.9,,,49.6,,,0,0,11,20.0,68.8,10.0,1,4,0,0,0,1,9.1,40,8.0
Jason Brown,109060,QB,S CAROLINA,1,3.07,2.8,,6.8,15,289,85.7,7,7,5.0,1.87,0,0,0.0,71.4,5,1,16.7,7,46.7,1,3,,,,,64.6,75.6,69.1,,75.1,,,,,,0,1,7,0.0,48.2,0.0,0,0,0,0,0,0,0.0,44,6.3,50.0,6,7,21.0,4.11,0,1,12.5,42.9,3,3,0.0,8,53.3,0,4,,,,,65.1,55.7,69.8,,50.5,,,64.1,,,0,1,9,0.0,61.6,0.0,0,1,0,1,1,1,11.1,40,5.7
Jaalon Frazier,60391,QB,WAGNER,1,2.53,2.33,,3.33,15,338,25.0,4,5,12.0,2.0,0,1,16.7,20.0,1,3,0.0,5,33.3,0,1,,,,,64.2,46.8,68.6,,47.0,,,,,,1,1,6,0.0,17.5,0.0,0,0,0,0,0,1,16.7,36,7.2,57.1,7,7,10.0,2.79,0,1,14.3,42.9,3,7,25.0,10,66.7,1,3,,,,,65.4,71.3,70.1,,67.8,,,65.2,,,0,0,10,0.0,64.6,0.0,0,3,0,0,0,1,10.0,45,6.4
Kasim Hill,60444,QB,RHODE ISLD,1,2.48,2.21,3.4,5.1,15,274,66.7,9,9,9.6,1.88,0,0,0.0,44.4,4,2,33.3,9,60.0,2,2,,,,,65.1,63.5,69.8,,63.2,,,,,,0,0,9,0.0,51.6,0.0,0,0,0,0,0,0,0.0,22,2.4,0.0,4,4,18.5,3.38,0,0,0.0,0.0,0,3,,6,40.0,0,0,,,,,64.2,46.9,68.6,,49.7,,,57.3,,,0,1,6,33.3,0.0,16.7,1,1,0,0,0,0,0.0,0,0.0
Jalen Dummett,139376,QB,LAMAR,1,3.01,2.33,2.8,4.26,15,204,80.0,5,5,4.0,1.94,0,0,0.0,80.0,4,2,0.0,5,33.3,0,2,,,,,63.8,83.7,68.1,,83.1,,,,,,0,0,5,0.0,97.5,0.0,0,0,0,0,0,0,0.0,37,7.4,0.0,3,4,21.0,3.54,0,0,0.0,0.0,0,6,,10,66.7,0,3,,,,,17.6,70.3,70.1,,28.7,,,88.3,,,1,0,10,16.7,39.6,10.0,1,5,0,0,0,1,10.0,0,0.0
Richie Kenney,91723,QB,CORNELL,1,2.73,2.57,4.8,,14,147,80.0,5,5,9.6,1.94,0,1,20.0,80.0,4,0,0.0,5,35.7,0,1,,,,,63.8,70.7,68.1,,70.3,,,,,,0,0,5,,142.1,0.0,0,0,0,0,1,0,0.0,43,8.6,50.0,8,8,25.4,3.17,0,0,0.0,25.0,2,3,50.0,9,64.3,2,2,,,,,16.7,29.2,69.8,,29.4,,,,,,0,0,9,33.3,61.5,11.1,1,0,0,0,0,1,11.1,66,8.3
N'Kosi Perry,60446,QB,FAU,1,2.85,2.27,5.0,4.95,14,165,100.0,7,7,2.6,1.56,0,0,0.0,100.0,7,0,0.0,7,50.0,0,6,,,,,64.6,81.2,69.1,,80.7,,,,,,0,0,7,,158.3,0.0,0,0,0,0,2,0,0.0,171,24.4,50.0,4,4,25.8,4.14,0,1,25.0,50.0,2,2,0.0,7,50.0,0,3,,,,,64.6,75.9,69.1,,76.7,,,61.4,,,0,0,7,50.0,135.4,14.3,1,2,0,0,1,0,0.0,54,13.5
Grant Breneman,64179,QB,COLGATE,1,2.48,2.13,2.9,4.0,13,142,50.0,6,6,6.5,1.82,0,0,0.0,33.3,2,1,33.3,6,46.2,1,0,,,,,64.2,47.0,68.6,,47.1,,,,,,0,1,6,0.0,2.8,0.0,0,0,0,0,0,0,0.0,6,1.0,25.0,4,4,19.5,3.04,0,0,0.0,25.0,1,4,0.0,7,53.8,0,1,,,,,64.6,41.9,69.1,,47.0,,,52.8,,,0,1,7,25.0,20.8,14.3,1,2,0,0,0,0,0.0,32,8.0
Brandon Robinson,82141,QB,RHODE ISLD,1,3.05,2.56,2.0,6.0,13,274,75.0,4,4,3.0,1.74,0,0,0.0,75.0,3,1,0.0,5,38.5,0,0,,,,,63.8,61.7,68.1,,61.5,,,,,,0,0,5,100.0,86.5,20.0,1,0,0,0,0,0,0.0,21,5.3,60.0,5,6,13.0,3.86,1,0,0.0,50.0,3,3,0.0,8,61.5,0,0,,,,,64.9,54.8,69.5,,49.6,,,63.5,,,0,0,8,0.0,56.3,0.0,0,2,0,0,0,0,0.0,15,2.5
James Foster,83563,QB,CHARLOTTE,1,2.95,2.57,6.3,3.7,13,136,42.9,7,7,9.4,2.03,0,0,0.0,42.9,3,3,0.0,7,53.8,0,1,,,,,64.6,45.7,69.1,,45.9,,,,,,0,0,7,0.0,53.9,0.0,0,0,0,0,0,0,0.0,27,3.9,100.0,4,4,12.3,4.02,0,0,0.0,50.0,2,2,50.0,6,46.2,2,1,,,,,64.2,63.6,68.6,,68.7,,,57.0,,,0,0,6,50.0,72.9,16.7,1,1,0,0,0,0,0.0,28,7.0
Garrett Nussmeier,146757,QB,LSU,1,2.95,2.92,3.3,,13,211,66.7,6,6,13.7,2.13,0,1,16.7,66.7,4,0,0.0,6,46.2,0,3,,,,,64.2,78.8,68.6,,78.3,,,,,,0,0,6,,102.1,0.0,0,0,0,0,0,0,0.0,64,10.7,60.0,5,6,18.8,3.64,0,2,33.3,50.0,3,2,0.0,7,53.8,0,2,,,,,64.6,72.0,69.1,,71.6,,,,,,0,0,7,50.0,110.4,14.3,1,0,0,1,1,0,0.0,39,6.5
Jaylan Adams,89133,QB,CITADEL,1,3.16,2.99,3.2,4.8,13,139,100.0,3,3,2.7,2.23,0,0,0.0,66.7,2,0,33.3,3,23.1,1,1,,,,,62.7,72.9,66.6,,72.5,,,,,,0,0,3,,71.5,0.0,0,0,0,0,0,0,0.0,10,3.3,50.0,6,7,31.3,3.44,1,3,42.9,42.9,3,5,0.0,10,76.9,0,4,,,,,65.4,91.2,70.1,,90.3,,,64.2,,,0,0,10,40.0,89.9,20.0,2,1,0,0,0,1,10.0,117,16.7
Jabari Laws,82085,QB,ARMY,1,2.44,2.34,3.6,,12,114,100.0,7,7,10.3,2.07,0,0,0.0,100.0,7,0,0.0,7,58.3,0,2,,,,,64.6,62.3,69.1,,62.1,,,,,,0,0,7,,157.4,0.0,0,0,0,0,2,0,0.0,86,12.3,75.0,4,4,24.8,2.96,0,2,40.0,50.0,2,2,33.3,5,41.7,1,2,,,,,64.2,92.4,68.6,,92.1,,,,,,0,0,6,50.0,135.4,20.0,1,0,0,0,1,0,0.0,54,13.5
Jameson Wang,148782,QB,CORNELL,1,2.92,2.77,,4.5,12,147,100.0,7,7,7.0,2.19,0,1,11.1,85.7,6,1,14.3,7,58.3,1,4,,,,,65.1,80.5,69.8,,79.9,,,,,,0,0,9,0.0,154.5,0.0,0,0,0,0,1,0,0.0,81,11.6,50.0,4,4,13.5,3.94,0,0,0.0,50.0,2,3,0.0,5,41.7,0,2,,,,,63.8,36.1,68.1,,37.4,,,57.8,,,0,1,5,0.0,86.5,0.0,0,1,0,0,1,1,20.0,41,10.3
Tanner Morgan,55239,QB,MINNESOTA,1,2.46,2.46,,,12,225,66.7,6,6,6.2,2.03,0,0,0.0,50.0,3,0,25.0,6,50.0,1,2,,,,,64.2,64.0,68.6,,63.7,,,,,,0,0,6,,60.4,0.0,0,0,0,0,0,0,0.0,24,4.0,83.3,6,6,7.8,2.88,0,0,0.0,83.3,5,2,0.0,6,50.0,0,4,,,,,64.9,72.8,69.5,,72.4,,,,,,0,0,8,0.0,118.8,0.0,0,0,0,0,0,0,0.0,101,16.8
Graham Mertz,97994,QB,WISCONSIN,1,2.53,2.0,2.8,4.35,12,349,85.7,7,8,5.9,2.0,0,0,0.0,62.5,5,1,16.7,8,66.7,1,3,,,,,64.9,79.6,69.5,,79.1,,,,,,0,0,8,0.0,81.3,0.0,0,0,0,1,0,0,0.0,52,6.5,,0,0,,3.58,0,0,,,0,4,,4,33.3,0,1,,,,,62.7,58.3,67.4,,56.0,,,61.6,,,0,0,4,50.0,0.0,50.0,2,2,0,0,0,0,0.0,0,
Devin Black,78526,QB,BETH COOK,1,2.88,1.87,3.93,4.8,12,119,28.6,7,7,13.6,1.87,0,0,0.0,28.6,2,4,0.0,7,58.3,0,2,,,,,64.9,27.6,69.5,,27.9,,,,,,0,1,8,0.0,7.1,0.0,0,0,0,0,0,1,12.5,33,4.7,,0,0,,4.28,0,0,0.0,,0,4,,5,41.7,0,1,,,,,13.4,59.2,68.6,,55.6,,,62.0,,,0,0,6,75.0,0.0,60.0,3,2,0,0,0,1,16.7,0,
Zamar Wise,128106,QB,UMASS,1,2.88,2.33,3.38,4.2,11,216,50.0,2,2,-3.5,1.35,0,0,0.0,50.0,1,0,0.0,2,18.2,0,0,,,,,61.8,54.4,65.5,,54.6,,,,,,0,0,2,,62.5,0.0,0,0,0,0,0,0,0.0,9,4.5,50.0,4,4,3.8,3.22,0,0,0.0,50.0,2,4,0.0,9,81.8,0,1,,,,,65.1,40.8,69.8,,43.1,,,57.3,,,0,0,9,100.0,56.3,44.4,4,1,0,0,0,0,0.0,10,2.5
Donaven McCulley,144829,QB,INDIANA,1,3.62,3.47,3.3,4.55,11,190,0.0,1,1,40.0,2.35,0,0,0.0,0.0,0,0,,2,18.2,0,0,,,,,61.8,38.9,65.5,,39.4,,,,,,0,0,2,,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,33.3,3,5,30.7,3.9,0,0,0.0,20.0,1,5,0.0,9,81.8,0,1,,,,,65.4,45.8,70.1,,50.9,,,52.9,,,0,0,10,40.0,52.1,22.2,2,2,0,2,0,0,0.0,30,6.0
Marco Siderman,143060,QB,HOLY CROSS,1,2.2,2.2,,,11,181,75.0,8,8,7.6,1.99,0,0,0.0,75.0,6,2,0.0,8,72.7,0,2,,,,,64.9,86.7,69.5,,86.0,,,,,,0,0,8,0.0,81.3,0.0,0,0,0,0,0,0,0.0,32,4.0,66.7,3,3,8.0,2.77,0,0,0.0,33.3,1,0,50.0,3,27.3,1,0,,,,,62.7,51.0,66.6,,51.1,,,,,,0,0,3,,45.1,0.0,0,0,0,0,0,0,0.0,11,3.7
Jack Tuttle,83580,QB,INDIANA,1,3.18,2.64,3.67,5.5,11,190,100.0,4,4,9.5,2.04,0,0,0.0,100.0,4,3,0.0,5,45.5,0,4,,,,,63.3,59.3,68.1,,59.1,,,,,,0,0,5,33.3,149.0,20.0,1,0,0,0,1,1,20.0,41,10.3,0.0,2,3,20.5,4.13,0,0,0.0,0.0,0,5,,6,54.5,0,0,,,,,64.2,46.4,68.6,,49.8,,,57.3,,,0,0,6,40.0,39.6,33.3,2,1,0,1,0,0,0.0,0,0.0
Isaiah Chavez,128257,QB,NEW MEXICO,1,2.11,2.32,,,11,241,100.0,4,4,-4.3,0.73,0,0,0.0,100.0,4,0,0.0,4,36.4,0,1,,,,,63.3,64.9,67.4,,64.7,,,,,,0,0,4,,84.4,0.0,0,0,0,0,0,0,0.0,17,4.3,100.0,5,6,6.8,3.38,0,0,0.0,83.3,5,3,0.0,6,54.5,0,3,,,,,64.2,82.7,68.6,,82.1,,,,,,0,0,6,0.0,158.3,0.0,0,0,0,1,1,0,0.0,98,16.3
Zachary Yeager,150544,QB,NC A&T,1,3.06,2.65,,4.7,10,246,60.0,5,5,9.6,1.98,0,0,0.0,40.0,2,1,33.3,5,50.0,1,1,,,,,63.8,42.3,68.1,,42.5,,,,,,0,0,5,0.0,52.1,0.0,0,0,0,0,0,0,0.0,20,4.0,66.7,3,3,14.7,4.14,0,0,0.0,66.7,2,1,0.0,5,50.0,0,3,,,,,63.8,75.1,68.1,,60.6,,,71.1,,,0,0,5,0.0,84.0,0.0,0,2,0,0,0,0,0.0,19,6.3
Warren Bryan,101291,QB,AIR FORCE,1,3.46,2.54,3.7,6.55,10,101,50.0,2,2,11.5,1.35,0,0,0.0,50.0,1,0,0.0,2,20.0,0,1,,,,,62.7,75.6,66.6,,75.1,,,,,,0,0,3,,110.4,0.0,0,0,0,0,1,0,0.0,13,6.5,40.0,5,5,27.8,3.99,0,1,20.0,40.0,2,4,0.0,8,80.0,0,3,,,,,64.9,70.1,69.5,,68.8,,,62.5,,,0,0,8,25.0,72.9,12.5,1,2,0,0,0,0,0.0,45,9.0
Cam Miller,125299,QB,N DAK ST,1,2.63,2.53,3.5,,10,250,80.0,5,5,2.6,1.82,0,1,20.0,80.0,4,1,0.0,5,50.0,0,1,,,,,63.8,80.9,68.1,,80.4,,,,,,0,0,5,0.0,136.3,0.0,0,0,0,0,1,0,0.0,36,7.2,75.0,4,4,29.0,3.44,0,1,16.7,75.0,3,2,0.0,5,50.0,0,3,,,,,64.6,92.2,69.1,,91.9,,,,,,0,0,7,50.0,156.3,20.0,1,0,0,0,1,0,0.0,76,19.0
Louis Colosimo,64186,QB,DAVIDSON,1,2.31,2.31,,,10,149,71.4,7,7,19.6,2.04,0,2,28.6,57.1,4,0,20.0,7,70.0,1,3,,,,,64.6,90.3,69.1,,90.1,,,,,,0,0,7,,135.7,0.0,0,0,0,0,1,0,0.0,78,11.1,100.0,3,3,19.3,2.93,0,3,75.0,100.0,3,1,0.0,3,30.0,0,3,,,,,63.3,95.2,67.4,,94.8,,,,,,0,0,4,0.0,158.3,0.0,0,0,0,0,1,0,0.0,105,35.0
Haaziq Daniels,125263,QB,AIR FORCE,1,3.13,2.95,,4.6,9,101,50.0,2,2,12.5,2.25,0,0,0.0,50.0,1,0,0.0,2,22.2,0,0,,,,,61.8,28.1,65.5,,28.4,,,,,,0,1,2,,27.1,0.0,0,0,0,0,0,1,50.0,11,5.5,33.3,6,6,12.2,3.39,0,1,16.7,16.7,1,4,50.0,7,77.8,1,0,,,,,64.6,61.0,69.1,,64.6,,,57.3,,,0,0,7,0.0,39.6,0.0,0,1,0,0,0,0,0.0,-2,-0.3
Jack Plummer,83543,QB,PURDUE,1,3.41,2.88,4.7,4.0,9,273,100.0,2,2,1.0,1.5,0,0,0.0,100.0,2,0,0.0,2,22.2,0,0,,,,,61.8,62.3,65.5,,62.1,,,,,,0,0,2,,89.6,0.0,0,0,0,0,0,0,0.0,11,5.5,33.3,3,4,13.0,3.96,0,0,0.0,25.0,1,4,0.0,7,77.8,0,1,,,,,64.6,49.3,69.7,,40.9,,,64.3,,,0,0,7,50.0,39.6,28.6,2,1,0,1,0,0,0.0,8,2.0
Ben Mays,91722,QB,CORNELL,1,2.57,2.57,,,9,147,42.9,7,7,13.0,2.09,0,1,12.5,42.9,3,1,0.0,7,77.8,0,3,,,,,64.9,67.8,69.5,,67.4,,,,,,0,0,8,0.0,120.8,0.0,0,0,0,0,1,0,0.0,73,10.4,0.0,2,2,20.0,4.25,0,0,0.0,0.0,0,2,,2,22.2,0,0,,,,,61.8,40.4,65.5,,40.9,,,,,,0,0,2,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Levi Williams,98365,QB,WYOMING,1,3.58,3.01,,5.55,9,351,0.0,2,2,4.5,2.05,0,0,0.0,0.0,0,0,,2,22.2,0,0,,,,,61.8,41.6,65.5,,42.0,,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,60.0,5,5,14.0,4.01,0,2,40.0,60.0,3,1,0.0,7,77.8,0,2,,,,,64.6,79.1,69.1,,89.8,,,53.8,,,0,0,7,0.0,94.6,0.0,0,2,0,0,0,0,0.0,51,10.2
Asher O'Hara,78529,QB,SACRAMENTO,1,2.41,2.11,2.3,4.6,9,279,75.0,4,4,3.3,1.82,0,0,0.0,75.0,3,1,0.0,5,55.6,0,2,,,,,63.8,63.3,68.1,,63.1,,,,,,0,0,5,100.0,96.9,20.0,1,0,0,0,0,0,0.0,31,7.8,66.7,3,3,21.3,3.15,0,1,33.3,66.7,2,0,0.0,4,44.4,0,2,,,,,63.3,86.6,67.4,,91.2,,,57.3,,,0,0,4,,149.3,0.0,0,1,0,0,1,0,0.0,51,17.0
Carson Camp,141837,QB,S DAKOTA,1,3.36,2.67,,5.45,8,291,100.0,3,3,1.0,1.87,0,0,0.0,100.0,3,1,0.0,3,37.5,0,1,,,,,62.7,64.1,66.6,,63.9,,,,,,0,0,3,0.0,94.4,0.0,0,0,0,0,0,0,0.0,20,6.7,0.0,3,3,34.0,4.26,0,0,0.0,0.0,0,2,,5,62.5,0,0,,,,,12.1,28.2,68.1,,38.1,,,43.7,,,0,0,5,0.0,39.6,0.0,0,2,0,0,0,1,20.0,0,0.0
Darique Hampton,105274,QB,CITADEL,1,2.98,2.98,,,8,139,100.0,3,3,0.3,2.17,0,0,0.0,66.7,2,0,33.3,3,37.5,1,1,,,,,63.3,60.1,67.4,,60.0,,,,,,0,0,4,,70.1,0.0,0,0,0,0,0,0,0.0,9,3.0,33.3,3,5,19.3,3.46,0,0,0.0,20.0,1,2,0.0,5,62.5,0,1,,,,,63.8,52.1,68.1,,52.1,,,,,,0,0,5,0.0,78.8,0.0,0,0,0,2,0,0,0.0,62,12.4
Willie Miller,104799,QB,TENN TECH,1,3.61,2.72,7.6,5.0,8,309,100.0,2,2,11.5,2.35,0,0,0.0,100.0,2,0,0.0,2,25.0,0,1,,,,,62.7,73.9,66.6,,73.5,,,,,,0,0,3,,118.8,0.0,0,0,0,0,0,0,0.0,30,15.0,50.0,4,4,16.0,4.03,0,0,0.0,50.0,2,2,0.0,6,75.0,0,3,,,,,64.2,40.2,68.6,,31.8,,,64.1,,,0,1,6,50.0,95.8,16.7,1,1,0,0,1,1,16.7,60,15.0
Zach Weir,138031,QB,E ILLINOIS,1,3.16,2.23,5.3,6.6,8,158,100.0,3,3,8.7,1.77,0,0,0.0,100.0,3,2,0.0,3,37.5,0,2,,,,,62.7,68.4,66.6,,68.1,,,,,,0,0,3,0.0,102.8,0.0,0,0,0,0,0,0,0.0,26,8.7,0.0,3,3,16.3,4.0,0,0,0.0,0.0,0,2,,5,62.5,0,0,,,,,63.8,53.3,68.1,,45.1,,,64.3,,,0,0,5,50.0,39.6,20.0,1,1,0,0,0,0,0.0,0,0.0
Jeff Widener,104774,QB,N ARIZONA,1,2.84,2.33,,4.35,8,252,75.0,4,4,5.8,1.88,0,0,0.0,50.0,2,0,33.3,4,50.0,1,2,,,,,63.3,62.5,67.4,,62.3,,,,,,0,0,4,,64.6,0.0,0,0,0,0,0,0,0.0,20,5.0,50.0,2,2,2.5,3.8,0,0,0.0,50.0,1,2,0.0,4,50.0,0,0,,,,,63.3,58.5,67.4,,54.6,,,62.0,,,0,0,4,0.0,56.3,0.0,0,2,0,0,0,0,0.0,5,2.5
Malik Hornsby,123957,QB,ARKANSAS,1,4.23,3.96,3.0,5.5,8,111,0.0,1,1,20.0,2.3,0,0,0.0,0.0,0,0,,1,12.5,0,0,,,,,60.3,52.2,63.6,,52.5,,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,4,28.0,4.5,0,0,0.0,25.0,1,4,0.0,7,87.5,0,1,,,,,14.6,28.8,69.1,,26.2,,,62.8,,,1,0,7,25.0,46.9,14.3,1,2,0,1,0,2,28.6,19,4.8
Jeremy Moussa,75887,QB,VANDERBILT,1,2.31,2.31,,,8,333,80.0,5,5,4.0,2.08,0,0,0.0,80.0,4,1,0.0,5,62.5,0,1,,,,,63.8,49.8,68.1,,49.8,,,,,,0,0,5,0.0,82.5,0.0,0,0,0,0,0,0,0.0,19,3.8,33.3,3,3,17.3,2.7,0,0,0.0,33.3,1,1,0.0,3,37.5,0,0,,,,,62.7,65.0,66.6,,64.8,,,,,,0,0,3,0.0,42.4,0.0,0,0,0,0,0,0,0.0,5,1.7
Michael Brescia,149295,QB,COLGATE,1,2.78,2.33,2.8,5.4,8,142,25.0,4,4,11.3,2.2,0,0,0.0,25.0,1,2,0.0,4,50.0,0,0,,,,,63.3,26.8,67.4,,27.1,,,,,,0,1,4,0.0,0.0,0.0,0,0,0,0,0,1,25.0,7,1.8,50.0,2,2,29.0,3.35,0,1,33.3,50.0,1,1,0.0,4,50.0,0,2,,,,,64.2,71.5,68.6,,70.8,,,62.1,,,0,0,6,100.0,95.8,25.0,1,1,0,0,0,0,0.0,34,17.0
