player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Eric Schmid,66632,QB,SM HOUSTON,1,3.0,2.49,4.43,4.91,49,281,95.5,22,23,2.4,1.92,0,0,0.0,82.6,19,2,9.5,23,46.9,2,9,,,,67.5,76.2,72.8,75.6,,,,0,0,23,0.0,118.3,0.0,0,0,0,1,1,0,0.0,205,8.9,61.5,13,15,12.7,3.95,0,0,0.0,53.3,8,14,0.0,26,53.1,0,7,,,,68.2,29.9,73.7,26.8,,67.3,,1,3,30,28.6,70.6,15.4,4,7,0,1,1,5,16.7,149,9.9
Tyler Riddell,102355,QB,E TENN ST,1,2.81,2.66,3.4,4.55,36,157,61.1,18,19,6.8,2.08,0,0,0.0,57.9,11,2,0.0,19,52.8,0,4,,,,67.0,58.4,72.2,58.2,,,,0,0,19,0.0,62.8,0.0,0,0,0,1,0,1,5.3,53,2.8,50.0,12,13,9.8,3.62,0,1,7.7,38.5,5,10,16.7,17,47.2,1,3,,,,66.7,47.3,71.8,45.0,,61.6,,0,1,17,20.0,14.6,11.8,2,2,0,1,0,3,17.6,33,2.5
Cole Johnson,29785,QB,JAMES MAD,1,2.75,2.34,3.8,6.3,30,197,82.4,17,17,9.8,1.84,0,0,0.0,76.5,13,1,7.1,17,56.7,1,11,,,,66.7,87.9,71.8,87.0,,,,0,0,17,0.0,137.5,0.0,0,0,0,0,1,0,0.0,224,13.2,100.0,4,8,14.5,3.94,1,1,11.1,50.0,4,7,0.0,13,43.3,0,4,,,,66.2,80.1,71.2,88.6,,52.0,,0,0,14,42.9,120.3,23.1,3,2,0,3,1,0,0.0,71,8.9
Daniel Smith,88625,QB,VILLANOVA,1,2.73,2.56,3.4,4.35,30,334,86.7,15,15,7.7,1.95,0,3,15.8,86.7,13,4,0.0,16,53.3,0,6,,,,67.0,94.1,72.4,93.7,,,,0,0,20,25.0,105.8,6.3,1,0,0,0,0,0,0.0,141,9.4,55.6,9,11,23.9,3.63,0,2,16.7,36.4,4,9,20.0,14,46.7,1,5,,,,66.4,85.5,71.4,85.8,,62.1,,0,1,15,11.1,83.3,7.1,1,2,0,2,2,1,6.7,130,11.8
Robbie Patterson,143694,QB,MONTANA,1,2.84,2.29,2.8,4.72,23,232,58.3,12,13,6.2,1.93,1,0,0.0,53.8,7,3,0.0,13,56.5,0,3,,,,66.2,63.1,71.2,62.8,,,,0,1,14,0.0,29.0,0.0,0,0,0,0,0,1,7.1,44,3.4,25.0,4,4,16.0,4.02,0,0,0.0,0.0,0,8,100.0,10,43.5,1,2,,,,65.4,57.1,70.1,46.3,,65.6,,0,1,10,12.5,0.0,10.0,1,5,0,0,0,1,10.0,0,0.0
Chris Oladokun,40364,QB,S DAK ST,1,3.12,2.71,,5.77,22,292,77.8,9,9,10.9,1.73,0,1,11.1,77.8,7,0,0.0,9,40.9,0,5,,,,65.1,76.9,69.8,76.4,,,,0,0,9,,133.3,0.0,0,0,0,0,1,1,11.1,64,7.1,55.6,9,10,25.2,4.08,1,1,9.1,40.0,4,7,20.0,13,59.1,1,3,,,,66.2,54.1,71.2,55.2,,57.2,,0,1,14,0.0,65.8,0.0,0,3,0,0,1,1,7.1,88,8.8
Cam Miller,125299,QB,N DAK ST,1,2.94,2.54,6.9,5.8,19,250,75.0,8,8,5.1,1.85,0,0,0.0,62.5,5,2,16.7,8,42.1,1,3,,,,64.9,71.1,69.5,70.7,,,,0,0,8,0.0,79.7,0.0,0,0,0,0,0,0,0.0,49,6.1,75.0,8,9,11.5,3.74,0,0,0.0,55.6,5,7,16.7,11,57.9,1,3,,,,65.6,62.3,70.4,64.5,,57.8,,0,0,11,14.3,82.6,9.1,1,1,0,1,0,0,0.0,74,8.2
Christian Anderson,60339,QB,ARMY,1,2.45,2.45,,,15,114,85.7,7,8,6.4,1.91,0,0,0.0,62.5,5,3,16.7,8,53.3,1,3,,,,64.9,84.3,69.5,83.6,,,,1,0,8,0.0,92.2,0.0,0,0,0,0,0,0,0.0,73,9.1,33.3,6,7,20.7,3.06,0,0,0.0,28.6,2,3,0.0,7,46.7,0,2,,,,64.6,48.3,69.1,48.4,,,,0,0,7,0.0,47.9,0.0,0,0,0,1,0,1,14.3,35,5.0
Cam Humphrey,39886,QB,MONTANA,1,2.56,2.18,,4.9,14,232,66.7,9,9,5.9,1.92,0,1,11.1,55.6,5,4,16.7,9,64.3,1,4,,,,65.1,82.8,69.8,82.1,,,,0,0,9,0.0,76.6,0.0,0,0,0,0,0,1,11.1,61,6.8,66.7,3,3,16.3,3.72,0,0,0.0,66.7,2,5,0.0,5,35.7,0,2,,,,63.8,68.2,68.1,80.1,,52.8,,0,0,5,0.0,95.1,0.0,0,2,0,0,0,0,0.0,27,9.0
Tommy Mellott,147646,QB,MONTANA ST,1,2.27,2.18,,3.2,12,233,66.7,9,9,21.7,1.84,0,5,50.0,66.7,6,2,0.0,9,75.0,0,5,,,,65.4,97.7,70.1,97.2,,,,0,0,10,0.0,149.3,0.0,0,0,0,0,2,0,0.0,165,18.3,0.0,1,2,1.0,3.53,0,0,0.0,0.0,0,2,,3,25.0,0,0,,,,62.7,50.1,66.6,58.9,,56.3,,0,0,3,0.0,39.6,0.0,0,1,0,1,0,0,0.0,0,0.0
