player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Emory Jones,82111,QB,FLORIDA,1,2.49,2.39,2.45,5.8,35,163,83.3,18,20,3.1,2.07,1,0,0.0,70.0,14,5,6.7,21,60.0,1,4,,,,,67.2,58.9,72.5,,58.7,,,,,1,0,21,20.0,85.8,4.8,1,0,0,0,0,0,0.0,122,6.1,54.5,11,12,11.3,3.14,0,1,8.3,50.0,6,7,0.0,14,40.0,0,7,,,,,66.2,73.7,71.2,,71.1,,63.1,,,1,0,14,14.3,90.3,7.1,1,1,0,0,0,0,0.0,134,11.2
Max Bortenschlager,46500,QB,FIU,1,2.96,2.97,2.9,,35,166,72.7,11,14,5.4,1.95,1,0,0.0,57.1,8,5,0.0,15,42.9,0,4,,,,,66.4,47.2,71.4,,47.2,,,,,2,1,15,20.0,39.9,6.7,1,0,0,0,0,1,6.7,67,4.8,40.0,15,18,12.9,3.73,0,0,0.0,33.3,6,10,0.0,20,57.1,0,4,,,,,67.5,38.3,72.8,,39.7,,57.0,,,0,0,23,20.0,71.5,10.0,2,0,0,3,1,1,4.3,100,5.6
Holton Ahlers,77651,QB,E CAROLINA,1,2.48,2.33,,4.1,35,156,90.9,22,22,6.0,1.87,0,1,4.5,86.4,19,3,5.0,22,62.9,1,9,,,,,67.4,90.5,72.7,,90.2,,,,,0,0,22,0.0,135.4,0.0,0,0,0,0,2,0,0.0,203,9.2,80.0,10,10,15.7,3.51,0,2,18.2,80.0,8,2,0.0,13,37.1,0,6,,,,,66.2,81.7,71.2,,85.2,,59.1,,,0,0,14,0.0,152.1,0.0,0,3,0,0,1,1,7.1,202,20.2
Gunnar Holmberg,77625,QB,DUKE,1,2.4,2.35,3.9,,35,154,58.3,24,24,6.6,1.9,0,0,0.0,54.2,13,5,7.1,24,68.6,1,7,,,,,67.7,53.5,73.1,,53.4,,,,,0,1,25,0.0,48.3,0.0,0,0,0,0,0,1,4.0,106,4.4,75.0,8,10,10.8,3.48,0,0,0.0,60.0,6,6,0.0,11,31.4,0,4,,,,,19.2,45.4,70.7,,45.5,,,,,1,0,12,16.7,81.3,9.1,1,0,0,1,0,2,16.7,70,7.0
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.61,2.53,,3.8,35,220,68.4,19,20,6.1,1.89,0,1,5.0,55.0,11,3,15.4,20,57.1,2,7,,,,,67.1,53.3,72.4,,53.2,,,,,1,0,20,0.0,89.2,0.0,0,0,0,0,1,1,5.0,118,5.9,72.7,11,13,23.7,3.57,0,3,18.8,61.5,8,2,0.0,15,42.9,0,7,,,,,66.8,78.8,72.0,,78.4,,61.7,,,0,0,18,0.0,145.0,0.0,0,2,0,2,2,1,5.6,239,18.4
T.J. Finley,124093,QB,AUBURN,1,2.74,2.59,2.6,5.2,35,115,64.7,17,17,6.1,1.95,0,0,0.0,64.7,11,4,0.0,17,48.6,0,4,,,,,66.8,70.8,72.0,,70.3,,,,,0,0,18,0.0,98.2,0.0,0,0,0,0,1,0,0.0,92,5.4,40.0,15,15,14.1,3.49,0,0,0.0,40.0,6,10,0.0,18,51.4,0,6,,,,,66.8,61.1,72.0,,55.4,,69.8,,,0,0,18,10.0,62.1,5.6,1,2,0,0,0,0,0.0,96,6.4
Chris Reynolds,60361,QB,CHARLOTTE,1,2.99,2.91,,5.8,35,136,71.4,14,14,7.7,1.83,0,0,0.0,64.3,9,4,10.0,14,40.0,1,4,,,,,66.8,73.5,72.0,,72.9,,,,,0,0,18,0.0,103.3,0.0,0,0,0,0,1,0,0.0,80,5.7,68.8,16,20,14.3,3.77,0,3,13.6,50.0,10,14,9.1,21,60.0,1,6,,,,,67.6,81.2,73.0,,77.0,,69.6,,,1,1,24,0.0,76.3,0.0,0,1,0,3,2,1,4.2,96,4.8
Felix Harper,13753,QB,ALCORN ST,1,2.82,2.59,3.22,5.1,35,107,86.7,15,15,7.6,1.79,0,2,11.8,73.3,11,2,15.4,15,42.9,2,5,,,,,66.7,84.8,71.8,,84.0,,,,,0,1,17,0.0,101.8,0.0,0,0,0,0,1,0,0.0,159,10.6,53.8,13,13,11.1,3.6,0,0,0.0,53.8,7,13,0.0,20,57.1,0,2,,,,,24.3,46.0,72.5,,44.1,,61.6,,,0,0,21,38.5,63.3,25.0,5,2,0,0,0,1,4.8,51,3.9
Cam Ward,133244,QB,INCAR WORD,1,2.51,2.35,5.4,5.0,35,189,90.0,20,20,2.9,1.64,0,0,0.0,90.0,18,0,0.0,20,57.1,0,12,,,,,67.2,67.2,72.5,,66.8,,,,,0,0,21,,121.3,0.0,0,0,0,0,1,0,0.0,182,9.1,76.9,13,13,7.9,3.67,0,1,6.3,69.2,9,5,10.0,15,42.9,1,7,,,,,66.8,57.9,72.0,,59.3,,57.8,,,0,1,18,20.0,109.6,6.7,1,1,0,0,2,1,5.6,132,10.2
Davis Cheek,55146,QB,ELON,1,2.88,2.55,3.8,6.95,35,162,76.5,17,17,5.2,1.78,0,0,0.0,64.7,11,1,15.4,17,48.6,2,5,,,,,66.7,71.0,71.8,,70.5,,,,,0,0,17,0.0,97.9,0.0,0,0,0,0,1,1,5.9,91,5.4,92.3,13,14,12.7,3.91,0,1,6.7,85.7,12,9,0.0,18,51.4,0,9,,,,,67.0,89.3,72.2,,91.5,,51.6,,,1,0,19,22.2,118.8,11.1,2,2,0,0,0,0,0.0,193,13.8
Carson Camp,141837,QB,S DAKOTA,1,2.76,2.27,3.07,5.26,35,291,84.2,19,21,1.5,1.91,1,0,0.0,76.2,16,1,0.0,21,60.0,0,4,,,,,67.4,60.2,72.7,,59.9,,,,,0,1,22,0.0,82.8,0.0,0,0,0,1,1,1,4.5,107,5.1,83.3,6,6,10.2,4.04,0,0,0.0,83.3,5,9,0.0,14,40.0,0,5,,,,,66.4,59.3,71.4,,65.4,,54.5,,,0,0,15,33.3,158.3,21.4,3,5,0,0,1,0,0.0,87,14.5
Mark Pappas,109046,QB,MOREHEAD,1,2.89,2.83,3.45,3.8,34,234,70.0,10,10,5.9,1.91,0,2,18.2,70.0,7,2,0.0,10,29.4,0,4,,,,,65.6,86.4,70.4,,85.7,,,,,0,1,11,0.0,58.7,0.0,0,0,0,0,0,0,0.0,91,9.1,65.0,20,21,16.4,3.3,0,4,18.2,61.9,13,15,0.0,24,70.6,0,11,,,,,25.2,88.7,73.1,,90.1,,56.2,,,0,0,25,13.3,145.3,8.3,2,1,0,1,3,1,4.0,300,14.3
Shon Mitchell,60610,QB,CENT CT ST,1,2.41,2.36,,4.3,34,133,66.7,18,19,6.4,1.86,1,2,10.0,47.4,9,3,25.0,19,55.9,3,5,,,,,67.0,64.2,72.4,,63.9,,,,,0,0,20,0.0,76.0,0.0,0,0,0,0,1,1,5.0,77,4.1,33.3,12,14,25.0,3.12,1,1,6.7,28.6,4,4,0.0,15,44.1,0,4,,,,,66.5,47.8,71.6,,45.1,,63.1,,,0,0,16,0.0,68.5,0.0,0,1,0,1,1,0,0.0,59,4.2
Will Rogers,124184,QB,MISS STATE,1,2.41,2.41,,,34,227,95.0,20,20,2.9,1.6,0,0,0.0,95.0,19,0,0.0,20,58.8,0,9,,,,,67.1,90.0,72.4,,89.2,,,,,0,0,20,,149.6,0.0,0,0,0,0,3,0,0.0,208,10.4,71.4,14,14,16.2,3.57,0,2,14.3,64.3,9,0,10.0,14,41.2,1,7,,,,,66.2,90.5,71.2,,90.3,,,,,0,0,14,,147.3,0.0,0,0,0,0,2,0,0.0,180,12.9
KJ Jefferson,99129,QB,ARKANSAS,1,2.62,2.49,4.0,3.9,34,111,88.9,18,19,5.9,1.78,0,3,15.8,84.2,16,2,0.0,19,55.9,0,9,,,,,67.0,92.3,72.2,,92.0,,,,,0,0,19,0.0,157.1,0.0,0,0,0,1,3,0,0.0,232,12.2,58.3,12,12,12.8,3.68,0,1,7.7,50.0,6,10,14.3,15,44.1,1,3,,,,,66.5,71.8,71.6,,68.4,,64.3,,,0,0,16,20.0,76.4,13.3,2,1,0,0,0,0,0.0,94,7.8
Jack Chambers,60359,QB,CHARLES SO,1,2.86,2.52,4.88,4.9,34,135,58.8,17,18,1.8,1.72,1,0,0.0,44.4,8,0,20.0,18,52.9,2,2,,,,,66.8,60.6,72.0,,60.3,,,,,0,1,18,,28.5,0.0,0,0,0,0,0,0,0.0,16,0.9,22.2,9,11,11.6,4.15,0,1,7.7,18.2,2,8,0.0,16,47.1,0,1,,,,,66.8,53.9,72.0,,55.3,,57.8,,,0,0,18,50.0,40.7,25.0,4,1,0,2,0,0,0.0,36,3.3
Eric Barriere,40109,QB,E WASHGTON,1,2.45,2.45,,,34,161,95.5,22,22,7.3,1.85,0,1,4.5,81.8,18,1,14.3,22,64.7,3,11,,,,,67.4,93.4,72.7,,93.0,,,,,0,0,22,0.0,140.7,0.0,0,0,0,0,3,0,0.0,182,8.3,72.7,11,12,16.8,3.56,0,1,8.3,66.7,8,3,0.0,12,35.3,0,7,,,,,65.8,84.2,70.7,,83.4,,,,,0,0,12,0.0,143.8,0.0,0,0,0,1,2,0,0.0,134,11.2
Donovan Smith,73929,QB,TEXAS TECH,1,2.64,2.45,3.63,4.2,34,315,31.3,16,16,19.1,2.01,0,1,5.9,31.3,5,5,0.0,16,47.1,0,3,,,,,66.7,57.6,71.8,,57.5,,,,,0,0,17,0.0,43.5,0.0,0,0,0,0,0,1,5.9,59,3.7,50.0,12,13,16.6,3.2,0,0,0.0,30.8,4,10,33.3,18,52.9,2,2,,,,,24.8,29.5,0.0,,29.3,,64.1,,,0,0,22,40.0,40.2,22.2,4,1,0,1,0,2,9.1,24,1.8
Timmy McClain,144488,QB,USF,1,3.31,2.93,3.72,7.5,34,327,86.7,15,15,1.5,1.69,0,0,0.0,80.0,12,2,7.7,15,44.1,1,2,,,,,66.4,67.6,71.4,,67.2,,,,,0,0,15,0.0,94.2,0.0,0,0,0,0,0,0,0.0,99,6.6,33.3,9,12,16.2,4.59,1,0,0.0,25.0,3,14,0.0,19,55.9,0,2,,,,,13.2,24.5,0.0,,24.4,,61.5,,,0,1,19,35.7,4.9,26.3,5,2,0,2,0,3,15.8,30,2.5
Skylar Thompson,60417,QB,KANSAS ST,1,3.78,3.63,4.6,,34,199,50.0,6,6,4.7,1.9,0,0,0.0,50.0,3,1,0.0,6,17.6,0,1,,,,,64.2,41.2,68.6,,41.5,,,,,0,0,6,0.0,57.6,0.0,0,0,0,0,0,0,0.0,20,3.3,60.0,20,23,9.2,4.18,0,1,4.2,52.2,12,22,0.0,28,82.4,0,5,,,,,68.1,62.9,73.6,,62.5,,,,,1,0,29,22.7,70.6,17.9,5,0,0,2,0,0,0.0,138,6.0
Grayson McCall,98002,QB,COAST CAR,1,2.55,2.36,2.6,3.9,33,141,70.6,17,17,6.9,1.84,0,0,0.0,70.6,12,1,0.0,17,51.5,0,8,,,,,66.7,71.2,71.8,,70.7,,,,,0,0,17,0.0,108.0,0.0,0,0,0,0,1,0,0.0,112,6.6,90.9,11,11,17.5,3.31,0,3,27.3,90.9,10,5,0.0,16,48.5,0,11,,,,,66.5,92.8,71.6,,91.1,,76.1,,,0,0,16,20.0,158.3,6.3,1,4,0,0,4,0,0.0,201,18.3
Phil Jurkovec,83533,QB,BOSTON COL,1,3.87,3.39,3.98,6.1,33,121,100.0,4,4,8.5,2.13,0,1,20.0,100.0,4,0,0.0,4,12.1,0,1,,,,,63.8,65.3,68.1,,65.0,,,,,0,0,5,,150.0,0.0,0,0,0,0,1,1,20.0,42,10.5,44.4,18,20,10.8,4.11,0,1,4.5,30.0,6,19,25.0,29,87.9,2,7,,,,,68.3,49.1,73.9,,39.1,,74.6,,,1,1,31,21.1,28.3,13.8,4,5,0,1,0,2,6.5,106,5.3
Jayden Daniels,97993,QB,ARIZONA ST,1,3.13,2.83,4.43,4.53,33,110,88.9,9,9,1.0,1.8,0,0,0.0,88.9,8,0,0.0,9,27.3,0,2,,,,,65.1,71.5,69.8,,71.1,,,,,0,0,9,,95.4,0.0,0,0,0,0,0,0,0.0,62,6.9,50.0,16,18,14.8,3.63,0,0,0.0,44.4,8,10,0.0,24,72.7,0,6,,,,,67.7,38.8,73.1,,37.9,,58.6,,,0,1,25,30.0,40.0,12.5,3,3,0,2,0,1,4.0,104,5.8
Cole Smith,109050,QB,PRINCETON,1,2.54,2.34,2.4,4.57,33,272,85.7,14,14,4.1,1.69,0,0,0.0,85.7,12,2,0.0,15,45.5,0,5,,,,,66.4,74.4,71.4,,73.9,,,,,0,0,15,50.0,95.2,6.7,1,0,0,0,0,0,0.0,96,6.9,64.3,14,15,12.7,3.25,1,1,6.7,60.0,9,5,0.0,18,54.5,0,6,,,,,66.8,85.7,72.0,,83.2,,67.3,,,0,0,18,0.0,86.5,0.0,0,3,0,0,0,1,5.6,124,8.3
Bailey Fisher,88643,QB,GARD-WEBB,1,2.35,2.3,2.8,3.6,33,171,78.3,23,23,6.5,1.97,0,2,8.0,65.2,15,2,16.7,23,69.7,3,8,,,,,67.7,85.1,73.1,,84.2,,,,,0,0,25,0.0,110.1,0.0,0,0,0,0,2,0,0.0,136,5.9,62.5,8,8,14.9,3.24,0,1,11.1,62.5,5,3,0.0,10,30.3,0,5,,,,,65.6,85.2,70.4,,81.5,,64.6,,,0,0,11,33.3,145.8,10.0,1,1,0,0,1,0,0.0,100,12.5
Matthew McKay,60485,QB,MONTANA ST,1,2.18,1.85,3.1,3.67,32,233,47.4,19,19,7.4,1.61,0,0,0.0,42.1,8,6,11.1,19,59.4,1,4,,,,,67.0,59.6,72.2,,59.4,,,,,0,0,19,0.0,49.7,0.0,0,0,0,0,0,0,0.0,47,2.5,100.0,4,6,13.8,3.0,0,0,0.0,66.7,4,8,0.0,13,40.6,0,4,,,,,66.0,56.3,71.0,,63.5,,51.8,,,2,0,13,50.0,139.6,30.8,4,3,0,0,1,0,0.0,61,10.2
George Martin,103959,QB,ROB MORRIS,1,2.56,2.49,,4.7,32,277,72.2,18,18,5.9,2.03,0,0,0.0,61.1,11,2,15.4,18,56.3,2,6,,,,,67.2,65.4,72.5,,65.0,,,,,0,0,21,0.0,94.4,0.0,0,0,0,0,1,0,0.0,99,5.5,69.2,13,13,5.2,3.24,0,0,0.0,69.2,9,4,0.0,14,43.8,0,3,,,,,66.7,75.5,71.8,,68.2,,72.5,,,0,1,17,0.0,52.1,0.0,0,1,0,0,0,0,0.0,76,5.8
Camden Orth,108965,QB,LIUSHAR,1,2.93,2.83,3.23,4.7,32,1298,83.3,12,12,4.0,1.91,0,0,0.0,75.0,9,5,10.0,14,43.8,1,6,,,,,66.2,63.1,71.4,,62.8,,,,,0,0,15,40.0,105.2,14.3,2,0,0,0,0,0,0.0,117,9.8,44.4,9,15,15.2,3.73,0,0,0.0,26.7,4,13,0.0,18,56.3,0,2,,,,,66.8,38.3,72.0,,40.0,,57.0,,,3,1,18,15.4,17.6,11.1,2,1,0,3,0,1,5.6,66,4.4
Connor Bazelak,99135,QB,MISSOURI,1,2.5,2.42,3.28,3.9,32,229,66.7,18,18,5.4,1.96,0,0,0.0,66.7,12,3,0.0,19,59.4,0,3,,,,,67.1,63.4,72.4,,63.1,,,,,0,0,20,33.3,97.7,5.3,1,0,0,0,1,0,0.0,93,5.2,60.0,5,8,17.2,3.57,0,0,0.0,25.0,2,8,33.3,12,37.5,1,2,,,,,21.0,42.5,0.0,,47.8,,57.8,,,0,0,14,37.5,66.7,25.0,3,1,0,3,0,1,7.1,76,9.5
Mikey Keene,70961,QB,UCF,1,2.23,1.89,5.7,5.3,32,323,91.3,23,23,2.1,1.41,0,0,0.0,87.0,20,0,4.8,23,71.9,1,8,,,,,67.5,70.9,72.8,,70.4,,,,,0,0,23,,107.8,0.0,0,0,0,0,1,0,0.0,147,6.4,60.0,5,6,15.4,4.3,0,0,0.0,50.0,3,3,0.0,9,28.1,0,3,,,,,18.5,54.1,70.4,,57.3,,55.5,,,0,0,11,33.3,125.7,11.1,1,2,0,1,1,1,9.1,61,10.2
Davius Richard,109077,QB,NC CENT,1,3.23,2.95,4.5,4.9,32,247,75.0,4,5,3.3,2.14,1,0,0.0,60.0,3,1,0.0,5,15.6,0,1,,,,,63.8,55.7,68.1,,55.5,,,,,0,0,5,0.0,110.0,0.0,0,0,0,0,1,0,0.0,22,4.4,63.6,22,22,15.1,3.43,0,2,8.7,59.1,13,7,7.1,27,84.4,1,9,,,,,68.0,83.3,73.5,,75.3,,79.3,,,0,1,28,28.6,72.0,7.4,2,3,0,0,1,1,3.6,129,5.9
Draylen Ellis,121346,QB,AUSTINPEAY,1,2.67,2.5,4.7,5.5,32,116,66.7,15,15,3.3,1.75,0,1,6.3,60.0,9,0,10.0,15,46.9,1,2,,,,,66.5,59.3,71.6,,59.0,,,,,0,0,16,,99.9,0.0,0,0,0,0,1,0,0.0,92,6.1,60.0,10,11,27.9,3.94,0,3,27.3,54.5,6,7,0.0,15,46.9,0,7,,,,,66.4,76.9,71.4,,72.1,,68.6,,,0,0,15,28.6,139.2,13.3,2,2,0,1,2,0,0.0,165,15.0
Will Levis,83542,QB,KENTUCKY,1,2.41,2.35,,4.1,32,202,70.6,17,17,6.4,1.71,0,1,5.9,70.6,12,2,0.0,17,53.1,0,8,,,,,66.7,65.1,71.8,,64.7,,,,,0,0,17,0.0,152.2,0.0,0,0,0,0,2,0,0.0,224,13.2,76.9,13,14,17.3,3.2,1,0,0.0,64.3,9,5,10.0,15,46.9,1,8,,,,,66.4,89.3,71.4,,90.5,,57.3,,,0,1,15,0.0,117.6,0.0,0,1,0,0,2,1,6.7,195,13.9
Jalon Daniels,122555,QB,KANSAS,1,2.41,2.36,3.7,,32,198,80.0,20,21,4.5,1.82,1,0,0.0,76.2,16,3,0.0,21,65.6,0,9,,,,,67.2,55.3,72.5,,55.1,,,,,0,1,21,0.0,92.0,0.0,0,0,0,0,1,1,4.8,153,7.3,87.5,8,10,10.5,3.53,0,1,10.0,60.0,6,6,14.3,11,34.4,1,3,,,,,65.6,65.9,70.4,,65.6,,,,,0,0,11,16.7,127.9,9.1,1,0,0,2,1,1,9.1,102,10.2
Jett Duffey,41634,QB,HAMPTON,1,3.33,3.0,3.15,4.68,32,178,80.0,5,6,4.2,1.87,1,0,0.0,66.7,4,0,0.0,6,18.8,0,3,,,,,64.2,56.6,68.6,,56.5,,,,,0,1,6,,70.1,0.0,0,0,0,0,0,1,16.7,78,13.0,81.3,16,18,16.4,3.67,0,4,22.2,61.1,11,11,15.4,26,81.3,2,10,,,,,67.8,91.5,73.3,,90.2,,74.1,,,0,1,26,18.2,68.1,7.7,2,6,0,2,0,1,3.8,165,9.2
Tanner Mordecai,77656,QB,SMU,1,2.94,2.69,2.73,5.37,32,287,81.3,16,16,1.6,1.82,0,1,5.3,81.3,13,4,0.0,17,53.1,0,4,,,,,67.1,69.5,72.4,,69.0,,,,,0,0,20,25.0,100.5,5.9,1,0,0,0,1,0,0.0,50,3.1,28.6,7,10,12.0,4.22,0,0,0.0,20.0,2,8,0.0,15,46.9,0,2,,,,,66.7,43.0,71.8,,40.8,,59.5,,,1,0,17,25.0,39.6,13.3,2,3,0,2,0,0,0.0,16,1.6
Ren Hefley,101621,QB,PRESBYTERN,1,2.2,2.13,3.25,,32,271,58.3,24,24,4.3,1.81,0,0,0.0,54.2,13,4,7.1,24,75.0,1,5,,,,,67.6,32.6,73.0,,32.9,,,,,0,3,24,0.0,34.9,0.0,0,0,0,0,1,4,16.7,77,3.2,60.0,5,6,16.6,3.36,0,0,0.0,50.0,3,6,0.0,8,25.0,0,2,,,,,64.9,64.2,69.5,,63.9,,,,,0,0,8,33.3,70.1,25.0,2,0,0,1,0,0,0.0,38,6.3
Zevi Eckhaus,148535,QB,BRYANT,1,2.25,2.15,5.5,,31,124,95.0,20,20,6.1,1.84,0,2,9.5,95.0,19,6,0.0,20,64.5,0,12,,,,,67.2,90.8,72.5,,90.5,,,,,0,0,21,0.0,151.5,0.0,0,0,0,0,4,0,0.0,217,10.9,44.4,9,10,20.4,3.02,0,2,18.2,30.0,3,3,25.0,11,35.5,1,3,,,,,65.8,61.2,70.7,,61.0,,,,,0,0,12,33.3,68.8,9.1,1,0,0,1,0,1,8.3,100,10.0
Tyler Vitt,83566,QB,TEXAS ST,1,2.48,2.31,3.35,5.4,31,314,78.6,14,14,3.4,1.48,0,0,0.0,64.3,9,2,18.2,14,45.2,2,4,,,,,66.2,78.1,71.2,,77.5,,,,,0,0,14,0.0,70.8,0.0,0,0,0,0,0,0,0.0,51,3.6,42.9,14,14,18.4,3.3,0,1,6.7,42.9,6,8,0.0,17,54.8,0,2,,,,,66.8,43.1,72.0,,44.3,,57.8,,,0,0,18,25.0,85.1,11.8,2,1,0,0,1,2,11.1,79,5.6
Mason Randall,91728,QB,SAN DIEGO,1,2.45,2.45,,,31,283,76.5,17,17,10.5,1.84,0,2,11.8,76.5,13,0,0.0,17,54.8,0,9,,,,,66.7,93.5,71.8,,93.2,,,,,0,0,17,,137.5,0.0,0,0,0,0,1,0,0.0,234,13.8,57.1,14,14,18.9,3.2,0,1,6.7,57.1,8,3,0.0,14,45.2,0,5,,,,,66.4,69.1,71.8,,68.9,,,,,0,0,15,0.0,119.6,0.0,0,0,0,0,2,0,0.0,102,7.3
Chase Garbers,60356,QB,CAL,1,3.1,2.76,,5.4,31,130,75.0,12,12,9.1,1.94,0,1,7.7,66.7,8,0,11.1,12,38.7,1,3,,,,,66.0,61.2,71.0,,60.9,,,,,0,1,13,,93.4,0.0,0,0,0,0,1,1,7.7,123,10.3,66.7,15,15,13.7,3.83,0,0,0.0,66.7,10,5,0.0,19,61.3,0,9,,,,,67.0,73.6,72.2,,72.8,,63.2,,,0,0,19,0.0,115.1,0.0,0,4,0,0,1,0,0.0,127,8.5
Zachary Clement,105561,QB,NWSTATE,1,2.47,2.38,2.32,3.9,31,257,85.7,14,15,4.6,1.82,0,0,0.0,73.3,11,6,8.3,19,61.3,1,4,,,,,23.4,55.7,72.2,,55.5,,,,,1,0,19,66.7,130.3,21.1,4,0,0,0,2,1,5.3,99,6.6,55.6,9,9,14.3,3.5,0,1,11.1,44.4,4,10,20.0,12,38.7,1,3,,,,,65.8,81.7,70.7,,74.8,,70.7,,,0,0,12,10.0,110.9,8.3,1,2,0,0,1,0,0.0,75,8.3
Davis Brin,77642,QB,TULSA,1,2.63,2.63,,,31,320,77.8,9,11,9.1,1.77,2,0,0.0,54.5,6,0,14.3,11,35.5,1,6,,,,,65.6,75.1,70.4,,74.5,,,,,0,0,11,,108.1,0.0,0,0,0,0,1,0,0.0,80,7.3,70.0,20,20,17.5,3.1,0,2,8.7,65.0,13,2,7.1,20,64.5,1,10,,,,,67.5,85.4,72.8,,84.4,,,,,0,0,23,0.0,118.1,0.0,0,0,0,0,1,1,4.3,217,10.9
Aaron Allen,78494,QB,LA TECH,1,3.09,2.88,3.2,4.93,31,208,54.5,11,11,4.4,1.88,0,1,9.1,54.5,6,3,0.0,11,35.5,0,5,,,,,65.6,67.2,70.4,,66.9,,,,,0,2,11,0.0,34.1,0.0,0,0,0,0,0,1,9.1,69,6.3,50.0,12,16,9.0,3.75,0,0,0.0,31.3,5,10,16.7,20,64.5,1,1,,,,,23.9,35.8,72.4,,39.5,,50.5,,,2,0,20,10.0,40.6,5.0,1,3,0,2,0,1,5.0,31,1.9
Grant Wells,97784,QB,MARSHALL,1,2.42,2.28,,4.4,30,214,94.4,18,18,2.4,1.69,0,0,0.0,88.9,16,1,5.9,18,60.0,1,7,,,,,66.8,81.4,72.0,,80.8,,,,,0,0,18,0.0,124.3,0.0,0,0,0,0,1,0,0.0,169,9.4,55.6,9,10,17.2,3.52,0,1,10.0,50.0,5,2,0.0,12,40.0,0,3,,,,,65.8,57.3,70.7,,62.8,,52.7,,,0,0,12,0.0,117.9,0.0,0,2,0,1,1,0,0.0,98,9.8
Cam Humphrey,39886,QB,MONTANA,1,3.05,2.68,3.66,4.73,30,232,58.3,12,12,4.8,1.97,0,0,0.0,50.0,6,3,14.3,13,43.3,1,4,,,,,66.2,52.7,71.2,,52.7,,,,,0,2,14,33.3,30.2,7.7,1,0,0,0,0,2,14.3,75,6.3,87.5,8,10,11.0,3.88,0,0,0.0,70.0,7,10,0.0,17,56.7,0,5,,,,,66.7,72.2,71.8,,74.8,,58.3,,,0,0,17,40.0,145.8,23.5,4,3,0,2,1,0,0.0,145,14.5
Levi Lewis,60428,QB,LA LAFAYET,1,3.02,2.71,4.4,4.85,30,207,72.7,11,12,5.9,1.56,1,0,0.0,66.7,8,2,0.0,12,40.0,0,4,,,,,66.2,71.6,71.2,,71.1,,,,,0,0,14,0.0,112.2,0.0,0,0,0,0,3,0,0.0,43,3.6,54.5,11,13,12.8,3.99,0,1,7.7,46.2,6,13,0.0,18,60.0,0,6,,,,,66.8,74.8,72.0,,69.3,,70.0,,,0,0,18,23.1,80.0,16.7,3,2,0,2,0,0,0.0,123,9.5
N'Kosi Perry,60446,QB,FAU,1,2.04,2.01,3.0,,30,165,75.0,20,20,4.3,1.55,0,0,0.0,70.0,14,2,6.7,20,66.7,1,4,,,,,67.5,59.4,72.8,,59.2,,,,,0,0,23,0.0,84.6,0.0,0,0,0,0,0,0,0.0,116,5.8,62.5,8,9,15.9,3.02,0,1,10.0,55.6,5,6,0.0,10,33.3,0,4,,,,,65.6,79.2,70.4,,78.5,,,,,1,2,11,16.7,89.4,10.0,1,0,0,0,1,2,18.2,94,10.4
Cade McNamara,101620,QB,MICHIGAN,1,2.75,2.61,3.5,6.0,30,222,81.3,16,16,4.8,1.89,0,0,0.0,75.0,12,4,7.7,16,53.3,1,4,,,,,67.0,61.8,72.2,,61.5,,,,,0,0,19,0.0,145.8,0.0,0,0,0,0,2,1,5.3,160,10.0,83.3,12,12,6.8,3.74,0,0,0.0,75.0,9,5,10.0,14,46.7,1,3,,,,,66.2,83.1,71.2,,79.6,,64.1,,,0,0,14,20.0,97.9,7.1,1,1,0,0,0,0,0.0,96,8.0
