player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
T.J. Finley,124093,QB,GA STATE,1,2.91,2.46,3.1,5.36,49,175,78.9,19,20,5.8,1.85,0,0,0.0,65.0,13,2,13.3,20,40.8,2,8,,,,,67.1,70.6,72.4,,70.1,,,,,1,1,20,0.0,55.6,0.0,0,0,0,0,0,1,5.0,97,4.9,76.5,17,19,13.2,3.64,0,2,9.1,63.2,12,12,7.7,29,59.2,1,6,,,,,28.6,46.7,74.1,,60.3,,37.4,,,1,1,33,25.0,84.1,10.3,3,7,0,1,1,2,6.1,154,8.1
Bryson Barnes,131845,QB,UTAH ST,1,2.98,2.78,3.43,4.23,48,329,66.7,21,21,11.5,1.95,0,1,4.8,47.6,10,2,28.6,22,45.8,4,7,,,,,67.4,74.7,72.7,,74.1,,,,,0,0,22,50.0,64.8,4.5,1,0,0,0,0,0,0.0,116,5.5,68.8,16,17,14.6,3.86,0,1,5.6,52.9,9,13,18.2,26,54.2,2,5,,,,,67.8,58.8,73.4,,64.6,,49.2,,,0,0,27,38.5,100.1,19.2,5,4,0,1,1,0,0.0,140,8.2
Malik Washington,198729,QB,MARYLAND,1,2.73,2.62,4.3,6.2,48,215,85.7,21,22,4.0,1.83,1,0,0.0,63.6,14,1,22.2,22,45.8,4,7,,,,,67.5,64.5,72.8,,64.1,,,,,0,0,23,0.0,76.5,0.0,0,0,0,0,0,0,0.0,113,5.1,57.1,21,24,12.6,3.48,2,0,0.0,45.8,11,9,8.3,26,54.2,1,7,,,,,67.9,55.2,73.4,,56.4,,57.3,,,0,1,27,11.1,44.6,3.8,1,1,0,1,0,1,3.7,125,5.2
Ty Simpson,157008,QB,ALABAMA,1,2.69,2.53,2.9,5.55,48,103,72.2,18,18,6.0,1.75,0,1,5.6,66.7,12,2,7.7,18,37.5,1,7,,,,,66.8,68.7,72.0,,68.2,,,,,0,1,18,0.0,83.6,0.0,0,0,0,0,1,1,5.6,132,7.3,73.9,23,24,11.4,3.25,0,0,0.0,66.7,16,11,5.9,30,62.5,1,9,,,,,68.3,58.8,73.9,,61.6,,52.4,,,0,0,31,36.4,90.1,13.3,4,2,0,1,0,1,3.2,187,7.8
Jacob Clark,101628,QB,MO STATE,1,2.66,2.46,3.1,4.5,47,230,94.7,19,19,5.8,1.81,0,0,0.0,89.5,17,1,5.6,20,42.6,1,11,,,,,67.4,73.3,72.8,,72.8,,,,,0,0,23,100.0,147.3,5.0,1,0,0,0,3,0,0.0,187,9.8,88.9,18,20,9.2,3.29,0,0,0.0,65.0,13,11,18.8,27,57.4,3,8,,,,,67.9,79.4,73.4,,80.8,,59.2,,,1,0,27,36.4,102.7,14.8,4,3,0,1,1,0,0.0,143,7.2
Nick Minicucci,173617,QB,DELAWARE,1,3.33,2.87,4.48,5.8,47,151,100.0,12,12,3.3,1.82,0,0,0.0,83.3,10,2,16.7,12,25.5,2,3,,,,,66.2,72.8,71.2,,72.3,,,,,0,0,14,0.0,94.8,0.0,0,0,0,0,0,0,0.0,81,6.8,65.2,23,24,15.0,3.85,1,3,12.5,58.3,14,15,6.7,35,74.5,1,11,,,,,68.5,84.5,74.3,,85.5,,59.1,,,0,1,35,53.3,91.8,22.9,8,3,0,0,1,1,2.9,257,10.7
Jalen Kitna,146688,QB,UAB,1,2.81,2.81,2.85,,47,321,64.3,14,14,5.7,1.81,0,0,0.0,64.3,9,1,0.0,14,29.8,0,3,,,,,66.4,36.0,71.4,,36.2,,,,,0,0,15,0.0,71.4,0.0,0,0,0,0,0,2,13.3,53,3.8,56.7,30,31,14.0,3.23,0,0,0.0,54.8,17,12,0.0,33,70.2,0,12,,,,,68.6,60.7,74.3,,60.4,,,,,0,2,35,16.7,62.3,6.1,2,0,0,1,1,2,5.7,228,7.4
Garrett Bass-Sulpizio,171137,QB,CORNELL,1,2.43,2.43,,,46,147,80.0,30,30,2.6,1.89,0,0,0.0,80.0,24,3,0.0,30,65.2,0,10,,,,,68.2,44.7,73.7,,44.7,,,,,0,0,30,0.0,88.2,0.0,0,0,0,0,0,1,3.3,155,5.2,86.7,15,16,10.6,3.44,0,1,5.0,81.3,13,5,0.0,16,34.8,0,6,,,,,67.1,65.4,72.5,,65.3,60.0,,,,0,0,20,0.0,132.6,0.0,0,0,0,1,1,1,5.0,173,10.8
William Atkins IV,148354,QB,SCAR STATE,1,2.67,2.43,3.14,3.92,46,290,80.0,20,20,6.5,1.91,0,0,0.0,75.0,15,2,6.3,20,43.5,1,8,,,,,67.4,66.6,72.7,,66.2,,,,,0,0,22,0.0,111.7,0.0,0,0,0,0,1,0,0.0,146,7.3,78.6,14,16,16.3,3.25,0,2,12.5,56.3,9,10,18.2,26,56.5,2,7,,,,,67.7,71.7,73.3,,77.2,,54.3,,,0,1,26,50.0,106.3,19.2,5,5,0,2,2,1,3.8,168,10.5
Trey Hedden,185848,QB,FURMAN,1,2.22,2.22,,,46,170,87.0,23,27,2.7,1.76,3,0,0.0,70.4,19,6,5.0,27,58.7,1,10,,,,,68.0,70.9,73.5,,70.4,,,,,0,0,28,0.0,95.8,0.0,0,0,0,1,1,0,0.0,147,5.4,73.7,19,19,8.0,2.88,0,0,0.0,73.7,14,4,0.0,19,41.3,0,9,,,,,67.0,78.5,72.2,,77.8,,,,,0,0,19,0.0,109.1,0.0,0,0,0,0,1,0,0.0,128,6.7
Arch Manning,173162,QB,TEXAS,1,2.65,2.56,4.0,,46,311,93.8,16,18,3.1,1.78,1,0,0.0,72.2,13,6,13.3,18,39.1,2,5,,,,,66.8,68.1,72.0,,67.7,,,,,1,1,18,0.0,63.7,0.0,0,0,0,0,0,1,5.6,106,5.9,73.9,23,25,13.1,3.22,0,1,3.7,56.0,14,13,17.6,28,60.9,3,7,,,,,27.7,74.6,73.7,,73.9,,,,,0,0,30,23.1,86.3,10.7,3,0,0,2,1,1,3.3,145,5.8
Landry Lyddy,156581,QB,SO MISS,1,2.76,2.66,,4.95,46,296,78.9,19,19,6.3,1.79,0,1,4.8,73.7,14,3,6.7,19,41.3,1,6,,,,,67.2,65.6,72.5,,65.2,,,,,0,1,21,0.0,85.9,0.0,0,0,0,0,1,1,4.8,122,6.4,78.3,23,25,6.1,3.44,1,1,4.0,60.0,15,3,16.7,27,58.7,3,5,,,,,67.9,65.5,73.4,,68.6,,52.9,,,0,1,27,0.0,59.6,0.0,0,2,0,1,0,1,3.7,145,5.8
James Murphy,177426,QB,BROWN,1,2.66,2.65,2.8,,45,123,84.2,19,19,2.4,1.77,0,0,0.0,84.2,16,0,0.0,19,42.2,0,9,,,,,67.1,75.3,72.4,,74.7,,,,,0,0,20,,133.8,0.0,0,0,0,0,2,0,0.0,146,7.7,76.2,21,24,11.6,3.3,0,3,11.1,62.5,15,9,6.3,26,57.8,1,9,,,,,69.2,92.0,73.9,,92.4,,57.0,,,1,0,29,22.2,115.6,7.7,2,0,0,2,2,1,3.4,194,8.1
Tyriq Starks,156514,QB,HOWARD,1,3.65,3.32,4.23,6.15,45,184,80.0,10,10,6.0,2.14,0,0,0.0,70.0,7,0,12.5,10,22.2,1,3,,,,,65.6,63.0,70.4,,62.7,,,,,0,0,11,,80.8,0.0,0,0,0,0,0,0,0.0,49,4.9,66.7,24,27,12.2,4.08,0,1,3.6,51.9,14,10,12.5,35,77.8,2,10,,,,,41.3,65.6,74.5,,59.5,,72.2,,,1,2,37,40.0,58.1,11.4,4,4,0,2,1,2,5.4,203,7.5
Jaden Craig,159342,QB,HARVARD,1,2.63,2.63,,,45,179,73.9,23,23,9.0,1.91,0,2,8.7,65.2,15,1,11.8,23,51.1,2,11,,,,,67.5,85.6,72.8,,84.6,,,,,0,0,23,0.0,139.9,0.0,0,0,0,0,3,0,0.0,242,10.5,59.1,22,22,12.7,3.37,0,1,4.3,59.1,13,7,0.0,22,48.9,0,9,,,,,68.1,49.1,73.0,,47.4,,62.7,,,0,0,23,0.0,79.4,0.0,0,0,0,0,0,4,17.4,148,6.7
Brady Stober,203110,QB,SAMFORD,1,2.67,2.59,3.45,,45,282,85.0,20,22,1.8,1.78,1,0,0.0,68.2,15,3,11.8,22,48.9,2,4,,,,,67.5,55.8,72.8,,55.6,,,,,0,0,23,0.0,90.3,0.0,0,0,0,1,1,1,4.3,86,3.9,82.4,17,19,7.5,3.52,0,1,5.3,73.7,14,15,0.0,23,51.1,0,8,,,,,67.2,71.3,72.8,,70.8,,,,,1,1,23,26.7,81.0,17.4,4,0,0,1,0,1,4.3,180,9.5
Rodney Tisdale Jr.,188754,QB,W KENTUCKY,1,2.41,2.33,3.2,3.9,44,346,87.5,24,24,4.3,1.96,0,0,0.0,79.2,19,3,9.5,24,54.5,2,9,,,,,67.6,82.5,73.0,,81.7,,,,,0,0,24,0.0,117.7,0.0,0,0,0,0,2,0,0.0,134,5.6,80.0,15,17,17.8,2.95,0,4,22.2,58.8,10,8,16.7,20,45.5,2,10,,,,,67.2,93.8,72.5,,93.3,,63.1,,,1,1,21,25.0,98.3,10.0,2,1,0,1,1,0,0.0,237,13.9
Marcel Reed,175940,QB,TEXAS A&M,1,2.93,2.79,2.45,5.0,44,312,78.6,14,14,6.3,1.99,0,0,0.0,57.1,8,4,27.3,15,34.1,3,6,,,,,19.7,60.3,71.8,,60.1,,,,,0,0,17,25.0,84.2,6.7,1,0,0,0,0,2,11.8,116,8.3,66.7,24,25,13.1,3.41,0,3,11.1,56.0,14,11,12.5,29,65.9,2,12,,,,,68.4,72.2,74.0,,71.4,,62.7,,,1,2,32,9.1,107.1,3.4,1,3,0,0,3,3,9.4,323,12.9
Ayden Pereira,159129,QB,MERRIMACK,1,2.87,2.72,5.2,4.75,43,385,62.5,24,24,10.3,1.91,0,0,0.0,45.8,11,0,26.7,24,55.8,4,5,,,,,67.6,49.7,73.0,,49.7,,,,,0,0,24,,66.8,0.0,0,0,0,0,1,0,0.0,73,3.0,76.9,13,15,9.7,4.31,0,0,0.0,53.3,8,7,20.0,18,41.9,2,7,,,,,69.7,76.3,73.1,,61.5,,78.7,,,0,0,20,14.3,92.6,5.6,1,2,0,2,1,1,5.0,86,5.7
Jake Schakel,191466,QB,E WASHGTON,1,2.7,2.66,,4.5,43,161,90.9,22,23,7.5,1.8,1,0,0.0,82.6,19,1,5.0,23,53.5,1,9,,,,,67.6,83.5,73.0,,82.6,,,,,0,0,24,0.0,99.3,0.0,0,0,0,0,0,0,0.0,180,7.8,75.0,16,19,9.7,3.75,1,1,4.8,63.2,12,8,0.0,20,46.5,0,7,,,,,67.4,74.3,72.7,,76.0,,57.3,,,0,1,22,0.0,94.0,0.0,0,1,0,2,2,1,4.5,119,6.3
Byrum Brown,156206,QB,USF,1,3.25,2.75,3.5,5.08,43,327,85.7,14,14,2.3,1.7,0,0,0.0,85.7,12,3,0.0,14,32.6,0,5,,,,,66.4,80.2,71.4,,79.5,,,,,0,0,15,0.0,147.6,0.0,0,0,0,0,2,0,0.0,139,9.9,63.2,19,19,20.3,4.0,0,2,9.5,57.9,11,11,8.3,29,67.4,1,8,,,,,68.3,66.3,73.9,,73.7,,52.0,,,0,1,31,9.1,69.6,3.4,1,9,0,0,0,1,3.2,188,9.9
Landyn Locke,199937,QB,SM HOUSTON,1,2.7,2.62,3.0,5.5,42,281,66.7,21,21,8.2,1.95,0,1,4.2,57.1,12,2,14.3,21,50.0,2,8,,,,,67.6,72.0,73.0,,71.4,,,,,0,0,24,0.0,77.9,0.0,0,0,0,0,0,0,0.0,142,6.8,46.7,15,18,17.9,3.46,0,2,10.5,22.2,4,8,42.9,21,50.0,3,4,,,,,67.6,55.0,73.0,,53.3,,62.6,,,0,0,24,25.0,43.5,9.5,2,1,0,3,0,2,8.3,71,3.9
Trinidad Chambliss,178723,QB,OLE MISS,1,2.44,2.16,3.66,4.35,42,226,80.8,26,26,5.0,1.8,0,0,0.0,73.1,19,3,9.5,27,64.3,2,11,,,,,68.0,68.2,73.5,,67.7,,,,,0,1,28,33.3,77.9,3.7,1,0,0,0,0,1,3.6,193,7.4,100.0,7,9,8.7,3.59,0,0,0.0,77.8,7,7,0.0,15,35.7,0,5,,,,,66.7,85.2,72.1,,86.0,,62.1,,,0,0,17,57.1,153.7,26.7,4,2,0,2,1,0,0.0,108,12.0
Dylan Lonergan,172386,QB,BOSTON COL,1,2.79,2.72,2.9,5.5,42,121,81.3,16,16,4.3,2.08,0,0,0.0,68.8,11,0,15.4,16,38.1,2,5,,,,,66.8,47.6,72.0,,47.6,,,,,0,0,18,,120.6,0.0,0,0,0,0,2,1,5.6,83,5.2,65.2,23,24,14.3,3.22,0,0,0.0,62.5,15,5,0.0,26,61.9,0,10,,,,,67.8,79.7,73.3,,81.4,,56.7,,,0,0,26,20.0,102.6,3.8,1,1,0,1,0,0,0.0,279,11.6
Darian Mensah,169984,QB,DUKE,1,3.12,2.92,2.9,5.83,42,154,69.2,13,13,12.8,1.92,0,1,7.7,53.8,7,0,22.2,13,31.0,2,2,,,,,66.0,74.6,71.0,,74.0,,,,,0,0,13,,93.8,0.0,0,0,0,0,1,0,0.0,66,5.1,65.0,20,22,15.0,3.67,0,1,4.5,50.0,11,15,15.4,29,69.0,2,5,,,,,68.0,67.2,73.6,,65.2,,64.3,,,0,0,29,26.7,67.8,13.8,4,3,0,2,0,1,3.4,127,5.8
Kamden Sixkiller,133096,QB,CAMPBELL,1,2.92,2.43,4.35,5.12,41,131,95.0,20,20,1.2,1.78,0,0,0.0,90.0,18,3,5.3,21,51.2,1,7,,,,,25.5,54.7,72.8,,54.5,,,,,0,0,23,33.3,100.0,4.8,1,0,0,0,0,1,4.3,160,8.0,38.5,13,13,19.4,4.12,0,1,7.7,38.5,5,3,0.0,20,48.8,0,5,,,,,23.9,58.3,72.4,,61.3,,56.0,,,0,1,20,33.3,36.7,5.0,1,6,0,0,0,2,10.0,108,8.3
Johnny Weber,192878,QB,SE MO ST,1,2.41,2.24,4.63,,41,293,67.9,28,28,8.6,1.56,0,1,3.4,60.7,17,1,10.5,28,68.3,2,11,,,,,68.1,69.8,73.6,,69.3,,,,,0,0,29,0.0,88.1,0.0,0,0,0,0,1,1,3.4,158,5.6,66.7,9,10,13.8,4.25,0,1,10.0,50.0,5,5,16.7,13,31.7,1,2,,,,,66.0,56.9,71.0,,56.7,,,,,0,0,13,60.0,58.3,23.1,3,0,0,1,0,1,7.7,35,3.5
Mason Heintschel,199088,QB,PITTSBURGH,1,3.42,3.01,4.13,6.08,41,268,86.7,15,15,2.5,1.8,0,0,0.0,66.7,10,2,23.1,15,36.6,3,3,,,,,66.7,26.0,71.8,,26.2,,,,,0,1,17,0.0,46.5,0.0,0,0,0,0,0,3,17.6,60,4.0,50.0,14,18,8.8,4.35,2,2,10.0,33.3,6,20,14.3,26,63.4,1,5,,,,,68.1,63.1,73.6,,62.8,,60.6,,,0,0,29,20.0,45.1,15.4,4,4,0,2,0,0,0.0,66,3.7
Dijon Jennings,156891,QB,WEBER ST,1,3.32,2.7,4.5,6.74,41,342,85.0,20,20,1.7,1.8,0,0,0.0,70.0,14,0,17.6,20,48.8,3,3,,,,,67.1,47.5,72.4,,47.4,,,,,0,0,20,,79.6,0.0,0,0,0,0,0,1,5.0,92,4.6,76.9,13,13,7.4,4.78,0,0,0.0,76.9,10,13,0.0,21,51.2,0,6,,,,,67.4,64.0,72.7,,63.8,,60.7,,,0,0,22,23.1,98.2,14.3,3,5,0,0,0,0,0.0,100,7.7
Ta'Quan Roberson,101625,QB,BUFFALO,1,2.57,2.28,3.34,5.5,40,126,72.7,22,23,7.5,1.93,1,2,8.3,52.2,12,5,25.0,23,57.5,4,5,,,,,67.6,75.3,73.0,,74.7,,,,,0,1,24,0.0,69.5,0.0,0,0,0,0,1,1,4.2,152,6.6,50.0,8,10,18.5,3.44,0,0,0.0,40.0,4,10,0.0,17,42.5,0,2,,,,,66.7,57.2,72.0,,55.4,,62.0,,,2,0,18,50.0,52.9,29.4,5,2,0,0,0,0,0.0,42,4.2
Liam O'Brien,164675,QB,PENN,1,2.83,2.76,,5.4,40,267,100.0,20,20,2.0,1.69,0,0,0.0,95.0,19,0,5.0,20,50.0,1,10,,,,,67.2,73.6,72.5,,73.0,,,,,0,0,21,,126.7,0.0,0,0,0,0,2,0,0.0,128,6.4,73.7,19,19,14.6,3.97,0,1,4.0,68.4,13,7,7.1,20,50.0,1,8,,,,,27.0,77.1,73.4,,78.3,,57.0,,,0,0,27,0.0,108.0,0.0,0,1,0,0,1,1,3.7,143,7.5
Blake Shapen,122282,QB,MISS STATE,1,2.49,2.23,2.85,4.9,40,227,70.6,17,19,1.8,1.65,2,0,0.0,63.2,12,2,0.0,19,47.5,0,3,,,,,67.1,59.9,72.4,,59.6,,,,,0,1,20,0.0,49.0,0.0,0,0,0,0,0,0,0.0,74,3.9,58.3,12,14,14.3,3.25,1,0,0.0,50.0,7,7,0.0,21,52.5,0,4,,,,,67.5,44.7,73.1,,43.5,,58.8,,,0,1,23,57.1,51.2,19.0,4,3,0,1,0,2,8.7,125,8.9
Gio Lopez,172309,QB,N CAROLINA,1,2.89,2.8,2.75,4.55,40,245,68.4,19,19,3.4,2.03,0,0,0.0,63.2,12,4,7.7,19,47.5,1,3,,,,,67.0,55.3,72.2,,55.1,,,,,0,0,19,0.0,77.7,0.0,0,0,0,0,0,0,0.0,105,5.5,71.4,14,17,14.0,3.66,0,1,5.0,52.9,9,10,10.0,21,52.5,1,8,,,,,67.6,88.1,73.0,,90.7,,51.9,,,1,0,24,20.0,69.7,9.5,2,2,0,2,0,0,0.0,96,5.6
Amari Odom,178686,QB,KENNESAW,1,2.99,2.71,5.35,4.1,39,200,88.9,9,9,4.8,1.86,0,0,0.0,66.7,6,2,25.0,9,23.1,2,3,,,,,65.1,70.9,69.8,,70.4,,,,,0,0,9,0.0,85.9,0.0,0,0,0,0,0,0,0.0,61,6.8,63.6,22,24,11.5,3.33,0,2,8.3,58.3,14,10,0.0,30,76.9,0,11,,,,,27.7,48.5,73.7,,45.1,,64.2,,,0,3,30,20.0,45.8,6.7,2,4,0,2,0,4,13.3,200,8.3
Carter Peevy,129563,QB,MAINE,1,3.01,2.88,3.15,7.3,39,212,85.7,14,14,4.6,1.93,0,1,6.7,78.6,11,2,8.3,14,35.9,1,4,,,,,66.4,86.0,71.4,,85.3,,,,,0,0,15,0.0,100.3,0.0,0,0,0,0,0,0,0.0,113,8.1,52.6,19,22,13.9,3.62,1,1,4.3,45.5,10,12,0.0,25,64.1,0,9,,,,,67.8,66.6,73.3,,67.9,,57.3,,,0,1,26,16.7,67.8,8.0,2,1,0,2,1,0,0.0,167,7.6
Joe Pesansky,149434,QB,FIU,1,3.09,2.68,,5.9,39,166,93.3,15,16,3.8,1.76,0,1,6.3,87.5,14,1,0.0,16,41.0,0,6,,,,,66.5,85.5,71.6,,84.8,,,,,0,0,16,0.0,118.2,0.0,0,0,0,1,1,0,0.0,118,7.4,73.3,15,18,14.4,4.02,1,1,5.6,55.6,10,13,9.1,23,59.0,1,6,,,,,67.4,81.6,72.8,,84.3,,60.3,,,1,0,23,0.0,87.3,0.0,0,5,0,1,1,0,0.0,88,4.9
