player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jonah Johnson,138484,QB,NEW MEX ST,1,2.56,2.25,3.24,6.0,65,242,79.4,34,34,6.1,1.79,0,0,0.0,73.5,25,10,7.4,34,52.3,2,12,,68.6,66.7,74.3,66.2,,,0,1,35,0.0,86.4,0.0,0,0,0,0,1,1,2.9,208,6.1,50.0,22,22,11.0,3.39,0,1,4.3,40.9,9,22,18.2,31,47.7,2,5,,28.3,30.2,0.0,39.5,,42.2,0,2,32,22.7,20.6,16.1,5,4,0,0,0,4,12.5,118,5.4
Drew Willoughby,154549,QB,ST ANSELM,1,1.87,1.85,2.25,,59,399,52.7,55,56,7.4,1.8,1,2,3.3,42.9,24,9,17.2,58,98.3,5,10,,70.4,37.6,76.5,38.0,,,0,2,63,22.2,42.9,3.4,2,0,0,0,1,5,7.9,188,3.4,0.0,1,1,17.0,5.9,0,0,0.0,0.0,0,1,,1,1.7,0,0,,60.3,28.0,63.6,28.4,,,0,1,1,0.0,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Cody Orgeron,23693,QB,MCNEESE,1,3.07,2.81,4.2,4.76,59,217,75.0,28,28,8.1,1.91,0,1,3.1,71.4,20,1,4.8,28,47.5,1,12,,68.4,77.1,74.0,76.3,,,0,0,32,0.0,122.2,0.0,0,0,0,0,2,0,0.0,247,8.8,66.7,18,22,10.7,4.12,0,0,0.0,45.5,10,14,16.7,31,52.5,2,7,,68.4,68.7,74.0,70.9,,58.1,0,0,32,28.6,61.0,12.9,4,5,0,4,0,0,0.0,111,5.0
Gunner Cruz,100575,QB,ARIZONA,1,2.94,2.63,3.35,5.4,55,109,90.9,22,22,2.5,1.83,0,0,0.0,86.4,19,2,5.0,23,41.8,1,7,,67.6,68.5,73.0,68.1,,,0,0,24,50.0,99.8,4.3,1,0,0,0,0,0,0.0,175,8.0,76.2,21,24,8.1,3.73,0,1,3.7,66.7,16,18,0.0,32,58.2,0,9,,68.6,38.5,74.3,39.8,,53.2,0,1,35,16.7,82.1,9.4,3,5,0,3,1,3,8.6,161,6.7
Max Johnson,124099,QB,LSU,1,2.74,2.38,2.67,5.57,55,211,80.0,30,31,6.2,1.75,1,0,0.0,64.5,20,5,16.7,32,58.2,4,13,,68.5,51.5,74.1,51.4,,,0,1,33,20.0,92.8,3.1,1,0,0,0,2,1,3.0,215,6.9,54.5,11,15,15.9,4.11,0,0,0.0,40.0,6,16,0.0,23,41.8,0,6,,15.5,45.3,73.0,49.1,,51.6,0,0,24,12.5,89.6,8.7,2,6,0,4,1,3,12.5,115,7.7
Jacob Sirmon,83590,QB,C MICHIGAN,1,2.55,2.33,3.7,3.6,55,134,61.3,31,32,8.7,1.92,0,1,3.0,53.1,17,12,10.5,34,61.8,2,9,,68.6,68.7,74.3,68.2,,,1,1,35,16.7,59.4,5.9,2,0,0,0,0,1,2.9,200,6.3,66.7,9,14,14.3,3.58,0,1,6.7,42.9,6,16,0.0,21,38.2,0,5,,25.1,33.4,73.0,34.2,,57.3,2,1,22,37.5,58.6,28.6,6,1,0,3,1,2,9.1,90,6.4
Davis Cheek,55146,QB,ELON,1,2.63,2.38,3.3,6.63,55,162,75.0,32,32,9.0,1.82,0,0,0.0,71.9,23,9,4.2,32,58.2,1,14,,68.5,55.8,74.2,55.7,,,0,1,34,0.0,92.3,0.0,0,0,0,0,1,0,0.0,253,7.9,46.7,15,19,15.5,3.77,0,2,10.5,31.6,6,14,14.3,23,41.8,1,3,,25.2,47.6,72.8,61.1,,34.1,0,0,23,7.1,59.1,4.3,1,3,0,4,1,1,4.3,60,3.2
Blaise Bentsen,102365,QB,HOU BAPT,1,2.32,2.16,2.92,5.33,55,183,66.7,33,34,4.3,1.57,0,0,0.0,61.8,21,6,4.5,35,63.6,1,6,,68.7,39.9,74.4,39.9,,,1,0,36,16.7,71.0,2.9,1,0,0,0,0,2,5.6,142,4.2,66.7,9,11,15.9,4.04,1,2,15.4,45.5,5,14,16.7,18,32.7,1,5,,67.1,51.5,72.4,50.8,,59.2,0,2,20,28.6,48.9,22.2,4,3,0,1,1,3,15.0,48,4.4
Ren Hefley,101621,QB,PRESBYTERN,1,2.72,2.49,,5.55,53,271,86.2,29,29,5.7,1.81,0,3,8.8,79.3,23,5,8.0,29,54.7,2,13,,68.5,79.5,74.2,78.7,,,0,0,34,0.0,150.6,0.0,0,0,0,0,7,0,0.0,309,10.7,80.0,20,20,12.4,3.81,0,5,23.8,75.0,15,6,6.3,24,45.3,1,14,,67.7,95.0,0.0,94.5,,75.3,0,0,25,0.0,151.7,0.0,0,4,0,0,3,0,0.0,228,11.4
Jason Shelley,60581,QB,MO STATE,1,2.99,2.59,3.76,5.7,53,230,76.2,21,22,6.4,1.89,0,2,9.1,63.6,14,7,12.5,23,43.4,2,7,,67.5,55.6,72.8,55.5,,,0,0,23,14.3,98.9,4.3,1,0,0,1,1,2,8.7,151,6.9,50.0,20,21,14.3,3.84,0,0,0.0,42.9,9,17,10.0,30,56.6,1,7,,68.3,54.6,73.9,50.7,,65.1,0,0,31,23.5,54.3,13.3,4,5,0,1,0,1,3.2,83,4.0
