player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jake Willcox,148649,QB,BROWN,1,2.79,2.68,,5.0,63,123,88.5,26,27,4.0,1.84,1,0,0.0,81.5,22,2,4.3,27,42.9,1,13,,67.9,85.2,73.4,84.3,,,0,1,27,0.0,94.9,0.0,0,0,0,0,1,0,0.0,203,7.5,66.7,27,33,7.7,3.5,1,0,0.0,48.5,16,17,11.1,36,57.1,2,9,,68.7,55.3,74.4,59.1,,50.2,3,1,36,0.0,72.2,0.0,0,3,0,2,2,2,5.6,175,5.3
Josh Hoover,127148,QB,TCU,1,2.54,2.51,,4.2,59,305,89.3,28,32,4.4,1.81,4,0,0.0,65.6,21,3,16.0,32,54.2,4,8,,68.5,80.3,74.2,79.5,,,0,0,34,0.0,96.5,0.0,0,0,0,0,2,0,0.0,145,4.5,72.0,25,26,16.9,3.4,0,4,15.4,61.5,16,6,11.1,27,45.8,2,16,,67.9,94.6,73.4,93.4,,70.0,0,2,27,0.0,94.1,0.0,0,1,0,1,2,1,3.7,294,11.3
Shedeur Sanders,131396,QB,COLORADO,1,3.13,2.84,2.9,5.23,58,143,84.6,26,26,5.0,1.97,0,0,0.0,73.1,19,6,13.6,26,44.8,3,8,,67.9,70.2,73.4,69.7,,,0,0,27,0.0,102.6,0.0,0,0,0,0,1,0,0.0,167,6.4,70.0,20,22,15.3,4.07,1,2,9.1,63.6,14,14,0.0,32,55.2,0,14,,68.5,81.9,74.1,79.0,,68.7,0,1,33,21.4,119.9,9.4,3,7,0,1,4,1,3.0,233,10.6
Michael Hiers,88636,QB,SAMFORD,1,2.6,2.32,3.66,5.05,58,282,90.3,31,31,2.4,1.69,0,0,0.0,90.3,28,2,0.0,31,53.4,0,8,,68.4,71.1,74.0,70.5,,,0,0,32,0.0,92.5,0.0,0,0,0,0,0,1,3.1,192,6.2,56.3,16,17,17.1,3.65,0,4,22.2,47.1,8,12,11.1,27,46.6,1,7,,27.3,78.3,73.6,80.2,,57.7,0,0,29,66.7,105.8,29.6,8,2,0,1,2,1,3.4,103,6.1
Jack Plummer,83543,QB,LOUISVILLE,1,2.59,2.49,3.47,5.3,57,210,75.9,29,29,5.9,1.89,0,1,3.4,58.6,17,4,22.7,30,52.6,5,10,,68.2,72.5,73.7,71.9,,,0,2,30,25.0,53.4,3.3,1,0,0,0,1,0,0.0,137,4.7,63.2,19,24,16.9,3.37,0,1,3.4,50.0,12,12,0.0,27,47.4,0,8,,28.3,54.3,0.0,57.6,,57.0,0,0,32,16.7,80.7,7.4,2,1,0,5,0,1,3.1,213,8.9
Davis Brin,77642,QB,GA SOUTHRN,1,2.35,2.26,3.37,4.0,56,174,78.1,32,33,5.8,1.77,1,0,0.0,66.7,22,2,12.0,33,58.9,3,10,,68.5,63.4,74.1,63.1,,,0,0,33,0.0,77.2,0.0,0,0,0,0,0,1,3.0,155,4.7,52.6,19,19,12.7,3.2,0,0,0.0,47.4,9,10,10.0,23,41.1,1,9,,31.0,32.3,73.0,30.1,,63.1,0,2,24,30.0,27.4,13.0,3,1,0,0,0,2,8.3,116,6.1
Kasim Hill,60444,QB,RHODE ISLD,1,2.66,2.52,3.43,3.7,56,274,92.3,26,26,4.3,1.87,0,0,0.0,69.2,18,6,25.0,26,46.4,6,11,,67.9,75.3,73.4,74.6,,,0,0,27,0.0,83.0,0.0,0,0,0,0,0,0,0.0,145,5.6,64.7,17,22,16.5,3.35,0,4,17.4,50.0,11,18,0.0,30,53.6,0,8,,28.0,59.5,73.9,62.2,,53.1,1,1,31,33.3,82.0,20.0,6,2,0,4,1,3,9.7,222,10.1
Brayden Fowler-Nicolosi,157207,QB,COLO STATE,1,2.59,2.54,3.1,4.7,56,144,72.2,36,36,4.4,1.9,0,1,2.7,63.9,23,3,11.5,36,64.3,3,12,,68.8,63.5,74.5,63.1,,,0,1,37,0.0,86.2,0.0,0,0,0,0,2,3,8.1,207,5.8,58.8,17,18,18.7,3.84,0,2,11.1,50.0,9,9,10.0,20,35.7,1,7,,67.1,83.7,72.4,85.9,,56.7,0,0,20,11.1,97.5,5.0,1,1,0,1,1,0,0.0,152,8.4
Ashton Daniels,157259,QB,STANFORD,1,3.0,2.7,2.9,5.32,54,300,81.8,22,23,6.5,1.92,1,0,0.0,73.9,17,9,5.6,25,46.3,1,12,,68.0,60.4,73.5,60.1,,,0,0,28,22.2,149.3,8.0,2,0,0,0,3,0,0.0,254,11.0,57.1,21,22,12.8,3.93,0,1,3.6,45.5,10,17,16.7,29,53.7,2,8,,68.6,52.3,74.3,53.3,,56.3,0,0,35,5.9,82.0,3.4,1,6,0,1,1,2,5.7,142,6.5
Tyler Van Dyke,122225,QB,MIAMI FL,1,2.95,2.76,2.8,6.13,54,220,85.7,21,21,7.9,1.95,0,2,9.1,81.0,17,2,5.6,21,38.9,1,9,,67.4,90.7,72.7,90.4,,,0,0,22,0.0,144.4,0.0,0,0,0,0,2,0,0.0,232,11.0,53.8,26,27,10.8,3.59,0,1,3.2,51.9,14,17,0.0,33,61.1,0,10,,68.8,52.9,74.5,56.2,,49.9,0,2,37,17.6,63.7,9.1,3,3,0,1,2,1,2.7,159,5.9
