player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Brady Olson,147415,QB,UMASS,1,2.49,2.32,3.4,5.3,42,216,66.7,27,28,5.0,1.76,0,0,0.0,60.7,17,1,5.6,28,66.7,1,7,,,,68.0,63.4,73.5,63.1,,,,0,1,28,0.0,61.8,0.0,0,0,0,1,0,0,0.0,161,5.8,62.5,8,11,20.1,3.93,0,2,18.2,45.5,5,5,0.0,14,33.3,0,6,,,,66.2,84.7,71.2,85.0,,62.0,,0,0,14,20.0,125.4,7.1,1,2,0,3,2,0,0.0,121,11.0
Parker McKinney,82109,QB,E KENTUCKY,1,2.59,2.4,3.9,6.0,42,159,63.0,27,28,8.4,1.91,0,0,0.0,57.1,16,4,5.9,28,66.7,1,4,,,,68.1,51.1,73.6,51.1,,,,0,0,29,0.0,77.2,0.0,0,0,0,1,1,0,0.0,105,3.8,88.9,9,10,14.9,3.95,0,1,7.7,70.0,7,8,12.5,14,33.3,1,5,,,,66.7,91.9,71.8,91.1,,64.2,,0,0,17,37.5,102.1,21.4,3,1,0,1,0,0,0.0,100,10.0
Michael Penix Jr.,82134,QB,INDIANA,1,2.97,2.91,3.4,5.2,42,190,90.9,11,11,2.5,1.78,0,0,0.0,81.8,9,0,10.0,11,26.2,1,3,,,,65.6,64.2,70.4,63.9,,,,0,0,11,,120.5,0.0,0,0,0,0,1,0,0.0,62,5.6,40.0,25,29,18.1,3.39,0,4,12.9,27.6,8,23,20.0,31,73.8,2,8,,,,68.5,62.0,74.1,63.0,,57.0,,2,3,33,4.3,22.3,3.2,1,1,0,2,1,3,9.1,162,5.6
Bret Edwards,88638,QB,NEW HAMP,1,3.31,3.26,2.1,5.6,42,240,76.9,13,13,5.1,1.89,0,0,0.0,69.2,9,6,10.0,15,35.7,1,4,,,,22.4,40.6,71.8,40.7,,,,0,0,17,33.3,86.1,13.3,2,0,0,0,0,1,5.9,82,6.3,65.2,23,25,11.3,4.11,1,2,8.0,52.0,13,9,13.3,27,64.3,2,11,,,,67.9,76.7,73.4,80.0,,52.7,,0,0,27,0.0,99.9,0.0,0,2,0,1,2,1,3.7,167,6.7
Tim Demorat,78498,QB,FORDHAM,1,2.57,2.49,2.9,5.2,42,168,65.0,20,21,10.6,1.92,1,1,4.3,47.6,10,1,23.1,21,50.0,3,4,,,,67.5,45.1,72.8,45.2,,,,0,0,23,0.0,79.3,0.0,0,0,0,0,1,2,8.7,109,5.2,47.1,17,19,14.4,3.21,0,1,5.3,31.6,6,11,25.0,21,50.0,2,4,,,,67.2,28.4,72.5,28.8,,57.3,,0,2,21,9.1,28.1,4.8,1,1,0,2,1,5,23.8,99,5.2
Carter Bradley,77685,QB,TOLEDO,1,2.37,2.19,2.45,5.4,42,316,73.1,26,27,5.2,1.96,0,1,3.6,66.7,18,10,5.3,29,69.0,1,3,,,,68.2,57.6,73.7,57.4,,,,1,0,30,20.0,79.7,6.9,2,0,0,0,0,1,3.3,143,5.3,55.6,9,9,20.2,3.29,0,2,18.2,44.4,4,8,20.0,13,31.0,1,4,,,,66.2,66.6,71.4,65.2,,62.5,,0,0,15,25.0,90.5,15.4,2,2,0,0,0,1,6.7,111,12.3
Austin Kendall,40056,QB,LA TECH,1,2.46,2.34,2.1,4.95,42,208,69.2,26,27,9.0,1.94,0,2,6.5,63.0,17,11,5.6,28,66.7,1,12,,,,68.3,67.6,74.0,67.1,,,,0,1,32,9.1,117.4,3.6,1,0,0,1,4,2,6.3,251,9.3,70.0,10,12,10.4,3.5,0,0,0.0,58.3,7,9,0.0,14,33.3,0,5,,,,66.2,73.9,71.2,74.5,,60.5,,1,0,14,0.0,85.4,0.0,0,2,0,1,0,0,0.0,100,8.3
Felix Harper,13753,QB,ALCORN ST,1,2.96,2.7,2.75,5.3,41,107,66.7,12,13,9.5,1.94,0,2,12.5,61.5,8,4,0.0,14,34.1,0,5,,,,66.7,72.5,71.8,72.0,,,,1,1,17,25.0,73.6,7.1,1,0,0,0,1,1,5.9,83,6.4,68.4,19,20,12.8,3.49,0,1,5.0,60.0,12,19,7.7,27,65.9,1,8,,,,67.9,74.2,73.4,73.7,,62.6,,1,0,27,15.8,90.0,11.1,3,4,0,0,0,1,3.7,182,9.1
Jack Plummer,83543,QB,PURDUE,1,2.56,2.35,4.55,4.45,41,273,92.0,25,26,2.7,1.64,0,0,0.0,80.8,21,5,8.7,26,63.4,2,10,,,,67.9,59.4,73.4,59.1,,,,1,0,27,0.0,101.3,0.0,0,0,0,0,1,0,0.0,136,5.2,60.0,10,11,8.6,4.15,0,1,9.1,45.5,5,11,16.7,15,36.6,1,2,,,,66.4,60.2,71.4,58.9,,61.4,,0,0,15,18.2,59.3,13.3,2,2,0,1,0,0,0.0,51,4.6
Frank Harris,60586,QB,UTSA,1,2.46,2.37,4.25,,41,331,82.6,23,23,6.5,1.74,0,0,0.0,78.3,18,4,5.3,23,56.1,1,11,,,,67.7,53.1,73.1,53.1,,,,0,2,25,0.0,77.0,0.0,0,0,0,0,1,2,8.0,177,7.7,46.2,13,16,16.2,3.39,0,1,5.6,37.5,6,12,0.0,18,43.9,0,3,,,,67.1,58.6,72.4,58.4,,,,0,0,20,16.7,76.6,11.1,2,0,0,3,1,0,0.0,86,5.4
Kenny Pickett,60515,QB,PITTSBURGH,1,3.53,3.02,3.45,5.8,40,268,87.5,8,8,2.8,1.69,0,0,0.0,87.5,7,0,0.0,8,20.0,0,3,,,,65.4,52.2,70.1,52.1,,,,0,1,10,,57.3,0.0,0,0,0,0,0,1,10.0,58,7.3,81.0,21,23,18.1,3.98,0,4,15.4,69.6,16,17,5.9,32,80.0,1,15,,,,29.1,85.2,74.3,90.3,,54.8,,0,0,35,11.8,151.7,6.3,2,7,0,2,6,2,5.7,324,14.1
Jawon Pass,40916,QB,PRVIEW A&M,1,2.03,2.08,3.2,4.1,40,270,76.0,25,26,10.1,1.8,1,4,14.8,61.5,16,3,15.8,27,67.5,3,11,,,,27.0,80.8,73.5,80.0,,,,0,1,28,33.3,92.3,3.7,1,0,0,0,1,1,3.6,263,10.1,75.0,8,8,14.4,3.26,0,0,0.0,75.0,6,4,0.0,10,25.0,0,5,,,,65.4,74.2,70.1,77.2,,57.3,,0,0,10,25.0,156.3,10.0,1,1,0,0,1,0,0.0,114,14.3
Grant Wells,97784,QB,MARSHALL,1,2.62,2.62,2.8,,40,214,78.9,19,19,7.3,1.93,0,1,5.0,73.7,14,1,6.7,19,47.5,1,6,,,,67.1,67.3,72.4,66.9,,,,0,1,20,0.0,90.5,0.0,0,0,0,0,0,1,5.0,223,11.7,50.0,20,20,19.0,3.24,0,4,20.0,50.0,10,6,0.0,21,52.5,0,7,,,,67.2,61.3,72.5,61.1,,,,0,1,21,16.7,82.5,4.8,1,0,0,0,1,3,14.3,206,10.3
Sam Hartman,77618,QB,WAKE,1,3.28,2.92,4.57,4.47,40,339,88.9,9,9,4.9,2.0,0,0,0.0,88.9,8,1,0.0,9,22.5,0,2,,,,65.4,56.8,70.1,56.7,,,,0,0,10,0.0,89.8,0.0,0,0,0,0,0,0,0.0,50,5.6,73.7,19,22,12.3,3.65,0,1,4.2,63.6,14,14,0.0,31,77.5,0,11,,,,68.5,79.6,74.2,85.8,,54.4,,1,1,34,21.4,106.1,9.7,3,6,0,2,2,0,0.0,209,9.5
Davis Cheek,55146,QB,ELON,1,2.69,2.36,5.4,6.4,40,162,77.3,22,22,6.5,1.52,0,0,0.0,68.2,15,4,11.8,22,55.0,2,5,,,,67.6,62.5,73.0,62.2,,,,0,1,24,0.0,67.2,0.0,0,0,0,0,0,0,0.0,144,6.5,80.0,10,14,8.0,4.11,0,0,0.0,50.0,7,12,12.5,18,45.0,1,5,,,,66.8,65.0,72.0,67.1,,57.3,,0,0,18,25.0,67.0,16.7,3,1,0,4,0,0,0.0,78,5.6
Ken Seals,124359,QB,VANDERBILT,1,2.43,2.26,2.4,5.55,40,333,56.0,25,25,6.8,1.86,0,0,0.0,48.0,12,4,14.3,26,65.0,2,7,,,,67.9,65.2,73.4,64.8,,,,0,0,27,25.0,69.4,3.8,1,0,0,0,1,0,0.0,84,3.4,55.6,9,12,9.1,3.5,0,0,0.0,33.3,4,8,20.0,14,35.0,1,3,,,,66.2,51.8,71.2,41.6,,71.1,,1,1,14,0.0,7.6,0.0,0,2,0,2,0,1,7.1,36,3.0
Desmond Ridder,55086,QB,CINCINNATI,1,2.42,2.15,4.25,5.3,40,138,82.6,23,24,8.1,1.72,0,1,3.8,62.5,15,2,21.1,24,60.0,4,5,,,,67.8,82.3,73.3,81.5,,,,0,1,26,0.0,73.6,0.0,0,0,0,1,1,0,0.0,132,5.5,50.0,12,12,17.3,3.46,0,1,7.7,41.7,5,8,16.7,16,40.0,1,4,,,,66.5,72.0,71.8,65.8,,70.8,,0,0,17,25.0,63.2,12.5,2,2,0,0,0,0,0.0,76,6.3
Davis Alexander,52162,QB,PORTLAND,1,3.13,2.97,,9.1,39,269,76.5,17,17,7.9,1.76,0,0,0.0,58.8,10,0,23.1,17,43.6,3,5,,,,66.8,68.1,72.0,67.7,,,,0,1,18,,50.4,0.0,0,0,0,0,0,1,5.6,97,5.7,83.3,18,21,11.7,4.18,0,2,7.7,66.7,14,13,6.7,22,56.4,1,8,,,,68.0,76.6,73.5,79.3,,54.4,,1,0,28,0.0,130.3,0.0,0,1,0,2,2,1,3.6,206,9.8
Payton Thorne,101629,QB,MICH STATE,1,2.36,2.11,2.93,5.17,39,223,82.6,23,24,2.7,1.8,1,0,0.0,66.7,16,5,15.8,25,64.1,3,8,,,,67.8,66.9,73.3,66.5,,,,0,0,26,20.0,131.4,4.0,1,0,0,0,3,0,0.0,197,8.2,50.0,6,8,19.3,3.62,0,1,12.5,37.5,3,5,0.0,13,33.3,0,4,,,,66.0,69.8,71.0,65.0,,66.4,,0,0,13,40.0,104.7,15.4,2,3,0,2,1,0,0.0,61,7.6
Bo Nix,97790,QB,AUBURN,1,2.44,2.3,,5.05,39,115,72.7,22,22,7.0,1.77,0,2,8.7,68.2,15,2,6.3,22,56.4,1,8,,,,67.5,52.6,72.8,52.5,,,,0,0,23,0.0,79.7,0.0,0,0,0,0,0,1,4.3,110,5.0,50.0,14,15,20.1,3.32,0,0,0.0,40.0,6,8,14.3,17,43.6,1,5,,,,66.7,67.7,71.8,65.9,,63.5,,0,0,17,0.0,56.3,0.0,0,2,0,1,0,0,0.0,75,5.0
Tommy Schuster,108954,QB,N DAKOTA,1,2.88,2.71,,4.43,39,249,85.0,20,20,2.8,1.88,0,0,0.0,75.0,15,0,11.8,20,51.3,2,8,,,,67.1,51.9,72.4,51.8,,,,0,1,20,,85.4,0.0,0,0,0,0,1,1,5.0,120,6.0,75.0,12,15,12.5,3.94,0,0,0.0,53.3,8,13,11.1,19,48.7,1,8,,,,67.0,82.4,72.2,89.4,,54.4,,0,0,19,0.0,101.0,0.0,0,4,0,3,1,0,0.0,116,7.7
Cameron Lewis,87522,QB,WSRAMS,1,2.88,2.64,3.05,3.83,39,1206,82.4,17,17,-0.1,1.64,0,0,0.0,70.6,12,3,14.3,18,46.2,2,5,,,,66.8,55.6,72.0,55.4,,,,0,0,18,33.3,80.0,5.6,1,0,0,0,0,0,0.0,78,4.6,53.8,13,13,16.2,3.94,0,3,21.4,46.2,6,10,14.3,21,53.8,1,7,,,,24.3,76.8,72.7,74.1,,66.9,,0,0,22,10.0,102.1,4.8,1,7,0,0,1,1,4.5,112,8.6
Draylen Ellis,121346,QB,AUSTINPEAY,1,2.91,2.76,3.6,5.25,39,116,87.5,16,16,6.1,1.91,0,1,5.9,75.0,12,0,14.3,16,41.0,2,4,,,,66.7,77.1,71.8,76.4,,,,0,0,17,,110.7,0.0,0,0,0,0,1,0,0.0,97,6.1,61.1,18,20,27.2,3.6,0,2,9.1,50.0,10,5,9.1,23,59.0,1,7,,,,67.8,60.4,73.3,56.8,,67.0,,0,0,26,20.0,128.5,4.3,1,2,0,2,2,4,15.4,247,12.4
Kaleb Eleby,77686,QB,W MICHIGAN,1,2.25,2.08,3.63,4.15,38,347,75.0,28,28,8.9,1.97,0,1,3.3,71.4,20,6,4.8,28,73.7,1,16,,,,68.2,88.5,73.7,87.4,,,,0,0,30,0.0,141.4,0.0,0,0,0,0,3,0,0.0,296,10.6,50.0,4,4,15.0,3.38,0,1,14.3,50.0,2,6,0.0,9,23.7,0,1,,,,65.8,53.9,70.7,58.5,,53.6,,0,0,12,50.0,85.4,33.3,3,2,0,0,0,0,0.0,40,10.0
Will Levis,83542,QB,KENTUCKY,1,2.68,2.65,2.2,3.45,38,202,100.0,15,16,3.3,1.92,0,0,0.0,81.3,13,4,13.3,17,44.7,2,4,,,,21.8,40.0,71.8,40.0,,,,1,0,17,25.0,91.9,5.9,1,0,0,0,0,2,11.8,97,6.1,57.9,19,19,19.3,3.3,0,2,10.0,52.6,10,6,9.1,21,55.3,1,10,,,,67.4,66.4,72.7,63.0,,67.0,,0,2,22,0.0,75.9,0.0,0,2,0,0,2,2,9.1,157,8.3
Bryce Young,123943,QB,ALABAMA,1,2.53,2.41,4.3,5.1,38,103,73.9,23,24,3.5,1.85,0,0,0.0,70.8,17,6,0.0,24,63.2,0,7,,,,67.8,47.4,73.3,47.5,,,,0,0,26,0.0,115.5,0.0,0,0,0,1,2,1,3.8,153,6.4,70.0,10,12,13.1,3.69,0,2,14.3,41.7,5,9,28.6,14,36.8,2,5,,,,66.5,90.1,71.6,88.0,,63.2,,0,0,16,11.1,94.8,7.1,1,1,0,2,1,0,0.0,87,7.3
Spencer Rattler,97408,QB,OKLAHOMA,1,2.99,2.75,,5.05,38,261,80.0,15,15,2.0,1.69,0,0,0.0,80.0,12,1,0.0,15,39.5,0,4,,,,66.4,55.3,71.4,55.1,,,,0,0,15,0.0,108.3,0.0,0,0,0,0,1,0,0.0,70,4.7,72.2,18,19,12.2,3.84,0,0,0.0,63.2,12,9,7.7,23,60.5,1,8,,,,67.6,75.9,73.0,79.3,,56.3,,0,0,24,0.0,86.3,0.0,0,4,0,1,0,2,8.3,144,7.6
Tyler Shough,83537,QB,TEXAS TECH,1,2.65,2.55,3.6,5.3,37,315,80.0,20,20,7.4,1.95,0,1,5.0,80.0,16,1,0.0,20,54.1,0,9,,,,67.1,75.0,72.4,74.4,,,,0,0,20,0.0,137.9,0.0,0,0,0,0,3,0,0.0,152,7.6,76.9,13,15,18.7,3.48,0,1,5.9,66.7,10,3,0.0,17,45.9,0,8,,,,67.0,79.6,72.2,82.1,,56.3,,0,0,19,33.3,131.9,5.9,1,1,0,2,1,1,5.3,235,15.7
Ty Keyes,145417,QB,SO MISS,1,2.98,2.71,3.4,7.2,37,296,75.0,12,12,5.4,1.86,0,0,0.0,66.7,8,2,11.1,14,37.8,1,2,,,,66.4,37.0,71.4,37.0,,,,0,1,15,100.0,47.9,14.3,2,0,0,0,0,1,6.7,72,6.0,50.0,16,16,12.1,3.66,0,0,0.0,50.0,8,16,0.0,23,62.2,0,4,,,,26.7,34.3,73.4,32.9,,61.0,,0,1,27,37.5,39.8,26.1,6,1,0,0,0,3,11.1,85,5.3
Cameron Rising,77663,QB,UTAH,1,2.76,2.42,,4.94,37,328,69.6,23,23,6.1,1.91,0,1,4.2,65.2,15,4,6.3,23,62.2,1,7,,,,67.6,55.8,73.0,55.7,,,,0,0,24,0.0,105.7,0.0,0,0,0,0,2,0,0.0,112,4.9,57.1,7,9,11.0,4.16,0,0,0.0,44.4,4,11,0.0,14,37.8,0,5,,,,66.5,59.1,71.6,58.5,,60.0,,2,0,16,0.0,95.1,0.0,0,5,0,0,1,0,0.0,41,4.6
Otto Kuhns,138014,QB,E ILLINOIS,1,2.78,2.45,2.7,6.33,37,158,73.3,15,15,5.1,1.85,0,0,0.0,60.0,9,4,18.2,16,43.2,2,5,,,,66.4,80.6,71.6,80.0,,,,0,0,16,25.0,73.5,6.3,1,0,0,0,0,0,0.0,77,5.1,50.0,16,17,16.9,3.49,0,2,11.1,41.2,7,12,12.5,21,56.8,1,5,,,,67.4,72.2,72.7,69.1,,66.7,,0,1,22,8.3,54.0,4.8,1,3,0,1,1,0,0.0,92,5.4
Matt Corral,83517,QB,OLE MISS,1,2.55,2.52,2.8,4.05,37,226,88.9,18,18,1.9,1.84,0,0,0.0,77.8,14,2,12.5,18,48.6,2,8,,,,67.1,73.2,72.4,72.7,,,,0,0,20,0.0,121.1,0.0,0,0,0,0,1,0,0.0,155,8.6,84.6,13,15,10.8,3.39,0,2,11.1,66.7,10,9,9.1,18,48.6,1,8,,,,67.2,78.3,72.5,73.4,,70.0,,0,0,21,11.1,148.6,5.6,1,2,0,2,2,0,0.0,185,12.3
Chase Garbers,60356,QB,CAL,1,2.91,2.73,,4.97,37,130,92.9,14,14,3.9,1.69,0,1,7.1,85.7,12,1,7.7,14,37.8,1,6,,,,66.2,77.6,71.2,77.0,,,,0,0,14,0.0,120.5,0.0,0,0,0,0,1,0,0.0,101,7.2,55.0,20,20,17.3,3.66,0,1,4.8,50.0,10,6,9.1,23,62.2,1,10,,,,67.6,71.6,73.0,65.0,,74.0,,0,1,24,0.0,78.5,0.0,0,3,0,0,1,1,4.2,187,9.4
Romelo Williams,78489,QB,CENT CT ST,1,2.93,2.75,,4.9,37,133,75.0,20,20,2.4,2.0,0,0,0.0,70.0,14,4,6.7,20,54.1,1,8,,,,67.1,63.1,72.4,62.8,,,,0,0,20,0.0,105.2,0.0,0,0,0,0,1,0,0.0,135,6.8,40.0,10,14,12.6,4.02,0,0,0.0,21.4,3,7,25.0,17,45.9,1,2,,,,23.8,29.8,72.2,29.3,,55.2,,0,1,19,0.0,9.8,0.0,0,3,0,4,0,1,5.3,13,0.9
Conner Martin,91726,QB,N COLORADO,1,3.04,2.86,3.75,5.9,36,253,83.3,12,12,0.6,1.75,0,0,0.0,66.7,8,1,20.0,12,33.3,2,1,,,,65.8,68.7,70.7,68.3,,,,0,0,12,0.0,103.5,0.0,0,0,0,0,1,0,0.0,52,4.3,61.1,18,19,11.6,3.69,0,0,0.0,57.9,11,12,0.0,24,66.7,0,6,,,,67.6,63.6,73.0,60.6,,64.1,,0,1,24,33.3,52.5,16.7,4,1,0,1,0,1,4.2,110,5.8
Logan Bonner,39990,QB,UTAH ST,1,2.24,2.22,2.9,,36,329,85.0,20,20,8.2,1.82,0,1,5.0,80.0,16,2,5.9,20,55.6,1,10,,,,67.1,81.6,72.4,80.8,,,,0,0,20,0.0,135.0,0.0,0,0,0,0,2,0,0.0,168,8.4,61.5,13,15,14.1,2.77,0,1,6.3,40.0,6,8,25.0,16,44.4,2,3,,,,66.7,74.8,71.8,74.2,,,,1,1,17,12.5,34.0,6.3,1,0,0,1,0,1,5.9,95,6.3
Zach Calzada,98006,QB,TEXAS A&M,1,2.67,2.58,3.63,,36,312,61.1,18,19,5.9,1.94,1,0,0.0,52.6,10,6,9.1,19,52.8,1,6,,,,67.0,53.9,72.2,53.8,,,,0,0,19,0.0,101.4,0.0,0,0,0,0,2,1,5.3,93,4.9,84.6,13,14,17.0,3.48,0,1,7.1,64.3,9,11,18.2,17,47.2,2,7,,,,66.8,82.0,72.0,81.2,,,,0,1,18,27.3,101.8,17.6,3,0,0,1,1,1,5.6,182,13.0
Juwan Carter,91113,QB,NORFOLK,1,2.29,2.12,3.15,4.27,36,244,95.2,21,22,8.0,1.6,1,3,12.5,86.4,19,6,5.0,23,63.9,1,9,,,,67.6,90.1,73.1,89.5,,,,0,0,25,16.7,152.3,4.3,1,0,0,0,3,0,0.0,243,11.0,57.1,7,8,25.3,3.81,0,3,30.0,50.0,4,6,0.0,12,33.3,0,7,,,,66.0,93.1,71.2,91.3,,75.9,,0,0,14,16.7,135.4,8.3,1,3,0,1,2,0,0.0,110,13.8
Matt McDonald,60350,QB,BOWL GREEN,1,2.71,2.45,2.73,4.5,36,122,80.0,15,16,5.3,1.98,1,0,0.0,75.0,12,2,0.0,18,50.0,0,6,,,,67.0,61.3,72.4,61.0,,,,0,1,20,100.0,80.7,11.1,2,0,0,0,1,0,0.0,82,5.1,83.3,12,12,10.3,3.44,0,0,0.0,83.3,10,7,0.0,18,50.0,0,8,,,,67.0,73.5,72.2,70.3,,66.3,,0,0,19,28.6,114.9,11.1,2,4,0,0,0,0,0.0,139,11.6
Justin Lynch,144392,QB,TEMPLE,1,3.0,2.38,3.35,5.01,36,306,84.6,13,13,1.5,1.36,0,0,0.0,84.6,11,0,0.0,13,36.1,0,2,,,,66.0,29.9,71.0,30.0,,,,0,0,13,,86.2,0.0,0,0,0,0,0,1,7.7,61,4.7,88.9,9,12,10.0,3.93,0,1,7.7,58.3,7,12,12.5,23,63.9,1,4,,,,67.6,43.6,73.0,55.4,,43.5,,0,0,24,33.3,86.8,17.4,4,7,0,3,0,1,4.2,104,8.7
Adrian Martinez,83522,QB,NEBRASKA,1,3.46,3.08,3.54,4.97,36,238,100.0,7,7,7.4,1.61,0,1,14.3,100.0,7,0,0.0,7,19.4,0,4,,,,64.6,91.2,69.1,91.0,,,,0,0,7,,118.5,0.0,0,0,0,0,0,0,0.0,87,12.4,80.0,15,18,14.7,3.9,0,1,5.6,66.7,12,19,0.0,29,80.6,0,11,,,,68.1,68.3,73.6,63.5,,68.1,,0,1,29,26.3,99.8,17.2,5,6,0,3,1,2,6.9,202,11.2
Spencer Petras,82136,QB,IOWA,1,2.36,2.43,,,36,192,77.8,18,18,5.6,1.84,0,1,5.6,77.8,14,0,0.0,18,50.0,0,7,,,,66.8,74.0,72.0,73.4,,,,0,0,18,,113.7,0.0,0,0,0,0,1,0,0.0,123,6.8,71.4,14,17,6.6,3.05,0,0,0.0,58.8,10,5,0.0,17,47.2,0,6,,,,66.8,64.8,72.0,64.4,,,,1,0,18,0.0,72.2,0.0,0,0,0,2,0,0,0.0,86,5.1
Max Johnson,124099,QB,LSU,1,2.56,2.46,,6.0,36,211,100.0,20,20,8.5,1.7,0,1,5.0,90.0,18,2,10.0,20,55.6,2,12,,,,67.1,84.0,72.4,83.2,,,,0,0,20,0.0,154.6,0.0,0,0,0,0,5,0,0.0,232,11.6,72.7,11,15,15.1,3.64,0,1,6.3,53.3,8,10,0.0,16,44.4,0,6,,,,66.7,82.9,71.8,79.8,,64.1,,0,1,17,0.0,57.6,0.0,0,1,0,4,0,1,5.9,140,9.3
Cole Copeland,63563,QB,CHATTNOOGA,1,2.68,2.63,,4.5,36,137,77.8,18,18,3.6,2.06,0,0,0.0,77.8,14,3,0.0,18,50.0,0,5,,,,67.0,52.6,72.2,52.5,,,,0,0,19,0.0,107.9,0.0,0,0,0,0,1,0,0.0,98,5.4,52.9,17,17,12.1,3.31,0,0,0.0,41.2,7,5,22.2,18,50.0,2,5,,,,66.8,34.4,72.2,38.4,,50.4,,0,1,19,0.0,29.0,0.0,0,1,0,0,0,1,5.3,70,4.1
Skyler Perry,82082,QB,ARKAPB,1,3.0,2.84,3.3,4.57,36,112,61.5,13,13,7.6,1.89,0,1,6.7,61.5,8,2,0.0,13,36.1,0,3,,,,66.4,44.3,71.4,44.4,,,,0,0,15,0.0,77.7,0.0,0,0,0,0,0,1,6.7,76,5.8,31.3,16,19,18.4,3.62,0,2,10.5,26.3,5,13,0.0,23,63.9,0,6,,,,67.6,49.1,73.0,45.5,,63.7,,0,1,24,7.7,26.4,4.3,1,3,0,3,0,2,8.3,97,5.1
Dino Maldonado,78516,QB,NEW MEX ST,1,2.48,2.33,2.3,4.13,36,242,84.2,19,19,1.4,1.77,0,0,0.0,84.2,16,4,0.0,20,55.6,0,9,,,,67.1,69.4,72.4,69.0,,,,0,0,20,25.0,105.0,5.0,1,0,0,0,0,0,0.0,175,9.2,61.5,13,13,15.5,3.36,0,3,21.4,61.5,8,10,0.0,16,44.4,0,10,,,,22.9,90.0,72.0,92.0,,55.8,,0,0,18,0.0,139.7,0.0,0,3,0,0,3,1,5.6,146,11.2
Will Plummer,131592,QB,ARIZONA,1,2.42,2.41,2.8,,36,109,75.0,20,20,6.6,1.72,0,2,10.0,75.0,15,3,0.0,20,55.6,0,5,,,,67.1,69.7,72.4,69.2,,,,0,1,20,0.0,89.4,0.0,0,0,0,0,1,1,5.0,139,7.0,46.2,13,15,15.2,3.29,0,0,0.0,33.3,5,5,16.7,16,44.4,1,2,,,,66.8,42.8,72.0,40.4,,61.8,,1,1,18,20.0,16.8,6.3,1,0,0,1,0,2,11.1,53,3.5
Jack Coan,60613,QB,NOTRE DAME,1,2.75,2.63,2.93,5.8,35,258,68.8,16,16,9.3,1.96,0,0,0.0,50.0,8,6,27.3,17,48.6,3,5,,,,67.0,64.2,72.4,63.9,,,,0,0,20,16.7,91.1,5.9,1,0,0,0,1,0,0.0,102,6.4,57.1,14,14,16.6,3.5,0,4,26.7,50.0,7,9,12.5,18,51.4,1,3,,,,67.0,77.1,72.2,79.1,,57.3,,0,0,19,33.3,103.6,16.7,3,1,0,0,1,0,0.0,121,8.6
Brandon Peters,40416,QB,ILLINOIS,1,3.19,2.98,2.9,5.63,35,187,75.0,8,9,4.6,2.05,0,0,0.0,55.6,5,3,16.7,10,28.6,1,2,,,,65.6,63.0,70.4,62.8,,,,0,0,11,33.3,76.6,10.0,1,0,0,1,0,0,0.0,61,6.8,42.9,14,18,13.7,3.65,0,0,0.0,27.8,5,12,16.7,25,71.4,1,6,,,,67.8,50.9,73.3,50.8,,58.3,,0,1,26,33.3,32.6,16.0,4,3,0,4,0,1,3.8,124,6.9
Joe Mancuso,40312,QB,RICHMOND,1,2.69,2.53,,5.35,35,276,73.3,15,15,3.0,1.76,0,0,0.0,60.0,9,1,18.2,15,42.9,2,3,,,,66.4,53.9,71.4,53.8,,,,0,1,15,0.0,42.1,0.0,0,0,0,0,0,1,6.7,64,4.3,68.8,16,18,14.4,3.4,1,2,10.5,55.6,10,7,9.1,20,57.1,1,9,,,,67.2,83.5,72.5,84.0,,60.2,,0,1,21,0.0,108.1,0.0,0,2,0,1,2,1,4.8,198,11.0
