player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Jake Curry,185583,QB,S ILLINOIS,1,3.19,2.54,4.4,5.82,42,295,57.9,19,19,5.0,1.96,0,0,0.0,42.1,8,2,27.3,19,45.2,3,3,,,,67.2,38.7,72.5,38.9,,,,0,0,21,0.0,49.7,0.0,0,0,0,0,0,0,0.0,48,2.5,46.2,13,13,12.5,4.2,0,0,0.0,46.2,6,12,0.0,23,54.8,0,4,,,,67.5,49.7,72.8,43.2,,64.4,,0,1,23,33.3,21.0,17.4,4,6,0,0,0,1,4.3,34,2.6
Brennan Myer,192760,QB,BRYANT,1,2.36,2.37,2.15,,41,124,81.5,27,27,8.9,1.81,0,1,3.6,74.1,20,4,9.1,28,68.3,2,11,,,,68.1,82.8,73.6,81.9,,,,0,0,29,25.0,127.7,3.6,1,0,0,0,2,0,0.0,254,9.4,75.0,12,12,8.4,3.55,0,0,0.0,66.7,8,3,11.1,13,31.7,1,5,,,,66.2,91.2,71.2,90.9,,,,0,1,14,33.3,81.6,7.7,1,0,0,0,1,0,0.0,89,7.4
Eli Sawyer,141870,QB,SE LA,1,2.2,2.23,2.7,,41,294,89.5,19,21,2.0,1.76,1,0,0.0,66.7,14,3,17.6,22,53.7,3,9,,,,24.8,70.6,72.7,70.2,,,,0,0,22,33.3,103.7,4.5,1,0,0,1,1,1,4.5,152,7.2,64.3,14,17,7.4,2.86,1,0,0.0,52.9,9,4,0.0,18,43.9,0,2,,,,67.0,45.7,72.2,45.7,,,,1,1,19,25.0,35.4,5.6,1,0,0,1,0,1,5.3,56,3.3
Nicholas Vattiato,145302,QB,MIDDLE TN,1,2.62,2.4,4.2,4.83,41,224,63.6,22,23,4.6,1.9,0,0,0.0,56.5,13,1,7.1,23,56.1,1,5,,,,67.6,58.7,73.0,58.5,,,,0,1,24,0.0,52.6,0.0,0,0,0,1,0,0,0.0,119,5.2,90.9,11,12,7.1,3.76,0,0,0.0,66.7,8,8,20.0,17,41.5,2,5,,,,66.8,59.6,72.0,64.1,,54.1,,0,1,18,12.5,92.4,5.9,1,4,0,1,1,1,5.6,120,10.0
Hudson Card,123109,QB,PURDUE,1,3.08,2.88,4.3,5.55,41,273,71.4,14,16,11.0,1.94,1,0,0.0,62.5,10,5,0.0,16,39.0,0,7,,,,66.5,65.5,71.6,65.2,,,,0,0,16,0.0,107.6,0.0,0,0,0,1,1,0,0.0,125,7.8,70.6,17,21,13.7,3.81,0,1,4.8,52.4,11,10,8.3,25,61.0,1,6,,,,67.8,77.9,73.3,78.1,,60.2,,0,0,26,20.0,73.9,8.0,2,2,0,4,0,0,0.0,142,6.8
Sean Brown,123871,QB,TOWSON,1,2.6,2.19,3.39,4.87,40,317,77.8,18,20,6.9,1.77,0,1,4.8,65.0,13,8,7.1,20,50.0,1,9,,,,67.2,81.8,72.5,81.1,,,,0,0,21,0.0,112.9,0.0,0,0,0,2,1,0,0.0,192,9.6,87.5,8,10,15.9,3.44,0,1,10.0,50.0,5,14,28.6,20,50.0,2,5,,,,24.2,55.8,72.4,56.5,,57.9,,0,1,20,50.0,38.8,35.0,7,3,0,2,0,2,10.0,83,8.3
Carson Conklin,170765,QB,SACRAMENTO,1,2.64,2.49,,5.5,40,279,87.0,23,23,4.6,1.86,0,0,0.0,87.0,20,1,0.0,23,57.5,0,10,,,,67.5,67.6,72.8,67.2,,,,0,0,23,0.0,120.1,0.0,0,0,0,0,2,0,0.0,135,5.9,85.7,14,15,16.5,3.71,1,1,6.3,73.3,11,2,8.3,17,42.5,1,10,,,,66.8,89.8,72.0,89.8,,62.1,,0,1,18,0.0,124.7,0.0,0,2,0,0,2,1,5.6,179,11.9
Max Brosmer,105568,QB,MINNESOTA,1,2.92,2.82,3.55,5.4,40,225,90.9,11,11,5.5,1.81,0,0,0.0,90.9,10,0,0.0,11,27.5,0,6,,,,65.6,68.8,70.4,68.4,,,,0,0,11,,123.1,0.0,0,0,0,0,1,0,0.0,69,6.3,56.5,23,26,12.2,3.34,0,1,3.7,46.2,12,10,7.7,29,72.5,1,8,,,,68.3,49.5,73.9,52.0,,52.4,,0,0,31,20.0,63.6,6.9,2,1,0,3,0,1,3.2,144,5.5
Luke Altmyer,146802,QB,ILLINOIS,1,2.92,2.53,3.43,6.57,40,187,62.5,16,18,6.5,2.0,1,1,5.3,50.0,9,4,10.0,18,45.0,1,6,,,,67.0,60.7,72.2,60.4,,,,0,0,19,0.0,68.3,0.0,0,0,0,1,0,1,5.3,106,5.9,78.6,14,15,12.8,3.68,1,2,13.3,73.3,11,7,0.0,22,55.0,0,6,,,,24.8,74.5,72.8,87.2,,40.6,,0,0,23,57.1,118.8,18.2,4,3,0,0,1,1,4.3,120,8.0
Sawyer Robertson,146839,QB,BAYLOR,1,2.8,2.45,3.75,5.33,40,118,75.0,16,17,6.4,1.75,1,0,0.0,58.8,10,3,16.7,18,45.0,2,5,,,,67.0,57.3,72.2,57.1,,,,0,0,19,33.3,78.8,5.6,1,0,0,0,0,0,0.0,113,6.6,58.8,17,17,9.7,3.66,0,0,0.0,52.9,9,8,10.0,22,55.0,1,11,,,,25.6,65.4,73.0,69.5,,53.4,,0,0,24,12.5,77.8,4.5,1,4,0,0,0,1,4.2,129,7.6
Xavier Lankford,142724,QB,ALAB A&M,1,2.67,2.41,7.1,4.37,40,104,63.6,22,23,3.7,1.7,0,0,0.0,60.9,14,7,0.0,23,57.5,0,5,,,,67.5,54.8,72.8,54.7,,,,1,1,23,0.0,58.4,0.0,0,0,0,0,0,1,4.3,131,5.7,25.0,12,13,13.8,3.99,0,0,0.0,23.1,3,10,0.0,17,42.5,0,3,,,,66.7,68.8,71.8,58.6,,75.3,,0,0,17,10.0,40.9,5.9,1,3,0,1,0,0,0.0,43,3.3
Mekhi Hagens,167009,QB,ARKAPB,1,3.52,3.33,3.65,4.88,40,112,80.0,15,15,5.9,1.89,0,0,0.0,73.3,11,0,8.3,15,37.5,1,6,,,,66.4,68.0,71.4,67.6,,,,0,0,15,,91.3,0.0,0,0,0,0,0,0,0.0,101,6.7,35.7,14,17,8.5,4.49,1,0,0.0,23.5,4,16,20.0,25,62.5,1,2,,,,67.8,30.8,73.3,35.2,,47.4,,0,1,26,25.0,15.1,16.0,4,4,0,2,0,1,3.8,47,2.8
Jake Willcox,148649,QB,BROWN,1,2.76,2.59,4.2,4.4,40,123,73.3,15,17,5.4,1.84,0,0,0.0,58.8,10,3,9.1,17,42.5,1,4,,,,67.1,72.2,72.4,71.7,,,,2,0,20,0.0,68.5,0.0,0,0,0,0,0,0,0.0,71,4.2,73.7,19,19,11.6,3.45,0,4,17.4,73.7,14,7,0.0,23,57.5,0,8,,,,68.0,91.1,73.5,90.2,,70.7,,0,0,28,14.3,140.0,4.3,1,3,0,0,2,0,0.0,189,9.9
Jake Cady,167521,QB,WAGNER,1,2.98,2.71,3.34,4.58,39,338,76.9,13,14,10.5,1.82,1,1,6.3,71.4,10,3,0.0,15,38.5,0,6,,,,66.7,84.2,71.8,83.5,,,,0,0,17,33.3,132.1,6.7,1,0,0,0,1,0,0.0,157,11.2,50.0,12,16,15.5,3.71,0,1,5.9,25.0,4,14,33.3,24,61.5,2,3,,,,26.0,44.8,73.1,49.7,,49.2,,1,0,25,28.6,43.8,16.7,4,4,0,3,0,3,12.0,64,4.0
Will Rogers,124184,QB,WASHINGTON,1,2.32,2.32,,,39,340,73.9,23,24,7.8,1.9,1,0,0.0,70.8,17,6,0.0,24,61.5,0,9,,,,67.7,63.1,73.1,62.8,,,,0,0,25,0.0,94.3,0.0,0,0,0,0,0,0,0.0,191,8.0,66.7,12,15,8.5,2.99,1,0,0.0,53.3,8,7,0.0,15,38.5,0,5,,,,66.5,59.9,71.6,59.7,,,,0,0,16,0.0,66.3,0.0,0,0,0,2,0,0,0.0,71,4.7
Reggie Graff,165710,QB,UTAHTC,1,2.35,2.12,3.5,5.2,39,1285,78.6,28,29,1.6,1.85,1,0,0.0,75.9,22,10,0.0,29,74.4,0,7,,,,68.2,67.0,73.7,66.5,,,,0,0,30,0.0,99.1,0.0,0,0,0,0,1,0,0.0,155,5.3,66.7,6,6,17.2,3.79,0,1,12.5,66.7,4,5,0.0,10,25.6,0,5,,,,65.8,79.9,70.7,80.4,,61.4,,0,0,12,40.0,136.1,20.0,2,2,0,0,1,0,0.0,56,9.3
Jack Lausch,162845,QB,NWESTERN,1,2.69,2.51,2.2,4.93,39,256,77.8,18,18,4.6,2.03,0,0,0.0,77.8,14,2,0.0,19,48.7,0,6,,,,67.1,60.5,72.4,60.2,,,,0,0,20,50.0,115.5,5.3,1,0,0,0,1,0,0.0,131,7.3,58.8,17,17,12.4,3.32,0,1,5.9,52.9,9,10,10.0,20,51.3,1,5,,,,67.2,54.3,72.5,56.1,,55.9,,0,0,21,0.0,75.4,0.0,0,3,0,0,0,2,9.5,119,7.0
Noah Fifita,158722,QB,ARIZONA,1,3.21,3.04,3.53,7.4,38,109,93.3,15,16,0.1,1.68,0,0,0.0,87.5,14,1,0.0,16,42.1,0,5,,,,66.5,61.1,71.6,60.8,,,,0,0,16,0.0,107.8,0.0,0,0,0,1,1,0,0.0,78,4.9,73.3,15,17,14.3,4.32,1,2,10.5,58.8,10,12,9.1,22,57.9,1,8,,,,67.6,78.1,73.0,79.7,,57.3,,0,0,24,33.3,114.3,18.2,4,1,0,1,1,0,0.0,178,10.5
Czavian Teasett,178078,QB,SOUTHERN U,1,2.57,2.5,,5.2,38,297,83.3,24,25,8.0,1.91,0,3,11.1,68.0,17,5,15.0,25,65.8,3,8,,,,67.9,79.5,73.4,78.7,,,,1,0,27,0.0,113.6,0.0,0,0,0,0,2,0,0.0,169,6.8,58.3,12,12,14.6,3.85,0,1,8.3,58.3,7,5,0.0,13,34.2,0,7,,,,66.0,76.9,71.0,69.2,,69.4,,0,0,13,0.0,122.9,0.0,0,1,0,0,1,0,0.0,128,10.7
Devon Dampier,171556,QB,NEW MEXICO,1,2.73,2.18,3.1,5.52,38,241,79.2,24,24,7.0,1.84,0,0,0.0,66.7,16,4,15.8,24,63.2,3,8,,,,67.7,52.0,73.1,52.0,,,,0,1,25,0.0,82.6,0.0,0,0,0,0,1,1,4.0,164,6.8,0.0,6,7,20.3,4.26,0,1,10.0,0.0,0,7,,14,36.8,0,4,,,,66.5,73.3,71.8,60.3,,75.2,,1,0,17,14.3,39.6,7.1,1,6,0,0,0,0,0.0,0,0.0
Tyler Knoop,108982,QB,STNY BROOK,1,2.24,1.75,2.8,5.06,38,303,75.9,29,29,5.4,1.69,0,0,0.0,75.9,22,6,0.0,29,76.3,0,16,,,,68.4,60.2,74.0,59.9,,,,0,0,32,0.0,117.3,0.0,0,0,0,0,1,0,0.0,282,9.7,50.0,2,2,14.5,4.02,0,0,0.0,50.0,1,8,0.0,9,23.7,0,2,,,,18.5,49.2,70.4,42.8,,60.4,,0,0,11,25.0,56.3,22.2,2,5,0,0,0,1,9.1,0,0.0
Josh Hoover,127148,QB,TCU,1,2.71,2.52,2.4,4.97,38,305,94.7,19,20,5.4,1.8,1,1,5.0,85.0,17,4,5.6,21,55.3,1,9,,,,67.2,87.3,72.5,86.5,,,,0,0,21,25.0,141.3,4.8,1,0,0,0,2,0,0.0,198,9.9,69.2,13,14,8.1,3.84,0,2,11.8,57.1,8,10,11.1,17,44.7,1,6,,,,67.1,88.6,72.4,90.6,,59.2,,0,0,20,0.0,89.9,0.0,0,3,0,1,0,0,0.0,135,9.6
Danny Lauter,162145,QB,GEORGETOWN,1,2.36,2.33,2.9,,38,172,68.2,22,22,3.8,1.94,0,0,0.0,63.6,14,3,6.7,23,60.5,1,4,,,,67.6,49.4,73.0,49.3,,,,0,1,24,33.3,64.6,4.3,1,0,0,0,1,0,0.0,70,3.2,58.3,12,14,11.5,3.0,0,0,0.0,50.0,7,6,0.0,15,39.5,0,6,,,,66.5,55.0,0.0,58.2,,,,1,1,16,16.7,47.9,6.7,1,0,0,1,0,2,12.5,114,8.1
Kyle McCord,145053,QB,SYRACUSE,1,1.89,1.83,2.2,3.7,37,304,79.3,29,30,3.2,1.65,1,0,0.0,70.0,21,6,8.7,31,83.8,2,11,,,,68.5,67.5,74.2,67.0,,,,0,0,34,16.7,118.5,3.2,1,0,0,0,2,0,0.0,258,8.6,75.0,4,5,11.0,3.17,1,0,0.0,60.0,3,3,0.0,6,16.2,0,0,,,,64.6,50.7,69.1,53.9,,57.3,,0,1,7,0.0,25.0,0.0,0,1,0,0,0,1,14.3,13,2.6
Will McElvain,88639,QB,CENT ARK,1,2.59,2.51,5.2,,37,132,84.2,19,19,5.7,1.88,0,0,0.0,63.2,12,0,25.0,19,51.4,4,9,,,,67.0,85.0,72.2,84.2,,,,0,1,19,,76.9,0.0,0,0,0,0,1,0,0.0,121,6.4,40.0,15,17,13.9,3.33,1,1,5.9,29.4,5,6,16.7,18,48.6,1,4,,,,23.3,39.0,72.0,39.3,,,,0,3,18,16.7,2.2,5.6,1,0,0,1,0,3,16.7,60,3.5
Ethan Vasko,163817,QB,COAST CAR,1,2.73,2.65,,4.1,37,141,62.5,16,16,5.3,1.64,0,0,0.0,62.5,10,2,0.0,16,43.2,0,5,,,,66.7,44.9,71.8,45.0,,,,0,0,17,0.0,70.3,0.0,0,0,0,0,0,0,0.0,62,3.9,57.9,19,19,13.7,3.55,0,3,14.3,47.4,9,6,18.2,21,56.8,2,5,,,,67.5,78.6,72.8,74.9,,68.6,,0,0,23,0.0,90.9,0.0,0,2,0,0,1,0,0.0,145,7.6
Jalen Kitna,146688,QB,UAB,1,2.75,2.3,5.75,5.5,37,321,90.0,20,20,4.6,1.7,0,0,0.0,80.0,16,2,11.1,20,54.1,2,8,,,,67.1,74.0,72.4,73.5,,,,0,0,20,0.0,149.0,0.0,0,0,0,0,3,1,5.0,205,10.3,83.3,12,12,18.1,3.98,0,3,25.0,75.0,9,9,10.0,17,45.9,1,9,,,,22.9,90.8,72.0,92.9,,53.6,,0,0,18,22.2,156.3,11.8,2,3,0,0,3,2,11.1,199,16.6
Daniel Richardson,97103,QB,FL A&M,1,2.88,2.69,3.9,5.55,37,164,100.0,13,13,4.4,1.94,0,2,12.5,100.0,13,1,0.0,13,35.1,0,9,,,,66.5,89.9,71.6,89.0,,,,0,0,16,0.0,134.9,0.0,0,0,0,0,1,0,0.0,133,10.2,70.0,20,21,12.4,3.38,0,1,4.8,61.9,13,7,7.1,24,64.9,1,11,,,,67.6,74.7,73.0,74.1,,61.8,,1,2,24,14.3,82.8,4.2,1,2,0,0,4,2,8.3,147,7.0
Deljay Bailey,172505,QB,GRAMBLING,1,2.8,2.62,2.7,4.8,37,177,88.2,17,17,5.6,2.05,0,0,0.0,88.2,15,3,0.0,17,45.9,0,8,,,,66.7,75.5,71.8,74.9,,,,0,0,17,0.0,107.1,0.0,0,0,0,0,0,0,0.0,165,9.7,30.8,13,16,19.5,3.43,0,0,0.0,18.8,3,16,25.0,20,54.1,1,3,,,,67.4,38.2,72.7,36.9,,58.9,,3,2,22,6.3,0.0,5.0,1,3,0,0,0,2,9.1,36,2.3
Jaxson Dart,146409,QB,OLE MISS,1,2.71,2.49,3.4,3.94,37,226,93.8,16,17,9.0,1.93,0,1,5.6,88.2,15,2,0.0,18,48.6,0,10,,,,67.0,91.6,72.2,92.2,,56.7,,0,0,19,0.0,158.3,0.0,0,1,0,1,3,0,0.0,219,12.9,83.3,12,14,18.8,3.45,0,2,11.1,71.4,10,12,0.0,19,51.4,0,8,,,,67.5,86.7,72.8,90.4,,56.3,,0,0,23,8.3,153.3,5.3,1,4,0,2,3,0,0.0,296,21.1
Jake Stearney,171991,QB,COLGATE,1,2.0,1.91,3.4,3.8,36,142,71.4,28,29,5.7,1.77,0,0,0.0,62.1,18,2,10.0,29,80.6,2,7,,,,68.0,39.6,73.6,39.8,,,,0,2,29,0.0,57.8,0.0,0,0,0,1,1,2,6.9,148,5.1,50.0,4,5,10.8,2.97,0,0,0.0,40.0,2,3,0.0,7,19.4,0,1,,,,64.6,47.8,69.1,51.0,,57.0,,1,0,7,33.3,64.6,14.3,1,1,0,0,0,0,0.0,35,7.0
Maddux Madsen,163379,QB,BOISE ST,1,3.05,2.83,6.2,4.33,36,120,91.7,12,12,6.6,2.03,0,0,0.0,91.7,11,2,0.0,12,33.3,0,6,,,,65.8,68.8,70.7,68.4,,,,0,0,12,0.0,135.8,0.0,0,0,0,0,1,0,0.0,119,9.9,83.3,18,20,11.6,3.56,1,0,0.0,65.0,13,10,13.3,24,66.7,2,14,,,,67.8,88.8,73.3,83.3,,73.6,,1,0,26,10.0,135.0,4.2,1,3,0,0,3,0,0.0,188,9.4
Anthony Chiccitt,141376,QB,ROB MORRIS,1,2.33,2.21,,4.35,36,277,76.2,21,21,4.1,1.73,0,2,9.5,76.2,16,2,0.0,21,58.3,0,6,,,,67.2,68.0,72.5,67.6,,,,0,0,21,0.0,113.8,0.0,0,0,0,0,1,1,4.8,163,7.8,83.3,12,13,9.9,3.16,0,2,14.3,69.2,9,9,10.0,15,41.7,1,6,,,,66.7,84.7,71.8,79.8,,69.6,,1,1,17,0.0,57.5,0.0,0,2,0,0,0,1,5.9,93,7.2
Marcel Reed,175940,QB,TEXAS A&M,1,3.17,2.87,3.87,4.42,36,312,58.3,12,12,8.8,2.18,0,0,0.0,58.3,7,3,0.0,12,33.3,0,4,,,,65.8,54.0,70.7,53.9,,,,0,0,12,0.0,78.8,0.0,0,0,0,0,0,0,0.0,81,6.8,73.3,15,16,11.9,3.67,0,1,6.3,68.8,11,14,0.0,24,66.7,0,10,,,,25.6,61.9,73.0,56.2,,68.0,,1,1,24,21.4,86.7,12.5,3,5,0,0,1,2,8.3,125,7.8
Jacob Clark,101628,QB,MO STATE,1,2.86,2.49,3.83,5.07,36,230,82.4,17,17,7.4,2.0,0,1,5.6,70.6,12,4,14.3,17,47.2,2,4,,,,66.8,75.9,72.0,75.3,,,,0,0,18,0.0,119.7,0.0,0,0,0,0,2,0,0.0,80,4.7,81.8,11,12,7.5,3.62,1,0,0.0,75.0,9,9,0.0,19,52.8,0,7,,,,67.0,68.7,72.2,76.2,,51.0,,0,1,19,44.4,72.2,21.1,4,3,0,0,0,0,0.0,122,10.2
Austin Smith,145763,QB,AUSTINPEAY,1,2.28,2.21,,4.9,36,116,92.0,25,25,4.2,1.88,0,0,0.0,92.0,23,4,0.0,25,69.4,0,14,,,,67.7,64.8,73.1,64.4,,,,0,0,25,0.0,103.5,0.0,0,0,0,0,0,0,0.0,221,8.8,80.0,10,10,18.5,3.2,0,2,20.0,80.0,8,2,0.0,11,30.6,0,6,,,,65.6,80.9,70.4,77.3,,64.2,,0,1,11,0.0,118.8,0.0,0,1,0,0,4,1,9.1,185,18.5
Bryce Archie,156667,QB,USF,1,2.89,2.69,2.6,5.2,36,327,90.9,11,11,-0.1,1.78,0,0,0.0,81.8,9,0,10.0,11,30.6,1,5,,,,65.6,62.8,70.4,62.6,,,,0,0,11,,119.7,0.0,0,0,0,0,1,0,0.0,60,5.5,52.4,21,21,21.1,3.38,0,1,4.0,47.6,10,8,9.1,25,69.4,1,9,,,,68.1,62.3,73.6,63.0,,57.9,,0,0,29,12.5,86.6,4.0,1,3,0,0,1,2,6.9,146,7.0
Dillon Gabriel,86272,QB,OREGON,1,2.68,2.65,,3.7,35,264,88.2,17,18,3.9,1.81,0,1,5.6,83.3,15,3,0.0,18,51.4,0,9,,,,66.8,91.7,72.0,91.4,,,,0,0,18,0.0,122.7,0.0,0,0,0,1,1,0,0.0,162,9.0,66.7,12,16,11.3,3.59,0,2,10.5,43.8,7,12,12.5,17,48.6,1,4,,,,67.1,73.3,72.4,75.3,,57.3,,1,0,20,0.0,72.9,0.0,0,1,0,3,0,0,0.0,132,8.3
Ralph Rucker IV,144625,QB,BUCKNELL,1,2.47,2.24,3.73,4.05,35,125,50.0,16,17,10.2,1.87,1,0,0.0,41.2,7,5,12.5,18,51.4,1,3,,,,67.0,46.3,72.2,46.4,,,,0,1,19,20.0,28.6,5.6,1,0,0,0,0,1,5.3,68,4.0,84.6,13,13,12.8,3.11,0,0,0.0,84.6,11,4,0.0,17,48.6,0,9,,,,66.4,85.2,71.8,85.5,,61.8,,0,0,17,50.0,137.8,11.8,2,2,0,0,1,0,0.0,142,10.9
Tucker Gleason,122475,QB,TOLEDO,1,2.67,2.66,3.0,,35,316,81.8,11,13,3.6,1.82,0,0,0.0,69.2,9,2,0.0,13,37.1,0,4,,,,66.2,51.2,71.2,51.1,,,,1,0,14,0.0,85.4,0.0,0,0,0,1,0,1,7.1,80,6.2,58.8,17,21,13.1,3.17,0,2,9.5,42.9,9,11,10.0,22,62.9,1,5,,,,24.8,45.6,72.7,45.6,,,,1,1,22,9.1,91.5,4.5,1,0,0,3,3,3,13.6,171,8.1
Richie Munoz,173668,QB,WEBER ST,1,2.21,2.09,,4.1,35,342,54.2,24,25,10.9,1.92,1,2,8.0,52.0,13,1,0.0,25,71.4,0,7,,,,67.7,29.0,73.1,29.2,,,,0,2,25,0.0,32.3,0.0,0,0,0,0,0,4,16.0,121,4.8,83.3,6,8,5.2,2.93,0,0,0.0,62.5,5,3,0.0,10,28.6,0,2,,,,65.4,57.7,70.1,55.6,,61.3,,0,0,10,0.0,70.3,0.0,0,2,0,2,0,0,0.0,31,3.9
LaNorris Sellers,174326,QB,S CAROLINA,1,3.3,2.79,,5.03,35,289,75.0,12,13,2.8,2.04,1,0,0.0,53.8,7,2,22.2,13,37.1,2,5,,,,66.0,73.5,71.0,73.0,,,,0,0,13,0.0,121.6,0.0,0,0,0,0,1,0,0.0,153,11.8,53.8,13,14,14.2,4.05,0,0,0.0,42.9,6,14,14.3,22,62.9,1,7,,,,26.3,39.7,73.1,34.5,,59.1,,0,0,25,0.0,88.7,0.0,0,8,0,1,1,1,4.0,91,6.5
Mikey Keene,70961,QB,FRESNO ST,1,2.53,2.33,4.03,,35,169,89.5,19,19,3.0,1.81,0,0,0.0,89.5,17,0,0.0,19,54.3,0,6,,,,67.0,73.2,72.2,72.7,,,,0,0,19,,104.8,0.0,0,0,0,0,1,0,0.0,94,4.9,75.0,12,12,7.9,3.38,0,0,0.0,66.7,8,7,11.1,16,45.7,1,3,,,,22.9,37.5,72.0,37.6,,,,0,0,18,57.1,79.5,25.0,4,0,0,0,0,1,5.6,63,5.3
Danny O'Neil,184200,QB,S DIEGO ST,1,2.77,2.66,3.1,4.9,34,284,81.8,11,11,7.4,2.01,0,0,0.0,81.8,9,2,0.0,12,35.3,0,3,,,,65.8,72.9,70.7,72.5,,,,0,0,12,50.0,122.0,8.3,1,0,0,0,1,0,0.0,66,6.0,31.3,16,19,18.9,3.18,0,1,5.3,26.3,5,10,0.0,22,64.7,0,3,,,,67.4,37.9,72.7,39.2,,57.3,,0,2,22,20.0,24.6,9.1,2,1,0,3,1,2,9.1,89,4.7
Sam Leavitt,175465,QB,ARIZONA ST,1,3.04,2.64,3.9,6.27,34,110,93.3,15,15,3.3,1.65,0,1,6.3,93.3,14,2,0.0,15,44.1,0,9,,,,66.5,84.9,71.6,84.2,,,,0,0,16,0.0,158.3,0.0,0,0,0,0,3,0,0.0,208,13.9,58.3,12,14,14.5,4.13,0,0,0.0,42.9,6,9,14.3,19,55.9,1,5,,,,67.0,57.9,72.2,59.0,,57.5,,0,0,19,22.2,66.4,10.5,2,3,0,2,0,1,5.3,96,6.9
Brendon Lewis,131687,QB,NEVADA,1,3.18,3.09,3.8,4.45,34,239,75.0,12,12,9.5,2.05,0,1,8.3,75.0,9,1,0.0,12,35.3,0,6,,,,65.8,78.9,70.7,78.2,,,,0,0,12,0.0,124.3,0.0,0,0,0,0,1,0,0.0,92,7.7,78.6,14,16,12.1,3.98,0,1,5.6,68.8,11,12,0.0,21,61.8,0,7,,,,67.5,57.3,73.1,60.0,,54.9,,0,0,23,8.3,101.0,4.8,1,4,0,2,0,1,4.3,160,10.0
Tyler Shough,83537,QB,LOUISVILLE,1,2.72,2.57,,5.05,34,210,81.3,16,17,4.9,1.78,1,0,0.0,76.5,13,2,0.0,17,50.0,0,4,,,,67.0,63.9,72.2,63.6,,,,0,0,19,0.0,85.2,0.0,0,0,0,0,0,0,0.0,79,4.6,45.5,11,15,10.6,3.65,0,0,0.0,26.7,4,11,20.0,17,50.0,1,4,,,,66.7,60.7,71.8,60.2,,60.5,,0,0,17,0.0,48.5,0.0,0,2,0,4,0,0,0.0,77,5.1
Payton Thorne,101629,QB,AUBURN,1,2.54,2.26,3.47,5.3,34,115,78.9,19,20,5.5,1.8,1,0,0.0,75.0,15,3,0.0,20,58.8,0,6,,,,67.1,56.3,72.4,56.1,,,,0,0,20,0.0,93.1,0.0,0,0,0,0,0,0,0.0,137,6.9,55.6,9,9,12.1,3.6,0,0,0.0,55.6,5,9,0.0,14,41.2,0,4,,,,66.4,51.0,71.4,50.6,,58.5,,0,0,15,33.3,132.6,21.4,3,2,0,0,1,0,0.0,102,11.3
Jaden Jones,147558,QB,CAL POLY,1,2.92,2.63,4.0,6.15,34,129,66.7,15,16,6.1,1.79,1,0,0.0,50.0,8,1,20.0,16,47.1,2,4,,,,66.7,55.8,71.8,55.7,,,,0,1,17,0.0,38.0,0.0,0,0,0,0,0,1,5.9,78,4.9,50.0,12,14,13.9,3.93,0,0,0.0,35.7,5,10,16.7,18,52.9,1,3,,,,67.5,37.2,0.0,43.8,,49.8,,0,1,23,20.0,23.8,11.1,2,2,0,2,0,1,4.3,73,5.2
Collin Hurst,177732,QB,PRESBYTERN,1,2.27,1.94,4.15,4.13,34,271,81.8,22,22,2.4,1.75,0,0,0.0,81.8,18,3,0.0,22,64.7,0,9,,,,67.5,69.7,72.8,69.2,,,,0,0,23,0.0,96.6,0.0,0,0,0,0,0,0,0.0,158,7.2,80.0,5,5,8.0,3.52,0,0,0.0,80.0,4,5,0.0,11,32.4,0,2,,,,65.6,64.8,70.4,71.4,,56.0,,0,0,11,40.0,108.3,18.2,2,4,0,0,0,0,0.0,50,10.0
