player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Paxton DeLaurent,159618,QB,SE MO ST,1,2.81,2.74,2.7,5.0,89,293,87.1,31,32,5.1,1.88,1,0,0.0,81.3,26,6,3.7,34,38.2,1,15,,30.0,73.8,74.5,73.2,,,0,3,37,33.3,66.4,5.9,2,0,0,0,1,1,2.7,218,6.8,50.0,48,51,14.4,3.39,0,4,7.7,43.1,22,19,8.3,55,61.8,2,17,,70.0,74.5,76.0,74.8,,57.7,0,2,56,5.3,69.6,1.8,1,3,0,3,3,2,3.6,347,6.8
Parker Awad,183974,QB,NEW MEX ST,1,2.88,2.61,3.51,5.48,65,242,65.2,23,24,8.6,1.96,0,0,0.0,54.2,13,7,13.3,26,40.0,2,7,,67.8,50.6,73.4,50.5,,,1,1,27,28.6,67.5,7.7,2,0,0,0,1,2,7.4,137,5.7,59.1,22,30,18.5,3.5,1,4,12.5,36.7,11,19,15.4,39,60.0,2,12,,69.1,79.7,7.8,74.2,,78.0,1,0,42,26.3,85.8,12.8,5,4,0,6,2,0,0.0,223,7.4
Micah Alejado,184162,QB,HAWAII,1,2.81,2.58,,5.03,63,180,79.5,39,40,6.2,1.8,1,0,0.0,75.0,30,0,3.2,40,63.5,1,18,,69.0,77.0,74.8,76.2,,,0,0,40,,126.7,0.0,0,0,0,0,4,0,0.0,276,6.9,57.1,14,17,21.7,4.57,0,2,10.5,41.2,7,11,12.5,23,36.5,1,7,,67.7,82.6,73.1,90.7,,50.6,0,0,25,0.0,103.3,0.0,0,6,0,3,1,0,0.0,193,11.4
Luke Bailey,143172,QB,DRAKE,1,3.25,2.95,6.0,6.4,55,153,77.8,27,28,5.1,1.9,1,0,0.0,75.0,21,3,0.0,28,50.9,0,11,,68.1,74.7,73.6,74.1,,,0,0,29,0.0,126.6,0.0,0,0,0,0,3,0,0.0,177,6.3,72.2,18,22,9.7,4.66,1,0,0.0,50.0,11,16,15.4,27,49.1,2,9,,68.0,56.7,73.5,59.1,,54.6,0,2,28,6.3,27.3,3.7,1,4,0,3,0,2,7.1,113,5.1
Walker Eget,146170,QB,S JOSE ST,1,2.53,2.43,2.65,4.8,53,285,71.0,31,31,10.0,1.95,0,0,0.0,71.0,22,3,0.0,32,60.4,0,13,,68.3,61.1,74.0,60.8,,,0,1,32,33.3,99.0,3.1,1,0,0,0,2,1,3.1,221,7.1,73.3,15,18,14.6,3.41,0,4,17.4,61.1,11,11,0.0,21,39.6,0,9,,67.7,91.9,73.3,91.9,,62.0,0,0,26,9.1,128.0,4.8,1,2,0,3,2,0,0.0,164,9.1
Nate Yarnell,144037,QB,PITTSBURGH,1,2.82,2.8,2.84,4.0,52,268,64.7,17,17,8.0,2.09,0,0,0.0,58.8,10,9,9.1,18,34.6,1,6,,67.1,62.2,72.4,61.9,,,0,1,20,11.1,72.7,5.6,1,0,0,0,1,1,5.0,108,6.4,60.9,23,26,14.7,3.31,0,3,10.7,50.0,13,22,7.1,33,63.5,1,11,,29.1,71.6,74.3,79.1,,41.8,1,0,35,18.2,99.5,12.1,4,3,0,2,2,3,8.6,188,7.2
Kadin Semonza,174001,QB,BALL ST,1,2.3,2.15,3.5,4.7,52,117,83.3,30,32,7.1,1.69,1,3,8.8,65.6,21,2,16.0,32,61.5,4,10,,68.5,90.4,74.2,90.0,,,0,0,34,0.0,116.1,0.0,0,0,0,1,3,0,0.0,216,6.8,83.3,12,15,9.7,3.28,1,0,0.0,53.3,8,11,20.0,20,38.5,2,5,,13.6,47.3,72.4,48.9,,57.3,1,0,20,36.4,79.0,20.0,4,1,0,1,0,2,10.0,117,7.8
Shedeur Sanders,131396,QB,COLORADO,1,3.16,2.74,4.02,6.5,51,143,95.2,21,22,3.7,1.82,1,1,4.3,86.4,19,3,5.0,23,45.1,1,9,,67.6,69.5,73.0,69.0,,,0,1,24,33.3,115.9,4.3,1,0,0,0,2,1,4.2,200,9.1,84.2,19,20,11.8,4.26,0,3,13.0,75.0,15,15,6.3,28,54.9,1,11,,68.3,91.2,73.9,91.3,,63.7,0,0,31,26.7,153.8,14.3,4,4,0,1,3,0,0.0,238,11.9
Jayden Maiava,158135,QB,USC,1,2.58,2.54,4.7,,50,326,71.0,31,31,9.8,2.12,0,4,12.9,61.3,19,8,13.6,31,62.0,3,13,,68.3,91.2,73.9,90.9,,,0,2,31,0.0,90.5,0.0,0,0,0,0,3,2,6.5,238,7.7,53.3,15,18,14.7,3.34,0,2,10.0,44.4,8,10,0.0,19,38.0,0,5,,67.2,83.6,72.5,82.7,,,0,0,21,10.0,67.4,5.3,1,0,0,3,0,0,0.0,122,6.8
Jack Lausch,162845,QB,NWESTERN,1,2.89,2.72,8.0,5.9,50,256,66.7,18,18,7.2,2.08,0,0,0.0,66.7,12,1,0.0,18,36.0,0,8,,67.2,59.7,72.5,59.4,,,0,0,21,0.0,106.9,0.0,0,0,0,0,1,1,4.8,133,7.4,57.7,26,30,10.2,3.34,0,1,3.2,43.3,13,9,13.3,32,64.0,2,9,,68.5,56.1,74.1,57.2,,57.3,0,2,33,11.1,42.5,3.1,1,1,0,4,1,2,6.1,151,5.0
