player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Steve Angeli,156966,QB,SYRACUSE,1,2.48,2.39,3.0,3.8,60,304,76.7,30,32,7.5,1.92,1,4,11.8,65.6,21,10,8.7,34,56.7,2,10,,29.7,86.0,0.0,87.0,,,1,0,36,20.0,109.1,5.9,2,0,0,0,2,1,2.8,242,7.6,68.4,19,22,9.7,3.2,1,3,13.6,59.1,13,13,0.0,26,43.3,0,9,,67.8,66.5,73.3,61.6,,69.6,1,1,26,15.4,65.3,7.7,2,2,0,1,0,3,11.5,174,7.9
Quincy Crittendon,149944,QB,SAMFORD,1,2.57,2.48,2.83,6.6,60,282,82.1,28,28,2.8,1.7,0,0,0.0,78.6,22,5,4.3,29,48.3,1,5,,68.2,66.7,73.7,66.3,,,0,1,30,20.0,70.8,3.4,1,0,0,0,0,1,3.3,128,4.6,70.4,27,28,7.7,3.37,0,0,0.0,64.3,18,14,5.3,31,51.7,1,10,,68.5,62.3,74.2,64.5,,53.4,0,2,34,14.3,55.1,6.5,2,1,0,1,0,1,2.9,196,7.0
Gunnar Smith,162611,QB,FORDHAM,1,2.54,2.24,4.27,4.7,57,168,79.3,29,30,3.8,1.76,0,1,3.0,63.3,19,5,17.4,30,52.6,4,6,,28.6,76.6,74.1,75.9,,,1,0,33,0.0,97.1,0.0,0,0,0,0,2,1,3.0,144,4.8,57.9,19,19,23.7,3.4,0,3,13.6,36.8,7,10,36.4,27,47.4,4,6,,27.7,67.3,73.7,62.8,,71.1,0,1,30,60.0,77.1,22.2,6,2,0,0,1,2,6.7,222,11.7
Sawyer Robertson,146839,QB,BAYLOR,1,2.39,2.25,2.2,5.53,55,118,80.0,30,31,6.9,1.73,1,3,9.1,77.4,24,2,0.0,32,58.2,0,13,,68.5,83.4,74.2,82.5,,,0,0,34,50.0,136.9,3.1,1,0,0,0,3,1,2.9,283,9.1,61.1,18,19,13.2,3.45,0,2,9.1,52.6,10,3,9.1,22,40.0,1,6,,67.7,63.6,73.1,64.9,,57.4,0,0,25,0.0,97.9,0.0,0,3,0,1,1,1,4.0,157,8.3
Rahsaan Matthews Jr.,193775,QB,VIRSTA,1,3.06,2.99,4.13,,52,1164,81.0,21,21,4.3,1.73,0,0,0.0,71.4,15,1,11.8,21,40.4,2,8,,67.5,60.8,72.8,60.5,,,0,0,23,0.0,87.0,0.0,0,0,0,0,0,1,4.3,128,6.1,36.8,19,28,21.6,3.95,0,4,14.3,21.4,6,18,14.3,31,59.6,1,4,,69.8,59.9,74.2,59.2,,60.7,1,1,31,16.7,60.1,9.7,3,0,0,8,2,2,6.5,162,5.8
Sonny Mannino,166694,QB,MARIST,1,2.81,2.37,3.5,5.39,52,213,62.5,24,24,5.3,1.75,0,0,0.0,54.2,13,1,13.3,24,46.2,2,6,,67.6,59.8,73.0,59.5,,,0,1,24,0.0,56.3,0.0,0,0,0,0,1,1,4.2,68,2.8,58.8,17,18,17.1,3.86,0,2,11.1,50.0,9,12,10.0,27,51.9,1,9,,68.5,66.5,73.5,68.6,,59.2,1,0,27,8.3,81.0,3.7,1,8,0,0,0,0,0.0,161,8.9
Camden Orth,108965,QB,CHATTNOOGA,1,2.73,2.5,3.95,5.35,51,137,53.8,26,27,9.7,1.94,1,1,3.7,51.9,14,8,0.0,28,54.9,0,6,,68.0,48.3,73.5,48.3,,,0,0,28,12.5,82.6,3.6,1,0,0,0,1,0,0.0,162,6.0,50.0,16,18,14.7,3.7,0,0,0.0,44.4,8,18,0.0,23,45.1,0,7,,67.5,56.1,72.8,54.9,,61.7,0,1,23,16.7,36.1,13.0,3,2,0,2,0,1,4.3,87,4.8
Maalik Murphy,157302,QB,OREGON ST,1,2.26,2.24,2.65,,51,265,75.9,29,30,5.4,1.73,1,0,0.0,70.0,21,5,4.5,31,60.8,1,13,,68.5,71.2,74.1,70.6,,,0,1,33,20.0,89.3,3.2,1,0,0,0,1,0,0.0,228,7.6,63.2,19,19,10.5,3.08,0,5,25.0,57.9,11,6,8.3,20,39.2,1,7,,67.2,92.1,72.5,91.8,,,0,1,21,16.7,100.7,5.0,1,0,0,0,3,1,4.8,149,7.8
Luke Weaver,198494,QB,HAWAII,1,2.36,2.11,2.5,4.88,50,180,74.2,31,31,4.4,1.72,0,1,3.2,71.0,22,1,4.3,32,64.0,1,14,,68.4,66.1,74.0,65.7,,,0,0,32,100.0,121.2,3.1,1,0,0,0,3,1,3.1,206,6.6,60.0,10,12,15.5,3.49,0,0,0.0,41.7,5,8,16.7,18,36.0,1,4,,67.2,53.9,72.5,52.1,,60.4,0,1,21,25.0,32.6,11.1,2,4,0,2,0,1,4.8,88,7.3
Brennan Myer,192760,QB,BRYANT,1,2.89,2.75,3.15,5.8,50,124,78.9,19,20,13.4,2.1,1,4,18.2,65.0,13,5,13.3,20,40.0,2,8,,67.4,93.4,72.7,93.0,,,0,0,22,0.0,126.9,0.0,0,0,0,0,2,0,0.0,179,9.0,52.0,25,26,13.9,3.42,0,3,11.1,38.5,10,13,23.1,30,60.0,3,8,,68.3,74.2,73.9,70.7,,68.9,0,2,31,15.4,37.2,6.7,2,2,0,1,1,2,6.5,139,5.3
