player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Desmond Trotter,83552,QB,S ALABAMA,1,2.78,2.52,3.1,5.77,44,288,63.2,19,19,4.7,1.78,0,0,0.0,57.9,11,4,8.3,20,45.5,1,4,,,,67.2,62.1,72.5,61.8,,,,0,1,21,25.0,40.9,5.0,1,0,0,0,0,0,0.0,56,2.9,71.4,14,19,14.4,3.61,0,0,0.0,52.6,10,18,0.0,24,54.5,0,9,,,,67.8,76.4,73.3,78.8,,57.1,,1,1,26,11.1,78.8,8.3,2,3,0,4,1,0,0.0,170,8.9
Zach Calzada,98006,QB,TEXAS A&M,1,2.91,2.92,2.6,,43,312,78.9,19,20,7.0,2.02,1,1,5.0,75.0,15,6,0.0,20,46.5,0,8,,,,67.1,90.2,72.4,89.7,,,,0,0,20,0.0,92.7,0.0,0,0,0,0,0,0,0.0,135,6.8,57.1,21,22,12.4,3.69,0,4,17.4,40.9,9,6,25.0,23,53.5,3,3,,,,67.6,77.1,73.0,76.4,,,,0,2,24,16.7,17.6,4.3,1,0,0,1,0,1,4.2,102,4.6
Cam Humphrey,39886,QB,MONTANA,1,2.82,2.51,3.5,5.58,43,232,66.7,24,25,7.4,1.88,0,1,4.0,52.0,13,3,18.8,25,58.1,3,5,,,,67.7,52.3,73.1,52.2,,,,1,1,25,0.0,53.9,0.0,0,0,0,0,0,1,4.0,151,6.0,61.5,13,13,14.1,4.12,0,1,7.7,61.5,8,5,0.0,18,41.9,0,7,,,,67.1,61.5,72.4,69.7,,48.0,,0,0,20,20.0,94.7,5.6,1,4,0,0,0,1,5.0,129,9.9
Desmond Ridder,55086,QB,CINCINNATI,1,2.54,2.37,3.1,4.03,43,138,95.0,20,20,2.0,1.76,0,0,0.0,95.0,19,0,0.0,20,46.5,0,12,,,,67.1,83.8,72.4,83.1,,,,0,0,20,,121.3,0.0,0,0,0,0,1,0,0.0,182,9.1,68.8,16,18,13.6,3.22,0,1,5.0,61.1,11,4,0.0,23,53.5,0,7,,,,67.7,76.4,73.1,75.9,,63.2,,0,1,25,25.0,75.2,4.3,1,4,0,2,1,0,0.0,116,6.4
Jay Woolfolk,151104,QB,VIRGINIA,1,3.07,2.63,3.87,6.07,43,335,71.4,14,14,6.2,1.95,0,0,0.0,64.3,9,3,10.0,15,34.9,1,3,,,,66.5,58.1,71.6,57.9,,,,0,0,16,33.3,83.3,6.7,1,0,0,0,0,0,0.0,93,6.6,55.6,18,19,17.5,3.67,0,1,5.3,47.4,9,13,10.0,28,65.1,1,6,,,,68.1,61.4,73.6,63.8,,55.2,,1,2,29,46.2,24.6,21.4,6,3,0,0,0,2,6.9,103,5.4
Jason Shelley,60581,QB,MO STATE,1,3.07,2.59,3.97,4.96,43,230,81.3,16,16,4.8,1.84,0,0,0.0,68.8,11,2,15.4,16,37.2,2,6,,,,66.5,67.5,71.6,67.1,,,,0,0,16,0.0,90.4,0.0,0,0,0,0,0,0,0.0,119,7.4,73.3,15,17,9.2,3.8,1,1,5.9,64.7,11,12,0.0,27,62.8,0,9,,,,68.0,67.1,73.5,66.4,,62.3,,0,0,28,25.0,124.9,11.1,3,7,0,1,1,1,3.6,201,11.8
Bo Nix,97790,QB,AUBURN,1,2.42,2.48,2.5,,43,115,72.7,22,22,7.6,1.88,0,1,4.5,59.1,13,4,18.8,22,51.2,3,4,,,,67.4,74.5,72.7,73.9,,,,0,0,22,0.0,86.0,0.0,0,0,0,0,1,0,0.0,103,4.7,77.8,18,19,14.7,3.13,0,2,10.0,73.7,14,7,0.0,20,46.5,0,12,,,,67.2,86.4,72.5,85.4,,,,0,0,21,14.3,133.1,5.0,1,0,0,1,1,2,9.5,274,14.4
E.J. Perry,60349,QB,BROWN,1,2.18,2.03,2.4,3.35,43,123,75.0,24,25,6.8,1.69,0,2,8.0,60.0,15,7,16.7,27,62.8,3,6,,,,67.9,80.8,73.4,80.0,,,,0,0,27,28.6,78.4,7.4,2,0,0,1,0,0,0.0,158,6.3,72.7,11,11,8.8,2.99,0,0,0.0,63.6,7,3,12.5,16,37.2,1,7,,,,66.5,90.2,71.6,82.8,,75.4,,0,1,16,33.3,43.0,6.3,1,4,0,0,0,0,0.0,68,6.2
Sam Howell,97599,QB,N CAROLINA,1,2.6,2.3,3.3,4.65,43,245,78.9,19,20,3.6,1.73,0,0,0.0,75.0,15,2,0.0,20,46.5,0,2,,,,67.1,68.4,72.4,68.0,,,,0,0,20,0.0,89.0,0.0,0,0,0,1,0,0,0.0,117,5.9,63.6,11,12,23.2,3.52,0,3,23.1,50.0,6,11,14.3,22,51.2,1,6,,,,67.5,77.2,73.0,82.0,,55.5,,0,1,24,54.5,100.7,27.3,6,4,0,1,2,1,4.2,174,14.5
Joseph Brunell,109021,QB,GEORGETOWN,1,2.3,2.24,2.3,4.6,42,172,76.9,26,26,4.8,1.92,0,1,3.8,73.1,19,9,5.0,29,69.0,1,12,,,,68.0,66.4,0.0,68.5,,,,0,0,29,33.3,103.8,10.3,3,0,0,0,1,0,0.0,175,6.7,50.0,10,12,10.4,3.15,0,0,0.0,33.3,4,5,20.0,13,31.0,1,1,,,,66.2,59.4,71.2,55.4,,64.1,,1,0,14,0.0,42.4,0.0,0,1,0,1,0,0,0.0,29,2.4
Shedeur Sanders,131396,QB,JACKSON ST,1,3.24,2.64,3.37,5.53,42,194,92.9,14,14,3.0,1.76,0,0,0.0,92.9,13,2,0.0,15,35.7,0,7,,,,66.4,90.4,71.4,90.1,,,,0,0,15,50.0,109.5,6.7,1,0,0,0,1,0,0.0,64,4.6,75.0,16,17,15.8,4.06,0,3,17.6,64.7,11,10,8.3,27,64.3,1,8,,,,67.9,71.0,73.4,79.9,,53.0,,0,2,27,20.0,84.6,7.4,2,8,0,1,1,0,0.0,198,11.6
Will Plummer,131592,QB,ARIZONA,1,2.95,2.68,3.63,4.12,42,109,78.9,19,20,8.3,1.77,0,0,0.0,65.0,13,3,13.3,20,47.6,2,7,,,,67.2,70.2,72.5,69.7,,,,1,0,21,0.0,104.4,0.0,0,0,0,0,1,0,0.0,151,7.6,75.0,8,13,10.6,4.04,1,0,0.0,46.2,6,14,0.0,22,52.4,0,3,,,,67.5,43.7,73.1,43.7,,55.0,,0,0,23,21.4,63.6,13.6,3,6,0,4,0,0,0.0,72,5.5
Rocky Lombardi,60452,QB,N ILLINOIS,1,2.75,2.46,,5.58,42,254,72.2,18,18,6.6,1.85,0,2,11.1,66.7,12,2,7.7,18,42.9,1,8,,,,66.8,68.1,72.0,67.7,,,,0,0,18,0.0,91.2,0.0,0,0,0,0,0,0,0.0,145,8.1,60.0,20,20,12.2,3.43,0,2,9.5,55.0,11,6,8.3,24,57.1,1,5,,,,67.7,50.0,73.1,51.4,,55.6,,0,1,25,0.0,68.5,0.0,0,4,0,0,1,1,4.0,119,6.0
Kaleb Fletcher,60499,QB,NWSTATE,1,2.82,2.68,3.03,5.15,42,257,68.2,22,22,5.6,1.8,0,0,0.0,68.2,15,2,0.0,23,54.8,0,5,,,,67.6,64.8,73.0,64.5,,,,0,1,24,50.0,75.4,4.3,1,0,0,0,1,0,0.0,107,4.9,53.8,13,15,17.8,4.06,0,2,11.8,46.7,7,10,0.0,19,45.2,0,7,,,,67.2,71.6,72.5,66.1,,71.0,,1,1,21,20.0,68.5,10.5,2,2,0,1,1,0,0.0,119,7.9
Dustin Crum,60418,QB,KENT STATE,1,2.36,2.21,4.2,,41,201,84.0,25,25,3.8,1.81,0,0,0.0,80.0,20,3,4.8,25,61.0,1,11,,,,67.7,64.7,73.1,64.3,,,,0,0,25,0.0,96.5,0.0,0,0,0,0,0,1,4.0,179,7.2,72.7,11,13,17.5,3.21,1,1,7.1,61.5,8,6,0.0,16,39.0,0,3,,,,66.5,73.9,71.8,73.4,,,,0,0,17,50.0,138.1,18.8,3,0,0,1,2,0,0.0,141,10.8
Jayden de Laura,131928,QB,WASH STATE,1,2.97,2.81,3.33,5.35,41,341,84.6,13,15,6.1,1.85,1,0,0.0,73.3,11,1,0.0,15,36.6,0,6,,,,66.4,51.4,71.4,51.4,,,,0,1,15,0.0,87.6,0.0,0,0,0,1,1,1,6.7,108,7.2,52.6,19,21,11.2,3.61,0,3,13.6,42.9,9,14,10.0,26,63.4,1,5,,,,26.7,41.7,73.4,48.1,,44.2,,0,1,27,21.4,68.0,11.5,3,2,0,2,1,3,11.1,172,8.2
Orion Olivas,155517,QB,HOU BAPT,1,2.36,2.25,2.53,6.1,41,183,66.7,24,26,5.7,1.73,2,0,0.0,50.0,13,11,18.8,28,68.3,3,6,,,,68.2,54.2,73.7,54.0,,,,0,2,30,18.2,30.0,7.1,2,0,0,0,0,1,3.3,114,4.4,62.5,8,11,7.5,3.72,0,0,0.0,45.5,5,9,0.0,13,31.7,0,3,,,,66.0,54.3,71.2,49.5,,64.3,,2,1,14,11.1,25.6,7.7,1,1,0,1,0,1,7.1,62,5.6
Mikey Keene,70961,QB,UCF,1,3.13,2.94,4.04,5.0,40,323,69.2,13,14,8.7,1.69,1,0,0.0,64.3,9,1,0.0,14,35.0,0,2,,,,66.2,58.4,71.2,58.2,,,,0,0,14,0.0,76.5,0.0,0,0,0,0,0,0,0.0,70,5.0,43.8,16,20,15.4,3.9,0,0,0.0,35.0,7,14,0.0,26,65.0,0,6,,,,68.0,40.9,0.0,41.1,,63.1,,0,0,29,35.7,71.0,19.2,5,1,0,4,1,1,3.4,111,5.6
Matt Corral,83517,QB,OLE MISS,1,2.54,2.45,3.0,4.0,40,226,81.8,22,22,5.4,1.83,0,0,0.0,72.7,16,0,11.1,22,55.0,2,8,,,,67.4,69.3,72.7,68.8,,,,0,0,22,,102.5,0.0,0,0,0,0,1,0,0.0,130,5.9,66.7,12,15,12.1,3.41,1,1,6.7,53.3,8,11,0.0,18,45.0,0,8,,,,22.9,60.4,72.0,53.9,,70.0,,0,0,18,9.1,79.0,5.6,1,2,0,2,0,2,11.1,117,7.8
Jett Duffey,41634,QB,HAMPTON,1,3.2,2.9,3.87,4.74,40,178,42.9,7,8,9.4,1.69,1,0,0.0,37.5,3,0,0.0,8,20.0,0,0,,,,64.9,51.0,69.5,51.0,,,,0,0,8,,45.8,0.0,0,0,0,0,0,0,0.0,12,1.5,78.3,23,24,12.9,3.58,0,0,0.0,66.7,16,20,11.1,32,80.0,2,14,,,,68.6,73.6,74.3,75.9,,58.0,,0,2,35,15.0,60.9,9.4,3,5,0,1,0,2,5.7,219,9.1
Davis Alexander,52162,QB,PORTLAND,1,2.61,2.62,3.75,,40,269,61.1,18,18,5.0,1.83,0,0,0.0,61.1,11,5,0.0,18,45.0,0,7,,,,67.0,61.2,72.2,61.0,,,,0,1,19,0.0,67.6,0.0,0,0,0,0,1,1,5.3,83,4.6,63.2,19,19,13.8,3.4,0,3,13.6,57.9,11,8,8.3,21,52.5,1,4,,,,25.6,47.9,73.0,48.0,,,,0,2,24,25.0,59.4,9.5,2,0,0,0,1,5,20.8,142,7.5
Zevi Eckhaus,148535,QB,BRYANT,1,2.06,2.01,,4.1,39,124,87.1,31,31,7.2,1.84,0,1,3.1,74.2,23,6,14.8,31,79.5,4,13,,,,68.4,92.2,74.0,91.8,,,,0,0,32,0.0,125.1,0.0,0,0,0,0,2,0,0.0,295,9.5,85.7,7,7,8.7,2.93,0,1,14.3,85.7,6,1,0.0,8,20.5,0,5,,,,64.9,90.3,69.5,87.3,,64.1,,0,0,8,0.0,103.0,0.0,0,1,0,0,0,0,0.0,61,8.7
Aidan Sayin,148974,QB,PENN,1,2.41,2.4,2.55,,39,267,78.9,19,21,5.0,1.83,2,1,4.5,61.9,13,8,13.3,22,56.4,2,5,,,,67.5,54.5,72.8,54.3,,,,0,0,23,12.5,71.5,4.5,1,0,0,0,0,1,4.3,90,4.3,53.3,15,16,18.3,3.16,0,1,5.6,43.8,7,8,12.5,17,43.6,1,6,,,,23.4,28.6,72.2,28.9,,,,0,3,19,12.5,29.4,5.9,1,0,0,1,0,6,31.6,117,7.3
Draylen Ellis,121346,QB,AUSTINPEAY,1,2.8,2.48,3.98,6.3,39,116,75.0,16,16,3.5,1.56,0,0,0.0,62.5,10,2,16.7,17,43.6,2,2,,,,66.8,56.4,72.0,56.2,,,,0,0,18,50.0,70.8,5.9,1,0,0,0,0,0,0.0,64,4.0,57.1,14,15,24.4,3.94,0,1,6.7,46.7,7,11,12.5,21,53.8,1,6,,,,67.2,59.3,72.5,53.6,,69.8,,0,0,21,36.4,132.6,19.0,4,2,0,1,2,0,0.0,235,15.7
Blake Dever,46546,QB,N ALABAMA,1,2.79,2.64,2.97,4.23,38,389,88.9,18,19,4.4,1.84,0,1,4.8,63.2,12,2,25.0,19,50.0,4,4,,,,67.2,67.0,72.5,66.6,,,,1,1,21,0.0,97.0,0.0,0,0,0,0,2,1,4.8,133,7.0,76.9,13,13,9.4,3.74,0,1,7.7,69.2,9,15,10.0,19,50.0,1,7,,,,67.0,66.6,72.2,73.6,,50.1,,0,0,19,20.0,122.6,15.8,3,3,0,0,1,1,5.3,116,8.9
Lucas Johnson,40551,QB,S DIEGO ST,1,2.5,2.33,2.7,4.33,38,284,72.7,22,22,6.7,1.83,0,1,4.5,72.7,16,4,0.0,22,57.9,0,5,,,,67.4,68.1,72.7,67.7,,,,0,0,22,0.0,86.0,0.0,0,0,0,0,0,0,0.0,123,5.6,54.5,11,12,17.5,3.42,0,2,16.7,41.7,5,5,16.7,16,42.1,1,4,,,,66.5,76.7,71.6,80.4,,56.9,,1,0,16,20.0,83.0,6.3,1,3,0,0,1,1,6.3,53,4.4
C.J. Stroud,129759,QB,OHIO STATE,1,2.15,2.15,,,38,260,83.3,24,24,4.1,1.65,0,0,0.0,83.3,20,0,0.0,24,63.2,0,11,,,,67.8,60.9,73.3,60.6,,,,0,0,26,,148.4,0.0,0,0,0,0,4,0,0.0,243,10.1,78.6,14,14,11.4,3.01,0,1,6.3,78.6,11,2,0.0,14,36.8,0,7,,,,66.5,90.3,71.6,90.0,,,,0,0,16,0.0,125.6,0.0,0,0,0,0,1,0,0.0,118,8.4
Clayton Tune,77652,QB,HOUSTON,1,3.32,3.2,3.43,7.2,38,182,87.5,8,8,-1.3,1.78,0,0,0.0,87.5,7,1,0.0,8,21.1,0,5,,,,64.9,62.0,69.5,61.7,,,,0,0,8,0.0,106.8,0.0,0,0,0,0,0,0,0.0,77,9.6,72.0,25,26,14.6,3.74,1,3,11.5,53.8,14,11,22.2,30,78.9,4,10,,,,68.2,92.2,73.7,92.4,,57.3,,0,0,30,27.3,96.2,10.0,3,1,0,0,2,0,0.0,147,5.7
Theo Day,83515,QB,N IOWA,1,3.32,2.86,3.43,6.02,38,255,81.8,11,12,7.6,1.99,0,0,0.0,58.3,7,4,22.2,12,31.6,2,4,,,,65.8,73.2,70.7,72.7,,,,1,0,12,0.0,97.2,0.0,0,0,0,0,1,0,0.0,54,4.5,58.8,17,18,14.9,3.93,0,2,10.5,55.6,10,14,0.0,26,68.4,0,10,,,,67.9,61.2,73.4,60.7,,60.7,,1,2,27,21.4,69.9,11.5,3,5,0,0,1,3,11.1,184,10.2
Trae Self,103962,QB,STF AUSTIN,1,2.53,2.19,6.1,3.92,37,301,75.0,20,20,5.8,1.63,0,2,9.1,75.0,15,4,0.0,20,54.1,0,8,,,,67.4,73.5,72.7,73.0,,,,0,1,22,0.0,127.3,0.0,0,0,0,0,3,0,0.0,211,10.6,60.0,10,11,18.2,3.6,0,2,16.7,27.3,3,9,50.0,17,45.9,3,5,,,,66.8,77.6,72.0,75.4,,66.1,,0,0,18,11.1,46.0,5.9,1,5,0,1,0,0,0.0,50,4.5
Bryce Carpenter,82101,QB,COAST CAR,1,2.24,2.06,2.98,3.03,37,141,66.7,21,23,7.6,1.84,2,1,4.2,60.9,14,2,0.0,23,62.2,0,8,,,,67.6,58.7,73.0,58.5,,,,0,1,24,0.0,75.1,0.0,0,0,0,0,1,1,4.2,143,6.2,83.3,6,7,18.8,2.89,0,1,14.3,57.1,4,8,20.0,14,37.8,1,6,,,,21.3,63.1,71.4,60.1,,63.5,,1,0,15,50.0,101.8,28.6,4,3,0,0,0,1,6.7,94,13.4
Quinton Williams,102366,QB,HOWARD,1,2.9,2.44,4.3,6.3,37,184,76.5,17,17,8.3,1.78,0,0,0.0,76.5,13,1,0.0,17,45.9,0,7,,,,66.7,53.9,71.8,53.7,,,,0,0,17,0.0,125.4,0.0,0,0,0,0,1,0,0.0,163,9.6,75.0,12,14,19.9,3.86,1,0,0.0,64.3,9,8,0.0,20,54.1,0,8,,,,67.4,57.9,72.7,58.6,,58.0,,0,0,22,37.5,107.7,15.0,3,3,0,1,0,1,4.5,180,12.9
Jawon Pass,40916,QB,PRVIEW A&M,1,2.49,2.29,6.0,,37,270,88.2,17,17,2.4,1.51,0,0,0.0,82.4,14,0,6.7,17,45.9,1,6,,,,67.0,74.9,72.2,74.3,,,,0,0,19,,145.1,0.0,0,0,0,0,2,0,0.0,160,9.4,58.8,17,18,15.6,3.33,0,2,11.1,55.6,10,4,0.0,20,54.1,0,6,,,,24.2,47.5,72.4,47.5,,,,0,0,20,50.0,107.4,10.0,2,0,0,1,1,3,15.0,175,9.7
Austin Aune,83528,QB,N TEXAS,1,2.56,2.35,,4.3,37,251,60.0,20,21,11.7,1.94,1,1,4.3,42.9,9,2,25.0,21,56.8,3,6,,,,67.5,68.1,72.8,67.6,,,,0,0,23,0.0,56.6,0.0,0,0,0,0,0,0,0.0,95,4.5,63.6,11,12,21.9,3.37,0,2,16.7,50.0,6,8,14.3,16,43.2,1,6,,,,66.5,76.2,71.6,79.1,,59.5,,0,0,16,0.0,121.9,0.0,0,4,0,1,1,1,6.3,145,12.1
Donovan Smith,73929,QB,TEXAS TECH,1,3.26,2.89,3.4,6.2,37,315,92.3,13,13,8.1,1.9,0,1,7.7,84.6,11,1,8.3,13,35.1,1,6,,,,66.0,81.7,71.0,81.0,,,,0,0,13,0.0,147.3,0.0,0,0,0,0,2,0,0.0,128,9.8,73.7,19,19,11.6,4.0,0,1,5.3,73.7,14,12,0.0,24,64.9,0,7,,,,67.6,85.1,73.0,91.2,,48.4,,0,1,24,8.3,100.5,4.2,1,4,0,0,1,0,0.0,189,9.9
Davis Brin,77642,QB,TULSA,1,2.82,2.54,3.73,4.33,37,320,86.7,15,15,5.8,1.83,0,0,0.0,86.7,13,0,0.0,15,40.5,0,5,,,,66.5,76.4,71.6,75.7,,,,0,1,16,,85.3,0.0,0,0,0,0,1,1,6.3,87,5.8,58.3,12,15,12.7,3.49,0,1,6.3,40.0,6,12,14.3,22,59.5,1,6,,,,67.6,51.5,73.0,47.4,,65.4,,1,2,24,33.3,23.9,18.2,4,3,0,2,0,2,8.3,101,6.7
Anthony Thompson,40036,QB,INDIANA ST,1,2.55,2.5,3.07,,37,191,85.7,21,22,3.4,1.84,1,0,0.0,77.3,17,2,5.6,22,59.5,1,8,,,,67.4,60.3,72.7,60.0,,,,0,1,22,0.0,84.3,0.0,0,0,0,0,1,0,0.0,114,5.2,70.0,10,12,20.2,3.59,0,2,14.3,41.7,5,9,28.6,15,40.5,2,4,,,,22.4,73.4,71.8,72.9,,,,0,1,17,33.3,61.1,20.0,3,0,0,2,1,2,11.8,90,7.5
Ian Corwin,109017,QB,DRAKE,1,2.49,2.12,3.77,6.4,36,153,74.1,27,27,8.6,2.01,0,1,3.4,59.3,16,4,20.0,27,75.0,4,7,,,,68.1,44.7,73.6,44.8,,,,0,4,29,0.0,47.4,0.0,0,0,0,0,1,5,17.2,150,5.6,50.0,4,4,20.0,3.93,0,0,0.0,25.0,1,7,50.0,9,25.0,1,2,,,,65.4,46.8,70.1,43.2,,61.6,,0,0,10,42.9,59.4,33.3,3,2,0,0,0,1,10.0,31,7.8
Michael Pratt,123229,QB,TULANE,1,2.94,2.6,4.85,4.55,36,319,66.7,15,17,9.5,1.93,1,0,0.0,47.1,8,2,20.0,17,47.2,2,4,,,,66.7,70.0,71.8,69.5,,,,1,0,17,0.0,69.7,0.0,0,0,0,0,0,0,0.0,116,6.8,46.2,13,13,11.3,3.84,0,1,6.7,38.5,5,5,16.7,19,52.8,1,1,,,,67.2,31.1,72.5,35.0,,48.7,,0,0,21,40.0,79.6,10.5,2,4,0,0,1,3,14.3,62,4.8
Jake Haener,60596,QB,FRESNO ST,1,2.61,2.26,4.93,4.65,36,169,81.8,22,22,4.2,1.85,0,0,0.0,81.8,18,0,0.0,22,61.1,0,8,,,,67.6,65.2,73.0,64.8,,,,0,0,24,,139.6,0.0,0,0,0,0,2,0,0.0,225,10.2,100.0,8,9,5.0,3.81,0,0,0.0,66.7,6,9,25.0,14,38.9,2,4,,,,66.5,65.5,71.6,70.7,,52.8,,0,0,16,33.3,129.4,21.4,3,2,0,1,1,0,0.0,75,8.3
Timmy McClain,144488,QB,USF,1,3.92,3.82,2.45,5.43,36,327,87.5,8,9,4.6,2.03,1,0,0.0,77.8,7,2,0.0,10,27.8,0,5,,,,17.6,34.9,70.1,35.1,,,,0,0,10,50.0,155.8,10.0,1,0,0,0,1,2,20.0,130,14.4,56.3,16,21,10.9,4.65,0,0,0.0,42.9,9,13,0.0,26,72.2,0,7,,,,68.2,58.6,73.7,56.7,,62.8,,0,2,30,7.7,21.0,3.8,1,4,0,5,0,1,3.3,115,5.5
Jordan Yates,97416,QB,GA TECH,1,3.62,3.34,2.93,5.58,36,176,100.0,8,8,1.5,1.95,0,0,0.0,100.0,8,1,0.0,8,22.2,0,4,,,,65.6,59.9,70.4,59.7,,,,0,0,11,0.0,131.8,0.0,0,0,0,0,1,1,9.1,49,6.1,58.8,17,20,11.6,4.09,0,0,0.0,45.0,9,17,10.0,28,77.8,1,5,,,,68.0,47.0,73.6,38.6,,70.0,,1,1,29,17.6,34.8,10.7,3,5,0,2,0,1,3.4,77,3.9
Logan Bonner,39990,QB,UTAH ST,1,2.62,2.47,3.0,6.9,36,329,76.5,17,18,8.4,1.86,1,1,5.0,72.2,13,0,0.0,18,50.0,0,7,,,,67.1,72.5,72.4,72.0,,,,0,0,20,,129.9,0.0,0,0,0,0,2,0,0.0,132,7.3,57.1,14,15,18.1,3.39,0,1,5.3,46.7,7,6,12.5,18,50.0,1,6,,,,67.2,65.4,72.7,62.6,,64.1,,0,1,22,33.3,89.2,11.1,2,1,0,1,2,1,4.5,131,8.7
Dylan Earney,102349,QB,CAMPBELL,1,2.53,2.07,2.67,5.75,36,131,73.9,23,24,9.0,1.97,0,1,3.7,62.5,15,7,11.8,25,69.4,2,9,,,,67.9,65.6,73.5,65.2,,,,1,0,28,14.3,80.9,4.0,1,0,0,0,0,2,7.1,154,6.4,100.0,5,5,27.6,3.79,0,3,60.0,20.0,1,7,80.0,11,30.6,4,1,,,,65.4,94.7,70.4,99.6,,47.5,,0,0,11,28.6,101.7,18.2,2,4,0,0,1,0,0.0,42,8.4
Jalon Daniels,122555,QB,KANSAS,1,2.85,2.44,6.35,4.2,36,198,73.7,19,19,5.1,1.94,0,1,5.3,73.7,14,0,0.0,19,52.8,0,5,,,,67.0,73.6,72.2,73.1,,,,0,0,19,,122.3,0.0,0,0,0,0,2,1,5.3,108,5.7,80.0,10,11,12.9,3.88,0,2,16.7,63.6,7,9,12.5,17,47.2,1,9,,,,66.8,92.4,72.0,92.2,,68.3,,1,0,18,22.2,121.0,11.8,2,4,0,0,1,0,0.0,94,8.5
Seth Henigan,144267,QB,MEMPHIS,1,3.01,2.61,2.9,4.31,35,218,61.5,13,13,7.3,1.96,0,0,0.0,61.5,8,1,0.0,13,37.1,0,7,,,,66.2,62.0,71.2,61.8,,,,0,0,14,0.0,125.0,0.0,0,0,0,0,2,1,7.1,100,7.7,66.7,12,13,13.9,3.63,0,1,7.1,53.8,7,8,12.5,22,62.9,1,6,,,,67.5,67.0,72.8,70.5,,58.4,,0,1,23,12.5,81.3,4.5,1,8,0,1,1,1,4.3,127,9.8
Hayden Wolff,98362,QB,DOMINION,1,2.62,2.63,2.45,,35,263,81.3,16,16,7.0,2.11,0,2,11.8,81.3,13,3,0.0,17,48.6,0,3,,,,66.8,78.2,72.0,77.6,,,,0,0,18,33.3,112.5,5.9,1,0,0,0,1,0,0.0,96,6.0,47.1,17,17,15.2,3.1,0,2,11.8,47.1,8,5,0.0,18,51.4,0,7,,,,66.8,62.8,72.0,62.5,,,,0,0,18,20.0,86.9,5.6,1,0,0,0,0,1,5.6,186,10.9
Jason Brown,109060,QB,S CAROLINA,1,3.13,3.18,3.6,,35,289,100.0,10,11,0.6,1.91,0,0,0.0,72.7,8,5,20.0,11,31.4,2,4,,,,65.8,52.3,70.7,52.2,,,,1,0,12,0.0,136.2,0.0,0,0,0,0,1,1,8.3,114,10.4,50.0,16,20,12.9,3.84,0,3,12.5,40.0,8,16,0.0,23,65.7,0,3,,,,27.0,37.8,0.0,40.6,,,,1,1,28,18.8,47.7,13.0,3,0,0,3,1,3,10.7,79,4.0
Cam Ward,133244,QB,INCAR WORD,1,2.6,2.26,8.3,5.0,35,189,72.7,22,24,4.4,1.64,2,0,0.0,50.0,12,0,25.0,24,68.6,4,5,,,,67.9,56.2,73.4,56.0,,,,0,1,27,,72.2,0.0,0,0,0,0,2,0,0.0,104,4.3,25.0,4,6,8.3,5.17,0,0,0.0,16.7,1,8,0.0,10,28.6,0,0,,,,19.2,27.4,70.7,27.6,,51.1,,2,1,12,12.5,0.0,10.0,1,3,0,0,0,2,16.7,4,0.7
Emory Jones,82111,QB,FLORIDA,1,3.0,2.94,,4.9,35,163,100.0,8,8,2.3,1.84,0,0,0.0,100.0,8,1,0.0,8,22.9,0,4,,,,64.9,76.0,69.5,75.5,,,,0,0,8,0.0,151.6,0.0,0,0,0,0,1,0,0.0,87,10.9,76.9,26,26,15.0,3.34,0,0,0.0,76.9,20,6,0.0,27,77.1,0,16,,,,68.0,84.7,73.5,81.9,,64.9,,0,0,28,0.0,157.9,0.0,0,1,0,0,5,1,3.6,377,14.5
