player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jacob De Jesus,174068,WR,CAL,1,22,0,130,12.0,0,60.0,0.0,0,2,0.0,0,3,0,73.1,82.1,0,21,0.0,0,7,3,100.0,7,88.8,5,71.4,0,44,17,5.7,14.7,6.29,0,8.4,0,71.4,100.0,2,2,0.0,0,4,0,80.9,76.5,0,25,0.0,0,39,10,89.7,35,92.0,14,40.0,0,102,36,3.6,10.2,2.91
Jaden Barnes,173738,WR,APP STATE,1,19,0,108,15.8,0,66.7,100.0,1,1,0.0,0,3,0,76.3,84.4,0,34,0.0,0,17,4,88.2,15,141.7,6,40.0,1,64,1,0.3,16.0,4.27,0,12.7,0,66.7,50.0,1,2,11.1,1,4,0,58.9,77.0,0,32,0.0,0,25,8,100.0,25,89.2,12,48.0,0,91,7,0.9,11.4,3.64
Ted Hurst,187922,WR,GA STATE,1,18,0,175,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Eric McAlister,145976,WR,TCU,1,17,0,305,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Makai Lemon,174150,WR,USC,1,16,0,326,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jordan Dwyer,158967,WR,TCU,1,16,0,305,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Eli Stowers,147013,TE,VANDERBILT,1,15,0,333,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Skyler Bell,145163,WR,UCONN,1,15,0,146,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Cortez Braham Jr.,157366,WR,MEMPHIS,1,14,0,218,20.0,1,33.3,0.0,0,1,0.0,0,1,0,66.7,63.7,0,12,0.0,0,10,1,90.0,9,46.5,3,33.3,0,12,4,4.0,12.0,1.33,0,8.7,0,100.0,,0,0,0.0,0,1,0,73.1,65.3,0,32,0.0,0,16,3,93.8,15,118.8,3,20.0,0,48,22,7.3,16.0,3.2
Duce Robinson,176642,WR,FLORIDA ST,1,14,0,167,15.8,0,40.0,0.0,0,1,0.0,0,1,0,70.7,59.9,0,14,0.0,0,22,2,95.5,21,53.8,5,23.8,0,22,2,1.0,11.0,1.05,0,12.5,1,75.0,,0,0,0.0,0,4,0,77.5,71.7,0,27,0.0,0,24,6,100.0,24,108.9,8,33.3,0,85,35,5.8,14.2,3.54
Eric Singleton Jr.,170078,WR,AUBURN,1,13,0,115,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Caden High,196883,WR,STANFORD,1,13,0,300,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Iverson Hooks,163020,WR,UAB,1,12,0,321,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Cam Coleman,184398,WR,AUBURN,1,12,0,115,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
David Wells Jr.,176410,WR,OREGON ST,1,12,0,265,5.0,0,100.0,,0,0,0.0,0,0,0,66.7,56.2,0,5,0.0,0,8,1,75.0,6,87.5,1,16.7,0,5,0,0.0,5.0,0.83,0,-4.0,0,100.0,,0,0,0.0,0,0,0,66.7,56.9,0,3,0.0,0,6,1,100.0,6,79.2,1,16.7,0,3,7,7.0,3.0,0.5
Leland Smith,190924,WR,S JOSE ST,1,12,0,285,,0,,,0,0,,0,0,0,,59.4,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,15.4,1,80.0,100.0,1,1,0.0,0,2,0,74.9,72.9,1,36,0.0,0,27,4,96.3,26,79.2,5,19.2,0,67,11,2.8,16.8,2.58
Chris Dawn Jr.,172326,WR,TEXAS ST,1,12,0,314,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Kenny Odom,164032,WR,UTEP,1,12,0,330,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Chase Roberts,147528,WR,BYU,1,12,0,128,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Lewis Bond,143817,WR,BOSTON COL,1,11,0,121,5.0,0,50.0,100.0,1,1,0.0,0,1,0,66.7,61.5,0,4,0.0,0,12,1,91.7,11,56.3,2,18.2,0,4,0,0.0,4.0,0.36,0,9.1,1,88.9,100.0,1,1,0.0,0,5,0,80.1,72.4,0,22,0.0,0,37,8,97.3,36,108.3,9,25.0,0,90,22,2.8,11.3,2.5
