player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Pofele Ashlock,158166,WR,HAWAII,1,19,0,180,7.8,1,33.3,0.0,0,1,40.0,2,2,0,21.7,57.4,0,23,0.0,0,15,3,93.3,14,45.6,9,64.3,0,34,22,7.3,11.3,2.43,0,13.3,0,50.0,,0,0,0.0,0,2,0,73.1,72.4,1,18,0.0,0,16,3,81.3,13,31.3,6,46.2,0,39,12,4.0,13.0,3.0
Nick Nash,98679,WR,S JOSE ST,1,17,0,285,19.4,2,40.0,0.0,0,3,0.0,0,2,0,70.7,72.6,1,11,0.0,0,8,2,87.5,7,10.8,5,71.4,0,18,10,5.0,9.0,2.57,0,16.4,4,55.6,0.0,0,1,16.7,1,5,0,49.8,72.9,0,24,0.0,0,24,5,91.7,22,129.9,9,40.9,1,96,24,4.8,19.2,4.36
Savion Williams,123101,WR,TCU,1,16,0,305,5.5,0,50.0,,0,0,50.0,1,1,0,24.5,56.0,0,5,0.0,0,6,1,83.3,5,95.8,2,40.0,1,5,0,0.0,5.0,1.0,0,4.6,2,71.4,,0,0,16.7,2,4,0,47.4,65.0,0,17,0.0,0,31,10,100.0,31,85.4,14,45.2,0,80,52,5.2,8.0,2.58
Damon Ward Jr.,100880,WR,N TEXAS,1,15,0,251,10.5,0,100.0,,0,0,0.0,0,4,0,74.9,85.0,0,21,0.0,0,8,4,87.5,7,157.3,4,57.1,1,49,16,4.0,12.3,7.0,0,14.7,0,80.0,66.7,2,3,0.0,0,8,0,79.3,84.8,0,54,0.0,0,33,8,97.0,32,152.1,10,31.3,1,181,61,7.6,22.6,5.66
Tetairoa McMillan,158735,WR,ARIZONA,1,15,0,109,15.4,3,57.1,0.0,0,3,0.0,0,4,0,74.9,91.4,0,40,0.0,0,12,4,100.0,12,141.4,7,58.3,1,106,64,16.0,26.5,8.83,0,16.7,2,85.7,50.0,1,2,0.0,0,4,0,77.5,90.7,0,78,0.0,0,15,6,100.0,15,158.3,7,46.7,3,198,112,18.7,33.0,13.2
Coleman Owen,104969,WR,OHIO,1,14,0,259,9.4,1,71.4,,0,0,0.0,0,4,0,76.3,78.8,1,20,0.0,0,14,5,92.9,13,55.4,7,53.8,0,56,33,6.6,11.2,4.31,0,13.3,0,71.4,100.0,1,1,0.0,0,4,0,76.3,78.5,0,27,0.0,0,20,5,100.0,20,109.8,7,35.0,0,81,17,3.4,16.2,4.05
Isiah Paige,145348,WR,DOMINION,1,14,0,263,12.0,0,33.3,0.0,0,3,0.0,0,2,0,70.7,68.8,0,11,0.0,0,13,2,100.0,13,42.4,6,46.2,0,17,2,1.0,8.5,1.31,0,9.9,2,75.0,100.0,1,1,0.0,0,3,0,77.5,75.0,0,72,0.0,0,31,6,96.8,30,155.2,8,26.7,1,98,33,5.5,16.3,3.27
Jamaal Pritchett,155624,WR,S ALABAMA,1,14,0,288,12.3,0,66.7,,0,0,0.0,0,2,0,70.7,67.5,0,11,0.0,0,15,2,86.7,13,86.8,3,23.1,0,21,2,1.0,10.5,1.62,0,15.1,6,70.0,0.0,0,2,12.5,1,5,0,56.8,77.0,0,52,0.0,0,26,7,100.0,26,145.8,10,38.5,1,158,76,10.9,22.6,6.08
KC Concepcion,170362,WR,NC STATE,1,14,0,248,12.8,0,66.7,,0,0,20.0,1,3,0,45.9,76.5,0,17,0.0,0,10,4,100.0,10,126.4,6,60.0,1,42,13,3.3,10.5,4.2,0,5.9,2,57.1,,0,0,0.0,0,3,1,74.9,63.8,1,35,0.0,0,25,4,92.0,23,93.8,7,30.4,1,74,56,14.0,18.5,3.22
Tez Johnson,123709,WR,OREGON,1,13,0,264,3.5,0,100.0,,0,0,0.0,0,1,0,70.7,69.5,0,12,0.0,0,4,2,100.0,4,135.4,2,50.0,1,14,7,3.5,7.0,3.5,0,0.0,6,90.0,,0,0,0.0,0,5,1,80.1,67.3,0,19,0.0,0,39,9,94.9,37,90.4,10,27.0,0,57,67,7.4,6.3,1.54
Corey Rucker,121539,WR,ARK STATE,1,13,0,113,18.0,0,33.3,0.0,0,1,0.0,0,1,0,66.7,62.8,0,10,0.0,0,12,1,100.0,12,43.8,3,25.0,0,10,1,1.0,10.0,0.83,0,12.1,4,77.8,100.0,1,1,12.5,1,5,0,56.4,74.7,0,58,0.0,0,29,7,96.6,28,118.8,9,32.1,0,162,74,10.6,23.1,5.79
Josh Kelly,97061,WR,TEXAS TECH,1,13,0,315,,0,,,0,0,,0,0,0,,55.2,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,10.7,4,66.7,,0,0,25.0,2,3,0,33.4,73.6,0,24,0.0,0,32,6,93.8,30,100.2,9,30.0,0,92,43,7.2,15.3,3.07
Will Pauling,144234,WR,WISCONSIN,1,13,0,349,9.5,1,25.0,0.0,0,1,0.0,0,1,0,66.7,63.9,0,14,0.0,0,10,1,90.0,9,41.7,4,44.4,0,14,11,11.0,14.0,1.56,0,8.8,0,55.6,0.0,0,1,16.7,1,3,0,49.8,63.6,0,17,4.3,1,23,5,91.3,21,69.7,9,42.9,0,46,17,3.4,9.2,2.19
Devin McCuin,176494,WR,UTSA,1,13,0,331,3.0,0,100.0,100.0,2,2,0.0,0,2,0,73.1,72.3,0,7,0.0,0,8,3,100.0,8,127.1,3,37.5,1,15,8,2.7,5.0,1.88,0,2.1,0,77.8,,0,0,0.0,0,2,0,79.3,68.9,0,16,0.0,0,32,7,93.8,30,94.4,9,30.0,0,60,42,6.0,8.6,2.0
Talique Williams,123867,WR,GA STATE,1,12,0,175,11.3,0,42.9,0.0,0,1,0.0,0,1,0,73.1,71.1,0,24,0.0,0,10,3,90.0,9,54.5,7,77.8,0,28,12,4.0,9.3,3.11,0,6.4,1,60.0,,0,0,25.0,1,1,0,39.5,54.1,0,12,0.0,0,17,3,88.2,15,67.1,5,33.3,0,18,14,4.7,6.0,1.2
Elic Ayomanor,157263,WR,STANFORD,1,12,0,300,20.7,0,33.3,0.0,0,1,0.0,0,0,0,66.7,56.0,0,3,0.0,0,12,1,100.0,12,42.4,3,25.0,0,3,0,0.0,3.0,0.25,0,20.5,0,83.3,50.0,1,2,0.0,0,4,0,76.3,72.9,0,29,0.0,0,29,5,93.1,27,118.8,6,22.2,0,94,25,5.0,18.8,3.48
Jordan Moore,143865,WR,DUKE,1,12,0,154,14.0,0,50.0,,0,0,0.0,0,0,0,24.9,46.5,0,6,0.0,0,9,1,88.9,8,56.3,2,25.0,0,6,0,0.0,6.0,0.75,0,19.1,2,71.4,0.0,0,1,0.0,0,3,0,76.3,80.9,0,47,0.0,0,15,5,93.3,14,113.7,7,50.0,0,100,34,6.8,20.0,7.14
Jalen Royals,163442,WR,UTAH ST,1,11,0,329,11.5,1,25.0,0.0,0,2,0.0,0,1,0,70.7,57.2,1,16,0.0,0,12,1,91.7,11,4.2,4,36.4,0,16,11,11.0,16.0,1.45,0,11.2,1,50.0,,0,0,0.0,0,1,0,73.1,63.0,0,26,0.0,0,23,3,100.0,23,108.3,6,26.1,1,36,8,2.7,12.0,1.57
