player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Will Sheppard,124360,WR,VANDERBILT,1,17,0,333,8.5,3,50.0,0.0,0,3,0.0,0,2,0,77.5,65.7,0,15,0.0,0,31,5,90.3,28,61.7,10,35.7,0,43,24,4.8,8.6,1.54,0,13.7,2,66.7,,0,0,0.0,0,3,0,74.9,73.3,0,14,0.0,0,20,4,100.0,20,86.1,6,30.0,0,41,12,3.0,10.3,2.05
Drake London,86519,WR,USC,1,16,0,326,35.0,0,0.0,0.0,0,1,,0,0,0,,56.0,0,0,0.0,0,6,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0,0,4.4,2,84.6,100.0,2,2,8.3,1,5,0,64.6,75.6,0,34,0.0,0,28,11,96.4,27,102.9,13,48.1,0,113,62,5.6,10.3,4.19
Zakhari Franklin,97620,WR,UTSA,1,16,0,331,11.2,5,66.7,0.0,0,1,0.0,0,8,0,79.3,88.0,0,25,0.0,0,24,8,91.7,22,129.5,12,54.5,1,127,81,10.1,15.9,5.77,0,15.3,0,33.3,0.0,0,1,0.0,0,1,0,66.7,57.0,0,8,0.0,0,7,1,100.0,7,42.4,3,42.9,0,8,3,3.0,8.0,1.14
Isaiah Williams,97156,WR,ILLINOIS,1,15,0,187,7.2,0,60.0,100.0,1,1,25.0,1,1,0,40.2,63.1,0,25,0.0,0,11,3,81.8,9,84.6,5,55.6,0,39,18,6.0,13.0,4.33,0,18.4,2,40.0,33.3,1,3,0.0,0,2,0,70.7,69.7,0,24,0.0,0,18,2,88.9,16,58.8,5,31.3,0,28,19,9.5,14.0,1.75
Trey McBride,75916,TE,COLO STATE,1,14,0,144,12.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,84.4,0,12,0.0,0,7,1,85.7,6,116.7,1,16.7,0,12,0,0.0,12.0,2.0,0,5.1,1,100.0,,0,0,0.0,0,5,0,79.3,90.0,0,17,9.1,2,22,7,86.4,19,104.8,7,36.8,0,64,28,4.0,9.1,3.37
Michael Mayer,122906,TE,NOTRE DAME,1,13,0,258,5.3,0,33.3,,0,0,50.0,1,0,0,24.5,44.9,0,-1,0.0,0,13,1,92.3,12,42.4,3,25.0,0,-1,1,1.0,-1.0,-0.08,0,7.2,2,77.8,,0,0,12.5,1,4,0,56.4,74.0,0,41,8.3,2,24,7,91.7,22,152.8,9,40.9,1,106,56,8.0,15.1,4.82
Stanley Berryhill III,61128,WR,ARIZONA,1,13,0,109,4.0,1,100.0,,0,0,0.0,0,1,0,70.7,65.5,0,16,0.0,0,9,2,77.8,7,108.3,2,28.6,0,20,12,6.0,10.0,2.86,0,0.9,1,100.0,100.0,1,1,0.0,0,4,0,78.5,67.2,0,18,0.0,0,35,7,94.3,33,100.0,7,21.2,0,56,50,7.1,8.0,1.7
Kayshon Boutte,124087,WR,LSU,1,13,0,211,13.6,0,80.0,,0,0,0.0,0,3,0,74.9,77.7,0,44,0.0,0,15,4,86.7,13,158.3,5,38.5,1,72,44,11.0,18.0,5.54,0,7.5,5,75.0,,0,0,25.0,1,2,0,40.2,65.0,0,45,0.0,0,29,3,100.0,29,156.3,4,13.8,1,63,38,12.7,21.0,2.17
JaCorey Sullivan,55060,WR,C MICHIGAN,1,13,0,134,11.1,1,75.0,0.0,0,1,0.0,0,5,0,77.5,76.5,0,39,0.0,0,39,6,94.9,37,145.3,8,21.6,2,79,17,2.8,13.2,2.14,0,9.6,1,60.0,50.0,1,2,0.0,0,2,0,73.1,68.7,0,18,0.0,0,13,3,100.0,13,86.3,5,38.5,0,41,17,5.7,13.7,3.15
Jake Ferguson,61081,TE,WISCONSIN,1,12,0,349,4.3,2,75.0,100.0,1,1,0.0,0,1,0,73.1,67.2,1,8,10.0,1,10,3,90.0,9,49.0,4,44.4,0,23,15,5.0,7.7,2.56,0,1.8,1,80.0,100.0,1,1,0.0,0,1,0,74.9,71.1,0,10,10.0,2,20,4,90.0,18,85.8,5,27.8,0,23,16,4.0,5.8,1.28
Austin Osborne,84502,WR,BOWL GREEN,1,12,0,122,5.8,0,80.0,50.0,1,2,0.0,0,2,0,74.9,70.2,0,24,0.0,0,12,4,100.0,12,91.7,5,41.7,0,30,9,2.3,7.5,2.5,0,9.0,0,50.0,50.0,1,2,0.0,0,0,0,73.1,58.2,0,8,0.0,0,26,3,100.0,26,56.3,6,23.1,0,14,3,1.0,4.7,0.54
David Bell,97989,WR,PURDUE,1,12,0,273,9.5,0,0.0,0.0,0,2,,0,0,0,,55.0,0,0,0.0,0,7,0,85.7,6,39.6,2,33.3,0,0,0,,,0.0,0,8.6,4,88.9,100.0,1,1,0.0,0,7,0,79.3,85.3,0,42,0.0,0,31,8,100.0,31,118.8,9,29.0,0,134,73,9.1,16.8,4.32
Woody Marks,124179,HB,MISS STATE,1,11,0,227,,0,,,0,0,,0,0,0,,58.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,-1.2,1,77.8,,0,0,0.0,0,1,0,79.3,74.1,1,14,3.4,1,29,7,86.2,25,39.6,9,36.0,0,20,29,4.1,2.9,0.8
Garrett Wilson,97405,WR,OHIO STATE,1,11,0,260,,0,,,0,0,,0,0,0,,59.3,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,10.1,2,42.9,,0,0,25.0,1,0,0,39.5,57.4,0,7,0.0,0,14,3,92.9,13,50.3,7,53.8,0,17,22,7.3,5.7,1.31
Corey Gammage,98735,WR,MARSHALL,1,11,0,214,,0,,,0,0,,0,0,0,,59.9,0,0,0.0,0,1,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,0,12.3,1,62.5,100.0,1,1,16.7,1,3,0,49.8,64.2,1,15,0.0,0,23,5,100.0,23,41.7,8,34.8,0,52,14,2.8,10.4,2.26
Samori Toure,25276,WR,NEBRASKA,1,11,0,238,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,11.3,0,70.0,0.0,0,1,12.5,1,5,0,56.8,75.7,0,31,0.0,0,22,7,100.0,22,103.3,10,45.5,0,103,40,5.7,14.7,4.68
Kyle Williams,128374,WR,UNLV,1,11,0,325,3.5,0,50.0,100.0,1,1,50.0,1,0,0,24.5,48.9,0,-3,0.0,0,8,1,87.5,7,56.3,2,28.6,0,-3,0,0.0,-3.0,-0.43,0,14.2,0,40.0,0.0,0,1,50.0,2,1,0,17.5,50.3,1,16,0.0,0,19,2,100.0,19,10.8,5,26.3,0,18,4,2.0,9.0,0.95
