player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Calvin Turner Jr.,109028,WR,HAWAII,1,18,0,180,13.0,1,33.3,0.0,0,2,0.0,0,1,0,70.7,60.7,1,7,0.0,0,17,2,94.1,16,2.8,6,37.5,0,12,9,4.5,6.0,0.75,0,11.0,2,45.5,0.0,0,2,0.0,0,5,0,76.3,75.3,1,35,0.0,0,37,5,94.6,35,68.0,11,31.4,1,94,65,13.0,18.8,2.69
Chris Olave,84355,WR,OHIO STATE,1,17,0,260,5.0,0,100.0,,0,0,0.0,0,0,0,70.7,62.7,0,13,0.0,0,11,2,100.0,11,97.9,2,18.2,0,15,5,2.5,7.5,1.36,0,10.4,0,76.9,100.0,1,1,9.1,1,5,0,62.9,75.1,1,41,0.0,0,37,10,97.3,36,69.7,13,36.1,0,111,38,3.8,11.1,3.08
Roderic Burns,84334,WR,N TEXAS,1,17,0,251,10.0,3,60.0,0.0,0,1,0.0,0,1,0,74.9,75.4,0,27,0.0,0,18,3,83.3,15,87.1,5,33.3,0,42,38,12.7,14.0,2.8,0,5.8,0,66.7,100.0,1,1,14.3,1,2,0,53.8,55.1,0,14,0.0,0,33,6,97.0,32,76.2,9,28.1,0,40,23,3.8,6.7,1.25
Garrett Wilson,97405,WR,OHIO STATE,1,14,0,260,10.5,0,100.0,100.0,1,1,0.0,0,1,0,70.7,68.1,0,14,0.0,0,12,2,100.0,12,114.6,2,16.7,0,23,2,1.0,11.5,1.92,0,18.6,1,50.0,0.0,0,1,16.7,1,4,0,50.3,62.3,0,27,0.0,0,39,5,97.4,38,114.2,10,26.3,1,89,12,2.4,17.8,2.34
Trey McBride,75916,TE,COLO STATE,1,14,0,144,7.7,0,66.7,0.0,0,1,0.0,0,3,0,74.9,89.8,0,27,0.0,0,15,4,100.0,15,132.6,6,40.0,1,51,35,8.8,12.8,3.4,0,11.5,0,50.0,50.0,1,2,33.3,1,2,0,31.6,67.1,0,29,5.3,1,19,2,94.7,18,90.6,4,22.2,0,45,12,6.0,22.5,2.5
Bo Melton,61610,WR,RUTGERS,1,14,0,278,28.0,0,0.0,,0,0,,0,0,0,,56.5,0,0,0.0,0,4,0,50.0,2,39.6,1,50.0,0,0,0,,,0.0,0,8.6,4,63.6,0.0,0,2,12.5,1,3,1,56.4,60.2,0,9,0.0,0,25,7,100.0,25,70.3,11,44.0,0,40,32,4.6,5.7,1.6
Corey Sutton,61123,WR,APP STATE,1,13,0,108,10.8,0,0.0,0.0,0,3,,0,0,0,,55.4,0,0,0.0,0,7,0,100.0,7,39.6,4,57.1,0,0,0,,,0.0,0,11.4,2,71.4,100.0,1,1,16.7,1,3,0,49.8,66.7,0,15,0.0,0,16,5,100.0,16,86.0,7,43.8,0,41,11,2.2,8.2,2.56
Te'Vailance Hunt,78109,WR,ARK STATE,1,13,0,113,32.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,69.9,0,53,0.0,0,11,1,81.8,9,158.3,1,11.1,1,53,21,21.0,53.0,5.89,0,6.9,1,75.0,50.0,1,2,14.3,1,4,0,53.8,65.3,0,14,0.0,0,30,6,100.0,30,89.6,8,26.7,0,48,8,1.3,8.0,1.6
Jalen Tolbert,61637,WR,S ALABAMA,1,13,0,288,,0,,,0,0,,0,0,0,,55.9,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,11.9,3,44.4,50.0,1,2,20.0,1,3,0,45.4,67.4,0,42,0.0,0,32,4,96.9,31,75.2,9,29.0,0,78,58,14.5,19.5,2.52
Corey Rucker,121539,WR,ARK STATE,1,13,0,113,4.0,0,100.0,,0,0,0.0,0,1,0,66.7,64.6,0,6,0.0,0,10,1,70.0,7,91.7,1,14.3,0,6,2,2.0,6.0,0.86,0,8.6,2,40.0,0.0,0,2,50.0,2,1,0,17.0,53.1,0,16,0.0,0,31,2,100.0,31,58.8,5,16.1,0,28,22,11.0,14.0,0.9
Tyler Badie,83714,HB,MISSOURI,1,12,0,229,,0,,,0,0,,0,0,0,,55.7,0,0,12.5,1,8,0,75.0,6,0.0,0,0.0,0,0,0,,,0.0,0,-1.1,3,85.7,,0,0,0.0,0,4,0,77.5,74.0,0,24,6.5,2,31,6,90.3,28,143.8,7,25.0,1,63,67,11.2,10.5,2.25
Jonathan Mingo,97774,WR,OLE MISS,1,12,0,226,14.3,0,100.0,,0,0,0.0,0,2,0,73.1,77.8,0,17,0.0,0,14,3,100.0,14,158.3,3,21.4,1,43,5,1.7,14.3,3.07,0,16.9,0,57.1,50.0,1,2,20.0,1,2,0,45.4,60.6,0,40,0.0,0,20,4,95.0,19,128.0,7,36.8,1,65,15,3.8,16.3,3.42
Michael Mathison,100275,WR,AKRON,1,12,0,102,2.0,0,100.0,,0,0,0.0,0,1,0,70.7,67.4,0,11,0.0,0,6,2,83.3,5,95.8,2,40.0,0,14,10,5.0,7.0,2.8,0,11.9,1,50.0,0.0,0,1,33.3,2,3,0,26.0,72.9,0,32,0.0,0,23,4,100.0,23,76.6,8,34.8,0,63,39,9.8,15.8,2.74
B.J. Casteel,61133,WR,ARIZONA,1,12,0,109,32.5,0,0.0,,0,0,,0,0,0,,56.4,0,0,12.5,1,8,0,87.5,7,39.6,2,28.6,0,0,0,,,0.0,0,1.0,0,80.0,0.0,0,1,0.0,0,0,0,74.9,57.8,0,7,0.0,0,14,4,100.0,14,80.8,5,35.7,0,17,26,6.5,4.3,1.21
Marcell Barbee,121958,WR,TEXAS ST,1,12,0,314,12.0,0,0.0,,0,0,,0,0,0,,57.1,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,7.6,1,77.8,0.0,0,1,12.5,1,4,0,56.4,63.8,0,14,0.0,0,28,7,100.0,28,93.5,9,32.1,0,58,17,2.4,8.3,2.07
Tyrice Richie,100193,WR,N ILLINOIS,1,12,0,254,7.7,0,66.7,,0,0,0.0,0,1,0,70.7,62.8,0,18,0.0,0,12,2,83.3,10,85.4,3,30.0,0,20,12,6.0,10.0,2.0,0,7.1,0,42.9,,0,0,25.0,1,1,0,40.2,60.2,1,9,0.0,0,18,3,100.0,18,10.7,7,38.9,0,20,12,4.0,6.7,1.11
Jaxon Smith-Njigba,129758,WR,OHIO STATE,1,11,0,260,17.2,0,60.0,,0,0,0.0,0,3,0,73.1,80.1,0,26,0.0,0,12,3,100.0,12,135.8,5,41.7,2,53,22,7.3,17.7,4.42,0,14.4,1,80.0,100.0,1,1,20.0,1,4,0,45.9,70.4,0,29,0.0,0,38,4,97.4,37,118.8,5,13.5,0,92,27,6.8,23.0,2.49
Jeff Foreman,97868,WR,ARK STATE,1,11,0,113,46.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,79.2,0,46,0.0,0,9,1,77.8,7,118.8,1,14.3,0,46,0,0.0,46.0,6.57,0,14.8,0,75.0,,0,0,0.0,0,2,0,73.1,66.9,0,11,0.0,0,16,3,100.0,16,97.9,4,25.0,0,32,12,4.0,10.7,2.0
Josh Downs,122832,WR,N CAROLINA,1,11,0,245,7.0,0,0.0,0.0,0,1,,0,0,0,,48.5,0,0,0.0,0,8,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0,0,6.8,0,83.3,,0,0,0.0,0,3,0,76.3,66.2,0,12,0.0,0,19,5,94.7,18,97.9,6,33.3,0,45,17,3.4,9.0,2.5
