player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Evan Stewart,158674,WR,TEXAS A&M,1,17,0,312,6.3,0,75.0,,0,0,0.0,0,1,0,73.1,70.5,0,13,0.0,0,12,3,100.0,12,91.7,4,33.3,0,26,9,3.0,8.7,2.17,0,14.1,0,66.7,66.7,2,3,14.3,1,4,0,53.4,67.5,0,44,0.0,0,34,6,91.2,31,97.0,9,29.0,0,85,6,1.0,14.2,2.74
LaJohntay Wester,123616,WR,FAU,1,16,0,165,-4.0,0,100.0,,0,0,0.0,0,1,0,66.7,91.5,0,21,0.0,0,2,1,100.0,2,118.8,1,50.0,0,21,25,25.0,21.0,10.5,0,4.8,0,69.2,66.7,2,3,25.0,3,4,0,29.8,61.0,1,15,0.0,0,32,9,100.0,32,49.2,13,40.6,0,67,29,3.2,7.4,2.09
Matthew Golden,156165,WR,HOUSTON,1,14,0,182,9.6,0,40.0,50.0,1,2,0.0,0,1,0,70.7,65.8,0,2,0.0,0,13,2,100.0,13,87.5,5,38.5,1,1,2,1.0,0.5,0.08,0,21.5,0,33.3,0.0,0,1,33.3,1,2,0,31.6,63.0,0,39,0.0,0,22,2,100.0,22,63.9,6,27.3,0,49,7,3.5,24.5,2.23
Jayden Higgins,150240,WR,IOWA STATE,1,13,0,193,13.3,0,100.0,100.0,1,1,0.0,0,2,0,73.1,81.9,0,16,0.0,0,12,3,100.0,12,158.3,3,25.0,1,39,6,2.0,13.0,3.25,0,10.2,0,50.0,0.0,0,2,0.0,0,3,0,76.3,66.9,0,15,0.0,0,24,5,100.0,24,67.1,10,41.7,0,56,15,3.0,11.2,2.33
Will Sheppard,124360,WR,VANDERBILT,1,13,0,333,18.0,0,0.0,,0,0,,0,0,0,,54.0,0,0,0.0,0,12,0,100.0,12,39.6,1,8.3,0,0,0,,,0.0,0,10.6,0,66.7,100.0,1,1,14.3,1,3,0,53.4,62.9,0,21,0.0,0,25,6,100.0,25,88.2,9,36.0,0,66,16,2.7,11.0,2.64
Xavier Weaver,101130,WR,COLORADO,1,12,0,143,12.9,1,75.0,100.0,1,1,14.3,1,3,0,53.4,69.5,0,41,0.0,0,27,6,100.0,27,116.7,8,29.6,0,113,60,10.0,18.8,4.19,0,10.0,0,100.0,,0,0,0.0,0,1,0,66.7,61.4,0,12,0.0,0,13,1,100.0,13,116.7,1,7.7,0,12,2,2.0,12.0,0.92
Marvin Harrison Jr.,145056,WR,OHIO STATE,1,12,0,260,20.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,73.2,0,21,0.0,0,2,1,100.0,2,118.8,1,50.0,0,21,1,1.0,21.0,10.5,0,9.3,0,66.7,0.0,0,1,0.0,0,1,0,74.9,69.5,0,9,0.0,0,19,4,94.7,18,77.8,6,33.3,0,29,5,1.3,7.3,1.61
Corey Rucker,121539,WR,ARK STATE,1,12,0,113,22.5,0,0.0,0.0,0,2,,0,0,0,,54.6,1,0,0.0,0,9,0,88.9,8,0.0,2,25.0,0,0,0,,,0.0,0,15.4,0,14.3,0.0,0,3,50.0,1,1,0,24.5,53.0,1,16,0.0,0,21,1,100.0,21,0.0,7,33.3,0,16,6,6.0,16.0,0.76
Terrell Vaughn,157634,WR,UTAH ST,1,12,0,329,5.0,0,100.0,,0,0,0.0,0,1,0,70.7,72.4,0,4,0.0,0,2,2,100.0,2,118.8,2,100.0,1,5,3,1.5,2.5,2.5,0,7.4,1,85.7,,0,0,0.0,0,2,0,77.5,66.5,0,21,0.0,0,18,6,94.4,17,98.2,7,41.2,0,53,22,3.7,8.8,3.12
Jacob Cowing,100894,WR,ARIZONA,1,12,0,109,10.6,1,40.0,33.3,1,3,0.0,0,1,0,70.7,64.8,1,17,0.0,0,17,2,88.2,15,48.8,5,33.3,1,16,12,6.0,8.0,1.07,0,6.0,1,60.0,0.0,0,2,0.0,0,0,0,73.1,63.4,2,12,0.0,0,26,3,96.2,25,34.2,5,20.0,0,26,25,8.3,8.7,1.04
