player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Dante Wright,97188,WR,TEMPLE,1,19,0,306,4.0,2,83.3,0.0,0,1,0.0,0,4,0,76.3,88.6,0,19,0.0,0,7,5,100.0,7,110.4,6,85.7,0,63,47,9.4,12.6,9.0,0,5.2,0,69.2,0.0,0,1,10.0,1,3,0,61.0,63.8,0,23,0.0,0,30,9,96.7,29,86.7,13,44.8,0,84,52,5.8,9.3,2.9
Ted Hurst,187922,WR,GA STATE,1,18,0,175,13.0,0,33.3,,0,0,0.0,0,0,0,66.7,52.0,1,4,0.0,0,6,1,66.7,4,2.8,3,75.0,0,4,0,0.0,4.0,1.0,0,23.1,0,61.5,100.0,1,1,0.0,0,6,0,79.3,83.1,0,48,0.0,0,28,8,96.4,27,131.1,13,48.1,1,169,33,4.1,21.1,6.26
Antonio Williams,156241,WR,CLEMSON,1,17,0,140,8.9,0,71.4,100.0,1,1,16.7,1,4,0,49.8,73.8,0,23,0.0,0,14,5,85.7,12,94.3,7,58.3,0,55,23,4.6,11.0,4.58,0,9.7,0,77.8,100.0,1,1,12.5,1,3,0,56.4,66.7,0,28,0.0,0,29,7,100.0,29,145.1,9,31.0,2,84,30,4.3,12.0,2.9
Nick Nash,98679,WR,S JOSE ST,1,16,0,285,16.2,1,66.7,100.0,1,1,0.0,0,3,0,74.9,72.3,0,27,0.0,0,21,4,100.0,21,97.2,6,28.6,0,57,21,5.3,14.3,2.71,0,22.0,0,50.0,100.0,1,1,25.0,1,1,0,39.5,60.5,1,45,0.0,0,16,3,100.0,16,42.4,6,37.5,0,55,8,2.7,18.3,3.44
Jordyn Tyson,157690,WR,ARIZONA ST,1,16,0,110,6.8,1,100.0,100.0,1,1,0.0,0,5,1,77.5,83.0,0,41,0.0,0,15,6,93.3,14,158.3,6,42.9,1,101,67,11.2,16.8,7.21,0,9.9,0,71.4,100.0,1,1,16.7,1,2,0,49.8,65.8,0,17,0.0,0,18,5,88.9,16,86.6,7,43.8,0,42,8,1.6,8.4,2.63
Justin Lockhart,74298,WR,S JOSE ST,1,16,0,285,21.3,0,87.5,75.0,3,4,0.0,0,5,0,78.5,91.9,0,35,0.0,0,15,7,100.0,15,118.8,8,53.3,0,146,8,1.1,20.9,9.73,0,20.5,0,0.0,,0,0,100.0,1,0,0,16.4,47.0,0,0,0.0,0,12,0,100.0,12,39.6,2,16.7,0,0,0,,,0.0
Dean Patterson,145224,WR,FIU,1,15,0,166,9.5,3,53.8,33.3,1,3,12.5,1,6,0,56.8,73.0,0,28,0.0,0,29,7,100.0,29,75.5,13,44.8,0,89,45,6.4,12.7,3.07,0,14.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,64.4,0,14,0.0,0,8,1,87.5,7,118.8,1,14.3,0,14,0,0.0,14.0,2.0
Emmett Mosley V,183278,WR,STANFORD,1,14,0,300,10.5,0,75.0,,0,0,0.0,0,3,0,73.1,91.8,0,25,0.0,0,6,3,83.3,5,155.2,4,80.0,1,49,8,2.7,16.3,9.8,0,6.4,2,100.0,100.0,2,2,0.0,0,3,0,79.3,68.0,0,62,0.0,0,39,7,79.5,31,158.3,7,22.6,1,100,55,7.9,14.3,3.23
Tai Felton,144886,WR,MARYLAND,1,14,0,215,14.1,1,28.6,33.3,1,3,33.3,1,2,0,32.3,64.8,0,17,5.6,1,18,2,83.3,15,83.9,7,46.7,1,29,13,6.5,14.5,1.93,0,6.2,3,66.7,,0,0,0.0,0,2,0,74.9,58.2,0,16,0.0,0,41,4,95.1,39,79.9,6,15.4,0,32,18,4.5,8.0,0.82
Raphael Williams Jr.,149997,WR,PITTSBURGH,1,14,0,268,16.3,0,42.9,25.0,1,4,0.0,0,1,0,73.1,56.1,0,12,0.0,0,25,3,92.0,23,51.5,7,30.4,0,23,1,0.3,7.7,1.0,0,13.1,0,57.1,100.0,1,1,0.0,0,2,0,74.9,63.0,0,24,0.0,0,30,4,93.3,28,76.5,7,25.0,0,45,15,3.8,11.3,1.61
Devonte Ross,146735,WR,TROY,1,14,0,318,5.0,0,80.0,,0,0,20.0,1,3,0,45.4,63.5,0,6,0.0,0,11,4,90.9,10,121.3,5,50.0,1,18,9,2.3,4.5,1.8,0,10.3,0,62.5,100.0,1,1,28.6,2,3,0,29.1,69.1,0,31,0.0,0,18,5,100.0,18,92.2,8,44.4,0,73,11,2.2,14.6,4.06
Trebor Pena,123051,WR,SYRACUSE,1,14,0,304,10.1,1,62.5,25.0,1,4,0.0,0,4,1,77.5,71.9,0,24,0.0,0,22,5,95.5,21,78.1,8,38.1,0,46,15,3.0,9.2,2.19,0,1.6,0,100.0,,0,0,0.0,0,3,0,77.5,70.2,0,13,0.0,0,24,5,91.7,22,105.8,5,22.7,0,47,39,7.8,9.4,2.14
Jamaal Pritchett,155624,WR,S ALABAMA,1,13,0,288,1.4,1,80.0,100.0,1,1,0.0,0,1,0,74.9,69.2,0,14,0.0,0,12,4,91.7,11,85.8,5,45.5,0,23,14,3.5,5.8,2.09,0,6.1,1,87.5,,0,0,0.0,0,6,0,78.5,89.6,1,67,0.0,0,21,7,100.0,21,79.2,8,38.1,0,147,121,17.3,21.0,7.0
Tanner Koziol,156895,TE,BALL ST,1,13,0,117,,0,,,0,0,,0,0,0,,56.2,0,0,25.0,1,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,7.4,0,88.9,100.0,2,2,0.0,0,5,0,79.3,89.9,1,20,0.0,0,23,8,100.0,23,61.3,9,39.1,0,74,19,2.4,9.3,3.22
Damon Ward Jr.,100880,WR,N TEXAS,1,13,0,251,12.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,74.5,0,15,0.0,0,1,1,100.0,1,118.8,1,100.0,0,15,3,3.0,15.0,15.0,0,17.8,0,27.3,50.0,1,2,25.0,1,3,0,39.5,60.4,1,33,0.0,0,29,3,96.6,28,15.7,11,39.3,0,70,22,7.3,23.3,2.5
Ja'Corey Brooks,146587,WR,LOUISVILLE,1,12,0,210,36.0,0,0.0,,0,0,,0,0,0,,56.3,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,14.4,5,80.0,100.0,1,1,0.0,0,6,0,79.3,76.9,0,29,0.0,0,32,8,100.0,32,109.2,10,31.3,0,102,49,6.1,12.8,3.19
Harold Fannin Jr.,163104,TE,BOWL GREEN,1,12,0,122,-1.0,0,100.0,,0,0,0.0,0,1,0,66.7,73.8,0,14,0.0,0,2,1,100.0,2,118.8,1,50.0,0,14,15,15.0,14.0,7.0,0,10.5,2,81.8,100.0,5,5,0.0,0,6,0,80.1,92.8,0,29,0.0,0,21,9,95.2,20,152.8,11,55.0,2,123,48,5.3,13.7,6.15
Ian Strong,170319,WR,RUTGERS,1,12,0,278,10.3,0,66.7,100.0,1,1,0.0,0,2,0,70.7,66.9,0,12,0.0,0,15,2,93.3,14,120.8,3,21.4,1,17,2,1.0,8.5,1.21,0,15.4,1,55.6,60.0,3,5,0.0,0,4,0,76.3,84.4,0,30,0.0,0,16,5,93.8,15,80.3,9,60.0,0,69,12,2.4,13.8,4.6
Evan Stewart,158674,WR,OREGON,1,12,0,264,12.5,0,83.3,,0,0,0.0,0,2,0,76.3,74.4,0,32,0.0,0,14,5,100.0,14,100.7,6,42.9,0,49,10,2.0,9.8,3.5,0,6.3,0,100.0,100.0,1,1,0.0,0,1,0,74.9,62.5,0,10,0.0,0,15,4,93.3,14,97.9,4,28.6,0,30,5,1.3,7.5,2.14
Tetairoa McMillan,158735,WR,ARIZONA,1,12,0,109,40.0,0,100.0,100.0,1,1,0.0,0,1,0,66.7,80.7,0,33,0.0,0,4,1,100.0,4,158.3,1,25.0,1,33,0,0.0,33.0,8.25,0,11.8,0,60.0,100.0,1,1,0.0,0,3,0,73.1,61.8,0,12,0.0,0,28,3,100.0,28,76.3,5,17.9,0,29,3,1.0,9.7,1.04
Coleman Owen,104969,WR,OHIO,1,12,0,259,11.2,2,70.0,50.0,1,2,0.0,0,5,0,78.5,81.5,0,34,0.0,0,19,7,94.7,18,107.5,10,55.6,0,113,53,7.6,16.1,6.28,0,14.0,0,50.0,,0,0,0.0,0,1,0,66.7,63.3,1,26,0.0,0,10,1,100.0,10,56.3,2,20.0,0,26,14,14.0,26.0,2.6
Mason Taylor,157122,TE,LSU,1,11,0,211,3.0,0,100.0,,0,0,0.0,0,0,0,66.7,57.4,0,7,16.7,1,6,1,83.3,5,95.8,1,20.0,0,7,4,4.0,7.0,1.4,0,7.1,0,42.9,0.0,0,2,0.0,0,2,0,73.1,55.1,0,15,20.0,7,35,3,80.0,28,50.3,7,25.0,0,21,12,4.0,7.0,0.75
Simeon Evans,147304,WR,SM HOUSTON,1,11,0,281,43.0,0,0.0,0.0,0,2,,0,0,0,,58.5,0,0,0.0,0,2,0,100.0,2,39.6,2,100.0,0,0,0,,,0.0,0,8.4,0,42.9,66.7,2,3,0.0,0,2,0,73.1,66.6,1,32,0.0,0,24,3,100.0,24,27.4,7,29.2,0,49,4,1.3,16.3,2.04
JJ Jenkins,109592,WR,BUFFALO,1,11,0,126,14.5,0,50.0,50.0,1,2,0.0,0,2,0,70.7,64.4,0,11,0.0,0,20,2,85.0,17,65.6,4,23.5,0,21,2,1.0,10.5,1.24,0,17.9,0,85.7,100.0,2,2,0.0,0,3,0,77.5,79.6,0,49,0.0,0,16,6,100.0,16,158.3,7,43.8,1,110,16,2.7,18.3,6.88
Victor Snow,158249,WR,BUFFALO,1,11,0,126,14.0,1,40.0,50.0,1,2,0.0,0,1,0,70.7,58.9,1,13,0.0,0,19,2,89.5,17,10.8,5,29.4,0,18,6,3.0,9.0,1.06,0,11.8,0,75.0,,0,0,0.0,0,2,0,73.1,72.0,0,41,0.0,0,15,3,100.0,15,116.7,4,26.7,0,54,20,6.7,18.0,3.6
Bobby Golden,156892,WR,AKRON,1,11,0,102,19.6,0,28.6,50.0,1,2,0.0,0,2,0,70.7,64.6,0,10,0.0,0,18,2,88.9,16,39.6,7,43.8,0,18,1,0.5,9.0,1.13,0,3.0,0,50.0,,0,0,33.3,1,1,1,31.6,44.6,0,9,0.0,0,15,2,100.0,15,56.3,4,26.7,0,9,6,3.0,4.5,0.6
Jayce Brown,173093,WR,KANSAS ST,1,11,0,199,17.0,0,0.0,0.0,0,1,,0,0,0,,56.1,1,0,0.0,0,4,0,50.0,2,0.0,1,50.0,0,0,0,,,0.0,0,14.1,0,62.5,50.0,1,2,0.0,0,1,1,76.3,53.2,0,10,0.0,0,32,5,96.9,31,72.4,8,25.8,0,35,5,1.0,7.0,1.13
Desmond Reid,159936,HB,PITTSBURGH,1,11,0,268,2.0,1,100.0,100.0,2,2,0.0,0,2,0,76.3,75.8,0,34,8.7,2,23,5,82.6,19,100.8,5,26.3,0,41,31,6.2,8.2,2.16,0,-2.0,1,83.3,,0,0,0.0,0,2,0,76.3,82.8,0,22,21.2,7,33,5,75.8,25,113.2,6,24.0,0,67,81,16.2,13.4,2.68
