player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tory Horton,128232,WR,COLO STATE,1,21,0,144,2.0,0,50.0,100.0,1,1,33.3,1,2,0,31.6,59.4,0,11,0.0,0,16,2,100.0,16,63.5,4,25.0,0,19,8,4.0,9.5,1.19,0,15.3,0,53.3,0.0,0,1,20.0,2,6,0,41.6,68.0,0,44,0.0,0,32,8,100.0,32,77.4,15,46.9,0,111,40,5.0,13.9,3.47
Travis Hunter,160766,CB,COLORADO,1,19,0,143,8.2,1,40.0,0.0,0,1,0.0,0,0,0,70.7,71.3,1,9,0.0,0,10,2,100.0,10,10.8,5,50.0,0,18,5,2.5,9.0,1.8,0,9.6,2,80.0,100.0,1,1,0.0,0,6,0,79.3,79.0,0,24,0.0,0,31,8,96.8,30,133.3,10,33.3,1,80,31,3.9,10.0,2.67
Xavier Restrepo,122220,WR,MIAMI FL,1,18,0,220,8.3,0,33.3,,0,0,0.0,0,1,0,70.7,59.6,0,8,0.0,0,16,2,87.5,14,42.4,6,42.9,0,11,2,1.0,5.5,0.79,0,6.0,1,88.9,50.0,1,2,0.0,0,4,0,79.3,70.7,0,19,0.0,0,33,8,90.9,30,137.0,9,30.0,1,72,24,3.0,9.0,2.4
Elic Ayomanor,157263,WR,STANFORD,1,18,0,300,13.2,1,54.5,50.0,1,2,25.0,2,6,0,33.4,76.8,0,97,0.0,0,34,6,88.2,30,139.2,11,36.7,2,206,164,27.3,34.3,6.87,0,8.5,1,100.0,100.0,1,1,0.0,0,4,0,77.5,83.9,0,30,0.0,0,22,6,86.4,19,158.3,6,31.6,1,79,28,4.7,13.2,4.16
Joey Hobert,131934,WR,TEXAS ST,1,17,0,314,10.5,2,50.0,,0,0,25.0,1,3,0,39.5,68.7,0,16,0.0,0,13,3,76.9,10,106.9,6,60.0,1,34,9,3.0,11.3,3.4,0,9.3,0,55.6,100.0,3,3,16.7,1,2,0,49.8,59.0,0,18,0.0,0,24,5,100.0,24,67.4,9,37.5,0,41,2,0.4,8.2,1.71
Jamari Thrash,97399,WR,LOUISVILLE,1,17,0,210,8.5,1,66.7,,0,0,0.0,0,2,0,74.9,73.5,1,31,0.0,0,13,4,92.3,12,52.1,6,50.0,0,49,29,7.3,12.3,4.08,0,15.5,0,36.4,0.0,0,3,42.9,3,4,0,17.1,55.3,0,31,0.0,0,29,4,89.7,26,56.6,11,42.3,0,64,23,5.8,16.0,2.46
Smoke Harris,78918,WR,LA TECH,1,14,0,208,4.5,0,0.0,0.0,0,1,,0,0,0,,53.4,0,0,0.0,0,15,0,100.0,15,39.6,2,13.3,0,0,0,,,0.0,0,0.1,4,100.0,,0,0,0.0,0,7,0,81.5,79.9,0,23,0.0,0,28,11,96.4,27,110.2,11,40.7,0,115,114,10.4,10.5,4.26
Khaleb Hood,97159,WR,GA SOUTHRN,1,14,0,174,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,4.7,2,77.8,100.0,2,2,12.5,1,4,0,56.4,69.8,0,19,0.0,0,34,7,97.1,33,87.5,9,27.3,0,45,16,2.3,6.4,1.36
Terrell Vaughn,157634,WR,UTAH ST,1,13,0,329,9.8,1,16.7,33.3,1,3,0.0,0,1,0,66.7,55.1,2,10,0.0,0,21,1,85.7,18,0.0,6,33.3,0,10,5,5.0,10.0,0.56,0,15.0,1,83.3,,0,0,0.0,0,1,0,76.3,67.0,0,43,0.0,0,24,5,91.7,22,155.6,6,27.3,1,71,16,3.2,14.2,3.23
Malik Phillips,170505,WR,SM HOUSTON,1,13,0,281,,0,,,0,0,,0,0,0,,58.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,7.7,1,88.9,100.0,2,2,0.0,0,4,0,79.3,71.5,0,33,0.0,0,33,8,93.9,31,116.2,9,29.0,0,107,50,6.3,13.4,3.45
Chase Sowell,157700,WR,E CAROLINA,1,13,0,156,8.5,0,75.0,,0,0,0.0,0,2,0,73.1,72.5,0,13,0.0,0,9,3,100.0,9,88.5,4,44.4,0,23,1,0.3,7.7,2.56,0,10.6,2,44.4,0.0,0,3,0.0,0,4,0,74.9,75.1,1,45,0.0,0,34,4,97.1,33,44.4,9,27.3,0,97,56,14.0,24.3,2.94
Marvin Harrison Jr.,145056,WR,OHIO STATE,1,13,0,260,11.5,1,45.5,0.0,0,1,37.5,3,4,0,20.0,72.0,0,34,0.0,0,19,5,89.5,17,102.5,11,64.7,1,85,30,6.0,17.0,5.0,0,8.0,0,50.0,,0,0,0.0,0,1,0,66.7,64.0,0,20,0.0,0,9,1,100.0,9,85.4,2,22.2,0,20,23,23.0,20.0,2.22
Chrishon McCray,163139,WR,KENT STATE,1,12,0,201,14.3,0,50.0,100.0,1,1,0.0,0,2,0,70.7,73.2,0,40,0.0,0,13,2,100.0,13,92.7,4,30.8,0,47,14,7.0,23.5,3.62,0,14.8,0,50.0,0.0,0,1,0.0,0,2,0,70.7,69.1,0,12,0.0,0,12,2,91.7,11,65.6,4,36.4,0,21,8,4.0,10.5,1.91
Dallin Holker,83946,TE,COLO STATE,1,12,0,144,6.7,0,33.3,0.0,0,1,50.0,1,1,0,24.9,52.9,0,18,0.0,0,17,1,100.0,17,54.9,3,17.6,0,18,7,7.0,18.0,1.06,0,5.6,1,57.1,,0,0,0.0,0,1,0,74.9,61.3,0,24,3.1,1,32,4,96.9,31,72.9,7,22.6,0,39,18,4.5,9.8,1.26
Ricky Pearsall,100660,WR,FLORIDA,1,12,0,163,17.6,0,75.0,50.0,1,2,0.0,0,4,0,77.5,86.9,0,26,0.0,0,25,6,100.0,25,156.3,8,32.0,1,121,18,3.0,20.2,4.84,0,6.3,0,100.0,,0,0,0.0,0,2,0,74.9,65.1,0,19,0.0,0,21,4,90.5,19,113.5,4,21.1,0,45,20,5.0,11.3,2.37
Brennan Presley,122982,WR,OKLA STATE,1,12,0,262,,0,,,0,0,,0,0,0,,57.0,0,0,0.0,0,4,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,0,7.3,1,70.0,100.0,1,1,0.0,0,6,0,78.5,79.5,0,20,0.0,0,24,7,100.0,24,125.0,10,41.7,1,75,48,6.9,10.7,3.13
Roc Taylor,144283,WR,MEMPHIS,1,12,0,218,7.3,2,100.0,100.0,1,1,0.0,0,3,0,73.1,89.9,0,23,0.0,0,9,3,100.0,9,118.8,3,33.3,0,52,30,10.0,17.3,5.78,0,18.5,0,0.0,0.0,0,1,100.0,1,0,0,16.4,47.1,1,0,0.0,0,24,0,95.8,23,0.0,4,17.4,0,0,0,,,0.0
Will Pauling,144234,WR,WISCONSIN,1,12,0,349,,0,,,0,0,,0,0,0,,58.6,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,6.1,0,62.5,50.0,1,2,16.7,1,2,0,49.8,57.4,0,18,0.0,0,33,5,97.0,32,77.1,8,25.0,0,44,18,3.6,8.8,1.38
LaJohntay Wester,123616,WR,FAU,1,12,0,165,16.7,0,66.7,100.0,1,1,0.0,0,1,0,70.7,68.0,0,21,0.0,0,11,2,100.0,11,92.4,3,27.3,0,25,8,4.0,12.5,2.27,0,7.6,0,87.5,,0,0,0.0,0,4,0,78.5,82.5,0,30,0.0,0,22,7,100.0,22,156.8,8,36.4,1,97,41,5.9,13.9,4.41
Rashod Owens,122979,WR,OKLA STATE,1,12,0,262,5.0,0,100.0,,0,0,0.0,0,0,0,70.7,59.2,0,6,0.0,0,5,2,100.0,5,89.6,2,40.0,0,11,1,0.5,5.5,2.2,0,7.6,2,77.8,50.0,1,2,0.0,0,4,0,78.5,75.2,0,40,0.0,0,24,7,100.0,24,113.4,9,37.5,0,101,56,8.0,14.4,4.21
Rome Odunze,73774,WR,WASHINGTON,1,12,0,340,12.9,0,71.4,100.0,1,1,0.0,0,4,0,76.3,80.4,0,43,0.0,0,18,5,88.9,16,153.3,7,43.8,1,91,29,5.8,18.2,5.69,0,16.3,1,75.0,100.0,2,2,0.0,0,2,0,73.1,66.2,0,18,0.0,0,18,3,100.0,18,142.7,4,22.2,1,37,13,4.3,12.3,2.06
