player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Rashee Rice,97605,WR,SMU,1,19,0,287,30.0,0,0.0,,0,0,,0,0,0,,55.0,0,0,0.0,0,9,0,77.8,7,39.6,1,14.3,0,0,0,,,0.0,0,11.4,0,68.8,60.0,3,5,0.0,0,10,0,81.5,87.8,0,34,0.0,0,46,11,95.7,44,109.1,16,36.4,0,191,45,4.1,17.4,4.34
Tyrin Smith,145487,WR,UTEP,1,17,0,330,15.6,0,0.0,0.0,0,1,,0,0,0,,47.8,1,0,0.0,0,19,0,100.0,19,0.0,5,26.3,0,0,0,,,0.0,0,22.1,0,57.1,0.0,0,1,0.0,0,1,1,45.4,48.3,1,74,0.0,0,16,4,93.8,15,62.2,7,46.7,0,102,47,11.8,25.5,6.8
Will Sheppard,124360,WR,VANDERBILT,1,15,0,333,13.0,0,100.0,,0,0,0.0,0,1,0,70.7,75.9,0,13,0.0,0,5,2,100.0,5,150.0,2,40.0,1,21,0,0.0,10.5,4.2,0,14.6,3,63.6,0.0,0,2,0.0,0,7,0,78.5,89.9,0,31,0.0,0,20,7,95.0,19,137.5,11,57.9,1,141,62,8.9,20.1,7.42
Luke McCaffrey,101634,WR,RICE,1,15,0,275,,0,,,0,0,,0,0,0,,57.3,0,0,0.0,0,4,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,0,9.0,0,72.7,100.0,2,2,0.0,0,4,0,79.3,75.3,1,21,0.0,0,34,8,97.1,33,86.6,11,33.3,1,83,18,2.3,10.4,2.52
Cam Camper,156414,WR,INDIANA,1,15,0,190,11.0,2,55.6,66.7,2,3,16.7,1,3,0,49.8,67.7,0,16,0.0,0,24,5,91.7,22,106.3,9,40.9,1,45,16,3.2,9.0,2.05,0,9.7,0,50.0,0.0,0,2,0.0,0,2,0,73.1,59.3,0,26,2.8,1,36,3,97.2,35,77.1,6,17.1,0,48,10,3.3,16.0,1.37
Jamari Thrash,97399,WR,GA STATE,1,15,0,175,11.5,0,100.0,,0,0,0.0,0,2,0,70.7,79.3,0,22,0.0,0,4,2,75.0,3,118.8,2,66.7,0,33,10,5.0,16.5,11.0,0,12.2,0,58.3,100.0,1,1,12.5,1,4,0,56.4,71.5,1,73,0.0,0,30,7,96.7,29,92.4,12,41.4,1,140,63,9.0,20.0,4.83
Justin Marshall,61394,WR,BUFFALO,1,15,0,126,13.5,0,0.0,,0,0,,0,0,0,,56.2,0,0,0.0,0,6,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,15.6,0,62.5,100.0,2,2,16.7,1,5,0,49.8,69.5,0,17,0.0,0,26,5,100.0,26,123.4,8,30.8,1,57,12,2.4,11.4,2.19
Zay Flowers,97268,WR,BOSTON COL,1,14,0,121,3.0,0,50.0,,0,0,50.0,1,1,0,24.9,56.4,0,2,0.0,0,10,1,90.0,9,56.3,2,22.2,0,2,6,6.0,2.0,0.22,0,13.1,0,62.5,100.0,1,1,0.0,0,3,0,76.3,81.3,0,51,0.0,0,21,5,100.0,21,133.3,8,38.1,1,76,46,9.2,15.2,3.62
Ashtyn Hawkins,147222,WR,TEXAS ST,1,14,0,314,-0.5,0,75.0,,0,0,0.0,0,1,0,73.1,68.0,0,9,0.0,0,6,3,100.0,6,77.1,4,66.7,0,11,16,5.3,3.7,1.83,0,1.4,1,100.0,,0,0,0.0,0,3,0,78.5,68.8,0,17,0.0,0,25,7,100.0,25,96.4,7,28.0,0,50,40,5.7,7.1,2.0
Charlie Jones,55038,WR,PURDUE,1,14,0,273,24.7,0,71.4,50.0,2,4,0.0,0,5,0,76.3,85.4,0,55,0.0,0,22,5,90.9,20,153.3,7,35.0,1,148,34,6.8,29.6,7.4,0,0.5,0,100.0,,0,0,0.0,0,1,0,70.7,54.4,0,4,0.0,0,18,2,100.0,18,79.2,2,11.1,0,5,4,2.0,2.5,0.28
