player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Charlie Jones,55038,WR,PURDUE,1,18,0,273,14.0,0,0.0,0.0,0,1,,0,0,0,,53.4,0,0,0.0,0,12,0,83.3,10,39.6,3,30.0,0,0,0,,,0.0,0,10.5,0,70.0,,0,0,12.5,1,3,0,56.8,70.8,0,41,0.0,0,23,7,95.7,22,91.3,10,45.5,0,74,12,1.7,10.6,3.36
A.T. Perry,77975,WR,WAKE,1,18,0,339,10.4,1,60.0,,0,0,25.0,1,2,0,39.5,61.0,1,17,0.0,0,18,3,94.4,17,42.5,5,29.4,0,36,20,6.7,12.0,2.12,0,14.6,0,71.4,100.0,1,1,16.7,1,2,0,53.4,79.3,0,18,0.0,0,13,5,92.3,12,96.7,7,58.3,0,59,10,2.0,11.8,4.92
Tank Dell,78874,WR,HOUSTON,1,17,0,182,11.8,1,84.6,100.0,1,1,8.3,1,8,0,64.9,85.2,0,41,0.0,0,33,11,93.9,31,155.3,13,41.9,2,153,45,4.1,13.9,4.94,0,10.5,1,100.0,,0,0,0.0,0,2,0,70.7,64.2,0,18,0.0,0,18,2,100.0,18,118.8,2,11.1,0,27,6,3.0,13.5,1.5
Jayshon Jackson,78041,WR,BALL ST,1,17,0,117,20.6,0,20.0,0.0,0,1,0.0,0,1,0,66.7,61.7,0,8,0.0,0,13,1,100.0,13,39.6,5,38.5,0,8,3,3.0,8.0,0.62,0,6.8,1,75.0,0.0,0,2,10.0,1,3,0,62.9,76.1,0,43,0.0,0,28,9,96.4,27,124.3,12,44.4,1,92,51,5.7,10.2,3.41
Ja'Shaun Poke,100218,WR,KENT STATE,1,17,0,201,7.0,0,75.0,100.0,1,1,0.0,0,1,0,53.4,57.3,0,11,0.0,0,20,6,90.0,18,87.0,8,44.4,0,43,9,1.5,7.2,2.39,0,8.7,0,77.8,,0,0,12.5,1,2,0,56.4,64.4,0,14,0.0,0,23,7,100.0,23,87.0,9,39.1,0,44,27,3.9,6.3,1.91
Ja'Corey Brooks,146587,WR,ALABAMA,1,16,0,103,18.0,0,33.3,0.0,0,2,0.0,0,2,0,73.1,61.5,0,41,0.0,0,25,3,88.0,22,93.3,9,40.9,1,57,17,5.7,19.0,2.59,0,8.0,1,57.1,,0,0,20.0,1,2,0,45.9,58.3,0,19,0.0,0,30,4,100.0,30,73.5,7,23.3,0,40,25,6.3,10.0,1.33
Josh Downs,122832,WR,N CAROLINA,1,15,0,245,7.3,1,100.0,100.0,1,1,0.0,0,4,0,77.5,89.7,0,19,0.0,0,14,6,92.9,13,149.3,6,46.2,1,62,24,4.0,10.3,4.77,0,5.9,0,100.0,,0,0,0.0,0,4,0,78.5,80.9,0,32,0.0,0,25,7,100.0,25,114.3,7,28.0,0,80,39,5.6,11.4,3.2
Tory Horton,128232,WR,COLO STATE,1,15,0,144,15.0,0,50.0,,0,0,50.0,1,1,0,24.5,57.0,0,17,0.0,0,9,1,100.0,9,79.2,2,22.2,0,17,3,3.0,17.0,1.89,0,15.8,3,60.0,66.7,2,3,14.3,1,4,0,53.4,74.3,0,40,0.0,0,42,6,81.0,34,136.3,10,29.4,1,122,35,5.8,20.3,3.59
Tyrone Howell,144588,WR,LA MONROE,1,15,0,209,6.0,0,0.0,,0,0,,0,0,0,,55.8,0,0,0.0,0,5,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,0,7.8,4,90.9,,0,0,0.0,0,7,0,80.9,90.1,0,46,0.0,0,28,10,96.4,27,158.3,11,40.7,2,148,73,7.3,14.8,5.48
Evan Stewart,158674,WR,TEXAS A&M,1,14,0,312,7.8,0,50.0,,0,0,25.0,1,3,0,39.5,72.3,0,29,0.0,0,14,3,92.9,13,81.3,6,46.2,0,54,31,10.3,18.0,4.15,0,12.6,0,40.0,0.0,0,2,0.0,0,2,0,70.7,64.5,0,17,0.0,0,21,2,100.0,21,60.4,5,23.8,0,30,5,2.5,15.0,1.43
