player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jerreth Sterns,102597,WR,W KENTUCKY,1,18,0,346,7.5,0,100.0,,0,0,0.0,0,2,0,74.9,71.0,0,28,0.0,0,15,4,93.3,14,137.5,4,28.6,1,30,4,1.0,7.5,2.14,0,10.4,1,90.9,100.0,2,2,0.0,0,5,0,80.9,79.5,0,23,0.0,0,34,10,100.0,34,118.8,11,32.4,0,140,41,4.1,14.0,4.12
Hassan Beydoun,78185,WR,E MICHIGAN,1,16,0,160,1.0,0,100.0,,0,0,0.0,0,0,0,70.7,57.3,0,4,0.0,0,10,2,90.0,9,79.2,2,22.2,0,6,4,2.0,3.0,0.67,0,8.4,0,92.3,100.0,1,1,0.0,0,8,0,82.2,80.9,0,45,0.0,0,33,12,100.0,33,118.3,13,39.4,0,161,58,4.8,13.4,4.88
Makai Polk,100647,WR,MISS STATE,1,15,0,227,16.8,0,100.0,,0,0,0.0,0,3,0,76.3,81.2,0,20,0.0,0,18,4,88.9,16,158.3,4,25.0,2,54,0,0.0,13.5,3.38,0,6.2,0,77.8,0.0,0,1,22.2,2,5,0,38.0,60.6,0,13,0.0,0,33,7,100.0,33,97.7,9,27.3,0,67,23,3.3,9.6,2.03
Deven Thompkins,84480,WR,UTAH ST,1,15,0,329,26.5,0,40.0,33.3,1,3,0.0,0,3,0,74.9,72.8,1,32,0.0,0,37,4,91.9,34,65.8,10,29.4,1,88,4,1.0,22.0,2.59,0,3.4,0,100.0,,0,0,0.0,0,2,0,76.3,68.0,0,15,0.0,0,17,5,100.0,17,97.5,5,29.4,0,37,20,4.0,7.4,2.18
Jason Brownlee,121451,WR,SO MISS,1,14,0,296,23.0,0,16.7,33.3,1,3,0.0,0,1,0,66.7,64.1,2,32,0.0,0,18,1,100.0,18,9.7,6,33.3,0,32,3,3.0,32.0,1.78,0,12.4,1,80.0,,0,0,0.0,0,3,0,76.3,81.3,0,17,0.0,0,17,4,94.1,16,109.2,5,31.3,0,51,5,1.3,12.8,3.19
Calvin Austin III,61418,WR,MEMPHIS,1,14,0,218,19.7,0,33.3,0.0,0,1,0.0,0,0,0,70.7,68.0,0,9,0.0,0,13,1,84.6,11,42.4,3,27.3,0,9,-1,-1.0,9.0,0.82,0,10.7,0,70.0,0.0,0,1,0.0,0,5,0,78.5,79.7,0,25,0.0,0,22,7,86.4,19,100.0,10,52.6,0,95,59,8.4,13.6,5.0
Deuce Vaughn,122624,HB,KANSAS ST,1,13,0,199,4.6,0,60.0,,0,0,0.0,0,2,0,73.1,76.1,0,7,29.4,5,17,3,70.6,12,106.7,5,41.7,1,18,8,2.7,6.0,1.5,0,1.8,3,75.0,,0,0,25.0,1,3,0,39.5,63.9,0,33,21.4,3,14,3,78.6,11,116.7,4,36.4,0,64,60,20.0,21.3,5.82
Drake London,86519,WR,USC,1,13,0,326,10.2,0,70.0,75.0,3,4,0.0,0,3,0,78.5,80.9,0,29,0.0,0,23,7,87.0,20,127.9,10,50.0,1,82,11,1.6,11.7,4.1,0,24.7,1,66.7,100.0,1,1,0.0,0,2,0,70.7,80.8,0,31,0.0,0,7,2,100.0,7,109.7,3,42.9,0,48,21,10.5,24.0,6.86
Skyy Moore,97116,WR,W MICHIGAN,1,13,0,347,5.2,1,88.9,,0,0,0.0,0,4,0,79.3,75.9,0,19,0.0,0,24,8,91.7,22,100.5,9,40.9,0,73,34,4.3,9.1,3.32,0,17.3,0,66.7,,0,0,33.3,1,2,0,31.6,71.0,0,64,0.0,0,15,2,93.3,14,149.3,3,21.4,1,78,32,16.0,39.0,5.57
Jalen Cropper,97273,WR,FRESNO ST,1,13,0,169,10.5,0,50.0,0.0,0,1,0.0,0,1,0,66.7,73.0,0,35,0.0,0,8,1,87.5,7,135.4,2,28.6,1,35,24,24.0,35.0,5.0,0,12.5,0,50.0,,0,0,0.0,0,0,1,66.7,43.1,0,9,0.0,0,19,1,100.0,19,62.5,2,10.5,0,9,-1,-1.0,9.0,0.47
Josh Downs,122832,WR,N CAROLINA,1,13,0,245,13.1,2,66.7,66.7,2,3,14.3,1,4,0,53.4,80.2,0,63,0.0,0,22,6,100.0,22,146.8,9,40.9,1,143,111,18.5,23.8,6.5,0,6.5,0,50.0,50.0,1,2,0.0,0,2,0,70.7,63.9,0,15,0.0,0,15,2,100.0,15,69.8,4,26.7,0,25,15,7.5,12.5,1.67
Dallas Dixon,130432,WR,C MICHIGAN,1,13,0,134,,0,,,0,0,,0,0,0,,58.3,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,11.1,2,55.6,0.0,0,1,16.7,1,4,0,49.8,69.9,0,36,0.0,0,18,5,100.0,18,86.3,9,50.0,0,82,43,8.6,16.4,4.56
Jadan Blue,61705,WR,TEMPLE,1,12,0,306,7.3,1,57.1,0.0,0,1,0.0,0,2,0,74.9,70.2,0,6,0.0,0,16,4,100.0,16,101.8,7,43.8,1,12,11,2.8,3.0,0.75,0,7.4,0,80.0,,0,0,0.0,0,1,0,74.9,58.0,0,19,0.0,0,27,4,100.0,27,87.5,5,18.5,0,25,17,4.3,6.3,0.93
Will Sheppard,124360,WR,VANDERBILT,1,12,0,333,,0,,,0,0,,0,0,0,,57.1,0,0,0.0,0,3,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,0,11.8,3,66.7,0.0,0,2,11.1,1,4,0,59.3,70.8,0,38,0.0,0,40,8,97.5,39,138.5,12,30.8,2,119,45,5.6,14.9,3.05
Michael Mayer,122906,TE,NOTRE DAME,1,12,0,258,11.7,0,57.1,0.0,0,2,0.0,0,4,0,74.9,80.1,1,20,0.0,0,17,4,100.0,17,45.8,7,41.2,0,60,32,8.0,15.0,3.53,0,4.0,0,100.0,,0,0,0.0,0,2,0,73.1,65.4,0,16,0.0,0,19,3,100.0,19,116.7,3,15.8,0,36,24,8.0,12.0,1.89
Stephon Robinson Jr.,78136,WR,NWESTERN,1,12,0,256,11.0,0,66.7,100.0,1,1,0.0,0,2,0,70.7,82.8,0,13,0.0,0,7,2,100.0,7,93.8,3,42.9,0,26,5,2.5,13.0,3.71,0,4.9,2,57.1,,0,0,0.0,0,1,0,74.9,69.0,0,10,0.0,0,22,4,100.0,22,67.6,7,31.8,0,30,13,3.3,7.5,1.36
Jose Barbon,78032,WR,TEMPLE,1,11,0,306,14.2,1,40.0,0.0,0,3,0.0,0,2,0,70.7,63.8,0,15,0.0,0,19,2,100.0,19,57.9,5,26.3,0,27,21,10.5,13.5,1.42,0,10.5,0,83.3,100.0,1,1,0.0,0,2,0,76.3,60.4,0,15,0.0,0,31,5,100.0,31,122.9,6,19.4,1,24,6,1.2,4.8,0.77
Zack Kuntz,84084,TE,DOMINION,1,11,0,263,10.5,0,50.0,0.0,0,1,0.0,0,1,0,70.7,64.8,0,21,16.7,2,12,2,83.3,10,69.8,4,40.0,0,25,3,1.5,12.5,2.5,0,2.6,0,100.0,,0,0,0.0,0,1,0,76.3,73.7,0,9,0.0,0,15,5,93.3,14,93.3,5,35.7,0,32,19,3.8,6.4,2.29
