player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Easton Messer,163051,WR,FAU,1,16,0,165,1.0,0,75.0,,0,0,0.0,0,1,1,73.1,50.9,0,13,0.0,0,12,3,100.0,12,86.5,4,33.3,0,21,16,5.3,7.0,1.75,0,9.8,0,75.0,,0,0,0.0,0,3,0,77.5,72.7,1,55,0.0,0,13,6,92.3,12,71.4,8,66.7,0,89,64,10.7,14.8,7.42
Michael Jackson III,146412,WR,PURDUE,1,16,0,273,6.0,0,0.0,0.0,0,1,100.0,1,0,0,16.8,45.0,0,0,0.0,0,6,0,100.0,6,39.6,2,33.3,0,0,0,,,0.0,0,5.6,1,100.0,100.0,2,2,0.0,0,6,1,80.9,70.7,0,13,0.0,0,28,10,96.4,27,100.0,10,37.0,0,80,24,2.4,8.0,2.96
Trent Walker,146340,WR,OREGON ST,1,15,0,265,5.8,0,100.0,,0,0,0.0,0,3,0,77.5,76.1,0,16,0.0,0,16,6,93.8,15,104.9,6,40.0,0,55,20,3.3,9.2,3.67,0,13.4,0,71.4,50.0,1,2,0.0,0,4,0,76.3,76.6,1,37,0.0,0,22,5,95.5,21,72.0,7,33.3,0,84,21,4.2,16.8,4.0
Chris Bell,156321,WR,LOUISVILLE,1,14,0,210,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Jalil Farooq,144623,WR,MARYLAND,1,13,0,215,9.3,3,50.0,0.0,0,1,50.0,2,1,0,17.2,56.5,0,16,0.0,0,8,2,100.0,8,57.3,4,50.0,0,13,22,11.0,6.5,1.63,0,1.3,1,85.7,100.0,1,1,14.3,1,2,0,53.4,58.6,0,11,0.0,0,27,6,100.0,27,89.3,7,25.9,0,38,25,4.2,6.3,1.41
Michael Trigg,146410,TE,BAYLOR,1,13,0,118,8.0,0,0.0,,0,0,,0,0,0,,51.5,0,0,0.0,0,16,0,81.3,13,39.6,1,7.7,0,0,0,,,0.0,0,18.5,0,63.6,50.0,2,4,0.0,0,6,0,78.5,91.5,0,42,0.0,0,27,7,100.0,27,107.2,11,40.7,0,144,31,4.4,20.6,5.33
Keagan Johnson,144848,WR,NEW MEXICO,1,13,0,241,6.0,1,100.0,,0,0,0.0,0,3,0,73.1,82.0,0,24,0.0,0,6,3,66.7,4,118.8,3,75.0,0,49,31,10.3,16.3,12.25,0,12.6,1,80.0,50.0,1,2,0.0,0,4,0,79.3,67.9,1,21,0.0,0,35,8,94.3,33,67.1,10,30.3,0,96,21,2.6,12.0,2.91
Denzel Boston,162481,WR,WASHINGTON,1,12,0,340,9.3,0,50.0,,0,0,0.0,0,2,0,70.7,70.4,0,17,0.0,0,12,2,91.7,11,104.2,4,36.4,1,20,12,6.0,10.0,1.82,0,13.4,1,50.0,,0,0,0.0,0,3,0,74.9,66.0,1,26,0.0,0,37,4,94.6,35,30.7,8,22.9,0,51,20,5.0,12.8,1.46
Johntay Cook,131255,WR,SYRACUSE,1,12,0,304,5.0,0,100.0,,0,0,0.0,0,1,0,66.7,70.5,0,15,0.0,0,3,1,100.0,3,118.8,1,33.3,0,15,10,10.0,15.0,5.0,0,8.2,2,55.6,,0,0,16.7,1,2,0,49.8,61.1,0,38,0.0,0,33,5,97.0,32,74.3,9,28.1,0,56,36,7.2,11.2,1.75
Corey Rucker,121539,WR,ARK STATE,1,12,0,113,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Chase Hendricks,171348,WR,OHIO,1,11,0,259,5.0,0,100.0,,0,0,0.0,0,1,0,66.7,74.0,0,9,0.0,0,2,1,100.0,2,104.2,1,50.0,0,9,4,4.0,9.0,4.5,0,19.0,0,60.0,,0,0,25.0,1,1,0,45.4,72.4,0,37,0.0,0,14,3,85.7,12,101.3,5,41.7,0,59,3,1.0,19.7,4.92
Randy Pittman Jr.,176195,TE,FLORIDA ST,1,11,0,167,,0,,,0,0,,0,0,0,,54.5,0,0,0.0,0,8,0,100.0,8,0.0,0,0.0,0,0,0,,,0.0,0,9.9,0,60.0,0.0,0,1,0.0,0,2,0,53.4,60.6,1,15,23.1,9,39,6,74.4,29,26.3,10,34.5,0,33,16,2.7,5.5,1.14
Vinny Anthony II,158687,WR,WISCONSIN,1,11,0,349,3.5,1,50.0,,0,0,0.0,0,1,0,66.7,68.5,0,17,0.0,0,4,1,100.0,4,79.2,2,50.0,0,17,18,18.0,17.0,4.25,0,9.0,1,100.0,100.0,1,1,0.0,0,2,0,77.5,71.7,0,27,0.0,0,16,6,100.0,16,108.3,6,37.5,0,60,6,1.0,10.0,3.75
Caleb Douglas,157740,WR,TEXAS TECH,1,11,0,315,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Coy Eakin,157337,WR,TEXAS TECH,1,11,0,315,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Kenny Johnson,175419,WR,PITTSBURGH,1,11,0,268,8.0,1,75.0,100.0,1,1,0.0,0,3,0,73.1,85.1,0,15,0.0,0,8,3,87.5,7,139.6,4,57.1,1,34,20,6.7,11.3,4.86,0,9.7,0,85.7,,0,0,14.3,1,3,0,33.8,68.0,0,21,0.0,0,24,6,87.5,21,114.9,7,33.3,0,81,25,4.2,13.5,3.86
Latrell Caples,128119,WR,BOISE ST,1,11,0,120,7.8,0,44.4,0.0,0,2,20.0,1,3,0,45.4,61.0,1,11,6.1,2,33,4,84.8,28,16.2,9,32.1,0,36,13,3.3,9.0,1.29,0,13.0,0,100.0,,0,0,0.0,0,0,0,66.7,56.1,0,13,0.0,0,11,1,90.9,10,118.8,1,10.0,0,13,0,0.0,13.0,1.3
Brett Eskildsen,191299,WR,IOWA STATE,1,11,0,193,23.0,0,0.0,,0,0,,0,0,0,,55.6,0,0,0.0,0,4,0,100.0,4,39.6,1,25.0,0,0,0,,,0.0,0,9.3,0,71.4,100.0,2,2,0.0,0,3,0,76.3,71.6,0,41,0.0,0,29,5,89.7,26,107.4,7,26.9,0,77,14,2.8,15.4,2.96
Junior Sherrill,172627,WR,VANDERBILT,1,10,0,333,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,,0,,0,,,0,0,,0,0,0,,,0,0,,0,0,0,,0,0.0,0,,0,0,0,,,
Iverson Hooks,163020,WR,UAB,1,10,0,321,,0,,,0,0,,0,0,0,,57.8,0,0,0.0,0,2,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,0,21.2,2,50.0,0.0,0,1,0.0,0,2,0,73.1,66.9,0,47,0.0,0,23,3,95.7,22,91.0,6,27.3,0,68,3,1.0,22.7,3.09
Devin McCuin,176494,WR,UTSA,1,10,0,331,16.3,2,33.3,,0,0,0.0,0,2,0,70.7,68.5,2,18,0.0,0,19,2,89.5,17,49.3,6,35.3,1,28,3,1.5,14.0,1.65,0,5.5,0,100.0,,0,0,0.0,0,2,0,74.9,59.5,0,15,0.0,0,21,4,95.2,20,100.0,4,20.0,0,32,10,2.5,8.0,1.6
Danny Scudero,170781,WR,S JOSE ST,1,10,0,285,14.0,0,100.0,,0,0,0.0,0,1,0,66.7,74.8,0,24,0.0,0,1,1,100.0,1,118.8,1,100.0,0,24,10,10.0,24.0,24.0,0,13.1,1,62.5,0.0,0,1,0.0,0,2,0,76.3,71.5,0,70,0.0,0,21,5,100.0,21,145.8,8,38.1,1,121,40,8.0,24.2,5.76
Javon Robinson,173924,WR,GA STATE,1,10,0,175,9.3,0,33.3,0.0,0,1,0.0,0,0,0,66.7,54.2,0,2,0.0,0,11,1,81.8,9,42.4,3,33.3,0,2,6,6.0,2.0,0.22,0,1.8,1,66.7,,0,0,0.0,0,1,0,74.9,74.9,0,15,0.0,0,13,4,92.3,12,80.6,6,50.0,0,33,29,7.3,8.3,2.75
Na'eem Abdul-Rahim Gladding,190053,WR,DOMINION,1,10,0,263,14.6,0,60.0,,0,0,0.0,0,3,0,73.1,82.5,0,13,0.0,0,6,3,100.0,6,113.3,5,83.3,3,26,8,2.7,8.7,4.33,0,12.3,0,75.0,0.0,0,1,0.0,0,3,0,73.1,75.7,0,28,0.0,0,18,3,100.0,18,116.7,4,22.2,0,57,24,8.0,19.0,3.17
Dorian Fleming,172225,TE,MARYLAND,1,10,0,215,2.0,0,100.0,,0,0,0.0,0,1,0,66.7,63.4,0,8,0.0,0,10,1,100.0,10,100.0,1,10.0,0,8,6,6.0,8.0,0.8,0,2.3,1,100.0,100.0,3,3,0.0,0,5,0,79.3,83.4,0,14,8.3,2,24,8,91.7,22,92.2,8,36.4,0,49,31,3.9,6.1,2.23
Jaron Tibbs,174972,WR,KANSAS ST,1,10,0,199,,0,,,0,0,,0,0,0,,54.4,0,0,0.0,0,9,0,100.0,9,0.0,0,0.0,0,0,0,,,0.0,0,13.6,2,66.7,0.0,0,1,14.3,1,5,0,53.4,68.9,0,30,0.0,0,29,6,96.6,28,94.7,9,32.1,0,80,34,5.7,13.3,2.86
Carnell Tate,170273,WR,OHIO STATE,1,10,0,260,19.0,0,83.3,100.0,2,2,0.0,0,2,0,76.3,83.1,0,48,0.0,0,8,5,100.0,8,158.3,6,75.0,1,110,14,2.8,22.0,13.75,0,1.7,2,100.0,,0,0,0.0,0,1,0,73.1,70.0,0,49,0.0,0,16,3,93.8,15,118.8,3,20.0,0,57,52,17.3,19.0,3.8
