player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Jahan Dotson,84375,WR,PENN STATE,1,16,0,266,6.0,0,0.0,,0,0,,0,0,0,,56.6,0,0,0.0,0,7,0,71.4,5,39.6,1,20.0,0,0,0,,,0.0,0,10.3,0,78.6,0.0,0,1,0.0,0,7,0,81.5,76.9,1,23,0.0,0,41,11,97.6,40,74.7,14,35.0,0,127,42,3.8,11.5,3.18
Jason Brownlee,121451,WR,SO MISS,1,15,0,296,14.0,0,100.0,100.0,1,1,0.0,0,2,0,70.7,81.9,0,13,0.0,0,7,2,100.0,7,154.2,2,28.6,1,23,0,0.0,11.5,3.29,0,14.6,0,58.3,25.0,1,4,12.5,1,4,0,58.9,69.7,1,34,0.0,0,30,7,93.3,28,49.7,12,42.9,0,97,16,2.3,13.9,3.46
Steve Jenkins,101350,WR,UNLV,1,15,0,325,8.0,0,50.0,0.0,0,1,50.0,1,0,0,24.5,57.8,0,14,0.0,0,6,1,100.0,6,72.9,2,33.3,0,14,1,1.0,14.0,2.33,0,6.9,2,90.0,50.0,1,2,0.0,0,6,0,80.1,80.2,0,21,0.0,0,29,9,96.6,28,140.0,10,35.7,1,96,36,4.0,10.7,3.43
Jalen Tolbert,61637,WR,S ALABAMA,1,14,0,288,19.3,0,25.0,0.0,0,2,50.0,1,1,0,24.5,58.5,1,13,0.0,0,17,1,100.0,17,40.6,4,23.5,1,13,0,0.0,13.0,0.76,0,18.8,0,70.0,0.0,0,2,0.0,0,4,0,78.5,70.3,0,30,0.0,0,28,7,96.4,27,127.5,10,37.0,1,81,15,2.1,11.6,3.0
David Bell,97989,WR,PURDUE,1,14,0,273,16.5,0,25.0,0.0,0,2,0.0,0,0,0,66.7,56.7,0,2,0.0,0,8,1,87.5,7,39.6,4,57.1,0,2,0,0.0,2.0,0.29,0,6.0,0,75.0,,0,0,0.0,0,1,0,73.1,62.8,0,9,0.0,0,25,3,100.0,25,85.4,4,16.0,0,20,6,2.0,6.7,0.8
Khalil Shakir,84140,WR,BOISE ST,1,14,0,120,10.8,0,50.0,0.0,0,2,0.0,0,3,0,73.1,77.8,0,31,0.0,0,16,3,93.8,15,80.6,6,40.0,0,53,18,6.0,17.7,3.53,0,8.0,1,83.3,0.0,0,1,0.0,0,4,0,76.3,77.2,0,15,0.0,0,16,5,93.8,15,101.4,6,40.0,0,50,32,6.4,10.0,3.33
Kyle Philips,84463,WR,UCLA,1,14,0,324,9.0,0,50.0,,0,0,0.0,0,1,0,66.7,66.6,0,4,0.0,0,6,1,83.3,5,56.3,2,40.0,0,4,0,0.0,4.0,0.8,0,7.0,2,45.5,33.3,1,3,28.6,2,2,0,29.1,58.3,0,27,0.0,0,40,5,97.5,39,64.2,11,28.2,0,64,30,6.0,12.8,1.64
Wan'Dale Robinson,101735,WR,KENTUCKY,1,14,0,202,19.5,0,50.0,,0,0,0.0,0,1,0,66.7,78.4,0,21,0.0,0,4,1,100.0,4,87.5,2,50.0,0,21,11,11.0,21.0,5.25,0,8.1,1,85.7,100.0,1,1,0.0,0,1,0,77.5,64.0,1,18,0.0,0,13,6,100.0,13,49.7,7,53.8,0,38,19,3.2,6.3,2.92
Jake Bailey,72158,WR,RICE,1,14,0,275,,0,,,0,0,,0,0,0,,57.8,0,0,0.0,0,3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,0,12.4,0,69.2,66.7,2,3,0.0,0,7,0,80.1,84.5,0,36,0.0,0,34,9,88.2,30,100.2,13,43.3,0,126,28,3.1,14.0,4.2
Josh Downs,122832,WR,N CAROLINA,1,13,0,245,13.8,0,60.0,100.0,1,1,25.0,1,2,0,39.5,73.4,1,41,0.0,0,13,3,100.0,13,63.3,5,38.5,0,61,12,4.0,20.3,4.69,0,6.2,0,80.0,,0,0,0.0,0,1,0,74.9,62.2,0,13,0.0,0,15,4,100.0,15,86.7,5,33.3,0,24,24,6.0,6.0,1.6
