player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
LaJohntay Wester,123616,WR,FAU,1,16,0,165,8.3,1,75.0,100.0,1,1,0.0,0,6,1,80.1,84.2,0,25,0.0,0,37,9,97.3,36,128.5,12,33.3,1,104,39,4.3,11.6,2.89,0,3.5,0,100.0,,0,0,0.0,0,0,0,70.7,56.9,0,11,0.0,0,10,2,100.0,10,100.0,2,20.0,0,16,9,4.5,8.0,1.6
Malachi Corley,66272,WR,W KENTUCKY,1,15,0,346,5.7,0,42.9,,0,0,25.0,1,2,0,40.2,68.4,0,31,0.0,0,21,3,85.7,18,108.3,7,38.9,1,52,53,17.7,17.3,2.89,0,4.7,1,83.3,0.0,0,1,0.0,0,2,1,76.3,63.3,0,17,0.0,0,16,5,100.0,16,103.5,6,37.5,0,53,33,6.6,10.6,3.31
Luke McCaffrey,101634,WR,RICE,1,15,0,275,9.0,0,62.5,100.0,1,1,0.0,0,3,0,76.3,73.7,0,27,0.0,0,27,5,96.3,26,89.6,8,30.8,0,68,13,2.6,13.6,2.62,0,9.4,1,57.1,,0,0,0.0,0,3,0,74.9,85.2,0,51,0.0,0,21,4,100.0,21,101.8,7,33.3,0,131,78,19.5,32.8,6.24
Jordan Moore,143865,WR,DUKE,1,14,0,154,16.2,0,40.0,0.0,0,1,0.0,0,1,0,70.7,60.0,0,16,0.0,0,8,2,100.0,8,51.3,5,62.5,0,19,7,3.5,9.5,2.38,0,18.0,4,57.1,,0,0,0.0,0,3,0,74.9,72.1,0,22,0.0,0,21,4,90.5,19,121.4,7,36.8,1,54,20,5.0,13.5,2.84
Malik Washington,97108,WR,VIRGINIA,1,14,0,335,10.0,3,80.0,100.0,1,1,0.0,0,3,0,74.9,85.8,0,59,0.0,0,12,4,83.3,10,118.8,5,50.0,0,86,79,19.8,21.5,8.6,0,13.7,1,50.0,,0,0,0.0,0,2,0,73.1,75.1,1,42,0.0,0,15,3,100.0,15,47.9,6,40.0,0,63,22,7.3,21.0,4.2
Jordan Watkins,122730,WR,OLE MISS,1,14,0,226,7.6,0,60.0,0.0,0,1,0.0,0,2,0,73.1,65.3,0,12,0.0,0,13,3,92.3,12,68.8,5,41.7,0,20,4,1.3,6.7,1.67,0,8.3,0,66.7,0.0,0,2,0.0,0,2,0,77.5,64.9,0,17,3.8,1,26,6,96.2,25,74.8,9,36.0,0,37,30,5.0,6.2,1.48
Smoke Harris,78918,WR,LA TECH,1,13,0,208,10.3,0,50.0,,0,0,33.3,1,1,0,39.5,64.2,0,8,0.0,0,11,2,90.9,10,56.3,4,40.0,0,11,7,3.5,5.5,1.1,0,0.6,1,85.7,,0,0,0.0,0,1,1,77.5,52.7,0,10,0.0,0,23,6,95.7,22,79.2,7,31.8,0,18,26,4.3,3.0,0.82
Isaac Rex,102914,TE,BYU,1,13,0,128,17.0,0,0.0,0.0,0,1,,0,0,0,,50.2,0,0,0.0,0,8,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0,0,6.1,0,60.0,0.0,0,2,0.0,0,4,0,78.5,82.2,1,16,3.0,1,33,6,90.9,30,42.1,10,33.3,0,71,45,7.5,11.8,2.37
Elijah Metcalf,145307,WR,MIDDLE TN,1,13,0,224,2.5,1,50.0,0.0,0,1,0.0,0,1,0,66.7,63.3,0,16,0.0,0,8,1,87.5,7,77.1,2,28.6,0,16,13,13.0,16.0,2.29,0,2.3,1,90.0,100.0,1,1,10.0,1,4,0,61.0,71.3,0,27,0.0,0,32,9,96.9,31,132.5,10,32.3,1,78,57,6.3,8.7,2.52
Malik Nabers,146759,WR,LSU,1,13,0,211,13.2,0,66.7,100.0,2,2,20.0,1,4,0,45.4,83.7,0,20,0.0,0,12,4,100.0,12,132.6,6,50.0,1,51,1,0.3,12.8,4.25,0,20.4,0,60.0,0.0,0,1,0.0,0,3,0,73.1,74.9,0,36,0.0,0,17,3,100.0,17,104.2,5,29.4,0,71,15,5.0,23.7,4.18
Je'Quan Burton,87729,WR,FAU,1,13,0,165,15.8,0,25.0,0.0,0,7,0.0,0,2,0,73.1,58.2,0,34,0.0,0,30,3,96.7,29,41.7,12,41.4,0,42,20,6.7,14.0,1.45,0,6.0,0,100.0,,0,0,0.0,0,1,0,66.7,57.4,0,11,0.0,0,6,1,100.0,6,112.5,1,16.7,0,11,5,5.0,11.0,1.83
Amad Anderson Jr.,84380,WR,TEMPLE,1,13,0,306,9.5,0,50.0,0.0,0,1,0.0,0,1,0,66.7,74.6,0,46,0.0,0,5,1,100.0,5,95.8,2,40.0,0,46,38,38.0,46.0,9.2,0,11.8,0,75.0,,0,0,0.0,0,2,0,77.5,67.6,0,18,0.0,0,26,6,100.0,26,92.7,8,30.8,0,54,20,3.3,9.0,2.08
Terrell Vaughn,157634,WR,UTAH ST,1,13,0,329,18.0,1,100.0,,0,0,0.0,0,1,0,70.7,73.5,0,42,0.0,0,7,2,85.7,6,118.8,2,33.3,0,43,7,3.5,21.5,7.17,0,6.3,4,70.0,,0,0,0.0,0,4,0,78.5,70.1,0,21,0.0,0,41,7,97.6,40,119.2,10,25.0,1,61,29,4.1,8.7,1.53
Elijhah Badger,131603,WR,ARIZONA ST,1,12,0,110,8.0,0,50.0,50.0,1,2,0.0,0,1,0,73.1,65.4,0,25,0.0,0,15,3,100.0,15,98.6,6,40.0,1,22,6,2.0,7.3,1.47,0,11.8,2,100.0,100.0,1,1,0.0,0,3,0,74.9,78.4,0,26,0.0,0,21,4,95.2,20,118.8,4,20.0,0,63,16,4.0,15.8,3.15
Xavier Weaver,101130,WR,COLORADO,1,12,0,143,6.7,1,100.0,,0,0,0.0,0,2,0,73.1,65.2,0,16,0.0,0,10,3,100.0,10,105.6,3,30.0,0,28,8,2.7,9.3,2.8,0,10.8,0,62.5,0.0,0,1,0.0,0,0,0,76.3,61.5,0,11,0.0,0,32,5,87.5,28,67.7,8,28.6,0,26,15,3.0,5.2,0.93
Deion Burks,145107,WR,PURDUE,1,12,0,273,13.2,0,50.0,33.3,1,3,0.0,0,3,0,73.1,78.5,0,16,0.0,0,10,3,100.0,10,68.8,6,60.0,0,36,12,4.0,12.0,3.6,0,17.2,3,50.0,0.0,0,1,0.0,0,3,0,73.1,63.2,1,15,0.0,0,35,3,97.1,34,29.9,6,17.6,0,37,5,1.7,12.3,1.09
