player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Nate McCollum,122487,WR,N CAROLINA,1,20,0,245,12.8,0,25.0,0.0,0,1,0.0,0,0,0,66.7,56.5,0,-1,0.0,0,7,1,100.0,7,39.6,4,57.1,0,-1,1,1.0,-1.0,-0.14,0,8.9,0,81.8,,0,0,10.0,1,6,0,61.0,75.2,1,18,0.0,0,24,9,95.8,23,68.2,11,47.8,0,104,29,3.2,11.6,4.52
Tory Horton,128232,WR,COLO STATE,1,18,0,144,6.5,0,100.0,100.0,1,1,0.0,0,3,0,74.9,75.7,0,14,0.0,0,10,4,90.0,9,143.8,4,44.4,1,36,19,4.8,9.0,4.0,0,3.3,1,85.7,,0,0,0.0,0,2,0,78.5,70.6,1,14,0.0,0,29,6,89.7,26,56.3,7,26.9,0,49,30,5.0,8.2,1.88
LaJohntay Wester,123616,WR,FAU,1,17,0,165,7.0,0,100.0,,0,0,0.0,0,2,0,70.7,75.7,0,12,0.0,0,6,2,83.3,5,106.3,2,40.0,0,19,5,2.5,9.5,3.8,0,5.0,0,72.7,0.0,0,2,0.0,0,3,0,79.3,70.1,2,19,0.0,0,27,8,96.3,26,49.2,11,42.3,0,69,43,5.4,8.6,2.65
Ricky White,129639,WR,UNLV,1,17,0,325,4.0,0,100.0,,0,0,0.0,0,1,0,66.7,71.8,0,7,0.0,0,3,1,100.0,3,95.8,1,33.3,0,7,3,3.0,7.0,2.33,0,13.3,0,66.7,,0,0,0.0,0,6,0,79.3,86.4,2,48,0.0,0,23,8,100.0,23,63.9,12,52.2,0,132,37,4.6,16.5,5.74
Erik Brooks,84187,WR,FRESNO ST,1,15,0,169,0.0,0,100.0,,0,0,0.0,0,1,0,66.7,64.6,0,13,0.0,0,8,1,100.0,8,118.8,1,12.5,0,13,13,13.0,13.0,1.63,0,6.8,3,87.5,100.0,1,1,12.5,1,5,0,56.4,70.3,0,16,0.0,0,26,7,96.2,25,104.2,8,32.0,0,72,22,3.1,10.3,2.88
Malachi Fields,151069,WR,VIRGINIA,1,14,0,335,12.0,0,100.0,100.0,1,1,0.0,0,1,0,70.7,69.9,0,16,0.0,0,13,2,92.3,12,118.8,2,16.7,0,28,4,2.0,14.0,2.33,0,19.7,0,33.3,0.0,0,1,0.0,0,1,0,73.1,58.8,1,10,0.0,0,22,3,100.0,22,2.8,9,40.9,0,17,8,2.7,5.7,0.77
Xzavier Henderson,124380,WR,CINCINNATI,1,13,0,138,5.0,0,50.0,0.0,0,1,0.0,0,1,0,66.7,63.4,0,6,0.0,0,8,1,87.5,7,56.3,2,28.6,0,6,1,1.0,6.0,0.86,0,11.8,1,90.9,,0,0,0.0,0,7,0,80.9,84.1,0,22,0.0,0,26,10,100.0,26,115.2,11,42.3,0,128,38,3.8,12.8,4.92
Abdur-Rahmaan Yaseen,129838,WR,PURDUE,1,13,0,273,8.9,0,77.8,60.0,3,5,0.0,0,5,0,78.5,74.7,0,25,0.0,0,25,7,92.0,23,100.5,9,39.1,0,73,5,0.7,10.4,3.17,0,10.7,1,66.7,,0,0,0.0,0,2,0,70.7,65.0,0,17,0.0,0,12,2,100.0,12,93.8,3,25.0,0,26,4,2.0,13.0,2.17
Malik Nabers,146759,WR,LSU,1,13,0,211,11.7,0,100.0,100.0,2,2,0.0,0,4,0,78.5,93.0,0,33,0.0,0,13,7,100.0,13,158.3,7,53.8,2,88,11,1.6,12.6,6.77,0,21.8,0,100.0,100.0,1,1,0.0,0,4,0,76.3,84.1,0,48,0.0,0,16,5,93.8,15,118.8,5,33.3,0,139,30,6.0,27.8,9.27
Roderic Burns,84334,WR,N TEXAS,1,13,0,251,7.6,1,71.4,0.0,0,1,0.0,0,2,0,76.3,72.2,0,27,0.0,0,16,5,100.0,16,90.8,7,43.8,0,49,26,5.2,9.8,3.06,0,5.4,2,100.0,,0,0,0.0,0,2,0,77.5,80.8,0,22,0.0,0,16,5,93.8,15,118.3,5,33.3,0,62,35,7.0,12.4,4.13
Malik Washington,97108,WR,VIRGINIA,1,13,0,335,10.5,0,50.0,100.0,1,1,25.0,1,2,0,39.5,68.2,1,22,0.0,0,13,3,92.3,12,28.5,6,50.0,0,35,5,1.7,11.7,2.92,0,9.5,1,83.3,,0,0,0.0,0,3,0,76.3,72.1,0,49,0.0,0,22,5,100.0,22,118.8,6,27.3,0,103,46,9.2,20.6,4.68
Malachi Corley,66272,WR,W KENTUCKY,1,13,0,346,5.8,0,40.0,0.0,0,1,0.0,0,1,0,70.7,63.7,0,17,0.0,0,12,2,100.0,12,53.8,5,41.7,0,22,9,4.5,11.0,1.83,0,4.9,1,71.4,0.0,0,1,0.0,0,3,0,76.3,72.7,0,34,0.0,0,21,5,95.2,20,99.7,7,35.0,0,64,55,11.0,12.8,3.2
Jaylin Lucas,156396,HB,INDIANA,1,12,0,190,,0,,,0,0,,0,0,0,,57.0,0,0,0.0,0,4,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,0,3.0,1,88.9,,0,0,0.0,0,3,0,79.3,81.0,0,30,0.0,0,14,8,100.0,14,134.7,9,64.3,1,67,48,6.0,8.4,4.79
Khaleb Hood,97159,WR,GA SOUTHRN,1,12,0,174,9.8,1,66.7,0.0,0,2,0.0,0,3,0,74.9,70.0,0,16,0.0,0,20,4,95.0,19,79.9,6,31.6,0,32,12,3.0,8.0,1.68,0,7.0,1,50.0,,0,0,40.0,2,2,0,22.0,54.7,0,14,0.0,0,22,3,100.0,22,63.9,6,27.3,0,29,13,4.3,9.7,1.32
Rome Odunze,73774,WR,WASHINGTON,1,12,0,340,22.0,0,66.7,100.0,1,1,0.0,0,2,0,70.7,87.3,0,39,0.0,0,7,2,100.0,7,109.7,3,42.9,0,63,8,4.0,31.5,9.0,0,18.8,1,75.0,66.7,2,3,0.0,0,5,0,77.5,82.0,0,50,0.0,0,25,6,92.0,23,116.7,8,34.8,0,117,23,3.8,19.5,5.09
